Tid,GodkjenteProsent,PolitParti,Region
2021 2021,,06 Sosialistisk Venstreparti,3911 Færder
2025 2025,4.2,06 Sosialistisk Venstreparti,3911 Færder
2021 2021,,07 Venstre,3911 Færder
2025 2025,4.1,07 Venstre,3911 Færder
2021 2021,,08 Miljøpartiet de Grønne,3911 Færder
2025 2025,6.0,08 Miljøpartiet de Grønne,3911 Færder
2021 2021,,55 Rødt,3911 Færder
2025 2025,5.2,55 Rødt,3911 Færder
2021 2021,,01 Arbeiderpartiet,4001 Porsgrunn
2025 2025,32.1,01 Arbeiderpartiet,4001 Porsgrunn
2021 2021,,02 Fremskrittspartiet,4001 Porsgrunn
2025 2025,26.1,02 Fremskrittspartiet,4001 Porsgrunn
2021 2021,,03 Høyre,4001 Porsgrunn
2025 2025,13.3,03 Høyre,4001 Porsgrunn
2021 2021,,04 Kristelig Folkeparti,4001 Porsgrunn
2025 2025,4.0,04 Kristelig Folkeparti,4001 Porsgrunn
2021 2021,,05 Senterpartiet,4001 Porsgrunn
2025 2025,2.7,05 Senterpartiet,4001 Porsgrunn
2021 2021,,06 Sosialistisk Venstreparti,4001 Porsgrunn
2025 2025,4.5,06 Sosialistisk Venstreparti,4001 Porsgrunn
2021 2021,,07 Venstre,4001 Porsgrunn
2025 2025,2.5,07 Venstre,4001 Porsgrunn
2021 2021,,08 Miljøpartiet de Grønne,4001 Porsgrunn
2025 2025,3.6,08 Miljøpartiet de Grønne,4001 Porsgrunn
2021 2021,,55 Rødt,4001 Porsgrunn
2025 2025,5.8,55 Rødt,4001 Porsgrunn
2021 2021,,01 Arbeiderpartiet,4003 Skien
2025 2025,32.5,01 Arbeiderpartiet,4003 Skien
2021 2021,,02 Fremskrittspartiet,4003 Skien
2025 2025,25.1,02 Fremskrittspartiet,4003 Skien
2021 2021,,03 Høyre,4003 Skien
2025 2025,12.5,03 Høyre,4003 Skien
2021 2021,,04 Kristelig Folkeparti,4003 Skien
2025 2025,5.4,04 Kristelig Folkeparti,4003 Skien
2021 2021,,05 Senterpartiet,4003 Skien
2025 2025,3.3,05 Senterpartiet,4003 Skien
2021 2021,,06 Sosialistisk Venstreparti,4003 Skien
2025 2025,4.8,06 Sosialistisk Venstreparti,4003 Skien
2021 2021,,07 Venstre,4003 Skien
2025 2025,2.4,07 Venstre,4003 Skien
2021 2021,,08 Miljøpartiet de Grønne,4003 Skien
2025 2025,3.3,08 Miljøpartiet de Grønne,4003 Skien
2021 2021,,55 Rødt,4003 Skien
2025 2025,5.7,55 Rødt,4003 Skien
2021 2021,,01 Arbeiderpartiet,4005 Notodden
2025 2025,32.6,01 Arbeiderpartiet,4005 Notodden
2021 2021,,02 Fremskrittspartiet,4005 Notodden
2025 2025,28.2,02 Fremskrittspartiet,4005 Notodden
2021 2021,,03 Høyre,4005 Notodden
2025 2025,9.2,03 Høyre,4005 Notodden
2021 2021,,04 Kristelig Folkeparti,4005 Notodden
2025 2025,5.2,04 Kristelig Folkeparti,4005 Notodden
2021 2021,,05 Senterpartiet,4005 Notodden
2025 2025,6.7,05 Senterpartiet,4005 Notodden
2021 2021,,06 Sosialistisk Venstreparti,4005 Notodden
2025 2025,2.9,06 Sosialistisk Venstreparti,4005 Notodden
2021 2021,,07 Venstre,4005 Notodden
2025 2025,1.8,07 Venstre,4005 Notodden
2021 2021,,08 Miljøpartiet de Grønne,4005 Notodden
2025 2025,2.3,08 Miljøpartiet de Grønne,4005 Notodden
2021 2021,,55 Rødt,4005 Notodden
2025 2025,6.2,55 Rødt,4005 Notodden
2021 2021,,01 Arbeiderpartiet,4010 Siljan
2025 2025,31.3,01 Arbeiderpartiet,4010 Siljan
2021 2021,,02 Fremskrittspartiet,4010 Siljan
2025 2025,27.3,02 Fremskrittspartiet,4010 Siljan
2021 2021,,03 Høyre,4010 Siljan
2025 2025,7.9,03 Høyre,4010 Siljan
2021 2021,,04 Kristelig Folkeparti,4010 Siljan
2025 2025,5.7,04 Kristelig Folkeparti,4010 Siljan
2021 2021,,05 Senterpartiet,4010 Siljan
2025 2025,8.9,05 Senterpartiet,4010 Siljan
2021 2021,,06 Sosialistisk Venstreparti,4010 Siljan
2025 2025,3.9,06 Sosialistisk Venstreparti,4010 Siljan
2021 2021,,07 Venstre,4010 Siljan
2025 2025,1.0,07 Venstre,4010 Siljan
2021 2021,,08 Miljøpartiet de Grønne,4010 Siljan
2025 2025,2.6,08 Miljøpartiet de Grønne,4010 Siljan
2021 2021,,55 Rødt,4010 Siljan
2025 2025,5.4,55 Rødt,4010 Siljan
2021 2021,,01 Arbeiderpartiet,4012 Bamble
2025 2025,28.1,01 Arbeiderpartiet,4012 Bamble
2021 2021,,02 Fremskrittspartiet,4012 Bamble
2025 2025,32.5,02 Fremskrittspartiet,4012 Bamble
2021 2021,,03 Høyre,4012 Bamble
2025 2025,10.9,03 Høyre,4012 Bamble
2021 2021,,04 Kristelig Folkeparti,4012 Bamble
2025 2025,7.5,04 Kristelig Folkeparti,4012 Bamble
2021 2021,,05 Senterpartiet,4012 Bamble
2025 2025,4.2,05 Senterpartiet,4012 Bamble
2021 2021,,06 Sosialistisk Venstreparti,4012 Bamble
2025 2025,2.8,06 Sosialistisk Venstreparti,4012 Bamble
2021 2021,,07 Venstre,4012 Bamble
2025 2025,1.8,07 Venstre,4012 Bamble
2021 2021,,08 Miljøpartiet de Grønne,4012 Bamble
2025 2025,2.2,08 Miljøpartiet de Grønne,4012 Bamble
2021 2021,,55 Rødt,4012 Bamble
2025 2025,5.1,55 Rødt,4012 Bamble
2021 2021,,01 Arbeiderpartiet,4014 Kragerø
2025 2025,29.4,01 Arbeiderpartiet,4014 Kragerø
2021 2021,,02 Fremskrittspartiet,4014 Kragerø
2025 2025,26.8,02 Fremskrittspartiet,4014 Kragerø
2021 2021,,03 Høyre,4014 Kragerø
2025 2025,12.2,03 Høyre,4014 Kragerø
2021 2021,,04 Kristelig Folkeparti,4014 Kragerø
2025 2025,4.5,04 Kristelig Folkeparti,4014 Kragerø
2021 2021,,05 Senterpartiet,4014 Kragerø
2025 2025,4.2,05 Senterpartiet,4014 Kragerø
2021 2021,,06 Sosialistisk Venstreparti,4014 Kragerø
2025 2025,2.6,06 Sosialistisk Venstreparti,4014 Kragerø
2021 2021,,07 Venstre,4014 Kragerø
2025 2025,2.4,07 Venstre,4014 Kragerø
2021 2021,,08 Miljøpartiet de Grønne,4014 Kragerø
2025 2025,5.5,08 Miljøpartiet de Grønne,4014 Kragerø
2021 2021,,55 Rødt,4014 Kragerø
2025 2025,8.2,55 Rødt,4014 Kragerø
2021 2021,,01 Arbeiderpartiet,4016 Drangedal
2025 2025,34.0,01 Arbeiderpartiet,4016 Drangedal
2021 2021,,02 Fremskrittspartiet,4016 Drangedal
2025 2025,26.3,02 Fremskrittspartiet,4016 Drangedal
2021 2021,,03 Høyre,4016 Drangedal
2025 2025,5.0,03 Høyre,4016 Drangedal
2021 2021,,04 Kristelig Folkeparti,4016 Drangedal
2025 2025,5.4,04 Kristelig Folkeparti,4016 Drangedal
2021 2021,,05 Senterpartiet,4016 Drangedal
2025 2025,12.2,05 Senterpartiet,4016 Drangedal
2021 2021,,06 Sosialistisk Venstreparti,4016 Drangedal
2025 2025,3.4,06 Sosialistisk Venstreparti,4016 Drangedal
2021 2021,,07 Venstre,4016 Drangedal
2025 2025,1.3,07 Venstre,4016 Drangedal
2021 2021,,08 Miljøpartiet de Grønne,4016 Drangedal
2025 2025,2.3,08 Miljøpartiet de Grønne,4016 Drangedal
2021 2021,,55 Rødt,4016 Drangedal
2025 2025,5.8,55 Rødt,4016 Drangedal
2021 2021,,01 Arbeiderpartiet,4018 Nome
2025 2025,32.9,01 Arbeiderpartiet,4018 Nome
2021 2021,,02 Fremskrittspartiet,4018 Nome
2025 2025,25.8,02 Fremskrittspartiet,4018 Nome
2021 2021,,03 Høyre,4018 Nome
2025 2025,8.0,03 Høyre,4018 Nome
2021 2021,,04 Kristelig Folkeparti,4018 Nome
2025 2025,3.5,04 Kristelig Folkeparti,4018 Nome
2021 2021,,05 Senterpartiet,4018 Nome
2025 2025,10.1,05 Senterpartiet,4018 Nome
2021 2021,,06 Sosialistisk Venstreparti,4018 Nome
2025 2025,3.7,06 Sosialistisk Venstreparti,4018 Nome
2021 2021,,07 Venstre,4018 Nome
2025 2025,1.5,07 Venstre,4018 Nome
2021 2021,,08 Miljøpartiet de Grønne,4018 Nome
2025 2025,2.9,08 Miljøpartiet de Grønne,4018 Nome
2021 2021,,55 Rødt,4018 Nome
2025 2025,5.8,55 Rødt,4018 Nome
2021 2021,,01 Arbeiderpartiet,4020 Midt-Telemark
2025 2025,28.0,01 Arbeiderpartiet,4020 Midt-Telemark
2021 2021,,02 Fremskrittspartiet,4020 Midt-Telemark
2025 2025,25.8,02 Fremskrittspartiet,4020 Midt-Telemark
2021 2021,,03 Høyre,4020 Midt-Telemark
2025 2025,7.9,03 Høyre,4020 Midt-Telemark
2021 2021,,04 Kristelig Folkeparti,4020 Midt-Telemark
2025 2025,4.6,04 Kristelig Folkeparti,4020 Midt-Telemark
2021 2021,,05 Senterpartiet,4020 Midt-Telemark
2025 2025,11.1,05 Senterpartiet,4020 Midt-Telemark
2021 2021,,06 Sosialistisk Venstreparti,4020 Midt-Telemark
2025 2025,4.8,06 Sosialistisk Venstreparti,4020 Midt-Telemark
2021 2021,,07 Venstre,4020 Midt-Telemark
2025 2025,1.8,07 Venstre,4020 Midt-Telemark
2021 2021,,08 Miljøpartiet de Grønne,4020 Midt-Telemark
2025 2025,5.5,08 Miljøpartiet de Grønne,4020 Midt-Telemark
2021 2021,,55 Rødt,4020 Midt-Telemark
2025 2025,6.1,55 Rødt,4020 Midt-Telemark
2021 2021,,01 Arbeiderpartiet,4022 Seljord
2025 2025,29.8,01 Arbeiderpartiet,4022 Seljord
2021 2021,,02 Fremskrittspartiet,4022 Seljord
2025 2025,25.8,02 Fremskrittspartiet,4022 Seljord
2021 2021,,03 Høyre,4022 Seljord
2025 2025,10.5,03 Høyre,4022 Seljord
2021 2021,,04 Kristelig Folkeparti,4022 Seljord
2025 2025,3.5,04 Kristelig Folkeparti,4022 Seljord
2021 2021,,05 Senterpartiet,4022 Seljord
2025 2025,12.6,05 Senterpartiet,4022 Seljord
2021 2021,,06 Sosialistisk Venstreparti,4022 Seljord
2025 2025,2.3,06 Sosialistisk Venstreparti,4022 Seljord
2021 2021,,07 Venstre,4022 Seljord
2025 2025,2.0,07 Venstre,4022 Seljord
2021 2021,,08 Miljøpartiet de Grønne,4022 Seljord
2025 2025,2.6,08 Miljøpartiet de Grønne,4022 Seljord
2021 2021,,55 Rødt,4022 Seljord
2025 2025,5.5,55 Rødt,4022 Seljord
2021 2021,,01 Arbeiderpartiet,4024 Hjartdal
2025 2025,29.3,01 Arbeiderpartiet,4024 Hjartdal
2021 2021,,02 Fremskrittspartiet,4024 Hjartdal
2025 2025,29.2,02 Fremskrittspartiet,4024 Hjartdal
2021 2021,,03 Høyre,4024 Hjartdal
2025 2025,3.9,03 Høyre,4024 Hjartdal
2021 2021,,04 Kristelig Folkeparti,4024 Hjartdal
2025 2025,6.0,04 Kristelig Folkeparti,4024 Hjartdal
2021 2021,,05 Senterpartiet,4024 Hjartdal
2025 2025,20.5,05 Senterpartiet,4024 Hjartdal
2021 2021,,06 Sosialistisk Venstreparti,4024 Hjartdal
2025 2025,2.1,06 Sosialistisk Venstreparti,4024 Hjartdal
2021 2021,,07 Venstre,4024 Hjartdal
2025 2025,0.4,07 Venstre,4024 Hjartdal
2021 2021,,08 Miljøpartiet de Grønne,4024 Hjartdal
2025 2025,1.3,08 Miljøpartiet de Grønne,4024 Hjartdal
2021 2021,,55 Rødt,4024 Hjartdal
2025 2025,2.3,55 Rødt,4024 Hjartdal
2021 2021,,01 Arbeiderpartiet,4026 Tinn
2025 2025,34.0,01 Arbeiderpartiet,4026 Tinn
2021 2021,,02 Fremskrittspartiet,4026 Tinn
2025 2025,23.7,02 Fremskrittspartiet,4026 Tinn
2021 2021,,03 Høyre,4026 Tinn
2025 2025,10.8,03 Høyre,4026 Tinn
2021 2021,,04 Kristelig Folkeparti,4026 Tinn
2025 2025,1.3,04 Kristelig Folkeparti,4026 Tinn
2021 2021,,05 Senterpartiet,4026 Tinn
2025 2025,11.7,05 Senterpartiet,4026 Tinn
2021 2021,,06 Sosialistisk Venstreparti,4026 Tinn
2025 2025,4.8,06 Sosialistisk Venstreparti,4026 Tinn
2021 2021,,07 Venstre,4026 Tinn
2025 2025,1.8,07 Venstre,4026 Tinn
2021 2021,,08 Miljøpartiet de Grønne,4026 Tinn
2025 2025,2.8,08 Miljøpartiet de Grønne,4026 Tinn
2021 2021,,55 Rødt,4026 Tinn
2025 2025,5.1,55 Rødt,4026 Tinn
2021 2021,,01 Arbeiderpartiet,4028 Kviteseid
2025 2025,26.9,01 Arbeiderpartiet,4028 Kviteseid
2021 2021,,02 Fremskrittspartiet,4028 Kviteseid
2025 2025,20.4,02 Fremskrittspartiet,4028 Kviteseid
2021 2021,,03 Høyre,4028 Kviteseid
2025 2025,7.8,03 Høyre,4028 Kviteseid
2021 2021,,04 Kristelig Folkeparti,4028 Kviteseid
2025 2025,11.7,04 Kristelig Folkeparti,4028 Kviteseid
2021 2021,,05 Senterpartiet,4028 Kviteseid
2025 2025,17.3,05 Senterpartiet,4028 Kviteseid
2021 2021,,06 Sosialistisk Venstreparti,4028 Kviteseid
2025 2025,2.3,06 Sosialistisk Venstreparti,4028 Kviteseid
2021 2021,,07 Venstre,4028 Kviteseid
2025 2025,1.4,07 Venstre,4028 Kviteseid
2021 2021,,08 Miljøpartiet de Grønne,4028 Kviteseid
2025 2025,2.9,08 Miljøpartiet de Grønne,4028 Kviteseid
2021 2021,,55 Rødt,4028 Kviteseid
2025 2025,4.4,55 Rødt,4028 Kviteseid
2021 2021,,01 Arbeiderpartiet,4030 Nissedal
2025 2025,28.8,01 Arbeiderpartiet,4030 Nissedal
2021 2021,,02 Fremskrittspartiet,4030 Nissedal
2025 2025,24.1,02 Fremskrittspartiet,4030 Nissedal
2021 2021,,03 Høyre,4030 Nissedal
2025 2025,7.2,03 Høyre,4030 Nissedal
2021 2021,,04 Kristelig Folkeparti,4030 Nissedal
2025 2025,12.0,04 Kristelig Folkeparti,4030 Nissedal
2021 2021,,05 Senterpartiet,4030 Nissedal
2025 2025,14.4,05 Senterpartiet,4030 Nissedal
2021 2021,,06 Sosialistisk Venstreparti,4030 Nissedal
2025 2025,1.5,06 Sosialistisk Venstreparti,4030 Nissedal
2021 2021,,07 Venstre,4030 Nissedal
2025 2025,0.9,07 Venstre,4030 Nissedal
2021 2021,,08 Miljøpartiet de Grønne,4030 Nissedal
2025 2025,1.8,08 Miljøpartiet de Grønne,4030 Nissedal
2021 2021,,55 Rødt,4030 Nissedal
2025 2025,4.8,55 Rødt,4030 Nissedal
2021 2021,,01 Arbeiderpartiet,4032 Fyresdal
2025 2025,33.1,01 Arbeiderpartiet,4032 Fyresdal
2021 2021,,02 Fremskrittspartiet,4032 Fyresdal
2025 2025,16.3,02 Fremskrittspartiet,4032 Fyresdal
2021 2021,,03 Høyre,4032 Fyresdal
2025 2025,7.0,03 Høyre,4032 Fyresdal
2021 2021,,04 Kristelig Folkeparti,4032 Fyresdal
2025 2025,1.2,04 Kristelig Folkeparti,4032 Fyresdal
2021 2021,,05 Senterpartiet,4032 Fyresdal
2025 2025,22.5,05 Senterpartiet,4032 Fyresdal
2021 2021,,06 Sosialistisk Venstreparti,4032 Fyresdal
2025 2025,4.5,06 Sosialistisk Venstreparti,4032 Fyresdal
2021 2021,,07 Venstre,4032 Fyresdal
2025 2025,0.8,07 Venstre,4032 Fyresdal
2021 2021,,08 Miljøpartiet de Grønne,4032 Fyresdal
2025 2025,2.2,08 Miljøpartiet de Grønne,4032 Fyresdal
2021 2021,,55 Rødt,4032 Fyresdal
2025 2025,6.9,55 Rødt,4032 Fyresdal
2021 2021,,01 Arbeiderpartiet,4034 Tokke
2025 2025,34.1,01 Arbeiderpartiet,4034 Tokke
2021 2021,,02 Fremskrittspartiet,4034 Tokke
2025 2025,15.8,02 Fremskrittspartiet,4034 Tokke
2021 2021,,03 Høyre,4034 Tokke
2025 2025,5.2,03 Høyre,4034 Tokke
2021 2021,,04 Kristelig Folkeparti,4034 Tokke
2025 2025,4.5,04 Kristelig Folkeparti,4034 Tokke
2021 2021,,05 Senterpartiet,4034 Tokke
2025 2025,24.1,05 Senterpartiet,4034 Tokke
2021 2021,,06 Sosialistisk Venstreparti,4034 Tokke
2025 2025,3.7,06 Sosialistisk Venstreparti,4034 Tokke
2021 2021,,07 Venstre,4034 Tokke
2025 2025,0.5,07 Venstre,4034 Tokke
2021 2021,,08 Miljøpartiet de Grønne,4034 Tokke
2025 2025,2.8,08 Miljøpartiet de Grønne,4034 Tokke
2021 2021,,55 Rødt,4034 Tokke
2025 2025,4.6,55 Rødt,4034 Tokke
2021 2021,,01 Arbeiderpartiet,4036 Vinje
2025 2025,24.4,01 Arbeiderpartiet,4036 Vinje
2021 2021,,02 Fremskrittspartiet,4036 Vinje
2025 2025,22.6,02 Fremskrittspartiet,4036 Vinje
2021 2021,,03 Høyre,4036 Vinje
2025 2025,6.0,03 Høyre,4036 Vinje
2021 2021,,04 Kristelig Folkeparti,4036 Vinje
2025 2025,3.2,04 Kristelig Folkeparti,4036 Vinje
2021 2021,,05 Senterpartiet,4036 Vinje
2025 2025,20.1,05 Senterpartiet,4036 Vinje
2021 2021,,06 Sosialistisk Venstreparti,4036 Vinje
2025 2025,6.4,06 Sosialistisk Venstreparti,4036 Vinje
2021 2021,,07 Venstre,4036 Vinje
2025 2025,1.1,07 Venstre,4036 Vinje
2021 2021,,08 Miljøpartiet de Grønne,4036 Vinje
2025 2025,2.8,08 Miljøpartiet de Grønne,4036 Vinje
2021 2021,,55 Rødt,4036 Vinje
2025 2025,7.4,55 Rødt,4036 Vinje
2021 2021,30.2,01 Arbeiderpartiet,4201 Risør
2025 2025,34.5,01 Arbeiderpartiet,4201 Risør
2021 2021,12.5,02 Fremskrittspartiet,4201 Risør
2025 2025,24.0,02 Fremskrittspartiet,4201 Risør
2021 2021,21.3,03 Høyre,4201 Risør
2025 2025,15.4,03 Høyre,4201 Risør
2021 2021,4.4,04 Kristelig Folkeparti,4201 Risør
2025 2025,3.5,04 Kristelig Folkeparti,4201 Risør
2021 2021,11.6,05 Senterpartiet,4201 Risør
2025 2025,4.3,05 Senterpartiet,4201 Risør
2021 2021,4.8,06 Sosialistisk Venstreparti,4201 Risør
2025 2025,3.2,06 Sosialistisk Venstreparti,4201 Risør
2021 2021,3.4,07 Venstre,4201 Risør
2025 2025,2.8,07 Venstre,4201 Risør
2021 2021,3.2,08 Miljøpartiet de Grønne,4201 Risør
2025 2025,3.4,08 Miljøpartiet de Grønne,4201 Risør
2021 2021,5.2,55 Rødt,4201 Risør
2025 2025,5.5,55 Rødt,4201 Risør
2021 2021,21.4,01 Arbeiderpartiet,4202 Grimstad
2025 2025,23.7,01 Arbeiderpartiet,4202 Grimstad
2021 2021,12.1,02 Fremskrittspartiet,4202 Grimstad
2025 2025,27.3,02 Fremskrittspartiet,4202 Grimstad
2021 2021,22.5,03 Høyre,4202 Grimstad
2025 2025,13.9,03 Høyre,4202 Grimstad
2021 2021,12.8,04 Kristelig Folkeparti,4202 Grimstad
2025 2025,11.6,04 Kristelig Folkeparti,4202 Grimstad
2021 2021,10.1,05 Senterpartiet,4202 Grimstad
2025 2025,3.6,05 Senterpartiet,4202 Grimstad
2021 2021,5.7,06 Sosialistisk Venstreparti,4202 Grimstad
2025 2025,4.2,06 Sosialistisk Venstreparti,4202 Grimstad
2021 2021,3.9,07 Venstre,4202 Grimstad
2025 2025,3.1,07 Venstre,4202 Grimstad
2021 2021,4.0,08 Miljøpartiet de Grønne,4202 Grimstad
2025 2025,4.2,08 Miljøpartiet de Grønne,4202 Grimstad
2021 2021,3.4,55 Rødt,4202 Grimstad
2025 2025,4.1,55 Rødt,4202 Grimstad
2021 2021,27.9,01 Arbeiderpartiet,4203 Arendal
2025 2025,30.2,01 Arbeiderpartiet,4203 Arendal
2021 2021,14.9,02 Fremskrittspartiet,4203 Arendal
2025 2025,27.8,02 Fremskrittspartiet,4203 Arendal
2021 2021,20.7,03 Høyre,4203 Arendal
2025 2025,14.0,03 Høyre,4203 Arendal
2021 2021,5.6,04 Kristelig Folkeparti,4203 Arendal
2025 2025,5.3,04 Kristelig Folkeparti,4203 Arendal
2021 2021,10.0,05 Senterpartiet,4203 Arendal
2025 2025,2.8,05 Senterpartiet,4203 Arendal
2021 2021,6.5,06 Sosialistisk Venstreparti,4203 Arendal
2025 2025,4.7,06 Sosialistisk Venstreparti,4203 Arendal
2021 2021,3.3,07 Venstre,4203 Arendal
2025 2025,2.6,07 Venstre,4203 Arendal
2021 2021,3.1,08 Miljøpartiet de Grønne,4203 Arendal
2025 2025,3.6,08 Miljøpartiet de Grønne,4203 Arendal
2021 2021,4.1,55 Rødt,4203 Arendal
2025 2025,4.8,55 Rødt,4203 Arendal
2021 2021,22.5,01 Arbeiderpartiet,4204 Kristiansand
2025 2025,25.1,01 Arbeiderpartiet,4204 Kristiansand
2021 2021,9.8,02 Fremskrittspartiet,4204 Kristiansand
2025 2025,24.0,02 Fremskrittspartiet,4204 Kristiansand
2021 2021,23.3,03 Høyre,4204 Kristiansand
2025 2025,15.3,03 Høyre,4204 Kristiansand
2021 2021,13.0,04 Kristelig Folkeparti,4204 Kristiansand
2025 2025,12.2,04 Kristelig Folkeparti,4204 Kristiansand
2021 2021,6.8,05 Senterpartiet,4204 Kristiansand
2025 2025,2.2,05 Senterpartiet,4204 Kristiansand
2021 2021,6.6,06 Sosialistisk Venstreparti,4204 Kristiansand
2025 2025,4.6,06 Sosialistisk Venstreparti,4204 Kristiansand
2021 2021,4.6,07 Venstre,4204 Kristiansand
2025 2025,3.6,07 Venstre,4204 Kristiansand
2021 2021,4.1,08 Miljøpartiet de Grønne,4204 Kristiansand
2025 2025,4.5,08 Miljøpartiet de Grønne,4204 Kristiansand
2021 2021,3.8,55 Rødt,4204 Kristiansand
2025 2025,4.4,55 Rødt,4204 Kristiansand
2021 2021,20.5,01 Arbeiderpartiet,4205 Lindesnes
2025 2025,20.3,01 Arbeiderpartiet,4205 Lindesnes
2021 2021,17.1,02 Fremskrittspartiet,4205 Lindesnes
2025 2025,31.4,02 Fremskrittspartiet,4205 Lindesnes
2021 2021,20.9,03 Høyre,4205 Lindesnes
2025 2025,12.4,03 Høyre,4205 Lindesnes
2021 2021,10.7,04 Kristelig Folkeparti,4205 Lindesnes
2025 2025,10.6,04 Kristelig Folkeparti,4205 Lindesnes
2021 2021,13.5,05 Senterpartiet,4205 Lindesnes
2025 2025,6.5,05 Senterpartiet,4205 Lindesnes
2021 2021,3.9,06 Sosialistisk Venstreparti,4205 Lindesnes
2025 2025,3.4,06 Sosialistisk Venstreparti,4205 Lindesnes
2021 2021,3.2,07 Venstre,4205 Lindesnes
2025 2025,3.8,07 Venstre,4205 Lindesnes
2021 2021,2.8,08 Miljøpartiet de Grønne,4205 Lindesnes
2025 2025,2.8,08 Miljøpartiet de Grønne,4205 Lindesnes
2021 2021,2.5,55 Rødt,4205 Lindesnes
2025 2025,3.8,55 Rødt,4205 Lindesnes
2021 2021,19.6,01 Arbeiderpartiet,4206 Farsund
2025 2025,21.1,01 Arbeiderpartiet,4206 Farsund
2021 2021,20.5,02 Fremskrittspartiet,4206 Farsund
2025 2025,36.0,02 Fremskrittspartiet,4206 Farsund
2021 2021,21.7,03 Høyre,4206 Farsund
2025 2025,11.1,03 Høyre,4206 Farsund
2021 2021,10.5,04 Kristelig Folkeparti,4206 Farsund
2025 2025,10.5,04 Kristelig Folkeparti,4206 Farsund
2021 2021,12.3,05 Senterpartiet,4206 Farsund
2025 2025,5.7,05 Senterpartiet,4206 Farsund
2021 2021,3.8,06 Sosialistisk Venstreparti,4206 Farsund
2025 2025,3.3,06 Sosialistisk Venstreparti,4206 Farsund
2021 2021,2.5,07 Venstre,4206 Farsund
2025 2025,2.4,07 Venstre,4206 Farsund
2021 2021,1.5,08 Miljøpartiet de Grønne,4206 Farsund
2025 2025,1.9,08 Miljøpartiet de Grønne,4206 Farsund
2021 2021,2.5,55 Rødt,4206 Farsund
2025 2025,3.3,55 Rødt,4206 Farsund
2021 2021,15.8,01 Arbeiderpartiet,4207 Flekkefjord
2025 2025,20.1,01 Arbeiderpartiet,4207 Flekkefjord
2021 2021,24.5,02 Fremskrittspartiet,4207 Flekkefjord
2025 2025,36.4,02 Fremskrittspartiet,4207 Flekkefjord
2021 2021,19.1,03 Høyre,4207 Flekkefjord
2025 2025,13.1,03 Høyre,4207 Flekkefjord
2021 2021,12.8,04 Kristelig Folkeparti,4207 Flekkefjord
2025 2025,11.0,04 Kristelig Folkeparti,4207 Flekkefjord
2021 2021,13.9,05 Senterpartiet,4207 Flekkefjord
2025 2025,5.5,05 Senterpartiet,4207 Flekkefjord
2021 2021,4.2,06 Sosialistisk Venstreparti,4207 Flekkefjord
2025 2025,2.9,06 Sosialistisk Venstreparti,4207 Flekkefjord
2021 2021,2.1,07 Venstre,4207 Flekkefjord
2025 2025,1.9,07 Venstre,4207 Flekkefjord
2021 2021,1.7,08 Miljøpartiet de Grønne,4207 Flekkefjord
2025 2025,2.0,08 Miljøpartiet de Grønne,4207 Flekkefjord
2021 2021,2.8,55 Rødt,4207 Flekkefjord
2025 2025,3.6,55 Rødt,4207 Flekkefjord
2021 2021,25.4,01 Arbeiderpartiet,4211 Gjerstad
2025 2025,28.4,01 Arbeiderpartiet,4211 Gjerstad
2021 2021,12.6,02 Fremskrittspartiet,4211 Gjerstad
2025 2025,29.1,02 Fremskrittspartiet,4211 Gjerstad
2021 2021,16.0,03 Høyre,4211 Gjerstad
2025 2025,10.2,03 Høyre,4211 Gjerstad
2021 2021,5.9,04 Kristelig Folkeparti,4211 Gjerstad
2025 2025,5.1,04 Kristelig Folkeparti,4211 Gjerstad
2021 2021,27.1,05 Senterpartiet,4211 Gjerstad
2025 2025,12.8,05 Senterpartiet,4211 Gjerstad
2021 2021,3.5,06 Sosialistisk Venstreparti,4211 Gjerstad
2025 2025,1.9,06 Sosialistisk Venstreparti,4211 Gjerstad
2021 2021,1.5,07 Venstre,4211 Gjerstad
2025 2025,1.2,07 Venstre,4211 Gjerstad
2021 2021,1.2,08 Miljøpartiet de Grønne,4211 Gjerstad
2025 2025,2.1,08 Miljøpartiet de Grønne,4211 Gjerstad
2021 2021,3.8,55 Rødt,4211 Gjerstad
2025 2025,5.5,55 Rødt,4211 Gjerstad
2021 2021,25.2,01 Arbeiderpartiet,4212 Vegårshei
2025 2025,25.9,01 Arbeiderpartiet,4212 Vegårshei
2021 2021,10.2,02 Fremskrittspartiet,4212 Vegårshei
2025 2025,24.2,02 Fremskrittspartiet,4212 Vegårshei
2021 2021,12.7,03 Høyre,4212 Vegårshei
2025 2025,6.7,03 Høyre,4212 Vegårshei
2021 2021,15.1,04 Kristelig Folkeparti,4212 Vegårshei
2025 2025,16.8,04 Kristelig Folkeparti,4212 Vegårshei
2021 2021,25.8,05 Senterpartiet,4212 Vegårshei
2025 2025,12.3,05 Senterpartiet,4212 Vegårshei
2021 2021,3.0,06 Sosialistisk Venstreparti,4212 Vegårshei
2025 2025,2.3,06 Sosialistisk Venstreparti,4212 Vegårshei
2021 2021,1.0,07 Venstre,4212 Vegårshei
2025 2025,1.2,07 Venstre,4212 Vegårshei
2021 2021,1.3,08 Miljøpartiet de Grønne,4212 Vegårshei
2025 2025,1.1,08 Miljøpartiet de Grønne,4212 Vegårshei
2021 2021,2.5,55 Rødt,4212 Vegårshei
