Tid,GodkjenteProsent,PolitParti,Region
2025 2025,1.4,06 Sosialistisk Venstreparti,1856 Røst
2021 2021,3.5,07 Venstre,1856 Røst
2025 2025,2.8,07 Venstre,1856 Røst
2021 2021,1.1,08 Miljøpartiet de Grønne,1856 Røst
2025 2025,2.5,08 Miljøpartiet de Grønne,1856 Røst
2021 2021,5.3,55 Rødt,1856 Røst
2025 2025,5.3,55 Rødt,1856 Røst
2021 2021,23.3,01 Arbeiderpartiet,1857 Værøy
2025 2025,22.8,01 Arbeiderpartiet,1857 Værøy
2021 2021,13.8,02 Fremskrittspartiet,1857 Værøy
2025 2025,26.9,02 Fremskrittspartiet,1857 Værøy
2021 2021,17.8,03 Høyre,1857 Værøy
2025 2025,5.4,03 Høyre,1857 Værøy
2021 2021,7.8,04 Kristelig Folkeparti,1857 Værøy
2025 2025,8.2,04 Kristelig Folkeparti,1857 Værøy
2021 2021,26.4,05 Senterpartiet,1857 Værøy
2025 2025,19.3,05 Senterpartiet,1857 Værøy
2021 2021,2.9,06 Sosialistisk Venstreparti,1857 Værøy
2025 2025,2.8,06 Sosialistisk Venstreparti,1857 Værøy
2021 2021,0.9,07 Venstre,1857 Værøy
2025 2025,0.9,07 Venstre,1857 Værøy
2021 2021,0.6,08 Miljøpartiet de Grønne,1857 Værøy
2025 2025,0.6,08 Miljøpartiet de Grønne,1857 Værøy
2021 2021,2.0,55 Rødt,1857 Værøy
2025 2025,5.4,55 Rødt,1857 Værøy
2021 2021,23.3,01 Arbeiderpartiet,1859 Flakstad
2025 2025,25.5,01 Arbeiderpartiet,1859 Flakstad
2021 2021,12.1,02 Fremskrittspartiet,1859 Flakstad
2025 2025,24.4,02 Fremskrittspartiet,1859 Flakstad
2021 2021,9.6,03 Høyre,1859 Flakstad
2025 2025,8.0,03 Høyre,1859 Flakstad
2021 2021,2.1,04 Kristelig Folkeparti,1859 Flakstad
2025 2025,3.2,04 Kristelig Folkeparti,1859 Flakstad
2021 2021,29.6,05 Senterpartiet,1859 Flakstad
2025 2025,14.4,05 Senterpartiet,1859 Flakstad
2021 2021,8.7,06 Sosialistisk Venstreparti,1859 Flakstad
2025 2025,5.7,06 Sosialistisk Venstreparti,1859 Flakstad
2021 2021,2.4,07 Venstre,1859 Flakstad
2025 2025,1.7,07 Venstre,1859 Flakstad
2021 2021,3.7,08 Miljøpartiet de Grønne,1859 Flakstad
2025 2025,3.2,08 Miljøpartiet de Grønne,1859 Flakstad
2021 2021,5.2,55 Rødt,1859 Flakstad
2025 2025,10.0,55 Rødt,1859 Flakstad
2021 2021,22.9,01 Arbeiderpartiet,1860 Vestvågøy
2025 2025,24.2,01 Arbeiderpartiet,1860 Vestvågøy
2021 2021,13.6,02 Fremskrittspartiet,1860 Vestvågøy
2025 2025,30.2,02 Fremskrittspartiet,1860 Vestvågøy
2021 2021,15.7,03 Høyre,1860 Vestvågøy
2025 2025,10.7,03 Høyre,1860 Vestvågøy
2021 2021,5.1,04 Kristelig Folkeparti,1860 Vestvågøy
2025 2025,5.6,04 Kristelig Folkeparti,1860 Vestvågøy
2021 2021,22.1,05 Senterpartiet,1860 Vestvågøy
2025 2025,8.7,05 Senterpartiet,1860 Vestvågøy
2021 2021,7.9,06 Sosialistisk Venstreparti,1860 Vestvågøy
2025 2025,5.4,06 Sosialistisk Venstreparti,1860 Vestvågøy
2021 2021,2.0,07 Venstre,1860 Vestvågøy
2025 2025,1.7,07 Venstre,1860 Vestvågøy
2021 2021,2.7,08 Miljøpartiet de Grønne,1860 Vestvågøy
2025 2025,3.4,08 Miljøpartiet de Grønne,1860 Vestvågøy
2021 2021,3.5,55 Rødt,1860 Vestvågøy
2025 2025,5.5,55 Rødt,1860 Vestvågøy
2021 2021,26.4,01 Arbeiderpartiet,1865 Vågan
2025 2025,28.3,01 Arbeiderpartiet,1865 Vågan
2021 2021,11.0,02 Fremskrittspartiet,1865 Vågan
2025 2025,25.0,02 Fremskrittspartiet,1865 Vågan
2021 2021,17.9,03 Høyre,1865 Vågan
2025 2025,13.7,03 Høyre,1865 Vågan
2021 2021,0.8,04 Kristelig Folkeparti,1865 Vågan
2025 2025,1.3,04 Kristelig Folkeparti,1865 Vågan
2021 2021,16.3,05 Senterpartiet,1865 Vågan
2025 2025,6.8,05 Senterpartiet,1865 Vågan
2021 2021,9.2,06 Sosialistisk Venstreparti,1865 Vågan
2025 2025,6.9,06 Sosialistisk Venstreparti,1865 Vågan
2021 2021,4.3,07 Venstre,1865 Vågan
2025 2025,1.9,07 Venstre,1865 Vågan
2021 2021,3.8,08 Miljøpartiet de Grønne,1865 Vågan
2025 2025,4.5,08 Miljøpartiet de Grønne,1865 Vågan
2021 2021,7.0,55 Rødt,1865 Vågan
2025 2025,7.5,55 Rødt,1865 Vågan
2021 2021,26.4,01 Arbeiderpartiet,1866 Hadsel
2025 2025,31.5,01 Arbeiderpartiet,1866 Hadsel
2021 2021,11.9,02 Fremskrittspartiet,1866 Hadsel
2025 2025,26.0,02 Fremskrittspartiet,1866 Hadsel
2021 2021,12.6,03 Høyre,1866 Hadsel
2025 2025,8.8,03 Høyre,1866 Hadsel
2021 2021,1.3,04 Kristelig Folkeparti,1866 Hadsel
2025 2025,1.7,04 Kristelig Folkeparti,1866 Hadsel
2021 2021,25.3,05 Senterpartiet,1866 Hadsel
2025 2025,8.6,05 Senterpartiet,1866 Hadsel
2021 2021,7.5,06 Sosialistisk Venstreparti,1866 Hadsel
2025 2025,6.1,06 Sosialistisk Venstreparti,1866 Hadsel
2021 2021,2.3,07 Venstre,1866 Hadsel
2025 2025,2.2,07 Venstre,1866 Hadsel
2021 2021,2.4,08 Miljøpartiet de Grønne,1866 Hadsel
2025 2025,2.8,08 Miljøpartiet de Grønne,1866 Hadsel
2021 2021,6.9,55 Rødt,1866 Hadsel
2025 2025,7.4,55 Rødt,1866 Hadsel
2021 2021,19.3,01 Arbeiderpartiet,1867 Bø
2025 2025,20.7,01 Arbeiderpartiet,1867 Bø
2021 2021,15.5,02 Fremskrittspartiet,1867 Bø
2025 2025,34.4,02 Fremskrittspartiet,1867 Bø
2021 2021,18.2,03 Høyre,1867 Bø
2025 2025,12.0,03 Høyre,1867 Bø
2021 2021,2.0,04 Kristelig Folkeparti,1867 Bø
2025 2025,1.9,04 Kristelig Folkeparti,1867 Bø
2021 2021,29.3,05 Senterpartiet,1867 Bø
2025 2025,11.8,05 Senterpartiet,1867 Bø
2021 2021,7.2,06 Sosialistisk Venstreparti,1867 Bø
2025 2025,4.5,06 Sosialistisk Venstreparti,1867 Bø
2021 2021,2.0,07 Venstre,1867 Bø
2025 2025,1.9,07 Venstre,1867 Bø
2021 2021,0.9,08 Miljøpartiet de Grønne,1867 Bø
2025 2025,2.4,08 Miljøpartiet de Grønne,1867 Bø
2021 2021,2.9,55 Rødt,1867 Bø
2025 2025,5.7,55 Rødt,1867 Bø
2021 2021,24.3,01 Arbeiderpartiet,1868 Øksnes
2025 2025,25.4,01 Arbeiderpartiet,1868 Øksnes
2021 2021,16.0,02 Fremskrittspartiet,1868 Øksnes
2025 2025,32.5,02 Fremskrittspartiet,1868 Øksnes
2021 2021,12.0,03 Høyre,1868 Øksnes
2025 2025,11.8,03 Høyre,1868 Øksnes
2021 2021,3.4,04 Kristelig Folkeparti,1868 Øksnes
2025 2025,3.0,04 Kristelig Folkeparti,1868 Øksnes
2021 2021,25.6,05 Senterpartiet,1868 Øksnes
2025 2025,7.0,05 Senterpartiet,1868 Øksnes
2021 2021,6.2,06 Sosialistisk Venstreparti,1868 Øksnes
2025 2025,6.6,06 Sosialistisk Venstreparti,1868 Øksnes
2021 2021,1.8,07 Venstre,1868 Øksnes
2025 2025,1.3,07 Venstre,1868 Øksnes
2021 2021,1.0,08 Miljøpartiet de Grønne,1868 Øksnes
2025 2025,1.4,08 Miljøpartiet de Grønne,1868 Øksnes
2021 2021,4.1,55 Rødt,1868 Øksnes
2025 2025,4.9,55 Rødt,1868 Øksnes
2021 2021,22.4,01 Arbeiderpartiet,1870 Sortland - Suortá
2025 2025,27.5,01 Arbeiderpartiet,1870 Sortland - Suortá
2021 2021,13.6,02 Fremskrittspartiet,1870 Sortland - Suortá
2025 2025,28.6,02 Fremskrittspartiet,1870 Sortland - Suortá
2021 2021,16.3,03 Høyre,1870 Sortland - Suortá
2025 2025,13.1,03 Høyre,1870 Sortland - Suortá
2021 2021,1.6,04 Kristelig Folkeparti,1870 Sortland - Suortá
2025 2025,1.7,04 Kristelig Folkeparti,1870 Sortland - Suortá
2021 2021,24.8,05 Senterpartiet,1870 Sortland - Suortá
2025 2025,6.6,05 Senterpartiet,1870 Sortland - Suortá
2021 2021,8.2,06 Sosialistisk Venstreparti,1870 Sortland - Suortá
2025 2025,7.0,06 Sosialistisk Venstreparti,1870 Sortland - Suortá
2021 2021,2.0,07 Venstre,1870 Sortland - Suortá
2025 2025,1.8,07 Venstre,1870 Sortland - Suortá
2021 2021,2.6,08 Miljøpartiet de Grønne,1870 Sortland - Suortá
2025 2025,2.9,08 Miljøpartiet de Grønne,1870 Sortland - Suortá
2021 2021,4.9,55 Rødt,1870 Sortland - Suortá
2025 2025,6.0,55 Rødt,1870 Sortland - Suortá
2021 2021,15.4,01 Arbeiderpartiet,1871 Andøy
2025 2025,38.9,01 Arbeiderpartiet,1871 Andøy
2021 2021,6.3,02 Fremskrittspartiet,1871 Andøy
2025 2025,19.2,02 Fremskrittspartiet,1871 Andøy
2021 2021,4.3,03 Høyre,1871 Andøy
2025 2025,5.1,03 Høyre,1871 Andøy
2021 2021,1.4,04 Kristelig Folkeparti,1871 Andøy
2025 2025,1.7,04 Kristelig Folkeparti,1871 Andøy
2021 2021,54.1,05 Senterpartiet,1871 Andøy
2025 2025,12.1,05 Senterpartiet,1871 Andøy
2021 2021,7.9,06 Sosialistisk Venstreparti,1871 Andøy
2025 2025,8.3,06 Sosialistisk Venstreparti,1871 Andøy
2021 2021,1.6,07 Venstre,1871 Andøy
2025 2025,1.4,07 Venstre,1871 Andøy
2021 2021,2.5,08 Miljøpartiet de Grønne,1871 Andøy
2025 2025,3.1,08 Miljøpartiet de Grønne,1871 Andøy
2021 2021,4.1,55 Rødt,1871 Andøy
2025 2025,5.9,55 Rødt,1871 Andøy
2021 2021,21.8,01 Arbeiderpartiet,1874 Moskenes
2025 2025,26.3,01 Arbeiderpartiet,1874 Moskenes
2021 2021,14.8,02 Fremskrittspartiet,1874 Moskenes
2025 2025,35.1,02 Fremskrittspartiet,1874 Moskenes
2021 2021,13.8,03 Høyre,1874 Moskenes
2025 2025,7.7,03 Høyre,1874 Moskenes
2021 2021,2.1,04 Kristelig Folkeparti,1874 Moskenes
2025 2025,2.1,04 Kristelig Folkeparti,1874 Moskenes
2021 2021,26.7,05 Senterpartiet,1874 Moskenes
2025 2025,8.1,05 Senterpartiet,1874 Moskenes
2021 2021,9.3,06 Sosialistisk Venstreparti,1874 Moskenes
2025 2025,6.7,06 Sosialistisk Venstreparti,1874 Moskenes
2021 2021,1.1,07 Venstre,1874 Moskenes
2025 2025,1.9,07 Venstre,1874 Moskenes
2021 2021,2.1,08 Miljøpartiet de Grønne,1874 Moskenes
2025 2025,2.1,08 Miljøpartiet de Grønne,1874 Moskenes
2021 2021,4.2,55 Rødt,1874 Moskenes
2025 2025,6.3,55 Rødt,1874 Moskenes
2021 2021,24.4,01 Arbeiderpartiet,1875 Hábmer - Hamarøy
2025 2025,26.9,01 Arbeiderpartiet,1875 Hábmer - Hamarøy
2021 2021,11.8,02 Fremskrittspartiet,1875 Hábmer - Hamarøy
2025 2025,23.4,02 Fremskrittspartiet,1875 Hábmer - Hamarøy
2021 2021,12.7,03 Høyre,1875 Hábmer - Hamarøy
2025 2025,11.9,03 Høyre,1875 Hábmer - Hamarøy
2021 2021,2.7,04 Kristelig Folkeparti,1875 Hábmer - Hamarøy
2025 2025,3.1,04 Kristelig Folkeparti,1875 Hábmer - Hamarøy
2021 2021,26.1,05 Senterpartiet,1875 Hábmer - Hamarøy
2025 2025,9.8,05 Senterpartiet,1875 Hábmer - Hamarøy
2021 2021,7.8,06 Sosialistisk Venstreparti,1875 Hábmer - Hamarøy
2025 2025,6.3,06 Sosialistisk Venstreparti,1875 Hábmer - Hamarøy
2021 2021,3.3,07 Venstre,1875 Hábmer - Hamarøy
2025 2025,2.0,07 Venstre,1875 Hábmer - Hamarøy
2021 2021,2.6,08 Miljøpartiet de Grønne,1875 Hábmer - Hamarøy
2025 2025,4.1,08 Miljøpartiet de Grønne,1875 Hábmer - Hamarøy
2021 2021,5.9,55 Rødt,1875 Hábmer - Hamarøy
2025 2025,6.8,55 Rødt,1875 Hábmer - Hamarøy
2021 2021,,01 Arbeiderpartiet,5501 Tromsø
2025 2025,29.6,01 Arbeiderpartiet,5501 Tromsø
2021 2021,,02 Fremskrittspartiet,5501 Tromsø
2025 2025,22.1,02 Fremskrittspartiet,5501 Tromsø
2021 2021,,03 Høyre,5501 Tromsø
2025 2025,12.0,03 Høyre,5501 Tromsø
2021 2021,,04 Kristelig Folkeparti,5501 Tromsø
2025 2025,2.6,04 Kristelig Folkeparti,5501 Tromsø
2021 2021,,05 Senterpartiet,5501 Tromsø
2025 2025,3.5,05 Senterpartiet,5501 Tromsø
2021 2021,,06 Sosialistisk Venstreparti,5501 Tromsø
2025 2025,9.6,06 Sosialistisk Venstreparti,5501 Tromsø
2021 2021,,07 Venstre,5501 Tromsø
2025 2025,2.6,07 Venstre,5501 Tromsø
2021 2021,,08 Miljøpartiet de Grønne,5501 Tromsø
2025 2025,5.3,08 Miljøpartiet de Grønne,5501 Tromsø
2021 2021,,55 Rødt,5501 Tromsø
2025 2025,9.0,55 Rødt,5501 Tromsø
2021 2021,,01 Arbeiderpartiet,5503 Harstad - Hárstták
2025 2025,31.6,01 Arbeiderpartiet,5503 Harstad - Hárstták
2021 2021,,02 Fremskrittspartiet,5503 Harstad - Hárstták
2025 2025,27.8,02 Fremskrittspartiet,5503 Harstad - Hárstták
2021 2021,,03 Høyre,5503 Harstad - Hárstták
2025 2025,12.6,03 Høyre,5503 Harstad - Hárstták
2021 2021,,04 Kristelig Folkeparti,5503 Harstad - Hárstták
2025 2025,2.3,04 Kristelig Folkeparti,5503 Harstad - Hárstták
2021 2021,,05 Senterpartiet,5503 Harstad - Hárstták
2025 2025,5.2,05 Senterpartiet,5503 Harstad - Hárstták
2021 2021,,06 Sosialistisk Venstreparti,5503 Harstad - Hárstták
2025 2025,5.3,06 Sosialistisk Venstreparti,5503 Harstad - Hárstták
2021 2021,,07 Venstre,5503 Harstad - Hárstták
2025 2025,2.0,07 Venstre,5503 Harstad - Hárstták
2021 2021,,08 Miljøpartiet de Grønne,5503 Harstad - Hárstták
2025 2025,3.3,08 Miljøpartiet de Grønne,5503 Harstad - Hárstták
2021 2021,,55 Rødt,5503 Harstad - Hárstták
2025 2025,5.5,55 Rødt,5503 Harstad - Hárstták
2021 2021,,01 Arbeiderpartiet,5510 Kvæfjord
2025 2025,31.1,01 Arbeiderpartiet,5510 Kvæfjord
2021 2021,,02 Fremskrittspartiet,5510 Kvæfjord
2025 2025,26.6,02 Fremskrittspartiet,5510 Kvæfjord
2021 2021,,03 Høyre,5510 Kvæfjord
2025 2025,7.1,03 Høyre,5510 Kvæfjord
2021 2021,,04 Kristelig Folkeparti,5510 Kvæfjord
2025 2025,1.9,04 Kristelig Folkeparti,5510 Kvæfjord
2021 2021,,05 Senterpartiet,5510 Kvæfjord
2025 2025,10.8,05 Senterpartiet,5510 Kvæfjord
2021 2021,,06 Sosialistisk Venstreparti,5510 Kvæfjord
2025 2025,7.2,06 Sosialistisk Venstreparti,5510 Kvæfjord
2021 2021,,07 Venstre,5510 Kvæfjord
2025 2025,2.3,07 Venstre,5510 Kvæfjord
2021 2021,,08 Miljøpartiet de Grønne,5510 Kvæfjord
2025 2025,2.3,08 Miljøpartiet de Grønne,5510 Kvæfjord
2021 2021,,55 Rødt,5510 Kvæfjord
2025 2025,6.1,55 Rødt,5510 Kvæfjord
2021 2021,,01 Arbeiderpartiet,5512 Dielddanuorri - Tjeldsund
2025 2025,30.5,01 Arbeiderpartiet,5512 Dielddanuorri - Tjeldsund
2021 2021,,02 Fremskrittspartiet,5512 Dielddanuorri - Tjeldsund
2025 2025,30.7,02 Fremskrittspartiet,5512 Dielddanuorri - Tjeldsund
2021 2021,,03 Høyre,5512 Dielddanuorri - Tjeldsund
2025 2025,11.6,03 Høyre,5512 Dielddanuorri - Tjeldsund
2021 2021,,04 Kristelig Folkeparti,5512 Dielddanuorri - Tjeldsund
2025 2025,2.3,04 Kristelig Folkeparti,5512 Dielddanuorri - Tjeldsund
2021 2021,,05 Senterpartiet,5512 Dielddanuorri - Tjeldsund
2025 2025,8.3,05 Senterpartiet,5512 Dielddanuorri - Tjeldsund
2021 2021,,06 Sosialistisk Venstreparti,5512 Dielddanuorri - Tjeldsund
2025 2025,5.0,06 Sosialistisk Venstreparti,5512 Dielddanuorri - Tjeldsund
2021 2021,,07 Venstre,5512 Dielddanuorri - Tjeldsund
2025 2025,1.2,07 Venstre,5512 Dielddanuorri - Tjeldsund
2021 2021,,08 Miljøpartiet de Grønne,5512 Dielddanuorri - Tjeldsund
2025 2025,1.6,08 Miljøpartiet de Grønne,5512 Dielddanuorri - Tjeldsund
2021 2021,,55 Rødt,5512 Dielddanuorri - Tjeldsund
2025 2025,4.3,55 Rødt,5512 Dielddanuorri - Tjeldsund
2021 2021,,01 Arbeiderpartiet,5514 Ibestad
2025 2025,30.5,01 Arbeiderpartiet,5514 Ibestad
2021 2021,,02 Fremskrittspartiet,5514 Ibestad
2025 2025,29.3,02 Fremskrittspartiet,5514 Ibestad
2021 2021,,03 Høyre,5514 Ibestad
2025 2025,15.4,03 Høyre,5514 Ibestad
2021 2021,,04 Kristelig Folkeparti,5514 Ibestad
2025 2025,1.2,04 Kristelig Folkeparti,5514 Ibestad
2021 2021,,05 Senterpartiet,5514 Ibestad
2025 2025,7.6,05 Senterpartiet,5514 Ibestad
2021 2021,,06 Sosialistisk Venstreparti,5514 Ibestad
2025 2025,1.9,06 Sosialistisk Venstreparti,5514 Ibestad
2021 2021,,07 Venstre,5514 Ibestad
2025 2025,2.0,07 Venstre,5514 Ibestad
2021 2021,,08 Miljøpartiet de Grønne,5514 Ibestad
2025 2025,0.5,08 Miljøpartiet de Grønne,5514 Ibestad
2021 2021,,55 Rødt,5514 Ibestad
2025 2025,8.1,55 Rødt,5514 Ibestad
2021 2021,,01 Arbeiderpartiet,5516 Gratangen - Rivtták
2025 2025,24.3,01 Arbeiderpartiet,5516 Gratangen - Rivtták
2021 2021,,02 Fremskrittspartiet,5516 Gratangen - Rivtták
2025 2025,31.5,02 Fremskrittspartiet,5516 Gratangen - Rivtták
2021 2021,,03 Høyre,5516 Gratangen - Rivtták
2025 2025,4.2,03 Høyre,5516 Gratangen - Rivtták
2021 2021,,04 Kristelig Folkeparti,5516 Gratangen - Rivtták
2025 2025,3.4,04 Kristelig Folkeparti,5516 Gratangen - Rivtták
2021 2021,,05 Senterpartiet,5516 Gratangen - Rivtták
2025 2025,15.6,05 Senterpartiet,5516 Gratangen - Rivtták
2021 2021,,06 Sosialistisk Venstreparti,5516 Gratangen - Rivtták
2025 2025,4.9,06 Sosialistisk Venstreparti,5516 Gratangen - Rivtták
2021 2021,,07 Venstre,5516 Gratangen - Rivtták
2025 2025,1.7,07 Venstre,5516 Gratangen - Rivtták
2021 2021,,08 Miljøpartiet de Grønne,5516 Gratangen - Rivtták
2025 2025,0.9,08 Miljøpartiet de Grønne,5516 Gratangen - Rivtták
2021 2021,,55 Rødt,5516 Gratangen - Rivtták
2025 2025,9.5,55 Rødt,5516 Gratangen - Rivtták
2021 2021,,01 Arbeiderpartiet,5518 Loabák - Lavangen
2025 2025,36.2,01 Arbeiderpartiet,5518 Loabák - Lavangen
2021 2021,,02 Fremskrittspartiet,5518 Loabák - Lavangen
2025 2025,20.4,02 Fremskrittspartiet,5518 Loabák - Lavangen
2021 2021,,03 Høyre,5518 Loabák - Lavangen
2025 2025,10.1,03 Høyre,5518 Loabák - Lavangen
2021 2021,,04 Kristelig Folkeparti,5518 Loabák - Lavangen
2025 2025,2.8,04 Kristelig Folkeparti,5518 Loabák - Lavangen
2021 2021,,05 Senterpartiet,5518 Loabák - Lavangen
2025 2025,16.2,05 Senterpartiet,5518 Loabák - Lavangen
2021 2021,,06 Sosialistisk Venstreparti,5518 Loabák - Lavangen
2025 2025,2.7,06 Sosialistisk Venstreparti,5518 Loabák - Lavangen
2021 2021,,07 Venstre,5518 Loabák - Lavangen
2025 2025,0.5,07 Venstre,5518 Loabák - Lavangen
2021 2021,,08 Miljøpartiet de Grønne,5518 Loabák - Lavangen
2025 2025,0.9,08 Miljøpartiet de Grønne,5518 Loabák - Lavangen
2021 2021,,55 Rødt,5518 Loabák - Lavangen
2025 2025,5.7,55 Rødt,5518 Loabák - Lavangen
2021 2021,,01 Arbeiderpartiet,5520 Bardu
2025 2025,32.6,01 Arbeiderpartiet,5520 Bardu
2021 2021,,02 Fremskrittspartiet,5520 Bardu
2025 2025,24.2,02 Fremskrittspartiet,5520 Bardu
2021 2021,,03 Høyre,5520 Bardu
2025 2025,10.2,03 Høyre,5520 Bardu
2021 2021,,04 Kristelig Folkeparti,5520 Bardu
2025 2025,1.1,04 Kristelig Folkeparti,5520 Bardu
2021 2021,,05 Senterpartiet,5520 Bardu
2025 2025,15.9,05 Senterpartiet,5520 Bardu
2021 2021,,06 Sosialistisk Venstreparti,5520 Bardu
2025 2025,4.8,06 Sosialistisk Venstreparti,5520 Bardu
2021 2021,,07 Venstre,5520 Bardu
2025 2025,1.7,07 Venstre,5520 Bardu
2021 2021,,08 Miljøpartiet de Grønne,5520 Bardu
2025 2025,1.8,08 Miljøpartiet de Grønne,5520 Bardu
2021 2021,,55 Rødt,5520 Bardu
2025 2025,4.1,55 Rødt,5520 Bardu
2021 2021,,01 Arbeiderpartiet,5522 Salangen
2025 2025,31.6,01 Arbeiderpartiet,5522 Salangen
2021 2021,,02 Fremskrittspartiet,5522 Salangen
2025 2025,20.5,02 Fremskrittspartiet,5522 Salangen
2021 2021,,03 Høyre,5522 Salangen
2025 2025,6.1,03 Høyre,5522 Salangen
2021 2021,,04 Kristelig Folkeparti,5522 Salangen
2025 2025,2.4,04 Kristelig Folkeparti,5522 Salangen
2021 2021,,05 Senterpartiet,5522 Salangen
2025 2025,15.7,05 Senterpartiet,5522 Salangen
2021 2021,,06 Sosialistisk Venstreparti,5522 Salangen
2025 2025,7.7,06 Sosialistisk Venstreparti,5522 Salangen
2021 2021,,07 Venstre,5522 Salangen
2025 2025,1.0,07 Venstre,5522 Salangen
2021 2021,,08 Miljøpartiet de Grønne,5522 Salangen
2025 2025,2.2,08 Miljøpartiet de Grønne,5522 Salangen
2021 2021,,55 Rødt,5522 Salangen
2025 2025,8.8,55 Rødt,5522 Salangen
2021 2021,,01 Arbeiderpartiet,5524 Målselv
2025 2025,33.5,01 Arbeiderpartiet,5524 Målselv
2021 2021,,02 Fremskrittspartiet,5524 Målselv
2025 2025,23.4,02 Fremskrittspartiet,5524 Målselv
2021 2021,,03 Høyre,5524 Målselv
2025 2025,9.1,03 Høyre,5524 Målselv
2021 2021,,04 Kristelig Folkeparti,5524 Målselv
2025 2025,1.8,04 Kristelig Folkeparti,5524 Målselv
2021 2021,,05 Senterpartiet,5524 Målselv
2025 2025,14.0,05 Senterpartiet,5524 Målselv
2021 2021,,06 Sosialistisk Venstreparti,5524 Målselv
2025 2025,3.7,06 Sosialistisk Venstreparti,5524 Målselv
2021 2021,,07 Venstre,5524 Målselv
2025 2025,2.0,07 Venstre,5524 Målselv
2021 2021,,08 Miljøpartiet de Grønne,5524 Målselv
2025 2025,1.7,08 Miljøpartiet de Grønne,5524 Målselv
2021 2021,,55 Rødt,5524 Målselv
2025 2025,6.0,55 Rødt,5524 Målselv
2021 2021,,01 Arbeiderpartiet,5526 Sørreisa
2025 2025,30.5,01 Arbeiderpartiet,5526 Sørreisa
2021 2021,,02 Fremskrittspartiet,5526 Sørreisa
2025 2025,28.7,02 Fremskrittspartiet,5526 Sørreisa
2021 2021,,03 Høyre,5526 Sørreisa
2025 2025,8.7,03 Høyre,5526 Sørreisa
2021 2021,,04 Kristelig Folkeparti,5526 Sørreisa
2025 2025,3.2,04 Kristelig Folkeparti,5526 Sørreisa
2021 2021,,05 Senterpartiet,5526 Sørreisa
2025 2025,10.6,05 Senterpartiet,5526 Sørreisa
2021 2021,,06 Sosialistisk Venstreparti,5526 Sørreisa
2025 2025,5.5,06 Sosialistisk Venstreparti,5526 Sørreisa
2021 2021,,07 Venstre,5526 Sørreisa
2025 2025,0.9,07 Venstre,5526 Sørreisa
2021 2021,,08 Miljøpartiet de Grønne,5526 Sørreisa
2025 2025,1.3,08 Miljøpartiet de Grønne,5526 Sørreisa
2021 2021,,55 Rødt,5526 Sørreisa
2025 2025,5.5,55 Rødt,5526 Sørreisa
2021 2021,,01 Arbeiderpartiet,5528 Dyrøy
2025 2025,29.9,01 Arbeiderpartiet,5528 Dyrøy
2021 2021,,02 Fremskrittspartiet,5528 Dyrøy
2025 2025,32.4,02 Fremskrittspartiet,5528 Dyrøy
2021 2021,,03 Høyre,5528 Dyrøy
2025 2025,6.3,03 Høyre,5528 Dyrøy
2021 2021,,04 Kristelig Folkeparti,5528 Dyrøy
2025 2025,1.0,04 Kristelig Folkeparti,5528 Dyrøy
2021 2021,,05 Senterpartiet,5528 Dyrøy
2025 2025,12.1,05 Senterpartiet,5528 Dyrøy
2021 2021,,06 Sosialistisk Venstreparti,5528 Dyrøy
2025 2025,4.4,06 Sosialistisk Venstreparti,5528 Dyrøy
2021 2021,,07 Venstre,5528 Dyrøy
2025 2025,0.3,07 Venstre,5528 Dyrøy
2021 2021,,08 Miljøpartiet de Grønne,5528 Dyrøy
2025 2025,2.2,08 Miljøpartiet de Grønne,5528 Dyrøy
2021 2021,,55 Rødt,5528 Dyrøy
2025 2025,5.3,55 Rødt,5528 Dyrøy
2021 2021,,01 Arbeiderpartiet,5530 Senja
2025 2025,27.7,01 Arbeiderpartiet,5530 Senja
2021 2021,,02 Fremskrittspartiet,5530 Senja
2025 2025,31.8,02 Fremskrittspartiet,5530 Senja
2021 2021,,03 Høyre,5530 Senja
2025 2025,11.0,03 Høyre,5530 Senja
2021 2021,,04 Kristelig Folkeparti,5530 Senja
2025 2025,3.0,04 Kristelig Folkeparti,5530 Senja
2021 2021,,05 Senterpartiet,5530 Senja
2025 2025,7.1,05 Senterpartiet,5530 Senja
2021 2021,,06 Sosialistisk Venstreparti,5530 Senja
2025 2025,5.1,06 Sosialistisk Venstreparti,5530 Senja
2021 2021,,07 Venstre,5530 Senja
2025 2025,1.2,07 Venstre,5530 Senja
2021 2021,,08 Miljøpartiet de Grønne,5530 Senja
2025 2025,1.8,08 Miljøpartiet de Grønne,5530 Senja
2021 2021,,55 Rødt,5530 Senja
2025 2025,5.2,55 Rødt,5530 Senja
2021 2021,,01 Arbeiderpartiet,5532 Balsfjord
2025 2025,24.8,01 Arbeiderpartiet,5532 Balsfjord
2021 2021,,02 Fremskrittspartiet,5532 Balsfjord
2025 2025,34.0,02 Fremskrittspartiet,5532 Balsfjord
2021 2021,,03 Høyre,5532 Balsfjord
2025 2025,7.3,03 Høyre,5532 Balsfjord
2021 2021,,04 Kristelig Folkeparti,5532 Balsfjord
2025 2025,2.1,04 Kristelig Folkeparti,5532 Balsfjord
2021 2021,,05 Senterpartiet,5532 Balsfjord
2025 2025,11.5,05 Senterpartiet,5532 Balsfjord
2021 2021,,06 Sosialistisk Venstreparti,5532 Balsfjord
2025 2025,4.5,06 Sosialistisk Venstreparti,5532 Balsfjord
