kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
5055,Heim,1999-2003,1999,2003,Trøndelag,Trøndelag,5,588,True,1,2956.09,36.44,32.13,-4.31,0.0,3.42,3.42,11.92,11.65,-0.27,4.64,3.43,-1.21,9.69,28.89,19.2,1.59,0.0,-1.59,0.0,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0,35.72,19.42,-16.3,6348.0,8.7559,-1.9219,-3.7415,-3.55,-20.27,2.67,1.030540428167566,1995-1999→1999-2003
5056,Hitra,1999-2003,1999,2003,Trøndelag,Trøndelag,6,551,True,1,2000.58,24.43,23.16,-1.27,12.25,22.28,10.03,25.37,22.94,-2.43,11.19,5.84,-5.35,16.94,11.22,-5.72,0.0,9.76,9.76,3.5,2.45,-1.05,4.45,1.79,-2.66,0.0,0.0,0.0,1.88,0.57,-1.31,4446.0,8.3998,-1.1021,-4.2674,-0.42,-4.87,-0.47,1.8904015557470382,1995-1999→1999-2003
5057,Ørland,1999-2003,1999,2003,Trøndelag,Trøndelag,5,603,False,1,4427.0,21.44,21.73,0.29,5.49,8.39,2.9,18.95,16.02,-2.93,8.15,3.74,-4.41,25.32,29.36,4.04,6.8,7.82,1.02,3.95,2.8,-1.15,0.0,0.0,0.0,0.59,0.0,-0.59,9.31,10.15,0.84,9735.0,9.1835,0.4006,-1.5313,-1.87,-7.08,4.44,3.504700787377295,1995-1999→1999-2003
5058,Åfjord,1999-2003,1999,2003,Trøndelag,Trøndelag,6,512,False,1,2266.0,17.34,15.1,-2.24,0.0,2.34,2.34,17.87,19.17,1.3,12.8,12.72,-0.08,36.28,38.38,2.1,9.84,5.84,-4.0,5.87,3.23,-2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,3.23,4559.0,8.4249,-2.9392,-6.5075,-0.59,0.51,-3.26,-1.7524463545557354,1995-1999→1999-2003
5059,Orkland,1999-2003,1999,2003,Trøndelag,Trøndelag,4,728,True,1,7824.33,34.12,31.8,-2.32,4.06,6.95,2.89,4.5,3.34,-1.16,6.6,5.16,-1.44,17.11,17.5,0.39,3.46,5.36,1.9,9.36,7.49,-1.87,0.0,0.0,0.0,0.81,0.64,-0.17,19.98,21.77,1.79,16520.0,9.7123,1.1622,-0.5475,-0.31,-6.03,-4.83,-7.18246121836161,1995-1999→1999-2003
5060,Nærøysund,1999-2003,1999,2003,Trøndelag,Trøndelag,5,581,False,1,4039.0,27.33,24.91,-2.42,8.54,11.77,3.23,14.24,10.57,-3.67,7.33,8.78,1.45,26.59,23.99,-2.6,8.44,10.39,1.95,7.53,9.6,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9227.0,9.1299,0.0,-0.0217,-1.74,-12.48,5.47,3.4266187829639376,1995-1999→1999-2003
5061,Rindal,1999-2003,1999,2003,Trøndelag,Trøndelag,5,607,False,0,1135.0,33.13,27.83,-5.3,0.0,0.0,0.0,17.8,13.22,-4.58,8.63,8.0,-0.63,40.44,50.96,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,7.676,-1.9017,-4.6008,0.81,-10.02,8.43,6.8629623441474354,1995-1999→1999-2003
5501,Tromsø,1999-2003,1999,2003,Troms,Nord-Norge,3,803,False,0,23492.0,38.11,28.65,-9.46,10.97,18.36,7.39,18.35,12.45,-5.9,6.33,3.73,-2.6,3.78,2.71,-1.07,12.1,22.26,10.16,3.79,3.36,-0.43,0.6,0.0,-0.6,3.71,2.61,-1.1,2.27,5.87,3.6,58121.0,10.9703,5.2666,14.453,9.02,-2.83,-3.1,-4.889709426177712,1995-1999→1999-2003
5503,Harstad - Hárstták,1999-2003,1999,2003,Troms,Nord-Norge,4,738,False,0,9467.0,37.51,31.44,-6.07,11.44,18.82,7.38,23.72,15.77,-7.95,5.13,3.87,-1.26,6.08,7.89,1.81,6.04,12.78,6.74,3.24,2.69,-0.55,0.0,0.0,0.0,3.97,3.34,-0.63,2.85,3.41,0.56,23641.0,10.0707,0.2242,1.5167,-0.15,-1.43,-2.85,-1.8927894325985561,1995-1999→1999-2003
5510,Kvæfjord,1999-2003,1999,2003,Troms,Nord-Norge,5,587,False,0,1297.0,30.99,24.71,-6.28,0.0,17.36,17.36,16.04,8.52,-7.52,5.63,3.36,-2.27,18.43,15.4,-3.03,0.0,18.69,18.69,11.87,11.96,0.09,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.0,-17.04,3314.0,8.1059,-6.3971,-9.4042,-5.47,-0.22,-1.32,-0.8034437254541985,1995-1999→1999-2003
5512,Dielddanuorri - Tjeldsund,1999-2003,1999,2003,Troms,Nord-Norge,6,542,False,1,2251.0,28.08,30.84,2.76,2.4,9.49,7.09,20.52,26.12,5.6,4.0,2.76,-1.24,16.57,9.02,-7.55,5.46,7.76,2.3,3.07,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,19.9,14.02,-5.88,4665.0,8.4478,-3.88,-9.3042,1.31,10.47,2.34,3.4359221083382234,1995-1999→1999-2003
5514,Ibestad,1999-2003,1999,2003,Troms,Nord-Norge,6,447,False,0,977.0,24.77,0.0,-24.77,0.0,0.0,0.0,16.79,11.9,-4.89,6.35,0.0,-6.35,9.62,0.0,-9.62,2.25,0.0,-2.25,7.88,0.0,-7.88,0.0,0.0,0.0,0.0,0.0,0.0,32.34,88.1,55.76,1808.0,7.5,-6.5819,-21.222,5.23,0.07,-3.89,-0.8100790348250957,1995-1999→1999-2003
5516,Gratangen - Rivtták,1999-2003,1999,2003,Troms,Nord-Norge,6,509,False,0,720.0,33.19,44.54,11.35,5.97,9.11,3.14,0.0,0.0,0.0,0.0,0.0,0.0,39.44,32.28,-7.16,7.5,14.07,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,0.0,-13.89,1329.0,7.1922,-2.0316,-10.0829,11.2,3.96,-6.08,-7.517197888118225,1995-1999→1999-2003
5518,Loabák - Lavangen,1999-2003,1999,2003,Troms,Nord-Norge,6,517,False,0,622.0,42.77,34.58,-8.19,0.0,0.0,0.0,25.56,0.0,-25.56,21.38,0.0,-21.38,10.29,39.44,29.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98,25.98,1070.0,6.9754,-0.0935,-5.6487,-5.39,-8.65,5.88,7.130280194902433,1995-1999→1999-2003
5520,Bardu,1999-2003,1999,2003,Troms,Nord-Norge,5,597,False,0,1824.0,31.63,31.26,-0.37,0.0,8.88,8.88,30.43,17.94,-12.49,0.0,0.0,0.0,22.86,29.12,6.26,5.26,6.23,0.97,3.67,3.29,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,6.14,3.29,-2.85,3794.0,8.2412,1.2388,-0.026,-1.96,-0.24,0.22,2.9913780089236854,1995-1999→1999-2003
5522,Salangen,1999-2003,1999,2003,Troms,Nord-Norge,6,552,False,0,1198.0,40.82,39.92,-0.9,0.0,0.0,0.0,21.87,8.11,-13.76,0.0,0.0,0.0,29.47,43.36,13.89,7.85,8.61,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384.0,7.7765,-5.2013,-10.8833,0.17,-1.14,9.03,8.346922850543761,1995-1999→1999-2003
5524,Målselv,1999-2003,1999,2003,Troms,Nord-Norge,5,576,False,0,2765.0,25.9,38.86,12.96,11.36,9.11,-2.25,20.11,13.01,-7.1,0.0,0.0,0.0,18.95,13.56,-5.39,0.0,0.0,0.0,17.43,12.05,-5.38,0.0,0.0,0.0,3.98,0.0,-3.98,2.28,13.4,11.12,7037.0,8.8589,-2.7284,-6.7693,4.66,0.21,2.24,2.6540961545305986,1995-1999→1999-2003
5526,Sørreisa,1999-2003,1999,2003,Troms,Nord-Norge,5,610,False,0,1481.0,45.04,48.18,3.14,0.0,15.54,15.54,23.23,12.43,-10.8,11.75,7.84,-3.91,11.88,5.95,-5.93,8.1,10.07,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.0,8.102,0.3332,-3.7769,-4.06,-7.58,5.86,5.915258941294597,1995-1999→1999-2003
5528,Dyrøy,1999-2003,1999,2003,Troms,Nord-Norge,6,496,False,0,644.0,59.78,47.33,-12.45,0.0,0.0,0.0,0.0,0.0,0.0,9.94,6.6,-3.34,17.86,16.51,-1.35,0.0,15.25,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,14.31,1.89,1365.0,7.2189,-3.5165,-12.8968,20.02,-17.31,0.0,-2.30898523349942,1995-1999→1999-2003
5530,Senja,1999-2003,1999,2003,Troms,Nord-Norge,5,611,False,1,6643.0,32.77,27.9,-4.87,7.6,20.61,13.01,14.95,8.1,-6.85,10.64,6.45,-4.19,11.89,8.33,-3.56,5.75,9.38,3.63,1.52,2.55,1.03,0.0,0.0,0.0,0.62,0.0,-0.62,14.26,16.68,2.42,14946.0,9.6122,-0.2141,-2.0363,1.42,-7.16,-0.82,-1.1327182741856359,1995-1999→1999-2003
5532,Balsfjord,1999-2003,1999,2003,Troms,Nord-Norge,6,557,False,0,2599.0,28.9,30.95,2.05,10.27,14.49,4.22,13.93,8.77,-5.16,12.7,7.96,-4.74,20.74,18.25,-2.49,4.96,8.81,3.85,8.5,0.0,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,10.78,5814.0,8.668,-3.0272,-8.785,-5.91,-7.07,7.71,6.0026216695489465,1995-1999→1999-2003
5534,Karlsøy,1999-2003,1999,2003,Troms,Nord-Norge,6,452,False,0,1160.0,28.62,27.8,-0.82,13.79,10.63,-3.16,3.62,3.82,0.2,0.0,0.0,0.0,32.16,9.7,-22.46,9.14,14.55,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,33.49,20.82,2462.0,7.8087,0.0406,-8.8116,3.11,-3.18,-1.68,-2.87369598744871,1995-1999→1999-2003
5536,Lyngen - Ivgu - Yykeä,1999-2003,1999,2003,Troms,Nord-Norge,6,486,False,0,1493.0,28.2,33.74,5.54,6.56,14.28,7.72,12.73,8.42,-4.31,11.86,9.9,-1.96,9.91,8.69,-1.22,9.11,11.99,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,13.0,-8.63,3245.0,8.0849,-2.1263,-9.3866,-5.46,-3.36,9.26,7.1609067015561045,1995-1999→1999-2003
5538,Storfjord - Omasvuotna - Omasvuono,1999-2003,1999,2003,Troms,Nord-Norge,6,516,False,0,880.0,31.82,21.94,-9.88,0.0,8.52,8.52,6.02,3.28,-2.74,6.14,4.15,-1.99,14.2,22.27,8.07,8.41,14.41,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.41,25.44,-7.97,1863.0,7.5299,0.8588,-1.3648,-8.5,-8.81,6.02,2.0349371474737965,1995-1999→1999-2003
5540,Gáivuotna - Kåfjord - Kaivuono,1999-2003,1999,2003,Troms,Nord-Norge,6,431,False,0,1186.0,24.79,36.61,11.82,0.0,0.0,0.0,0.0,0.0,0.0,18.55,18.05,-0.5,13.58,8.22,-5.36,7.0,16.84,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09,20.28,-15.81,2429.0,7.7952,-2.8818,-14.0932,1.92,2.07,0.0,-2.1609156399697342,1995-1999→1999-2003
5542,Skjervøy,1999-2003,1999,2003,Troms,Nord-Norge,6,556,False,0,1284.0,18.22,19.85,1.63,0.0,10.55,10.55,13.71,6.84,-6.87,51.25,39.64,-11.61,5.53,9.31,3.78,11.29,13.82,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,7.9773,3.6719,-2.138,-1.54,-3.65,-18.74,-14.801894292583313,1995-1999→1999-2003
5544,Nordreisa - Ráisa - Raisi,1999-2003,1999,2003,Troms,Nord-Norge,5,570,False,0,2039.0,28.79,26.8,-1.99,17.46,32.63,15.17,11.77,12.26,0.49,10.59,6.39,-4.2,9.17,9.99,0.82,12.41,11.92,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,-9.81,4765.0,8.4691,-0.8185,-2.2139,-9.97,-8.25,2.08,-0.0326494869812195,1995-1999→1999-2003
5546,Kvænangen,1999-2003,1999,2003,Troms,Nord-Norge,6,438,False,0,730.0,23.7,29.12,5.42,14.93,12.18,-2.75,0.0,0.0,0.0,0.0,0.0,0.0,6.71,6.39,-0.32,9.18,16.2,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48,36.11,-9.37,1458.0,7.2848,-2.7435,-13.431,-8.23,-5.17,0.0,-2.6600146014862007,1995-1999→1999-2003
5601,Alta,1999-2003,1999,2003,Finnmark,Nord-Norge,4,713,False,0,5996.0,34.26,39.24,4.98,10.79,13.64,2.85,14.59,7.61,-6.98,10.41,6.37,-4.04,4.3,4.46,0.16,11.01,17.34,6.33,5.57,3.09,-2.48,0.0,0.0,0.0,0.0,3.33,3.33,9.07,4.92,-4.15,16526.0,9.7127,5.0405,9.6035,-6.45,-4.2,2.34,-0.923862858436141,1995-1999→1999-2003
5603,Hammerfest - Hámmerfeasta,1999-2003,1999,2003,Finnmark,Nord-Norge,4,682,False,1,4509.0,46.29,64.47,18.18,6.63,5.24,-1.39,24.46,7.73,-16.73,3.64,2.34,-1.3,2.79,2.34,-0.45,6.56,7.4,0.84,0.0,0.0,0.0,0.0,0.0,0.0,5.03,5.96,0.93,4.59,4.52,-0.07,10239.0,9.234,-0.6446,-5.341,9.89,-6.9,-7.37,-4.368153921592324,1995-1999→1999-2003
5605,Sør-Varanger,1999-2003,1999,2003,Finnmark,Nord-Norge,5,634,False,0,3771.0,41.55,28.9,-12.65,0.0,13.86,13.86,28.8,14.99,-13.81,0.0,0.0,0.0,9.28,12.92,3.64,11.4,18.41,7.01,4.43,2.27,-2.16,0.0,0.0,0.0,0.0,2.19,2.19,4.53,6.45,1.92,9646.0,9.1743,-1.0263,-2.7701,-4.04,-6.64,6.74,7.2776347716570315,1995-1999→1999-2003
5607,Vadsø,1999-2003,1999,2003,Finnmark,Nord-Norge,5,641,False,0,2745.0,29.65,31.22,1.57,6.89,5.93,-0.96,28.6,20.76,-7.84,5.76,3.5,-2.26,2.81,2.89,0.08,15.3,27.3,12.0,4.92,2.47,-2.45,0.0,0.0,0.0,0.0,0.0,0.0,6.08,5.93,-0.15,6182.0,8.7294,-0.9706,-2.547,-4.98,-2.27,9.46,8.984328192833212,1995-1999→1999-2003
5610,Kárásjohka - Karasjok,1999-2003,1999,2003,Finnmark,Nord-Norge,6,554,False,0,1321.0,38.15,43.62,5.47,0.0,0.0,0.0,3.1,3.31,0.21,10.75,3.72,-7.03,8.55,10.02,1.47,0.0,0.0,0.0,5.68,5.33,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,33.76,34.01,0.25,2871.0,7.9624,-0.9404,3.1556,-3.52,-1.29,-1.93,-5.6475127443557485,1995-1999→1999-2003
5612,Guovdageaidnu - Kautokeino,1999-2003,1999,2003,Finnmark,Nord-Norge,6,495,False,0,1506.0,8.96,3.87,-5.09,3.12,1.59,-1.53,5.25,3.94,-1.31,2.86,2.01,-0.85,9.96,15.98,6.02,0.0,4.43,4.43,16.2,18.67,2.47,0.0,0.0,0.0,2.39,2.9,0.51,51.26,46.61,-4.65,3121.0,8.0459,-3.1721,-1.8831,-4.31,-0.61,-3.06,-5.633950409276217,1995-1999→1999-2003
5614,Loppa,1999-2003,1999,2003,Finnmark,Nord-Norge,6,351,False,0,699.0,53.22,54.09,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,0.0,-14.74,7.15,13.39,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,32.52,7.63,1443.0,7.2745,-7.9002,-16.8856,8.9,0.85,-2.66,-3.7743151978733236,1995-1999→1999-2003
5616,Hasvik,1999-2003,1999,2003,Finnmark,Nord-Norge,6,351,False,0,563.0,56.66,40.57,-16.09,0.0,0.0,0.0,10.83,6.76,-4.07,0.0,0.0,0.0,17.94,52.67,34.73,5.33,0.0,-5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.0,-9.24,1237.0,7.1204,-10.5093,-21.0976,2.04,2.25,3.97,3.299290865472932,1995-1999→1999-2003
5618,Måsøy,1999-2003,1999,2003,Finnmark,Nord-Norge,6,397,False,0,613.0,58.08,47.64,-10.44,0.0,0.0,0.0,9.3,12.85,3.55,0.0,0.0,0.0,24.47,25.04,0.57,8.16,14.47,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.0,7.3112,-4.8096,-21.0963,11.47,-10.1,2.26,2.360077321642225,1995-1999→1999-2003
5620,Nordkapp,1999-2003,1999,2003,Finnmark,Nord-Norge,6,525,False,0,1633.0,41.64,44.4,2.76,0.0,0.0,0.0,32.21,13.39,-18.82,0.0,0.0,0.0,6.18,7.58,1.4,19.96,20.01,0.05,0.0,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,12.57,3554.0,8.1758,-1.6038,-11.7365,-17.98,-3.96,16.32,17.20730706268018,1995-1999→1999-2003
5622,Porsanger - Porsángu - Porsanki,1999-2003,1999,2003,Finnmark,Nord-Norge,6,543,False,0,1875.0,26.99,29.0,2.01,10.08,10.4,0.32,27.52,34.95,7.43,3.95,2.26,-1.69,13.76,8.81,-4.95,9.39,12.99,3.6,1.87,1.6,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,-6.45,4397.0,8.3887,-2.3425,-5.3142,-4.01,-1.71,12.59,12.060186437853083,1995-1999→1999-2003
5624,Lebesby,1999-2003,1999,2003,Finnmark,Nord-Norge,6,430,False,0,607.0,49.59,48.5,-1.09,0.0,0.0,0.0,24.05,15.67,-8.38,0.0,0.0,0.0,0.0,14.33,14.33,11.2,21.5,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,0.0,-15.16,1483.0,7.3018,1.1463,-7.9755,4.0,0.0,1.67,4.761573091606021,1995-1999→1999-2003
5626,Gamvik,1999-2003,1999,2003,Finnmark,Nord-Norge,6,407,False,0,621.0,64.73,62.63,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,37.37,21.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16,0.0,-19.16,1283.0,7.157,-6.0795,-15.3197,19.11,0.0,0.0,-2.3250372547421385,1995-1999→1999-2003
5628,Deatnu - Tana,1999-2003,1999,2003,Finnmark,Nord-Norge,6,490,False,0,1623.0,31.85,38.1,6.25,23.48,10.98,-12.5,18.05,13.69,-4.36,6.16,0.0,-6.16,9.37,6.68,-2.69,0.0,7.94,7.94,3.51,0.0,-3.51,0.0,0.0,0.0,0.0,0.86,0.86,7.58,21.76,14.18,3056.0,8.0249,0.3927,-7.0021,-3.01,-4.39,-8.19,-5.577337352367474,1995-1999→1999-2003
5630,Berlevåg,1999-2003,1999,2003,Finnmark,Nord-Norge,6,426,False,0,640.0,40.47,30.54,-9.93,0.0,6.28,6.28,22.03,14.49,-7.54,0.0,0.0,0.0,0.0,0.0,0.0,15.78,34.38,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.72,14.31,-7.41,1252.0,7.1325,-4.7125,-9.6212,-20.29,0.0,-2.64,0.3129350442370411,1995-1999→1999-2003
5632,Båtsfjord,1999-2003,1999,2003,Finnmark,Nord-Norge,6,538,False,0,1027.0,40.02,63.28,23.26,0.0,0.0,0.0,28.92,14.6,-14.32,0.0,0.0,0.0,0.0,0.0,0.0,7.59,5.27,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,16.85,-6.62,2454.0,7.8055,-2.0375,1.4346,-8.81,0.0,11.47,11.217341503530204,1995-1999→1999-2003
5634,Vardø,1999-2003,1999,2003,Finnmark,Nord-Norge,6,515,False,0,1298.0,38.83,64.23,25.4,6.39,7.42,1.03,31.66,10.89,-20.77,4.31,2.54,-1.77,0.0,0.0,0.0,13.02,11.27,-1.75,5.78,3.66,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799.0,7.937,-10.8253,-18.0565,2.97,-12.07,8.28,10.429714173616102,1995-1999→1999-2003
5636,Unjárga - Nesseby,1999-2003,1999,2003,Finnmark,Nord-Norge,6,476,False,0,561.0,34.94,35.56,0.62,0.0,15.88,15.88,12.83,9.03,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23,39.53,-12.7,1021.0,6.9285,-9.0108,-12.2757,-3.63,0.0,-1.16,-1.6355049515582571,1995-1999→1999-2003
0301,Oslo - Oslove,2003-2007,2003,2007,Oslo,Oslo/Akershus,1,1000,False,0,259181.0,25.19,29.89,4.7,16.47,14.3,-2.17,25.0,25.19,0.19,2.96,3.08,0.12,0.0,0.81,0.81,20.31,10.56,-9.75,4.16,8.72,4.56,0.0,0.62,0.62,3.12,5.2,2.08,2.8,1.63,-1.17,517401.0,13.1566,6.0332,10.8781,-1.49,-0.57,-3.64,0.033235917436077234,1999-2003→2003-2007
1101,Eigersund,2003-2007,2003,2007,Rogaland,Vestlandet,4,747,False,0,5953.0,24.07,25.84,1.77,17.65,16.86,-0.79,28.54,27.75,-0.79,10.7,14.7,4.0,8.26,6.02,-2.24,3.51,2.14,-1.37,7.26,6.69,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13350.0,9.4993,1.8277,5.3472,-13.45,0.71,8.44,12.026796298092332,1999-2003→2003-2007
1103,Stavanger,2003-2007,2003,2007,Rogaland,Vestlandet,2,890,False,1,53172.0,19.62,21.12,1.5,21.1,15.64,-5.46,26.3,33.68,7.38,7.97,8.64,0.67,2.88,2.89,0.01,11.28,5.42,-5.86,4.54,8.86,4.32,0.26,0.0,-0.26,1.48,1.22,-0.26,4.58,2.53,-2.05,117074.0,11.6706,5.4999,10.9491,-2.31,0.33,-2.49,2.21436004435811,1999-2003→2003-2007
1106,Haugesund,2003-2007,2003,2007,Rogaland,Vestlandet,3,836,False,0,13253.0,23.93,20.54,-3.39,25.0,13.76,-11.24,30.0,39.87,9.87,6.1,5.7,-0.4,1.61,1.33,-0.28,7.58,4.33,-3.25,3.46,9.13,5.67,0.0,0.0,0.0,0.58,0.72,0.14,1.74,4.63,2.89,31013.0,10.3422,4.1595,9.9302,0.71,-0.21,1.76,6.8051059039921995,1999-2003→2003-2007
1108,Sandnes,2003-2007,2003,2007,Rogaland,Vestlandet,2,882,False,1,23696.0,16.67,20.94,4.27,23.98,26.2,2.22,22.54,22.67,0.13,11.52,12.27,0.75,5.59,5.03,-0.56,9.52,4.09,-5.43,3.62,5.17,1.55,0.0,0.0,0.0,1.25,0.94,-0.31,5.31,2.68,-2.63,56805.0,10.9474,8.4588,20.8655,-2.65,0.65,-4.18,-0.15053018967257437,1999-2003→2003-2007
1111,Sokndal,2003-2007,2003,2007,Rogaland,Vestlandet,5,652,False,0,1587.0,27.79,31.8,4.01,28.92,28.39,-0.53,9.39,8.01,-1.38,14.87,15.96,1.09,8.0,5.96,-2.04,4.35,1.49,-2.86,6.68,8.39,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294.0,8.0999,-0.85,-6.2572,-4.23,-1.17,-0.72,1.0721560545098905,1999-2003→2003-2007
1112,Lund,2003-2007,2003,2007,Rogaland,Vestlandet,5,625,False,0,1458.0,17.76,21.02,3.26,24.07,24.39,0.32,10.01,6.49,-3.52,25.79,23.27,-2.52,16.67,17.97,1.3,0.0,0.0,0.0,5.69,6.86,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097.0,8.0382,0.7427,0.9382,-4.25,-1.94,-2.76,-0.07429199339579373,1999-2003→2003-2007
1114,Bjerkreim,2003-2007,2003,2007,Rogaland,Vestlandet,4,687,False,0,1237.0,13.1,10.66,-2.44,0.0,0.0,0.0,29.59,27.59,-2.0,22.88,22.98,0.1,34.44,31.07,-3.37,0.0,0.0,0.0,0.0,7.71,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480.0,7.816,1.0887,2.3683,-2.66,0.08,7.9,12.544617615635767,1999-2003→2003-2007
1119,Hå,2003-2007,2003,2007,Rogaland,Vestlandet,4,773,False,0,6448.0,8.39,6.39,-2.0,16.21,13.01,-3.2,13.01,9.04,-3.97,19.26,20.62,1.36,18.19,11.75,-6.44,4.84,2.73,-2.11,1.15,1.71,0.56,0.0,0.0,0.0,0.0,0.0,0.0,18.95,34.76,15.81,14417.0,9.5762,4.5432,12.8482,-0.24,-1.13,-2.2,-0.3293503667281159,1999-2003→2003-2007
1120,Klepp,2003-2007,2003,2007,Rogaland,Vestlandet,3,851,False,0,6033.0,12.42,13.21,0.79,24.55,23.31,-1.24,22.31,26.87,4.56,13.77,15.4,1.63,16.18,12.54,-3.64,6.41,2.71,-3.7,4.36,5.62,1.26,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,14135.0,9.5564,8.0368,17.9228,-0.59,-2.01,0.74,3.6295578479703847,1999-2003→2003-2007
1121,Time,2003-2007,2003,2007,Rogaland,Vestlandet,3,836,False,0,6623.0,16.49,19.93,3.44,23.77,18.23,-5.54,13.68,17.52,3.84,18.63,18.97,0.34,15.3,11.8,-3.5,7.88,5.53,-2.35,3.79,5.4,1.61,0.0,0.0,0.0,0.47,0.53,0.06,0.0,2.1,2.1,13909.0,9.5403,8.1889,16.7145,-2.48,1.01,-3.18,-1.4465361485857642,1999-2003→2003-2007
1122,Gjesdal,2003-2007,2003,2007,Rogaland,Vestlandet,3,792,False,0,3967.0,19.91,18.63,-1.28,23.87,23.88,0.01,11.52,14.36,2.84,26.77,23.62,-3.15,10.41,10.93,0.52,6.98,4.02,-2.96,0.0,4.55,4.55,0.0,0.0,0.0,0.53,0.0,-0.53,0.0,0.0,0.0,9137.0,9.1201,5.2971,15.0837,-6.79,-0.63,-8.75,-5.706409424246157,1999-2003→2003-2007
1124,Sola,2003-2007,2003,2007,Rogaland,Vestlandet,2,878,False,0,8542.0,13.4,14.35,0.95,26.9,23.98,-2.92,26.36,28.81,2.45,10.79,10.05,-0.74,5.68,3.91,-1.77,8.24,4.01,-4.23,3.22,4.41,1.19,0.0,0.0,0.0,0.0,0.0,0.0,5.4,10.48,5.08,19538.0,9.8801,5.7734,13.6619,-1.51,-0.98,-2.46,2.2482120936937005,1999-2003→2003-2007
