kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
3454,Vang,2015-2019,2015,2019,Innlandet,Innlandet,6,541,False,0,868.0,40.9,53.24,12.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59,24.16,-17.43,0.0,0.0,0.0,0.0,0.0,0.0,8.06,7.61,-0.45,0.0,0.0,0.0,9.45,14.99,5.54,1619.0,7.3896,-0.5559,1.7056,-10.54,11.62,-11.14,-8.560449157161194,2011-2015→2015-2019
3901,Horten,2015-2019,2015,2019,Vestfold,Østlandet,2,874,False,0,12758.0,37.0,43.42,6.42,8.68,8.58,-0.1,28.29,21.43,-6.86,3.08,2.3,-0.78,3.77,4.52,0.75,3.83,3.63,-0.2,5.74,2.06,-3.68,5.38,7.06,1.68,4.22,7.01,2.79,0.0,0.0,0.0,26903.0,10.2,1.6021,7.3142,1.63,1.17,-10.01,-3.836962759864339,2011-2015→2015-2019
3903,Holmestrand,2015-2019,2015,2019,Vestfold,Østlandet,3,837,False,1,11102.0,31.73,29.84,-1.89,10.68,11.02,0.34,33.5,30.45,-3.05,2.99,2.71,-0.28,8.3,12.53,4.23,3.08,3.3,0.22,5.49,1.84,-3.65,1.68,4.57,2.89,0.0,3.18,3.18,2.55,0.55,-2.0,22924.0,10.0399,5.8934,14.3106,-4.06,-1.02,-1.37,4.809370654926775,2011-2015→2015-2019
3905,Tønsberg,2015-2019,2015,2019,Vestfold,Østlandet,2,879,False,1,23389.0,32.87,26.85,-6.02,12.65,9.25,-3.4,26.23,26.1,-0.13,5.72,3.86,-1.86,6.59,12.6,6.01,4.13,5.9,1.77,4.78,3.96,-0.82,5.33,7.44,2.11,0.9,2.85,1.95,0.8,1.2,0.4,51173.0,10.843,8.8582,17.4216,3.11,-2.22,-4.04,1.0180427904526637,2011-2015→2015-2019
3907,Sandefjord,2015-2019,2015,2019,Vestfold,Østlandet,3,861,False,1,28075.0,26.82,25.4,-1.42,10.04,8.12,-1.92,38.96,32.46,-6.5,4.94,3.05,-1.89,4.62,10.01,5.39,3.27,4.82,1.55,5.53,5.69,0.16,3.13,5.19,2.06,0.0,2.5,2.5,2.69,2.76,0.07,62647.0,11.0453,0.9961,7.6752,1.17,1.44,-4.49,3.1071925637104636,2011-2015→2015-2019
3909,Larvik,2015-2019,2015,2019,Vestfold,Østlandet,3,842,False,1,20961.0,36.33,22.22,-14.11,17.1,14.34,-2.76,21.22,19.75,-1.47,6.42,4.33,-2.09,5.46,11.09,5.63,2.56,4.43,1.87,4.37,3.27,-1.1,4.11,5.5,1.39,1.38,3.79,2.41,1.04,11.28,10.24,45969.0,10.7357,2.4756,5.8513,-1.85,1.09,3.26,5.183463968441378,2011-2015→2015-2019
3911,Færder,2015-2019,2015,2019,Vestfold,Østlandet,3,846,False,1,13423.0,30.5,23.0,-7.5,14.9,9.49,-5.41,27.75,26.25,-1.5,3.65,2.71,-0.94,0.94,12.92,11.98,0.0,0.0,0.0,6.94,3.88,-3.06,6.71,11.06,4.35,0.0,0.0,0.0,8.61,10.7,2.09,26445.0,10.1828,0.9643,5.6882,1.71,-0.02,-9.83,-3.678440950647964,2011-2015→2015-2019
4001,Porsgrunn,2015-2019,2015,2019,Telemark,Østlandet,3,855,False,0,16344.0,40.61,35.45,-5.16,10.21,8.58,-1.63,19.61,14.96,-4.65,5.03,6.02,0.99,1.47,9.13,7.66,3.7,5.77,2.07,5.1,3.46,-1.64,4.36,5.95,1.59,3.39,6.83,3.44,6.53,3.84,-2.69,35755.0,10.4844,1.3117,5.3728,7.37,0.5,0.42,2.6349651641833147,2011-2015→2015-2019
4003,Skien,2015-2019,2015,2019,Telemark,Østlandet,3,849,False,0,23215.0,34.93,31.86,-3.07,11.53,9.8,-1.73,15.26,17.89,2.63,7.52,5.57,-1.95,3.0,10.32,7.32,4.03,5.78,1.75,3.49,2.11,-1.38,3.48,5.37,1.89,1.56,4.71,3.15,15.2,6.59,-8.61,53745.0,10.892,1.6746,6.3981,-2.43,0.53,-11.4,-7.67978156159454,2011-2015→2015-2019
4005,Notodden,2015-2019,2015,2019,Telemark,Østlandet,4,774,False,0,5805.0,33.83,33.26,-0.57,4.07,4.7,0.63,26.1,16.76,-9.34,7.8,6.26,-1.54,9.89,15.77,5.88,5.25,7.35,2.1,4.25,2.89,-1.36,1.74,2.04,0.3,5.55,8.53,2.98,1.52,2.45,0.93,12599.0,9.4414,0.6588,2.9968,1.39,4.0,7.77,9.999719367045776,2011-2015→2015-2019
4010,Siljan,2015-2019,2015,2019,Telemark,Østlandet,4,739,False,0,1232.0,36.2,33.44,-2.76,0.0,0.0,0.0,11.53,11.27,-0.26,7.87,5.75,-2.12,38.15,43.1,4.95,6.25,6.44,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361.0,7.7668,-1.3554,-3.1198,-23.25,28.97,11.53,10.020370728382444,2011-2015→2015-2019
4012,Bamble,2015-2019,2015,2019,Telemark,Østlandet,3,786,False,0,6452.0,36.81,35.14,-1.67,27.76,18.55,-9.21,11.76,13.43,1.67,6.68,4.42,-2.26,6.31,14.01,7.7,2.05,2.67,0.62,2.65,2.05,-0.6,1.66,2.82,1.16,4.32,4.78,0.46,0.0,2.14,2.14,14140.0,9.5568,-0.3607,-0.0567,0.86,2.23,-2.32,-1.2755691406461245,2011-2015→2015-2019
4014,Kragerø,2015-2019,2015,2019,Telemark,Østlandet,4,755,False,0,5187.0,36.86,24.53,-12.33,13.94,10.66,-3.28,12.22,14.88,2.66,5.75,5.0,-0.75,3.93,19.78,15.85,2.29,2.69,0.4,4.45,2.58,-1.87,4.16,7.39,3.23,16.39,12.48,-3.91,0.0,0.0,0.0,10636.0,9.272,-2.1625,-2.0151,2.91,1.36,-17.84,-13.105381774072548,2011-2015→2015-2019
4016,Drangedal,2015-2019,2015,2019,Telemark,Østlandet,5,645,False,0,1971.0,30.39,27.99,-2.4,5.12,6.81,1.69,7.2,4.47,-2.73,7.71,6.17,-1.54,31.51,45.63,14.12,6.65,6.58,-0.07,11.42,2.35,-9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4111.0,8.3214,-0.7541,-1.4016,-17.27,19.62,-4.64,-2.918738547154504,2011-2015→2015-2019
4018,Nome,2015-2019,2015,2019,Telemark,Østlandet,4,709,False,0,3047.0,42.4,36.75,-5.65,11.95,8.81,-3.14,9.94,9.15,-0.79,4.89,2.92,-1.97,23.47,33.4,9.93,3.71,3.86,0.15,2.59,0.0,-2.59,0.0,4.1,4.1,0.0,0.0,0.0,1.05,1.0,-0.05,6630.0,8.7994,-1.3876,-0.2898,1.38,3.11,-4.8,-2.8518938855593454,2011-2015→2015-2019
4020,Midt-Telemark,2015-2019,2015,2019,Telemark,Østlandet,4,731,False,1,4394.0,26.83,21.22,-5.61,8.06,9.03,0.97,10.01,10.29,0.28,8.83,4.88,-3.95,14.52,30.86,16.34,3.91,4.4,0.49,19.48,5.71,-13.77,8.35,9.19,0.84,0.0,4.42,4.42,0.0,0.0,0.0,10323.0,9.2421,5.8123,11.5502,3.43,3.28,-2.77,-0.7421046301953811,2011-2015→2015-2019
4022,Seljord,2015-2019,2015,2019,Telemark,Østlandet,5,650,False,0,1427.0,28.59,16.73,-11.86,6.66,10.41,3.75,21.37,18.45,-2.92,6.03,0.0,-6.03,27.12,43.93,16.81,0.0,0.0,0.0,3.71,1.6,-2.11,6.52,8.88,2.36,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,8.007,-2.2652,0.3077,7.88,17.24,-16.91,-9.390956596731126,2011-2015→2015-2019
4024,Hjartdal,2015-2019,2015,2019,Telemark,Østlandet,5,599,False,0,886.0,38.37,46.94,8.57,0.0,0.0,0.0,14.56,0.0,-14.56,10.95,9.01,-1.94,36.12,44.05,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,7.374,-1.3802,-2.5418,-27.82,16.63,14.56,14.060161577539661,2011-2015→2015-2019
4026,Tinn,2015-2019,2015,2019,Telemark,Østlandet,5,595,False,0,2936.0,18.87,23.23,4.36,0.0,3.73,3.73,25.58,24.17,-1.41,0.0,0.0,0.0,41.89,28.36,-13.53,8.89,17.98,9.09,1.94,2.53,0.59,2.83,0.0,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,8.6849,-2.2493,-3.827,-19.45,31.24,-1.85,2.88907396958732,2011-2015→2015-2019
4028,Kviteseid,2015-2019,2015,2019,Telemark,Østlandet,5,601,False,0,1162.0,42.08,36.57,-5.51,0.0,0.0,0.0,9.47,8.53,-0.94,13.94,12.91,-1.03,23.49,33.39,9.9,0.0,0.0,0.0,6.97,2.15,-4.82,4.04,6.45,2.41,0.0,0.0,0.0,0.0,0.0,0.0,2466.0,7.8104,-2.5547,-5.6167,7.81,-9.37,-3.73,-1.7738063940587918,2011-2015→2015-2019
4030,Nissedal,2015-2019,2015,2019,Telemark,Østlandet,6,543,False,0,777.0,40.41,38.34,-2.07,7.21,3.79,-3.42,7.72,9.7,1.98,17.5,10.65,-6.85,27.16,37.51,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,7.2717,2.5712,5.9584,9.9,-1.03,-2.26,0.2418902167209227,2011-2015→2015-2019
4032,Fyresdal,2015-2019,2015,2019,Telemark,Østlandet,6,491,False,0,658.0,60.94,53.58,-7.36,0.0,0.0,0.0,0.0,12.33,12.33,0.0,0.0,0.0,39.06,34.08,-4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,7.1686,-0.9245,-6.744,3.05,15.51,0.0,0.26022587063130986,2011-2015→2015-2019
4034,Tokke,2015-2019,2015,2019,Telemark,Østlandet,6,533,False,0,1253.0,42.46,35.83,-6.63,0.0,0.0,0.0,0.0,0.0,0.0,6.07,6.54,0.47,51.48,43.54,-7.94,0.0,4.25,4.25,0.0,0.0,0.0,0.0,9.84,9.84,0.0,0.0,0.0,0.0,0.0,0.0,2252.0,7.7196,-1.0657,-5.7131,-3.28,20.7,-14.06,-11.686062431247104,2011-2015→2015-2019
4036,Vinje,2015-2019,2015,2019,Telemark,Østlandet,6,550,False,0,1753.0,27.27,16.45,-10.82,5.31,3.93,-1.38,11.35,8.48,-2.87,0.0,3.63,3.63,38.79,52.63,13.84,13.06,12.62,-0.44,4.22,2.25,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.0,8.2131,0.9217,1.6658,2.01,17.71,-1.2,1.3776000126971384,2011-2015→2015-2019
4201,Risør,2015-2019,2015,2019,Agder,Agder,4,709,False,0,3287.0,41.31,30.75,-10.56,7.15,8.35,1.2,17.89,28.96,11.07,7.39,4.47,-2.92,4.11,5.59,1.48,1.52,1.74,0.22,16.25,10.17,-6.08,4.38,0.0,-4.38,0.0,9.96,9.96,0.0,0.0,0.0,6909.0,8.8406,-0.8829,-0.5952,4.03,1.52,-1.26,1.5054569193935705,2011-2015→2015-2019
4202,Grimstad,2015-2019,2015,2019,Agder,Agder,3,809,False,0,9398.0,24.97,20.96,-4.01,15.32,10.1,-5.22,17.93,21.13,3.2,18.39,15.8,-2.59,5.08,9.89,4.81,2.58,4.83,2.25,9.41,8.47,-0.94,2.83,5.06,2.23,0.49,2.21,1.72,3.01,1.55,-1.46,22098.0,10.0032,5.195,15.5885,0.17,0.66,4.17,6.635442276081582,2011-2015→2015-2019
4203,Arendal,2015-2019,2015,2019,Agder,Agder,3,805,False,0,18952.0,37.77,26.78,-10.99,14.96,11.9,-3.06,18.38,19.17,0.79,7.88,5.73,-2.15,3.24,6.94,3.7,3.84,7.62,3.78,5.51,3.38,-2.13,3.6,3.59,-0.01,0.93,2.01,1.08,3.88,12.87,8.99,44219.0,10.6969,1.28,8.5934,14.19,0.23,-12.77,-7.2105274758311735,2011-2015→2015-2019
4204,Kristiansand,2015-2019,2015,2019,Agder,Agder,3,832,False,1,46989.0,27.78,18.3,-9.48,9.06,5.52,-3.54,22.99,17.73,-5.26,15.28,11.48,-3.8,2.96,4.6,1.64,3.02,6.13,3.11,4.87,3.32,-1.55,4.85,7.53,2.68,1.85,2.88,1.03,7.34,22.52,15.18,105017.0,11.5619,5.1173,14.5967,2.04,0.66,-3.42,1.2929872577618706,2011-2015→2015-2019
4205,Lindesnes,2015-2019,2015,2019,Agder,Agder,4,733,False,1,10848.0,29.88,21.34,-8.54,18.44,26.72,8.28,21.77,15.17,-6.6,14.27,9.03,-5.24,5.21,11.39,6.18,1.95,3.17,1.22,5.59,4.21,-1.38,2.05,4.72,2.67,0.0,1.45,1.45,0.85,2.79,1.94,22611.0,10.0262,1.3179,7.1215,6.97,0.32,2.54,6.045481772517922,2011-2015→2015-2019
4206,Farsund,2015-2019,2015,2019,Agder,Agder,4,686,False,0,4507.0,20.68,26.86,6.18,20.52,21.72,1.2,18.95,14.52,-4.43,17.99,15.85,-2.14,5.46,8.77,3.31,3.91,4.71,0.8,6.57,3.45,-3.12,1.26,0.0,-1.26,1.11,2.45,1.34,3.55,1.67,-1.88,9596.0,9.1691,1.0317,2.8429,6.52,2.0,-3.65,0.14963309974899408,2011-2015→2015-2019
4207,Flekkefjord,2015-2019,2015,2019,Agder,Agder,4,689,False,0,4213.0,16.43,11.46,-4.97,16.62,16.39,-0.23,22.91,23.33,0.42,16.19,13.97,-2.22,11.23,19.19,7.96,3.37,4.39,1.02,10.21,6.76,-3.45,3.06,0.0,-3.06,0.0,3.16,3.16,0.0,1.37,1.37,9069.0,9.1126,-0.0331,1.0139,0.73,3.7,-3.99,0.7661973770820953,2011-2015→2015-2019
4211,Gjerstad,2015-2019,2015,2019,Agder,Agder,5,661,False,0,1272.0,33.18,36.93,3.75,5.35,8.99,3.64,20.75,13.93,-6.82,6.84,6.43,-0.41,29.95,33.72,3.77,0.0,0.0,0.0,3.93,0.0,-3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.0,7.8164,-1.0883,-1.6827,3.11,6.61,-7.64,-2.621447942779339,2011-2015→2015-2019
4212,Vegårshei,2015-2019,2015,2019,Agder,Agder,5,653,False,0,1123.0,29.47,24.09,-5.38,5.97,0.0,-5.97,14.16,9.38,-4.78,26.18,40.18,14.0,24.22,26.35,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,7.6099,3.7166,11.2706,0.54,6.74,-8.74,-3.8462558849447337,2011-2015→2015-2019
4213,Tvedestrand,2015-2019,2015,2019,Agder,Agder,4,729,False,0,2961.0,21.88,20.18,-1.7,3.85,4.42,0.57,13.37,22.24,8.87,5.64,4.48,-1.16,14.89,19.23,4.34,0.0,0.0,0.0,7.84,9.39,1.55,4.69,2.24,-2.45,0.0,0.92,0.92,27.83,16.9,-10.93,6048.0,8.7075,0.3472,2.1889,-2.73,4.3,-2.02,0.05992319587129735,2011-2015→2015-2019
4214,Froland,2015-2019,2015,2019,Agder,Agder,4,726,False,0,2371.0,27.12,23.07,-4.05,14.51,13.28,-1.23,6.33,5.33,-1.0,29.1,29.23,0.13,18.09,22.79,4.7,2.15,0.0,-2.15,2.7,2.02,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,4.28,5532.0,8.6183,5.658,19.3832,7.96,-12.56,-2.27,-0.02676346868074697,2011-2015→2015-2019
4215,Lillesand,2015-2019,2015,2019,Agder,Agder,3,788,False,0,5274.0,23.17,19.12,-4.05,5.44,7.63,2.19,35.49,27.89,-7.6,9.03,8.13,-0.9,2.77,7.2,4.43,2.96,5.86,2.9,8.89,8.55,-0.34,3.28,4.86,1.58,0.0,2.3,2.3,8.97,8.47,-0.5,10340.0,9.2438,6.2863,17.8047,6.57,0.03,-12.09,-2.691971495240228,2011-2015→2015-2019
4216,Birkenes,2015-2019,2015,2019,Agder,Agder,4,705,False,0,2182.0,24.61,15.7,-8.91,10.22,9.08,-1.14,22.41,22.07,-0.34,22.64,10.49,-12.15,12.92,33.29,20.37,2.89,0.0,-2.89,4.31,2.34,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,7.02,5035.0,8.5242,3.5154,13.1076,7.03,2.54,-16.24,-7.818938903287439,2011-2015→2015-2019
4217,Åmli,2015-2019,2015,2019,Agder,Agder,5,591,False,0,902.0,39.58,30.08,-9.5,0.0,0.0,0.0,14.3,14.15,-0.15,12.08,8.81,-3.27,34.04,46.96,12.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.0,7.5132,0.8734,-0.3774,6.58,9.37,-4.36,-0.5159836668802309,2011-2015→2015-2019
4218,Iveland,2015-2019,2015,2019,Agder,Agder,5,624,False,0,679.0,16.35,12.38,-3.97,8.1,8.72,0.62,7.22,21.66,14.44,31.08,21.52,-9.56,29.01,35.72,6.71,0.0,0.0,0.0,8.25,0.0,-8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0,7.1816,0.8365,8.3333,0.29,-4.57,-5.33,-1.8322704746038978,2011-2015→2015-2019
4219,Evje og Hornnes,2015-2019,2015,2019,Agder,Agder,4,691,False,0,1605.0,29.72,37.14,7.42,6.79,5.27,-1.52,11.15,10.48,-0.67,39.69,21.94,-17.75,9.1,13.49,4.39,0.0,2.36,2.36,3.55,6.97,3.42,0.0,0.0,0.0,0.0,2.36,2.36,0.0,0.0,0.0,3567.0,8.1795,1.9905,6.7488,2.65,0.1,-6.0,-2.7149266654803537,2011-2015→2015-2019
4220,Bygland,2015-2019,2015,2019,Agder,Agder,6,551,False,0,639.0,20.34,29.83,9.49,0.0,0.0,0.0,0.0,24.93,24.93,0.0,0.0,0.0,31.14,27.67,-3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.51,17.58,-30.93,1189.0,7.0809,0.2523,-2.6939,0.37,-5.62,0.0,-0.877234413904167,2011-2015→2015-2019
4221,Valle,2015-2019,2015,2019,Agder,Agder,6,466,False,0,693.0,51.8,38.96,-12.84,0.0,0.0,0.0,9.96,15.95,5.99,0.0,0.0,0.0,28.43,40.49,12.06,0.0,0.0,0.0,9.81,4.6,-5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,7.1317,-7.5939,-10.5263,24.5,-11.68,-12.05,-7.555668810583564,2011-2015→2015-2019
4222,Bykle,2015-2019,2015,2019,Agder,Agder,6,467,False,0,476.0,50.0,30.02,-19.98,0.0,0.0,0.0,19.12,29.45,10.33,5.67,6.5,0.83,12.39,21.22,8.83,0.0,0.0,0.0,12.82,12.81,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,6.8384,2.1436,-1.2435,10.55,-1.42,-11.25,-3.211224106791045,2011-2015→2015-2019
4223,Vennesla,2015-2019,2015,2019,Agder,Agder,3,775,False,0,6197.0,25.92,17.5,-8.42,10.65,8.76,-1.89,10.04,12.06,2.02,29.59,26.75,-2.84,12.78,22.83,10.05,1.31,4.16,2.85,3.15,1.97,-1.18,1.74,0.0,-1.74,0.0,1.68,1.68,4.82,4.28,-0.54,14095.0,9.5536,3.7957,13.5341,-1.49,5.9,-4.95,-2.291646253166596,2011-2015→2015-2019
4224,Åseral,2015-2019,2015,2019,Agder,Agder,6,536,False,0,520.0,15.77,35.83,20.06,0.0,0.0,0.0,26.54,19.65,-6.89,21.92,14.96,-6.96,35.77,29.57,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,6.8298,1.5135,2.7352,-5.28,-12.48,13.6,16.754502786086253,2011-2015→2015-2019
4225,Lyngdal,2015-2019,2015,2019,Agder,Agder,4,695,False,1,4696.0,12.18,13.69,1.51,8.86,11.38,2.52,31.05,28.56,-2.49,20.91,21.63,0.72,11.71,17.79,6.08,1.66,0.0,-1.66,3.98,3.98,0.0,1.68,0.0,-1.68,0.0,2.97,2.97,7.96,0.0,-7.96,10085.0,9.2188,3.0144,12.1196,1.01,1.45,-6.88,1.3141238533079322,2011-2015→2015-2019
4226,Hægebostad,2015-2019,2015,2019,Agder,Agder,5,575,False,0,943.0,7.85,6.96,-0.89,21.53,16.61,-4.92,21.1,20.25,-0.85,11.88,8.0,-3.88,24.28,38.53,14.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,-1.7,0.0,0.0,0.0,11.66,9.66,-2.0,1693.0,7.4343,-0.5907,3.8889,1.23,14.08,-6.45,-0.18288187407186385,2011-2015→2015-2019
4227,Kvinesdal,2015-2019,2015,2019,Agder,Agder,5,650,False,0,2934.0,33.54,22.08,-11.46,16.63,14.87,-1.76,17.93,13.51,-4.42,19.5,25.85,6.35,7.74,21.73,13.99,0.0,0.0,0.0,1.3,1.96,0.66,3.37,0.0,-3.37,0.0,0.0,0.0,0.0,0.0,0.0,5948.0,8.6908,1.6812,6.2917,-6.43,0.83,-0.38,3.3619933945959577,2011-2015→2015-2019
4228,Sirdal,2015-2019,2015,2019,Agder,Agder,5,575,False,0,1024.0,33.4,40.27,6.87,0.0,0.0,0.0,14.55,17.55,3.0,16.5,9.73,-6.77,20.02,19.64,-0.38,0.0,0.0,0.0,7.03,6.18,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.64,-1.86,1838.0,7.5164,0.0544,5.7504,3.95,5.5,3.4,6.089999448049847,2011-2015→2015-2019
4601,Bergen,2015-2019,2015,2019,Vestland,Vestlandet,2,895,False,0,130846.0,37.84,19.78,-18.06,8.73,4.66,-4.07,22.11,20.03,-2.08,6.03,3.08,-2.95,2.0,5.31,3.31,6.98,8.61,1.63,5.49,3.84,-1.65,6.02,9.93,3.91,2.33,4.88,2.55,2.47,19.88,17.41,275112.0,12.5249,2.2093,11.5608,9.12,0.64,-13.05,-7.079314621994801,2011-2015→2015-2019
4602,Kinn,2015-2019,2015,2019,Vestland,Vestlandet,5,663,False,1,8280.0,30.7,26.74,-3.96,4.9,4.48,-0.42,23.09,16.05,-7.04,4.59,3.31,-1.28,6.84,19.22,12.38,3.0,3.9,0.9,9.71,10.05,0.34,2.4,5.79,3.39,1.64,9.64,8.0,13.13,0.81,-12.32,17944.0,9.795,-0.6799,2.2079,5.51,-0.49,-10.5,-4.142424286775653,2011-2015→2015-2019
4611,Etne,2015-2019,2015,2019,Vestland,Vestlandet,5,604,False,0,2012.0,22.42,13.69,-8.73,17.3,23.51,6.21,13.92,7.59,-6.33,10.54,10.0,-0.54,30.17,38.47,8.3,0.0,0.0,0.0,5.67,5.0,-0.67,0.0,0.0,0.0,0.0,1.73,1.73,0.0,0.0,0.0,4103.0,8.3195,-0.6337,5.7862,-5.91,0.18,-1.38,1.9879694355951938,2011-2015→2015-2019
4612,Sveio,2015-2019,2015,2019,Vestland,Vestlandet,4,673,False,0,2530.0,35.69,28.37,-7.32,15.1,13.28,-1.82,15.26,18.06,2.8,10.83,9.03,-1.8,13.72,18.82,5.1,2.41,5.23,2.82,3.91,2.41,-1.5,3.08,4.81,1.73,0.0,0.0,0.0,0.0,0.0,0.0,5509.0,8.6141,3.8482,16.6123,15.14,1.75,-7.8,-2.151654375791514,2011-2015→2015-2019
4613,Bømlo,2015-2019,2015,2019,Vestland,Vestlandet,5,644,False,0,5458.0,31.2,19.79,-11.41,8.57,10.24,1.67,16.78,24.98,8.2,18.71,16.34,-2.37,7.86,10.36,2.5,2.66,3.96,1.3,6.6,5.02,-1.58,2.55,2.65,0.1,0.0,1.65,1.65,5.08,5.0,-0.08,11761.0,9.3725,1.692,7.8935,7.2,3.17,-9.43,-3.7970673887061146,2011-2015→2015-2019
4614,Stord,2015-2019,2015,2019,Vestland,Vestlandet,4,746,False,0,8675.0,31.59,30.72,-0.87,11.67,17.86,6.19,16.41,15.82,-0.59,8.05,6.95,-1.1,8.93,13.27,4.34,11.63,6.03,-5.6,3.48,3.98,0.5,2.12,2.5,0.38,0.0,2.88,2.88,6.12,0.0,-6.12,18685.0,9.8355,0.0749,8.1555,4.73,1.58,-9.88,-4.657684855909712,2011-2015→2015-2019
4615,Fitjar,2015-2019,2015,2019,Vestland,Vestlandet,5,603,False,0,1604.0,18.7,16.74,-1.96,8.85,14.22,5.37,40.27,18.84,-21.43,17.27,32.87,15.6,10.04,17.34,7.3,2.49,0.0,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,-2.37,3093.0,8.0369,3.4918,10.0757,3.61,-0.11,-0.32,8.474159223843076,2011-2015→2015-2019
4616,Tysnes,2015-2019,2015,2019,Vestland,Vestlandet,5,578,False,0,1505.0,32.23,20.8,-11.43,8.97,9.09,0.12,24.39,39.1,14.71,7.31,5.58,-1.73,19.53,25.44,5.91,0.0,0.0,0.0,4.32,0.0,-4.32,3.26,0.0,-3.26,0.0,0.0,0.0,0.0,0.0,0.0,2782.0,7.9309,2.3005,1.9341,-0.17,9.11,6.69,10.12697656568558,2011-2015→2015-2019
4617,Kvinnherad,2015-2019,2015,2019,Vestland,Vestlandet,5,587,False,0,5704.0,22.14,21.53,-0.61,8.71,7.76,-0.95,34.92,25.87,-9.05,5.61,4.78,-0.83,15.64,22.75,7.11,0.0,0.0,0.0,3.07,2.85,-0.22,3.79,4.28,0.49,0.0,0.0,0.0,6.12,10.18,4.06,13234.0,9.4905,-0.733,0.1907,-3.6,8.04,2.99,9.53558307249337,2011-2015→2015-2019
4618,Ullensvang,2015-2019,2015,2019,Vestland,Vestlandet,5,583,False,1,5793.0,33.13,41.42,8.29,0.0,2.61,2.61,18.49,12.12,-6.37,4.9,2.62,-2.28,21.92,28.43,6.51,4.97,2.91,-2.06,8.82,2.12,-6.7,0.0,1.84,1.84,5.25,5.92,0.67,2.52,0.0,-2.52,11463.0,9.3469,-2.7131,-2.4066,8.19,2.37,1.11,4.1683089914125775,2011-2015→2015-2019
4619,Eidfjord,2015-2019,2015,2019,Vestland,Vestlandet,6,531,False,0,516.0,42.83,38.42,-4.41,0.0,0.0,0.0,12.02,11.2,-0.82,0.0,0.0,0.0,41.47,40.15,-1.32,0.0,10.23,10.23,3.68,0.0,-3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,6.8565,-4.6316,-4.127,13.49,-1.33,-4.22,-0.1457714654219675,2011-2015→2015-2019
4620,Ulvik,2015-2019,2015,2019,Vestland,Vestlandet,6,529,False,0,636.0,26.73,28.22,1.49,0.0,0.0,0.0,13.52,13.33,-0.19,0.0,0.0,0.0,22.33,31.47,9.14,12.11,12.71,0.6,25.31,14.26,-11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,7.0094,-1.2647,-0.1826,6.76,3.15,-3.93,-0.4492916900729287,2011-2015→2015-2019
