kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0,reform_2017_20,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
3411,Ringsaker,2017-2021,2017,2021,Innlandet,Innlandet,3,797,False,18726.0,39.07,35.85,-3.22,11.53,9.25,-2.28,16.01,11.69,-4.32,1.85,1.51,-0.34,18.89,24.16,5.27,4.67,6.01,1.34,2.36,2.27,-0.09,2.03,2.11,0.08,1.14,3.09,1.95,2.46,4.07,1.61,2.99,12.62,12.58,33842.0,10.4295,3.1174,6.2572,31.7948,-0.591,16.9937,18.6691,0.9362,22.9179,486000.0,4.6072,12.3332,33.946,0,-6.52,8.84,-2.54,-0.7097779233299715,2013-2017→2017-2021
3412,Løten,2017-2021,2017,2021,Innlandet,Innlandet,3,790,False,4480.0,37.68,34.42,-3.26,11.45,7.81,-3.64,11.7,6.83,-4.87,1.74,2.19,0.45,26.76,34.2,7.44,4.2,4.62,0.42,1.45,1.42,-0.03,1.81,2.1,0.29,1.21,3.03,1.82,2.01,3.38,1.37,3.8,32.49,19.5,7633.0,8.9402,-0.1048,3.6992,3.2753,-4.3233,17.3588,19.4943,1.5133,21.5319,490000.0,5.3016,7.709,38.7341,0,-10.16,15.17,-2.25,-0.45129556114838687,2013-2017→2017-2021
3413,Stange,2017-2021,2017,2021,Innlandet,Innlandet,3,820,False,12196.0,37.11,33.75,-3.36,10.91,7.06,-3.85,13.52,9.19,-4.33,3.24,3.36,0.12,21.15,28.13,6.98,6.14,7.7,1.56,2.27,2.33,0.06,2.48,2.3,-0.18,1.38,3.6,2.22,1.8,2.58,0.78,3.13,14.69,9.1,20317.0,9.9192,3.7161,10.0136,34.5523,2.5594,16.9858,18.6937,1.1473,27.0506,489000.0,3.6626,7.7729,40.6043,0,-8.41,10.83,-1.48,0.3480057666135228,2013-2017→2017-2021
3414,Nord-Odal,2017-2021,2017,2021,Innlandet,Innlandet,4,708,False,3008.0,38.5,37.05,-1.45,14.36,9.29,-5.07,10.84,6.52,-4.32,1.23,0.9,-0.33,23.37,29.99,6.62,5.55,5.86,0.31,1.1,1.33,0.23,1.26,0.6,-0.66,1.3,3.73,2.43,2.49,4.73,2.24,1.55,14.03,19.96,5100.0,8.537,-1.2157,-1.4668,17.0588,-29.8039,20.7843,15.2745,2.2407,16.1245,455000.0,4.3422,9.4659,37.69,0,-10.88,15.2,-2.47,-0.9021774538690286,2013-2017→2017-2021
3415,Sør-Odal,2017-2021,2017,2021,Innlandet,Innlandet,3,777,False,4548.0,33.91,32.03,-1.88,15.7,11.5,-4.2,16.75,11.19,-5.56,0.55,0.51,-0.04,20.25,27.51,7.26,6.09,5.52,-0.57,1.63,1.63,0.0,1.5,1.57,0.07,1.36,3.91,2.55,2.26,4.64,2.38,3.06,8.47,10.49,7866.0,8.9703,0.6102,1.0599,14.8741,-8.7719,17.2642,17.4676,1.9297,18.9051,492000.0,4.03,9.1708,32.1622,0,-7.32,12.67,-2.29,-0.44014223203680136,2013-2017→2017-2021
3416,Eidskog,2017-2021,2017,2021,Innlandet,Innlandet,4,691,False,3554.0,33.57,31.61,-1.96,17.25,11.79,-5.46,13.96,10.3,-3.66,1.89,1.2,-0.69,22.2,31.12,8.92,3.63,3.61,-0.02,1.66,1.69,0.03,1.21,1.29,0.08,1.35,2.67,1.32,3.29,4.7,1.41,3.46,27.78,7.98,6127.0,8.7205,-0.457,-3.1751,17.7901,-22.1968,20.9401,15.6847,2.6375,16.0114,424000.0,5.5575,11.9039,35.7834,0,-6.8,13.7,-5.42,-3.774495943071856,2013-2017→2017-2021
3417,Grue,2017-2021,2017,2021,Innlandet,Innlandet,5,662,False,2794.0,34.25,33.63,-0.62,15.5,11.15,-4.35,13.24,8.65,-4.59,0.75,0.52,-0.23,27.42,33.04,5.62,3.04,3.72,0.68,1.11,1.14,0.03,1.18,1.1,-0.08,0.93,2.87,1.94,2.58,4.19,1.61,1.27,14.43,16.42,4777.0,8.4716,-4.8566,-9.5342,-9.8388,-39.1459,24.3877,14.6954,2.0149,17.5519,416000.0,10.3141,12.2832,34.8336,0,-9.68,15.64,-3.05,-1.4653170755637288,2013-2017→2017-2021
3418,Åsnes,2017-2021,2017,2021,Innlandet,Innlandet,5,665,False,4249.0,32.13,32.89,0.76,14.12,12.05,-2.07,10.61,7.09,-3.52,1.41,1.08,-0.33,31.73,32.29,0.56,3.91,4.14,0.23,1.18,1.13,-0.05,1.22,0.89,-0.33,0.85,3.1,2.25,2.85,5.34,2.49,-1.51,17.67,22.54,7329.0,8.8996,-1.3917,-4.8703,19.648,-33.9746,23.2637,15.5001,1.2831,18.2221,432000.0,9.7076,9.6171,38.4383,0,-11.24,20.92,-3.97,-2.460827969028987,2013-2017→2017-2021
3419,Våler (Innlandet),2017-2021,2017,2021,Innlandet,Innlandet,5,669,False,2218.0,33.5,28.33,-5.17,13.44,9.89,-3.55,9.96,5.53,-4.43,1.13,0.61,-0.52,29.71,38.13,8.42,5.0,5.25,0.25,2.39,1.09,-1.3,1.13,0.76,-0.37,0.9,3.6,2.7,2.84,6.81,3.97,4.87,11.4,14.17,3743.0,8.2276,-4.1678,-7.5992,-9.3508,-31.7927,22.8426,14.988,1.8577,18.2015,440000.0,10.3651,10.8363,38.6337,0,-10.14,19.55,-4.89,-3.3675243192166517,2013-2017→2017-2021
3420,Elverum,2017-2021,2017,2021,Innlandet,Innlandet,3,787,False,11989.0,34.15,30.34,-3.81,12.85,8.93,-3.92,18.66,11.63,-7.03,1.23,0.76,-0.47,19.98,31.12,11.14,5.75,6.51,0.76,2.31,1.7,-0.61,1.94,2.08,0.14,1.2,3.41,2.21,1.95,3.52,1.57,7.22,10.62,13.15,21086.0,9.9564,0.977,6.5719,10.7654,-1.233,16.9212,20.5018,1.3674,29.6635,474000.0,3.2618,6.2102,45.4795,0,-6.97,13.68,-5.95,-4.193206712764616,2013-2017→2017-2021
3421,Trysil,2017-2021,2017,2021,Innlandet,Innlandet,5,604,False,3902.0,30.63,31.46,0.83,10.94,7.96,-2.98,12.81,10.56,-2.25,1.74,1.65,-0.09,35.7,36.28,0.58,3.59,4.84,1.25,1.59,1.47,-0.12,1.03,1.21,0.18,0.44,2.16,1.72,1.54,2.4,0.86,-2.4,23.03,16.09,6550.0,8.7872,0.458,-2.5763,25.4962,-21.2214,22.3053,16.5344,0.9621,19.6085,427000.0,6.0083,4.6341,35.3787,0,-8.86,22.65,-7.72,-6.403518089430533,2013-2017→2017-2021
3422,Åmot,2017-2021,2017,2021,Innlandet,Innlandet,5,638,False,2503.0,28.25,28.14,-0.11,12.15,8.38,-3.77,14.06,8.82,-5.24,0.72,0.28,-0.44,32.44,37.88,5.44,5.59,5.35,-0.24,1.76,1.84,0.08,1.64,1.52,-0.12,1.24,3.59,2.35,2.16,4.19,2.03,1.67,46.93,-6.82,4518.0,8.4158,-3.9841,0.4864,-24.5684,-15.4936,17.7734,23.0854,2.2128,22.5522,439000.0,6.8706,3.2,51.8588,0,-12.94,21.33,-4.3,-3.054563004424731,2013-2017→2017-2021
3423,Stor-Elvdal,2017-2021,2017,2021,Innlandet,Innlandet,6,538,False,1489.0,33.58,31.37,-2.21,12.76,8.04,-4.72,10.28,6.96,-3.32,0.47,0.22,-0.25,31.3,37.11,5.81,5.84,5.46,-0.38,1.48,1.22,-0.26,1.54,1.51,-0.03,1.34,3.88,2.54,1.41,4.24,2.83,1.09,0.0,30.29,2530.0,7.836,-6.0079,-10.7692,-28.0632,-32.8063,23.3202,16.8775,2.2896,23.6569,397000.0,8.9498,8.2192,44.2009,0,-10.93,18.06,-4.19,-3.094968673682814,2013-2017→2017-2021
3424,Rendalen,2017-2021,2017,2021,Innlandet,Innlandet,6,486,False,1192.0,33.22,30.08,-3.14,6.71,4.53,-2.18,6.38,4.88,-1.5,0.59,0.61,0.02,45.97,49.17,3.2,4.61,3.92,-0.69,0.5,0.44,-0.06,0.67,0.7,0.03,0.42,2.96,2.54,0.92,2.7,1.78,1.02,41.82,-6.55,1858.0,7.5273,-6.2971,-11.8034,-22.0667,-39.2896,24.9731,13.6706,2.827,18.9677,401000.0,12.8056,7.1013,36.4377,0,-11.76,20.52,-4.21,-3.2689215107256113,2013-2017→2017-2021
3425,Engerdal,2017-2021,2017,2021,Innlandet,Innlandet,6,421,False,826.0,27.24,26.37,-0.87,9.08,6.18,-2.9,9.81,8.28,-1.53,0.0,0.0,0.0,47.7,49.94,2.24,2.66,3.03,0.37,0.85,0.47,-0.38,1.45,2.1,0.65,0.48,1.98,1.5,0.73,1.63,0.9,-0.66,0.0,0.0,1274.0,7.1499,-1.8838,-11.2846,-2.3548,-18.0534,25.7457,13.0298,1.2143,18.3618,447000.0,10.2273,1.9481,41.3961,0,-11.62,21.76,-6.39,-5.589470773558022,2013-2017→2017-2021
3426,Tolga,2017-2021,2017,2021,Innlandet,Innlandet,5,567,False,985.0,23.96,24.71,0.75,2.84,2.22,-0.62,4.87,3.91,-0.96,0.2,0.53,0.33,49.95,47.52,-2.43,9.64,11.83,2.19,3.05,1.8,-1.25,3.15,2.85,-0.3,1.32,3.7,2.38,1.02,0.95,-0.07,-3.05,48.13,-6.5,1620.0,7.3902,-3.5185,-7.1853,-27.7778,-7.4074,17.4074,19.0123,1.6585,28.9256,466000.0,14.9199,8.508,37.238,0,-6.87,10.6,-2.94,-1.8082819545862874,2013-2017→2017-2021
3427,Tynset,2017-2021,2017,2021,Innlandet,Innlandet,5,647,False,3282.0,27.24,27.11,-0.13,6.46,4.34,-2.12,9.11,6.25,-2.86,1.55,1.36,-0.19,42.05,44.01,1.96,7.07,7.29,0.22,1.89,1.89,0.0,2.47,2.57,0.1,0.67,2.48,1.81,1.49,2.71,1.22,-0.16,43.66,6.39,5584.0,8.6277,-0.8417,0.7643,2.149,-11.1032,16.995,18.5172,1.8961,27.696,480000.0,7.354,6.0825,38.488,0,-6.83,14.99,-4.03,-2.753719017633971,2013-2017→2017-2021
3428,Alvdal,2017-2021,2017,2021,Innlandet,Innlandet,5,573,False,1440.0,27.5,26.81,-0.69,4.58,4.14,-0.44,8.68,8.55,-0.13,2.71,2.21,-0.5,47.01,46.24,-0.77,3.89,4.69,0.8,1.81,1.65,-0.16,2.22,2.27,0.05,0.69,2.21,1.52,0.9,1.24,0.34,-1.21,32.77,6.07,2441.0,7.8002,-1.4748,-1.7164,-12.29,-3.2773,16.7554,18.4351,1.5814,22.3136,476000.0,10.9642,14.0747,34.6034,0,-11.02,12.65,0.35,1.392703658633207,2013-2017→2017-2021
3429,Folldal,2017-2021,2017,2021,Innlandet,Innlandet,6,492,False,1043.0,31.93,29.85,-2.08,5.08,4.47,-0.61,6.9,4.28,-2.62,0.67,0.48,-0.19,45.35,48.86,3.51,4.51,4.94,0.43,1.05,0.76,-0.29,1.63,0.67,-0.96,1.53,4.18,2.65,1.34,1.52,0.18,2.9,38.04,0.81,1577.0,7.3633,-3.7413,-8.5542,-15.2188,-22.8282,24.5403,14.2042,1.9419,22.974,437000.0,13.5204,10.9694,36.352,0,-9.05,13.43,-0.33,0.5575586870029163,2013-2017→2017-2021
3430,Os,2017-2021,2017,2021,Innlandet,Innlandet,6,551,False,1191.0,30.98,29.62,-1.36,4.2,2.89,-1.31,4.62,2.98,-1.64,2.52,1.87,-0.65,46.68,49.36,2.68,6.88,6.13,-0.75,0.59,1.45,0.86,1.85,1.36,-0.49,1.09,3.06,1.97,0.59,1.28,0.69,1.37,52.03,3.68,1963.0,7.5822,-4.7376,-8.5575,-26.4901,-21.3958,20.2241,17.5751,1.701,24.6892,467000.0,13.227,13.227,33.7711,0,-7.72,10.28,-2.36,-1.2982848468343506,2013-2017→2017-2021
3431,Dovre,2017-2021,2017,2021,Innlandet,Innlandet,6,563,False,1492.0,34.32,31.7,-2.62,9.99,7.17,-2.82,11.86,7.24,-4.62,1.61,0.87,-0.74,34.92,42.29,7.37,2.82,3.95,1.13,1.01,1.14,0.13,1.27,1.27,0.0,0.94,2.21,1.27,1.27,2.14,0.87,4.55,55.42,-22.16,2675.0,7.8917,-6.0935,-8.5881,-46.729,-14.5794,21.4206,18.0561,3.4998,19.0977,453000.0,9.2736,6.4142,34.0804,0,-8.27,8.46,-0.62,0.522217320862355,2013-2017→2017-2021
3432,Lesja,2017-2021,2017,2021,Innlandet,Innlandet,6,520,False,1165.0,24.55,23.4,-1.15,7.9,6.39,-1.51,10.21,4.98,-5.23,1.29,0.91,-0.38,49.53,55.93,6.4,2.83,2.82,-0.01,0.69,0.91,0.22,1.2,0.91,-0.29,0.77,2.41,1.64,1.03,1.33,0.3,4.89,42.05,6.51,2048.0,7.6246,-3.3203,-9.8771,-15.1367,-18.0664,19.9219,16.0156,1.5933,21.9366,463000.0,15.6042,5.138,30.8278,0,-2.94,6.71,-1.79,-0.8134519752592961,2013-2017→2017-2021
3433,Skjåk,2017-2021,2017,2021,Innlandet,Innlandet,6,550,False,1328.0,26.2,23.9,-2.3,8.81,5.06,-3.75,6.48,4.25,-2.23,0.83,0.37,-0.46,49.47,52.13,2.66,2.86,4.62,1.76,1.13,0.81,-0.32,1.51,1.61,0.1,1.28,4.33,3.05,1.43,2.93,1.5,-1.09,57.99,2.95,2202.0,7.6971,-0.8629,-5.0457,7.7203,-16.3488,22.8429,15.9401,1.344,19.0782,447000.0,13.578,8.8991,31.0092,0,-10.35,15.43,-3.48,-2.3903312071894973,2013-2017→2017-2021
3434,Lom,2017-2021,2017,2021,Innlandet,Innlandet,6,547,False,1331.0,28.47,27.14,-1.33,8.49,5.47,-3.02,7.51,4.65,-2.86,0.98,0.6,-0.38,46.13,50.15,4.02,3.83,5.62,1.79,0.98,0.52,-0.46,1.65,1.05,-0.6,0.68,2.77,2.09,1.28,2.02,0.74,1.0,43.91,-3.14,2360.0,7.7664,-6.6102,-8.2049,-47.0339,-19.0678,19.4068,16.8644,3.2792,21.2907,500000.0,17.5806,7.8226,30.0806,0,-9.72,14.52,-4.15,-3.108773615300989,2013-2017→2017-2021
3435,Vågå,2017-2021,2017,2021,Innlandet,Innlandet,5,610,False,2151.0,32.4,32.88,0.48,11.16,8.13,-3.03,8.79,5.23,-3.56,0.93,0.56,-0.37,36.12,38.44,2.32,5.39,6.91,1.52,0.65,0.65,0.0,1.72,1.31,-0.41,1.21,3.32,2.11,1.63,2.57,0.94,-0.71,37.71,-3.78,3640.0,8.1997,-2.0879,-4.142,-3.022,-19.5055,21.4286,16.3736,0.6814,19.4699,458000.0,9.9835,5.9792,33.1322,0,-14.22,15.37,-3.56,-2.2978634831413007,2013-2017→2017-2021
3436,Nord-Fron,2017-2021,2017,2021,Innlandet,Innlandet,5,629,False,3258.0,40.36,43.12,2.76,10.59,8.25,-2.34,13.78,9.17,-4.61,1.66,1.14,-0.52,27.35,29.75,2.4,2.49,2.62,0.13,1.35,1.04,-0.31,0.77,0.73,-0.04,0.49,1.96,1.47,1.17,2.21,1.04,0.06,35.06,-8.62,5723.0,8.6522,-0.3145,-2.2112,7.1641,-10.3093,20.636,16.2327,2.151,19.7379,453000.0,7.9627,5.2009,30.9541,0,-5.16,8.81,-2.19,-0.8566177877256698,2013-2017→2017-2021
3437,Sel,2017-2021,2017,2021,Innlandet,Innlandet,5,627,False,3380.0,40.71,39.33,-1.38,12.69,8.05,-4.64,11.78,7.8,-3.98,1.09,0.67,-0.42,23.79,29.86,6.07,4.5,5.29,0.79,0.74,0.98,0.24,2.16,1.3,-0.86,1.39,4.12,2.73,1.15,2.6,1.45,1.43,21.28,36.66,5916.0,8.6854,-5.4767,-6.8621,-38.2015,-16.3962,20.098,16.6329,2.3984,18.7186,448000.0,5.2236,7.907,35.2415,0,-9.97,11.21,-1.95,-0.6003661460656928,2013-2017→2017-2021
3438,Sør-Fron,2017-2021,2017,2021,Innlandet,Innlandet,5,615,False,1770.0,40.62,36.97,-3.65,9.77,8.98,-0.79,9.77,5.66,-4.11,0.51,0.41,-0.1,33.45,39.88,6.43,2.49,2.97,0.48,1.36,0.64,-0.72,0.73,0.82,0.09,0.62,1.75,1.13,0.68,1.92,1.24,5.64,38.13,14.31,3163.0,8.0593,-3.1299,-4.6077,-15.4916,-15.8078,19.7281,17.0092,1.2902,19.2396,464000.0,10.7366,7.2409,31.96,0,-6.36,10.3,-1.97,-0.7165417134914516,2013-2017→2017-2021
3439,Ringebu,2017-2021,2017,2021,Innlandet,Innlandet,5,647,False,2505.0,35.53,36.43,0.9,8.42,6.82,-1.6,11.42,6.97,-4.45,1.28,0.56,-0.72,36.09,38.18,2.09,2.63,3.27,0.64,1.28,1.2,-0.08,1.36,1.32,-0.04,0.84,2.71,1.87,1.16,2.55,1.39,0.49,29.39,-1.83,4502.0,8.4123,-2.088,-3.2485,-9.1071,-12.4389,21.4793,17.5478,1.1159,19.3302,447000.0,10.0181,9.7008,29.8277,0,-5.25,11.22,-1.4,-0.018887676919007612,2013-2017→2017-2021
3440,Øyer,2017-2021,2017,2021,Innlandet,Innlandet,4,698,False,2967.0,36.43,38.81,2.38,7.21,4.81,-2.4,14.36,9.12,-5.24,2.8,2.04,-0.76,28.45,31.12,2.67,3.98,5.58,1.6,2.33,1.72,-0.61,2.22,2.04,-0.18,1.08,2.74,1.66,1.15,2.04,0.89,0.27,30.7,13.1,5082.0,8.5335,0.2165,0.0196,-0.9839,2.7548,17.5128,20.0708,1.8864,23.9596,478000.0,6.0292,7.6037,33.1797,0,-5.55,9.12,-2.15,-0.6602271362992858,2013-2017→2017-2021
3441,Gausdal,2017-2021,2017,2021,Innlandet,Innlandet,4,673,False,3639.0,36.16,37.48,1.32,9.65,7.42,-2.23,9.32,6.23,-3.09,1.62,1.0,-0.62,34.3,35.85,1.55,2.97,3.78,0.81,1.51,1.54,0.03,2.45,1.85,-0.6,1.13,3.13,2.0,0.91,1.73,0.82,-0.68,29.94,14.22,6204.0,8.7329,-2.9175,-1.9215,-15.3127,-14.0232,19.5035,16.9407,1.3166,20.653,482000.0,9.6201,9.0686,33.1189,0,-8.66,12.45,-1.81,-0.39839997861844,2013-2017→2017-2021
3442,Østre Toten,2017-2021,2017,2021,Innlandet,Innlandet,4,747,False,8593.0,35.24,35.53,0.29,12.98,10.03,-2.95,16.2,11.73,-4.47,2.86,1.76,-1.1,21.68,26.2,4.52,3.98,4.48,0.5,2.4,2.32,-0.08,1.86,1.93,0.07,1.22,3.39,2.17,1.58,2.63,1.05,1.57,16.14,13.77,14887.0,9.6082,-0.1075,1.8283,8.1951,-9.4042,18.5598,17.391,1.5532,23.101,479000.0,5.4021,13.7434,35.8416,0,-5.72,10.23,-2.0,-0.308801835894281,2013-2017→2017-2021
3443,Vestre Toten,2017-2021,2017,2021,Innlandet,Innlandet,3,789,False,7548.0,37.44,37.9,0.46,15.89,11.37,-4.52,17.12,12.91,-4.21,2.2,1.79,-0.41,15.24,20.93,5.69,3.88,3.91,0.03,2.4,2.34,-0.06,1.91,1.67,-0.24,2.2,4.16,1.96,1.74,3.02,1.28,1.17,13.74,9.41,13179.0,9.4864,2.1246,5.1238,23.8258,-2.8075,18.1501,17.8238,1.0861,20.9624,477000.0,3.2394,23.8748,34.7921,0,-6.57,7.46,-2.09,-0.2578103923909545,2013-2017→2017-2021
3446,Gran,2017-2021,2017,2021,Innlandet,Innlandet,3,801,False,7931.0,32.95,31.01,-1.94,16.49,12.36,-4.13,19.98,17.04,-2.94,2.18,1.46,-0.72,17.88,23.64,5.76,3.27,4.12,0.85,2.33,2.59,0.26,1.94,1.58,-0.36,1.4,3.39,1.99,1.58,2.82,1.24,1.63,9.91,10.47,13707.0,9.5257,-0.7004,1.3176,6.2012,-13.9345,17.8157,17.4072,1.551,21.2419,489000.0,3.8421,7.185,36.8023,0,-3.33,7.4,-1.83,0.06268123524689173,2013-2017→2017-2021
3447,Søndre Land,2017-2021,2017,2021,Innlandet,Innlandet,4,692,False,3249.0,40.17,36.98,-3.19,13.76,9.21,-4.55,13.82,10.75,-3.07,1.51,1.06,-0.45,18.25,25.98,7.73,5.36,5.79,0.43,1.63,1.73,0.1,2.0,1.73,-0.27,1.91,3.97,2.06,1.6,2.82,1.22,3.18,11.85,4.45,5717.0,8.6512,-2.4139,-4.4201,-13.2937,-10.495,18.4537,17.2993,2.0876,20.0,443000.0,5.2095,12.8728,42.0536,0,-7.83,9.54,-1.77,-0.15374281334969497,2013-2017→2017-2021
3448,Nordre Land,2017-2021,2017,2021,Innlandet,Innlandet,4,695,False,3747.0,39.5,38.8,-0.7,12.68,9.32,-3.36,12.33,9.21,-3.12,1.49,1.12,-0.37,24.45,29.67,5.22,4.91,5.06,0.15,1.47,1.33,-0.14,0.96,1.04,0.08,1.09,2.4,1.31,1.12,2.05,0.93,1.86,42.62,-3.61,6773.0,8.8207,-2.8348,-2.0101,-10.3352,-18.1603,19.312,17.7174,1.6575,17.6377,441000.0,7.2152,12.6497,35.37,0,-8.66,11.8,-2.11,-0.5811706296023922,2013-2017→2017-2021
3449,Sør-Aurdal,2017-2021,2017,2021,Innlandet,Innlandet,5,581,False,1754.0,30.96,28.74,-2.22,15.34,12.16,-3.18,13.23,9.71,-3.52,3.14,3.55,0.41,30.22,35.83,5.61,2.39,3.03,0.64,1.54,1.51,-0.03,1.48,1.57,0.09,0.63,1.4,0.77,1.08,2.5,1.42,2.43,46.23,2.91,3026.0,8.015,-4.0317,-8.2174,-11.8969,-28.7508,21.811,15.7964,1.5017,18.7623,434000.0,9.5612,7.8585,34.1847,0,-9.05,12.24,-3.42,-2.1760074909865565,2013-2017→2017-2021
3450,Etnedal,2017-2021,2017,2021,Innlandet,Innlandet,5,587,False,776.0,27.58,25.03,-2.55,13.27,10.48,-2.79,11.34,8.98,-2.36,3.87,2.99,-0.88,35.57,41.22,5.65,2.32,2.18,-0.14,2.45,2.18,-0.27,1.8,1.77,-0.03,1.16,2.45,1.29,0.64,2.72,2.08,2.86,37.11,8.36,1351.0,7.2086,-6.9578,-9.438,-35.5292,-35.5292,21.7617,14.8038,3.2185,19.9115,414000.0,13.1498,3.5168,34.4037,0,-8.66,10.74,-3.29,-2.0816265831654883,2013-2017→2017-2021
3451,Nord-Aurdal,2017-2021,2017,2021,Innlandet,Innlandet,4,686,False,3627.0,28.87,26.96,-1.91,15.66,10.75,-4.91,18.5,14.88,-3.62,2.01,1.42,-0.59,24.35,32.24,7.89,2.98,4.41,1.43,2.84,2.09,-0.75,2.34,1.98,-0.36,0.94,2.34,1.4,1.52,2.93,1.41,2.98,15.38,21.27,6490.0,8.778,-2.0031,-0.656,-10.4777,-10.1695,19.168,17.6271,2.4673,23.2215,440000.0,5.575,4.0572,33.3333,0,-8.35,11.17,-2.68,-1.1580159342546017,2013-2017→2017-2021
3452,Vestre Slidre,2017-2021,2017,2021,Innlandet,Innlandet,5,583,False,1251.0,22.38,19.87,-2.51,16.47,10.7,-5.77,12.87,10.78,-2.09,1.6,1.13,-0.47,37.81,44.49,6.68,3.12,3.62,0.5,2.32,1.77,-0.55,1.52,1.37,-0.15,0.56,2.98,2.42,1.36,3.3,1.94,0.91,32.5,23.51,2114.0,7.6563,0.2838,-4.3753,22.2327,-15.1372,19.9622,15.5629,0.1794,21.1268,443000.0,12.7641,5.7218,33.5387,0,-9.64,12.15,-4.03,-2.7941022609696327,2013-2017→2017-2021
3453,Øystre Slidre,2017-2021,2017,2021,Innlandet,Innlandet,5,602,False,1774.0,20.52,20.46,-0.06,11.56,7.8,-3.76,15.56,13.15,-2.41,1.18,0.76,-0.42,41.15,42.72,1.57,4.11,5.51,1.4,2.31,1.91,-0.4,2.03,2.07,0.04,1.24,2.4,1.16,0.34,3.22,2.88,-2.19,29.93,22.34,3248.0,8.0858,-0.3695,2.0498,-2.1552,-5.234,18.165,19.181,2.385,23.8539,476000.0,7.4302,3.7989,30.838,0,-11.75,18.26,-4.43,-3.2486379735949775,2013-2017→2017-2021
3454,Vang,2017-2021,2017,2021,Innlandet,Innlandet,6,541,False,896.0,24.44,23.25,-1.19,10.83,6.21,-4.62,14.17,11.51,-2.66,0.78,0.45,-0.33,40.51,44.02,3.51,3.01,4.97,1.96,0.89,1.02,0.13,3.68,3.84,0.16,1.0,3.5,2.5,0.67,1.24,0.57,-1.11,41.59,-17.43,1596.0,7.3753,-1.4411,-1.1314,-11.2782,-4.386,19.2356,19.4236,1.8706,25.7034,453000.0,12.0958,4.4311,38.9222,0,-5.82,10.59,-5.63,-4.6297290019093005,2013-2017→2017-2021
3901,Horten,2017-2021,2017,2021,Vestfold,Østlandet,2,874,False,15336.0,32.75,32.6,-0.15,15.05,10.72,-4.33,27.08,21.52,-5.56,2.54,2.59,0.05,5.06,7.19,2.13,6.22,7.62,1.4,3.53,4.06,0.53,3.52,4.11,0.59,3.12,6.31,3.19,1.13,3.28,2.15,-2.2,3.77,0.75,27202.0,10.211,1.1323,5.6614,16.1753,-5.5511,16.7671,19.5133,1.6989,30.7696,478000.0,0.6336,14.2393,38.0067,0,-1.03,3.45,-1.83,0.292933555948224,2013-2017→2017-2021
3903,Holmestrand,2017-2021,2017,2021,Vestfold,Østlandet,3,837,False,13464.0,28.3,26.95,-1.35,18.1,13.88,-4.22,27.15,21.89,-5.26,3.08,3.28,0.2,9.85,14.86,5.01,4.2,5.24,1.04,3.41,2.99,-0.42,2.53,3.04,0.51,1.83,4.09,2.26,1.56,3.79,2.23,0.79,8.3,4.23,23533.0,10.0662,6.2805,14.972,51.9271,4.5468,16.0201,18.013,1.4802,25.9538,519111.3573,2.284,10.8554,32.5309,1,-4.81,4.21,0.95,2.810637191799195,2013-2017→2017-2021
3905,Tønsberg,2017-2021,2017,2021,Vestfold,Østlandet,2,879,False,31230.0,27.28,26.2,-1.08,15.57,11.17,-4.4,29.9,25.36,-4.54,4.57,3.92,-0.65,6.74,10.17,3.43,5.63,6.66,1.03,4.1,4.63,0.53,2.97,4.56,1.59,1.83,4.32,2.49,1.4,3.0,1.6,-0.97,6.59,6.01,54408.0,10.9043,4.8118,17.3882,42.9349,7.8481,15.0456,20.4804,1.1681,33.8454,477945.0077,1.7273,9.1092,38.8923,1,-1.08,2.72,-0.57,1.3749494561432645,2013-2017→2017-2021
3907,Sandefjord,2017-2021,2017,2021,Vestfold,Østlandet,3,861,False,33989.0,25.91,25.02,-0.89,17.18,13.03,-4.15,33.3,27.54,-5.76,3.64,3.77,0.13,5.6,9.33,3.73,4.54,5.63,1.09,3.98,4.18,0.2,2.66,3.5,0.84,1.42,3.93,2.51,1.78,4.07,2.29,-0.42,4.62,5.39,62019.0,11.0352,3.7505,6.976,33.4414,3.7569,15.8145,19.1844,1.3648,27.3807,484457.7499,1.6217,9.9439,31.7751,1,-1.49,3.09,1.37,3.4740108342042553,2013-2017→2017-2021
