kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0,reform_2017_20,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
3443,Vestre Toten,2001-2005,2001,2005,Innlandet,Innlandet,3,789,False,7594.0,43.11,48.31,5.2,11.31,19.32,8.01,12.26,7.63,-4.63,9.77,4.21,-5.56,8.94,8.19,-0.75,9.74,6.67,-3.07,1.98,3.48,1.5,0.21,0.19,-0.02,0.36,0.59,0.23,2.32,1.42,-0.9,7.26,15.79,-2.5,13135.0,9.483,-4.4842,-3.9871,-8.2984,-1.5988,14.6707,21.6978,-0.4192,14.4734,,,,,0,-9.64,-0.3,4.1,-0.7739482888111189,1997-2001→2001-2005
3446,Gran,2001-2005,2001,2005,Innlandet,Innlandet,3,801,False,7560.0,33.07,40.1,7.03,12.71,21.55,8.84,14.64,9.49,-5.15,10.44,3.99,-6.45,11.8,12.08,0.28,11.23,6.97,-4.26,2.61,4.35,1.74,0.16,0.13,-0.03,0.45,0.41,-0.04,2.9,0.92,-1.98,9.12,15.73,0.61,13011.0,9.4736,-0.0077,3.806,9.3767,-8.9924,16.5706,20.0599,-0.7981,13.4481,,,,,0,-10.78,-2.09,5.07,-0.6398701706126273,1997-2001→2001-2005
3447,Søndre Land,2001-2005,2001,2005,Innlandet,Innlandet,4,692,False,3397.0,44.45,52.84,8.39,11.63,18.29,6.66,9.21,4.78,-4.43,7.57,2.39,-5.18,8.3,8.37,0.07,12.83,9.53,-3.3,2.47,2.87,0.4,0.24,0.09,-0.15,0.29,0.21,-0.08,3.0,0.63,-2.37,6.73,6.29,0.21,6100.0,8.716,-1.5082,-3.5789,-0.6557,-13.9344,17.3115,18.2623,-0.3008,13.2981,,,,,0,-11.26,-1.55,3.07,-1.1205323219051437,1997-2001→2001-2005
3448,Nordre Land,2001-2005,2001,2005,Innlandet,Innlandet,4,695,False,3871.0,44.2,51.86,7.66,8.6,14.13,5.53,8.34,5.18,-3.16,9.89,3.51,-6.38,10.8,11.21,0.41,13.05,9.21,-3.84,2.12,3.21,1.09,0.15,0.05,-0.1,0.21,0.51,0.3,2.63,1.13,-1.5,5.94,9.54,1.63,6909.0,8.8406,-0.8974,-2.6308,7.8159,-17.0792,17.7884,19.3516,-0.204,11.235,,,,,0,-11.53,-0.71,3.25,-1.0126398237927319,1997-2001→2001-2005
3449,Sør-Aurdal,2001-2005,2001,2005,Innlandet,Innlandet,5,581,False,1886.0,35.68,40.79,5.11,11.98,18.84,6.86,9.12,5.56,-3.56,15.43,5.82,-9.61,14.26,18.94,4.68,6.26,4.76,-1.5,5.3,4.34,-0.96,0.11,0.16,0.05,0.11,0.05,-0.06,1.75,0.74,-1.01,11.54,14.31,5.24,3367.0,8.1218,-3.0294,-8.2092,-11.286,-19.305,19.9584,18.2655,-1.8267,10.9131,,,,,0,-7.29,-5.11,1.38,-2.4912748493461336,1997-2001→2001-2005
3450,Etnedal,2001-2005,2001,2005,Innlandet,Innlandet,5,587,False,794.0,25.69,33.33,7.64,9.7,15.5,5.8,9.7,5.68,-4.02,18.77,6.07,-12.7,21.28,24.03,2.75,7.43,6.2,-1.23,4.66,7.62,2.96,0.13,0.13,0.0,0.13,0.65,0.52,2.52,0.78,-1.74,8.55,39.55,1.38,1418.0,7.257,-1.481,-6.9287,0.7052,-19.7461,20.3103,18.8293,1.5222,12.291,,,,,0,-5.13,-4.29,3.08,-0.09361405675811385,1997-2001→2001-2005
3451,Nord-Aurdal,2001-2005,2001,2005,Innlandet,Innlandet,4,686,False,3499.0,30.01,40.33,10.32,13.86,20.17,6.31,13.29,8.18,-5.11,10.92,4.56,-6.36,12.35,13.45,1.1,7.8,5.39,-2.41,9.29,6.66,-2.63,0.06,0.06,0.0,0.29,0.36,0.07,2.14,0.86,-1.28,7.41,26.52,-3.7,6541.0,8.7858,-1.5135,-1.6789,-4.5865,-9.4787,15.9609,20.2874,-0.6395,15.0066,,,,,0,-11.43,-8.71,4.82,-0.13108854794905245,1997-2001→2001-2005
3452,Vestre Slidre,2001-2005,2001,2005,Innlandet,Innlandet,5,583,False,1304.0,22.85,30.93,8.08,9.97,19.91,9.94,6.06,4.03,-2.03,7.52,3.04,-4.48,19.17,24.32,5.15,5.29,5.7,0.41,25.84,10.94,-14.9,0.08,0.23,0.15,0.08,0.15,0.07,3.14,0.76,-2.38,15.09,27.55,-1.35,2295.0,7.7385,-2.1786,-8.6656,-12.6362,-10.4575,16.732,21.0458,-0.2064,12.9512,,,,,0,-9.08,-17.11,0.5,-2.55541559500022,1997-2001→2001-2005
3453,Øystre Slidre,2001-2005,2001,2005,Innlandet,Innlandet,5,602,False,1664.0,22.6,29.48,6.88,10.52,20.38,9.86,12.2,6.72,-5.48,10.88,3.19,-7.69,19.23,22.31,3.08,9.07,6.77,-2.3,12.62,9.28,-3.34,0.06,0.17,0.11,0.54,0.46,-0.08,2.28,1.25,-1.03,12.94,29.45,-0.48,3075.0,8.0311,1.2683,0.842,14.9593,-1.9512,14.8293,20.813,-0.3784,15.1129,,,,,0,-5.23,-18.81,5.45,1.095183113107609,1997-2001→2001-2005
3454,Vang,2001-2005,2001,2005,Innlandet,Innlandet,6,541,False,880.0,19.55,26.45,6.9,9.32,19.34,10.02,11.14,5.14,-6.0,12.5,4.37,-8.13,27.16,30.93,3.77,7.5,6.56,-0.94,9.89,5.79,-4.1,0.11,0.22,0.11,0.8,0.11,-0.69,2.05,1.09,-0.96,13.79,42.34,3.69,1677.0,7.4248,-3.8163,-5.7276,-18.4854,-19.0817,18.4258,18.6643,-1.4388,13.1424,,,,,0,-6.04,-14.67,4.97,1.4988055748035811,1997-2001→2001-2005
3901,Horten,2001-2005,2001,2005,Vestfold,Østlandet,2,874,False,14141.0,25.03,36.18,11.15,15.98,26.19,10.21,24.38,14.18,-10.2,8.9,4.5,-4.4,1.86,2.24,0.38,14.74,10.0,-4.74,2.36,4.38,2.02,0.13,0.16,0.03,0.81,1.13,0.32,5.8,1.03,-4.77,10.59,2.94,-0.2,24049.0,10.0878,2.9897,7.9451,,,14.0131,20.5663,-0.3583,21.5675,,,,,0,-13.26,-1.64,6.81,-0.5212193459039671,1997-2001→2001-2005
3903,Holmestrand,2001-2005,2001,2005,Vestfold,Østlandet,3,837,False,11300.0,27.8,35.87,8.07,17.99,27.06,9.07,21.47,12.88,-8.59,10.04,4.82,-5.22,5.71,5.76,0.05,10.55,7.67,-2.88,2.44,4.28,1.84,0.25,0.18,-0.07,0.56,0.71,0.15,3.2,0.77,-2.43,9.12,12.52,-3.87,19832.0,9.8951,2.5716,7.4307,20.8249,5.3953,13.4379,20.6182,-0.1845,16.7295,,,,,1,-11.4,-3.07,7.14,0.482395505276763,1997-2001→2001-2005
3905,Tønsberg,2001-2005,2001,2005,Vestfold,Østlandet,2,879,False,25366.0,20.04,27.01,6.97,18.51,29.09,10.58,25.88,14.88,-11.0,12.38,7.07,-5.31,4.09,4.56,0.47,12.47,9.57,-2.9,3.01,5.44,2.43,0.26,0.18,-0.08,0.58,0.53,-0.05,2.79,1.68,-1.11,11.05,7.88,-1.39,43183.0,10.6732,3.3601,10.36,27.1635,3.5431,14.6076,22.0457,-0.4368,22.6529,,,,,1,-10.74,-2.87,7.3,-0.7398256339014351,1997-2001→2001-2005
3907,Sandefjord,2001-2005,2001,2005,Vestfold,Østlandet,3,861,False,30512.0,17.55,27.67,10.12,19.46,30.67,11.21,26.6,17.06,-9.54,11.49,6.47,-5.02,2.84,3.21,0.37,10.36,7.63,-2.73,2.8,5.09,2.29,0.42,0.3,-0.12,0.42,0.47,0.05,8.05,1.42,-6.63,11.58,5.85,-1.76,54176.0,10.9,4.0793,11.1032,36.8613,4.2085,13.7662,21.0093,-0.4101,18.4782,,,,,1,-12.65,-2.34,7.26,-0.627436805380194,1997-2001→2001-2005
3909,Larvik,2001-2005,2001,2005,Vestfold,Østlandet,3,842,False,24833.0,25.21,33.64,8.43,18.36,28.29,9.93,22.36,13.67,-8.69,12.16,6.73,-5.43,4.1,4.04,-0.06,10.5,7.05,-3.45,2.8,5.1,2.3,0.24,0.21,-0.03,0.43,0.53,0.1,3.84,0.74,-3.1,9.87,8.44,-2.63,43092.0,10.6711,1.0884,5.319,10.8373,0.2089,15.3393,20.3727,-0.1927,17.3561,,,,,1,-11.2,-2.04,7.18,0.2899946885800313,1997-2001→2001-2005
3911,Færder,2001-2005,2001,2005,Vestfold,Østlandet,3,846,False,14175.0,17.23,24.23,7.0,20.97,32.96,11.99,31.6,18.09,-13.51,9.02,4.85,-4.17,1.18,1.56,0.38,12.18,9.55,-2.63,3.77,5.7,1.93,0.56,0.43,-0.13,0.76,0.77,0.01,2.72,1.87,-0.85,12.37,1.84,-1.84,24282.0,10.0975,1.3261,7.8366,11.2429,2.3886,14.2575,18.4993,0.1223,25.6194,,,,,1,-11.56,-1.62,8.3,-0.20561511844119806,1997-2001→2001-2005
4001,Porsgrunn,2001-2005,2001,2005,Telemark,Østlandet,3,855,False,18628.0,31.66,41.38,9.72,19.06,23.99,4.93,16.39,11.15,-5.24,10.33,6.2,-4.13,1.29,2.16,0.87,15.04,9.33,-5.71,2.8,3.62,0.82,0.0,0.0,0.0,0.65,0.82,0.17,2.78,1.36,-1.42,5.8,1.68,0.09,33146.0,10.4087,0.7874,5.548,10.2275,-2.2325,15.5615,21.345,-0.6813,17.9107,,,,,0,-11.11,-1.9,4.58,-1.9292077419234275,1997-2001→2001-2005
4003,Skien,2001-2005,2001,2005,Telemark,Østlandet,3,849,False,27037.0,28.87,39.62,10.75,18.63,23.39,4.76,16.13,10.68,-5.45,12.87,8.3,-4.57,2.27,3.1,0.83,15.5,9.73,-5.77,2.75,3.5,0.75,0.0,0.0,0.0,0.69,0.69,0.0,2.29,0.99,-1.3,5.59,2.93,0.26,49740.0,10.8146,1.8818,4.878,16.8074,2.2718,14.811,21.3611,-0.6722,18.0223,,,,,0,-9.2,-2.24,5.24,-0.8573343027735882,1997-2001→2001-2005
4005,Notodden,2001-2005,2001,2005,Telemark,Østlandet,4,774,False,7050.0,32.33,43.39,11.06,19.43,18.55,-0.88,10.38,6.93,-3.45,13.67,8.24,-5.43,4.54,8.45,3.91,14.4,9.27,-5.13,2.03,2.94,0.91,0.0,0.0,0.0,1.35,1.42,0.07,1.87,0.81,-1.06,3.03,10.89,0.06,12256.0,9.4138,0.8404,1.4363,12.8916,-5.8747,19.0845,20.186,-1.2271,17.1514,,,,,0,-10.94,-3.04,3.39,-1.3486288295612163,1997-2001→2001-2005
4010,Siljan,2001-2005,2001,2005,Telemark,Østlandet,4,739,False,1296.0,31.17,39.39,8.22,13.43,19.44,6.01,12.04,7.02,-5.02,16.74,9.83,-6.91,5.02,8.06,3.04,15.12,9.61,-5.51,2.7,4.66,1.96,0.0,0.0,0.0,0.85,0.44,-0.41,2.93,1.55,-1.38,9.05,0.0,7.57,2318.0,7.7485,2.3296,4.1264,22.0017,2.5884,11.7774,18.7662,0.0691,14.8709,,,,,0,-11.72,-4.59,4.22,-1.3380478317283124,1997-2001→2001-2005
4012,Bamble,2001-2005,2001,2005,Telemark,Østlandet,3,786,False,7829.0,28.68,37.6,8.92,19.95,28.4,8.45,18.04,10.71,-7.33,13.4,7.78,-5.62,2.17,3.29,1.12,12.2,6.93,-5.27,2.04,3.4,1.36,0.0,0.0,0.0,0.92,0.91,-0.01,2.61,0.97,-1.64,9.57,4.18,2.94,14224.0,9.5627,-0.4921,0.9126,-15.6777,10.7565,10.8971,21.1684,0.2235,15.9931,,,,,0,-11.51,-3.01,5.7,-0.32025288797813367,1997-2001→2001-2005
4014,Kragerø,2001-2005,2001,2005,Telemark,Østlandet,4,755,False,6079.0,28.29,39.51,11.22,15.46,21.52,6.06,15.63,9.93,-5.7,14.84,7.45,-7.39,2.45,4.21,1.76,15.99,9.94,-6.05,3.59,4.83,1.24,0.0,0.0,0.0,1.17,1.36,0.19,2.58,1.26,-1.32,7.82,3.81,-0.53,10620.0,9.2705,-0.8569,-3.0032,2.7307,-11.1111,15.0942,20.6309,-0.1355,15.0332,,,,,0,-10.12,-3.37,5.95,0.9862900149826919,1997-2001→2001-2005
4016,Drangedal,2001-2005,2001,2005,Telemark,Østlandet,5,645,False,2434.0,33.57,42.25,8.68,13.93,18.57,4.64,8.63,4.95,-3.68,17.17,9.78,-7.39,7.6,11.0,3.4,11.71,7.69,-4.02,4.35,4.79,0.44,0.0,0.0,0.0,0.21,0.29,0.08,2.83,0.7,-2.13,8.04,11.45,-1.44,4200.0,8.3428,-1.3571,-2.997,-5.2381,-8.0952,18.5952,20.2857,-1.2165,10.4491,,,,,0,-5.84,-5.07,3.37,-0.4299845124605337,1997-2001→2001-2005
4018,Nome,2001-2005,2001,2005,Telemark,Østlandet,4,709,False,3771.0,28.08,39.48,11.4,17.32,21.1,3.78,13.63,7.98,-5.65,13.44,7.51,-5.93,8.86,11.96,3.1,14.03,8.11,-5.92,2.33,2.63,0.3,0.0,0.0,0.0,0.5,0.53,0.03,1.8,0.71,-1.09,6.88,13.28,17.59,6652.0,8.8027,-1.3079,-1.4412,-7.5165,-5.4119,17.5436,19.3325,-0.7424,15.1941,,,,,0,-9.58,-3.48,4.99,0.3865181916675535,1997-2001→2001-2005
4020,Midt-Telemark,2001-2005,2001,2005,Telemark,Østlandet,4,731,False,5209.0,23.79,33.31,9.52,16.57,18.88,2.31,12.09,7.57,-4.52,14.65,7.72,-6.93,10.75,14.99,4.24,14.94,10.41,-4.53,5.09,5.71,0.62,0.0,0.0,0.0,0.54,0.68,0.14,1.59,0.73,-0.86,6.55,16.67,-0.09,9467.0,9.1556,1.1091,4.2474,14.3657,-2.5351,15.3903,21.8654,-0.9419,20.396,,,,,1,-7.74,-5.3,4.82,-0.5870533385201755,1997-2001→2001-2005
4022,Seljord,2001-2005,2001,2005,Telemark,Østlandet,5,650,False,1716.0,19.7,26.94,7.24,15.21,21.09,5.88,14.39,8.92,-5.47,17.6,10.82,-6.78,14.69,16.61,1.92,12.0,8.12,-3.88,3.96,5.66,1.7,0.0,0.0,0.0,0.52,0.68,0.16,1.92,1.17,-0.75,7.8,22.01,-4.93,2935.0,7.9845,-0.5451,-5.6256,4.0886,-9.54,17.0017,20.1704,0.0589,15.41,,,,,0,-8.33,-4.76,6.65,2.664908292949003,1997-2001→2001-2005
4024,Hjartdal,2001-2005,2001,2005,Telemark,Østlandet,5,599,False,927.0,26.97,32.54,5.57,15.32,13.16,-2.16,7.12,4.56,-2.56,19.96,12.33,-7.63,16.18,30.67,14.49,9.71,3.11,-6.6,1.51,2.07,0.56,0.0,0.0,0.0,0.54,0.21,-0.33,2.7,1.35,-1.35,12.33,39.41,-4.5,1677.0,7.4248,-2.6237,-2.7976,-19.0817,-4.7704,19.0817,18.6643,0.4529,13.6796,,,,,0,-6.81,-7.73,3.51,-0.16904758749735826,1997-2001→2001-2005
4026,Tinn,2001-2005,2001,2005,Telemark,Østlandet,5,595,False,3667.0,33.08,45.6,12.52,17.34,18.33,0.99,14.37,6.97,-7.4,8.75,3.51,-5.24,7.72,13.25,5.53,14.07,8.75,-5.32,2.13,2.44,0.31,0.0,0.0,0.0,0.68,0.58,-0.1,1.85,0.58,-1.27,6.52,17.47,-9.86,6560.0,8.7887,-2.7439,-5.9136,-20.5793,-6.5549,18.3841,21.2195,-1.2838,14.4623,,,,,0,-11.36,-5.33,5.63,1.5090908772555043,1997-2001→2001-2005
4028,Kviteseid,2001-2005,2001,2005,Telemark,Østlandet,5,601,False,1444.0,23.96,31.84,7.88,12.6,15.04,2.44,9.49,6.1,-3.39,19.94,13.48,-6.46,18.14,21.42,3.28,10.39,5.74,-4.65,2.84,4.47,1.63,0.0,0.0,0.0,0.35,0.85,0.5,2.29,1.06,-1.23,5.72,28.61,8.12,2670.0,7.8898,-2.6966,-5.1825,-16.1049,-12.3596,17.9026,19.6255,0.1882,15.9926,,,,,0,-6.78,-3.74,1.88,-1.6777030807798345,1997-2001→2001-2005
4030,Nissedal,2001-2005,2001,2005,Telemark,Østlandet,6,543,False,857.0,26.6,32.89,6.29,12.95,17.82,4.87,9.68,6.34,-3.34,28.12,22.13,-5.99,10.5,11.24,0.74,8.17,4.78,-3.39,2.33,3.23,0.9,0.0,0.0,0.0,0.47,0.96,0.49,1.17,0.6,-0.57,5.61,18.54,-0.51,1463.0,7.2882,-3.7594,-5.3763,-17.7717,-19.1388,16.5414,19.959,-0.9874,13.5579,,,,,0,-6.22,-5.91,3.14,-0.8754553747982574,1997-2001→2001-2005
4032,Fyresdal,2001-2005,2001,2005,Telemark,Østlandet,6,491,False,738.0,34.01,40.11,6.1,10.57,17.41,6.84,5.42,3.3,-2.12,10.3,5.8,-4.5,23.31,20.84,-2.47,10.7,5.8,-4.9,1.9,5.01,3.11,0.0,0.0,0.0,0.27,0.13,-0.14,3.52,1.58,-1.94,4.37,25.43,-0.74,1348.0,7.2064,0.3709,-0.3682,17.8042,-14.095,17.4332,19.2878,-1.1731,16.6512,,,,,0,-6.57,-0.58,0.62,-2.7220517363640475,1997-2001→2001-2005
4034,Tokke,2001-2005,2001,2005,Telemark,Østlandet,6,533,False,1426.0,32.96,38.34,5.38,10.66,15.36,4.7,9.61,5.31,-4.3,13.88,8.31,-5.57,18.58,22.49,3.91,10.38,6.98,-3.4,1.68,2.37,0.69,0.0,0.0,0.0,0.28,0.42,0.14,1.96,0.42,-1.54,8.61,39.93,0.25,2487.0,7.8188,-0.965,-4.014,4.0209,-13.6711,19.7427,17.4507,-0.5384,12.6518,,,,,0,-7.34,-2.99,3.16,-0.10304451822557281,1997-2001→2001-2005
4036,Vinje,2001-2005,2001,2005,Telemark,Østlandet,6,550,False,2029.0,23.46,29.6,6.14,12.62,18.42,5.8,9.51,5.13,-4.38,13.9,6.4,-7.5,17.99,23.74,5.75,17.35,12.26,-5.09,2.96,3.22,0.26,0.0,0.0,0.0,0.59,0.54,-0.05,1.63,0.68,-0.95,11.55,20.77,-3.68,3832.0,8.2511,-1.9311,-6.2375,-8.0898,-11.7432,15.8664,20.5637,-0.9648,15.2403,,,,,0,-2.64,-5.0,2.71,-1.2353014482946745,1997-2001→2001-2005
4201,Risør,2001-2005,2001,2005,Agder,Agder,4,709,False,4005.0,25.67,33.98,8.31,14.18,21.22,7.04,20.07,12.44,-7.63,16.83,9.28,-7.55,2.95,4.87,1.92,11.91,9.36,-2.55,4.77,5.4,0.63,0.0,0.0,0.0,0.77,0.96,0.19,2.85,2.5,-0.35,8.96,23.85,-8.04,7041.0,8.8595,-1.8747,-1.6092,-5.9651,-11.362,16.8158,19.3722,-0.359,17.0736,,,,,0,-10.68,-3.47,8.98,3.55989569267523,1997-2001→2001-2005
4202,Grimstad,2001-2005,2001,2005,Agder,Agder,3,809,False,9615.0,14.5,22.21,7.71,18.49,28.03,9.54,22.72,13.35,-9.37,24.91,17.65,-7.26,3.48,3.92,0.44,9.34,7.09,-2.25,3.82,6.03,2.21,0.0,0.0,0.0,0.4,0.31,-0.09,2.34,1.4,-0.94,9.98,7.51,1.04,18052.0,9.801,4.6144,13.3417,25.3712,21.3273,11.0846,23.2717,0.2259,22.1837,,,,,0,-11.0,-4.97,8.32,0.3582159082474128,1997-2001→2001-2005
4203,Arendal,2001-2005,2001,2005,Agder,Agder,3,805,False,21587.0,21.22,32.66,11.44,18.55,25.37,6.82,22.44,13.56,-8.88,16.62,9.53,-7.09,2.01,2.94,0.93,12.43,8.57,-3.86,3.69,4.94,1.25,0.0,0.0,0.0,0.52,0.47,-0.05,2.52,1.95,-0.57,7.75,3.3,0.06,39547.0,10.5852,0.3262,2.4108,0.6827,3.3378,13.4726,21.7134,-0.127,20.9302,,,,,0,-11.43,-2.6,8.35,1.9630431812554452,1997-2001→2001-2005
4204,Kristiansand,2001-2005,2001,2005,Agder,Agder,3,832,False,47781.0,17.13,25.05,7.92,9.28,21.73,12.45,25.51,17.11,-8.4,24.08,17.59,-6.49,1.93,2.48,0.55,12.43,7.79,-4.64,3.54,5.52,1.98,0.32,0.34,0.02,0.45,0.47,0.02,5.34,1.92,-3.42,13.0,3.12,0.32,87711.0,11.3818,3.9425,11.2672,23.2012,16.7368,12.3964,22.7919,-0.3649,23.3446,,,,,1,-10.27,-1.82,10.31,2.6648406998417187,1997-2001→2001-2005
4205,Lindesnes,2001-2005,2001,2005,Agder,Agder,4,733,False,10976.0,15.82,23.51,7.69,12.49,25.6,13.11,23.46,14.03,-9.43,24.26,16.35,-7.91,5.73,6.22,0.49,9.77,6.17,-3.6,4.31,6.44,2.13,0.13,0.13,0.0,0.46,0.2,-0.26,3.57,1.33,-2.24,13.6,8.42,-1.4,19962.0,9.9016,3.5017,6.2371,25.0476,9.468,14.6228,20.9949,-0.9013,17.2292,,,,,1,-8.96,-4.47,9.47,3.064389857827278,1997-2001→2001-2005
4206,Farsund,2001-2005,2001,2005,Agder,Agder,4,686,False,5088.0,14.35,19.94,5.59,15.59,37.7,22.11,28.18,11.52,-16.66,21.95,14.81,-7.14,3.48,4.64,1.16,7.78,5.05,-2.73,3.09,4.39,1.3,0.1,0.06,-0.04,0.31,0.23,-0.08,5.17,1.66,-3.51,23.27,5.55,0.45,9625.0,9.1721,-1.5169,2.6088,-15.7922,-0.4156,14.1714,21.974,-0.1299,15.3633,,,,,0,-7.92,-4.35,13.7,7.641570130415397,1997-2001→2001-2005
4207,Flekkefjord,2001-2005,2001,2005,Agder,Agder,4,689,False,4842.0,17.97,23.6,5.63,11.65,24.1,12.45,21.93,13.93,-8.0,25.82,17.37,-8.45,4.42,5.54,1.12,7.13,5.16,-1.97,4.5,8.21,3.71,0.08,0.06,-0.02,0.27,0.2,-0.07,6.24,1.84,-4.4,13.57,8.65,0.43,8866.0,9.09,0.1353,0.6462,3.6093,-2.143,16.49,19.885,-0.6643,16.4625,,,,,0,-8.34,-4.41,7.55,1.8084143550028804,1997-2001→2001-2005
4211,Gjerstad,2001-2005,2001,2005,Agder,Agder,5,661,False,1351.0,25.68,35.34,9.66,11.99,20.65,8.66,21.39,11.33,-10.06,17.62,10.25,-7.37,7.77,9.03,1.26,9.7,8.17,-1.53,3.26,3.15,-0.11,0.0,0.0,0.0,0.22,0.36,0.14,2.37,1.72,-0.65,9.92,35.11,-13.23,2493.0,7.8212,0.2808,-1.9223,10.4292,-9.2258,15.2026,21.6205,-0.4026,9.98,,,,,0,-11.26,-4.64,11.93,7.447773609006938,1997-2001→2001-2005
4212,Vegårshei,2001-2005,2001,2005,Agder,Agder,5,653,False,1098.0,26.14,34.37,8.23,11.93,17.63,5.7,16.03,9.21,-6.82,29.23,20.9,-8.33,5.83,8.15,2.32,7.01,4.16,-2.85,2.46,3.81,1.35,0.0,0.0,0.0,0.18,0.0,-0.18,1.18,1.77,0.59,8.02,9.89,-0.43,1838.0,7.5164,0.8705,-0.4296,11.9695,-3.2644,16.8118,19.4777,-0.253,14.4774,,,,,0,-8.24,-5.57,4.98,-0.04202468366293921,1997-2001→2001-2005
4213,Tvedestrand,2001-2005,2001,2005,Agder,Agder,4,729,False,3274.0,21.23,28.16,6.93,15.46,23.6,8.14,22.05,12.03,-10.02,18.66,10.56,-8.1,5.1,5.33,0.23,11.06,10.0,-1.06,4.12,7.74,3.62,0.0,0.0,0.0,0.34,0.56,0.22,1.99,2.03,0.04,8.37,12.99,-3.69,5935.0,8.6886,-0.7751,0.1701,-0.5055,-8.2561,15.4339,19.5451,-0.1851,17.1604,,,,,0,-9.13,-3.85,7.61,1.6868514955056018,1997-2001→2001-2005
4214,Froland,2001-2005,2001,2005,Agder,Agder,4,726,False,2395.0,19.5,29.02,9.52,22.34,30.24,7.9,11.19,5.94,-5.25,26.14,15.41,-10.73,6.05,8.53,2.48,9.06,4.88,-4.18,3.38,4.05,0.67,0.0,0.0,0.0,0.17,0.28,0.11,2.17,1.65,-0.52,10.38,11.69,16.77,4546.0,8.422,2.7717,8.0981,16.498,10.7787,11.3066,22.6133,-0.4762,11.6647,,,,,0,-10.45,-5.95,5.0,-0.8814270602246923,1997-2001→2001-2005
4215,Lillesand,2001-2005,2001,2005,Agder,Agder,3,788,False,4935.0,15.95,23.53,7.58,13.25,25.44,12.19,25.27,17.48,-7.79,19.7,11.96,-7.74,3.1,4.04,0.94,13.45,8.64,-4.81,6.08,7.35,1.27,0.0,0.0,0.0,0.53,0.44,-0.09,2.67,1.12,-1.55,13.13,5.38,-0.06,8888.0,9.0925,1.7439,6.9165,9.901,7.7633,12.1175,21.6134,-0.2409,20.8763,,,,,0,-9.75,-2.12,7.01,-0.49895319981483066,1997-2001→2001-2005
4216,Birkenes,2001-2005,2001,2005,Agder,Agder,4,705,False,2380.0,17.14,22.51,5.37,13.07,23.02,9.95,18.4,13.45,-4.95,29.66,19.8,-9.86,6.89,8.48,1.59,6.97,5.35,-1.62,4.37,5.35,0.98,0.0,0.0,0.0,0.42,0.5,0.08,3.07,1.55,-1.52,11.54,17.41,-5.23,4346.0,8.377,-0.1381,5.7505,-10.3543,10.5844,11.4358,22.2964,-0.422,15.4173,,,,,0,-6.78,-6.74,3.45,-3.3838065207919126,1997-2001→2001-2005
4217,Åmli,2001-2005,2001,2005,Agder,Agder,5,591,False,1062.0,30.41,38.71,8.3,12.52,19.21,6.69,9.6,5.6,-4.0,15.73,7.92,-7.81,14.6,16.22,1.62,13.09,7.92,-5.17,1.22,3.09,1.87,0.0,0.0,0.0,0.47,0.58,0.11,2.35,0.77,-1.58,8.31,21.22,6.19,1854.0,7.5251,-2.8587,-5.8054,-2.6969,-28.5868,16.8285,19.2557,-0.6708,14.5322,,,,,0,-7.78,-5.71,4.84,1.4526615923518778,1997-2001→2001-2005
4218,Iveland,2001-2005,2001,2005,Agder,Agder,5,624,False,638.0,13.95,17.72,3.77,13.17,27.48,14.31,13.32,7.66,-5.66,33.54,22.97,-10.57,10.5,12.01,1.51,5.33,2.55,-2.78,4.39,7.21,2.82,0.0,0.0,0.0,0.47,0.6,0.13,5.33,1.8,-3.53,15.82,26.51,3.53,1134.0,7.0335,1.7637,3.4978,21.164,-8.8183,11.1993,19.1358,-1.1473,9.2941,,,,,0,-6.93,-7.08,5.78,1.1987790651603598,1997-2001→2001-2005
4219,Evje og Hornnes,2001-2005,2001,2005,Agder,Agder,4,691,False,1725.0,20.0,30.97,10.97,10.67,22.6,11.93,17.04,7.19,-9.85,28.58,19.16,-9.42,6.84,8.7,1.86,9.39,5.37,-4.02,3.19,4.29,1.1,0.0,0.0,0.0,0.35,0.43,0.08,3.94,1.29,-2.65,13.79,12.77,-3.16,3359.0,8.1194,-1.6076,-1.4903,-11.6106,-3.8702,14.9747,21.167,0.0026,15.322,,,,,0,-13.65,-4.75,6.78,1.562124973118717,1997-2001→2001-2005
