kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst
1832,Hemnes,1987-1991,1987,1991,Nordland,Nord-Norge,5,567,False,False,2649.0,43.04,38.89,-4.15,0.0,0.0,0.0,19.33,11.41,-7.92,4.3,3.8,-0.5,10.12,15.96,5.84,14.19,15.36,1.17,3.4,2.79,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,5.62,11.78,6.16,4854.0,8.4876,-0.2472,
1833,Rana - Raane,1987-1991,1987,1991,Nordland,Nord-Norge,4,713,False,False,11236.0,46.96,43.04,-3.92,7.2,3.8,-3.4,13.73,11.29,-2.44,3.65,3.34,-0.31,2.92,8.68,5.76,18.87,25.42,6.55,3.09,2.3,-0.79,0.0,0.0,0.0,2.06,2.12,0.06,1.52,0.0,-1.52,25128.0,10.1317,-1.9381,
1834,Lurøy,1987-1991,1987,1991,Nordland,Nord-Norge,6,362,False,False,1231.0,39.89,31.32,-8.57,4.96,3.6,-1.36,14.87,12.1,-2.77,7.64,6.95,-0.69,16.41,31.64,15.23,7.23,10.47,3.24,4.55,3.92,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,-4.47,2405.0,7.7853,-6.4449,
1835,Træna,1987-1991,1987,1991,Nordland,Nord-Norge,6,323,False,False,295.0,33.9,33.22,-0.68,0.0,0.0,0.0,21.69,22.03,0.34,18.64,18.31,-0.33,25.76,26.44,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,6.2766,-5.4511,
1836,Rødøy,1987-1991,1987,1991,Nordland,Nord-Norge,6,338,False,False,999.0,24.72,21.59,-3.13,0.0,0.0,0.0,9.51,6.36,-3.15,8.51,8.07,-0.44,11.31,23.18,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95,40.8,-5.15,1808.0,7.5,-4.5907,
1837,Meløy,1987-1991,1987,1991,Nordland,Nord-Norge,6,488,False,False,3663.0,38.41,30.66,-7.75,0.0,0.0,0.0,37.21,27.95,-9.26,8.9,10.28,1.38,4.56,11.62,7.06,7.15,15.14,7.99,3.77,4.37,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6959.0,8.8478,1.7675,
1838,Gildeskål,1987-1991,1987,1991,Nordland,Nord-Norge,6,478,False,False,1405.0,49.32,31.46,-17.86,0.0,0.0,0.0,27.19,24.18,-3.01,9.4,11.3,1.9,8.68,15.01,6.33,0.0,9.78,9.78,5.41,8.26,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673.0,7.891,-3.8159,
1839,Beiarn,1987-1991,1987,1991,Nordland,Nord-Norge,6,448,False,False,883.0,49.6,40.95,-8.65,0.0,0.0,0.0,11.89,12.44,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.51,46.61,8.1,1542.0,7.3408,-3.5019,
1840,Saltdal,1987-1991,1987,1991,Nordland,Nord-Norge,5,603,False,False,2526.0,42.64,40.46,-2.18,0.0,3.46,3.46,15.76,9.52,-6.24,4.63,3.7,-0.93,6.61,8.64,2.03,8.04,11.79,3.75,4.63,2.99,-1.64,0.0,0.0,0.0,6.69,5.06,-1.63,11.01,14.38,3.37,5228.0,8.5618,-1.2433,
1841,Fauske - Fuossko,1987-1991,1987,1991,Nordland,Nord-Norge,4,679,False,False,5131.0,52.78,35.89,-16.89,5.77,8.05,2.28,19.27,20.8,1.53,2.44,2.33,-0.11,2.86,6.19,3.33,9.98,16.31,6.33,5.34,9.08,3.74,0.0,0.0,0.0,1.56,1.34,-0.22,0.0,0.0,0.0,10063.0,9.2166,-0.6261,
1845,Sørfold - Fuolldá,1987-1991,1987,1991,Nordland,Nord-Norge,6,547,False,False,1445.0,43.88,45.24,1.36,0.0,0.0,0.0,9.97,9.81,-0.16,6.09,5.42,-0.67,20.76,25.4,4.64,9.2,14.13,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,-10.1,2977.0,7.9987,-5.0722,
1848,Steigen,1987-1991,1987,1991,Nordland,Nord-Norge,6,403,False,False,1609.0,32.44,28.68,-3.76,3.11,1.19,-1.92,16.59,13.32,-3.27,7.83,6.86,-0.97,28.28,28.02,-0.26,7.02,7.19,0.17,4.72,3.89,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,10.88,3449.0,8.1458,-5.3349,
1851,Lødingen,1987-1991,1987,1991,Nordland,Nord-Norge,6,537,False,False,1562.0,33.93,28.12,-5.81,0.0,0.0,0.0,42.89,31.29,-11.6,3.07,0.0,-3.07,5.83,11.49,5.66,7.68,18.53,10.85,6.59,10.57,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,7.9851,-4.6987,
1853,Evenes - Evenássi,1987-1991,1987,1991,Nordland,Nord-Norge,6,528,False,False,945.0,44.34,35.41,-8.93,0.0,0.0,0.0,18.2,15.88,-2.32,8.25,0.0,-8.25,16.61,26.24,9.63,7.2,9.29,2.09,5.4,7.41,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,5.76,1792.0,7.4911,-4.7991,
1856,Røst,1987-1991,1987,1991,Nordland,Nord-Norge,6,366,False,False,386.0,43.78,35.41,-8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.16,48.16,0.0,0.0,0.0,0.0,0.0,0.0,56.22,16.43,-39.79,700.0,6.5511,-11.2857,
1857,Værøy,1987-1991,1987,1991,Nordland,Nord-Norge,6,370,False,False,415.0,55.42,38.93,-16.49,0.0,0.0,0.0,25.06,30.28,5.22,0.0,15.01,15.01,0.0,0.0,0.0,0.0,15.78,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52,0.0,-19.52,935.0,6.8405,-6.631,
1859,Flakstad,1987-1991,1987,1991,Nordland,Nord-Norge,6,522,False,False,830.0,34.34,31.3,-3.04,0.0,3.65,3.65,19.52,0.0,-19.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.14,56.15,10.01,1663.0,7.4164,-2.706,
1860,Vestvågøy,1987-1991,1987,1991,Nordland,Nord-Norge,5,631,False,False,4919.0,27.3,19.57,-7.73,6.08,5.56,-0.52,19.84,14.77,-5.07,12.18,10.8,-1.38,11.1,26.58,15.48,5.27,10.43,5.16,1.99,1.53,-0.46,0.0,0.0,0.0,1.26,0.88,-0.38,14.98,9.88,-5.1,10690.0,9.2771,-1.1319,
1865,Vågan,1987-1991,1987,1991,Nordland,Nord-Norge,5,650,False,False,3896.0,40.86,41.23,0.37,7.57,2.9,-4.67,25.51,17.84,-7.67,3.36,3.74,0.38,5.78,9.95,4.17,8.52,15.83,7.31,5.18,3.84,-1.34,0.0,0.0,0.0,3.21,4.66,1.45,0.0,0.0,0.0,9440.0,9.1527,-1.0381,
1866,Hadsel,1987-1991,1987,1991,Nordland,Nord-Norge,5,605,False,False,3851.0,34.69,33.78,-0.91,9.01,4.61,-4.4,20.62,18.47,-2.15,5.3,5.35,0.05,7.48,14.57,7.09,11.69,16.35,4.66,7.89,4.56,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.32,2.31,-1.01,8709.0,9.0721,-1.1597,
1867,Bø,1987-1991,1987,1991,Nordland,Nord-Norge,6,497,False,False,2070.0,25.22,23.67,-1.55,0.0,2.79,2.79,14.59,13.31,-1.28,7.83,7.87,0.04,1.98,8.89,6.91,7.34,10.82,3.48,7.25,5.94,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,35.8,26.71,-9.09,4042.0,8.3045,-6.9025,
1868,Øksnes,1987-1991,1987,1991,Nordland,Nord-Norge,5,584,False,False,2118.0,29.7,27.83,-1.87,8.83,6.55,-2.28,26.25,19.93,-6.32,13.6,9.54,-4.06,6.47,12.86,6.39,10.95,15.01,4.06,4.2,2.48,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5012.0,8.5196,-3.8707,
1870,Sortland - Suortá,1987-1991,1987,1991,Nordland,Nord-Norge,4,670,False,False,3877.0,36.03,34.33,-1.7,9.03,5.32,-3.71,26.52,21.61,-4.91,5.62,6.06,0.44,5.29,13.06,7.77,10.55,13.63,3.08,5.47,3.87,-1.6,0.0,0.0,0.0,1.5,2.11,0.61,0.0,0.0,0.0,8188.0,9.0104,1.7953,
1871,Andøy,1987-1991,1987,1991,Nordland,Nord-Norge,6,517,False,False,3573.0,34.26,26.2,-8.06,0.0,3.8,3.8,35.18,34.55,-0.63,4.65,0.0,-4.65,7.11,15.84,8.73,8.79,10.1,1.31,8.59,9.52,0.93,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,-1.43,6754.0,8.8179,-3.9532,
1874,Moskenes,1987-1991,1987,1991,Nordland,Nord-Norge,6,442,False,False,698.0,46.42,24.89,-21.53,0.0,2.11,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,19.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.58,53.87,0.29,1512.0,7.3212,-4.4974,
1875,Hábmer - Hamarøy,1987-1991,1987,1991,Nordland,Nord-Norge,6,405,True,True,1995.14,39.57,33.73,-5.84,0.0,1.67,1.67,13.48,9.48,-4.0,8.41,1.78,-6.63,11.28,16.21,4.93,8.96,10.55,1.59,6.66,0.0,-6.66,0.0,0.0,0.0,0.0,0.0,0.0,11.64,26.58,14.94,3929.0,8.2761,-4.6577,
3101,Halden,1987-1991,1987,1991,Østfold,Østlandet,3,842,False,False,14827.0,47.53,40.08,-7.45,9.29,6.84,-2.45,13.83,12.32,-1.51,10.49,11.17,0.68,5.22,9.64,4.42,4.59,12.36,7.77,1.73,1.44,-0.29,0.0,5.11,5.11,1.19,1.04,-0.15,6.11,0.0,-6.11,25807.0,10.1584,0.1744,
3103,Moss,1987-1991,1987,1991,Østfold,Østlandet,2,900,False,True,19120.0,38.11,34.59,-3.52,12.78,9.3,-3.48,30.96,29.42,-1.54,4.26,5.13,0.87,2.38,3.4,1.02,5.5,12.75,7.25,4.05,3.11,-0.94,0.0,0.82,0.82,1.64,1.48,-0.16,0.33,0.0,-0.33,36260.0,10.4985,1.4506,
3105,Sarpsborg,1987-1991,1987,1991,Østfold,Østlandet,2,877,False,False,24607.0,53.27,45.09,-8.18,7.09,6.93,-0.16,18.22,15.58,-2.64,8.72,9.02,0.3,4.38,8.09,3.71,3.72,12.56,8.84,2.8,2.12,-0.68,0.0,0.0,0.0,0.35,0.61,0.26,1.45,0.0,-1.45,46499.0,10.7472,0.2344,
3107,Fredrikstad,1987-1991,1987,1991,Østfold,Østlandet,2,870,False,False,35522.0,47.45,36.84,-10.61,5.28,5.45,0.17,23.97,18.56,-5.41,7.99,8.54,0.55,3.36,5.82,2.46,5.17,15.11,9.94,3.89,4.0,0.11,0.0,0.21,0.21,0.35,0.25,-0.1,2.54,5.23,2.69,63991.0,11.0665,1.0314,
3110,Hvaler,1987-1991,1987,1991,Østfold,Østlandet,4,723,False,False,1560.0,37.95,33.03,-4.92,0.0,7.27,7.27,34.74,33.15,-1.59,13.46,7.64,-5.82,3.59,0.0,-3.59,10.26,12.85,2.59,0.0,4.97,4.97,0.0,0.0,0.0,0.0,1.09,1.09,0.0,0.0,0.0,2968.0,7.9956,8.558,
3112,Råde,1987-1991,1987,1991,Østfold,Østlandet,3,836,False,False,3166.0,36.36,34.77,-1.59,20.03,13.0,-7.03,17.31,16.27,-1.04,13.42,13.33,-0.09,12.89,22.63,9.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5864.0,8.6766,2.3192,
3114,Våler (Østfold),1987-1991,1987,1991,Østfold,Østlandet,3,824,False,False,1884.0,25.21,20.94,-4.27,11.46,8.62,-2.84,30.68,29.11,-1.57,10.4,8.83,-1.57,16.08,22.9,6.82,6.16,0.0,-6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.6,3742.0,8.2274,9.3533,
3116,Skiptvet,1987-1991,1987,1991,Østfold,Østlandet,3,792,False,False,1581.0,36.56,26.43,-10.13,11.76,7.45,-4.31,11.51,10.81,-0.7,13.41,18.0,4.59,21.51,37.31,15.8,0.0,0.0,0.0,5.25,0.0,-5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,8.052,-0.3822,
3118,Indre Østfold,1987-1991,1987,1991,Østfold,Østlandet,3,858,False,True,18188.0,37.19,25.05,-12.14,4.21,5.45,1.24,23.44,20.44,-3.0,10.39,10.94,0.55,16.85,22.49,5.64,2.79,12.32,9.53,4.96,2.83,-2.13,0.0,0.0,0.0,0.16,0.47,0.31,0.0,0.0,0.0,34681.0,10.4539,1.6868,
3120,Rakkestad,1987-1991,1987,1991,Østfold,Østlandet,3,785,False,False,3974.0,30.72,23.88,-6.84,6.77,3.94,-2.83,10.12,9.45,-0.67,18.09,17.93,-0.16,28.66,33.21,4.55,0.0,5.37,5.37,4.23,6.22,1.99,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,-1.41,7139.0,8.8733,0.3082,
3122,Marker,1987-1991,1987,1991,Østfold,Østlandet,4,732,False,False,2075.0,43.81,35.34,-8.47,0.0,0.0,0.0,12.67,8.89,-3.78,18.12,18.13,0.01,25.4,35.18,9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,2.47,0.0,0.0,0.0,0.0,0.0,0.0,3435.0,8.1418,0.0,
3124,Aremark,1987-1991,1987,1991,Østfold,Østlandet,5,662,False,False,904.0,42.7,34.6,-8.1,0.0,0.0,0.0,13.61,0.0,-13.61,18.03,0.0,-18.03,25.66,0.0,-25.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,12.69,0.0,0.0,0.0,0.0,52.71,52.71,1509.0,7.3192,-1.3917,
3201,Bærum,1987-1991,1987,1991,Akershus,Oslo/Akershus,1,966,False,False,49793.0,18.19,16.99,-1.2,17.29,9.95,-7.34,43.55,46.92,3.37,3.27,3.95,0.68,1.44,3.5,2.06,5.17,9.97,4.8,3.44,4.66,1.22,0.0,1.39,1.39,1.76,2.14,0.38,5.9,0.52,-5.38,86541.0,11.3684,4.666,
3203,Asker,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,910,False,True,34418.0,26.42,23.01,-3.41,17.25,10.46,-6.79,35.0,37.66,2.66,3.88,4.46,0.58,3.01,5.78,2.77,5.18,10.08,4.9,5.65,4.71,-0.94,0.0,0.0,0.0,1.5,1.59,0.09,2.11,2.26,0.15,61322.0,11.0239,4.9036,
3205,Lillestrøm,1987-1991,1987,1991,Akershus,Oslo/Akershus,1,940,False,True,28605.0,43.44,38.63,-4.81,11.41,6.72,-4.69,25.86,24.99,-0.87,4.16,4.49,0.33,5.01,8.66,3.65,5.66,14.05,8.39,3.44,1.87,-1.57,0.0,0.0,0.0,0.56,0.59,0.03,0.47,0.0,-0.47,51589.0,10.8511,4.7801,
3207,Nordre Follo,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,923,False,True,21779.0,27.16,26.2,-0.96,16.46,9.51,-6.95,37.97,36.51,-1.46,4.72,5.5,0.78,2.11,5.17,3.06,6.73,12.6,5.87,3.47,3.76,0.29,0.0,0.0,0.0,0.85,0.75,-0.1,0.55,0.0,-0.55,41089.0,10.6235,4.7726,
3209,Ullensaker,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,920,False,False,9305.0,39.22,36.04,-3.18,17.86,10.69,-7.17,23.87,23.38,-0.49,3.78,4.12,0.34,7.87,12.47,4.6,3.28,9.77,6.49,3.59,2.94,-0.65,0.0,0.0,0.0,0.54,0.59,0.05,0.0,0.0,0.0,17671.0,9.7797,2.5183,
3212,Nesodden,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,850,False,False,6385.0,25.01,24.77,-0.24,15.52,7.54,-7.98,32.17,25.9,-6.27,4.59,6.61,2.02,2.0,3.27,1.27,11.82,22.61,10.79,5.5,4.2,-1.3,0.0,2.59,2.59,3.12,2.51,-0.61,0.27,0.0,-0.27,11998.0,9.3925,10.2017,
3214,Frogn,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,891,False,False,5451.0,33.35,30.58,-2.77,14.27,8.75,-5.52,26.86,27.31,0.45,2.83,3.99,1.16,7.08,7.64,0.56,5.69,9.93,4.24,9.92,11.81,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740.0,9.184,5.7187,
3216,Vestby,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,877,False,False,5437.0,34.27,26.86,-7.41,18.12,9.9,-8.22,26.69,29.66,2.97,3.29,3.84,0.55,7.61,11.96,4.35,5.24,14.11,8.87,3.95,2.59,-1.36,0.0,0.0,0.0,0.83,1.08,0.25,0.0,0.0,0.0,11220.0,9.3255,-0.0267,
3218,Ås,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,895,False,False,6371.0,27.22,24.48,-2.74,11.03,6.22,-4.81,27.63,25.87,-1.76,5.05,4.92,-0.13,13.07,19.72,6.65,7.11,12.54,5.43,6.04,4.75,-1.29,0.0,0.0,0.0,2.21,1.52,-0.69,0.63,0.0,-0.63,11403.0,9.3416,4.6654,
3220,Enebakk,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,827,False,False,3832.0,34.63,30.92,-3.71,19.1,11.49,-7.61,22.03,23.17,1.14,6.45,7.93,1.48,7.52,13.86,6.34,4.93,12.63,7.7,5.35,0.0,-5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7729.0,8.9527,4.1532,
3222,Lørenskog,1987-1991,1987,1991,Akershus,Oslo/Akershus,1,978,False,False,13034.0,41.08,37.78,-3.3,16.42,7.93,-8.49,23.34,25.75,2.41,3.63,4.06,0.43,1.93,4.9,2.97,6.39,14.77,8.38,5.58,3.67,-1.91,0.0,0.0,0.0,1.14,1.14,0.0,0.5,0.0,-0.5,24364.0,10.1009,9.0133,
3224,Rælingen,1987-1991,1987,1991,Akershus,Oslo/Akershus,1,948,False,False,7128.0,46.21,31.95,-14.26,14.55,6.28,-8.27,24.1,26.1,2.0,3.96,4.83,0.87,2.68,5.3,2.62,5.5,14.54,9.04,2.23,1.79,-0.44,0.0,0.0,0.0,0.77,0.72,-0.05,0.0,8.49,8.49,13514.0,9.5115,2.3827,
3226,Aurskog-Høland,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,797,False,True,7407.0,54.68,42.28,-12.4,0.0,0.0,0.0,15.3,14.29,-1.01,10.27,10.61,0.34,14.76,22.96,8.2,3.08,9.86,6.78,1.92,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13230.0,9.4902,-0.0907,
3228,Nes,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,826,False,False,8353.0,44.12,38.96,-5.16,6.55,3.0,-3.55,9.16,9.81,0.65,3.8,4.91,1.11,8.79,18.93,10.14,3.81,10.28,6.47,0.0,1.72,1.72,0.0,0.0,0.0,0.0,0.0,0.0,23.79,12.38,-11.41,15132.0,9.6246,3.6611,
3230,Gjerdrum,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,880,False,False,1994.0,40.42,36.94,-3.48,0.0,7.87,7.87,32.55,24.77,-7.78,8.98,8.74,-0.24,18.05,21.68,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,8.1826,5.0866,
3232,Nittedal,1987-1991,1987,1991,Akershus,Oslo/Akershus,2,886,False,False,8213.0,35.94,32.01,-3.93,15.8,11.92,-3.88,31.52,28.2,-3.32,2.86,3.62,0.76,2.78,5.78,3.0,5.14,13.16,8.02,4.72,4.64,-0.08,0.0,0.0,0.0,0.46,0.66,0.2,0.77,0.0,-0.77,15411.0,9.6428,4.8926,
3234,Lunner,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,785,False,False,4119.0,48.48,37.05,-11.43,10.92,4.92,-6.0,14.32,16.19,1.87,5.22,5.52,0.3,10.46,17.21,6.75,6.97,15.76,8.79,3.01,3.35,0.34,0.0,0.0,0.0,0.61,0.0,-0.61,0.0,0.0,0.0,7676.0,8.9459,3.9083,
3236,Jevnaker,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,793,False,False,3072.0,54.0,47.13,-6.87,0.0,5.11,5.11,22.75,15.03,-7.72,4.07,4.1,0.03,5.7,8.71,3.01,11.78,19.92,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,-1.69,5735.0,8.6543,1.7611,
3238,Nannestad,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,834,False,False,4055.0,50.73,42.45,-8.28,0.0,7.33,7.33,20.25,13.65,-6.6,7.84,6.56,-1.28,12.73,15.13,2.4,3.97,11.49,7.52,4.49,3.4,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7858.0,8.9693,0.9544,
3240,Eidsvoll,1987-1991,1987,1991,Akershus,Oslo/Akershus,3,851,False,False,8858.0,43.55,46.49,2.94,10.77,6.17,-4.6,15.55,13.18,-2.37,4.46,4.57,0.11,7.83,12.05,4.22,4.06,11.06,7.0,3.14,2.19,-0.95,0.0,0.0,0.0,0.0,0.27,0.27,10.63,4.01,-6.62,15967.0,9.6783,4.265,
3242,Hurdal,1987-1991,1987,1991,Akershus,Oslo/Akershus,4,736,False,False,1447.0,49.48,45.86,-3.62,0.0,4.07,4.07,13.82,12.07,-1.75,12.99,12.86,-0.13,8.64,14.79,6.15,0.0,0.0,0.0,15.07,10.36,-4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503.0,7.8252,1.4782,
3301,Drammen,1987-1991,1987,1991,Buskerud,Østlandet,2,912,False,True,42588.0,39.42,36.51,-2.91,19.49,9.46,-10.03,27.48,28.61,1.13,4.82,5.44,0.62,1.46,2.73,1.27,3.79,10.4,6.61,0.0,1.38,1.38,0.0,0.0,0.0,0.56,0.57,0.01,2.98,4.9,1.92,75325.0,11.2296,1.8414,
3303,Kongsberg,1987-1991,1987,1991,Buskerud,Østlandet,3,848,False,False,11715.0,39.68,34.63,-5.05,13.94,8.01,-5.93,21.94,22.44,0.5,3.78,4.24,0.46,5.62,10.05,4.43,5.82,12.37,6.55,7.41,6.45,-0.96,0.0,0.0,0.0,1.43,1.8,0.37,0.38,0.0,-0.38,21205.0,9.962,-0.1698,
3305,Ringerike,1987-1991,1987,1991,Buskerud,Østlandet,3,838,False,False,15115.0,48.99,41.83,-7.16,13.25,8.61,-4.64,20.7,19.0,-1.7,3.88,4.04,0.16,4.66,9.27,4.61,5.44,14.92,9.48,2.51,2.33,-0.18,0.0,0.0,0.0,0.58,0.0,-0.58,0.0,0.0,0.0,26784.0,10.1956,2.1729,
3310,Hole,1987-1991,1987,1991,Buskerud,Østlandet,3,832,False,False,2346.0,33.55,27.09,-6.46,0.0,6.09,6.09,40.96,33.1,-7.86,4.65,6.13,1.48,13.3,15.08,1.78,4.73,9.24,4.51,2.81,3.27,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4270.0,8.3594,6.1124,
3312,Lier,1987-1991,1987,1991,Buskerud,Østlandet,2,887,False,False,10246.0,36.82,31.65,-5.17,13.75,7.73,-6.02,29.83,31.31,1.48,3.32,3.98,0.66,9.2,13.12,3.92,4.23,9.73,5.5,2.4,2.49,0.09,0.0,0.0,0.0,0.45,0.0,-0.45,0.0,0.0,0.0,18449.0,9.8228,2.8782,
3314,Øvre Eiker,1987-1991,1987,1991,Buskerud,Østlandet,3,848,False,False,7711.0,43.55,37.88,-5.67,12.28,5.77,-6.51,21.94,21.74,-0.2,4.66,5.09,0.43,10.65,17.02,6.37,4.47,10.35,5.88,2.45,1.66,-0.79,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,14291.0,9.5674,3.4147,
3316,Modum,1987-1991,1987,1991,Buskerud,Østlandet,3,812,False,False,6470.0,53.77,44.7,-9.07,0.0,3.91,3.91,20.7,12.24,-8.46,4.37,4.48,0.11,12.75,15.09,2.34,3.96,7.83,3.87,4.45,1.86,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,9.89,12184.0,9.4079,0.6402,
3318,Krødsherad,1987-1991,1987,1991,Buskerud,Østlandet,5,656,False,False,1456.0,45.47,36.76,-8.71,8.93,4.46,-4.47,17.38,12.88,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,11.74,14.17,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,31.73,15.25,2348.0,7.7613,1.1925,
3320,Flå,1987-1991,1987,1991,Buskerud,Østlandet,5,617,False,False,830.0,37.95,41.3,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.05,58.7,-3.35,1252.0,7.1325,-5.1118,
3322,Nesbyen,1987-1991,1987,1991,Buskerud,Østlandet,5,640,False,False,1950.0,42.92,31.63,-11.29,0.0,0.0,0.0,25.38,23.88,-1.5,9.85,10.82,0.97,16.92,20.55,3.63,0.0,0.0,0.0,4.92,3.28,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,9.83,3376.0,8.1244,1.3626,
3324,Gol,1987-1991,1987,1991,Buskerud,Østlandet,4,683,False,False,2139.0,29.31,23.18,-6.13,0.0,5.98,5.98,22.91,17.19,-5.72,12.06,10.86,-1.2,24.03,27.31,3.28,5.7,10.55,4.85,5.98,4.93,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,8.3175,3.9072,
3326,Hemsedal,1987-1991,1987,1991,Buskerud,Østlandet,5,625,False,False,972.0,17.7,16.91,-0.79,0.0,0.0,0.0,27.06,24.42,-2.64,16.15,16.81,0.66,23.56,27.59,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53,14.27,-1.26,1624.0,7.3926,-1.0468,
3328,Ål,1987-1991,1987,1991,Buskerud,Østlandet,5,635,False,False,2564.0,28.32,19.76,-8.56,0.0,6.13,6.13,22.7,14.9,-7.8,11.82,10.92,-0.9,20.05,25.93,5.88,4.68,9.0,4.32,12.44,13.37,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694.0,8.454,2.0239,
3330,Hol,1987-1991,1987,1991,Buskerud,Østlandet,5,629,False,False,2479.0,34.41,32.83,-1.58,10.17,6.36,-3.81,31.1,31.48,0.38,7.62,6.45,-1.17,9.04,17.07,8.03,0.0,0.0,0.0,7.66,5.82,-1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4663.0,8.4474,1.0079,
