kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
5630,Berlevåg,2005-2009,2005,2009,Finnmark,Nord-Norge,6,426,False,616.0,44.16,52.63,8.47,17.21,21.05,3.84,7.63,12.52,4.89,1.62,0.91,-0.71,2.76,1.27,-1.49,13.64,6.35,-7.29,0.65,1.09,0.44,0.0,0.0,0.0,0.16,1.63,1.47,12.18,2.54,-9.64,2.35,0.0,0.0,1133.0,7.0326,-6.3548,-15.2556,-46.7785,-16.7696,16.3283,16.2401,2.1448,11.3661,275000.0,,,
5632,Båtsfjord,2005-2009,2005,2009,Finnmark,Nord-Norge,6,538,False,1070.0,53.36,49.6,-3.76,16.45,16.93,0.48,9.53,22.67,13.14,1.87,0.89,-0.98,3.18,2.08,-1.1,7.29,3.96,-3.33,0.93,0.79,-0.14,0.0,0.4,0.4,0.37,0.69,0.32,7.01,1.98,-5.03,-0.62,0.0,2.87,2185.0,7.6894,-5.0801,-15.4849,-60.4119,11.8993,10.5263,20.6865,1.5277,10.3866,304000.0,,,
5634,Vardø,2005-2009,2005,2009,Finnmark,Nord-Norge,6,515,False,1237.0,49.64,49.32,-0.32,18.19,22.53,4.34,5.42,8.11,2.69,1.94,1.19,-0.75,3.48,1.71,-1.77,8.89,6.74,-2.15,2.18,1.54,-0.64,0.0,0.17,0.17,0.24,0.85,0.61,10.02,7.85,-2.17,2.57,0.0,0.0,2366.0,7.769,-9.3829,-23.4012,-74.3872,-19.4421,16.2299,17.6247,0.0481,13.4855,284000.0,,,
5636,Unjárga - Nesseby,2005-2009,2005,2009,Finnmark,Nord-Norge,6,476,False,548.0,40.69,45.2,4.51,19.16,17.79,-1.37,5.29,11.03,5.74,5.47,3.38,-2.09,8.39,3.02,-5.37,11.5,16.73,5.23,1.64,1.78,0.14,0.0,0.0,0.0,0.73,0.71,-0.02,7.12,0.36,-6.76,-6.74,0.0,0.0,901.0,6.8035,-2.5527,-14.0059,-8.879,-18.8679,19.7558,17.0921,0.9731,15.0131,259000.0,,,
0301,Oslo - Oslove,2009-2013,2009,2013,Oslo,Oslo/Akershus,1,1000,False,323116.0,35.0,30.41,-4.59,17.63,11.67,-5.96,21.66,29.79,8.13,2.72,2.83,0.11,0.97,0.85,-0.12,10.28,6.29,-3.99,6.43,8.21,1.78,0.57,5.55,4.98,4.0,3.19,-0.81,0.75,1.21,0.46,-6.08,0.81,-0.3,575475.0,13.263,8.4263,20.5962,44.3581,40.6951,10.3476,28.5717,-0.1325,40.3201,340000.0,0.2064,3.8832,30.8861
1101,Eigersund,2009-2013,2009,2013,Rogaland,Vestlandet,4,747,False,7276.0,26.13,24.44,-1.69,28.01,19.55,-8.46,17.18,28.84,11.66,11.09,10.99,-0.1,5.55,5.99,0.44,3.0,2.33,-0.67,7.59,4.01,-3.58,0.15,1.51,1.36,0.33,0.37,0.04,0.98,1.97,0.99,-8.02,6.02,0.47,13969.0,9.5446,4.7749,9.633,29.5655,17.9684,12.449,19.8081,0.3892,17.6944,439000.0,4.0085,19.2618,28.681
1103,Stavanger,2009-2013,2009,2013,Rogaland,Vestlandet,2,890,False,69484.0,29.64,25.33,-4.31,22.08,15.75,-6.33,23.12,32.95,9.83,7.43,6.88,-0.55,2.98,2.44,-0.54,6.91,5.1,-1.81,5.99,6.3,0.31,0.34,3.09,2.75,0.57,0.71,0.14,0.94,1.46,0.52,-6.87,2.89,0.04,128288.0,11.762,6.6546,16.8705,34.5862,32.0607,10.4148,23.8573,0.1322,33.4024,435784.7222,1.2151,9.0316,28.2251
1106,Haugesund,2009-2013,2009,2013,Rogaland,Vestlandet,3,836,False,18012.0,30.6,27.83,-2.77,28.75,18.16,-10.59,21.82,33.01,11.19,6.03,5.56,-0.47,1.99,1.6,-0.39,4.19,2.96,-1.23,3.91,4.33,0.42,0.29,2.4,2.11,0.52,0.45,-0.07,1.87,3.69,1.82,-10.98,1.33,-0.2,33665.0,10.4242,6.2023,15.2839,45.0913,16.9315,12.7699,22.4239,-0.122,25.6298,367000.0,0.7382,12.9976,32.122
1108,Sandnes,2009-2013,2009,2013,Rogaland,Vestlandet,2,882,False,34515.0,25.85,21.86,-3.99,27.61,20.25,-7.36,20.09,30.89,10.8,10.95,10.7,-0.25,4.31,3.77,-0.54,4.56,3.03,-1.53,4.62,4.6,-0.02,0.23,2.2,1.97,0.45,0.44,-0.01,1.31,2.26,0.95,-7.9,5.03,0.72,64565.0,11.0754,10.3895,25.4696,64.6945,39.4022,9.3812,22.6671,0.3139,25.6371,465526.7559,1.9034,11.3504,25.7159
1111,Sokndal,2009-2013,2009,2013,Rogaland,Vestlandet,5,652,False,1881.0,24.72,22.69,-2.03,29.61,21.65,-7.96,11.8,21.91,10.11,19.72,16.56,-3.16,5.58,6.34,0.76,2.6,1.47,-1.13,3.4,2.36,-1.04,0.48,1.1,0.62,0.11,0.26,0.15,1.97,5.66,3.69,-7.2,5.96,-0.21,3246.0,8.0852,1.2323,-0.2429,5.2372,7.3937,16.4818,17.9914,-0.018,12.7485,399000.0,4.8538,12.2589,27.9403
1112,Lund,2009-2013,2009,2013,Rogaland,Vestlandet,5,625,False,1728.0,24.48,22.27,-2.21,29.63,22.15,-7.48,10.42,19.03,8.61,18.46,16.57,-1.89,9.72,10.32,0.6,1.68,1.17,-0.51,3.7,2.57,-1.13,0.12,1.4,1.28,0.23,0.28,0.05,1.56,4.24,2.68,-6.88,17.97,-6.11,3111.0,8.0427,1.9929,2.454,8.3574,11.8933,14.1434,19.2864,-0.4339,16.7217,438000.0,6.0256,30.7365,26.476
1114,Bjerkreim,2009-2013,2009,2013,Rogaland,Vestlandet,4,687,False,1451.0,14.27,12.46,-1.81,16.75,11.57,-5.18,13.16,20.22,7.06,22.95,20.98,-1.97,25.78,28.73,2.95,1.52,1.02,-0.5,4.34,1.72,-2.62,0.62,0.89,0.27,0.21,0.13,-0.08,0.41,2.29,1.88,-2.23,31.07,-8.72,2580.0,7.8555,7.7132,12.0565,58.1395,20.9302,11.7829,20.155,-0.304,15.8426,525000.0,17.6471,14.5053,22.5267
1119,Hå,2009-2013,2009,2013,Rogaland,Vestlandet,4,773,False,8386.0,17.59,14.69,-2.9,26.63,19.32,-7.31,13.59,23.81,10.22,21.61,19.67,-1.94,13.93,14.34,0.41,2.91,1.83,-1.08,1.92,1.91,-0.01,0.21,1.15,0.94,0.08,0.2,0.12,1.53,3.09,1.56,-6.9,11.75,-2.19,15949.0,9.6772,10.5712,22.3209,57.4958,48.7178,10.0194,22.9043,0.3463,15.9579,470000.0,10.0544,19.4312,25.8971
1120,Klepp,2009-2013,2009,2013,Rogaland,Vestlandet,3,851,False,8548.0,19.22,16.02,-3.2,30.47,22.1,-8.37,17.95,29.77,11.82,14.1,13.46,-0.64,10.88,9.59,-1.29,2.77,1.81,-0.96,3.19,3.18,-0.01,0.23,1.65,1.42,0.33,0.28,-0.05,0.85,2.15,1.3,-9.66,12.54,-1.95,16350.0,9.702,11.4801,28.9494,67.2171,48.1346,8.63,21.2171,0.856,18.2958,488000.0,7.8135,16.8746,22.4557
1121,Time,2009-2013,2009,2013,Rogaland,Vestlandet,3,836,False,8991.0,25.48,20.57,-4.91,22.47,16.08,-6.39,17.16,27.58,10.42,14.99,13.9,-1.09,10.1,10.08,-0.02,4.25,3.04,-1.21,4.13,3.85,-0.28,0.14,2.57,2.43,0.22,0.21,-0.01,1.06,2.12,1.06,-6.41,11.8,1.05,15836.0,9.67,10.1099,25.3649,59.4216,41.6772,9.8068,22.8025,0.4932,24.5428,488000.0,6.2119,16.4877,27.0956
1122,Gjesdal,2009-2013,2009,2013,Rogaland,Vestlandet,3,792,False,5400.0,24.46,20.69,-3.77,25.76,20.0,-5.76,14.43,25.52,11.09,18.31,16.65,-1.66,9.69,7.89,-1.8,3.52,2.51,-1.01,2.87,3.13,0.26,0.28,1.67,1.39,0.15,0.27,0.12,0.54,1.68,1.14,-7.56,10.93,-3.63,9969.0,9.2072,10.7333,20.8165,61.0894,46.8452,7.0719,22.4496,0.3201,18.8279,521000.0,4.434,17.0927,22.5004
1124,Sola,2009-2013,2009,2013,Rogaland,Vestlandet,2,878,False,11986.0,21.82,18.07,-3.75,31.89,21.74,-10.15,23.74,37.11,13.37,9.24,9.33,0.09,4.11,3.44,-0.67,3.29,2.36,-0.93,4.25,4.45,0.2,0.27,1.76,1.49,0.3,0.28,-0.02,1.09,1.46,0.37,-10.82,3.91,-0.56,22076.0,10.0022,11.3381,25.801,71.7521,41.5383,9.114,21.2403,0.447,26.5889,513000.0,2.5387,10.0478,23.5081
1127,Randaberg,2009-2013,2009,2013,Rogaland,Vestlandet,3,867,False,5468.0,24.85,21.56,-3.29,25.75,17.73,-8.02,20.99,32.68,11.69,14.61,13.18,-1.43,4.99,4.35,-0.64,3.37,2.22,-1.15,4.28,4.74,0.46,0.15,1.68,1.53,0.27,0.3,0.03,0.73,1.56,0.83,-8.66,7.68,-0.25,9867.0,9.197,5.3714,15.5479,23.9181,29.8976,9.4051,19.9655,1.2711,24.1758,525000.0,2.9356,10.0489,27.6251
1130,Strand,2009-2013,2009,2013,Rogaland,Vestlandet,3,787,False,5972.0,22.94,20.24,-2.7,29.02,20.13,-8.89,14.67,25.92,11.25,18.75,18.41,-0.34,6.08,4.49,-1.59,4.17,2.66,-1.51,2.56,3.22,0.66,0.28,2.03,1.75,0.22,0.23,0.01,1.31,2.66,1.35,-10.48,11.21,-4.56,11045.0,9.3097,7.5781,15.3816,45.9031,30.2399,11.4803,21.1227,0.5379,18.2261,471000.0,3.666,16.3442,27.9022
1133,Hjelmeland,2009-2013,2009,2013,Rogaland,Vestlandet,5,593,False,1479.0,13.66,16.78,3.12,17.38,12.21,-5.17,12.24,16.09,3.85,17.99,18.03,0.04,29.21,27.81,-1.4,3.31,3.33,0.02,4.06,2.22,-1.84,0.2,2.22,2.02,0.27,0.14,-0.13,1.69,1.18,-0.51,-6.57,35.01,-9.21,2701.0,7.9014,3.6283,3.3604,24.8056,10.3665,15.0315,18.1785,-0.5977,19.6134,443000.0,16.6008,12.9776,29.4466
1134,Suldal,2009-2013,2009,2013,Rogaland,Vestlandet,6,518,False,2164.0,22.64,21.89,-0.75,15.48,10.58,-4.9,8.69,13.54,4.85,14.74,13.64,-1.1,26.52,25.6,-0.92,7.21,5.71,-1.5,3.84,4.73,0.89,0.09,1.81,1.72,0.28,0.51,0.23,0.51,1.99,1.48,-5.82,34.87,-3.95,3833.0,8.2514,1.0175,-1.3,19.306,-8.6094,16.4623,17.3493,-0.3724,20.1241,408000.0,11.4948,6.4806,35.1939
1135,Sauda,2009-2013,2009,2013,Rogaland,Vestlandet,5,604,False,2732.0,45.2,39.42,-5.78,17.46,13.31,-4.15,12.26,22.22,9.96,6.84,6.58,-0.26,7.61,7.31,-0.3,6.19,3.67,-2.52,2.96,3.78,0.82,0.11,1.67,1.56,0.4,0.51,0.11,0.95,1.53,0.58,-4.45,6.32,2.22,4730.0,8.4617,0.3171,-3.4588,17.5476,-14.5877,18.0973,17.6744,-0.3312,16.9792,387000.0,2.5514,21.358,34.1152
1144,Kvitsøy,2009-2013,2009,2013,Rogaland,Vestlandet,6,525,False,321.0,27.73,21.64,-6.09,19.31,23.68,4.37,10.59,15.2,4.61,28.66,22.81,-5.85,5.3,4.68,-0.62,2.8,2.34,-0.46,3.74,4.09,0.35,0.93,1.46,0.53,0.0,0.58,0.58,0.93,3.51,2.58,3.75,0.0,0.0,542.0,6.2953,-2.583,1.7341,5.5351,-29.5203,21.4022,16.6052,-0.5689,14.2857,450000.0,6.7416,10.8614,26.9663
1145,Bokn,2009-2013,2009,2013,Rogaland,Vestlandet,5,624,False,480.0,21.46,17.56,-3.9,22.92,15.7,-7.22,13.54,22.93,9.39,11.88,9.71,-2.17,23.75,25.83,2.08,2.71,2.27,-0.44,1.88,2.07,0.19,0.0,1.03,1.03,0.42,0.41,-0.01,1.46,2.48,1.02,-5.14,35.11,-5.5,811.0,6.6983,6.6584,13.0719,60.4192,7.3983,15.2898,15.6597,1.242,13.0915,382000.0,13.835,11.6505,26.9417
1146,Tysvær,2009-2013,2009,2013,Rogaland,Vestlandet,4,724,False,5232.0,24.48,22.54,-1.94,28.61,19.32,-9.29,17.22,27.73,10.51,11.41,11.29,-0.12,10.53,8.94,-1.59,2.91,1.57,-1.34,3.38,3.63,0.25,0.15,1.62,1.47,0.23,0.24,0.01,1.07,3.12,2.05,-10.88,14.68,-4.31,9712.0,9.1811,7.9798,15.3432,47.2611,31.7133,10.2348,19.6664,1.3224,18.9698,490000.0,6.7206,11.2074,28.9813
1149,Karmøy,2009-2013,2009,2013,Rogaland,Vestlandet,4,758,False,20973.0,22.22,21.06,-1.16,36.74,25.89,-10.85,15.77,27.47,11.7,15.51,14.12,-1.39,2.8,2.22,-0.58,2.84,1.87,-0.97,2.32,2.9,0.58,0.13,1.16,1.03,0.28,0.25,-0.03,1.4,3.06,1.66,-11.43,2.98,-0.71,39354.0,10.5804,4.4824,10.5352,20.9382,23.9874,11.5033,19.9294,0.9244,17.6438,443000.0,2.5666,18.3034,27.7871
1151,Utsira,2009-2013,2009,2013,Rogaland,Vestlandet,6,293,False,149.0,40.94,41.13,0.19,12.08,6.38,-5.7,14.09,21.99,7.9,7.38,6.38,-1.0,16.78,14.18,-2.6,4.7,2.84,-1.86,2.68,2.84,0.16,0.0,0.0,0.0,0.67,0.71,0.04,0.67,3.55,2.88,-8.3,0.0,0.0,214.0,5.366,-2.3364,-6.6964,-32.7103,4.6729,13.0841,18.6916,3.6623,20.9302,459000.0,7.2581,4.8387,35.4839
1160,Vindafjord,2009-2013,2009,2013,Rogaland,Vestlandet,5,643,False,4269.0,21.69,19.93,-1.76,22.3,15.12,-7.18,14.43,23.23,8.8,12.09,12.49,0.4,23.59,20.67,-2.92,3.12,2.47,-0.65,1.85,2.58,0.73,0.14,0.98,0.84,0.16,0.22,0.06,0.63,2.3,1.67,-10.1,36.21,-4.44,8161.0,9.0071,5.563,5.9656,37.863,17.6449,15.0227,18.9805,-0.5711,16.4617,433000.0,11.846,14.949,25.2095
1505,Kristiansund,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,749,False,12740.0,45.38,40.68,-4.7,27.59,21.29,-6.3,13.34,18.2,4.86,2.49,2.39,-0.1,2.72,2.55,-0.17,3.65,2.38,-1.27,3.17,9.13,5.96,0.16,1.46,1.3,1.14,0.9,-0.24,0.35,1.02,0.67,-6.47,5.59,-3.21,22937.0,10.0405,5.2056,7.8818,43.7285,8.3708,13.3801,19.1917,0.6226,21.2837,380000.0,1.7885,8.8315,30.5996
1506,Molde,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,740,False,16774.0,32.94,21.38,-11.56,22.32,17.43,-4.89,19.1,31.78,12.68,7.55,8.53,0.98,6.75,6.8,0.05,5.81,3.89,-1.92,4.48,6.56,2.08,0.1,1.84,1.74,0.47,0.61,0.14,0.47,1.18,0.71,-4.84,11.13,-3.53,29552.0,10.2939,4.7002,6.115,36.4104,10.5577,14.2528,18.8752,0.5786,27.6306,408512.874,2.771,13.2265,36.3117
1508,Ålesund,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,3,800,False,27609.0,27.77,22.89,-4.88,31.88,22.44,-9.44,20.29,31.75,11.46,8.56,9.08,0.52,3.18,2.96,-0.22,3.52,2.09,-1.43,3.66,5.28,1.62,0.14,1.46,1.32,0.51,0.42,-0.09,0.48,1.61,1.13,-9.66,4.06,-0.57,49667.0,10.8131,6.455,13.3276,43.2682,21.2213,12.6301,20.8166,0.3236,26.1877,405116.2362,2.076,11.9142,30.9967
1511,Vanylven,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,6,535,False,2035.0,25.8,20.71,-5.09,29.09,24.05,-5.04,11.6,19.65,8.05,10.57,12.35,1.78,15.23,13.92,-1.31,2.9,1.42,-1.48,2.7,4.35,1.65,0.05,1.37,1.32,0.1,0.05,-0.05,1.97,2.13,0.16,-6.35,14.12,8.15,3494.0,8.1588,-4.522,-12.6702,-28.3343,-17.1723,18.7178,15.5695,1.3362,14.7902,413000.0,14.1643,10.4249,29.2918
1514,Sande,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,6,560,False,1432.0,21.16,17.78,-3.38,31.15,23.92,-7.23,18.3,28.87,10.57,10.68,9.9,-0.78,11.8,10.88,-0.92,2.16,1.74,-0.42,3.56,4.11,0.55,0.0,0.42,0.42,0.21,0.35,0.14,0.98,2.02,1.04,-8.15,17.11,-7.49,2541.0,7.8403,3.4238,1.1158,45.2578,-10.2322,18.4179,16.3715,-0.3814,13.6673,426000.0,7.8888,25.6198,27.423
1515,Herøy (Møre og Romsdal),2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,664,False,4700.0,22.51,17.12,-5.39,33.94,22.9,-11.04,20.98,34.54,13.56,14.26,14.44,0.18,3.81,3.17,-0.64,1.64,1.3,-0.34,2.09,3.15,1.06,0.09,0.56,0.47,0.11,0.19,0.08,0.6,2.64,2.04,-11.68,0.0,0.0,8349.0,9.0299,5.9648,5.8887,47.5506,11.7379,14.2891,17.8704,0.5634,15.7351,469000.0,9.3039,19.9955,23.9991
1516,Ulstein,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,719,False,3965.0,24.01,18.54,-5.47,27.99,19.21,-8.78,22.4,33.87,11.47,12.69,13.81,1.12,5.6,4.19,-1.41,2.85,1.61,-1.24,3.46,5.44,1.98,0.1,1.21,1.11,0.23,0.24,0.01,0.68,1.89,1.21,-10.19,6.28,-0.97,7052.0,8.8611,12.4078,17.9438,99.1208,25.3829,11.245,18.3069,0.5501,25.1546,477000.0,1.9246,28.8426,25.5547
1517,Hareid,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,683,False,2626.0,23.42,18.83,-4.59,32.9,27.63,-5.27,16.98,26.11,9.13,9.22,10.03,0.81,8.0,5.25,-2.75,3.54,3.01,-0.53,4.27,5.03,0.76,0.27,1.2,0.93,0.8,0.51,-0.29,0.61,2.39,1.78,-8.02,0.0,0.0,4817.0,8.4799,4.9824,6.9133,29.8941,19.9294,14.0129,19.5557,-0.0125,17.0945,437000.0,2.8019,27.0324,23.2439
1520,Ørsta,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,718,False,5738.0,27.27,23.78,-3.49,27.38,20.39,-6.99,12.79,22.85,10.06,9.25,9.43,0.18,13.19,12.3,-0.89,4.84,3.44,-1.4,4.1,4.76,0.66,0.19,1.3,1.11,0.35,0.2,-0.15,0.63,1.54,0.91,-7.88,20.23,-4.36,10200.0,9.2301,2.5098,1.821,14.4118,9.7059,15.7059,19.0392,0.1702,20.4693,423000.0,6.9212,17.0585,31.2958
1525,Stranda,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,628,False,2454.0,24.65,20.88,-3.77,27.51,19.04,-8.47,14.18,25.09,10.91,9.13,9.56,0.43,15.04,15.98,0.94,2.89,1.72,-1.17,5.5,4.7,-0.8,0.12,1.14,1.02,0.45,0.33,-0.12,0.53,1.55,1.02,-7.53,17.22,12.94,4533.0,8.4191,1.6987,-2.0191,20.7368,-3.5297,18.0013,17.4939,0.2199,16.1873,413000.0,5.3312,34.8142,24.5961
1528,Sykkylven,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,695,False,4054.0,23.09,20.1,-2.99,30.59,22.4,-8.19,17.91,29.01,11.1,10.09,10.41,0.32,8.88,7.9,-0.98,3.6,1.91,-1.69,4.71,4.84,0.13,0.1,1.11,1.01,0.27,0.29,0.02,0.76,2.01,1.25,-9.17,13.35,-2.68,7565.0,8.9313,1.4276,3.354,-1.4541,15.0694,13.2716,19.2201,0.921,18.526,430000.0,2.2775,41.8643,20.4743
1531,Sula,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,737,False,4278.0,25.67,20.99,-4.68,35.48,26.13,-9.35,17.27,27.45,10.18,13.02,12.86,-0.16,2.15,2.76,0.61,2.59,1.54,-1.05,2.57,4.06,1.49,0.14,1.1,0.96,0.21,0.22,0.01,0.89,2.89,2.0,-8.74,2.47,-0.59,7778.0,8.9591,7.9583,14.9644,47.1844,32.5276,13.1268,19.6709,0.1161,20.1263,451000.0,2.1697,16.8274,30.8824
1532,Giske,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,714,False,3864.0,20.13,16.63,-3.5,30.23,19.52,-10.71,18.76,29.0,10.24,19.02,19.25,0.23,5.2,4.47,-0.73,1.6,0.75,-0.85,3.78,6.56,2.78,0.21,1.12,0.91,0.26,0.15,-0.11,0.8,2.55,1.75,-11.44,4.28,1.27,6873.0,8.8354,9.7192,16.1047,71.5845,25.171,12.3527,19.2783,0.4971,18.9065,489000.0,7.9383,13.6439,25.1654
1535,Vestnes,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,644,False,3524.0,24.83,18.56,-6.27,32.46,21.86,-10.6,14.59,26.41,11.82,7.89,7.55,-0.34,12.17,14.53,2.36,3.72,2.12,-1.6,3.18,5.29,2.11,0.14,1.27,1.13,0.45,0.17,-0.28,0.57,2.23,1.66,-8.24,19.86,-1.83,6478.0,8.7762,2.2847,2.8563,25.9339,-2.3155,14.2791,16.749,0.9186,15.625,401000.0,4.6907,22.4568,33.4213
1539,Rauma,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,627,False,4045.0,30.88,25.42,-5.46,26.58,19.57,-7.01,12.71,22.38,9.67,8.11,8.31,0.2,12.39,13.33,0.94,4.45,3.52,-0.93,4.03,4.3,0.27,0.17,1.57,1.4,0.44,0.59,0.15,0.25,1.01,0.76,-6.07,21.92,1.2,7376.0,8.906,0.6101,1.4907,7.1855,-0.1356,17.0282,17.218,0.7861,16.8198,390000.0,6.5934,16.983,26.4486
1547,Aukra,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,616,False,1688.0,28.55,23.03,-5.52,26.78,18.99,-7.79,16.65,28.88,12.23,10.25,10.56,0.31,6.75,7.19,0.44,5.21,2.92,-2.29,4.5,5.79,1.29,0.0,0.67,0.67,0.24,0.22,-0.02,1.07,1.74,0.67,-7.35,7.82,-2.15,3183.0,8.0656,4.901,9.9078,35.8153,12.8809,15.0487,19.0072,0.6746,19.5486,474000.0,5.1497,18.503,32.7545
1554,Averøy,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,611,False,2994.0,34.03,29.9,-4.13,27.56,21.84,-5.72,9.95,19.94,9.99,6.88,7.16,0.28,9.22,8.84,-0.38,2.91,2.03,-0.88,8.68,8.19,-0.49,0.07,0.71,0.64,0.33,0.35,0.02,0.37,1.03,0.66,-6.1,10.3,3.84,5444.0,8.6023,3.8024,3.4603,35.6356,1.8369,14.7134,16.0544,0.4697,17.3315,423000.0,9.5944,17.9894,26.9489
1557,Gjemnes,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,576,False,1523.0,28.69,27.46,-1.23,21.21,15.7,-5.51,8.86,15.91,7.05,11.1,9.89,-1.21,21.73,21.23,-0.5,3.22,2.35,-0.87,3.94,4.56,0.62,0.2,1.66,1.46,0.2,0.21,0.01,0.85,1.04,0.19,-6.01,31.36,-12.95,2618.0,7.8702,-2.33,-3.7636,-20.2445,-3.8197,14.7059,17.6853,1.5241,17.9141,428000.0,12.6152,13.7491,32.034
1560,Tingvoll,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,568,False,1782.0,36.92,32.39,-4.53,18.57,14.63,-3.94,9.71,14.63,4.92,5.61,6.81,1.2,19.53,18.83,-0.7,4.55,2.78,-1.77,3.87,6.07,2.2,0.51,2.1,1.59,0.22,0.45,0.23,0.51,1.3,0.79,-4.64,22.73,3.73,3062.0,8.0268,1.7636,-0.9536,25.4735,-7.838,18.354,16.0679,0.9656,20.2,373000.0,9.0301,12.5753,33.1104
1563,Sunndal,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,640,False,4307.0,57.26,52.18,-5.08,14.79,12.58,-2.21,7.59,14.37,6.78,2.76,3.63,0.87,9.68,8.29,-1.39,4.55,3.18,-1.37,2.62,3.86,1.24,0.05,0.73,0.68,0.39,0.54,0.15,0.3,0.64,0.34,-3.6,20.01,-12.25,7347.0,8.902,-1.9328,-2.7009,-7.486,-12.6582,16.1971,17.1635,0.694,18.7374,398000.0,3.3656,30.8024,25.6866
1566,Surnadal,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,5,607,False,3242.0,41.98,37.86,-4.12,14.65,10.61,-4.04,6.32,13.7,7.38,4.13,3.82,-0.31,27.91,28.22,0.31,2.9,1.62,-1.28,1.57,1.68,0.11,0.09,1.26,1.17,0.12,0.39,0.27,0.31,0.84,0.53,-3.73,32.62,-2.7,6000.0,8.6995,-1.2167,-4.5264,-1.5,-10.8333,16.3,15.6833,1.3312,16.9572,382000.0,8.8046,16.3239,32.2301
1573,Smøla,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,6,501,False,1253.0,35.28,35.51,0.23,20.83,14.53,-6.3,11.41,20.02,8.61,5.35,3.95,-1.4,13.33,11.86,-1.47,4.87,1.94,-2.93,8.46,8.96,0.5,0.16,0.56,0.4,0.08,0.08,0.0,0.24,2.58,2.34,-7.77,6.28,1.69,2119.0,7.6587,2.8787,-3.7952,40.1133,-12.2699,19.4431,14.3464,0.6945,12.5497,360000.0,18.4615,10.0962,27.5
1576,Aure,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,6,501,False,1934.0,35.06,31.02,-4.04,21.04,14.7,-6.34,11.27,19.26,7.99,5.64,5.88,0.24,17.22,17.64,0.42,3.52,1.42,-2.1,5.02,6.59,1.57,0.41,2.13,1.72,0.62,0.46,-0.16,0.21,0.91,0.7,-5.92,27.77,0.54,3508.0,8.1628,1.7674,-2.9891,25.3706,-8.5519,17.4173,15.6784,1.1541,15.8934,364000.0,12.5344,12.2045,28.7521
1577,Volda,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,4,705,False,5616.0,24.43,20.31,-4.12,20.8,15.82,-4.98,14.0,19.61,5.61,12.11,13.41,1.3,15.35,12.98,-2.37,6.87,5.96,-0.91,4.95,6.94,1.99,0.21,2.72,2.51,0.69,0.67,-0.02,0.59,1.59,1.0,-7.35,20.67,-6.21,9732.0,9.1832,3.4217,5.6139,28.2573,6.8845,14.5808,19.4821,0.4913,29.5645,392521.631,6.1428,11.3083,39.8883
1578,Fjord,2009-2013,2009,2013,Møre og Romsdal,Vestlandet,6,564,False,1448.0,23.0,20.53,-2.47,23.34,14.32,-9.02,14.02,21.79,7.77,6.77,7.54,0.77,24.1,25.98,1.88,4.49,2.23,-2.26,2.28,3.14,0.86,0.35,1.61,1.26,1.04,0.84,-0.2,0.62,2.03,1.41,-7.14,21.62,-8.08,2770.0,7.9266,0.7581,-3.5258,11.5523,-4.3321,17.6173,15.8845,0.1541,16.2523,412612.3749,10.8384,18.5412,32.3108
