kom2024,aar,parti,stemmer,godkjente_i_alt,prosent_alle
0301,1989,01,89414,300299,29.77
0301,1989,02,44920,300299,14.96
0301,1989,03,95679,300299,31.86
0301,1989,04,11414,300299,3.8
0301,1989,05,2189,300299,0.73
0301,1989,06,34882,300299,11.62
0301,1989,07,7963,300299,2.65
0301,1989,08,1727,300299,0.58
0301,1993,01,101598,277593,36.6
0301,1993,02,23129,277593,8.33
0301,1993,03,76117,277593,27.42
0301,1993,04,9862,277593,3.55
0301,1993,05,12175,277593,4.39
0301,1993,06,19873,277593,7.16
0301,1993,07,9518,277593,3.43
0301,1993,08,656,277593,0.24
0301,1997,01,98340,294668,33.37
0301,1997,02,52828,294668,17.93
0301,1997,03,63980,294668,21.71
0301,1997,04,20083,294668,6.82
0301,1997,05,3774,294668,1.28
0301,1997,06,25954,294668,8.81
0301,1997,07,12460,294668,4.23
0301,1997,08,1302,294668,0.44
0301,2001,01,64768,288960,22.41
0301,2001,02,37564,288960,13.0
0301,2001,03,83979,288960,29.06
0301,2001,04,17536,288960,6.07
0301,2001,05,1988,288960,0.69
0301,2001,06,48800,288960,16.89
0301,2001,07,17139,288960,5.93
0301,2001,08,661,288960,0.23
0301,2005,01,97246,308834,31.49
0301,2005,02,53280,308834,17.25
0301,2005,03,61130,308834,19.79
0301,2005,04,11168,308834,3.62
0301,2005,05,3270,308834,1.06
0301,2005,06,41434,308834,13.42
0301,2005,07,28639,308834,9.27
0301,2005,08,668,308834,0.22
0301,2009,01,113103,322569,35.06
0301,2009,02,56953,322569,17.66
0301,2009,03,69999,322569,21.7
0301,2009,04,8786,322569,2.72
0301,2009,05,3126,322569,0.97
0301,2009,06,33205,322569,10.29
0301,2009,07,20784,322569,6.44
0301,2009,08,1828,322569,0.57
0301,2009,55,12917,322569,4.0
0301,2013,01,106001,348542,30.41
0301,2013,02,40660,348542,11.67
0301,2013,03,103834,348542,29.79
0301,2013,04,9850,348542,2.83
0301,2013,05,2963,348542,0.85
0301,2013,06,21924,348542,6.29
0301,2013,07,28619,348542,8.21
0301,2013,08,19356,348542,5.55
0301,2013,55,11133,348542,3.19
0301,2017,01,104089,367101,28.35
0301,2017,02,35037,367101,9.54
0301,2017,03,97085,367101,26.45
0301,2017,04,7843,367101,2.14
0301,2017,05,7778,367101,2.12
0301,2017,06,34052,367101,9.28
0301,2017,07,30933,367101,8.43
0301,2017,08,21853,367101,5.95
0301,2017,55,23083,367101,6.29
0301,2021,01,87158,379565,22.96
0301,2021,02,22784,379565,6.0
0301,2021,03,89342,379565,23.54
0301,2021,04,6922,379565,1.82
0301,2021,05,11953,379565,3.15
0301,2021,06,50382,379565,13.27
0301,2021,07,38142,379565,10.05
0301,2021,08,32198,379565,8.48
0301,2021,55,31352,379565,8.26
0301,2025,01,108268,421918,25.66
0301,2025,02,60432,421918,14.32
0301,2025,03,78043,421918,18.5
0301,2025,04,8920,421918,2.11
0301,2025,05,3166,421918,0.75
0301,2025,06,45181,421918,10.71
0301,2025,07,30643,421918,7.26
0301,2025,08,43326,421918,10.27
0301,2025,55,30176,421918,7.15
1101,1989,01,2028,7195,28.19
1101,1989,02,968,7195,13.45
1101,1989,03,1679,7195,23.34
1101,1989,04,1155,7195,16.05
1101,1989,05,623,7195,8.66
1101,1989,06,402,7195,5.59
1101,1989,07,299,7195,4.16
1101,1989,08,10,7195,0.14
1101,1993,01,2196,6970,31.51
1101,1993,02,421,6970,6.04
1101,1993,03,1062,6970,15.24
1101,1993,04,1102,6970,15.81
1101,1993,05,1289,6970,18.49
1101,1993,06,350,6970,5.02
1101,1993,07,350,6970,5.02
1101,1993,08,7,6970,0.1
1101,1997,01,2283,7324,31.17
1101,1997,02,1136,7324,15.51
1101,1997,03,817,7324,11.16
1101,1997,04,1439,7324,19.65
1101,1997,05,498,7324,6.8
1101,1997,06,174,7324,2.38
1101,1997,07,867,7324,11.84
1101,1997,08,2,7324,0.03
1101,2001,01,1588,7215,22.01
1101,2001,02,1039,7215,14.4
1101,2001,03,1588,7215,22.01
1101,2001,04,1367,7215,18.95
1101,2001,05,304,7215,4.21
1101,2001,06,395,7215,5.47
1101,2001,07,720,7215,9.98
1101,2001,08,2,7215,0.03
1101,2005,01,1936,7302,26.51
1101,2005,02,1680,7302,23.01
1101,2005,03,1081,7302,14.8
1101,2005,04,856,7302,11.72
1101,2005,05,498,7302,6.82
1101,2005,06,324,7302,4.44
1101,2005,07,788,7302,10.79
1101,2005,08,3,7302,0.04
1101,2009,01,1901,7275,26.13
1101,2009,02,2038,7275,28.01
1101,2009,03,1250,7275,17.18
1101,2009,04,807,7275,11.09
1101,2009,05,404,7275,5.55
1101,2009,06,218,7275,3.0
1101,2009,07,552,7275,7.59
1101,2009,08,11,7275,0.15
1101,2009,55,24,7275,0.33
1101,2013,01,1864,7627,24.44
1101,2013,02,1491,7627,19.55
1101,2013,03,2200,7627,28.84
1101,2013,04,838,7627,10.99
1101,2013,05,457,7627,5.99
1101,2013,06,178,7627,2.33
1101,2013,07,306,7627,4.01
1101,2013,08,115,7627,1.51
1101,2013,55,28,7627,0.37
1101,2017,01,1825,8028,22.73
1101,2017,02,1881,8028,23.43
1101,2017,03,2202,8028,27.43
1101,2017,04,598,8028,7.45
1101,2017,05,752,8028,9.37
1101,2017,06,224,8028,2.79
1101,2017,07,225,8028,2.8
1101,2017,08,129,8028,1.61
1101,2017,55,59,8028,0.73
1101,2021,01,1832,8184,22.39
1101,2021,02,1574,8184,19.23
1101,2021,03,1831,8184,22.37
1101,2021,04,650,8184,7.94
1101,2021,05,1099,8184,13.43
1101,2021,06,341,8184,4.17
1101,2021,07,226,8184,2.76
1101,2021,08,142,8184,1.74
1101,2021,55,222,8184,2.71
1101,2025,01,1975,8616,22.92
1101,2025,02,2666,8616,30.94
1101,2025,03,1229,8616,14.26
1101,2025,04,881,8616,10.23
1101,2025,05,546,8616,6.34
1101,2025,06,280,8616,3.25
1101,2025,07,190,8616,2.21
1101,2025,08,150,8616,1.74
1101,2025,55,384,8616,4.46
1103,1989,01,18208,62566,29.1
1103,1989,02,9645,62566,15.42
1103,1989,03,16012,62566,25.59
1103,1989,04,6420,62566,10.26
1103,1989,05,2045,62566,3.27
1103,1989,06,5929,62566,9.48
1103,1989,07,3467,62566,5.54
1103,1989,08,227,62566,0.36
1103,1993,01,20357,60823,33.47
1103,1993,02,5232,60823,8.6
1103,1993,03,12451,60823,20.47
1103,1993,04,6364,60823,10.46
1103,1993,05,6249,60823,10.27
1103,1993,06,4925,60823,8.1
1103,1993,07,3286,60823,5.4
1103,1993,08,82,60823,0.13
1103,1997,01,19724,64585,30.54
1103,1997,02,11981,64585,18.55
1103,1997,03,11623,64585,18.0
1103,1997,04,9350,64585,14.48
1103,1997,05,2503,64585,3.88
1103,1997,06,3709,64585,5.74
1103,1997,07,3807,64585,5.89
1103,1997,08,132,64585,0.2
1103,2001,01,12756,64365,19.82
1103,2001,02,10170,64365,15.8
1103,2001,03,17648,64365,27.42
1103,2001,04,9041,64365,14.05
1103,2001,05,1619,64365,2.52
1103,2001,06,7484,64365,11.63
1103,2001,07,3298,64365,5.12
1103,2001,08,113,64365,0.18
1103,2005,01,19025,67621,28.13
1103,2005,02,15203,67621,22.48
1103,2005,03,12496,67621,18.48
1103,2005,04,5748,67621,8.5
1103,2005,05,2253,67621,3.33
1103,2005,06,5740,67621,8.49
1103,2005,07,5651,67621,8.36
1103,2005,08,126,67621,0.19
1103,2009,01,20594,69453,29.65
1103,2009,02,15345,69453,22.09
1103,2009,03,16066,69453,23.13
1103,2009,04,5165,69453,7.44
1103,2009,05,2072,69453,2.98
1103,2009,06,4798,69453,6.91
1103,2009,07,4162,69453,5.99
1103,2009,08,233,69453,0.34
1103,2009,55,396,69453,0.57
1103,2013,01,18199,71849,25.33
1103,2013,02,11313,71849,15.75
1103,2013,03,23675,71849,32.95
1103,2013,04,4940,71849,6.88
1103,2013,05,1751,71849,2.44
1103,2013,06,3663,71849,5.1
1103,2013,07,4529,71849,6.3
1103,2013,08,2221,71849,3.09
1103,2013,55,508,71849,0.71
1103,2017,01,19654,74656,26.33
1103,2017,02,11536,74656,15.45
1103,2017,03,23230,74656,31.12
1103,2017,04,3922,74656,5.25
1103,2017,05,3012,74656,4.03
1103,2017,06,4226,74656,5.66
1103,2017,07,3792,74656,5.08
1103,2017,08,2716,74656,3.64
1103,2017,55,1374,74656,1.84
1103,2021,01,19913,77287,25.77
1103,2021,02,9663,77287,12.5
1103,2021,03,21345,77287,27.62
1103,2021,04,3665,77287,4.74
1103,2021,05,4225,77287,5.47
1103,2021,06,5299,77287,6.86
1103,2021,07,3939,77287,5.1
1103,2021,08,2697,77287,3.49
1103,2021,55,4160,77287,5.38
1103,2025,01,24184,84987,28.46
1103,2025,02,19830,84987,23.33
1103,2025,03,15400,84987,18.12
1103,2025,04,4151,84987,4.88
1103,2025,05,2042,84987,2.4
1103,2025,06,3873,84987,4.56
1103,2025,07,3175,84987,3.74
1103,2025,08,3319,84987,3.91
1103,2025,55,6150,84987,7.24
1106,1989,01,5513,17433,31.62
1106,1989,02,2869,17433,16.46
1106,1989,03,4251,17433,24.38
1106,1989,04,1874,17433,10.75
1106,1989,05,252,17433,1.45
1106,1989,06,1339,17433,7.68
1106,1989,07,1064,17433,6.1
1106,1989,08,56,17433,0.32
1106,1993,01,5621,16609,33.84
1106,1993,02,1567,16609,9.43
1106,1993,03,2928,16609,17.63
1106,1993,04,2073,16609,12.48
1106,1993,05,1628,16609,9.8
1106,1993,06,1045,16609,6.29
1106,1993,07,852,16609,5.13
1106,1993,08,17,16609,0.1
1106,1997,01,5438,17302,31.43
1106,1997,02,3797,17302,21.95
1106,1997,03,2664,17302,15.4
1106,1997,04,2715,17302,15.69
1106,1997,05,438,17302,2.53
1106,1997,06,700,17302,4.05
1106,1997,07,1099,17302,6.35
1106,1997,08,24,17302,0.14
1106,2001,01,3577,16939,21.12
1106,2001,02,3955,16939,23.35
1106,2001,03,4042,16939,23.86
1106,2001,04,2088,16939,12.33
1106,2001,05,206,16939,1.22
1106,2001,06,1628,16939,9.61
1106,2001,07,763,16939,4.5
1106,2001,08,26,16939,0.15
1106,2005,01,5153,17616,29.25
1106,2005,02,5187,17616,29.44
1106,2005,03,2938,17616,16.68
1106,2005,04,1213,17616,6.89
1106,2005,05,395,17616,2.24
1106,2005,06,1159,17616,6.58
1106,2005,07,1079,17616,6.13
1106,2005,08,24,17616,0.14
1106,2009,01,5512,17981,30.65
1106,2009,02,5179,17981,28.8
1106,2009,03,3931,17981,21.86
1106,2009,04,1087,17981,6.05
1106,2009,05,359,17981,2.0
1106,2009,06,755,17981,4.2
1106,2009,07,705,17981,3.92
1106,2009,08,53,17981,0.29
1106,2009,55,94,17981,0.52
1106,2013,01,5310,19080,27.83
1106,2013,02,3465,19080,18.16
1106,2013,03,6299,19080,33.01
1106,2013,04,1060,19080,5.56
1106,2013,05,306,19080,1.6
1106,2013,06,565,19080,2.96
1106,2013,07,826,19080,4.33
1106,2013,08,458,19080,2.4
1106,2013,55,86,19080,0.45
1106,2017,01,5256,19654,26.74
1106,2017,02,3763,19654,19.15
1106,2017,03,6077,19654,30.92
1106,2017,04,849,19654,4.32
1106,2017,05,665,19654,3.38
1106,2017,06,908,19654,4.62
1106,2017,07,779,19654,3.96
1106,2017,08,540,19654,2.75
1106,2017,55,252,19654,1.28
1106,2021,01,5285,20049,26.36
1106,2021,02,3262,20049,16.27
1106,2021,03,5230,20049,26.09
1106,2021,04,813,20049,4.06
1106,2021,05,1162,20049,5.8
1106,2021,06,1180,20049,5.89
1106,2021,07,804,20049,4.01
1106,2021,08,578,20049,2.88
1106,2021,55,786,20049,3.92
1106,2025,01,5865,21501,27.28
1106,2025,02,6008,21501,27.94
1106,2025,03,3855,21501,17.93
1106,2025,04,854,21501,3.97
1106,2025,05,423,21501,1.97
1106,2025,06,900,21501,4.19
1106,2025,07,596,21501,2.77
1106,2025,08,701,21501,3.26
1106,2025,55,1158,21501,5.39
1108,1989,01,7860,27550,28.53
1108,1989,02,4218,27550,15.31
1108,1989,03,6201,27550,22.51
1108,1989,04,3712,27550,13.47
1108,1989,05,1698,27550,6.16
1108,1989,06,2080,27550,7.55
1108,1989,07,1471,27550,5.34
1108,1989,08,87,27550,0.32
1108,1993,01,8310,27435,30.29
1108,1993,02,2387,27435,8.7
1108,1993,03,4878,27435,17.78
1108,1993,04,3671,27435,13.38
1108,1993,05,4360,27435,15.89
1108,1993,06,1656,27435,6.04
1108,1993,07,1376,27435,5.02
1108,1993,08,41,27435,0.15
1108,1997,01,8355,29439,28.38
1108,1997,02,5704,29439,19.38
1108,1997,03,4441,29439,15.09
1108,1997,04,5544,29439,18.83
1108,1997,05,1820,29439,6.18
1108,1997,06,1097,29439,3.73
1108,1997,07,1631,29439,5.54
1108,1997,08,57,29439,0.19
1108,2001,01,5422,30326,17.88
1108,2001,02,5507,30326,18.16
1108,2001,03,7330,30326,24.17
1108,2001,04,5740,30326,18.93
1108,2001,05,1271,30326,4.19
1108,2001,06,2606,30326,8.59
1108,2001,07,1342,30326,4.43
1108,2001,08,54,30326,0.18
1108,2005,01,7837,32095,24.42
1108,2005,02,8513,32095,26.52
1108,2005,03,5109,32095,15.92
1108,2005,04,4067,32095,12.67
1108,2005,05,1547,32095,4.82
1108,2005,06,2040,32095,6.36
1108,2005,07,2286,32095,7.12
1108,2005,08,58,32095,0.18
1108,2009,01,8922,34485,25.87
1108,2009,02,9531,34485,27.64
1108,2009,03,6935,34485,20.11
1108,2009,04,3781,34485,10.96
1108,2009,05,1489,34485,4.32
1108,2009,06,1575,34485,4.57
1108,2009,07,1595,34485,4.63
1108,2009,08,78,34485,0.23
1108,2009,55,156,34485,0.45
1108,2013,01,8116,37123,21.86
1108,2013,02,7517,37123,20.25
1108,2013,03,11469,37123,30.89
1108,2013,04,3971,37123,10.7
1108,2013,05,1398,37123,3.77
1108,2013,06,1126,37123,3.03
1108,2013,07,1706,37123,4.6
1108,2013,08,816,37123,2.2
1108,2013,55,164,37123,0.44
1108,2017,01,9050,39228,23.07
1108,2017,02,8355,39228,21.3
1108,2017,03,10921,39228,27.84
1108,2017,04,3365,39228,8.58
1108,2017,05,2292,39228,5.84
1108,2017,06,1486,39228,3.79
1108,2017,07,1406,39228,3.58
1108,2017,08,1066,39228,2.72
1108,2017,55,479,39228,1.22
1108,2021,01,9507,40616,23.41
1108,2021,02,7242,40616,17.83
1108,2021,03,9429,40616,23.21
1108,2021,04,3331,40616,8.2
1108,2021,05,3408,40616,8.39
1108,2021,06,2028,40616,4.99
1108,2021,07,1525,40616,3.75
1108,2021,08,1003,40616,2.47
1108,2021,55,1511,40616,3.72
1108,2025,01,10735,44876,23.92
1108,2025,02,13120,44876,29.24
1108,2025,03,6726,44876,14.99
1108,2025,04,3919,44876,8.73
1108,2025,05,1553,44876,3.46
1108,2025,06,1717,44876,3.83
1108,2025,07,1282,44876,2.86
1108,2025,08,1314,44876,2.93
1108,2025,55,2521,44876,5.62
1111,1989,01,537,2236,24.02
1111,1989,02,357,2236,15.97
1111,1989,03,464,2236,20.75
1111,1989,04,476,2236,21.29
1111,1989,05,193,2236,8.63
1111,1989,06,119,2236,5.32
1111,1989,07,58,2236,2.59
1111,1989,08,5,2236,0.22
1111,1993,01,516,2076,24.86
1111,1993,02,144,2076,6.94
1111,1993,03,240,2076,11.56
1111,1993,04,414,2076,19.94
1111,1993,05,523,2076,25.19
1111,1993,06,106,2076,5.11
1111,1993,07,77,2076,3.71
1111,1993,08,2,2076,0.1
1111,1997,01,518,2074,24.98
1111,1997,02,428,2074,20.64
1111,1997,03,181,2074,8.73
1111,1997,04,552,2074,26.62
1111,1997,05,188,2074,9.06
1111,1997,06,57,2074,2.75
1111,1997,07,108,2074,5.21
1111,1997,08,1,2074,0.05
1111,2001,01,337,1910,17.64
1111,2001,02,420,1910,21.99
1111,2001,03,316,1910,16.54
1111,2001,04,461,1910,24.14
1111,2001,05,98,1910,5.13
1111,2001,06,95,1910,4.97
1111,2001,07,118,1910,6.18
1111,2001,08,1,1910,0.05
1111,2005,01,460,1927,23.87
1111,2005,02,560,1927,29.06
1111,2005,03,174,1927,9.03
1111,2005,04,377,1927,19.56
1111,2005,05,123,1927,6.38
1111,2005,06,75,1927,3.89
1111,2005,07,126,1927,6.54
1111,2005,08,1,1927,0.05
1111,2009,01,465,1881,24.72
1111,2009,02,557,1881,29.61
1111,2009,03,222,1881,11.8
1111,2009,04,371,1881,19.72
1111,2009,05,105,1881,5.58
1111,2009,06,49,1881,2.6
1111,2009,07,64,1881,3.4
1111,2009,08,9,1881,0.48
1111,2009,55,2,1881,0.11
1111,2013,01,433,1908,22.69
1111,2013,02,413,1908,21.65
1111,2013,03,418,1908,21.91
1111,2013,04,316,1908,16.56
1111,2013,05,121,1908,6.34
1111,2013,06,28,1908,1.47
1111,2013,07,45,1908,2.36
1111,2013,08,21,1908,1.1
1111,2013,55,5,1908,0.26
1111,2017,01,366,1958,18.69
1111,2017,02,520,1958,26.56
1111,2017,03,451,1958,23.03
1111,2017,04,284,1958,14.5
1111,2017,05,172,1958,8.78
1111,2017,06,40,1958,2.04
1111,2017,07,26,1958,1.33
1111,2017,08,20,1958,1.02
1111,2017,55,17,1958,0.87
1111,2021,01,333,1943,17.14
1111,2021,02,439,1943,22.59
1111,2021,03,331,1943,17.04
1111,2021,04,313,1943,16.11
1111,2021,05,289,1943,14.87
1111,2021,06,42,1943,2.16
1111,2021,07,34,1943,1.75
1111,2021,08,13,1943,0.67
1111,2021,55,58,1943,2.99
1111,2025,01,364,2057,17.7
1111,2025,02,719,2057,34.95
1111,2025,03,170,2057,8.26
1111,2025,04,391,2057,19.01
1111,2025,05,146,2057,7.1
1111,2025,06,38,2057,1.85
1111,2025,07,22,2057,1.07
1111,2025,08,23,2057,1.12
1111,2025,55,67,2057,3.26
1112,1989,01,457,1867,24.48
1112,1989,02,263,1867,14.09
1112,1989,03,323,1867,17.3
1112,1989,04,426,1867,22.82
1112,1989,05,235,1867,12.59
1112,1989,06,89,1867,4.77
1112,1989,07,63,1867,3.37
1112,1989,08,2,1867,0.11
1112,1993,01,404,1688,23.93
1112,1993,02,86,1688,5.09
1112,1993,03,218,1688,12.91
1112,1993,04,353,1688,20.91
1112,1993,05,485,1688,28.73
1112,1993,06,53,1688,3.14
1112,1993,07,45,1688,2.67
1112,1993,08,1,1688,0.06
1112,1997,01,404,1806,22.37
1112,1997,02,257,1806,14.23
1112,1997,03,175,1806,9.69
1112,1997,04,523,1806,28.96
1112,1997,05,253,1806,14.01
1112,1997,06,32,1806,1.77
1112,1997,07,114,1806,6.31
1112,2001,01,289,1724,16.76
1112,2001,02,282,1724,16.36
1112,2001,03,255,1724,14.79
1112,2001,04,448,1724,25.99
1112,2001,05,195,1724,11.31
1112,2001,06,82,1724,4.76
1112,2001,07,94,1724,5.45
1112,2001,08,2,1724,0.12
1112,2005,01,323,1743,18.53
1112,2005,02,474,1743,27.19
1112,2005,03,142,1743,8.15
1112,2005,04,365,1743,20.94
1112,2005,05,225,1743,12.91
1112,2005,06,63,1743,3.61
1112,2005,07,109,1743,6.25
1112,2005,08,2,1743,0.11
1112,2009,01,423,1727,24.49
1112,2009,02,512,1727,29.65
1112,2009,03,180,1727,10.42
1112,2009,04,319,1727,18.47
1112,2009,05,168,1727,9.73
1112,2009,06,29,1727,1.68
1112,2009,07,64,1727,3.71
1112,2009,08,2,1727,0.12
1112,2009,55,4,1727,0.23
1112,2013,01,399,1792,22.27
1112,2013,02,397,1792,22.15
1112,2013,03,341,1792,19.03
1112,2013,04,297,1792,16.57
1112,2013,05,185,1792,10.32
1112,2013,06,21,1792,1.17
1112,2013,07,46,1792,2.57
1112,2013,08,25,1792,1.4
1112,2013,55,5,1792,0.28
1112,2017,01,338,1824,18.53
1112,2017,02,468,1824,25.66
1112,2017,03,361,1824,19.79
1112,2017,04,244,1824,13.38
1112,2017,05,262,1824,14.36
1112,2017,06,26,1824,1.43
1112,2017,07,34,1824,1.86
1112,2017,08,32,1824,1.75
1112,2017,55,12,1824,0.66
1112,2021,01,296,1773,16.69
1112,2021,02,335,1773,18.89
1112,2021,03,236,1773,13.31
1112,2021,04,285,1773,16.07
1112,2021,05,403,1773,22.73
1112,2021,06,27,1773,1.52
1112,2021,07,38,1773,2.14
1112,2021,08,27,1773,1.52
1112,2021,55,33,1773,1.86
1112,2025,01,364,1915,19.01
1112,2025,02,605,1915,31.59
1112,2025,03,142,1915,7.42
1112,2025,04,323,1915,16.87
1112,2025,05,209,1915,10.91
1112,2025,06,21,1915,1.1
1112,2025,07,26,1915,1.36
1112,2025,08,24,1915,1.25
1112,2025,55,73,1915,3.81
1114,1989,01,185,1400,13.21
1114,1989,02,81,1400,5.79
1114,1989,03,198,1400,14.14
1114,1989,04,353,1400,25.21
1114,1989,05,507,1400,36.21
1114,1989,06,39,1400,2.79
1114,1989,07,34,1400,2.43
1114,1989,08,1,1400,0.07
1114,1993,01,172,1445,11.9
1114,1993,02,30,1445,2.08
1114,1993,03,94,1445,6.51
1114,1993,04,339,1445,23.46
1114,1993,05,736,1445,50.93
1114,1993,06,30,1445,2.08
1114,1993,07,26,1445,1.8
1114,1997,01,185,1476,12.53
1114,1997,02,140,1476,9.49
1114,1997,03,90,1476,6.1
1114,1997,04,485,1476,32.86
1114,1997,05,459,1476,31.1
1114,1997,06,33,1476,2.24
1114,1997,07,64,1476,4.34
1114,1997,08,1,1476,0.07
1114,2001,01,103,1430,7.2
1114,2001,02,141,1430,9.86
1114,2001,03,183,1430,12.8
1114,2001,04,499,1430,34.9
1114,2001,05,332,1430,23.22
1114,2001,06,59,1430,4.13
1114,2001,07,74,1430,5.17
1114,2001,08,1,1430,0.07
1114,2005,01,160,1450,11.03
1114,2005,02,248,1450,17.1
1114,2005,03,134,1450,9.24
1114,2005,04,327,1450,22.55
1114,2005,05,421,1450,29.03
1114,2005,06,32,1450,2.21
1114,2005,07,103,1450,7.1
1114,2005,08,2,1450,0.14
1114,2009,01,207,1451,14.27
1114,2009,02,243,1451,16.75
1114,2009,03,191,1451,13.16
1114,2009,04,333,1451,22.95
1114,2009,05,374,1451,25.78
1114,2009,06,22,1451,1.52
1114,2009,07,63,1451,4.34
1114,2009,08,9,1451,0.62
1114,2009,55,3,1451,0.21
1114,2013,01,196,1573,12.46
1114,2013,02,182,1573,11.57
1114,2013,03,318,1573,20.22
1114,2013,04,330,1573,20.98
1114,2013,05,452,1573,28.73
1114,2013,06,16,1573,1.02
1114,2013,07,27,1573,1.72
1114,2013,08,14,1573,0.89
1114,2013,55,2,1573,0.13
1114,2017,01,150,1564,9.59
1114,2017,02,258,1564,16.5
1114,2017,03,307,1564,19.63
1114,2017,04,298,1564,19.05
1114,2017,05,456,1564,29.16
1114,2017,06,26,1564,1.66
1114,2017,07,30,1564,1.92
1114,2017,08,10,1564,0.64
1114,2017,55,11,1564,0.7
1114,2021,01,177,1611,10.99
1114,2021,02,219,1611,13.59
1114,2021,03,236,1611,14.65
1114,2021,04,253,1611,15.7
1114,2021,05,571,1611,35.44
1114,2021,06,42,1611,2.61
1114,2021,07,30,1611,1.86
1114,2021,08,14,1611,0.87
1114,2021,55,27,1611,1.68
1114,2025,01,221,1670,13.23
1114,2025,02,390,1670,23.35
1114,2025,03,171,1670,10.24
1114,2025,04,272,1670,16.29
1114,2025,05,401,1670,24.01
1114,2025,06,32,1670,1.92
1114,2025,07,22,1670,1.32
1114,2025,08,24,1670,1.44
1114,2025,55,74,1670,4.43
1119,1989,01,1274,7630,16.7
1119,1989,02,1076,7630,14.1
1119,1989,03,1223,7630,16.03
1119,1989,04,1870,7630,24.51
1119,1989,05,1630,7630,21.36
1119,1989,06,302,7630,3.96
1119,1989,07,212,7630,2.78
1119,1989,08,12,7630,0.16
1119,1993,01,1413,7334,19.27
1119,1993,02,431,7334,5.88
1119,1993,03,709,7334,9.67
1119,1993,04,1582,7334,21.57
1119,1993,05,2664,7334,36.32
1119,1993,06,231,7334,3.15
1119,1993,07,144,7334,1.96
1119,1993,08,5,7334,0.07
1119,1997,01,1539,7766,19.82
1119,1997,02,1148,7766,14.78
1119,1997,03,716,7766,9.22
1119,1997,04,2342,7766,30.16
1119,1997,05,1514,7766,19.5
1119,1997,06,172,7766,2.21
1119,1997,07,231,7766,2.97
1119,1997,08,8,7766,0.1
1119,2001,01,910,7659,11.88
1119,2001,02,1292,7659,16.87
1119,2001,03,1101,7659,14.38
1119,2001,04,2414,7659,31.52
1119,2001,05,1000,7659,13.06
1119,2001,06,409,7659,5.34
1119,2001,07,253,7659,3.3
1119,2001,08,4,7659,0.05
1119,2005,01,1221,8103,15.07
1119,2005,02,2022,8103,24.95
1119,2005,03,847,8103,10.45
1119,2005,04,1865,8103,23.02
1119,2005,05,1253,8103,15.46
1119,2005,06,320,8103,3.95
1119,2005,07,396,8103,4.89
1119,2005,08,6,8103,0.07
1119,2009,01,1475,8380,17.6
1119,2009,02,2233,8380,26.65
1119,2009,03,1140,8380,13.6
1119,2009,04,1812,8380,21.62
1119,2009,05,1168,8380,13.94
1119,2009,06,244,8380,2.91
1119,2009,07,161,8380,1.92
1119,2009,08,18,8380,0.21
1119,2009,55,7,8380,0.08
1119,2013,01,1348,9178,14.69
1119,2013,02,1773,9178,19.32
1119,2013,03,2185,9178,23.81
1119,2013,04,1805,9178,19.67
1119,2013,05,1316,9178,14.34
1119,2013,06,168,9178,1.83
1119,2013,07,175,9178,1.91
1119,2013,08,106,9178,1.15
1119,2013,55,18,9178,0.2
1119,2017,01,1321,9762,13.53
1119,2017,02,2228,9762,22.82
1119,2017,03,2279,9762,23.35
1119,2017,04,1651,9762,16.91
1119,2017,05,1504,9762,15.41
1119,2017,06,222,9762,2.27
1119,2017,07,126,9762,1.29
1119,2017,08,124,9762,1.27
1119,2017,55,52,9762,0.53
1119,2021,01,1397,10020,13.94
1119,2021,02,1992,10020,19.88
1119,2021,03,1734,10020,17.31
1119,2021,04,1706,10020,17.03
1119,2021,05,2133,10020,21.29
1119,2021,06,258,10020,2.57
1119,2021,07,122,10020,1.22
1119,2021,08,100,10020,1.0
1119,2021,55,204,10020,2.04
1119,2025,01,1626,10872,14.96
1119,2025,02,3569,10872,32.83
1119,2025,03,1151,10872,10.59
1119,2025,04,1931,10872,17.76
1119,2025,05,1219,10872,11.21
1119,2025,06,263,10872,2.42
1119,2025,07,99,10872,0.91
1119,2025,08,97,10872,0.89
1119,2025,55,354,10872,3.26
1120,1989,01,1371,7110,19.28
1120,1989,02,1174,7110,16.51
1120,1989,03,1532,7110,21.55
1120,1989,04,1106,7110,15.56
1120,1989,05,1284,7110,18.06
1120,1989,06,319,7110,4.49
1120,1989,07,271,7110,3.81
1120,1989,08,10,7110,0.14
1120,1993,01,1528,6861,22.27
1120,1993,02,533,6861,7.77
1120,1993,03,998,6861,14.55
1120,1993,04,979,6861,14.27
1120,1993,05,2205,6861,32.14
1120,1993,06,248,6861,3.61
1120,1993,07,227,6861,3.31
1120,1993,08,6,6861,0.09
1120,1997,01,1567,7510,20.87
1120,1997,02,1405,7510,18.71
1120,1997,03,1018,7510,13.56
1120,1997,04,1729,7510,23.02
1120,1997,05,1094,7510,14.57
1120,1997,06,190,7510,2.53
1120,1997,07,398,7510,5.3
1120,1997,08,5,7510,0.07
1120,2001,01,986,7513,13.12
1120,2001,02,1503,7513,20.01
1120,2001,03,1514,7513,20.15
1120,2001,04,1750,7513,23.29
1120,2001,05,741,7513,9.86
1120,2001,06,438,7513,5.83
1120,2001,07,376,7513,5.0
1120,2001,08,5,7513,0.07
1120,2005,01,1398,7778,17.97
1120,2005,02,2289,7778,29.43
1120,2005,03,1077,7778,13.85
1120,2005,04,1174,7778,15.09
