kom2024,aar,parti,stemmer,godkjente_i_alt,prosent_alle
4204,2005,07,2823,51127,5.52
4204,2005,08,174,51127,0.34
4204,2009,01,14657,52230,28.06
4204,2009,02,13068,52230,25.02
4204,2009,03,10482,52230,20.07
4204,2009,04,7471,52230,14.3
4204,2009,05,946,52230,1.81
4204,2009,06,2581,52230,4.94
4204,2009,07,1785,52230,3.42
4204,2009,08,243,52230,0.47
4204,2009,55,311,52230,0.6
4204,2013,01,13834,56428,24.52
4204,2013,02,9326,56428,16.53
4204,2013,03,16648,56428,29.5
4204,2013,04,7141,56428,12.66
4204,2013,05,811,56428,1.44
4204,2013,06,1761,56428,3.12
4204,2013,07,2914,56428,5.16
4204,2013,08,1596,56428,2.83
4204,2013,55,317,56428,0.56
4204,2017,01,13257,58870,22.52
4204,2017,02,8238,58870,13.99
4204,2017,03,17675,58870,30.02
4204,2017,04,6737,58870,11.44
4204,2017,05,2360,58870,4.01
4204,2017,06,3153,58870,5.36
4204,2017,07,2633,58870,4.47
4204,2017,08,2174,58870,3.69
4204,2017,55,980,58870,1.66
4204,2021,01,13967,62174,22.46
4204,2021,02,6109,62174,9.83
4204,2021,03,14489,62174,23.3
4204,2021,04,8097,62174,13.02
4204,2021,05,4209,62174,6.77
4204,2021,06,4102,62174,6.6
4204,2021,07,2858,62174,4.6
4204,2021,08,2530,62174,4.07
4204,2021,55,2384,62174,3.83
4204,2025,01,17402,69411,25.07
4204,2025,02,16686,69411,24.04
4204,2025,03,10630,69411,15.31
4204,2025,04,8446,69411,12.17
4204,2025,05,1532,69411,2.21
4204,2025,06,3220,69411,4.64
4204,2025,07,2487,69411,3.58
4204,2025,08,3101,69411,4.47
4204,2025,55,3067,69411,4.42
4205,1989,01,2823,12507,22.57
4205,1989,02,2136,12507,17.08
4205,1989,03,2450,12507,19.59
4205,1989,04,2339,12507,18.7
4205,1989,05,1039,12507,8.31
4205,1989,06,701,12507,5.6
4205,1989,07,712,12507,5.69
4205,1989,08,49,12507,0.39
4205,1993,01,2939,11835,24.83
4205,1993,02,743,11835,6.28
4205,1993,03,1815,11835,15.34
4205,1993,04,2024,11835,17.1
4205,1993,05,2782,11835,23.51
4205,1993,06,615,11835,5.2
4205,1993,07,467,11835,3.95
4205,1993,08,11,11835,0.09
4205,1997,01,2945,12185,24.17
4205,1997,02,1862,12185,15.28
4205,1997,03,1632,12185,13.39
4205,1997,04,3208,12185,26.33
4205,1997,05,1344,12185,11.03
4205,1997,06,438,12185,3.59
4205,1997,07,552,12185,4.53
4205,1997,08,12,12185,0.1
4205,2001,01,1862,11888,15.66
4205,2001,02,1448,11888,12.18
4205,2001,03,2666,11888,22.43
4205,2001,04,3069,11888,25.82
4205,2001,05,743,11888,6.25
4205,2001,06,1123,11888,9.45
4205,2001,07,484,11888,4.07
4205,2001,08,14,11888,0.12
4205,2005,01,2839,12364,22.96
4205,2005,02,3104,12364,25.11
4205,2005,03,1658,12364,13.41
4205,2005,04,2204,12364,17.83
4205,2005,05,851,12364,6.88
4205,2005,06,727,12364,5.88
4205,2005,07,771,12364,6.24
4205,2005,08,16,12364,0.13
4205,2009,01,3192,12742,25.05
4205,2009,02,3828,12742,30.04
4205,2009,03,2061,12742,16.17
4205,2009,04,1845,12742,14.48
4205,2009,05,788,12742,6.18
4205,2009,06,417,12742,3.27
4205,2009,07,438,12742,3.44
4205,2009,08,30,12742,0.24
4205,2009,55,48,12742,0.38
4205,2013,01,3051,13296,22.95
4205,2013,02,2777,13296,20.89
4205,2013,03,3454,13296,25.98
4205,2013,04,1648,13296,12.39
4205,2013,05,659,13296,4.96
4205,2013,06,306,13296,2.3
4205,2013,07,535,13296,4.02
4205,2013,08,273,13296,2.05
4205,2013,55,47,13296,0.35
4205,2017,01,2595,13640,19.02
4205,2017,02,2772,13640,20.32
4205,2017,03,3704,13640,27.16
4205,2017,04,1535,13640,11.25
4205,2017,05,1359,13640,9.96
4205,2017,06,452,13640,3.31
4205,2017,07,402,13640,2.95
4205,2017,08,334,13640,2.45
4205,2017,55,145,13640,1.06
4205,2021,01,2651,12916,20.52
4205,2021,02,2208,12916,17.1
4205,2021,03,2693,12916,20.85
4205,2021,04,1384,12916,10.72
4205,2021,05,1749,12916,13.54
4205,2021,06,501,12916,3.88
4205,2021,07,419,12916,3.24
4205,2021,08,361,12916,2.79
4205,2021,55,319,12916,2.47
4205,2025,01,2775,13693,20.27
4205,2025,02,4304,13693,31.43
4205,2025,03,1702,13693,12.43
4205,2025,04,1451,13693,10.6
4205,2025,05,885,13693,6.46
4205,2025,06,472,13693,3.45
4205,2025,07,527,13693,3.85
4205,2025,08,381,13693,2.78
4205,2025,55,524,13693,3.83
4206,1989,01,1165,5677,20.52
4206,1989,02,1149,5677,20.24
4206,1989,03,1547,5677,27.25
4206,1989,04,1031,5677,18.16
4206,1989,05,260,5677,4.58
4206,1989,06,209,5677,3.68
4206,1989,07,226,5677,3.98
4206,1989,08,22,5677,0.39
4206,1993,01,999,4254,23.48
4206,1993,02,382,4254,8.98
4206,1993,03,361,4254,8.49
4206,1993,04,905,4254,21.27
4206,1993,05,1006,4254,23.65
4206,1993,06,132,4254,3.1
4206,1993,07,197,4254,4.63
4206,1993,08,7,4254,0.16
4206,1997,01,1158,5199,22.27
4206,1997,02,1455,5199,27.99
4206,1997,03,753,5199,14.48
4206,1997,04,1053,5199,20.25
4206,1997,05,407,5199,7.83
4206,1997,06,136,5199,2.62
4206,1997,07,168,5199,3.23
4206,1997,08,7,5199,0.13
4206,2001,01,730,5088,14.35
4206,2001,02,793,5088,15.59
4206,2001,03,1434,5088,28.18
4206,2001,04,1117,5088,21.95
4206,2001,05,177,5088,3.48
4206,2001,06,396,5088,7.78
4206,2001,07,157,5088,3.09
4206,2001,08,5,5088,0.1
4206,2005,01,1057,5302,19.94
4206,2005,02,1999,5302,37.7
4206,2005,03,611,5302,11.52
4206,2005,04,785,5302,14.81
4206,2005,05,246,5302,4.64
4206,2005,06,268,5302,5.05
4206,2005,07,233,5302,4.39
4206,2005,08,3,5302,0.06
4206,2009,01,1226,5250,23.35
4206,2009,02,2094,5250,39.89
4206,2009,03,777,5250,14.8
4206,2009,04,613,5250,11.68
4206,2009,05,208,5250,3.96
4206,2009,06,169,5250,3.22
4206,2009,07,92,5250,1.75
4206,2009,08,8,5250,0.15
4206,2009,55,13,5250,0.25
4206,2013,01,1165,5202,22.4
4206,2013,02,1225,5202,23.55
4206,2013,03,1377,5202,26.47
4206,2013,04,653,5202,12.55
4206,2013,05,203,5202,3.9
4206,2013,06,133,5202,2.56
4206,2013,07,185,5202,3.56
4206,2013,08,70,5202,1.35
4206,2013,55,9,5202,0.17
4206,2017,01,1064,5373,19.8
4206,2017,02,1295,5373,24.1
4206,2017,03,1501,5373,27.94
4206,2017,04,575,5373,10.7
4206,2017,05,337,5373,6.27
4206,2017,06,165,5373,3.07
4206,2017,07,150,5373,2.79
4206,2017,08,76,5373,1.41
4206,2017,55,82,5373,1.53
4206,2021,01,1083,5518,19.63
4206,2021,02,1129,5518,20.46
4206,2021,03,1197,5518,21.69
4206,2021,04,581,5518,10.53
4206,2021,05,680,5518,12.32
4206,2021,06,207,5518,3.75
4206,2021,07,140,5518,2.54
4206,2021,08,84,5518,1.52
4206,2021,55,136,5518,2.46
4206,2025,01,1232,5831,21.13
4206,2025,02,2099,5831,36.0
4206,2025,03,650,5831,11.15
4206,2025,04,610,5831,10.46
4206,2025,05,333,5831,5.71
4206,2025,06,191,5831,3.28
4206,2025,07,142,5831,2.44
4206,2025,08,111,5831,1.9
4206,2025,55,195,5831,3.34
4207,1989,01,1315,5518,23.83
4207,1989,02,925,5518,16.76
4207,1989,03,1358,5518,24.61
4207,1989,04,1143,5518,20.71
4207,1989,05,222,5518,4.02
4207,1989,06,234,5518,4.24
4207,1989,07,254,5518,4.6
4207,1989,08,17,5518,0.31
4207,1993,01,1306,4992,26.16
4207,1993,02,384,4992,7.69
4207,1993,03,882,4992,17.67
4207,1993,04,882,4992,17.67
4207,1993,05,992,4992,19.87
4207,1993,06,188,4992,3.77
4207,1993,07,248,4992,4.97
4207,1993,08,1,4992,0.02
4207,1997,01,1332,5062,26.31
4207,1997,02,872,5062,17.23
4207,1997,03,728,5062,14.38
4207,1997,04,1281,5062,25.31
4207,1997,05,447,5062,8.83
4207,1997,06,132,5062,2.61
4207,1997,07,219,5062,4.33
4207,1997,08,2,5062,0.04
4207,2001,01,870,4842,17.97
4207,2001,02,564,4842,11.65
4207,2001,03,1062,4842,21.93
4207,2001,04,1250,4842,25.82
4207,2001,05,214,4842,4.42
4207,2001,06,345,4842,7.13
4207,2001,07,218,4842,4.5
4207,2001,08,4,4842,0.08
4207,2005,01,1181,5004,23.6
4207,2005,02,1206,5004,24.1
4207,2005,03,697,5004,13.93
4207,2005,04,869,5004,17.37
4207,2005,05,277,5004,5.54
4207,2005,06,258,5004,5.16
4207,2005,07,411,5004,8.21
4207,2005,08,3,5004,0.06
4207,2009,01,1256,4938,25.44
4207,2009,02,1472,4938,29.81
4207,2009,03,821,4938,16.63
4207,2009,04,679,4938,13.75
4207,2009,05,279,4938,5.65
4207,2009,06,137,4938,2.77
4207,2009,07,230,4938,4.66
4207,2009,08,8,4938,0.16
4207,2009,55,17,4938,0.34
4207,2013,01,1145,5079,22.54
4207,2013,02,1083,5079,21.32
4207,2013,03,1417,5079,27.9
4207,2013,04,676,5079,13.31
4207,2013,05,216,5079,4.25
4207,2013,06,118,5079,2.32
4207,2013,07,195,5079,3.84
4207,2013,08,68,5079,1.34
4207,2013,55,30,5079,0.59
4207,2017,01,865,4869,17.77
4207,2017,02,1215,4869,24.95
4207,2017,03,1153,4869,23.68
4207,2017,04,612,4869,12.57
4207,2017,05,521,4869,10.7
4207,2017,06,162,4869,3.33
4207,2017,07,124,4869,2.55
4207,2017,08,69,4869,1.42
4207,2017,55,50,4869,1.03
4207,2021,01,776,4925,15.76
4207,2021,02,1205,4925,24.47
4207,2021,03,940,4925,19.09
4207,2021,04,628,4925,12.75
4207,2021,05,683,4925,13.87
4207,2021,06,206,4925,4.18
4207,2021,07,101,4925,2.05
4207,2021,08,82,4925,1.66
4207,2021,55,137,4925,2.78
4207,2025,01,1068,5309,20.12
4207,2025,02,1930,5309,36.35
4207,2025,03,694,5309,13.07
4207,2025,04,582,5309,10.96
4207,2025,05,293,5309,5.52
4207,2025,06,154,5309,2.9
4207,2025,07,102,5309,1.92
4207,2025,08,104,5309,1.96
4207,2025,55,193,5309,3.64
4211,1989,01,655,1611,40.66
4211,1989,02,170,1611,10.55
4211,1989,03,168,1611,10.43
4211,1989,04,265,1611,16.45
4211,1989,05,147,1611,9.12
4211,1989,06,118,1611,7.32
4211,1989,07,76,1611,4.72
4211,1989,08,2,1611,0.12
4211,1993,01,477,1436,33.22
4211,1993,02,50,1436,3.48
4211,1993,03,124,1436,8.64
4211,1993,04,197,1436,13.72
4211,1993,05,370,1436,25.77
4211,1993,06,132,1436,9.19
4211,1993,07,60,1436,4.18
4211,1997,01,539,1459,36.94
4211,1997,02,174,1459,11.93
4211,1997,03,138,1459,9.46
4211,1997,04,291,1459,19.95
4211,1997,05,181,1459,12.41
4211,1997,06,51,1459,3.5
4211,1997,07,76,1459,5.21
4211,2001,01,347,1351,25.68
4211,2001,02,162,1351,11.99
4211,2001,03,289,1351,21.39
4211,2001,04,238,1351,17.62
4211,2001,05,105,1351,7.77
4211,2001,06,131,1351,9.7
4211,2001,07,44,1351,3.26
4211,2005,01,493,1395,35.34
4211,2005,02,288,1395,20.65
4211,2005,03,158,1395,11.33
4211,2005,04,143,1395,10.25
4211,2005,05,126,1395,9.03
4211,2005,06,114,1395,8.17
4211,2005,07,44,1395,3.15
4211,2009,01,504,1367,36.87
4211,2009,02,309,1367,22.6
4211,2009,03,158,1367,11.56
4211,2009,04,122,1367,8.92
4211,2009,05,138,1367,10.1
4211,2009,06,74,1367,5.41
4211,2009,07,41,1367,3.0
4211,2009,08,5,1367,0.37
4211,2009,55,6,1367,0.44
4211,2013,01,459,1418,32.37
4211,2013,02,260,1418,18.34
4211,2013,03,298,1418,21.02
4211,2013,04,122,1418,8.6
4211,2013,05,135,1418,9.52
4211,2013,06,29,1418,2.05
4211,2013,07,56,1418,3.95
4211,2013,08,16,1418,1.13
4211,2013,55,8,1418,0.56
4211,2017,01,385,1415,27.21
4211,2017,02,240,1415,16.96
4211,2017,03,288,1415,20.35
4211,2017,04,94,1415,6.64
4211,2017,05,295,1415,20.85
4211,2017,06,36,1415,2.54
4211,2017,07,25,1415,1.77
4211,2017,08,19,1415,1.34
4211,2017,55,10,1415,0.71
4211,2021,01,345,1359,25.39
4211,2021,02,171,1359,12.58
4211,2021,03,217,1359,15.97
4211,2021,04,80,1359,5.89
4211,2021,05,368,1359,27.08
4211,2021,06,47,1359,3.46
4211,2021,07,21,1359,1.55
4211,2021,08,16,1359,1.18
4211,2021,55,52,1359,3.83
4211,2025,01,414,1458,28.4
4211,2025,02,424,1458,29.08
4211,2025,03,149,1458,10.22
4211,2025,04,74,1458,5.08
4211,2025,05,187,1458,12.83
4211,2025,06,28,1458,1.92
4211,2025,07,17,1458,1.17
4211,2025,08,30,1458,2.06
4211,2025,55,80,1458,5.49
4212,1989,01,491,1218,40.31
4212,1989,02,107,1218,8.78
4212,1989,03,140,1218,11.49
4212,1989,04,287,1218,23.56
4212,1989,05,115,1218,9.44
4212,1989,06,33,1218,2.71
4212,1989,07,43,1218,3.53
4212,1989,08,1,1218,0.08
4212,1993,01,412,1189,34.65
4212,1993,02,27,1189,2.27
4212,1993,03,115,1189,9.67
4212,1993,04,229,1189,19.26
4212,1993,05,299,1189,25.15
4212,1993,06,48,1189,4.04
4212,1993,07,32,1189,2.69
4212,1997,01,395,1149,34.38
4212,1997,02,112,1149,9.75
4212,1997,03,127,1149,11.05
4212,1997,04,313,1149,27.24
4212,1997,05,131,1149,11.4
4212,1997,06,20,1149,1.74
4212,1997,07,44,1149,3.83
4212,2001,01,287,1098,26.14
4212,2001,02,131,1098,11.93
4212,2001,03,176,1098,16.03
4212,2001,04,321,1098,29.23
4212,2001,05,64,1098,5.83
4212,2001,06,77,1098,7.01
4212,2001,07,27,1098,2.46
4212,2005,01,388,1129,34.37
4212,2005,02,199,1129,17.63
4212,2005,03,104,1129,9.21
4212,2005,04,236,1129,20.9
4212,2005,05,92,1129,8.15
4212,2005,06,47,1129,4.16
4212,2005,07,43,1129,3.81
4212,2009,01,430,1163,36.97
4212,2009,02,208,1163,17.88
4212,2009,03,159,1163,13.67
4212,2009,04,228,1163,19.6
4212,2009,05,95,1163,8.17
4212,2009,06,13,1163,1.12
4212,2009,07,23,1163,1.98
4212,2009,55,1,1163,0.09
4212,2013,01,378,1198,31.55
4212,2013,02,143,1198,11.94
4212,2013,03,240,1198,20.03
4212,2013,04,234,1198,19.53
4212,2013,05,125,1198,10.43
4212,2013,06,7,1198,0.58
4212,2013,07,28,1198,2.34
4212,2013,08,16,1198,1.34
4212,2013,55,3,1198,0.25
4212,2017,01,330,1217,27.12
4212,2017,02,145,1217,11.91
4212,2017,03,238,1217,19.56
4212,2017,04,233,1217,19.15
4212,2017,05,194,1217,15.94
4212,2017,06,25,1217,2.05
4212,2017,07,20,1217,1.64
4212,2017,08,12,1217,0.99
4212,2017,55,8,1217,0.66
4212,2021,01,327,1296,25.23
4212,2021,02,132,1296,10.19
4212,2021,03,164,1296,12.65
4212,2021,04,196,1296,15.12
4212,2021,05,335,1296,25.85
4212,2021,06,39,1296,3.01
4212,2021,07,13,1296,1.0
4212,2021,08,17,1296,1.31
4212,2021,55,33,1296,2.55
4212,2025,01,345,1332,25.9
4212,2025,02,323,1332,24.25
4212,2025,03,89,1332,6.68
4212,2025,04,224,1332,16.82
4212,2025,05,164,1332,12.31
4212,2025,06,31,1332,2.33
4212,2025,07,16,1332,1.2
4212,2025,08,15,1332,1.13
4212,2025,55,51,1332,3.83
4213,1989,01,1063,3718,28.59
4213,1989,02,665,3718,17.89
4213,1989,03,685,3718,18.42
4213,1989,04,579,3718,15.57
4213,1989,05,251,3718,6.75
4213,1989,06,262,3718,7.05
4213,1989,07,193,3718,5.19
4213,1989,08,9,3718,0.24
4213,1993,01,1057,3362,31.44
4213,1993,02,276,3362,8.21
4213,1993,03,499,3362,14.84
4213,1993,04,414,3362,12.31
4213,1993,05,605,3362,18.0
4213,1993,06,273,3362,8.12
4213,1993,07,153,3362,4.55
4213,1997,01,1051,3462,30.36
4213,1997,02,610,3462,17.62
4213,1997,03,500,3462,14.44
4213,1997,04,596,3462,17.22
4213,1997,05,310,3462,8.95
4213,1997,06,150,3462,4.33
4213,1997,07,198,3462,5.72
4213,1997,08,6,3462,0.17
4213,2001,01,695,3274,21.23
4213,2001,02,506,3274,15.46
4213,2001,03,722,3274,22.05
4213,2001,04,611,3274,18.66
4213,2001,05,167,3274,5.1
4213,2001,06,362,3274,11.06
4213,2001,07,135,3274,4.12
4213,2005,01,957,3399,28.16
4213,2005,02,802,3399,23.6
4213,2005,03,409,3399,12.03
4213,2005,04,359,3399,10.56
4213,2005,05,181,3399,5.33
4213,2005,06,340,3399,10.0
4213,2005,07,263,3399,7.74
4213,2009,01,1081,3367,32.11
4213,2009,02,823,3367,24.44
4213,2009,03,666,3367,19.78
4213,2009,04,263,3367,7.81
4213,2009,05,170,3367,5.05
4213,2009,06,177,3367,5.26
4213,2009,07,116,3367,3.45
4213,2009,08,20,3367,0.59
4213,2009,55,26,3367,0.77
4213,2013,01,971,3468,28.0
4213,2013,02,605,3468,17.45
4213,2013,03,945,3468,27.25
4213,2013,04,320,3468,9.23
4213,2013,05,192,3468,5.54
4213,2013,06,101,3468,2.91
4213,2013,07,165,3468,4.76
4213,2013,08,87,3468,2.51
4213,2013,55,15,3468,0.43
4213,2017,01,877,3458,25.36
4213,2017,02,520,3458,15.04
4213,2017,03,993,3458,28.72
4213,2017,04,258,3458,7.46
4213,2017,05,357,3458,10.32
4213,2017,06,113,3458,3.27
4213,2017,07,117,3458,3.38
4213,2017,08,106,3458,3.07
4213,2017,55,52,3458,1.5
4213,2021,01,869,3483,24.95
4213,2021,02,383,3483,11.0
4213,2021,03,832,3483,23.89
4213,2021,04,174,3483,5.0
4213,2021,05,559,3483,16.05
4213,2021,06,175,3483,5.02
4213,2021,07,127,3483,3.65
4213,2021,08,105,3483,3.01
4213,2021,55,137,3483,3.93
4213,2025,01,1027,3840,26.74
4213,2025,02,1133,3840,29.51
4213,2025,03,516,3840,13.44
4213,2025,04,248,3840,6.46
4213,2025,05,207,3840,5.39
4213,2025,06,125,3840,3.26
4213,2025,07,104,3840,2.71
4213,2025,08,119,3840,3.1
4213,2025,55,193,3840,5.03
4214,1989,01,938,2406,38.99
4214,1989,02,337,2406,14.01
4214,1989,03,245,2406,10.18
4214,1989,04,432,2406,17.96
4214,1989,05,229,2406,9.52
4214,1989,06,123,2406,5.11
4214,1989,07,90,2406,3.74
4214,1989,08,4,2406,0.17
4214,1993,01,772,2334,33.08
4214,1993,02,97,2334,4.16
4214,1993,03,143,2334,6.13
4214,1993,04,353,2334,15.12
4214,1993,05,698,2334,29.91
4214,1993,06,167,2334,7.16
4214,1993,07,58,2334,2.49
4214,1997,01,726,2424,29.95
4214,1997,02,401,2424,16.54
4214,1997,03,150,2424,6.19
4214,1997,04,663,2424,27.35
4214,1997,05,291,2424,12.0
4214,1997,06,80,2424,3.3
4214,1997,07,88,2424,3.63
4214,1997,08,4,2424,0.17
4214,2001,01,467,2395,19.5
4214,2001,02,535,2395,22.34
4214,2001,03,268,2395,11.19
4214,2001,04,626,2395,26.14
4214,2001,05,145,2395,6.05
4214,2001,06,217,2395,9.06
4214,2001,07,81,2395,3.38
4214,2005,01,738,2543,29.02
4214,2005,02,769,2543,30.24
4214,2005,03,151,2543,5.94
4214,2005,04,392,2543,15.41
4214,2005,05,217,2543,8.53
4214,2005,06,124,2543,4.88
4214,2005,07,103,2543,4.05
4214,2009,01,807,2582,31.25
4214,2009,02,812,2582,31.45
4214,2009,03,215,2582,8.33
4214,2009,04,369,2582,14.29
4214,2009,05,225,2582,8.71
4214,2009,06,65,2582,2.52
4214,2009,07,60,2582,2.32
4214,2009,08,1,2582,0.04
4214,2009,55,11,2582,0.43
4214,2013,01,844,2890,29.2
4214,2013,02,635,2890,21.97
4214,2013,03,479,2890,16.57
4214,2013,04,431,2890,14.91
4214,2013,05,235,2890,8.13
4214,2013,06,45,2890,1.56
4214,2013,07,57,2890,1.97
4214,2013,08,35,2890,1.21
4214,2013,55,8,2890,0.28
4214,2017,01,690,3081,22.4
4214,2017,02,698,3081,22.65
4214,2017,03,559,3081,18.14
4214,2017,04,437,3081,14.18
4214,2017,05,397,3081,12.89
4214,2017,06,78,3081,2.53
4214,2017,07,53,3081,1.72
4214,2017,08,39,3081,1.27
4214,2017,55,19,3081,0.62
4214,2021,01,690,3248,21.24
4214,2021,02,617,3248,19.0
4214,2021,03,351,3248,10.81
4214,2021,04,365,3248,11.24
4214,2021,05,732,3248,22.54
4214,2021,06,90,3248,2.77
4214,2021,07,48,3248,1.48
4214,2021,08,49,3248,1.51
4214,2021,55,90,3248,2.77
4214,2025,01,861,3595,23.95
4214,2025,02,1276,3595,35.49
4214,2025,03,246,3595,6.84
4214,2025,04,374,3595,10.4
4214,2025,05,227,3595,6.31
4214,2025,06,82,3595,2.28
4214,2025,07,41,3595,1.14
4214,2025,08,67,3595,1.86
4214,2025,55,129,3595,3.59
4215,1989,01,1141,4819,23.68
4215,1989,02,881,4819,18.28
4215,1989,03,1216,4819,25.23
4215,1989,04,780,4819,16.19
4215,1989,05,167,4819,3.47
4215,1989,06,330,4819,6.85
4215,1989,07,242,4819,5.02
4215,1989,08,39,4819,0.81
4215,1993,01,1359,4763,28.53
4215,1993,02,290,4763,6.09
4215,1993,03,1045,4763,21.94
4215,1993,04,675,4763,14.17
4215,1993,05,602,4763,12.64
4215,1993,06,378,4763,7.94
4215,1993,07,234,4763,4.91
4215,1997,01,1271,4945,25.7
4215,1997,02,800,4945,16.18
4215,1997,03,903,4945,18.26
4215,1997,04,1071,4945,21.66
4215,1997,05,258,4945,5.22
4215,1997,06,266,4945,5.38
4215,1997,07,287,4945,5.8
4215,1997,08,12,4945,0.24
4215,2001,01,787,4935,15.95
4215,2001,02,654,4935,13.25
4215,2001,03,1247,4935,25.27
4215,2001,04,972,4935,19.7
4215,2001,05,153,4935,3.1
4215,2001,06,664,4935,13.45
4215,2001,07,300,4935,6.08
4215,2005,01,1236,5252,23.53
4215,2005,02,1336,5252,25.44
4215,2005,03,918,5252,17.48
4215,2005,04,628,5252,11.96
4215,2005,05,212,5252,4.04
4215,2005,06,454,5252,8.64
4215,2005,07,386,5252,7.35
4215,2009,01,1415,5401,26.2
4215,2009,02,1404,5401,26.0
4215,2009,03,1238,5401,22.92
4215,2009,04,552,5401,10.22
4215,2009,05,138,5401,2.56
4215,2009,06,312,5401,5.78
4215,2009,07,250,5401,4.63
4215,2009,08,27,5401,0.5
4215,2009,55,35,5401,0.65
4215,2013,01,1278,5812,21.99
4215,2013,02,817,5812,14.06
4215,2013,03,2213,5812,38.08
4215,2013,04,547,5812,9.41
4215,2013,05,115,5812,1.98
4215,2013,06,192,5812,3.3
4215,2013,07,363,5812,6.25
4215,2013,08,136,5812,2.34
4215,2013,55,25,5812,0.43
4215,2017,01,1279,6147,20.81
4215,2017,02,861,6147,14.01
4215,2017,03,2111,6147,34.34
4215,2017,04,530,6147,8.62
4215,2017,05,264,6147,4.29
4215,2017,06,287,6147,4.67
4215,2017,07,379,6147,6.17
4215,2017,08,186,6147,3.03
4215,2017,55,84,6147,1.37
4215,2021,01,1336,6355,21.02
4215,2021,02,698,6355,10.98
4215,2021,03,1626,6355,25.59
4215,2021,04,647,6355,10.18
4215,2021,05,528,6355,8.31
4215,2021,06,431,6355,6.78
4215,2021,07,302,6355,4.75
4215,2021,08,243,6355,3.82
4215,2021,55,240,6355,3.78
4215,2025,01,1649,6943,23.75
4215,2025,02,1837,6943,26.46
4215,2025,03,1097,6943,15.8
4215,2025,04,638,6943,9.19
4215,2025,05,188,6943,2.71
4215,2025,06,322,6943,4.64
4215,2025,07,253,6943,3.64
4215,2025,08,305,6943,4.39
4215,2025,55,335,6943,4.83
4216,1989,01,629,2509,25.07
4216,1989,02,446,2509,17.78
4216,1989,03,364,2509,14.51
4216,1989,04,613,2509,24.43
4216,1989,05,250,2509,9.96
4216,1989,06,116,2509,4.62
4216,1989,07,74,2509,2.95
4216,1989,08,8,2509,0.32
4216,1993,01,570,2326,24.51
4216,1993,02,106,2326,4.56
4216,1993,03,279,2326,11.99
4216,1993,04,532,2326,22.87
4216,1993,05,597,2326,25.67
4216,1993,06,122,2326,5.25
4216,1993,07,61,2326,2.62
4216,1997,01,579,2421,23.92
4216,1997,02,291,2421,12.02
4216,1997,03,362,2421,14.95
4216,1997,04,705,2421,29.12
4216,1997,05,330,2421,13.63
4216,1997,06,54,2421,2.23
4216,1997,07,83,2421,3.43
4216,1997,08,2,2421,0.08
4216,2001,01,408,2380,17.14
4216,2001,02,311,2380,13.07
4216,2001,03,438,2380,18.4
4216,2001,04,706,2380,29.66
4216,2001,05,164,2380,6.89
4216,2001,06,166,2380,6.97
4216,2001,07,104,2380,4.37
4216,2005,01,539,2394,22.51
4216,2005,02,551,2394,23.02
4216,2005,03,322,2394,13.45
4216,2005,04,474,2394,19.8
4216,2005,05,203,2394,8.48
4216,2005,06,128,2394,5.35
4216,2005,07,128,2394,5.35
4216,2009,01,598,2480,24.11
4216,2009,02,666,2480,26.85
4216,2009,03,438,2480,17.66
4216,2009,04,446,2480,17.98
4216,2009,05,181,2480,7.3
4216,2009,06,72,2480,2.9
4216,2009,07,50,2480,2.02
4216,2009,08,4,2480,0.16
4216,2009,55,7,2480,0.28
4216,2013,01,494,2573,19.2
4216,2013,02,425,2573,16.52
4216,2013,03,749,2573,29.11
4216,2013,04,476,2573,18.5
4216,2013,05,202,2573,7.85
4216,2013,06,31,2573,1.2
4216,2013,07,73,2573,2.84
4216,2013,08,49,2573,1.9
4216,2013,55,8,2573,0.31
4216,2017,01,518,2690,19.26
4216,2017,02,476,2690,17.7
4216,2017,03,653,2690,24.28
4216,2017,04,443,2690,16.47
4216,2017,05,346,2690,12.86
4216,2017,06,68,2690,2.53
4216,2017,07,62,2690,2.3
4216,2017,08,41,2690,1.52
4216,2017,55,32,2690,1.19
4216,2021,01,479,2788,17.18
4216,2021,02,315,2788,11.3
4216,2021,03,532,2788,19.08
4216,2021,04,394,2788,14.13
4216,2021,05,655,2788,23.49
4216,2021,06,76,2788,2.73
4216,2021,07,60,2788,2.15
4216,2021,08,62,2788,2.22
4216,2021,55,65,2788,2.33
4216,2025,01,567,3026,18.74
4216,2025,02,965,3026,31.89
4216,2025,03,327,3026,10.81
4216,2025,04,400,3026,13.22
4216,2025,05,291,3026,9.62
4216,2025,06,70,3026,2.31
4216,2025,07,48,3026,1.59
4216,2025,08,67,3026,2.21
4216,2025,55,118,3026,3.9
4217,1989,01,606,1248,48.56
4217,1989,02,109,1248,8.73
4217,1989,03,105,1248,8.41
4217,1989,04,134,1248,10.74
4217,1989,05,156,1248,12.5
4217,1989,06,100,1248,8.01
4217,1989,07,20,1248,1.6
4217,1989,08,5,1248,0.4
4217,1993,01,459,1135,40.44
4217,1993,02,38,1135,3.35
4217,1993,03,45,1135,3.96
4217,1993,04,124,1135,10.93
4217,1993,05,317,1135,27.93
4217,1993,06,113,1135,9.96
4217,1993,07,16,1135,1.41
4217,1997,01,425,1113,38.19
4217,1997,02,114,1113,10.24
4217,1997,03,53,1113,4.76
4217,1997,04,177,1113,15.9
4217,1997,05,226,1113,20.31
4217,1997,06,85,1113,7.64
