enhet,enhet_navn,aar,parti,stemmer,total_stemmer,prosent
1144,Kvitsøy,1961,02,0.0,292.0,0.0
1144,Kvitsøy,1961,03,27.0,292.0,9.25
1144,Kvitsøy,1961,04,122.0,292.0,41.78
1144,Kvitsøy,1961,05,29.0,292.0,9.93
1144,Kvitsøy,1961,06,0.0,292.0,0.0
1144,Kvitsøy,1961,07,51.0,292.0,17.47
1144,Kvitsøy,1961,08,0.0,292.0,0.0
1144,Kvitsøy,1961,09,0.0,292.0,0.0
1144,Kvitsøy,1961,55,0.0,292.0,0.0
1144,Kvitsøy,1961,90,0.0,292.0,0.0
1144,Kvitsøy,1961,99,0.0,292.0,0.0
1144,Kvitsøy,1965,01,77.0,357.0,21.57
1144,Kvitsøy,1965,02,0.0,357.0,0.0
1144,Kvitsøy,1965,03,54.0,357.0,15.13
1144,Kvitsøy,1965,04,141.0,357.0,39.5
1144,Kvitsøy,1965,05,27.0,357.0,7.56
1144,Kvitsøy,1965,06,2.0,357.0,0.56
1144,Kvitsøy,1965,07,54.0,357.0,15.13
1144,Kvitsøy,1965,08,0.0,357.0,0.0
1144,Kvitsøy,1965,09,0.0,357.0,0.0
1144,Kvitsøy,1965,55,0.0,357.0,0.0
1144,Kvitsøy,1965,90,0.0,357.0,0.0
1144,Kvitsøy,1965,99,2.0,357.0,0.56
1144,Kvitsøy,1969,01,75.0,343.0,21.87
