kode,aar,kom2024,andel,befolkning,metode
1557,2008,1557,1.0,2636,arvet
1560,2008,1560,1.0,3082,arvet
1563,2008,1563,1.0,7357,arvet
1566,2008,1566,1.0,6039,arvet
1567,2008,5061,1.0,2045,arvet
1571,2008,5055,1.0,1671,arvet
1573,2008,1573,1.0,2137,arvet
1576,2008,1576,1.0,3530,arvet
1601,2008,5001,1.0,165191,arvet
1612,2008,5055,1.0,4234,arvet
1613,2008,5055,0.153333,1022,"delt, anslått fra befolkningsendring 2019→2020"
1613,2008,5056,0.339048,1022,"delt, anslått fra befolkningsendring 2019→2020"
1613,2008,5059,0.507619,1022,"delt, anslått fra befolkningsendring 2019→2020"
1617,2008,5056,1.0,4132,arvet
1620,2008,5014,1.0,4144,arvet
1621,2008,5057,1.0,5025,arvet
1622,2008,5059,1.0,1758,arvet
1624,2008,5054,1.0,6366,arvet
1627,2008,5057,1.0,4604,arvet
1630,2008,5058,1.0,3232,arvet
1632,2008,5058,1.0,1007,arvet
1633,2008,5020,1.0,1041,arvet
1634,2008,5021,1.0,6564,arvet
1635,2008,5022,1.0,2594,arvet
1636,2008,5059,1.0,3871,arvet
1638,2008,5059,1.0,11018,arvet
1640,2008,5025,1.0,5620,arvet
1644,2008,5026,1.0,2069,arvet
1648,2008,5027,1.0,5910,arvet
1653,2008,5028,1.0,14457,arvet
1657,2008,5029,1.0,6326,arvet
1662,2008,5001,1.0,5558,arvet
1663,2008,5031,1.0,12388,arvet
1664,2008,5032,1.0,4006,arvet
1665,2008,5033,1.0,856,arvet
1702,2008,5006,1.0,20672,arvet
1703,2008,5007,1.0,12607,arvet
1711,2008,5034,1.0,2506,arvet
1714,2008,5035,1.0,20616,arvet
1717,2008,5036,1.0,2466,arvet
1718,2008,5054,1.0,3484,arvet
1719,2008,5037,1.0,18355,arvet
1721,2008,5038,1.0,14094,arvet
1723,2008,5053,1.0,864,arvet
1724,2008,5006,1.0,2948,arvet
1725,2008,5007,1.0,1717,arvet
1729,2008,5053,1.0,5836,arvet
1736,2008,5041,1.0,2176,arvet
1738,2008,5042,1.0,1480,arvet
1739,2008,5043,1.0,499,arvet
1740,2008,5044,1.0,916,arvet
1742,2008,5045,1.0,2377,arvet
1743,2008,5046,1.0,1273,arvet
1744,2008,5047,1.0,3507,arvet
1748,2008,5007,1.0,687,arvet
1749,2008,5049,1.0,1138,arvet
1750,2008,5060,1.0,4034,arvet
1751,2008,5060,1.0,5015,arvet
1755,2008,5052,1.0,589,arvet
1804,2008,1804,1.0,46049,arvet
1805,2008,1806,1.0,18384,arvet
1811,2008,1811,1.0,1631,arvet
1812,2008,1812,1.0,2056,arvet
1813,2008,1813,1.0,7535,arvet
1815,2008,1815,1.0,1295,arvet
1816,2008,1816,1.0,485,arvet
1818,2008,1818,1.0,1683,arvet
1820,2008,1820,1.0,7207,arvet
1822,2008,1822,1.0,2090,arvet
1824,2008,1824,1.0,13424,arvet
1825,2008,1825,1.0,1537,arvet
1826,2008,1826,1.0,1463,arvet
1827,2008,1827,1.0,1463,arvet
1828,2008,1828,1.0,1792,arvet
1832,2008,1832,1.0,4478,arvet
1833,2008,1833,1.0,25092,arvet
1834,2008,1834,1.0,1899,arvet
1835,2008,1835,1.0,451,arvet
1836,2008,1836,1.0,1314,arvet
1837,2008,1837,1.0,6622,arvet
1838,2008,1838,1.0,2046,arvet
1839,2008,1839,1.0,1128,arvet
1840,2008,1840,1.0,4710,arvet
1841,2008,1841,1.0,9480,arvet
1845,2008,1845,1.0,2000,arvet
1848,2008,1848,1.0,2672,arvet
1849,2008,1875,1.0,1761,arvet
1850,2008,1806,0.422336,2028,"delt, anslått fra befolkningsendring 2019→2020"
1850,2008,1875,0.577664,2028,"delt, anslått fra befolkningsendring 2019→2020"
1851,2008,1851,1.0,2279,arvet
1852,2008,5512,1.0,1338,arvet
1853,2008,1853,1.0,1358,arvet
1854,2008,1806,1.0,2652,arvet
1856,2008,1856,1.0,622,arvet
1857,2008,1857,1.0,743,arvet
1859,2008,1859,1.0,1441,arvet
1860,2008,1860,1.0,10710,arvet
1865,2008,1865,1.0,8933,arvet
1866,2008,1866,1.0,7970,arvet
1867,2008,1867,1.0,2867,arvet
1868,2008,1868,1.0,4424,arvet
1870,2008,1870,1.0,9678,arvet
1871,2008,1871,1.0,5078,arvet
1874,2008,1874,1.0,1128,arvet
1901,2008,5503,1.0,23108,arvet
1902,2008,5501,1.0,65286,arvet
1911,2008,5510,1.0,3036,arvet
1913,2008,5512,1.0,2862,arvet
1915,2008,5503,1.0,509,arvet
1917,2008,5514,1.0,1511,arvet
1919,2008,5516,1.0,1168,arvet
1920,2008,5518,1.0,1010,arvet
1922,2008,5520,1.0,3994,arvet
1923,2008,5522,1.0,2169,arvet
1924,2008,5524,1.0,6603,arvet
1925,2008,5526,1.0,3312,arvet
1926,2008,5528,1.0,1232,arvet
1927,2008,5530,1.0,1579,arvet
1928,2008,5530,1.0,937,arvet
1929,2008,5530,1.0,937,arvet
1931,2008,5530,1.0,11160,arvet
1933,2008,5532,1.0,5529,arvet
1936,2008,5534,1.0,2404,arvet
1938,2008,5536,1.0,3208,arvet
1939,2008,5538,1.0,1893,arvet
1940,2008,5540,1.0,2248,arvet
1941,2008,5542,1.0,2934,arvet
1942,2008,5544,1.0,4665,arvet
1943,2008,5546,1.0,1348,arvet
2002,2008,5634,1.0,2190,arvet
2003,2008,5607,1.0,6062,arvet
2004,2008,5603,1.0,9407,arvet
2011,2008,5612,1.0,2947,arvet
2012,2008,5601,1.0,18272,arvet
2014,2008,5614,1.0,1106,arvet
2015,2008,5616,1.0,998,arvet
2017,2008,5603,1.0,1101,arvet
2018,2008,5618,1.0,1333,arvet
2019,2008,5620,1.0,3219,arvet
2020,2008,5622,1.0,4059,arvet
2021,2008,5610,1.0,2866,arvet
2022,2008,5624,1.0,1304,arvet
2023,2008,5626,1.0,1040,arvet
2024,2008,5630,1.0,1077,arvet
2025,2008,5628,1.0,2954,arvet
2027,2008,5636,1.0,856,arvet
2028,2008,5632,1.0,2090,arvet
2030,2008,5605,1.0,9518,arvet
0101,2009,3101,1.0,28389,arvet
0104,2009,3103,1.0,29588,arvet
0105,2009,3105,1.0,51723,arvet
0106,2009,3107,1.0,72760,arvet
0111,2009,3110,1.0,3998,arvet
0118,2009,3124,1.0,1420,arvet
0119,2009,3122,1.0,3455,arvet
0121,2009,3226,1.0,671,arvet
0122,2009,3118,1.0,5047,arvet
0123,2009,3118,1.0,5148,arvet
0124,2009,3118,1.0,14703,arvet
0125,2009,3118,1.0,10701,arvet
0127,2009,3116,1.0,3492,arvet
0128,2009,3120,1.0,7496,arvet
0135,2009,3112,1.0,6790,arvet
0136,2009,3103,1.0,14105,arvet
0137,2009,3114,1.0,4437,arvet
0138,2009,3118,1.0,4661,arvet
0211,2009,3216,1.0,14095,arvet
0213,2009,3207,1.0,27699,arvet
0214,2009,3218,1.0,15863,arvet
0215,2009,3214,1.0,14435,arvet
0216,2009,3212,1.0,17129,arvet
0217,2009,3207,1.0,24612,arvet
0219,2009,3201,1.0,109700,arvet
0220,2009,3203,1.0,53756,arvet
0221,2009,3226,1.0,14158,arvet
0226,2009,3205,1.0,14942,arvet
0227,2009,3205,1.0,10139,arvet
0228,2009,3224,1.0,15345,arvet
0229,2009,3220,1.0,10153,arvet
0230,2009,3222,1.0,32300,arvet
0231,2009,3205,1.0,46668,arvet
0233,2009,3232,1.0,20555,arvet
0234,2009,3230,1.0,5567,arvet
0235,2009,3209,1.0,28138,arvet
0236,2009,3228,1.0,18629,arvet
0237,2009,3240,1.0,20321,arvet
0238,2009,3238,1.0,10800,arvet
0239,2009,3242,1.0,2621,arvet
0301,2009,0301,1.0,575475,arvet
0402,2009,3401,1.0,17326,arvet
0403,2009,3403,1.0,28211,arvet
0412,2009,3411,1.0,32402,arvet
0415,2009,3412,1.0,7255,arvet
0417,2009,3413,1.0,18982,arvet
0418,2009,3414,1.0,5098,arvet
0419,2009,3415,1.0,7795,arvet
0420,2009,3416,1.0,6394,arvet
0423,2009,3417,1.0,5080,arvet
0425,2009,3418,1.0,7610,arvet
0426,2009,3419,1.0,3869,arvet
0427,2009,3420,1.0,19687,arvet
0428,2009,3421,1.0,6749,arvet
0429,2009,3422,1.0,4280,arvet
0430,2009,3423,1.0,2689,arvet
0432,2009,3424,1.0,2014,arvet
0434,2009,3425,1.0,1436,arvet
0436,2009,3426,1.0,1678,arvet
0437,2009,3427,1.0,5400,arvet
0438,2009,3428,1.0,2399,arvet
0439,2009,3429,1.0,1671,arvet
0441,2009,3430,1.0,2046,arvet
0501,2009,3405,1.0,26104,arvet
0502,2009,3407,1.0,28611,arvet
0511,2009,3431,1.0,2772,arvet
0512,2009,3432,1.0,2170,arvet
0513,2009,3433,1.0,2307,arvet
0514,2009,3434,1.0,2406,arvet
0515,2009,3435,1.0,3707,arvet
0516,2009,3436,1.0,5800,arvet
0517,2009,3437,1.0,6015,arvet
0519,2009,3438,1.0,3183,arvet
0520,2009,3439,1.0,4537,arvet
0521,2009,3440,1.0,4917,arvet
0522,2009,3441,1.0,6091,arvet
0528,2009,3442,1.0,14464,arvet
0529,2009,3443,1.0,12714,arvet
0532,2009,3236,1.0,6251,arvet
0533,2009,3234,1.0,8552,arvet
0534,2009,3446,1.0,13217,arvet
0536,2009,3447,1.0,5797,arvet
0538,2009,3448,1.0,6680,arvet
0540,2009,3449,1.0,3204,arvet
0541,2009,3450,1.0,1380,arvet
0542,2009,3451,1.0,6451,arvet
0543,2009,3452,1.0,2194,arvet
0544,2009,3453,1.0,3181,arvet
0545,2009,3454,1.0,1583,arvet
0602,2009,3301,1.0,61405,arvet
0604,2009,3303,1.0,24381,arvet
0605,2009,3305,1.0,28645,arvet
0612,2009,3310,1.0,5861,arvet
0615,2009,3320,1.0,1011,arvet
0616,2009,3322,1.0,3461,arvet
0617,2009,3324,1.0,4516,arvet
0618,2009,3326,1.0,1995,arvet
0619,2009,3328,1.0,4640,arvet
0620,2009,3330,1.0,4430,arvet
0621,2009,3332,1.0,3534,arvet
0622,2009,3318,1.0,2114,arvet
0623,2009,3316,1.0,12872,arvet
0624,2009,3314,1.0,16350,arvet
0625,2009,3301,1.0,22332,arvet
0626,2009,3312,1.0,22873,arvet
0627,2009,3203,1.0,18749,arvet
0628,2009,3203,1.0,9000,arvet
0631,2009,3334,1.0,2544,arvet
0632,2009,3336,1.0,1418,arvet
0633,2009,3338,1.0,2503,arvet
0701,2009,3901,1.0,25471,arvet
0702,2009,3903,1.0,9964,arvet
0704,2009,3905,1.0,38914,arvet
0706,2009,3907,1.0,42654,arvet
0709,2009,3909,1.0,42124,arvet
0711,2009,3301,1.0,6459,arvet
0713,2009,3903,1.0,8214,arvet
0714,2009,3903,1.0,3058,arvet
0716,2009,3905,1.0,8527,arvet
0719,2009,3907,1.0,5241,arvet
0720,2009,3907,1.0,10866,arvet
0722,2009,3911,1.0,20600,arvet
0723,2009,3911,1.0,4663,arvet
0728,2009,3909,1.0,2379,arvet
0805,2009,4001,1.0,34377,arvet
0806,2009,4003,1.0,51359,arvet
0807,2009,4005,1.0,12313,arvet
0811,2009,4010,1.0,2404,arvet
0814,2009,4012,1.0,14097,arvet
0815,2009,4014,1.0,10620,arvet
0817,2009,4016,1.0,4138,arvet
0819,2009,4018,1.0,6557,arvet
0821,2009,4020,1.0,5518,arvet
0822,2009,4020,1.0,4274,arvet
0826,2009,4026,1.0,6010,arvet
0827,2009,4024,1.0,1613,arvet
0828,2009,4022,1.0,2925,arvet
0829,2009,4028,1.0,2546,arvet
0830,2009,4030,1.0,1393,arvet
0831,2009,4032,1.0,1379,arvet
0833,2009,4034,1.0,2363,arvet
0834,2009,4036,1.0,3662,arvet
0901,2009,4201,1.0,6889,arvet
0904,2009,4202,1.0,20111,arvet
0906,2009,4203,1.0,41241,arvet
0911,2009,4211,1.0,2496,arvet
0912,2009,4212,1.0,1881,arvet
0914,2009,4213,1.0,5939,arvet
0919,2009,4214,1.0,4896,arvet
0926,2009,4215,1.0,9329,arvet
0928,2009,4216,1.0,4608,arvet
0929,2009,4217,1.0,1855,arvet
0935,2009,4218,1.0,1224,arvet
0937,2009,4219,1.0,3408,arvet
0938,2009,4220,1.0,1225,arvet
0940,2009,4221,1.0,1292,arvet
0941,2009,4222,1.0,965,arvet
1001,2009,4204,1.0,80109,arvet
1002,2009,4205,1.0,14543,arvet
1003,2009,4206,1.0,9427,arvet
1004,2009,4207,1.0,8975,arvet
1014,2009,4223,1.0,12886,arvet
1017,2009,4204,1.0,5804,arvet
1018,2009,4204,1.0,10417,arvet
1021,2009,4205,1.0,2223,arvet
1026,2009,4224,1.0,914,arvet
1027,2009,4225,1.0,1630,arvet
1029,2009,4205,1.0,4620,arvet
1032,2009,4225,1.0,7636,arvet
1034,2009,4226,1.0,1620,arvet
1037,2009,4227,1.0,5690,arvet
1046,2009,4228,1.0,1739,arvet
1101,2009,1101,1.0,13969,arvet
1102,2009,1108,1.0,63431,arvet
1103,2009,1103,1.0,121610,arvet
1106,2009,1106,1.0,33665,arvet
1111,2009,1111,1.0,3246,arvet
1112,2009,1112,1.0,3111,arvet
1114,2009,1114,1.0,2580,arvet
1119,2009,1119,1.0,15949,arvet
1120,2009,1120,1.0,16350,arvet
1121,2009,1121,1.0,15836,arvet
1122,2009,1122,1.0,9969,arvet
1124,2009,1124,1.0,22076,arvet
1127,2009,1127,1.0,9867,arvet
1129,2009,1108,1.0,1134,arvet
1130,2009,1130,1.0,11045,arvet
1133,2009,1133,1.0,2701,arvet
1134,2009,1134,1.0,3833,arvet
1135,2009,1135,1.0,4730,arvet
1141,2009,1103,1.0,2790,arvet
1142,2009,1103,1.0,3888,arvet
1144,2009,1144,1.0,542,arvet
1145,2009,1145,1.0,811,arvet
1146,2009,1146,1.0,9712,arvet
1149,2009,1149,1.0,39354,arvet
1151,2009,1151,1.0,214,arvet
1160,2009,1160,1.0,8161,arvet
1201,2009,4601,1.0,252051,arvet
1211,2009,4611,1.0,3854,arvet
1216,2009,4612,1.0,4906,arvet
1219,2009,4613,1.0,11085,arvet
1221,2009,4614,1.0,17289,arvet
1222,2009,4615,1.0,2908,arvet
1223,2009,4616,1.0,2792,arvet
1224,2009,4617,1.0,13112,arvet
1227,2009,4618,1.0,1022,arvet
1228,2009,4618,1.0,7054,arvet
1231,2009,4618,1.0,3351,arvet
1232,2009,4619,1.0,945,arvet
1233,2009,4620,1.0,1095,arvet
1234,2009,4621,1.0,950,arvet
1235,2009,4621,1.0,13868,arvet
1238,2009,4622,1.0,8338,arvet
1241,2009,4624,1.0,3791,arvet
1242,2009,4623,1.0,2379,arvet
1243,2009,4624,1.0,16437,arvet
1244,2009,4625,1.0,4417,arvet
1245,2009,4626,1.0,5899,arvet
1246,2009,4626,1.0,21507,arvet
1247,2009,4627,1.0,24432,arvet
1251,2009,4628,1.0,4110,arvet
1252,2009,4629,1.0,351,arvet
1253,2009,4630,1.0,7352,arvet
1256,2009,4631,1.0,6478,arvet
1259,2009,4626,1.0,4223,arvet
1260,2009,4631,1.0,4825,arvet
1263,2009,4631,1.0,14036,arvet
1264,2009,4632,1.0,2576,arvet
1265,2009,4633,1.0,596,arvet
1266,2009,4634,1.0,1652,arvet
1401,2009,4602,1.0,11448,arvet
1411,2009,4635,1.0,2283,arvet
1412,2009,4636,1.0,876,arvet
1413,2009,4637,1.0,1474,arvet
1416,2009,4638,1.0,4327,arvet
1417,2009,4639,1.0,2780,arvet
1418,2009,4640,1.0,1348,arvet
1419,2009,4640,1.0,2156,arvet
1420,2009,4640,1.0,6968,arvet
1421,2009,4641,1.0,1687,arvet
1422,2009,4642,1.0,2199,arvet
1424,2009,4643,1.0,5600,arvet
1426,2009,4644,1.0,4879,arvet
1428,2009,4645,1.0,3031,arvet
1429,2009,4646,1.0,2838,arvet
1430,2009,4647,1.0,2757,arvet
1431,2009,4647,1.0,2950,arvet
1432,2009,4647,1.0,11838,arvet
1433,2009,4647,1.0,2655,arvet
1438,2009,4648,1.0,3899,arvet
1439,2009,4602,1.0,5989,arvet
1441,2009,4649,1.0,2874,arvet
1443,2009,4649,1.0,5861,arvet
1444,2009,1577,1.0,1223,arvet
1445,2009,4650,1.0,5673,arvet
1449,2009,4651,1.0,6844,arvet
1502,2009,1506,1.0,24554,arvet
1504,2009,1508,1.0,42317,arvet
1505,2009,1505,1.0,22937,arvet
1511,2009,1511,1.0,3494,arvet
1514,2009,1514,1.0,2541,arvet
1515,2009,1515,1.0,8349,arvet
1516,2009,1516,1.0,7052,arvet
1517,2009,1517,1.0,4817,arvet
1519,2009,1577,1.0,8509,arvet
1520,2009,1520,1.0,10200,arvet
1523,2009,1508,1.0,2142,arvet
1524,2009,1578,1.0,1769,arvet
1525,2009,1525,1.0,4533,arvet
1526,2009,1578,1.0,1001,arvet
1528,2009,1528,1.0,7565,arvet
1529,2009,1508,1.0,3901,arvet
1531,2009,1531,1.0,7778,arvet
1532,2009,1532,1.0,6873,arvet
1534,2009,1580,1.0,8694,arvet
1535,2009,1535,1.0,6478,arvet
1539,2009,1539,1.0,7376,arvet
1543,2009,1506,1.0,3076,arvet
1545,2009,1506,1.0,1922,arvet
1546,2009,1508,1.0,1307,arvet
1547,2009,1547,1.0,3183,arvet
1548,2009,1579,1.0,9257,arvet
1551,2009,1579,1.0,3316,arvet
1554,2009,1554,1.0,5444,arvet
1557,2009,1557,1.0,2618,arvet
1560,2009,1560,1.0,3062,arvet
1563,2009,1563,1.0,7347,arvet
1566,2009,1566,1.0,6000,arvet
1567,2009,5061,1.0,2041,arvet
1571,2009,5055,1.0,1647,arvet
1573,2009,1573,1.0,2119,arvet
1576,2009,1576,1.0,3508,arvet
1601,2009,5001,1.0,168257,arvet
1612,2009,5055,1.0,4225,arvet
1613,2009,5055,0.153333,988,"delt, anslått fra befolkningsendring 2019→2020"
1613,2009,5056,0.339048,988,"delt, anslått fra befolkningsendring 2019→2020"
1613,2009,5059,0.507619,988,"delt, anslått fra befolkningsendring 2019→2020"
1617,2009,5056,1.0,4145,arvet
1620,2009,5014,1.0,4215,arvet
1621,2009,5057,1.0,5033,arvet
1622,2009,5059,1.0,1732,arvet
1624,2009,5054,1.0,6389,arvet
1627,2009,5057,1.0,4540,arvet
1630,2009,5058,1.0,3237,arvet
1632,2009,5058,1.0,1010,arvet
1633,2009,5020,1.0,1028,arvet
1634,2009,5021,1.0,6629,arvet
1635,2009,5022,1.0,2621,arvet
1636,2009,5059,1.0,3899,arvet
1638,2009,5059,1.0,11160,arvet
1640,2009,5025,1.0,5563,arvet
1644,2009,5026,1.0,2064,arvet
1648,2009,5027,1.0,5950,arvet
1653,2009,5028,1.0,14655,arvet
1657,2009,5029,1.0,6437,arvet
1662,2009,5001,1.0,5634,arvet
1663,2009,5031,1.0,12457,arvet
1664,2009,5032,1.0,4004,arvet
1665,2009,5033,1.0,857,arvet
1702,2009,5006,1.0,20868,arvet
1703,2009,5007,1.0,12723,arvet
1711,2009,5034,1.0,2476,arvet
1714,2009,5035,1.0,20960,arvet
1717,2009,5036,1.0,2487,arvet
1718,2009,5054,1.0,3517,arvet
1719,2009,5037,1.0,18464,arvet
1721,2009,5038,1.0,14157,arvet
1723,2009,5053,1.0,836,arvet
1724,2009,5006,1.0,2924,arvet
1725,2009,5007,1.0,1720,arvet
1729,2009,5053,1.0,5846,arvet
1736,2009,5041,1.0,2176,arvet
1738,2009,5042,1.0,1461,arvet
1739,2009,5043,1.0,499,arvet
1740,2009,5044,1.0,924,arvet
1742,2009,5045,1.0,2350,arvet
1743,2009,5046,1.0,1274,arvet
1744,2009,5047,1.0,3562,arvet
1748,2009,5007,1.0,680,arvet
1749,2009,5049,1.0,1134,arvet
1750,2009,5060,1.0,4100,arvet
1751,2009,5060,1.0,4988,arvet
1755,2009,5052,1.0,582,arvet
1804,2009,1804,1.0,46495,arvet
1805,2009,1806,1.0,18348,arvet
1811,2009,1811,1.0,1616,arvet
1812,2009,1812,1.0,2054,arvet
1813,2009,1813,1.0,7597,arvet
1815,2009,1815,1.0,1288,arvet
1816,2009,1816,1.0,501,arvet
1818,2009,1818,1.0,1652,arvet
1820,2009,1820,1.0,7208,arvet
1822,2009,1822,1.0,2088,arvet
1824,2009,1824,1.0,13342,arvet
1825,2009,1825,1.0,1500,arvet
1826,2009,1826,1.0,1438,arvet
1827,2009,1827,1.0,1432,arvet
1828,2009,1828,1.0,1786,arvet
1832,2009,1832,1.0,4527,arvet
1833,2009,1833,1.0,25281,arvet
1834,2009,1834,1.0,1883,arvet
1835,2009,1835,1.0,455,arvet
1836,2009,1836,1.0,1292,arvet
1837,2009,1837,1.0,6641,arvet
1838,2009,1838,1.0,2053,arvet
1839,2009,1839,1.0,1137,arvet
1840,2009,1840,1.0,4727,arvet
1841,2009,1841,1.0,9477,arvet
1845,2009,1845,1.0,2021,arvet
1848,2009,1848,1.0,2665,arvet
1849,2009,1875,1.0,1754,arvet
1850,2009,1806,0.422336,2046,"delt, anslått fra befolkningsendring 2019→2020"
1850,2009,1875,0.577664,2046,"delt, anslått fra befolkningsendring 2019→2020"
1851,2009,1851,1.0,2242,arvet
1852,2009,5512,1.0,1333,arvet
1853,2009,1853,1.0,1345,arvet
1854,2009,1806,1.0,2623,arvet
1856,2009,1856,1.0,606,arvet
1857,2009,1857,1.0,738,arvet
1859,2009,1859,1.0,1419,arvet
1860,2009,1860,1.0,10706,arvet
1865,2009,1865,1.0,8976,arvet
1866,2009,1866,1.0,7950,arvet
1867,2009,1867,1.0,2838,arvet
1868,2009,1868,1.0,4418,arvet
1870,2009,1870,1.0,9732,arvet
1871,2009,1871,1.0,5034,arvet
1874,2009,1874,1.0,1116,arvet
1901,2009,5503,1.0,23126,arvet
1902,2009,5501,1.0,66513,arvet
1911,2009,5510,1.0,3032,arvet
1913,2009,5512,1.0,2841,arvet
1915,2009,5503,1.0,503,arvet
1917,2009,5514,1.0,1440,arvet
1919,2009,5516,1.0,1151,arvet
1920,2009,5518,1.0,1023,arvet
1922,2009,5520,1.0,3981,arvet
1923,2009,5522,1.0,2203,arvet
1924,2009,5524,1.0,6490,arvet
1925,2009,5526,1.0,3360,arvet
1926,2009,5528,1.0,1216,arvet
1927,2009,5530,1.0,1537,arvet
1928,2009,5530,1.0,916,arvet
1929,2009,5530,1.0,942,arvet
1931,2009,5530,1.0,11207,arvet
1933,2009,5532,1.0,5497,arvet
1936,2009,5534,1.0,2383,arvet
1938,2009,5536,1.0,3166,arvet
1939,2009,5538,1.0,1869,arvet
1940,2009,5540,1.0,2236,arvet
1941,2009,5542,1.0,2897,arvet
1942,2009,5544,1.0,4694,arvet
1943,2009,5546,1.0,1330,arvet
2002,2009,5634,1.0,2144,arvet
2003,2009,5607,1.0,6076,arvet
2004,2009,5603,1.0,9493,arvet
2011,2009,5612,1.0,2971,arvet
2012,2009,5601,1.0,18488,arvet
2014,2009,5614,1.0,1087,arvet
2015,2009,5616,1.0,970,arvet
2017,2009,5603,1.0,1044,arvet
2018,2009,5618,1.0,1309,arvet
2019,2009,5620,1.0,3180,arvet
2020,2009,5622,1.0,4000,arvet
2021,2009,5610,1.0,2786,arvet
2022,2009,5624,1.0,1332,arvet
2023,2009,5626,1.0,1025,arvet
2024,2009,5630,1.0,1061,arvet
2025,2009,5628,1.0,2951,arvet
2027,2009,5636,1.0,878,arvet
2028,2009,5632,1.0,2074,arvet
2030,2009,5605,1.0,9623,arvet
0101,2010,3101,1.0,28776,arvet
0104,2010,3103,1.0,30030,arvet
0105,2010,3105,1.0,52159,arvet
0106,2010,3107,1.0,73638,arvet
0111,2010,3110,1.0,4085,arvet
0118,2010,3124,1.0,1424,arvet
0119,2010,3122,1.0,3471,arvet
0121,2010,3226,1.0,688,arvet
0122,2010,3118,1.0,5092,arvet
0123,2010,3118,1.0,5167,arvet
0124,2010,3118,1.0,14864,arvet
0125,2010,3118,1.0,10821,arvet
0127,2010,3116,1.0,3541,arvet
0128,2010,3120,1.0,7517,arvet
0135,2010,3112,1.0,6882,arvet
0136,2010,3103,1.0,14293,arvet
0137,2010,3114,1.0,4472,arvet
0138,2010,3118,1.0,4742,arvet
0211,2010,3216,1.0,14373,arvet
0213,2010,3207,1.0,28023,arvet
0214,2010,3218,1.0,16386,arvet
0215,2010,3214,1.0,14622,arvet
0216,2010,3212,1.0,17348,arvet
0217,2010,3207,1.0,24882,arvet
0219,2010,3201,1.0,111213,arvet
0220,2010,3203,1.0,54623,arvet
0221,2010,3226,1.0,14294,arvet
0226,2010,3205,1.0,15369,arvet
0227,2010,3205,1.0,10238,arvet
0228,2010,3224,1.0,15591,arvet
0229,2010,3220,1.0,10176,arvet
0230,2010,3222,1.0,32730,arvet
0231,2010,3205,1.0,47723,arvet
0233,2010,3232,1.0,20939,arvet
0234,2010,3230,1.0,5821,arvet
0235,2010,3209,1.0,29088,arvet
0236,2010,3228,1.0,18827,arvet
0237,2010,3240,1.0,20689,arvet
0238,2010,3238,1.0,10927,arvet
0239,2010,3242,1.0,2617,arvet
0301,2010,0301,1.0,586860,arvet
0402,2010,3401,1.0,17377,arvet
0403,2010,3403,1.0,28344,arvet
0412,2010,3411,1.0,32524,arvet
0415,2010,3412,1.0,7272,arvet
0417,2010,3413,1.0,19104,arvet
0418,2010,3414,1.0,5118,arvet
0419,2010,3415,1.0,7791,arvet
0420,2010,3416,1.0,6327,arvet
0423,2010,3417,1.0,5078,arvet
0425,2010,3418,1.0,7607,arvet
0426,2010,3419,1.0,3870,arvet
0427,2010,3420,1.0,19834,arvet
0428,2010,3421,1.0,6763,arvet
0429,2010,3422,1.0,4285,arvet
0430,2010,3423,1.0,2679,arvet
0432,2010,3424,1.0,1998,arvet
0434,2010,3425,1.0,1434,arvet
0436,2010,3426,1.0,1671,arvet
0437,2010,3427,1.0,5490,arvet
0438,2010,3428,1.0,2441,arvet
0439,2010,3429,1.0,1669,arvet
0441,2010,3430,1.0,2033,arvet
0501,2010,3405,1.0,26381,arvet
0502,2010,3407,1.0,28807,arvet
0511,2010,3431,1.0,2776,arvet
0512,2010,3432,1.0,2174,arvet
0513,2010,3433,1.0,2265,arvet
0514,2010,3434,1.0,2410,arvet
0515,2010,3435,1.0,3722,arvet
0516,2010,3436,1.0,5800,arvet
0517,2010,3437,1.0,5999,arvet
0519,2010,3438,1.0,3175,arvet
0520,2010,3439,1.0,4540,arvet
0521,2010,3440,1.0,5002,arvet
0522,2010,3441,1.0,6142,arvet
0528,2010,3442,1.0,14518,arvet
0529,2010,3443,1.0,12770,arvet
0532,2010,3236,1.0,6268,arvet
0533,2010,3234,1.0,8600,arvet
0534,2010,3446,1.0,13363,arvet
0536,2010,3447,1.0,5811,arvet
0538,2010,3448,1.0,6672,arvet
0540,2010,3449,1.0,3186,arvet
0541,2010,3450,1.0,1389,arvet
0542,2010,3451,1.0,6415,arvet
0543,2010,3452,1.0,2225,arvet
0544,2010,3453,1.0,3216,arvet
0545,2010,3454,1.0,1590,arvet
0602,2010,3301,1.0,62566,arvet
0604,2010,3303,1.0,24714,arvet
0605,2010,3305,1.0,28806,arvet
0612,2010,3310,1.0,5976,arvet
0615,2010,3320,1.0,998,arvet
0616,2010,3322,1.0,3420,arvet
0617,2010,3324,1.0,4479,arvet
0618,2010,3326,1.0,2087,arvet
0619,2010,3328,1.0,4672,arvet
0620,2010,3330,1.0,4422,arvet
0621,2010,3332,1.0,3514,arvet
0622,2010,3318,1.0,2117,arvet
0623,2010,3316,1.0,12911,arvet
0624,2010,3314,1.0,16616,arvet
0625,2010,3301,1.0,22687,arvet
0626,2010,3312,1.0,23267,arvet
0627,2010,3203,1.0,18894,arvet
0628,2010,3203,1.0,9045,arvet
0631,2010,3334,1.0,2578,arvet
0632,2010,3336,1.0,1390,arvet
