kom2024,navn,aar,befolkning
0301,Oslo - Oslove,1951,434365
0301,Oslo - Oslove,1952,437184
0301,Oslo - Oslove,1953,440674
0301,Oslo - Oslove,1954,444041
0301,Oslo - Oslove,1955,447064
0301,Oslo - Oslove,1956,451247
0301,Oslo - Oslove,1957,455113
0301,Oslo - Oslove,1958,461591
0301,Oslo - Oslove,1959,465711
0301,Oslo - Oslove,1960,471511
0301,Oslo - Oslove,1961,475663
0301,Oslo - Oslove,1962,480461
0301,Oslo - Oslove,1963,482324
0301,Oslo - Oslove,1964,484711
0301,Oslo - Oslove,1965,483549
0301,Oslo - Oslove,1966,483757
0301,Oslo - Oslove,1967,487524
0301,Oslo - Oslove,1968,488231
0301,Oslo - Oslove,1969,488329
0301,Oslo - Oslove,1970,487363
0301,Oslo - Oslove,1971,481548
0301,Oslo - Oslove,1972,475563
0301,Oslo - Oslove,1973,472609
0301,Oslo - Oslove,1974,468514
0301,Oslo - Oslove,1975,465337
0301,Oslo - Oslove,1976,463022
0301,Oslo - Oslove,1977,462497
0301,Oslo - Oslove,1978,460377
0301,Oslo - Oslove,1979,457446
0301,Oslo - Oslove,1980,454872
0301,Oslo - Oslove,1981,452023
0301,Oslo - Oslove,1982,450386
0301,Oslo - Oslove,1983,448775
0301,Oslo - Oslove,1984,447257
0301,Oslo - Oslove,1985,447351
1101,Eigersund,1951,8613
1101,Eigersund,1952,8710
1101,Eigersund,1953,8805
1101,Eigersund,1954,8873
1101,Eigersund,1955,8889
1101,Eigersund,1956,9012
1101,Eigersund,1957,9094
1101,Eigersund,1958,9122
1101,Eigersund,1959,9172
1101,Eigersund,1960,9216
1101,Eigersund,1961,9128
1101,Eigersund,1962,9240
1101,Eigersund,1963,9264
1101,Eigersund,1964,9353
1101,Eigersund,1965,9416
1101,Eigersund,1966,9673
1101,Eigersund,1967,9723
1101,Eigersund,1968,9919
1101,Eigersund,1969,10088
1101,Eigersund,1970,10195
1101,Eigersund,1971,10453
1101,Eigersund,1972,10553
1101,Eigersund,1973,10757
1101,Eigersund,1974,10877
1101,Eigersund,1975,11193
1101,Eigersund,1976,11376
1101,Eigersund,1977,11507
1101,Eigersund,1978,11613
1101,Eigersund,1979,11694
1101,Eigersund,1980,11762
1101,Eigersund,1981,11864
1101,Eigersund,1982,12014
1101,Eigersund,1983,12084
1101,Eigersund,1984,12164
1101,Eigersund,1985,12126
1103,Stavanger,1951,72553
1103,Stavanger,1952,73467
1103,Stavanger,1953,74519
1103,Stavanger,1954,75384
1103,Stavanger,1955,76465
1103,Stavanger,1956,77389
1103,Stavanger,1957,77996
1103,Stavanger,1958,78973
1103,Stavanger,1959,79656
1103,Stavanger,1960,80418
1103,Stavanger,1961,81109
1103,Stavanger,1962,81882
1103,Stavanger,1963,82493
1103,Stavanger,1964,83136
1103,Stavanger,1965,83413
1103,Stavanger,1966,83808
1103,Stavanger,1967,84497
1103,Stavanger,1968,85462
1103,Stavanger,1969,85435
1103,Stavanger,1970,86442
1103,Stavanger,1971,86480
1103,Stavanger,1972,87049
1103,Stavanger,1973,87837
1103,Stavanger,1974,88894
1103,Stavanger,1975,90136
1103,Stavanger,1976,91239
1103,Stavanger,1977,92036
1103,Stavanger,1978,92796
1103,Stavanger,1979,94468
1103,Stavanger,1980,94886
1103,Stavanger,1981,95742
1103,Stavanger,1982,96133
1103,Stavanger,1983,97158
1103,Stavanger,1984,98084
1103,Stavanger,1985,99421
1106,Haugesund,1951,23865
1106,Haugesund,1952,24104
1106,Haugesund,1953,24482
1106,Haugesund,1954,24861
1106,Haugesund,1955,25183
1106,Haugesund,1956,25689
1106,Haugesund,1957,25936
1106,Haugesund,1958,26446
1106,Haugesund,1959,26758
1106,Haugesund,1960,27015
1106,Haugesund,1961,27165
1106,Haugesund,1962,27163
1106,Haugesund,1963,27166
1106,Haugesund,1964,27063
1106,Haugesund,1965,27173
1106,Haugesund,1966,27055
1106,Haugesund,1967,27247
1106,Haugesund,1968,27285
1106,Haugesund,1969,27545
1106,Haugesund,1970,27391
1106,Haugesund,1971,27219
1106,Haugesund,1972,27300
1106,Haugesund,1973,27366
1106,Haugesund,1974,27283
1106,Haugesund,1975,27375
1106,Haugesund,1976,27365
1106,Haugesund,1977,27214
1106,Haugesund,1978,27220
1106,Haugesund,1979,27081
1106,Haugesund,1980,27114
1106,Haugesund,1981,26997
1106,Haugesund,1982,26982
1106,Haugesund,1983,27030
1106,Haugesund,1984,27042
1106,Haugesund,1985,27014
1108,Sandnes,1951,20729
1108,Sandnes,1952,21320
1108,Sandnes,1953,21860
1108,Sandnes,1954,22650
1108,Sandnes,1955,23293
1108,Sandnes,1956,23736
1108,Sandnes,1957,24375
1108,Sandnes,1958,24888
1108,Sandnes,1959,25385
1108,Sandnes,1960,25849
1108,Sandnes,1961,26485
1108,Sandnes,1962,27133
1108,Sandnes,1963,27683
1108,Sandnes,1964,28116
1108,Sandnes,1965,28363
1108,Sandnes,1966,28840
1108,Sandnes,1967,29500
1108,Sandnes,1968,29978
1108,Sandnes,1969,30565
1108,Sandnes,1970,30965
1108,Sandnes,1971,31602
1108,Sandnes,1972,32412
1108,Sandnes,1973,33143
1108,Sandnes,1974,33789
1108,Sandnes,1975,34372
1108,Sandnes,1976,34832
1108,Sandnes,1977,35446
1108,Sandnes,1978,36081
1108,Sandnes,1979,36401
1108,Sandnes,1980,37229
1108,Sandnes,1981,37874
1108,Sandnes,1982,38384
1108,Sandnes,1983,39060
1108,Sandnes,1984,39938
1108,Sandnes,1985,40640
1111,Sokndal,1951,3234
1111,Sokndal,1952,3296
1111,Sokndal,1953,3284
1111,Sokndal,1954,3328
1111,Sokndal,1955,3333
1111,Sokndal,1956,3335
1111,Sokndal,1957,3425
1111,Sokndal,1958,3465
1111,Sokndal,1959,3573
1111,Sokndal,1960,3608
1111,Sokndal,1961,3578
1111,Sokndal,1962,3566
1111,Sokndal,1963,3513
1111,Sokndal,1964,3477
1111,Sokndal,1965,3435
1111,Sokndal,1966,3372
1111,Sokndal,1967,3486
1111,Sokndal,1968,3517
1111,Sokndal,1969,3553
1111,Sokndal,1970,3554
1111,Sokndal,1971,3480
1111,Sokndal,1972,3475
1111,Sokndal,1973,3457
1111,Sokndal,1974,3437
1111,Sokndal,1975,3476
1111,Sokndal,1976,3437
1111,Sokndal,1977,3408
1111,Sokndal,1978,3404
1111,Sokndal,1979,3450
1111,Sokndal,1980,3420
1111,Sokndal,1981,3440
1111,Sokndal,1982,3457
1111,Sokndal,1983,3498
1111,Sokndal,1984,3510
1111,Sokndal,1985,3509
1112,Lund,1951,2559
1112,Lund,1952,2545
1112,Lund,1953,2579
1112,Lund,1954,2547
1112,Lund,1955,2553
1112,Lund,1956,2542
1112,Lund,1957,2501
1112,Lund,1958,2541
1112,Lund,1959,2536
1112,Lund,1960,2529
1112,Lund,1961,2538
1112,Lund,1962,2540
1112,Lund,1963,2501
1112,Lund,1964,2507
1112,Lund,1965,2500
1112,Lund,1966,2522
1112,Lund,1967,2494
1112,Lund,1968,2524
1112,Lund,1969,2489
1112,Lund,1970,2464
1112,Lund,1971,2463
1112,Lund,1972,2492
1112,Lund,1973,2530
1112,Lund,1974,2606
1112,Lund,1975,2671
1112,Lund,1976,2799
1112,Lund,1977,2834
1112,Lund,1978,2894
1112,Lund,1979,2878
1112,Lund,1980,2929
1112,Lund,1981,2963
1112,Lund,1982,3025
1112,Lund,1983,3050
1112,Lund,1984,3069
1112,Lund,1985,3096
1114,Bjerkreim,1951,1799
1114,Bjerkreim,1952,1807
1114,Bjerkreim,1953,1824
1114,Bjerkreim,1954,1826
1114,Bjerkreim,1955,1842
1114,Bjerkreim,1956,1784
1114,Bjerkreim,1957,1771
1114,Bjerkreim,1958,1795
1114,Bjerkreim,1959,1785
1114,Bjerkreim,1960,1810
1114,Bjerkreim,1961,1817
1114,Bjerkreim,1962,1819
1114,Bjerkreim,1963,1842
1114,Bjerkreim,1964,1853
1114,Bjerkreim,1965,1798
1114,Bjerkreim,1966,1808
1114,Bjerkreim,1967,1873
1114,Bjerkreim,1968,1866
1114,Bjerkreim,1969,1865
1114,Bjerkreim,1970,1878
1114,Bjerkreim,1971,1870
1114,Bjerkreim,1972,1877
1114,Bjerkreim,1973,1913
1114,Bjerkreim,1974,1887
1114,Bjerkreim,1975,1950
1114,Bjerkreim,1976,1953
1114,Bjerkreim,1977,1983
1114,Bjerkreim,1978,2019
1114,Bjerkreim,1979,2050
1114,Bjerkreim,1980,2048
1114,Bjerkreim,1981,2100
1114,Bjerkreim,1982,2152
1114,Bjerkreim,1983,2208
1114,Bjerkreim,1984,2220
1114,Bjerkreim,1985,2272
1119,Hå,1951,7656
1119,Hå,1952,7734
1119,Hå,1953,7843
1119,Hå,1954,7931
1119,Hå,1955,8016
1119,Hå,1956,8099
1119,Hå,1957,8190
1119,Hå,1958,8221
1119,Hå,1959,8373
1119,Hå,1960,8465
1119,Hå,1961,8580
1119,Hå,1962,8668
1119,Hå,1963,8726
1119,Hå,1964,8850
1119,Hå,1965,9004
1119,Hå,1966,9263
1119,Hå,1967,9353
1119,Hå,1968,9470
1119,Hå,1969,9742
1119,Hå,1970,9978
1119,Hå,1971,10607
1119,Hå,1972,10813
1119,Hå,1973,10898
1119,Hå,1974,11046
1119,Hå,1975,11238
1119,Hå,1976,11447
1119,Hå,1977,11589
1119,Hå,1978,11951
1119,Hå,1979,12183
1119,Hå,1980,12290
1119,Hå,1981,12327
1119,Hå,1982,12461
1119,Hå,1983,12602
1119,Hå,1984,12643
1119,Hå,1985,12660
1120,Klepp,1951,4973
1120,Klepp,1952,5048
1120,Klepp,1953,5062
1120,Klepp,1954,5178
1120,Klepp,1955,5240
1120,Klepp,1956,5335
1120,Klepp,1957,5411
1120,Klepp,1958,5453
1120,Klepp,1959,5569
1120,Klepp,1960,5724
1120,Klepp,1961,5980
1120,Klepp,1962,6124
1120,Klepp,1963,6313
1120,Klepp,1964,6489
1120,Klepp,1965,6677
1120,Klepp,1966,7015
1120,Klepp,1967,7342
1120,Klepp,1968,7687
1120,Klepp,1969,8038
1120,Klepp,1970,8547
1120,Klepp,1971,8878
1120,Klepp,1972,9120
1120,Klepp,1973,9376
1120,Klepp,1974,9545
1120,Klepp,1975,9796
1120,Klepp,1976,10136
1120,Klepp,1977,10275
1120,Klepp,1978,10326
1120,Klepp,1979,10551
1120,Klepp,1980,10591
1120,Klepp,1981,10758
1120,Klepp,1982,10907
1120,Klepp,1983,11057
1120,Klepp,1984,11174
1120,Klepp,1985,11289
1121,Time,1951,5206
1121,Time,1952,5291
1121,Time,1953,5347
1121,Time,1954,5434
1121,Time,1955,5479
1121,Time,1956,5647
1121,Time,1957,5758
1121,Time,1958,5863
1121,Time,1959,6017
1121,Time,1960,6081
1121,Time,1961,6235
1121,Time,1962,6496
1121,Time,1963,6616
1121,Time,1964,6815
1121,Time,1965,7038
1121,Time,1966,7222
1121,Time,1967,7513
1121,Time,1968,7725
1121,Time,1969,7847
1121,Time,1970,8013
1121,Time,1971,8124
1121,Time,1972,8427
1121,Time,1973,8646
1121,Time,1974,8773
1121,Time,1975,8922
1121,Time,1976,8911
1121,Time,1977,9164
1121,Time,1978,9467
1121,Time,1979,9745
1121,Time,1980,9970
1121,Time,1981,10132
1121,Time,1982,10448
1121,Time,1983,10678
1121,Time,1984,10930
1121,Time,1985,11013
1122,Gjesdal,1951,3716
1122,Gjesdal,1952,3826
1122,Gjesdal,1953,3794
1122,Gjesdal,1954,3835
1122,Gjesdal,1955,3864
1122,Gjesdal,1956,3795
1122,Gjesdal,1957,3816
1122,Gjesdal,1958,3828
1122,Gjesdal,1959,3839
1122,Gjesdal,1960,3859
1122,Gjesdal,1961,3857
1122,Gjesdal,1962,3930
1122,Gjesdal,1963,3984
1122,Gjesdal,1964,3982
1122,Gjesdal,1965,4051
1122,Gjesdal,1966,4053
1122,Gjesdal,1967,4082
1122,Gjesdal,1968,4192
1122,Gjesdal,1969,4325
1122,Gjesdal,1970,4403
1122,Gjesdal,1971,4442
1122,Gjesdal,1972,4487
1122,Gjesdal,1973,4534
1122,Gjesdal,1974,4585
1122,Gjesdal,1975,4762
1122,Gjesdal,1976,4886
1122,Gjesdal,1977,5008
1122,Gjesdal,1978,5141
1122,Gjesdal,1979,5314
1122,Gjesdal,1980,5516
1122,Gjesdal,1981,5651
1122,Gjesdal,1982,5814
1122,Gjesdal,1983,5958
1122,Gjesdal,1984,6040
1122,Gjesdal,1985,6109
1124,Sola,1951,5025
1124,Sola,1952,5198
1124,Sola,1953,5409
1124,Sola,1954,5533
1124,Sola,1955,5814
1124,Sola,1956,5940
1124,Sola,1957,6147
1124,Sola,1958,6460
1124,Sola,1959,6664
1124,Sola,1960,6880
1124,Sola,1961,7075
1124,Sola,1962,7309
1124,Sola,1963,7629
1124,Sola,1964,7911
1124,Sola,1965,8225
1124,Sola,1966,8394
1124,Sola,1967,8792
1124,Sola,1968,9107
1124,Sola,1969,9506
1124,Sola,1970,9597
1124,Sola,1971,9898
1124,Sola,1972,10256
1124,Sola,1973,10609
1124,Sola,1974,10907
1124,Sola,1975,11162
1124,Sola,1976,11398
1124,Sola,1977,11625
1124,Sola,1978,11815
1124,Sola,1979,11953
1124,Sola,1980,12324
1124,Sola,1981,12673
1124,Sola,1982,13006
1124,Sola,1983,13442
1124,Sola,1984,13973
1124,Sola,1985,14420
1127,Randaberg,1951,2116
1127,Randaberg,1952,2140
1127,Randaberg,1953,2180
1127,Randaberg,1954,2281
1127,Randaberg,1955,2378
1127,Randaberg,1956,2438
1127,Randaberg,1957,2498
1127,Randaberg,1958,2583
1127,Randaberg,1959,2641
1127,Randaberg,1960,2726
1127,Randaberg,1961,2884
1127,Randaberg,1962,2963
1127,Randaberg,1963,3057
1127,Randaberg,1964,3168
1127,Randaberg,1965,3294
1127,Randaberg,1966,3502
1127,Randaberg,1967,3736
1127,Randaberg,1968,3978
1127,Randaberg,1969,4196
1127,Randaberg,1970,4533
1127,Randaberg,1971,4709
1127,Randaberg,1972,4901
1127,Randaberg,1973,5113
1127,Randaberg,1974,5213
1127,Randaberg,1975,5262
1127,Randaberg,1976,5394
1127,Randaberg,1977,5496
1127,Randaberg,1978,5776
1127,Randaberg,1979,5900
1127,Randaberg,1980,6002
1127,Randaberg,1981,6170
1127,Randaberg,1982,6345
1127,Randaberg,1983,6467
1127,Randaberg,1984,6642
1127,Randaberg,1985,6848
1130,Strand,1951,5007
1130,Strand,1952,5116
1130,Strand,1953,5224
1130,Strand,1954,5324
1130,Strand,1955,5364
1130,Strand,1956,5387
1130,Strand,1957,5488
1130,Strand,1958,5585
1130,Strand,1959,5684
1130,Strand,1960,5805
1130,Strand,1961,6014
1130,Strand,1962,6114
1130,Strand,1963,6195
1130,Strand,1964,6279
1130,Strand,1965,6402
1130,Strand,1966,6510
1130,Strand,1967,6618
1130,Strand,1968,6723
1130,Strand,1969,6709
1130,Strand,1970,6882
1130,Strand,1971,6956
1130,Strand,1972,7057
1130,Strand,1973,7184
1130,Strand,1974,7269
1130,Strand,1975,7422
1130,Strand,1976,7613
1130,Strand,1977,7784
1130,Strand,1978,7974
1130,Strand,1979,8163
1130,Strand,1980,8335
1130,Strand,1981,8472
1130,Strand,1982,8634
1130,Strand,1983,8799
1130,Strand,1984,8926
1130,Strand,1985,8990
1133,Hjelmeland,1951,3383
1133,Hjelmeland,1952,3349
1133,Hjelmeland,1953,3266
1133,Hjelmeland,1954,3210
1133,Hjelmeland,1955,3202
1133,Hjelmeland,1956,3141
1133,Hjelmeland,1957,3134
1133,Hjelmeland,1958,3101
1133,Hjelmeland,1959,3118
1133,Hjelmeland,1960,3068
1133,Hjelmeland,1961,3007
1133,Hjelmeland,1962,2995
1133,Hjelmeland,1963,2984
1133,Hjelmeland,1964,2941
1133,Hjelmeland,1965,2909
1133,Hjelmeland,1966,2875
1133,Hjelmeland,1967,2834
1133,Hjelmeland,1968,2791
1133,Hjelmeland,1969,2768
1133,Hjelmeland,1970,2688
1133,Hjelmeland,1971,2639
1133,Hjelmeland,1972,2603
1133,Hjelmeland,1973,2585
1133,Hjelmeland,1974,2577
1133,Hjelmeland,1975,2586
1133,Hjelmeland,1976,2639
1133,Hjelmeland,1977,2671
1133,Hjelmeland,1978,2737
1133,Hjelmeland,1979,2757
1133,Hjelmeland,1980,2766
1133,Hjelmeland,1981,2758
1133,Hjelmeland,1982,2810
1133,Hjelmeland,1983,2841
1133,Hjelmeland,1984,2849
1133,Hjelmeland,1985,2848
1134,Suldal,1951,4550
1134,Suldal,1952,4433
1134,Suldal,1953,4404
1134,Suldal,1954,4397
1134,Suldal,1955,4337
1134,Suldal,1956,4316
1134,Suldal,1957,4247
1134,Suldal,1958,4192
1134,Suldal,1959,4177
1134,Suldal,1960,4124
1134,Suldal,1961,4044
1134,Suldal,1962,4005
1134,Suldal,1963,4000
1134,Suldal,1964,4132
1134,Suldal,1965,4146
1134,Suldal,1966,4147
1134,Suldal,1967,4142
1134,Suldal,1968,3998
1134,Suldal,1969,3860
1134,Suldal,1970,3778
1134,Suldal,1971,3648
1134,Suldal,1972,3669
1134,Suldal,1973,3667
1134,Suldal,1974,3650
1134,Suldal,1975,3797
1134,Suldal,1976,3922
1134,Suldal,1977,4148
1134,Suldal,1978,4292
1134,Suldal,1979,4479
1134,Suldal,1980,4570
1134,Suldal,1981,4565
1134,Suldal,1982,4582
1134,Suldal,1983,4542
1134,Suldal,1984,4544
1134,Suldal,1985,4475
1135,Sauda,1951,5348
1135,Sauda,1952,5425
1135,Sauda,1953,5567
1135,Sauda,1954,5660
1135,Sauda,1955,5622
1135,Sauda,1956,5662
1135,Sauda,1957,5848
1135,Sauda,1958,5927
1135,Sauda,1959,6005
1135,Sauda,1960,6110
1135,Sauda,1961,6263
1135,Sauda,1962,6283
1135,Sauda,1963,6155
1135,Sauda,1964,6157
1135,Sauda,1965,6142
1135,Sauda,1966,6102
1135,Sauda,1967,6154
1135,Sauda,1968,6093
1135,Sauda,1969,6027
1135,Sauda,1970,5948
1135,Sauda,1971,5886
1135,Sauda,1972,5904
1135,Sauda,1973,5848
1135,Sauda,1974,5833
1135,Sauda,1975,5799
1135,Sauda,1976,5783
1135,Sauda,1977,5764
1135,Sauda,1978,5757
1135,Sauda,1979,5713
1135,Sauda,1980,5712
1135,Sauda,1981,5637
1135,Sauda,1982,5519
1135,Sauda,1983,5514
1135,Sauda,1984,5498
1135,Sauda,1985,5477
1144,Kvitsøy,1951,676
1144,Kvitsøy,1952,673
1144,Kvitsøy,1953,669
1144,Kvitsøy,1954,672
1144,Kvitsøy,1955,675
1144,Kvitsøy,1956,678
1144,Kvitsøy,1957,668
1144,Kvitsøy,1958,672
1144,Kvitsøy,1959,667
1144,Kvitsøy,1960,670
1144,Kvitsøy,1961,672
1144,Kvitsøy,1962,672
1144,Kvitsøy,1963,682
1144,Kvitsøy,1964,683
1144,Kvitsøy,1965,683
1144,Kvitsøy,1966,664
1144,Kvitsøy,1967,661
1144,Kvitsøy,1968,649
1144,Kvitsøy,1969,658
1144,Kvitsøy,1970,635
1144,Kvitsøy,1971,605
1144,Kvitsøy,1972,593
1144,Kvitsøy,1973,573
1144,Kvitsøy,1974,555
1144,Kvitsøy,1975,536
1144,Kvitsøy,1976,529
1144,Kvitsøy,1977,531
1144,Kvitsøy,1978,544
1144,Kvitsøy,1979,548
1144,Kvitsøy,1980,555
1144,Kvitsøy,1981,544
1144,Kvitsøy,1982,554
1144,Kvitsøy,1983,539
1144,Kvitsøy,1984,540
1144,Kvitsøy,1985,531
1145,Bokn,1951,790
1145,Bokn,1952,777
1145,Bokn,1953,778
1145,Bokn,1954,777
1145,Bokn,1955,788
1145,Bokn,1956,818
1145,Bokn,1957,812
1145,Bokn,1958,827
1145,Bokn,1959,834
1145,Bokn,1960,834
1145,Bokn,1961,822
1145,Bokn,1962,820
1145,Bokn,1963,820
1145,Bokn,1964,801
1145,Bokn,1965,793
1145,Bokn,1966,777
1145,Bokn,1967,774
1145,Bokn,1968,746
1145,Bokn,1969,743
1145,Bokn,1970,759
1145,Bokn,1971,751
1145,Bokn,1972,726
1145,Bokn,1973,709
1145,Bokn,1974,713
1145,Bokn,1975,706
1145,Bokn,1976,700
1145,Bokn,1977,714
1145,Bokn,1978,716
1145,Bokn,1979,725
1145,Bokn,1980,725
1145,Bokn,1981,716
1145,Bokn,1982,720
1145,Bokn,1983,719
1145,Bokn,1984,733
1145,Bokn,1985,743
1146,Tysvær,1951,5277
1146,Tysvær,1952,5267
1146,Tysvær,1953,5251
1146,Tysvær,1954,5244
1146,Tysvær,1955,5223
1146,Tysvær,1956,5239
1146,Tysvær,1957,5270
1146,Tysvær,1958,5233
1146,Tysvær,1959,5245
1146,Tysvær,1960,5189
1146,Tysvær,1961,5197
1146,Tysvær,1962,5231
1146,Tysvær,1963,5198
1146,Tysvær,1964,5182
1146,Tysvær,1965,5207
1146,Tysvær,1966,5281
1146,Tysvær,1967,5443
1146,Tysvær,1968,5482
1146,Tysvær,1969,5525
1146,Tysvær,1970,5483
1146,Tysvær,1971,5601
1146,Tysvær,1972,5766
1146,Tysvær,1973,5971
1146,Tysvær,1974,6209
1146,Tysvær,1975,6385
1146,Tysvær,1976,6468
1146,Tysvær,1977,6566
1146,Tysvær,1978,6632
1146,Tysvær,1979,6812
1146,Tysvær,1980,6902
1146,Tysvær,1981,6967
1146,Tysvær,1982,7023
1146,Tysvær,1983,7105
1146,Tysvær,1984,7395
1146,Tysvær,1985,7638
1149,Karmøy,1951,19322
1149,Karmøy,1952,19588
1149,Karmøy,1953,19888
1149,Karmøy,1954,20162
1149,Karmøy,1955,20517
1149,Karmøy,1956,20760
1149,Karmøy,1957,21037
1149,Karmøy,1958,21267
1149,Karmøy,1959,21516
1149,Karmøy,1960,21600
1149,Karmøy,1961,21632
1149,Karmøy,1962,21858
1149,Karmøy,1963,22264
1149,Karmøy,1964,22705
1149,Karmøy,1965,23217
1149,Karmøy,1966,24202
1149,Karmøy,1967,25054
1149,Karmøy,1968,25930
1149,Karmøy,1969,26533
1149,Karmøy,1970,27307
1149,Karmøy,1971,27637
1149,Karmøy,1972,28248
1149,Karmøy,1973,28610
1149,Karmøy,1974,29056
1149,Karmøy,1975,29448
1149,Karmøy,1976,29958
1149,Karmøy,1977,30463
1149,Karmøy,1978,30934
1149,Karmøy,1979,31434
1149,Karmøy,1980,31717
1149,Karmøy,1981,32085
1149,Karmøy,1982,32634
1149,Karmøy,1983,33057
1149,Karmøy,1984,33452
1149,Karmøy,1985,33888
1151,Utsira,1951,428
1151,Utsira,1952,422
1151,Utsira,1953,394
1151,Utsira,1954,395
1151,Utsira,1955,394
1151,Utsira,1956,405
1151,Utsira,1957,391
1151,Utsira,1958,369
1151,Utsira,1959,388
1151,Utsira,1960,394
1151,Utsira,1961,397
1151,Utsira,1962,390
1151,Utsira,1963,381
1151,Utsira,1964,377
1151,Utsira,1965,374
1151,Utsira,1966,349
1151,Utsira,1967,357
1151,Utsira,1968,353
1151,Utsira,1969,351
1151,Utsira,1970,320
1151,Utsira,1971,304
1151,Utsira,1972,299
1151,Utsira,1973,291
1151,Utsira,1974,287
1151,Utsira,1975,291
1151,Utsira,1976,286
1151,Utsira,1977,283
1151,Utsira,1978,282
1151,Utsira,1979,271
1151,Utsira,1980,265
1151,Utsira,1981,263
1151,Utsira,1982,274
1151,Utsira,1983,263
1151,Utsira,1984,269
1151,Utsira,1985,251
1160,Vindafjord,1951,7447
1160,Vindafjord,1952,7443
1160,Vindafjord,1953,7445
1160,Vindafjord,1954,7448
1160,Vindafjord,1955,7386
1160,Vindafjord,1956,7398
1160,Vindafjord,1957,7374
1160,Vindafjord,1958,7336
1160,Vindafjord,1959,7296
1160,Vindafjord,1960,7314
1160,Vindafjord,1961,7315
1160,Vindafjord,1962,7336
1160,Vindafjord,1963,7343
1160,Vindafjord,1964,7314
1160,Vindafjord,1965,7356
1160,Vindafjord,1966,7366
1160,Vindafjord,1967,7281
1160,Vindafjord,1968,7263
1160,Vindafjord,1969,7264
1160,Vindafjord,1970,7289
1160,Vindafjord,1971,7157
1160,Vindafjord,1972,7179
1160,Vindafjord,1973,7186
1160,Vindafjord,1974,7270
1160,Vindafjord,1975,7288
1160,Vindafjord,1976,7401
1160,Vindafjord,1977,7424
1160,Vindafjord,1978,7556
1160,Vindafjord,1979,7635
1160,Vindafjord,1980,7731
1160,Vindafjord,1981,7815
1160,Vindafjord,1982,7889
1160,Vindafjord,1983,7913
1160,Vindafjord,1984,7971
1160,Vindafjord,1985,7997
1505,Kristiansund,1951,18482
1505,Kristiansund,1952,18863
1505,Kristiansund,1953,19292
1505,Kristiansund,1954,19633
1505,Kristiansund,1955,19892
1505,Kristiansund,1956,19978
1505,Kristiansund,1957,20386
1505,Kristiansund,1958,20617
1505,Kristiansund,1959,20799
1505,Kristiansund,1960,20885
1505,Kristiansund,1961,20962
1505,Kristiansund,1962,20958
1505,Kristiansund,1963,20906
1505,Kristiansund,1964,20711
1505,Kristiansund,1965,20637
1505,Kristiansund,1966,20769
1505,Kristiansund,1967,20873
1505,Kristiansund,1968,21008
1505,Kristiansund,1969,21107
1505,Kristiansund,1970,21219
1505,Kristiansund,1971,21107
1505,Kristiansund,1972,21290
1505,Kristiansund,1973,21629
1505,Kristiansund,1974,21966
1505,Kristiansund,1975,22180
1505,Kristiansund,1976,22167
1505,Kristiansund,1977,22202
1505,Kristiansund,1978,22239
1505,Kristiansund,1979,22291
1505,Kristiansund,1980,22316
1505,Kristiansund,1981,22132
1505,Kristiansund,1982,22109
1505,Kristiansund,1983,22144
1505,Kristiansund,1984,22142
1505,Kristiansund,1985,22145
1506,Molde,1951,18404
1506,Molde,1952,18956
1506,Molde,1953,19394
1506,Molde,1954,19880
1506,Molde,1955,20340
1506,Molde,1956,20687
1506,Molde,1957,21153
1506,Molde,1958,21596
1506,Molde,1959,21799
1506,Molde,1960,22196
1506,Molde,1961,22414
1506,Molde,1962,22693
1506,Molde,1963,22876
1506,Molde,1964,23016
1506,Molde,1965,23323
1506,Molde,1966,23521
1506,Molde,1967,23739
1506,Molde,1968,23879
1506,Molde,1969,24248
1506,Molde,1970,24627
1506,Molde,1971,25005
1506,Molde,1972,25374
1506,Molde,1973,25677
1506,Molde,1974,25837
1506,Molde,1975,25883
1506,Molde,1976,26062
1506,Molde,1977,26301
1506,Molde,1978,26423
1506,Molde,1979,26536
1506,Molde,1980,26589
1506,Molde,1981,26577
1506,Molde,1982,26521
1506,Molde,1983,26626
1506,Molde,1984,26702
1506,Molde,1985,26852
1508,Ålesund,1951,31510
1508,Ålesund,1952,32110
1508,Ålesund,1953,32588
1508,Ålesund,1954,32956
1508,Ålesund,1955,33495
1508,Ålesund,1956,33998
1508,Ålesund,1957,34591
1508,Ålesund,1958,35026
1508,Ålesund,1959,35540
1508,Ålesund,1960,35990
1508,Ålesund,1961,36580
1508,Ålesund,1962,37022
1508,Ålesund,1963,37271
1508,Ålesund,1964,37726
1508,Ålesund,1965,37363
1508,Ålesund,1966,37682
1508,Ålesund,1967,38092
1508,Ålesund,1968,38456
1508,Ålesund,1969,38835
1508,Ålesund,1970,39096
1508,Ålesund,1971,39241
1508,Ålesund,1972,39713
1508,Ålesund,1973,40092
1508,Ålesund,1974,40296
1508,Ålesund,1975,40482
1508,Ålesund,1976,40543
1508,Ålesund,1977,40650
1508,Ålesund,1978,40936
1508,Ålesund,1979,41000
1508,Ålesund,1980,41072
1508,Ålesund,1981,41100
1508,Ålesund,1982,41315
1508,Ålesund,1983,41568
1508,Ålesund,1984,41776
1508,Ålesund,1985,41717
1511,Vanylven,1951,3817
1511,Vanylven,1952,3845
1511,Vanylven,1953,3875
1511,Vanylven,1954,3848
1511,Vanylven,1955,3874
