kode,aar,kom2024,andel,metode
1015,1947,4223,1.0,1951-oversetting
1016,1947,4204,0.040456,1951-oversetting
1016,1947,4223,0.959544,1951-oversetting
1017,1947,4204,1.0,1951-oversetting
1018,1947,4204,1.0,1951-oversetting
1019,1947,4205,1.0,1951-oversetting
1020,1947,4204,0.007923,1951-oversetting
1020,1947,4205,0.992077,1951-oversetting
1021,1947,4204,0.039568,1951-oversetting
1021,1947,4205,0.960432,1951-oversetting
1022,1947,4205,1.0,1951-oversetting
1023,1947,4204,0.959085,1951-oversetting
1023,1947,4205,0.040915,1951-oversetting
1024,1947,4205,0.847861,1951-oversetting
1024,1947,4225,0.152139,1951-oversetting
1025,1947,4225,1.0,1951-oversetting
1026,1947,4224,1.0,1951-oversetting
1027,1947,4225,1.0,1951-oversetting
1028,1947,4225,1.0,1951-oversetting
1029,1947,4205,1.0,1951-oversetting
1030,1947,4205,1.0,1951-oversetting
1031,1947,4225,1.0,1951-oversetting
1032,1947,4225,1.0,1951-oversetting
1033,1947,4225,1.0,1951-oversetting
1034,1947,4226,1.0,1951-oversetting
1035,1947,4226,1.0,1951-oversetting
1036,1947,4227,1.0,1951-oversetting
1037,1947,4227,1.0,1951-oversetting
1038,1947,4227,1.0,1951-oversetting
1039,1947,4206,1.0,1951-oversetting
1040,1947,4206,1.0,1951-oversetting
1041,1947,4206,1.0,1951-oversetting
1042,1947,4207,1.0,1951-oversetting
1043,1947,4207,1.0,1951-oversetting
1044,1947,4207,1.0,1951-oversetting
1045,1947,4207,0.819055,1951-oversetting
1045,1947,4228,0.180945,1951-oversetting
1046,1947,4228,1.0,1951-oversetting
1047,1947,4228,1.0,1951-oversetting
1101,1947,1101,1.0,1951-oversetting
1102,1947,1108,1.0,1951-oversetting
1103,1947,1103,1.0,1951-oversetting
1104,1947,1149,1.0,1951-oversetting
1105,1947,1149,1.0,1951-oversetting
1106,1947,1106,1.0,1951-oversetting
1111,1947,1111,1.0,1951-oversetting
1112,1947,1112,1.0,1951-oversetting
1113,1947,1101,0.172466,1951-oversetting
1113,1947,1112,0.827534,1951-oversetting
1114,1947,1114,1.0,1951-oversetting
1115,1947,1101,1.0,1951-oversetting
1116,1947,1101,1.0,1951-oversetting
1117,1947,1119,1.0,1951-oversetting
1118,1947,1119,1.0,1951-oversetting
1119,1947,1119,1.0,1951-oversetting
1120,1947,1120,1.0,1951-oversetting
1121,1947,1121,1.0,1951-oversetting
1122,1947,1122,1.0,1951-oversetting
1123,1947,1108,1.0,1951-oversetting
1124,1947,1124,1.0,1951-oversetting
1125,1947,1103,1.0,1951-oversetting
1126,1947,1103,0.909452,1951-oversetting
1126,1947,1108,0.090548,1951-oversetting
1127,1947,1127,1.0,1951-oversetting
1128,1947,1108,0.961578,1951-oversetting
1128,1947,1122,0.038422,1951-oversetting
1129,1947,1108,0.625,1951-oversetting
1129,1947,1122,0.375,1951-oversetting
1130,1947,1130,1.0,1951-oversetting
1131,1947,1130,0.140046,1951-oversetting
1131,1947,1133,0.859954,1951-oversetting
1132,1947,1103,0.345021,1951-oversetting
1132,1947,1133,0.654979,1951-oversetting
1133,1947,1133,1.0,1951-oversetting
1134,1947,1134,1.0,1951-oversetting
1135,1947,1135,1.0,1951-oversetting
1136,1947,1134,1.0,1951-oversetting
1137,1947,1134,1.0,1951-oversetting
1138,1947,1103,0.086829,1951-oversetting
1138,1947,1133,0.007805,1951-oversetting
1138,1947,1134,0.905366,1951-oversetting
1139,1947,1146,1.0,1951-oversetting
1140,1947,1103,1.0,1951-oversetting
1141,1947,1103,1.0,1951-oversetting
1142,1947,1103,1.0,1951-oversetting
1143,1947,1103,1.0,1951-oversetting
1144,1947,1144,1.0,1951-oversetting
1145,1947,1145,1.0,1951-oversetting
1146,1947,1146,1.0,1951-oversetting
1147,1947,1146,0.193122,1951-oversetting
1147,1947,1149,0.806878,1951-oversetting
1148,1947,1149,1.0,1951-oversetting
1149,1947,1149,1.0,1951-oversetting
1150,1947,1149,1.0,1951-oversetting
1151,1947,1151,1.0,1951-oversetting
1152,1947,1106,0.018168,1951-oversetting
1152,1947,1149,0.981832,1951-oversetting
1153,1947,1106,1.0,1951-oversetting
1154,1947,1146,0.473069,1951-oversetting
1154,1947,1160,0.526931,1951-oversetting
1155,1947,1146,0.013986,1951-oversetting
1155,1947,1160,0.986014,1951-oversetting
1156,1947,1134,0.140878,1951-oversetting
1156,1947,1160,0.859122,1951-oversetting
1157,1947,1146,0.002041,1951-oversetting
1157,1947,1160,0.997959,1951-oversetting
1158,1947,1160,1.0,1951-oversetting
1211,1947,4611,1.0,1951-oversetting
1212,1947,4611,0.556674,1951-oversetting
1212,1947,4617,0.443326,1951-oversetting
1213,1947,4617,1.0,1951-oversetting
1214,1947,1160,1.0,1951-oversetting
1215,1947,1160,0.551001,1951-oversetting
1215,1947,4612,0.448999,1951-oversetting
1216,1947,4612,1.0,1951-oversetting
1217,1947,4612,1.0,1951-oversetting
1218,1947,4613,1.0,1951-oversetting
1219,1947,4613,1.0,1951-oversetting
1220,1947,4613,1.0,1951-oversetting
1221,1947,4614,1.0,1951-oversetting
1222,1947,4615,0.782568,1951-oversetting
1222,1947,4625,0.217432,1951-oversetting
1223,1947,4616,1.0,1951-oversetting
1224,1947,4617,1.0,1951-oversetting
1225,1947,4617,0.630086,1951-oversetting
1225,1947,4622,0.369914,1951-oversetting
1226,1947,4618,0.06079,1951-oversetting
1226,1947,4622,0.93921,1951-oversetting
1227,1947,4618,0.699358,1951-oversetting
1227,1947,4622,0.300642,1951-oversetting
1228,1947,4618,1.0,1951-oversetting
1229,1947,4618,1.0,1951-oversetting
1230,1947,4618,0.762984,1951-oversetting
1230,1947,4619,0.237016,1951-oversetting
1231,1947,4618,0.728325,1951-oversetting
1231,1947,4619,0.226249,1951-oversetting
1231,1947,4621,0.045426,1951-oversetting
1232,1947,4618,0.762984,1951-oversetting
1232,1947,4619,0.237016,1951-oversetting
1233,1947,4620,1.0,1951-oversetting
1234,1947,4621,1.0,1951-oversetting
1235,1947,4621,1.0,1951-oversetting
1236,1947,4621,1.0,1951-oversetting
1237,1947,4621,0.810709,1951-oversetting
1237,1947,4628,0.189291,1951-oversetting
1238,1947,4622,1.0,1951-oversetting
1239,1947,4624,1.0,1951-oversetting
1240,1947,4624,1.0,1951-oversetting
1241,1947,4624,1.0,1951-oversetting
1242,1947,4623,1.0,1951-oversetting
1243,1947,4624,1.0,1951-oversetting
1244,1947,4625,1.0,1951-oversetting
1245,1947,4626,1.0,1951-oversetting
1246,1947,4626,1.0,1951-oversetting
1247,1947,4627,1.0,1951-oversetting
1248,1947,4601,1.0,1951-oversetting
1249,1947,4601,1.0,1951-oversetting
1250,1947,4601,0.785391,1951-oversetting
1250,1947,4630,0.214609,1951-oversetting
1251,1947,4628,0.927904,1951-oversetting
1251,1947,4630,0.072096,1951-oversetting
1252,1947,4628,0.300199,1951-oversetting
1252,1947,4629,0.675944,1951-oversetting
1252,1947,4631,0.023857,1951-oversetting
1253,1947,4630,0.671375,1951-oversetting
1253,1947,4631,0.328625,1951-oversetting
1254,1947,4630,0.453344,1951-oversetting
1254,1947,4631,0.546656,1951-oversetting
1255,1947,4601,1.0,1951-oversetting
1256,1947,4627,0.111368,1951-oversetting
1256,1947,4631,0.888632,1951-oversetting
1257,1947,4631,1.0,1951-oversetting
1258,1947,4626,0.513262,1951-oversetting
1258,1947,4627,0.316663,1951-oversetting
1258,1947,4631,0.170075,1951-oversetting
1259,1947,4626,1.0,1951-oversetting
1260,1947,4631,1.0,1951-oversetting
1261,1947,4631,1.0,1951-oversetting
1262,1947,4631,1.0,1951-oversetting
1263,1947,4631,1.0,1951-oversetting
1264,1947,4632,1.0,1951-oversetting
1265,1947,4633,1.0,1951-oversetting
1266,1947,4634,1.0,1951-oversetting
1301,1947,4601,1.0,1951-oversetting
1401,1947,4602,1.0,1951-oversetting
1411,1947,4635,1.0,1951-oversetting
1412,1947,4636,1.0,1951-oversetting
1413,1947,4637,1.0,1951-oversetting
1414,1947,4635,1.0,1951-oversetting
1415,1947,4638,1.0,1951-oversetting
1416,1947,4638,1.0,1951-oversetting
1417,1947,4639,0.870264,1951-oversetting
1417,1947,4640,0.129736,1951-oversetting
1418,1947,4639,0.104883,1951-oversetting
1418,1947,4640,0.895117,1951-oversetting
1419,1947,4640,1.0,1951-oversetting
1420,1947,4640,1.0,1951-oversetting
1421,1947,4641,1.0,1951-oversetting
1422,1947,4642,1.0,1951-oversetting
1423,1947,4642,1.0,1951-oversetting
1424,1947,4643,1.0,1951-oversetting
1425,1947,4644,1.0,1951-oversetting
1426,1947,4644,1.0,1951-oversetting
1427,1947,4644,1.0,1951-oversetting
1428,1947,4645,1.0,1951-oversetting
1429,1947,4646,1.0,1951-oversetting
1430,1947,4647,1.0,1951-oversetting
1431,1947,4647,1.0,1951-oversetting
1432,1947,4647,1.0,1951-oversetting
1433,1947,4647,1.0,1951-oversetting
1434,1947,4602,0.028703,1951-oversetting
1434,1947,4645,0.467279,1951-oversetting
1434,1947,4647,0.504018,1951-oversetting
1435,1947,4602,1.0,1951-oversetting
1436,1947,4602,0.926223,1951-oversetting
1436,1947,4645,0.073777,1951-oversetting
1437,1947,4602,1.0,1951-oversetting
1438,1947,4648,1.0,1951-oversetting
1439,1947,4602,1.0,1951-oversetting
1440,1947,4602,1.0,1951-oversetting
1441,1947,4649,1.0,1951-oversetting
1442,1947,4602,0.346537,1951-oversetting
1442,1947,4648,0.461043,1951-oversetting
1442,1947,4649,0.19242,1951-oversetting
1443,1947,4649,1.0,1951-oversetting
1444,1947,1577,0.126187,1951-oversetting
1444,1947,4649,0.207497,1951-oversetting
1444,1947,4651,0.666316,1951-oversetting
1445,1947,4650,1.0,1951-oversetting
1446,1947,4647,0.021481,1951-oversetting
1446,1947,4650,0.978519,1951-oversetting
1447,1947,1577,0.159226,1951-oversetting
1447,1947,4651,0.840774,1951-oversetting
1448,1947,1577,0.159226,1951-oversetting
1448,1947,4651,0.840774,1951-oversetting
1501,1947,1508,0.846071,1951-oversetting
1501,1947,1531,0.153929,1951-oversetting
1502,1947,1506,1.0,1951-oversetting
1503,1947,1505,1.0,1951-oversetting
1511,1947,1511,1.0,1951-oversetting
1512,1947,1511,1.0,1951-oversetting
1513,1947,1511,0.436874,1951-oversetting
1513,1947,1514,0.563126,1951-oversetting
1514,1947,1514,1.0,1951-oversetting
1515,1947,1515,1.0,1951-oversetting
1516,1947,1516,1.0,1951-oversetting
1517,1947,1517,1.0,1951-oversetting
1518,1947,1577,1.0,1951-oversetting
1519,1947,1577,1.0,1951-oversetting
1520,1947,1520,1.0,1951-oversetting
1521,1947,1520,1.0,1951-oversetting
1522,1947,1520,1.0,1951-oversetting
1523,1947,1525,1.0,1951-oversetting
1524,1947,1578,1.0,1951-oversetting
1525,1947,1525,1.0,1951-oversetting
1526,1947,1508,0.802163,1951-oversetting
1526,1947,1578,0.197837,1951-oversetting
1527,1947,1508,0.662935,1951-oversetting
1527,1947,1528,0.173566,1951-oversetting
1527,1947,1578,0.163499,1951-oversetting
1528,1947,1528,1.0,1951-oversetting
1529,1947,1508,0.802163,1951-oversetting
1529,1947,1578,0.197837,1951-oversetting
1530,1947,1506,0.128759,1951-oversetting
1530,1947,1580,0.871241,1951-oversetting
1531,1947,1508,0.846071,1951-oversetting
1531,1947,1531,0.153929,1951-oversetting
1532,1947,1532,1.0,1951-oversetting
1533,1947,1532,1.0,1951-oversetting
1534,1947,1580,1.0,1951-oversetting
1535,1947,1535,1.0,1951-oversetting
1536,1947,1535,1.0,1951-oversetting
1537,1947,1539,1.0,1951-oversetting
1538,1947,1539,1.0,1951-oversetting
1539,1947,1539,1.0,1951-oversetting
1540,1947,1539,1.0,1951-oversetting
1541,1947,1506,0.350649,1951-oversetting
1541,1947,1539,0.649351,1951-oversetting
1542,1947,1506,1.0,1951-oversetting
1543,1947,1506,1.0,1951-oversetting
1544,1947,1506,1.0,1951-oversetting
1545,1947,1506,1.0,1951-oversetting
1546,1947,1508,1.0,1951-oversetting
1547,1947,1506,0.028969,1951-oversetting
1547,1947,1547,0.971031,1951-oversetting
1548,1947,1579,1.0,1951-oversetting
1549,1947,1579,1.0,1951-oversetting
1550,1947,1579,1.0,1951-oversetting
1551,1947,1579,1.0,1951-oversetting
1552,1947,1554,0.706986,1951-oversetting
1552,1947,1579,0.293014,1951-oversetting
1553,1947,1554,1.0,1951-oversetting
1554,1947,1505,0.3694,1951-oversetting
1554,1947,1554,0.6306,1951-oversetting
1555,1947,1505,1.0,1951-oversetting
1556,1947,1505,1.0,1951-oversetting
1557,1947,1557,1.0,1951-oversetting
1558,1947,1557,1.0,1951-oversetting
1559,1947,1557,0.166845,1951-oversetting
1559,1947,1560,0.833155,1951-oversetting
1560,1947,1557,0.166845,1951-oversetting
1560,1947,1560,0.833155,1951-oversetting
1561,1947,1563,1.0,1951-oversetting
1562,1947,1563,1.0,1951-oversetting
1563,1947,1563,1.0,1951-oversetting
1564,1947,1560,0.013542,1951-oversetting
1564,1947,1563,0.264583,1951-oversetting
1564,1947,1566,0.721875,1951-oversetting
1565,1947,1566,1.0,1951-oversetting
1566,1947,1566,1.0,1951-oversetting
1567,1947,5061,1.0,1951-oversetting
1568,1947,1576,1.0,1951-oversetting
1569,1947,1576,1.0,1951-oversetting
1570,1947,1576,0.113253,1951-oversetting
1570,1947,5055,0.886747,1951-oversetting
1571,1947,5055,1.0,1951-oversetting
1572,1947,1576,1.0,1951-oversetting
1573,1947,1573,1.0,1951-oversetting
1574,1947,1573,1.0,1951-oversetting
1575,1947,1573,1.0,1951-oversetting
1601,1947,5001,1.0,1951-oversetting
1611,1947,5055,1.0,1951-oversetting
1612,1947,5055,1.0,1951-oversetting
1613,1947,5055,0.153333,1951-oversetting
1613,1947,5056,0.339048,1951-oversetting
1613,1947,5059,0.507619,1951-oversetting
1614,1947,5055,0.572831,1951-oversetting
1614,1947,5056,0.17106,1951-oversetting
1614,1947,5059,0.256109,1951-oversetting
1615,1947,5056,1.0,1951-oversetting
1616,1947,5056,1.0,1951-oversetting
1617,1947,5056,1.0,1951-oversetting
1618,1947,5056,1.0,1951-oversetting
1619,1947,5014,1.0,1951-oversetting
1620,1947,5014,1.0,1951-oversetting
1621,1947,5057,1.0,1951-oversetting
1622,1947,5055,0.027931,1951-oversetting
1622,1947,5056,0.06176,1951-oversetting
1622,1947,5059,0.91031,1951-oversetting
1623,1947,5059,1.0,1951-oversetting
1624,1947,5054,1.0,1951-oversetting
1625,1947,5054,0.904309,1951-oversetting
1625,1947,5059,0.095691,1951-oversetting
1626,1947,5054,0.734277,1951-oversetting
1626,1947,5057,0.265723,1951-oversetting
1627,1947,5057,1.0,1951-oversetting
1628,1947,5057,1.0,1951-oversetting
1629,1947,5057,1.0,1951-oversetting
1630,1947,5058,1.0,1951-oversetting
1631,1947,5058,1.0,1951-oversetting
1632,1947,5058,1.0,1951-oversetting
1633,1947,5020,1.0,1951-oversetting
1634,1947,5021,1.0,1951-oversetting
1635,1947,5022,1.0,1951-oversetting
1636,1947,5059,1.0,1951-oversetting
1637,1947,5059,1.0,1951-oversetting
1638,1947,5059,1.0,1951-oversetting
1639,1947,5059,1.0,1951-oversetting
1640,1947,5025,1.0,1951-oversetting
1641,1947,5025,1.0,1951-oversetting
1642,1947,5025,1.0,1951-oversetting
1643,1947,5025,1.0,1951-oversetting
1644,1947,5026,1.0,1951-oversetting
1645,1947,5026,1.0,1951-oversetting
1646,1947,5027,1.0,1951-oversetting
1647,1947,5027,1.0,1951-oversetting
1648,1947,5027,1.0,1951-oversetting
1649,1947,5027,1.0,1951-oversetting
1650,1947,5028,1.0,1951-oversetting
1651,1947,5028,1.0,1951-oversetting
1652,1947,5028,1.0,1951-oversetting
1653,1947,5028,1.0,1951-oversetting
1654,1947,5001,1.0,1951-oversetting
1655,1947,5001,1.0,1951-oversetting
1656,1947,5029,1.0,1951-oversetting
1657,1947,5029,1.0,1951-oversetting
1658,1947,5029,1.0,1951-oversetting
1659,1947,5059,1.0,1951-oversetting
1660,1947,5001,1.0,1951-oversetting
1661,1947,5001,1.0,1951-oversetting
1662,1947,5001,1.0,1951-oversetting
1663,1947,5031,1.0,1951-oversetting
1664,1947,5032,1.0,1951-oversetting
1665,1947,5033,1.0,1951-oversetting
1701,1947,5037,1.0,1951-oversetting
1702,1947,5006,1.0,1951-oversetting
1703,1947,5007,1.0,1951-oversetting
1711,1947,5034,1.0,1951-oversetting
1712,1947,5035,1.0,1951-oversetting
1713,1947,5035,1.0,1951-oversetting
1714,1947,5035,1.0,1951-oversetting
1715,1947,5035,1.0,1951-oversetting
1716,1947,5037,1.0,1951-oversetting
1717,1947,5036,1.0,1951-oversetting
1718,1947,5054,1.0,1951-oversetting
1719,1947,5037,1.0,1951-oversetting
1720,1947,5037,1.0,1951-oversetting
1721,1947,5038,1.0,1951-oversetting
1722,1947,5037,1.0,1951-oversetting
1723,1947,5053,1.0,1951-oversetting
1724,1947,5006,1.0,1951-oversetting
1725,1947,5007,1.0,1951-oversetting
1726,1947,5006,1.0,1951-oversetting
1727,1947,5006,1.0,1951-oversetting
1728,1947,5053,1.0,1951-oversetting
1729,1947,5053,1.0,1951-oversetting
1730,1947,5053,1.0,1951-oversetting
1731,1947,5006,1.0,1951-oversetting
1732,1947,5006,1.0,1951-oversetting
1733,1947,5006,1.0,1951-oversetting
1734,1947,5006,1.0,1951-oversetting
1735,1947,5006,1.0,1951-oversetting
1736,1947,5041,1.0,1951-oversetting
1737,1947,5042,1.0,1951-oversetting
1738,1947,5042,1.0,1951-oversetting
1739,1947,5043,1.0,1951-oversetting
1740,1947,5044,1.0,1951-oversetting
1741,1947,5045,1.0,1951-oversetting
1742,1947,5045,1.0,1951-oversetting
1743,1947,5046,1.0,1951-oversetting
1744,1947,5047,1.0,1951-oversetting
1745,1947,5007,1.0,1951-oversetting
1746,1947,5007,1.0,1951-oversetting
1747,1947,5007,1.0,1951-oversetting
1748,1947,5007,1.0,1951-oversetting
1749,1947,5049,1.0,1951-oversetting
1750,1947,5060,1.0,1951-oversetting
1751,1947,5060,1.0,1951-oversetting
1752,1947,5060,1.0,1951-oversetting
1753,1947,5046,0.212909,1951-oversetting
1753,1947,5060,0.787091,1951-oversetting
1754,1947,5060,1.0,1951-oversetting
1755,1947,5052,1.0,1951-oversetting
1801,1947,1812,0.240223,1951-oversetting
1801,1947,1813,0.759777,1951-oversetting
1802,1947,1824,1.0,1951-oversetting
1803,1947,1833,1.0,1951-oversetting
1804,1947,1804,1.0,1951-oversetting
1805,1947,1806,1.0,1951-oversetting
1806,1947,1865,1.0,1951-oversetting
1811,1947,1811,0.89421,1951-oversetting
1811,1947,1812,0.025413,1951-oversetting
1811,1947,1813,0.080377,1951-oversetting
1812,1947,1812,0.240223,1951-oversetting
1812,1947,1813,0.759777,1951-oversetting
1813,1947,1812,0.240223,1951-oversetting
1813,1947,1813,0.759777,1951-oversetting
1814,1947,1812,0.240223,1951-oversetting
1814,1947,1813,0.759777,1951-oversetting
1815,1947,1815,1.0,1951-oversetting
1816,1947,1816,1.0,1951-oversetting
1817,1947,1815,0.117155,1951-oversetting
1817,1947,1820,0.882845,1951-oversetting
1818,1947,1818,1.0,1951-oversetting
1819,1947,1827,1.0,1951-oversetting
1820,1947,1818,0.312754,1951-oversetting
1820,1947,1820,0.687246,1951-oversetting
1821,1947,1820,1.0,1951-oversetting
1822,1947,1822,1.0,1951-oversetting
1823,1947,1824,1.0,1951-oversetting
1824,1947,1824,1.0,1951-oversetting
1825,1947,1825,1.0,1951-oversetting
1826,1947,1826,1.0,1951-oversetting
1827,1947,1822,0.010348,1951-oversetting
1827,1947,1827,0.943978,1951-oversetting
1827,1947,1828,0.035986,1951-oversetting
1827,1947,1833,0.009688,1951-oversetting
1828,1947,1822,0.184713,1951-oversetting
1828,1947,1828,0.642357,1951-oversetting
1828,1947,1833,0.17293,1951-oversetting
1829,1947,1824,1.0,1951-oversetting
1830,1947,1832,1.0,1951-oversetting
1831,1947,1832,0.572655,1951-oversetting
1831,1947,1833,0.427345,1951-oversetting
1832,1947,1832,1.0,1951-oversetting
1833,1947,1833,1.0,1951-oversetting
1834,1947,1834,1.0,1951-oversetting
1835,1947,1835,1.0,1951-oversetting
1836,1947,1836,1.0,1951-oversetting
1837,1947,1837,1.0,1951-oversetting
1838,1947,1838,1.0,1951-oversetting
1839,1947,1839,1.0,1951-oversetting
1840,1947,1840,1.0,1951-oversetting
1841,1947,1841,1.0,1951-oversetting
1842,1947,1804,1.0,1951-oversetting
1843,1947,1804,1.0,1951-oversetting
1844,1947,1804,0.945848,1951-oversetting
1844,1947,1848,0.054152,1951-oversetting
1845,1947,1845,1.0,1951-oversetting
1846,1947,1845,0.181081,1951-oversetting
1846,1947,1848,0.818919,1951-oversetting
1847,1947,1848,1.0,1951-oversetting
1848,1947,1848,1.0,1951-oversetting
1849,1947,1875,1.0,1951-oversetting
1850,1947,1806,0.422336,1951-oversetting
1850,1947,1875,0.577664,1951-oversetting
1851,1947,1806,0.107125,1951-oversetting
1851,1947,1851,0.892875,1951-oversetting
1852,1947,5512,1.0,1951-oversetting
1853,1947,1853,1.0,1951-oversetting
1854,1947,1806,1.0,1951-oversetting
1855,1947,1806,1.0,1951-oversetting
1856,1947,1856,1.0,1951-oversetting
1857,1947,1857,1.0,1951-oversetting
1858,1947,1859,0.540679,1951-oversetting
1858,1947,1874,0.459321,1951-oversetting
1859,1947,1859,0.540679,1951-oversetting
1859,1947,1874,0.459321,1951-oversetting
1860,1947,1860,1.0,1951-oversetting
1861,1947,1860,1.0,1951-oversetting
1862,1947,1860,1.0,1951-oversetting
1863,1947,1860,1.0,1951-oversetting
1864,1947,1865,1.0,1951-oversetting
1865,1947,1865,1.0,1951-oversetting
1866,1947,1866,0.868903,1951-oversetting
1866,1947,1870,0.131097,1951-oversetting
1867,1947,1867,1.0,1951-oversetting
1868,1947,1868,1.0,1951-oversetting
1869,1947,1868,1.0,1951-oversetting
1870,1947,1870,1.0,1951-oversetting
1871,1947,1871,1.0,1951-oversetting
1872,1947,1871,1.0,1951-oversetting
1873,1947,1871,1.0,1951-oversetting
1901,1947,5503,1.0,1951-oversetting
1902,1947,5501,1.0,1951-oversetting
1911,1947,5510,1.0,1951-oversetting
1912,1947,5503,1.0,1951-oversetting
1913,1947,5512,1.0,1951-oversetting
1914,1947,5503,1.0,1951-oversetting
1915,1947,5503,0.727118,1951-oversetting
1915,1947,5530,0.272882,1951-oversetting
1916,1947,5514,1.0,1951-oversetting
1917,1947,5514,1.0,1951-oversetting
1918,1947,5512,1.0,1951-oversetting
1919,1947,5516,1.0,1951-oversetting
1920,1947,5518,0.391091,1951-oversetting
1920,1947,5522,0.608909,1951-oversetting
1921,1947,5518,0.391091,1951-oversetting
1921,1947,5522,0.608909,1951-oversetting
1922,1947,5520,1.0,1951-oversetting
1923,1947,5524,1.0,1951-oversetting
1924,1947,5524,1.0,1951-oversetting
1925,1947,5526,1.0,1951-oversetting
1926,1947,5528,1.0,1951-oversetting
1927,1947,5528,0.160572,1951-oversetting
1927,1947,5530,0.839428,1951-oversetting
1928,1947,5530,1.0,1951-oversetting
1929,1947,5530,1.0,1951-oversetting
1930,1947,5501,0.531717,1951-oversetting
1930,1947,5530,0.468283,1951-oversetting
1931,1947,5530,1.0,1951-oversetting
1932,1947,5524,0.057337,1951-oversetting
1932,1947,5532,0.942663,1951-oversetting
1933,1947,5532,1.0,1951-oversetting
1934,1947,5501,1.0,1951-oversetting
1935,1947,5534,1.0,1951-oversetting
1936,1947,5534,0.657074,1951-oversetting
1936,1947,5536,0.342926,1951-oversetting
1937,1947,5501,0.921918,1951-oversetting
1937,1947,5536,0.078082,1951-oversetting
1938,1947,5536,1.0,1951-oversetting
1939,1947,5538,1.0,1951-oversetting
1940,1947,5540,1.0,1951-oversetting
1941,1947,5542,0.68553,1951-oversetting
1941,1947,5544,0.31447,1951-oversetting
1942,1947,5544,1.0,1951-oversetting
1943,1947,5546,1.0,1951-oversetting
2001,1947,5603,1.0,1951-oversetting
2002,1947,5634,1.0,1951-oversetting
2003,1947,5607,1.0,1951-oversetting
2011,1947,5612,1.0,1951-oversetting
2012,1947,5601,1.0,1951-oversetting
2013,1947,5601,1.0,1951-oversetting
2014,1947,5614,1.0,1951-oversetting
2015,1947,5616,1.0,1951-oversetting
2016,1947,5603,1.0,1951-oversetting
2017,1947,5603,1.0,1951-oversetting
2018,1947,5618,1.0,1951-oversetting
2019,1947,5620,1.0,1951-oversetting
2020,1947,5622,1.0,1951-oversetting
2021,1947,5610,1.0,1951-oversetting
2022,1947,5624,1.0,1951-oversetting
2023,1947,5626,1.0,1951-oversetting
2024,1947,5630,1.0,1951-oversetting
2025,1947,5628,1.0,1951-oversetting
2026,1947,5628,1.0,1951-oversetting
2027,1947,5636,1.0,1951-oversetting
2028,1947,5632,0.785714,1951-oversetting
2028,1947,5634,0.214286,1951-oversetting
2029,1947,5607,1.0,1951-oversetting
2030,1947,5605,1.0,1951-oversetting
0101,1948,3101,1.0,1951-oversetting
0102,1948,3105,1.0,1951-oversetting
0103,1948,3107,1.0,1951-oversetting
0104,1948,3103,1.0,1951-oversetting
0111,1948,3110,1.0,1951-oversetting
0112,1948,3107,1.0,1951-oversetting
0113,1948,3107,1.0,1951-oversetting
0114,1948,3105,1.0,1951-oversetting
0115,1948,3105,1.0,1951-oversetting
0116,1948,3101,1.0,1951-oversetting
0117,1948,3101,1.0,1951-oversetting
0118,1948,3124,1.0,1951-oversetting
0119,1948,3122,1.0,1951-oversetting
0120,1948,3122,1.0,1951-oversetting
0121,1948,3226,1.0,1951-oversetting
0122,1948,3118,1.0,1951-oversetting
0123,1948,3118,1.0,1951-oversetting
0124,1948,3118,1.0,1951-oversetting
0125,1948,3118,1.0,1951-oversetting
0126,1948,3118,1.0,1951-oversetting
0127,1948,3116,1.0,1951-oversetting
0128,1948,3120,1.0,1951-oversetting
0129,1948,3120,1.0,1951-oversetting
0130,1948,3105,1.0,1951-oversetting
0131,1948,3107,1.0,1951-oversetting
0132,1948,3107,1.0,1951-oversetting
0133,1948,3107,1.0,1951-oversetting
0134,1948,3107,1.0,1951-oversetting
0135,1948,3112,1.0,1951-oversetting
0136,1948,3103,1.0,1951-oversetting
0137,1948,3114,1.0,1951-oversetting
0138,1948,3118,1.0,1951-oversetting
0201,1948,3216,1.0,1951-oversetting
0203,1948,3214,1.0,1951-oversetting
0211,1948,3216,1.0,1951-oversetting
0212,1948,3207,1.0,1951-oversetting
0213,1948,3207,1.0,1951-oversetting
0214,1948,3218,1.0,1951-oversetting
0215,1948,3214,1.0,1951-oversetting
0216,1948,3212,1.0,1951-oversetting
0217,1948,3207,1.0,1951-oversetting
0219,1948,3201,1.0,1951-oversetting
0220,1948,3203,1.0,1951-oversetting
0221,1948,3226,1.0,1951-oversetting
0222,1948,3226,1.0,1951-oversetting
0223,1948,3226,1.0,1951-oversetting
0224,1948,3226,1.0,1951-oversetting
0225,1948,3205,1.0,1951-oversetting
0226,1948,3205,1.0,1951-oversetting
0227,1948,3205,1.0,1951-oversetting
0228,1948,3224,1.0,1951-oversetting
0229,1948,3220,1.0,1951-oversetting
0230,1948,3222,1.0,1951-oversetting
0231,1948,3205,1.0,1951-oversetting
0232,1948,3205,1.0,1951-oversetting
0233,1948,3232,1.0,1951-oversetting
0234,1948,3230,1.0,1951-oversetting
0235,1948,3209,1.0,1951-oversetting
0236,1948,3228,1.0,1951-oversetting
0237,1948,3240,1.0,1951-oversetting
0238,1948,3238,1.0,1951-oversetting
0239,1948,3242,1.0,1951-oversetting
0240,1948,3240,1.0,1951-oversetting
0301,1948,0301,1.0,1951-oversetting
0401,1948,3403,1.0,1951-oversetting
