kom2024,aar,parti,stemmer,total_stemmer_alle_partier,prosent_alle
4202,2003,06,588,8067,7.29
4202,2003,07,756,8067,9.37
4202,2003,08,0,8067,0.0
4202,2003,55,0,8067,0.0
4202,2007,01,1471,8463,17.38
4202,2007,02,2019,8463,23.86
4202,2007,03,1253,8463,14.81
4202,2007,04,1418,8463,16.76
4202,2007,05,520,8463,6.14
4202,2007,06,413,8463,4.88
4202,2007,07,1369,8463,16.18
4202,2007,08,0,8463,0.0
4202,2007,55,0,8463,0.0
4202,2011,01,2480,10000,24.8
4202,2011,02,1838,10000,18.38
4202,2011,03,1376,10000,13.76
4202,2011,04,1418,10000,14.18
4202,2011,05,442,10000,4.42
4202,2011,06,287,10000,2.87
4202,2011,07,1999,10000,19.99
4202,2011,08,0,10000,0.0
4202,2011,55,0,10000,0.0
4202,2015,01,2347,9398,24.97
4202,2015,02,1440,9398,15.32
4202,2015,03,1685,9398,17.93
4202,2015,04,1728,9398,18.39
4202,2015,05,477,9398,5.08
4202,2015,06,242,9398,2.58
4202,2015,07,884,9398,9.41
4202,2015,08,266,9398,2.83
4202,2015,55,46,9398,0.49
4202,2019,01,2250,10733,20.96
4202,2019,02,1084,10733,10.1
4202,2019,03,2268,10733,21.13
4202,2019,04,1696,10733,15.8
4202,2019,05,1062,10733,9.89
4202,2019,06,518,10733,4.83
4202,2019,07,909,10733,8.47
4202,2019,08,543,10733,5.06
4202,2019,55,237,10733,2.21
4202,2023,01,2117,11462,18.47
4202,2023,02,1253,11462,10.93
4202,2023,03,2798,11462,24.41
4202,2023,04,1490,11462,13.0
4202,2023,05,734,11462,6.4
4202,2023,06,841,11462,7.34
4202,2023,07,666,11462,5.81
4202,2023,08,292,11462,2.55
4202,2023,55,239,11462,2.09
4203,1987,01,7594,19030,39.91
4203,1987,02,1430,19030,7.51
4203,1987,03,4492,19030,23.6
4203,1987,04,2104,19030,11.06
4203,1987,05,717,19030,3.77
4203,1987,06,656,19030,3.45
4203,1987,07,1648,19030,8.66
4203,1987,08,0,19030,0.0
4203,1987,55,0,19030,0.0
4203,1991,01,4367,18472,23.64
4203,1991,02,1219,18472,6.6
4203,1991,03,3344,18472,18.1
4203,1991,04,1622,18472,8.78
4203,1991,05,2317,18472,12.54
4203,1991,06,1391,18472,7.53
4203,1991,07,1045,18472,5.66
4203,1991,08,0,18472,0.0
4203,1991,55,0,18472,0.0
4203,1995,01,4936,17168,28.75
4203,1995,02,1890,17168,11.01
4203,1995,03,3168,17168,18.45
4203,1995,04,1919,17168,11.18
4203,1995,05,1309,17168,7.62
4203,1995,06,925,17168,5.39
4203,1995,07,1194,17168,6.95
4203,1995,08,0,17168,0.0
4203,1995,55,0,17168,0.0
4203,1999,01,4630,16453,28.14
4203,1999,02,2904,16453,17.65
4203,1999,03,2735,16453,16.62
4203,1999,04,2498,16453,15.18
4203,1999,05,543,16453,3.3
4203,1999,06,1093,16453,6.64
4203,1999,07,568,16453,3.45
4203,1999,08,0,16453,0.0
4203,1999,55,0,16453,0.0
4203,2003,01,3782,16766,22.56
4203,2003,02,3620,16766,21.59
4203,2003,03,3016,16766,17.99
4203,2003,04,1673,16766,9.98
4203,2003,05,563,16766,3.36
4203,2003,06,2411,16766,14.38
4203,2003,07,551,16766,3.29
4203,2003,08,0,16766,0.0
4203,2003,55,0,16766,0.0
4203,2007,01,5445,17400,31.29
4203,2007,02,3776,17400,21.7
4203,2007,03,2663,17400,15.3
4203,2007,04,1839,17400,10.57
4203,2007,05,784,17400,4.51
4203,2007,06,1183,17400,6.8
4203,2007,07,933,17400,5.36
4203,2007,08,0,17400,0.0
4203,2007,55,0,17400,0.0
4203,2011,01,4687,19879,23.58
4203,2011,02,2948,19879,14.83
4203,2011,03,6192,19879,31.15
4203,2011,04,1498,19879,7.54
4203,2011,05,598,19879,3.01
4203,2011,06,1303,19879,6.55
4203,2011,07,1360,19879,6.84
4203,2011,08,0,19879,0.0
4203,2011,55,0,19879,0.0
4203,2015,01,7158,18952,37.77
4203,2015,02,2836,18952,14.96
4203,2015,03,3484,18952,18.38
4203,2015,04,1493,18952,7.88
4203,2015,05,614,18952,3.24
4203,2015,06,728,18952,3.84
4203,2015,07,1044,18952,5.51
4203,2015,08,682,18952,3.6
4203,2015,55,177,18952,0.93
4203,2019,01,5866,21902,26.78
4203,2019,02,2606,21902,11.9
4203,2019,03,4198,21902,19.17
4203,2019,04,1255,21902,5.73
4203,2019,05,1520,21902,6.94
4203,2019,06,1670,21902,7.62
4203,2019,07,741,21902,3.38
4203,2019,08,787,21902,3.59
4203,2019,55,440,21902,2.01
4203,2023,01,6688,21813,30.66
4203,2023,02,3722,21813,17.06
4203,2023,03,3761,21813,17.24
4203,2023,04,1131,21813,5.18
4203,2023,05,669,21813,3.07
4203,2023,06,2548,21813,11.68
4203,2023,07,736,21813,3.37
4203,2023,08,311,21813,1.43
4203,2023,55,526,21813,2.41
4204,1987,01,7267,38218,19.01
4204,1987,02,4290,38218,11.23
4204,1987,03,8569,38218,22.42
4204,1987,04,5769,38218,15.09
4204,1987,05,1146,38218,3.0
4204,1987,06,1160,38218,3.04
4204,1987,07,3710,38218,9.71
4204,1987,08,0,38218,0.0
4204,1987,55,0,38218,0.0
4204,1991,01,6246,38176,16.36
4204,1991,02,3806,38176,9.97
4204,1991,03,8996,38176,23.56
4204,1991,04,6646,38176,17.41
4204,1991,05,2180,38176,5.71
4204,1991,06,2730,38176,7.15
4204,1991,07,1546,38176,4.05
4204,1991,08,0,38176,0.0
4204,1991,55,0,38176,0.0
4204,1995,01,7582,37461,20.24
4204,1995,02,4950,37461,13.21
4204,1995,03,8231,37461,21.97
4204,1995,04,7282,37461,19.44
4204,1995,05,2016,37461,5.38
4204,1995,06,1619,37461,4.32
4204,1995,07,2287,37461,6.11
4204,1995,08,813,37461,2.17
4204,1995,55,0,37461,0.0
4204,1999,01,6661,38593,17.26
4204,1999,02,6388,38593,16.55
4204,1999,03,10279,38593,26.63
4204,1999,04,7007,38593,18.16
4204,1999,05,1203,38593,3.12
4204,1999,06,2849,38593,7.38
4204,1999,07,2199,38593,5.7
4204,1999,08,851,38593,2.21
4204,1999,55,0,38593,0.0
4204,2003,01,6360,39771,15.99
4204,2003,02,5937,39771,14.93
4204,2003,03,8073,39771,20.3
4204,2003,04,6946,39771,17.46
4204,2003,05,1369,39771,3.44
4204,2003,06,5677,39771,14.27
4204,2003,07,1726,39771,4.34
4204,2003,08,1008,39771,2.53
4204,2003,55,0,39771,0.0
4204,2007,01,8713,42920,20.3
4204,2007,02,7023,42920,16.36
4204,2007,03,8715,42920,20.31
4204,2007,04,7740,42920,18.03
4204,2007,05,1272,42920,2.96
4204,2007,06,1671,42920,3.89
4204,2007,07,2203,42920,5.13
4204,2007,08,938,42920,2.19
4204,2007,55,0,42920,0.0
4204,2011,01,11935,46374,25.74
4204,2011,02,5697,46374,12.28
4204,2011,03,12249,46374,26.41
4204,2011,04,7415,46374,15.99
4204,2011,05,1065,46374,2.3
4204,2011,06,1251,46374,2.7
4204,2011,07,2345,46374,5.06
4204,2011,08,817,46374,1.76
4204,2011,55,618,46374,1.33
4204,2015,01,13055,46989,27.78
4204,2015,02,4257,46989,9.06
4204,2015,03,10801,46989,22.99
4204,2015,04,7181,46989,15.28
4204,2015,05,1391,46989,2.96
4204,2015,06,1418,46989,3.02
4204,2015,07,2290,46989,4.87
4204,2015,08,2278,46989,4.85
4204,2015,55,867,46989,1.85
4204,2019,01,10250,55999,18.3
4204,2019,02,3093,55999,5.52
4204,2019,03,9926,55999,17.73
4204,2019,04,6431,55999,11.48
4204,2019,05,2575,55999,4.6
4204,2019,06,3431,55999,6.13
4204,2019,07,1857,55999,3.32
4204,2019,08,4216,55999,7.53
4204,2019,55,1610,55999,2.88
4204,2023,01,8050,56821,14.17
4204,2023,02,5189,56821,9.13
4204,2023,03,16594,56821,29.2
4204,2023,04,6982,56821,12.29
4204,2023,05,1516,56821,2.67
4204,2023,06,3523,56821,6.2
4204,2023,07,2555,56821,4.5
4204,2023,08,2396,56821,4.22
4204,2023,55,1609,56821,2.83
4205,1987,01,2458,10301,23.86
4205,1987,02,904,10301,8.78
4205,1987,03,2140,10301,20.77
4205,1987,04,2037,10301,19.77
4205,1987,05,1289,10301,12.51
4205,1987,06,332,10301,3.22
4205,1987,07,844,10301,8.19
4205,1987,08,0,10301,0.0
4205,1987,55,0,10301,0.0
4205,1991,01,1953,10521,18.56
4205,1991,02,788,10521,7.49
4205,1991,03,2165,10521,20.58
4205,1991,04,1673,10521,15.9
4205,1991,05,1645,10521,15.64
4205,1991,06,546,10521,5.19
4205,1991,07,806,10521,7.66
4205,1991,08,0,10521,0.0
4205,1991,55,0,10521,0.0
4205,1995,01,2152,9945,21.64
4205,1995,02,620,9945,6.23
4205,1995,03,2039,9945,20.5
4205,1995,04,1925,9945,19.36
4205,1995,05,1511,9945,15.19
4205,1995,06,280,9945,2.82
4205,1995,07,834,9945,8.39
4205,1995,08,0,9945,0.0
4205,1995,55,0,9945,0.0
4205,1999,01,1938,10136,19.12
4205,1999,02,1350,10136,13.32
4205,1999,03,2096,10136,20.68
4205,1999,04,2223,10136,21.93
4205,1999,05,925,10136,9.13
4205,1999,06,286,10136,2.82
4205,1999,07,802,10136,7.91
4205,1999,08,0,10136,0.0
4205,1999,55,0,10136,0.0
4205,2003,01,2333,10032,23.26
4205,2003,02,1910,10032,19.04
4205,2003,03,1570,10032,15.65
4205,2003,04,2014,10032,20.08
4205,2003,05,745,10032,7.43
4205,2003,06,575,10032,5.73
4205,2003,07,507,10032,5.05
4205,2003,08,0,10032,0.0
4205,2003,55,0,10032,0.0
4205,2007,01,2287,10767,21.24
4205,2007,02,2563,10767,23.8
4205,2007,03,1432,10767,13.3
4205,2007,04,2533,10767,23.53
4205,2007,05,736,10767,6.84
4205,2007,06,370,10767,3.44
4205,2007,07,474,10767,4.4
4205,2007,08,0,10767,0.0
4205,2007,55,0,10767,0.0
4205,2011,01,2619,11687,22.41
4205,2011,02,2353,11687,20.13
4205,2011,03,2152,11687,18.41
4205,2011,04,2122,11687,18.16
4205,2011,05,599,11687,5.13
4205,2011,06,218,11687,1.87
4205,2011,07,887,11687,7.59
4205,2011,08,154,11687,1.32
4205,2011,55,0,11687,0.0
4205,2015,01,3394,11814,28.73
4205,2015,02,2080,11814,17.61
4205,2015,03,2418,11814,20.47
4205,2015,04,1764,11814,14.93
4205,2015,05,714,11814,6.04
4205,2015,06,212,11814,1.79
4205,2015,07,606,11814,5.13
4205,2015,08,222,11814,1.88
4205,2015,55,0,11814,0.0
4205,2019,01,2505,11737,21.34
4205,2019,02,3136,11737,26.72
4205,2019,03,1781,11737,15.17
4205,2019,04,1060,11737,9.03
4205,2019,05,1337,11737,11.39
4205,2019,06,372,11737,3.17
4205,2019,07,494,11737,4.21
4205,2019,08,554,11737,4.72
4205,2019,55,170,11737,1.45
4205,2023,01,1444,12133,11.9
4205,2023,02,2848,12133,23.47
4205,2023,03,1878,12133,15.48
4205,2023,04,1025,12133,8.45
4205,2023,05,603,12133,4.97
4205,2023,06,795,12133,6.55
4205,2023,07,1796,12133,14.8
4205,2023,08,320,12133,2.64
4205,2023,55,185,12133,1.52
4206,1987,01,958,4792,19.99
4206,1987,02,812,4792,16.94
4206,1987,03,1281,4792,26.73
4206,1987,04,1000,4792,20.87
4206,1987,05,174,4792,3.63
4206,1987,06,106,4792,2.21
4206,1987,07,336,4792,7.01
4206,1987,08,0,4792,0.0
4206,1987,55,0,4792,0.0
4206,1991,01,814,4700,17.32
4206,1991,02,831,4700,17.68
4206,1991,03,1234,4700,26.26
4206,1991,04,793,4700,16.87
4206,1991,05,377,4700,8.02
4206,1991,06,228,4700,4.85
4206,1991,07,259,4700,5.51
4206,1991,08,0,4700,0.0
4206,1991,55,0,4700,0.0
4206,1995,01,472,4422,10.67
4206,1995,02,817,4422,18.48
4206,1995,03,1618,4422,36.59
4206,1995,04,726,4422,16.42
4206,1995,05,379,4422,8.57
4206,1995,06,131,4422,2.96
4206,1995,07,205,4422,4.64
4206,1995,08,0,4422,0.0
4206,1995,55,0,4422,0.0
4206,1999,01,639,4503,14.19
4206,1999,02,908,4503,20.16
4206,1999,03,1490,4503,33.09
4206,1999,04,760,4503,16.88
4206,1999,05,250,4503,5.55
4206,1999,06,280,4503,6.22
4206,1999,07,176,4503,3.91
4206,1999,08,0,4503,0.0
4206,1999,55,0,4503,0.0
4206,2003,01,732,4351,16.82
4206,2003,02,994,4351,22.85
4206,2003,03,972,4351,22.34
4206,2003,04,726,4351,16.69
4206,2003,05,261,4351,6.0
4206,2003,06,420,4351,9.65
4206,2003,07,227,4351,5.22
4206,2003,08,0,4351,0.0
4206,2003,55,0,4351,0.0
4206,2007,01,1111,4764,23.32
4206,2007,02,1552,4764,32.58
4206,2007,03,781,4764,16.39
4206,2007,04,736,4764,15.45
4206,2007,05,212,4764,4.45
4206,2007,06,259,4764,5.44
4206,2007,07,105,4764,2.2
4206,2007,08,0,4764,0.0
4206,2007,55,0,4764,0.0
4206,2011,01,667,4709,14.16
4206,2011,02,1670,4709,35.46
4206,2011,03,1064,4709,22.6
4206,2011,04,571,4709,12.13
4206,2011,05,163,4709,3.46
4206,2011,06,194,4709,4.12
4206,2011,07,244,4709,5.18
4206,2011,08,0,4709,0.0
4206,2011,55,0,4709,0.0
4206,2015,01,932,4507,20.68
4206,2015,02,925,4507,20.52
4206,2015,03,854,4507,18.95
4206,2015,04,811,4507,17.99
4206,2015,05,246,4507,5.46
4206,2015,06,176,4507,3.91
4206,2015,07,296,4507,6.57
4206,2015,08,57,4507,1.26
4206,2015,55,50,4507,1.11
4206,2019,01,1317,4903,26.86
4206,2019,02,1065,4903,21.72
4206,2019,03,712,4903,14.52
4206,2019,04,777,4903,15.85
4206,2019,05,430,4903,8.77
4206,2019,06,231,4903,4.71
4206,2019,07,169,4903,3.45
4206,2019,08,0,4903,0.0
4206,2019,55,120,4903,2.45
4206,2023,01,881,5126,17.19
4206,2023,02,1723,5126,33.61
4206,2023,03,655,5126,12.78
4206,2023,04,782,5126,15.26
4206,2023,05,380,5126,7.41
4206,2023,06,270,5126,5.27
4206,2023,07,129,5126,2.52
4206,2023,08,49,5126,0.96
4206,2023,55,0,5126,0.0
4207,1987,01,1100,4670,23.55
4207,1987,02,559,4670,11.97
4207,1987,03,1025,4670,21.95
4207,1987,04,935,4670,20.02
4207,1987,05,327,4670,7.0
4207,1987,06,132,4670,2.83
4207,1987,07,0,4670,0.0
4207,1987,08,0,4670,0.0
4207,1987,55,0,4670,0.0
4207,1991,01,754,4483,16.82
4207,1991,02,461,4483,10.28
4207,1991,03,894,4483,19.94
4207,1991,04,1078,4483,24.05
4207,1991,05,595,4483,13.27
4207,1991,06,297,4483,6.63
4207,1991,07,404,4483,9.01
4207,1991,08,0,4483,0.0
4207,1991,55,0,4483,0.0
4207,1995,01,926,4113,22.51
4207,1995,02,354,4113,8.61
4207,1995,03,821,4113,19.96
4207,1995,04,970,4113,23.58
4207,1995,05,607,4113,14.76
4207,1995,06,0,4113,0.0
4207,1995,07,435,4113,10.58
4207,1995,08,0,4113,0.0
4207,1995,55,0,4113,0.0
4207,1999,01,743,4035,18.41
4207,1999,02,733,4035,18.17
4207,1999,03,714,4035,17.7
4207,1999,04,927,4035,22.97
4207,1999,05,349,4035,8.65
4207,1999,06,0,4035,0.0
4207,1999,07,569,4035,14.1
4207,1999,08,0,4035,0.0
4207,1999,55,0,4035,0.0
4207,2003,01,623,3954,15.76
4207,2003,02,403,3954,10.19
4207,2003,03,811,3954,20.51
4207,2003,04,804,3954,20.33
4207,2003,05,359,3954,9.08
4207,2003,06,339,3954,8.57
4207,2003,07,443,3954,11.2
4207,2003,08,0,3954,0.0
4207,2003,55,0,3954,0.0
4207,2007,01,627,4123,15.21
4207,2007,02,724,4123,17.56
4207,2007,03,832,4123,20.18
4207,2007,04,647,4123,15.69
4207,2007,05,367,4123,8.9
4207,2007,06,220,4123,5.34
4207,2007,07,690,4123,16.74
4207,2007,08,0,4123,0.0
4207,2007,55,0,4123,0.0
4207,2011,01,690,4394,15.7
4207,2011,02,648,4394,14.75
4207,2011,03,1182,4394,26.9
4207,2011,04,716,4394,16.29
4207,2011,05,331,4394,7.53
4207,2011,06,166,4394,3.78
4207,2011,07,661,4394,15.04
4207,2011,08,0,4394,0.0
4207,2011,55,0,4394,0.0
4207,2015,01,692,4213,16.43
4207,2015,02,700,4213,16.62
4207,2015,03,965,4213,22.91
4207,2015,04,682,4213,16.19
4207,2015,05,473,4213,11.23
4207,2015,06,142,4213,3.37
4207,2015,07,430,4213,10.21
4207,2015,08,129,4213,3.06
4207,2015,55,0,4213,0.0
4207,2019,01,512,4467,11.46
4207,2019,02,732,4467,16.39
4207,2019,03,1042,4467,23.33
4207,2019,04,624,4467,13.97
4207,2019,05,857,4467,19.19
4207,2019,06,196,4467,4.39
4207,2019,07,302,4467,6.76
4207,2019,08,0,4467,0.0
4207,2019,55,141,4467,3.16
4207,2023,01,402,4712,8.53
4207,2023,02,2124,4712,45.08
4207,2023,03,557,4712,11.82
4207,2023,04,648,4712,13.75
4207,2023,05,271,4712,5.75
4207,2023,06,201,4712,4.27
4207,2023,07,217,4712,4.61
4207,2023,08,0,4712,0.0
4207,2023,55,157,4712,3.33
4211,1987,01,612,1358,45.07
4211,1987,02,0,1358,0.0
4211,1987,03,195,1358,14.36
4211,1987,04,213,1358,15.68
4211,1987,05,166,1358,12.22
4211,1987,06,82,1358,6.04
4211,1987,07,90,1358,6.63
4211,1987,08,0,1358,0.0
4211,1987,55,0,1358,0.0
4211,1991,01,400,1318,30.35
4211,1991,02,0,1318,0.0
4211,1991,03,340,1318,25.8
4211,1991,04,167,1318,12.67
4211,1991,05,238,1318,18.06
4211,1991,06,0,1318,0.0
4211,1991,07,173,1318,13.13
4211,1991,08,0,1318,0.0
4211,1991,55,0,1318,0.0
4211,1995,01,349,1168,29.88
4211,1995,02,0,1168,0.0
4211,1995,03,353,1168,30.22
4211,1995,04,160,1168,13.7
4211,1995,05,241,1168,20.63
4211,1995,06,0,1168,0.0
4211,1995,07,65,1168,5.57
4211,1995,08,0,1168,0.0
4211,1995,55,0,1168,0.0
4211,1999,01,377,1259,29.94
4211,1999,02,109,1259,8.66
4211,1999,03,121,1259,9.61
4211,1999,04,154,1259,12.23
4211,1999,05,442,1259,35.11
4211,1999,06,0,1259,0.0
4211,1999,07,56,1259,4.45
4211,1999,08,0,1259,0.0
4211,1999,55,0,1259,0.0
4211,2003,01,387,1088,35.57
4211,2003,02,0,1088,0.0
4211,2003,03,158,1088,14.52
4211,2003,04,145,1088,13.33
4211,2003,05,238,1088,21.88
4211,2003,06,71,1088,6.53
4211,2003,07,89,1088,8.18
4211,2003,08,0,1088,0.0
4211,2003,55,0,1088,0.0
4211,2007,01,382,1216,31.41
4211,2007,02,75,1216,6.17
4211,2007,03,288,1216,23.68
4211,2007,04,126,1216,10.36
4211,2007,05,192,1216,15.79
4211,2007,06,29,1216,2.38
4211,2007,07,124,1216,10.2
4211,2007,08,0,1216,0.0
4211,2007,55,0,1216,0.0
4211,2011,01,393,1307,30.07
4211,2011,02,103,1307,7.88
4211,2011,03,371,1307,28.39
4211,2011,04,73,1307,5.59
4211,2011,05,305,1307,23.34
4211,2011,06,0,1307,0.0
4211,2011,07,62,1307,4.74
4211,2011,08,0,1307,0.0
4211,2011,55,0,1307,0.0
4211,2015,01,422,1272,33.18
4211,2015,02,68,1272,5.35
4211,2015,03,264,1272,20.75
4211,2015,04,87,1272,6.84
4211,2015,05,381,1272,29.95
4211,2015,06,0,1272,0.0
4211,2015,07,50,1272,3.93
4211,2015,08,0,1272,0.0
4211,2015,55,0,1272,0.0
4211,2019,01,448,1213,36.93
4211,2019,02,109,1213,8.99
4211,2019,03,169,1213,13.93
4211,2019,04,78,1213,6.43
4211,2019,05,409,1213,33.72
4211,2019,06,0,1213,0.0
4211,2019,07,0,1213,0.0
4211,2019,08,0,1213,0.0
4211,2019,55,0,1213,0.0
4211,2023,01,233,1222,19.07
4211,2023,02,172,1222,14.08
4211,2023,03,403,1222,32.98
4211,2023,04,92,1222,7.53
4211,2023,05,250,1222,20.46
4211,2023,06,0,1222,0.0
4211,2023,07,0,1222,0.0
4211,2023,08,0,1222,0.0
4211,2023,55,72,1222,5.89
4212,1987,01,507,1157,43.82
4212,1987,02,56,1157,4.84
4212,1987,03,167,1157,14.43
4212,1987,04,255,1157,22.04
4212,1987,05,129,1157,11.15
4212,1987,06,0,1157,0.0
4212,1987,07,0,1157,0.0
4212,1987,08,0,1157,0.0
4212,1987,55,0,1157,0.0
4212,1991,01,439,1127,38.95
4212,1991,02,86,1127,7.63
4212,1991,03,142,1127,12.6
4212,1991,04,260,1127,23.07
4212,1991,05,200,1127,17.75
4212,1991,06,0,1127,0.0
4212,1991,07,0,1127,0.0
4212,1991,08,0,1127,0.0
4212,1991,55,0,1127,0.0
4212,1995,01,336,1117,30.08
4212,1995,02,55,1117,4.92
4212,1995,03,366,1117,32.77
4212,1995,04,205,1117,18.35
4212,1995,05,155,1117,13.88
4212,1995,06,0,1117,0.0
4212,1995,07,0,1117,0.0
4212,1995,08,0,1117,0.0
4212,1995,55,0,1117,0.0
4212,1999,01,329,1052,31.27
4212,1999,02,66,1052,6.27
4212,1999,03,323,1052,30.7
4212,1999,04,230,1052,21.86
4212,1999,05,104,1052,9.89
4212,1999,06,0,1052,0.0
4212,1999,07,0,1052,0.0
4212,1999,08,0,1052,0.0
4212,1999,55,0,1052,0.0
4212,2003,01,346,1025,33.76
4212,2003,02,112,1025,10.93
4212,2003,03,264,1025,25.76
4212,2003,04,206,1025,20.1
4212,2003,05,97,1025,9.46
4212,2003,06,0,1025,0.0
4212,2003,07,0,1025,0.0
4212,2003,08,0,1025,0.0
4212,2003,55,0,1025,0.0
4212,2007,01,458,1083,42.29
4212,2007,02,133,1083,12.28
4212,2007,03,177,1083,16.34
4212,2007,04,198,1083,18.28
4212,2007,05,117,1083,10.8
4212,2007,06,0,1083,0.0
4212,2007,07,0,1083,0.0
4212,2007,08,0,1083,0.0
4212,2007,55,0,1083,0.0
4212,2011,01,331,1144,28.93
4212,2011,02,76,1144,6.64
4212,2011,03,262,1144,22.9
4212,2011,04,241,1144,21.07
4212,2011,05,200,1144,17.48
4212,2011,06,0,1144,0.0
4212,2011,07,34,1144,2.97
4212,2011,08,0,1144,0.0
4212,2011,55,0,1144,0.0
4212,2015,01,331,1123,29.47
4212,2015,02,67,1123,5.97
4212,2015,03,159,1123,14.16
4212,2015,04,294,1123,26.18
4212,2015,05,272,1123,24.22
4212,2015,06,0,1123,0.0
4212,2015,07,0,1123,0.0
4212,2015,08,0,1123,0.0
4212,2015,55,0,1123,0.0
4212,2019,01,298,1237,24.09
4212,2019,02,0,1237,0.0
4212,2019,03,116,1237,9.38
4212,2019,04,497,1237,40.18
4212,2019,05,326,1237,26.35
4212,2019,06,0,1237,0.0
4212,2019,07,0,1237,0.0
4212,2019,08,0,1237,0.0
4212,2019,55,0,1237,0.0
4212,2023,01,326,1216,26.81
4212,2023,02,0,1216,0.0
4212,2023,03,166,1216,13.65
4212,2023,04,432,1216,35.53
4212,2023,05,292,1216,24.01
4212,2023,06,0,1216,0.0
4212,2023,07,0,1216,0.0
4212,2023,08,0,1216,0.0
4212,2023,55,0,1216,0.0
4213,1987,01,918,3168,28.98
4213,1987,02,402,3168,12.69
4213,1987,03,592,3168,18.69
4213,1987,04,386,3168,12.18
4213,1987,05,468,3168,14.77
4213,1987,06,143,3168,4.51
4213,1987,07,0,3168,0.0
4213,1987,08,0,3168,0.0
4213,1987,55,0,3168,0.0
4213,1991,01,722,2975,24.27
4213,1991,02,400,2975,13.45
4213,1991,03,537,2975,18.05
4213,1991,04,332,2975,11.16
4213,1991,05,520,2975,17.48
4213,1991,06,276,2975,9.28
4213,1991,07,188,2975,6.32
4213,1991,08,0,2975,0.0
4213,1991,55,0,2975,0.0
4213,1995,01,696,2867,24.28
4213,1995,02,0,2867,0.0
4213,1995,03,408,2867,14.23
4213,1995,04,333,2867,11.61
4213,1995,05,457,2867,15.94
4213,1995,06,129,2867,4.5
4213,1995,07,149,2867,5.2
4213,1995,08,0,2867,0.0
4213,1995,55,0,2867,0.0
4213,1999,01,588,2887,20.37
4213,1999,02,248,2887,8.59
4213,1999,03,421,2887,14.58
4213,1999,04,431,2887,14.93
4213,1999,05,375,2887,12.99
4213,1999,06,206,2887,7.14
4213,1999,07,112,2887,3.88
4213,1999,08,0,2887,0.0
4213,1999,55,0,2887,0.0
4213,2003,01,553,2687,20.58
4213,2003,02,216,2687,8.04
4213,2003,03,261,2687,9.71
4213,2003,04,277,2687,10.31
4213,2003,05,250,2687,9.3
4213,2003,06,265,2687,9.86
4213,2003,07,60,2687,2.23
4213,2003,08,0,2687,0.0
4213,2003,55,0,2687,0.0
4213,2007,01,476,2796,17.02
4213,2007,02,0,2796,0.0
4213,2007,03,562,2796,20.1
4213,2007,04,248,2796,8.87
4213,2007,05,415,2796,14.84
4213,2007,06,163,2796,5.83
4213,2007,07,144,2796,5.15
4213,2007,08,0,2796,0.0
4213,2007,55,0,2796,0.0
4213,2011,01,748,3040,24.61
4213,2011,02,145,3040,4.77
4213,2011,03,468,3040,15.39
4213,2011,04,277,3040,9.11
4213,2011,05,322,3040,10.59
4213,2011,06,0,3040,0.0
4213,2011,07,160,3040,5.26
4213,2011,08,0,3040,0.0
4213,2011,55,0,3040,0.0
4213,2015,01,648,2961,21.88
4213,2015,02,114,2961,3.85
4213,2015,03,396,2961,13.37
4213,2015,04,167,2961,5.64
4213,2015,05,441,2961,14.89
4213,2015,06,0,2961,0.0
4213,2015,07,232,2961,7.84
4213,2015,08,139,2961,4.69
4213,2015,55,0,2961,0.0
4213,2019,01,658,3260,20.18
4213,2019,02,144,3260,4.42
4213,2019,03,725,3260,22.24
4213,2019,04,146,3260,4.48
4213,2019,05,627,3260,19.23
4213,2019,06,0,3260,0.0
4213,2019,07,306,3260,9.39
4213,2019,08,73,3260,2.24
4213,2019,55,30,3260,0.92
4213,2023,01,617,3075,20.07
4213,2023,02,220,3075,7.15
4213,2023,03,992,3075,32.26
4213,2023,04,176,3075,5.72
4213,2023,05,369,3075,12.0
4213,2023,06,231,3075,7.51
4213,2023,07,138,3075,4.49
4213,2023,08,0,3075,0.0
4213,2023,55,86,3075,2.8
4214,1987,01,938,1968,47.66
4214,1987,02,0,1968,0.0
4214,1987,03,205,1968,10.42
4214,1987,04,272,1968,13.82
4214,1987,05,390,1968,19.82
4214,1987,06,0,1968,0.0
4214,1987,07,163,1968,8.28
4214,1987,08,0,1968,0.0
4214,1987,55,0,1968,0.0
4214,1991,01,764,2035,37.54
4214,1991,02,104,2035,5.11
4214,1991,03,143,2035,7.03
4214,1991,04,280,2035,13.76
4214,1991,05,481,2035,23.64
4214,1991,06,142,2035,6.98
4214,1991,07,121,2035,5.95
4214,1991,08,0,2035,0.0
4214,1991,55,0,2035,0.0
4214,1995,01,665,1897,35.06
4214,1995,02,151,1897,7.96
4214,1995,03,138,1897,7.27
4214,1995,04,268,1897,14.13
4214,1995,05,447,1897,23.56
4214,1995,06,111,1897,5.85
4214,1995,07,117,1897,6.17
4214,1995,08,0,1897,0.0
4214,1995,55,0,1897,0.0
4214,1999,01,671,1924,34.88
4214,1999,02,280,1924,14.55
4214,1999,03,118,1924,6.13
4214,1999,04,412,1924,21.41
4214,1999,05,225,1924,11.69
4214,1999,06,91,1924,4.73
4214,1999,07,127,1924,6.6
4214,1999,08,0,1924,0.0
4214,1999,55,0,1924,0.0
4214,2003,01,435,1922,22.63
4214,2003,02,358,1922,18.63
4214,2003,03,90,1922,4.68
