kom2024,navn,aar,parti,stemmer,total_stemmer,prosent
1828,Nesna,2001,05,125,843,14.83
1828,Nesna,2001,06,184,843,21.83
1828,Nesna,2001,07,29,843,3.44
1828,Nesna,2005,01,272,918,29.63
1828,Nesna,2005,02,192,918,20.92
1828,Nesna,2005,03,68,918,7.41
1828,Nesna,2005,04,37,918,4.03
1828,Nesna,2005,05,155,918,16.88
1828,Nesna,2005,06,158,918,17.21
1828,Nesna,2005,07,35,918,3.81
1828,Nesna,2005,08,1,918,0.11
1828,Nesna,2009,01,323,939,34.4
1828,Nesna,2009,02,200,939,21.3
1828,Nesna,2009,03,81,939,8.63
1828,Nesna,2009,04,35,939,3.73
1828,Nesna,2009,05,145,939,15.44
1828,Nesna,2009,06,101,939,10.76
1828,Nesna,2009,07,38,939,4.05
1828,Nesna,2009,08,2,939,0.21
1828,Nesna,2009,55,14,939,1.49
1828,Nesna,2013,01,282,972,29.01
1828,Nesna,2013,02,141,972,14.51
1828,Nesna,2013,03,188,972,19.34
1828,Nesna,2013,04,44,972,4.53
1828,Nesna,2013,05,124,972,12.76
1828,Nesna,2013,06,100,972,10.29
1828,Nesna,2013,07,40,972,4.12
1828,Nesna,2013,08,33,972,3.4
1828,Nesna,2013,55,20,972,2.06
1828,Nesna,2017,01,254,1001,25.37
1828,Nesna,2017,02,123,1001,12.29
1828,Nesna,2017,03,161,1001,16.08
1828,Nesna,2017,04,24,1001,2.4
1828,Nesna,2017,05,260,1001,25.97
1828,Nesna,2017,06,116,1001,11.59
1828,Nesna,2017,07,19,1001,1.9
1828,Nesna,2017,08,24,1001,2.4
1828,Nesna,2017,55,20,1001,2.0
1828,Nesna,2021,01,235,941,24.97
1828,Nesna,2021,02,76,941,8.08
1828,Nesna,2021,03,69,941,7.33
1828,Nesna,2021,04,19,941,2.02
1828,Nesna,2021,05,361,941,38.36
1828,Nesna,2021,06,86,941,9.14
1828,Nesna,2021,07,7,941,0.74
1828,Nesna,2021,08,17,941,1.81
1828,Nesna,2021,55,71,941,7.55
1828,Nesna,2025,01,293,896,32.7
1828,Nesna,2025,02,168,896,18.75
1828,Nesna,2025,03,53,896,5.92
1828,Nesna,2025,04,30,896,3.35
1828,Nesna,2025,05,160,896,17.86
1828,Nesna,2025,06,61,896,6.81
1828,Nesna,2025,07,14,896,1.56
1828,Nesna,2025,08,18,896,2.01
1828,Nesna,2025,55,99,896,11.05
1832,Hemnes,1989,01,2566,4313,59.49
1832,Hemnes,1989,02,231,4313,5.36
1832,Hemnes,1989,03,421,4313,9.76
1832,Hemnes,1989,04,163,4313,3.78
1832,Hemnes,1989,05,293,4313,6.79
1832,Hemnes,1989,06,568,4313,13.17
1832,Hemnes,1989,07,71,4313,1.65
1832,Hemnes,1993,01,1057,2856,37.01
1832,Hemnes,1993,02,90,2856,3.15
1832,Hemnes,1993,03,239,2856,8.37
1832,Hemnes,1993,04,133,2856,4.66
1832,Hemnes,1993,05,861,2856,30.15
1832,Hemnes,1993,06,405,2856,14.18
1832,Hemnes,1993,07,70,2856,2.45
1832,Hemnes,1993,08,1,2856,0.04
1832,Hemnes,1997,01,1060,2689,39.42
1832,Hemnes,1997,02,263,2689,9.78
1832,Hemnes,1997,03,207,2689,7.7
1832,Hemnes,1997,04,324,2689,12.05
1832,Hemnes,1997,05,525,2689,19.52
1832,Hemnes,1997,06,240,2689,8.93
1832,Hemnes,1997,07,69,2689,2.57
1832,Hemnes,1997,08,1,2689,0.04
1832,Hemnes,2001,01,720,2327,30.94
1832,Hemnes,2001,02,312,2327,13.41
1832,Hemnes,2001,03,254,2327,10.92
1832,Hemnes,2001,04,276,2327,11.86
1832,Hemnes,2001,05,325,2327,13.97
1832,Hemnes,2001,06,404,2327,17.36
1832,Hemnes,2001,07,36,2327,1.55
1832,Hemnes,2005,01,1006,2542,39.58
1832,Hemnes,2005,02,557,2542,21.91
1832,Hemnes,2005,03,133,2542,5.23
1832,Hemnes,2005,04,95,2542,3.74
1832,Hemnes,2005,05,346,2542,13.61
1832,Hemnes,2005,06,337,2542,13.26
1832,Hemnes,2005,07,65,2542,2.56
1832,Hemnes,2005,08,3,2542,0.12
1832,Hemnes,2009,01,1069,2511,42.57
1832,Hemnes,2009,02,509,2511,20.27
1832,Hemnes,2009,03,171,2511,6.81
1832,Hemnes,2009,04,81,2511,3.23
1832,Hemnes,2009,05,388,2511,15.45
1832,Hemnes,2009,06,192,2511,7.65
1832,Hemnes,2009,07,59,2511,2.35
1832,Hemnes,2009,08,1,2511,0.04
1832,Hemnes,2009,55,41,2511,1.63
1832,Hemnes,2013,01,1026,2612,39.28
1832,Hemnes,2013,02,415,2612,15.89
1832,Hemnes,2013,03,439,2612,16.81
1832,Hemnes,2013,04,70,2612,2.68
1832,Hemnes,2013,05,350,2612,13.4
1832,Hemnes,2013,06,149,2612,5.7
1832,Hemnes,2013,07,73,2612,2.79
1832,Hemnes,2013,08,51,2612,1.95
1832,Hemnes,2013,55,39,2612,1.49
1832,Hemnes,2017,01,776,2624,29.57
1832,Hemnes,2017,02,349,2624,13.3
1832,Hemnes,2017,03,464,2624,17.68
1832,Hemnes,2017,04,53,2624,2.02
1832,Hemnes,2017,05,578,2624,22.03
1832,Hemnes,2017,06,192,2624,7.32
1832,Hemnes,2017,07,51,2624,1.94
1832,Hemnes,2017,08,65,2624,2.48
1832,Hemnes,2017,55,96,2624,3.66
1832,Hemnes,2021,01,790,2539,31.11
1832,Hemnes,2021,02,214,2539,8.43
1832,Hemnes,2021,03,321,2539,12.64
1832,Hemnes,2021,04,32,2539,1.26
1832,Hemnes,2021,05,738,2539,29.07
1832,Hemnes,2021,06,168,2539,6.62
1832,Hemnes,2021,07,38,2539,1.5
1832,Hemnes,2021,08,43,2539,1.69
1832,Hemnes,2021,55,195,2539,7.68
1832,Hemnes,2025,01,817,2487,32.85
1832,Hemnes,2025,02,588,2487,23.64
1832,Hemnes,2025,03,190,2487,7.64
1832,Hemnes,2025,04,45,2487,1.81
1832,Hemnes,2025,05,347,2487,13.95
1832,Hemnes,2025,06,130,2487,5.23
1832,Hemnes,2025,07,43,2487,1.73
1832,Hemnes,2025,08,82,2487,3.3
1832,Hemnes,2025,55,245,2487,9.85
1833,Rana - Raane,1989,01,13190,21116,62.46
1833,Rana - Raane,1989,02,914,21116,4.33
1833,Rana - Raane,1989,03,2054,21116,9.73
1833,Rana - Raane,1989,04,450,21116,2.13
1833,Rana - Raane,1989,05,405,21116,1.92
1833,Rana - Raane,1989,06,3874,21116,18.35
1833,Rana - Raane,1989,07,229,21116,1.08
1833,Rana - Raane,1993,01,6307,12783,49.34
1833,Rana - Raane,1993,02,494,12783,3.86
1833,Rana - Raane,1993,03,1178,12783,9.22
1833,Rana - Raane,1993,04,384,12783,3.0
1833,Rana - Raane,1993,05,1763,12783,13.79
1833,Rana - Raane,1993,06,2390,12783,18.7
1833,Rana - Raane,1993,07,259,12783,2.03
1833,Rana - Raane,1993,08,8,12783,0.06
1833,Rana - Raane,1997,01,6870,13462,51.03
1833,Rana - Raane,1997,02,1445,13462,10.73
1833,Rana - Raane,1997,03,1028,13462,7.64
1833,Rana - Raane,1997,04,1190,13462,8.84
1833,Rana - Raane,1997,05,822,13462,6.11
1833,Rana - Raane,1997,06,1721,13462,12.78
1833,Rana - Raane,1997,07,372,13462,2.76
1833,Rana - Raane,1997,08,14,13462,0.1
1833,Rana - Raane,2001,01,4462,12609,35.39
1833,Rana - Raane,2001,02,1636,12609,12.97
1833,Rana - Raane,2001,03,1688,12609,13.39
1833,Rana - Raane,2001,04,1033,12609,8.19
1833,Rana - Raane,2001,05,606,12609,4.81
1833,Rana - Raane,2001,06,2901,12609,23.01
1833,Rana - Raane,2001,07,283,12609,2.24
1833,Rana - Raane,2005,01,6824,14261,47.85
1833,Rana - Raane,2005,02,3007,14261,21.09
1833,Rana - Raane,2005,03,756,14261,5.3
1833,Rana - Raane,2005,04,391,14261,2.74
1833,Rana - Raane,2005,05,686,14261,4.81
1833,Rana - Raane,2005,06,2259,14261,15.84
1833,Rana - Raane,2005,07,328,14261,2.3
1833,Rana - Raane,2005,08,10,14261,0.07
1833,Rana - Raane,2009,01,7027,14028,50.09
1833,Rana - Raane,2009,02,2908,14028,20.73
1833,Rana - Raane,2009,03,1198,14028,8.54
1833,Rana - Raane,2009,04,329,14028,2.35
1833,Rana - Raane,2009,05,634,14028,4.52
1833,Rana - Raane,2009,06,1392,14028,9.92
1833,Rana - Raane,2009,07,276,14028,1.97
1833,Rana - Raane,2009,08,28,14028,0.2
1833,Rana - Raane,2009,55,236,14028,1.68
1833,Rana - Raane,2013,01,6772,14405,47.01
1833,Rana - Raane,2013,02,2307,14405,16.02
1833,Rana - Raane,2013,03,2676,14405,18.58
1833,Rana - Raane,2013,04,335,14405,2.33
1833,Rana - Raane,2013,05,563,14405,3.91
1833,Rana - Raane,2013,06,881,14405,6.12
1833,Rana - Raane,2013,07,388,14405,2.69
1833,Rana - Raane,2013,08,257,14405,1.78
1833,Rana - Raane,2013,55,226,14405,1.57
1833,Rana - Raane,2017,01,4846,14554,33.3
1833,Rana - Raane,2017,02,2256,14554,15.5
1833,Rana - Raane,2017,03,3062,14554,21.04
1833,Rana - Raane,2017,04,253,14554,1.74
1833,Rana - Raane,2017,05,1883,14554,12.94
1833,Rana - Raane,2017,06,1117,14554,7.67
1833,Rana - Raane,2017,07,303,14554,2.08
1833,Rana - Raane,2017,08,305,14554,2.1
1833,Rana - Raane,2017,55,529,14554,3.63
1833,Rana - Raane,2021,01,5842,14227,41.06
1833,Rana - Raane,2021,02,906,14227,6.37
1833,Rana - Raane,2021,03,2732,14227,19.2
1833,Rana - Raane,2021,04,176,14227,1.24
1833,Rana - Raane,2021,05,2020,14227,14.2
1833,Rana - Raane,2021,06,1005,14227,7.06
1833,Rana - Raane,2021,07,354,14227,2.49
1833,Rana - Raane,2021,08,292,14227,2.05
1833,Rana - Raane,2021,55,900,14227,6.33
1833,Rana - Raane,2025,01,5611,14478,38.76
1833,Rana - Raane,2025,02,3230,14478,22.31
1833,Rana - Raane,2025,03,1812,14478,12.52
1833,Rana - Raane,2025,04,249,14478,1.72
1833,Rana - Raane,2025,05,997,14478,6.89
1833,Rana - Raane,2025,06,740,14478,5.11
1833,Rana - Raane,2025,07,250,14478,1.73
1833,Rana - Raane,2025,08,344,14478,2.38
1833,Rana - Raane,2025,55,1245,14478,8.6
1834,Lurøy,1989,01,946,1791,52.82
1834,Lurøy,1989,02,124,1791,6.92
1834,Lurøy,1989,03,190,1791,10.61
1834,Lurøy,1989,04,133,1791,7.43
1834,Lurøy,1989,05,182,1791,10.16
1834,Lurøy,1989,06,168,1791,9.38
1834,Lurøy,1989,07,48,1791,2.68
1834,Lurøy,1993,01,335,1197,27.99
1834,Lurøy,1993,02,30,1197,2.51
1834,Lurøy,1993,03,111,1197,9.27
1834,Lurøy,1993,04,101,1197,8.44
1834,Lurøy,1993,05,439,1197,36.68
1834,Lurøy,1993,06,131,1197,10.94
1834,Lurøy,1993,07,48,1197,4.01
1834,Lurøy,1993,08,2,1197,0.17
1834,Lurøy,1997,01,346,1058,32.7
1834,Lurøy,1997,02,106,1058,10.02
1834,Lurøy,1997,03,80,1058,7.56
1834,Lurøy,1997,04,194,1058,18.34
1834,Lurøy,1997,05,208,1058,19.66
1834,Lurøy,1997,06,80,1058,7.56
1834,Lurøy,1997,07,44,1058,4.16
1834,Lurøy,2001,01,213,816,26.1
1834,Lurøy,2001,02,78,816,9.56
1834,Lurøy,2001,03,104,816,12.75
1834,Lurøy,2001,04,156,816,19.12
1834,Lurøy,2001,05,137,816,16.79
1834,Lurøy,2001,06,104,816,12.75
1834,Lurøy,2001,07,24,816,2.94
1834,Lurøy,2005,01,335,971,34.5
1834,Lurøy,2005,02,189,971,19.46
1834,Lurøy,2005,03,69,971,7.11
1834,Lurøy,2005,04,78,971,8.03
1834,Lurøy,2005,05,179,971,18.43
1834,Lurøy,2005,06,79,971,8.14
1834,Lurøy,2005,07,42,971,4.33
1834,Lurøy,2009,01,360,943,38.18
1834,Lurøy,2009,02,188,943,19.94
1834,Lurøy,2009,03,90,943,9.54
1834,Lurøy,2009,04,66,943,7.0
1834,Lurøy,2009,05,159,943,16.86
1834,Lurøy,2009,06,49,943,5.2
1834,Lurøy,2009,07,20,943,2.12
1834,Lurøy,2009,55,11,943,1.17
1834,Lurøy,2013,01,352,1098,32.06
1834,Lurøy,2013,02,217,1098,19.76
1834,Lurøy,2013,03,225,1098,20.49
1834,Lurøy,2013,04,66,1098,6.01
1834,Lurøy,2013,05,137,1098,12.48
1834,Lurøy,2013,06,42,1098,3.83
1834,Lurøy,2013,07,37,1098,3.37
1834,Lurøy,2013,08,17,1098,1.55
1834,Lurøy,2013,55,5,1098,0.46
1834,Lurøy,2017,01,263,1065,24.69
1834,Lurøy,2017,02,208,1065,19.53
1834,Lurøy,2017,03,165,1065,15.49
1834,Lurøy,2017,04,38,1065,3.57
1834,Lurøy,2017,05,272,1065,25.54
1834,Lurøy,2017,06,49,1065,4.6
1834,Lurøy,2017,07,27,1065,2.54
1834,Lurøy,2017,08,26,1065,2.44
1834,Lurøy,2017,55,17,1065,1.6
1834,Lurøy,2021,01,267,1053,25.36
1834,Lurøy,2021,02,153,1053,14.53
1834,Lurøy,2021,03,159,1053,15.1
1834,Lurøy,2021,04,23,1053,2.18
1834,Lurøy,2021,05,314,1053,29.82
1834,Lurøy,2021,06,49,1053,4.65
1834,Lurøy,2021,07,14,1053,1.33
1834,Lurøy,2021,08,15,1053,1.42
1834,Lurøy,2021,55,59,1053,5.6
1834,Lurøy,2025,01,316,1025,30.83
1834,Lurøy,2025,02,249,1025,24.29
1834,Lurøy,2025,03,148,1025,14.44
1834,Lurøy,2025,04,37,1025,3.61
1834,Lurøy,2025,05,114,1025,11.12
1834,Lurøy,2025,06,38,1025,3.71
1834,Lurøy,2025,07,16,1025,1.56
1834,Lurøy,2025,08,26,1025,2.54
1834,Lurøy,2025,55,81,1025,7.9
1835,Træna,1989,01,144,370,38.92
1835,Træna,1989,02,23,370,6.22
1835,Træna,1989,03,54,370,14.59
1835,Træna,1989,04,61,370,16.49
1835,Træna,1989,05,47,370,12.7
1835,Træna,1989,06,35,370,9.46
1835,Træna,1989,07,6,370,1.62
1835,Træna,1993,01,53,280,18.93
1835,Træna,1993,02,4,280,1.43
1835,Træna,1993,03,32,280,11.43
1835,Træna,1993,04,40,280,14.29
1835,Træna,1993,05,127,280,45.36
1835,Træna,1993,06,17,280,6.07
1835,Træna,1993,07,7,280,2.5
1835,Træna,1997,01,51,182,28.02
1835,Træna,1997,02,10,182,5.49
1835,Træna,1997,03,19,182,10.44
1835,Træna,1997,04,45,182,24.73
1835,Træna,1997,05,39,182,21.43
1835,Træna,1997,06,8,182,4.4
1835,Træna,1997,07,10,182,5.49
1835,Træna,2001,01,34,139,24.46
1835,Træna,2001,02,11,139,7.91
1835,Træna,2001,03,16,139,11.51
1835,Træna,2001,04,37,139,26.62
1835,Træna,2001,05,26,139,18.71
1835,Træna,2001,06,13,139,9.35
1835,Træna,2001,07,2,139,1.44
1835,Træna,2005,01,52,174,29.89
1835,Træna,2005,02,35,174,20.11
1835,Træna,2005,03,6,174,3.45
1835,Træna,2005,04,20,174,11.49
1835,Træna,2005,05,47,174,27.01
1835,Træna,2005,06,13,174,7.47
1835,Træna,2005,07,1,174,0.57
1835,Træna,2009,01,69,209,33.01
1835,Træna,2009,02,45,209,21.53
1835,Træna,2009,03,14,209,6.7
1835,Træna,2009,04,22,209,10.53
1835,Træna,2009,05,43,209,20.57
1835,Træna,2009,06,9,209,4.31
1835,Træna,2009,07,4,209,1.91
1835,Træna,2009,08,1,209,0.48
1835,Træna,2009,55,2,209,0.96
1835,Træna,2013,01,67,221,30.32
1835,Træna,2013,02,35,221,15.84
1835,Træna,2013,03,28,221,12.67
1835,Træna,2013,04,26,221,11.76
1835,Træna,2013,05,42,221,19.0
1835,Træna,2013,06,13,221,5.88
1835,Træna,2013,07,5,221,2.26
1835,Træna,2013,08,3,221,1.36
1835,Træna,2013,55,2,221,0.9
1835,Træna,2017,01,48,207,23.19
1835,Træna,2017,02,34,207,16.43
1835,Træna,2017,03,16,207,7.73
1835,Træna,2017,04,21,207,10.14
1835,Træna,2017,05,63,207,30.43
1835,Træna,2017,06,17,207,8.21
1835,Træna,2017,07,4,207,1.93
1835,Træna,2017,08,1,207,0.48
1835,Træna,2017,55,3,207,1.45
1835,Træna,2021,01,45,217,20.74
1835,Træna,2021,02,34,217,15.67
1835,Træna,2021,03,14,217,6.45
1835,Træna,2021,04,9,217,4.15
1835,Træna,2021,05,92,217,42.4
1835,Træna,2021,06,11,217,5.07
1835,Træna,2021,07,1,217,0.46
1835,Træna,2021,08,3,217,1.38
1835,Træna,2021,55,8,217,3.69
1835,Træna,2025,01,55,206,26.7
1835,Træna,2025,02,60,206,29.13
1835,Træna,2025,03,5,206,2.43
1835,Træna,2025,04,5,206,2.43
1835,Træna,2025,05,57,206,27.67
1835,Træna,2025,06,5,206,2.43
1835,Træna,2025,07,3,206,1.46
1835,Træna,2025,08,2,206,0.97
1835,Træna,2025,55,14,206,6.8
1836,Rødøy,1989,01,680,1303,52.19
1836,Rødøy,1989,02,91,1303,6.98
1836,Rødøy,1989,03,146,1303,11.2
1836,Rødøy,1989,04,169,1303,12.97
1836,Rødøy,1989,05,107,1303,8.21
1836,Rødøy,1989,06,85,1303,6.52
1836,Rødøy,1989,07,25,1303,1.92
1836,Rødøy,1993,01,205,926,22.14
1836,Rødøy,1993,02,31,926,3.35
1836,Rødøy,1993,03,66,926,7.13
1836,Rødøy,1993,04,122,926,13.17
1836,Rødøy,1993,05,395,926,42.66
1836,Rødøy,1993,06,80,926,8.64
1836,Rødøy,1993,07,26,926,2.81
1836,Rødøy,1993,08,1,926,0.11
1836,Rødøy,1997,01,199,756,26.32
1836,Rødøy,1997,02,61,756,8.07
1836,Rødøy,1997,03,38,756,5.03
1836,Rødøy,1997,04,250,756,33.07
1836,Rødøy,1997,05,150,756,19.84
1836,Rødøy,1997,06,35,756,4.63
1836,Rødøy,1997,07,23,756,3.04
1836,Rødøy,2001,01,88,539,16.33
1836,Rødøy,2001,02,57,539,10.58
1836,Rødøy,2001,03,39,539,7.24
1836,Rødøy,2001,04,189,539,35.06
1836,Rødøy,2001,05,93,539,17.25
1836,Rødøy,2001,06,60,539,11.13
1836,Rødøy,2001,07,13,539,2.41
1836,Rødøy,2005,01,174,701,24.82
1836,Rødøy,2005,02,154,701,21.97
1836,Rødøy,2005,03,29,701,4.14
1836,Rødøy,2005,04,96,701,13.69
1836,Rødøy,2005,05,178,701,25.39
1836,Rødøy,2005,06,48,701,6.85
1836,Rødøy,2005,07,22,701,3.14
1836,Rødøy,2009,01,177,670,26.42
1836,Rødøy,2009,02,188,670,28.06
1836,Rødøy,2009,03,43,670,6.42
1836,Rødøy,2009,04,79,670,11.79
1836,Rødøy,2009,05,135,670,20.15
1836,Rødøy,2009,06,34,670,5.07
1836,Rødøy,2009,07,6,670,0.9
1836,Rødøy,2009,55,8,670,1.19
1836,Rødøy,2013,01,196,684,28.65
1836,Rødøy,2013,02,134,684,19.59
1836,Rødøy,2013,03,104,684,15.2
1836,Rødøy,2013,04,80,684,11.7
1836,Rødøy,2013,05,137,684,20.03
1836,Rødøy,2013,06,18,684,2.63
1836,Rødøy,2013,07,1,684,0.15
1836,Rødøy,2013,08,6,684,0.88
1836,Rødøy,2013,55,8,684,1.17
1836,Rødøy,2017,01,124,677,18.32
1836,Rødøy,2017,02,122,677,18.02
1836,Rødøy,2017,03,105,677,15.51
1836,Rødøy,2017,04,40,677,5.91
1836,Rødøy,2017,05,230,677,33.97
1836,Rødøy,2017,06,29,677,4.28
1836,Rødøy,2017,07,6,677,0.89
1836,Rødøy,2017,08,10,677,1.48
1836,Rødøy,2017,55,11,677,1.62
1836,Rødøy,2021,01,138,679,20.32
1836,Rødøy,2021,02,84,679,12.37
1836,Rødøy,2021,03,67,679,9.87
1836,Rødøy,2021,04,37,679,5.45
1836,Rødøy,2021,05,278,679,40.94
1836,Rødøy,2021,06,26,679,3.83
1836,Rødøy,2021,07,8,679,1.18
1836,Rødøy,2021,08,9,679,1.33
1836,Rødøy,2021,55,32,679,4.71
1836,Rødøy,2025,01,194,666,29.13
1836,Rødøy,2025,02,164,666,24.62
1836,Rødøy,2025,03,53,666,7.96
1836,Rødøy,2025,04,42,666,6.31
1836,Rødøy,2025,05,128,666,19.22
1836,Rødøy,2025,06,42,666,6.31
1836,Rødøy,2025,07,4,666,0.6
1836,Rødøy,2025,08,6,666,0.9
1836,Rødøy,2025,55,33,666,4.95
1837,Meløy,1989,01,3086,5578,55.32
1837,Meløy,1989,02,426,5578,7.64
1837,Meløy,1989,03,768,5578,13.77
1837,Meløy,1989,04,463,5578,8.3
1837,Meløy,1989,05,204,5578,3.66
1837,Meløy,1989,06,513,5578,9.2
1837,Meløy,1989,07,118,5578,2.12
1837,Meløy,1993,01,1269,3721,34.1
1837,Meløy,1993,02,83,3721,2.23
1837,Meløy,1993,03,434,3721,11.66
1837,Meløy,1993,04,391,3721,10.51
1837,Meløy,1993,05,993,3721,26.69
1837,Meløy,1993,06,416,3721,11.18
1837,Meløy,1993,07,132,3721,3.55
1837,Meløy,1993,08,3,3721,0.08
1837,Meløy,1997,01,1337,3534,37.83
1837,Meløy,1997,02,371,3534,10.5
1837,Meløy,1997,03,376,3534,10.64
1837,Meløy,1997,04,711,3534,20.12
1837,Meløy,1997,05,387,3534,10.95
1837,Meløy,1997,06,223,3534,6.31
1837,Meløy,1997,07,124,3534,3.51
1837,Meløy,1997,08,5,3534,0.14
1837,Meløy,2001,01,836,3062,27.3
1837,Meløy,2001,02,439,3062,14.34
1837,Meløy,2001,03,469,3062,15.32
1837,Meløy,2001,04,580,3062,18.94
1837,Meløy,2001,05,239,3062,7.81
1837,Meløy,2001,06,414,3062,13.52
1837,Meløy,2001,07,85,3062,2.78
1837,Meløy,2005,01,1278,3554,35.96
1837,Meløy,2005,02,849,3554,23.89
1837,Meløy,2005,03,322,3554,9.06
1837,Meløy,2005,04,379,3554,10.66
1837,Meløy,2005,05,284,3554,7.99
1837,Meløy,2005,06,305,3554,8.58
1837,Meløy,2005,07,132,3554,3.71
1837,Meløy,2005,08,5,3554,0.14
1837,Meløy,2009,01,1270,3420,37.13
1837,Meløy,2009,02,910,3420,26.61
1837,Meløy,2009,03,446,3420,13.04
1837,Meløy,2009,04,278,3420,8.13
1837,Meløy,2009,05,230,3420,6.73
1837,Meløy,2009,06,178,3420,5.2
1837,Meløy,2009,07,80,3420,2.34
1837,Meløy,2009,08,6,3420,0.18
1837,Meløy,2009,55,22,3420,0.64
1837,Meløy,2013,01,1062,3383,31.39
1837,Meløy,2013,02,780,3383,23.06
1837,Meløy,2013,03,751,3383,22.2
1837,Meløy,2013,04,258,3383,7.63
1837,Meløy,2013,05,213,3383,6.3
1837,Meløy,2013,06,131,3383,3.87
1837,Meløy,2013,07,113,3383,3.34
1837,Meløy,2013,08,48,3383,1.42
1837,Meløy,2013,55,27,3383,0.8
1837,Meløy,2017,01,841,3305,25.45
1837,Meløy,2017,02,673,3305,20.36
1837,Meløy,2017,03,675,3305,20.42
1837,Meløy,2017,04,180,3305,5.45
1837,Meløy,2017,05,617,3305,18.67
1837,Meløy,2017,06,163,3305,4.93
1837,Meløy,2017,07,76,3305,2.3
1837,Meløy,2017,08,42,3305,1.27
1837,Meløy,2017,55,38,3305,1.15
1837,Meløy,2021,01,874,3216,27.18
1837,Meløy,2021,02,525,3216,16.32
1837,Meløy,2021,03,508,3216,15.8
1837,Meløy,2021,04,173,3216,5.38
1837,Meløy,2021,05,760,3216,23.63
1837,Meløy,2021,06,170,3216,5.29
1837,Meløy,2021,07,65,3216,2.02
1837,Meløy,2021,08,40,3216,1.24
1837,Meløy,2021,55,101,3216,3.14
1837,Meløy,2025,01,870,3090,28.16
1837,Meløy,2025,02,1018,3090,32.94
1837,Meløy,2025,03,331,3090,10.71
1837,Meløy,2025,04,165,3090,5.34
1837,Meløy,2025,05,313,3090,10.13
1837,Meløy,2025,06,160,3090,5.18
1837,Meløy,2025,07,49,3090,1.59
1837,Meløy,2025,08,42,3090,1.36
1837,Meløy,2025,55,142,3090,4.6
1838,Gildeskål,1989,01,1262,2177,57.97
1838,Gildeskål,1989,02,141,2177,6.48
1838,Gildeskål,1989,03,314,2177,14.42
1838,Gildeskål,1989,04,174,2177,7.99
1838,Gildeskål,1989,05,99,2177,4.55
1838,Gildeskål,1989,06,146,2177,6.71
1838,Gildeskål,1989,07,41,2177,1.88
1838,Gildeskål,1993,01,459,1428,32.14
1838,Gildeskål,1993,02,53,1428,3.71
1838,Gildeskål,1993,03,168,1428,11.76
1838,Gildeskål,1993,04,140,1428,9.8
1838,Gildeskål,1993,05,420,1428,29.41
1838,Gildeskål,1993,06,104,1428,7.28
1838,Gildeskål,1993,07,84,1428,5.88
1838,Gildeskål,1997,01,484,1311,36.92
1838,Gildeskål,1997,02,154,1311,11.75
1838,Gildeskål,1997,03,130,1311,9.92
1838,Gildeskål,1997,04,231,1311,17.62
1838,Gildeskål,1997,05,183,1311,13.96
1838,Gildeskål,1997,06,70,1311,5.34
1838,Gildeskål,1997,07,58,1311,4.42
1838,Gildeskål,1997,08,1,1311,0.08
1838,Gildeskål,2001,01,302,1131,26.7
1838,Gildeskål,2001,02,183,1131,16.18
1838,Gildeskål,2001,03,163,1131,14.41
1838,Gildeskål,2001,04,181,1131,16.0
1838,Gildeskål,2001,05,126,1131,11.14
1838,Gildeskål,2001,06,125,1131,11.05
1838,Gildeskål,2001,07,51,1131,4.51
1838,Gildeskål,2005,01,434,1177,36.87
1838,Gildeskål,2005,02,272,1177,23.11
1838,Gildeskål,2005,03,77,1177,6.54
1838,Gildeskål,2005,04,97,1177,8.24
1838,Gildeskål,2005,05,135,1177,11.47
1838,Gildeskål,2005,06,123,1177,10.45
1838,Gildeskål,2005,07,38,1177,3.23
1838,Gildeskål,2005,08,1,1177,0.08
1838,Gildeskål,2009,01,414,1170,35.38
1838,Gildeskål,2009,02,318,1170,27.18
1838,Gildeskål,2009,03,115,1170,9.83
1838,Gildeskål,2009,04,68,1170,5.81
1838,Gildeskål,2009,05,113,1170,9.66
1838,Gildeskål,2009,06,86,1170,7.35
1838,Gildeskål,2009,07,36,1170,3.08
1838,Gildeskål,2009,08,3,1170,0.26
1838,Gildeskål,2009,55,17,1170,1.45
1838,Gildeskål,2013,01,365,1121,32.56
1838,Gildeskål,2013,02,248,1121,22.12
1838,Gildeskål,2013,03,202,1121,18.02
1838,Gildeskål,2013,04,66,1121,5.89
1838,Gildeskål,2013,05,104,1121,9.28
1838,Gildeskål,2013,06,50,1121,4.46
1838,Gildeskål,2013,07,40,1121,3.57
1838,Gildeskål,2013,08,34,1121,3.03
1838,Gildeskål,2013,55,12,1121,1.07
1838,Gildeskål,2017,01,265,1074,24.67
1838,Gildeskål,2017,02,209,1074,19.46
1838,Gildeskål,2017,03,204,1074,18.99
1838,Gildeskål,2017,04,44,1074,4.1
1838,Gildeskål,2017,05,222,1074,20.67
1838,Gildeskål,2017,06,57,1074,5.31
1838,Gildeskål,2017,07,20,1074,1.86
1838,Gildeskål,2017,08,28,1074,2.61
1838,Gildeskål,2017,55,25,1074,2.33
1838,Gildeskål,2021,01,283,1076,26.3
1838,Gildeskål,2021,02,152,1076,14.13
1838,Gildeskål,2021,03,187,1076,17.38
1838,Gildeskål,2021,04,39,1076,3.62
1838,Gildeskål,2021,05,257,1076,23.88
1838,Gildeskål,2021,06,51,1076,4.74
1838,Gildeskål,2021,07,16,1076,1.49
1838,Gildeskål,2021,08,27,1076,2.51
