kom2024,navn,aar,parti,stemmer,total_stemmer,prosent
3411,Ringsaker,2017,05,3537,18266,19.36
3411,Ringsaker,2017,06,874,18266,4.78
3411,Ringsaker,2017,07,441,18266,2.41
3411,Ringsaker,2017,08,381,18266,2.09
3411,Ringsaker,2017,55,213,18266,1.17
3411,Ringsaker,2021,01,6888,18431,37.37
3411,Ringsaker,2021,02,1777,18431,9.64
3411,Ringsaker,2021,03,2245,18431,12.18
3411,Ringsaker,2021,04,291,18431,1.58
3411,Ringsaker,2021,05,4641,18431,25.18
3411,Ringsaker,2021,06,1154,18431,6.26
3411,Ringsaker,2021,07,437,18431,2.37
3411,Ringsaker,2021,08,405,18431,2.2
3411,Ringsaker,2021,55,593,18431,3.22
3411,Ringsaker,2025,01,7575,19157,39.54
3411,Ringsaker,2025,02,4495,19157,23.46
3411,Ringsaker,2025,03,1875,19157,9.79
3411,Ringsaker,2025,04,426,19157,2.22
3411,Ringsaker,2025,05,2285,19157,11.93
3411,Ringsaker,2025,06,769,19157,4.01
3411,Ringsaker,2025,07,380,19157,1.98
3411,Ringsaker,2025,08,543,19157,2.83
3411,Ringsaker,2025,55,809,19157,4.22
3412,Løten,1989,01,5412,7244,74.71
3412,Løten,1989,02,300,7244,4.14
3412,Løten,1989,03,426,7244,5.88
3412,Løten,1989,04,98,7244,1.35
3412,Løten,1989,05,444,7244,6.13
3412,Løten,1989,06,526,7244,7.26
3412,Løten,1989,07,29,7244,0.4
3412,Løten,1989,08,9,7244,0.12
3412,Løten,1993,01,2222,4089,54.34
3412,Løten,1993,02,150,4089,3.67
3412,Løten,1993,03,265,4089,6.48
3412,Løten,1993,04,73,4089,1.79
3412,Løten,1993,05,858,4089,20.98
3412,Løten,1993,06,451,4089,11.03
3412,Løten,1993,07,70,4089,1.71
3412,Løten,1997,01,2288,4190,54.61
3412,Løten,1997,02,445,4190,10.62
3412,Løten,1997,03,253,4190,6.04
3412,Løten,1997,04,307,4190,7.33
3412,Løten,1997,05,510,4190,12.17
3412,Løten,1997,06,305,4190,7.28
3412,Løten,1997,07,80,4190,1.91
3412,Løten,1997,08,2,4190,0.05
3412,Løten,2001,01,1720,3835,44.85
3412,Løten,2001,02,449,3835,11.71
3412,Løten,2001,03,409,3835,10.66
3412,Løten,2001,04,281,3835,7.33
3412,Løten,2001,05,377,3835,9.83
3412,Løten,2001,06,536,3835,13.98
3412,Løten,2001,07,58,3835,1.51
3412,Løten,2001,08,5,3835,0.13
3412,Løten,2005,01,2135,4119,51.83
3412,Løten,2005,02,669,4119,16.24
3412,Løten,2005,03,256,4119,6.22
3412,Løten,2005,04,135,4119,3.28
3412,Løten,2005,05,467,4119,11.34
3412,Løten,2005,06,367,4119,8.91
3412,Løten,2005,07,90,4119,2.18
3412,Løten,2009,01,2130,4045,52.66
3412,Løten,2009,02,716,4045,17.7
3412,Løten,2009,03,330,4045,8.16
3412,Løten,2009,04,87,4045,2.15
3412,Løten,2009,05,451,4045,11.15
3412,Løten,2009,06,241,4045,5.96
3412,Løten,2009,07,68,4045,1.68
3412,Løten,2009,08,7,4045,0.17
3412,Løten,2009,55,15,4045,0.37
3412,Løten,2013,01,2122,4353,48.75
3412,Løten,2013,02,627,4353,14.4
3412,Løten,2013,03,619,4353,14.22
3412,Løten,2013,04,117,4353,2.69
3412,Løten,2013,05,514,4353,11.81
3412,Løten,2013,06,153,4353,3.51
3412,Løten,2013,07,102,4353,2.34
3412,Løten,2013,08,72,4353,1.65
3412,Løten,2013,55,27,4353,0.62
3412,Løten,2017,01,1688,4390,38.45
3412,Løten,2017,02,513,4390,11.69
3412,Løten,2017,03,524,4390,11.94
3412,Løten,2017,04,78,4390,1.78
3412,Løten,2017,05,1199,4390,27.31
3412,Løten,2017,06,188,4390,4.28
3412,Løten,2017,07,65,4390,1.48
3412,Løten,2017,08,81,4390,1.85
3412,Løten,2017,55,54,4390,1.23
3412,Løten,2021,01,1556,4368,35.62
3412,Løten,2021,02,353,4368,8.08
3412,Løten,2021,03,309,4368,7.07
3412,Løten,2021,04,99,4368,2.27
3412,Løten,2021,05,1546,4368,35.39
3412,Løten,2021,06,209,4368,4.78
3412,Løten,2021,07,64,4368,1.47
3412,Løten,2021,08,95,4368,2.17
3412,Løten,2021,55,137,4368,3.14
3412,Løten,2025,01,1704,4366,39.03
3412,Løten,2025,02,1014,4366,23.22
3412,Løten,2025,03,252,4366,5.77
3412,Løten,2025,04,125,4366,2.86
3412,Løten,2025,05,705,4366,16.15
3412,Løten,2025,06,170,4366,3.89
3412,Løten,2025,07,46,4366,1.05
3412,Løten,2025,08,132,4366,3.02
3412,Løten,2025,55,218,4366,4.99
3413,Stange,1989,01,13250,18121,73.12
3413,Stange,1989,02,758,18121,4.18
3413,Stange,1989,03,1129,18121,6.23
3413,Stange,1989,04,427,18121,2.36
3413,Stange,1989,05,923,18121,5.09
3413,Stange,1989,06,1451,18121,8.01
3413,Stange,1989,07,142,18121,0.78
3413,Stange,1989,08,41,18121,0.23
3413,Stange,1993,01,5822,10388,56.05
3413,Stange,1993,02,313,10388,3.01
3413,Stange,1993,03,653,10388,6.29
3413,Stange,1993,04,378,10388,3.64
3413,Stange,1993,05,1881,10388,18.11
3413,Stange,1993,06,1155,10388,11.12
3413,Stange,1993,07,186,10388,1.79
3413,Stange,1997,01,5607,10564,53.08
3413,Stange,1997,02,1044,10564,9.88
3413,Stange,1997,03,640,10564,6.06
3413,Stange,1997,04,1027,10564,9.72
3413,Stange,1997,05,1098,10564,10.39
3413,Stange,1997,06,866,10564,8.2
3413,Stange,1997,07,264,10564,2.5
3413,Stange,1997,08,18,10564,0.17
3413,Stange,2001,01,4184,9553,43.8
3413,Stange,2001,02,994,9553,10.41
3413,Stange,2001,03,1067,9553,11.17
3413,Stange,2001,04,918,9553,9.61
3413,Stange,2001,05,717,9553,7.51
3413,Stange,2001,06,1430,9553,14.97
3413,Stange,2001,07,232,9553,2.43
3413,Stange,2001,08,11,9553,0.12
3413,Stange,2005,01,5200,10449,49.77
3413,Stange,2005,02,1650,10449,15.79
3413,Stange,2005,03,697,10449,6.67
3413,Stange,2005,04,526,10449,5.03
3413,Stange,2005,05,897,10449,8.58
3413,Stange,2005,06,1012,10449,9.69
3413,Stange,2005,07,467,10449,4.47
3413,Stange,2009,01,5591,11005,50.8
3413,Stange,2009,02,1741,11005,15.82
3413,Stange,2009,03,996,11005,9.05
3413,Stange,2009,04,421,11005,3.83
3413,Stange,2009,05,1152,11005,10.47
3413,Stange,2009,06,706,11005,6.42
3413,Stange,2009,07,302,11005,2.74
3413,Stange,2009,08,40,11005,0.36
3413,Stange,2009,55,56,11005,0.51
3413,Stange,2013,01,5331,11400,46.76
3413,Stange,2013,02,1384,11400,12.14
3413,Stange,2013,03,1757,11400,15.41
3413,Stange,2013,04,457,11400,4.01
3413,Stange,2013,05,1208,11400,10.6
3413,Stange,2013,06,424,11400,3.72
3413,Stange,2013,07,463,11400,4.06
3413,Stange,2013,08,304,11400,2.67
3413,Stange,2013,55,72,11400,0.63
3413,Stange,2017,01,4526,11976,37.79
3413,Stange,2017,02,1331,11976,11.11
3413,Stange,2017,03,1649,11976,13.77
3413,Stange,2017,04,395,11976,3.3
3413,Stange,2017,05,2579,11976,21.53
3413,Stange,2017,06,749,11976,6.25
3413,Stange,2017,07,277,11976,2.31
3413,Stange,2017,08,302,11976,2.52
3413,Stange,2017,55,168,11976,1.4
3413,Stange,2021,01,4205,12139,34.64
3413,Stange,2021,02,880,12139,7.25
3413,Stange,2021,03,1145,12139,9.43
3413,Stange,2021,04,419,12139,3.45
3413,Stange,2021,05,3505,12139,28.87
3413,Stange,2021,06,960,12139,7.91
3413,Stange,2021,07,290,12139,2.39
3413,Stange,2021,08,286,12139,2.36
3413,Stange,2021,55,449,12139,3.7
3413,Stange,2025,01,4740,12202,38.85
3413,Stange,2025,02,2259,12202,18.51
3413,Stange,2025,03,1050,12202,8.61
3413,Stange,2025,04,571,12202,4.68
3413,Stange,2025,05,1488,12202,12.19
3413,Stange,2025,06,716,12202,5.87
3413,Stange,2025,07,252,12202,2.07
3413,Stange,2025,08,452,12202,3.7
3413,Stange,2025,55,674,12202,5.52
3414,Nord-Odal,1989,01,4830,6100,79.18
3414,Nord-Odal,1989,02,260,6100,4.26
3414,Nord-Odal,1989,03,222,6100,3.64
3414,Nord-Odal,1989,04,82,6100,1.34
3414,Nord-Odal,1989,05,238,6100,3.9
3414,Nord-Odal,1989,06,436,6100,7.15
3414,Nord-Odal,1989,07,18,6100,0.3
3414,Nord-Odal,1989,08,14,6100,0.23
3414,Nord-Odal,1993,01,1865,3297,56.57
3414,Nord-Odal,1993,02,77,3297,2.34
3414,Nord-Odal,1993,03,126,3297,3.82
3414,Nord-Odal,1993,04,84,3297,2.55
3414,Nord-Odal,1993,05,656,3297,19.9
3414,Nord-Odal,1993,06,467,3297,14.16
3414,Nord-Odal,1993,07,22,3297,0.67
3414,Nord-Odal,1997,01,1781,3265,54.55
3414,Nord-Odal,1997,02,395,3265,12.1
3414,Nord-Odal,1997,03,130,3265,3.98
3414,Nord-Odal,1997,04,269,3265,8.24
3414,Nord-Odal,1997,05,353,3265,10.81
3414,Nord-Odal,1997,06,305,3265,9.34
3414,Nord-Odal,1997,07,29,3265,0.89
3414,Nord-Odal,1997,08,3,3265,0.09
3414,Nord-Odal,2001,01,1314,2917,45.05
3414,Nord-Odal,2001,02,409,2917,14.02
3414,Nord-Odal,2001,03,226,2917,7.75
3414,Nord-Odal,2001,04,192,2917,6.58
3414,Nord-Odal,2001,05,207,2917,7.1
3414,Nord-Odal,2001,06,542,2917,18.58
3414,Nord-Odal,2001,07,27,2917,0.93
3414,Nord-Odal,2005,01,1711,3092,55.34
3414,Nord-Odal,2005,02,573,3092,18.53
3414,Nord-Odal,2005,03,136,3092,4.4
3414,Nord-Odal,2005,04,86,3092,2.78
3414,Nord-Odal,2005,05,278,3092,8.99
3414,Nord-Odal,2005,06,262,3092,8.47
3414,Nord-Odal,2005,07,46,3092,1.49
3414,Nord-Odal,2009,01,1631,2956,55.18
3414,Nord-Odal,2009,02,628,2956,21.24
3414,Nord-Odal,2009,03,171,2956,5.78
3414,Nord-Odal,2009,04,71,2956,2.4
3414,Nord-Odal,2009,05,222,2956,7.51
3414,Nord-Odal,2009,06,179,2956,6.06
3414,Nord-Odal,2009,07,34,2956,1.15
3414,Nord-Odal,2009,08,4,2956,0.14
3414,Nord-Odal,2009,55,16,2956,0.54
3414,Nord-Odal,2013,01,1547,3085,50.15
3414,Nord-Odal,2013,02,547,3085,17.73
3414,Nord-Odal,2013,03,417,3085,13.52
3414,Nord-Odal,2013,04,66,3085,2.14
3414,Nord-Odal,2013,05,256,3085,8.3
3414,Nord-Odal,2013,06,107,3085,3.47
3414,Nord-Odal,2013,07,72,3085,2.33
3414,Nord-Odal,2013,08,51,3085,1.65
3414,Nord-Odal,2013,55,22,3085,0.71
3414,Nord-Odal,2017,01,1158,2933,39.48
3414,Nord-Odal,2017,02,432,2933,14.73
3414,Nord-Odal,2017,03,326,2933,11.11
3414,Nord-Odal,2017,04,37,2933,1.26
3414,Nord-Odal,2017,05,703,2933,23.97
3414,Nord-Odal,2017,06,167,2933,5.69
3414,Nord-Odal,2017,07,33,2933,1.13
3414,Nord-Odal,2017,08,38,2933,1.3
3414,Nord-Odal,2017,55,39,2933,1.33
3414,Nord-Odal,2021,01,1113,2862,38.89
3414,Nord-Odal,2021,02,279,2862,9.75
3414,Nord-Odal,2021,03,196,2862,6.85
3414,Nord-Odal,2021,04,27,2862,0.94
3414,Nord-Odal,2021,05,901,2862,31.48
3414,Nord-Odal,2021,06,176,2862,6.15
3414,Nord-Odal,2021,07,40,2862,1.4
3414,Nord-Odal,2021,08,18,2862,0.63
3414,Nord-Odal,2021,55,112,2862,3.91
3414,Nord-Odal,2025,01,1005,2860,35.14
3414,Nord-Odal,2025,02,767,2860,26.82
3414,Nord-Odal,2025,03,164,2860,5.73
3414,Nord-Odal,2025,04,44,2860,1.54
3414,Nord-Odal,2025,05,443,2860,15.49
3414,Nord-Odal,2025,06,143,2860,5.0
3414,Nord-Odal,2025,07,41,2860,1.43
3414,Nord-Odal,2025,08,43,2860,1.5
3414,Nord-Odal,2025,55,210,2860,7.34
3415,Sør-Odal,1989,01,5878,7910,74.31
3415,Sør-Odal,1989,02,393,7910,4.97
3415,Sør-Odal,1989,03,424,7910,5.36
3415,Sør-Odal,1989,04,105,7910,1.33
3415,Sør-Odal,1989,05,473,7910,5.98
3415,Sør-Odal,1989,06,571,7910,7.22
3415,Sør-Odal,1989,07,51,7910,0.64
3415,Sør-Odal,1989,08,15,7910,0.19
3415,Sør-Odal,1993,01,2518,4572,55.07
3415,Sør-Odal,1993,02,164,4572,3.59
3415,Sør-Odal,1993,03,313,4572,6.85
3415,Sør-Odal,1993,04,90,4572,1.97
3415,Sør-Odal,1993,05,912,4572,19.95
3415,Sør-Odal,1993,06,517,4572,11.31
3415,Sør-Odal,1993,07,58,4572,1.27
3415,Sør-Odal,1997,01,2354,4493,52.39
3415,Sør-Odal,1997,02,619,4493,13.78
3415,Sør-Odal,1997,03,313,4493,6.97
3415,Sør-Odal,1997,04,315,4493,7.01
3415,Sør-Odal,1997,05,517,4493,11.51
3415,Sør-Odal,1997,06,314,4493,6.99
3415,Sør-Odal,1997,07,58,4493,1.29
3415,Sør-Odal,1997,08,3,4493,0.07
3415,Sør-Odal,2001,01,1857,4123,45.04
3415,Sør-Odal,2001,02,601,4123,14.58
3415,Sør-Odal,2001,03,501,4123,12.15
3415,Sør-Odal,2001,04,243,4123,5.89
3415,Sør-Odal,2001,05,323,4123,7.83
3415,Sør-Odal,2001,06,529,4123,12.83
3415,Sør-Odal,2001,07,62,4123,1.5
3415,Sør-Odal,2001,08,7,4123,0.17
3415,Sør-Odal,2005,01,2219,4444,49.93
3415,Sør-Odal,2005,02,965,4444,21.71
3415,Sør-Odal,2005,03,315,4444,7.09
3415,Sør-Odal,2005,04,86,4444,1.94
3415,Sør-Odal,2005,05,413,4444,9.29
3415,Sør-Odal,2005,06,339,4444,7.63
3415,Sør-Odal,2005,07,107,4444,2.41
3415,Sør-Odal,2009,01,2030,4400,46.14
3415,Sør-Odal,2009,02,1132,4400,25.73
3415,Sør-Odal,2009,03,420,4400,9.55
3415,Sør-Odal,2009,04,64,4400,1.45
3415,Sør-Odal,2009,05,402,4400,9.14
3415,Sør-Odal,2009,06,246,4400,5.59
3415,Sør-Odal,2009,07,67,4400,1.52
3415,Sør-Odal,2009,08,10,4400,0.23
3415,Sør-Odal,2009,55,29,4400,0.66
3415,Sør-Odal,2013,01,1882,4430,42.48
3415,Sør-Odal,2013,02,875,4430,19.75
3415,Sør-Odal,2013,03,869,4430,19.62
3415,Sør-Odal,2013,04,68,4430,1.53
3415,Sør-Odal,2013,05,346,4430,7.81
3415,Sør-Odal,2013,06,186,4430,4.2
3415,Sør-Odal,2013,07,115,4430,2.6
3415,Sør-Odal,2013,08,63,4430,1.42
3415,Sør-Odal,2013,55,26,4430,0.59
3415,Sør-Odal,2017,01,1542,4445,34.69
3415,Sør-Odal,2017,02,714,4445,16.06
3415,Sør-Odal,2017,03,762,4445,17.14
3415,Sør-Odal,2017,04,25,4445,0.56
3415,Sør-Odal,2017,05,921,4445,20.72
3415,Sør-Odal,2017,06,277,4445,6.23
3415,Sør-Odal,2017,07,74,4445,1.66
3415,Sør-Odal,2017,08,68,4445,1.53
3415,Sør-Odal,2017,55,62,4445,1.39
3415,Sør-Odal,2021,01,1451,4320,33.59
3415,Sør-Odal,2021,02,521,4320,12.06
3415,Sør-Odal,2021,03,507,4320,11.74
3415,Sør-Odal,2021,04,23,4320,0.53
3415,Sør-Odal,2021,05,1246,4320,28.84
3415,Sør-Odal,2021,06,250,4320,5.79
3415,Sør-Odal,2021,07,74,4320,1.71
3415,Sør-Odal,2021,08,71,4320,1.64
3415,Sør-Odal,2021,55,177,4320,4.1
3415,Sør-Odal,2025,01,1414,4554,31.05
3415,Sør-Odal,2025,02,1472,4554,32.32
3415,Sør-Odal,2025,03,355,4554,7.8
3415,Sør-Odal,2025,04,54,4554,1.19
3415,Sør-Odal,2025,05,593,4554,13.02
3415,Sør-Odal,2025,06,193,4554,4.24
3415,Sør-Odal,2025,07,96,4554,2.11
3415,Sør-Odal,2025,08,85,4554,1.87
3415,Sør-Odal,2025,55,292,4554,6.41
3416,Eidskog,1989,01,4768,6480,73.58
3416,Eidskog,1989,02,341,6480,5.26
3416,Eidskog,1989,03,397,6480,6.13
3416,Eidskog,1989,04,185,6480,2.85
3416,Eidskog,1989,05,319,6480,4.92
3416,Eidskog,1989,06,409,6480,6.31
3416,Eidskog,1989,07,47,6480,0.73
3416,Eidskog,1989,08,14,6480,0.22
3416,Eidskog,1993,01,1985,3612,54.96
3416,Eidskog,1993,02,154,3612,4.26
3416,Eidskog,1993,03,276,3612,7.64
3416,Eidskog,1993,04,147,3612,4.07
3416,Eidskog,1993,05,693,3612,19.19
3416,Eidskog,1993,06,322,3612,8.91
3416,Eidskog,1993,07,35,3612,0.97
3416,Eidskog,1997,01,1915,3702,51.73
3416,Eidskog,1997,02,505,3702,13.64
3416,Eidskog,1997,03,257,3702,6.94
3416,Eidskog,1997,04,351,3702,9.48
3416,Eidskog,1997,05,413,3702,11.16
3416,Eidskog,1997,06,211,3702,5.7
3416,Eidskog,1997,07,45,3702,1.22
3416,Eidskog,1997,08,5,3702,0.14
3416,Eidskog,2001,01,1442,3344,43.12
3416,Eidskog,2001,02,487,3344,14.56
3416,Eidskog,2001,03,410,3344,12.26
3416,Eidskog,2001,04,311,3344,9.3
3416,Eidskog,2001,05,252,3344,7.54
3416,Eidskog,2001,06,388,3344,11.6
3416,Eidskog,2001,07,52,3344,1.56
3416,Eidskog,2001,08,2,3344,0.06
3416,Eidskog,2005,01,1866,3631,51.39
3416,Eidskog,2005,02,773,3631,21.29
3416,Eidskog,2005,03,305,3631,8.4
3416,Eidskog,2005,04,143,3631,3.94
3416,Eidskog,2005,05,278,3631,7.66
3416,Eidskog,2005,06,199,3631,5.48
3416,Eidskog,2005,07,67,3631,1.85
3416,Eidskog,2009,01,1547,3354,46.12
3416,Eidskog,2009,02,789,3354,23.52
3416,Eidskog,2009,03,365,3354,10.88
3416,Eidskog,2009,04,101,3354,3.01
3416,Eidskog,2009,05,265,3354,7.9
3416,Eidskog,2009,06,200,3354,5.96
3416,Eidskog,2009,07,56,3354,1.67
3416,Eidskog,2009,08,14,3354,0.42
3416,Eidskog,2009,55,17,3354,0.51
3416,Eidskog,2013,01,1429,3427,41.7
3416,Eidskog,2013,02,659,3427,19.23
3416,Eidskog,2013,03,686,3427,20.02
3416,Eidskog,2013,04,86,3427,2.51
3416,Eidskog,2013,05,301,3427,8.78
3416,Eidskog,2013,06,105,3427,3.06
3416,Eidskog,2013,07,98,3427,2.86
3416,Eidskog,2013,08,42,3427,1.23
3416,Eidskog,2013,55,21,3427,0.61
3416,Eidskog,2017,01,1193,3437,34.71
3416,Eidskog,2017,02,613,3437,17.84
3416,Eidskog,2017,03,496,3437,14.43
3416,Eidskog,2017,04,67,3437,1.95
3416,Eidskog,2017,05,789,3437,22.96
3416,Eidskog,2017,06,129,3437,3.75
3416,Eidskog,2017,07,59,3437,1.72
3416,Eidskog,2017,08,43,3437,1.25
3416,Eidskog,2017,55,48,3437,1.4
3416,Eidskog,2021,01,1102,3322,33.17
3416,Eidskog,2021,02,411,3322,12.37
3416,Eidskog,2021,03,359,3322,10.81
3416,Eidskog,2021,04,42,3322,1.26
3416,Eidskog,2021,05,1085,3322,32.66
3416,Eidskog,2021,06,126,3322,3.79
3416,Eidskog,2021,07,59,3322,1.78
3416,Eidskog,2021,08,45,3322,1.35
3416,Eidskog,2021,55,93,3322,2.8
3416,Eidskog,2025,01,1156,3405,33.95
3416,Eidskog,2025,02,1103,3405,32.39
3416,Eidskog,2025,03,264,3405,7.75
3416,Eidskog,2025,04,59,3405,1.73
3416,Eidskog,2025,05,469,3405,13.77
3416,Eidskog,2025,06,79,3405,2.32
3416,Eidskog,2025,07,55,3405,1.62
3416,Eidskog,2025,08,50,3405,1.47
3416,Eidskog,2025,55,170,3405,4.99
3417,Grue,1989,01,4504,6176,72.93
3417,Grue,1989,02,306,6176,4.95
3417,Grue,1989,03,360,6176,5.83
3417,Grue,1989,04,115,6176,1.86
3417,Grue,1989,05,430,6176,6.96
3417,Grue,1989,06,397,6176,6.43
3417,Grue,1989,07,45,6176,0.73
3417,Grue,1989,08,19,6176,0.31
3417,Grue,1993,01,1735,3495,49.64
3417,Grue,1993,02,114,3495,3.26
3417,Grue,1993,03,227,3495,6.49
3417,Grue,1993,04,92,3495,2.63
3417,Grue,1993,05,914,3495,26.15
3417,Grue,1993,06,355,3495,10.16
3417,Grue,1993,07,58,3495,1.66
3417,Grue,1997,01,1578,3298,47.85
3417,Grue,1997,02,401,3298,12.16
3417,Grue,1997,03,210,3298,6.37
3417,Grue,1997,04,268,3298,8.13
3417,Grue,1997,05,564,3298,17.1
3417,Grue,1997,06,204,3298,6.19
3417,Grue,1997,07,72,3298,2.18
3417,Grue,1997,08,1,3298,0.03
3417,Grue,2001,01,1293,2974,43.48
3417,Grue,2001,02,356,2974,11.97
3417,Grue,2001,03,323,2974,10.86
3417,Grue,2001,04,234,2974,7.87
3417,Grue,2001,05,390,2974,13.11
3417,Grue,2001,06,329,2974,11.06
3417,Grue,2001,07,46,2974,1.55
3417,Grue,2001,08,3,2974,0.1
3417,Grue,2005,01,1492,2993,49.85
3417,Grue,2005,02,514,2993,17.17
3417,Grue,2005,03,194,2993,6.48
3417,Grue,2005,04,70,2993,2.34
3417,Grue,2005,05,430,2993,14.37
3417,Grue,2005,06,206,2993,6.88
3417,Grue,2005,07,87,2993,2.91
3417,Grue,2009,01,1306,2755,47.4
3417,Grue,2009,02,552,2755,20.04
3417,Grue,2009,03,251,2755,9.11
3417,Grue,2009,04,49,2755,1.78
3417,Grue,2009,05,366,2755,13.28
3417,Grue,2009,06,151,2755,5.48
3417,Grue,2009,07,67,2755,2.43
3417,Grue,2009,08,5,2755,0.18
3417,Grue,2009,55,8,2755,0.29
3417,Grue,2013,01,1249,2785,44.85
3417,Grue,2013,02,443,2785,15.91
3417,Grue,2013,03,463,2785,16.62
3417,Grue,2013,04,59,2785,2.12
3417,Grue,2013,05,335,2785,12.03
3417,Grue,2013,06,93,2785,3.34
3417,Grue,2013,07,80,2785,2.87
3417,Grue,2013,08,43,2785,1.54
3417,Grue,2013,55,20,2785,0.72
3417,Grue,2017,01,957,2722,35.16
3417,Grue,2017,02,433,2722,15.91
3417,Grue,2017,03,370,2722,13.59
3417,Grue,2017,04,21,2722,0.77
3417,Grue,2017,05,766,2722,28.14
3417,Grue,2017,06,85,2722,3.12
3417,Grue,2017,07,31,2722,1.14
3417,Grue,2017,08,33,2722,1.21
3417,Grue,2017,55,26,2722,0.96
3417,Grue,2021,01,914,2604,35.1
3417,Grue,2021,02,303,2604,11.64
3417,Grue,2021,03,235,2604,9.02
3417,Grue,2021,04,14,2604,0.54
3417,Grue,2021,05,898,2604,34.49
3417,Grue,2021,06,101,2604,3.88
3417,Grue,2021,07,31,2604,1.19
3417,Grue,2021,08,30,2604,1.15
3417,Grue,2021,55,78,2604,3.0
3417,Grue,2025,01,811,2490,32.57
3417,Grue,2025,02,671,2490,26.95
3417,Grue,2025,03,178,2490,7.15
3417,Grue,2025,04,22,2490,0.88
3417,Grue,2025,05,570,2490,22.89
3417,Grue,2025,06,69,2490,2.77
3417,Grue,2025,07,23,2490,0.92
3417,Grue,2025,08,31,2490,1.24
3417,Grue,2025,55,115,2490,4.62
3418,Åsnes,1989,01,5368,8109,66.2
3418,Åsnes,1989,02,496,8109,6.12
3418,Åsnes,1989,03,423,8109,5.22
3418,Åsnes,1989,04,255,8109,3.14
3418,Åsnes,1989,05,626,8109,7.72
3418,Åsnes,1989,06,859,8109,10.59
3418,Åsnes,1989,07,53,8109,0.65
3418,Åsnes,1989,08,29,8109,0.36
3418,Åsnes,1993,01,2104,4878,43.13
3418,Åsnes,1993,02,181,4878,3.71
3418,Åsnes,1993,03,261,4878,5.35
3418,Åsnes,1993,04,208,4878,4.26
3418,Åsnes,1993,05,1333,4878,27.33
3418,Åsnes,1993,06,734,4878,15.05
3418,Åsnes,1993,07,57,4878,1.17
3418,Åsnes,1997,01,2186,4949,44.17
3418,Åsnes,1997,02,730,4949,14.75
3418,Åsnes,1997,03,224,4949,4.53
3418,Åsnes,1997,04,481,4949,9.72
3418,Åsnes,1997,05,828,4949,16.73
3418,Åsnes,1997,06,416,4949,8.41
3418,Åsnes,1997,07,73,4949,1.48
3418,Åsnes,1997,08,11,4949,0.22
3418,Åsnes,2001,01,1620,4376,37.02
3418,Åsnes,2001,02,801,4376,18.3
3418,Åsnes,2001,03,377,4376,8.62
3418,Åsnes,2001,04,421,4376,9.62
3418,Åsnes,2001,05,472,4376,10.79
3418,Åsnes,2001,06,618,4376,14.12
3418,Åsnes,2001,07,58,4376,1.33
3418,Åsnes,2001,08,9,4376,0.21
3418,Åsnes,2005,01,1980,4353,45.49
3418,Åsnes,2005,02,908,4353,20.86
3418,Åsnes,2005,03,279,4353,6.41
3418,Åsnes,2005,04,158,4353,3.63
3418,Åsnes,2005,05,565,4353,12.98
3418,Åsnes,2005,06,369,4353,8.48
3418,Åsnes,2005,07,94,4353,2.16
3418,Åsnes,2009,01,1908,4115,46.37
3418,Åsnes,2009,02,953,4115,23.16
3418,Åsnes,2009,03,349,4115,8.48
3418,Åsnes,2009,04,111,4115,2.7
3418,Åsnes,2009,05,461,4115,11.2
3418,Åsnes,2009,06,222,4115,5.39
3418,Åsnes,2009,07,59,4115,1.43
3418,Åsnes,2009,08,19,4115,0.46
3418,Åsnes,2009,55,33,4115,0.8
3418,Åsnes,2013,01,1877,4213,44.55
3418,Åsnes,2013,02,826,4213,19.61
3418,Åsnes,2013,03,631,4213,14.98
3418,Åsnes,2013,04,99,4213,2.35
3418,Åsnes,2013,05,468,4213,11.11
3418,Åsnes,2013,06,103,4213,2.44
3418,Åsnes,2013,07,103,4213,2.44
3418,Åsnes,2013,08,65,4213,1.54
3418,Åsnes,2013,55,41,4213,0.97
3418,Åsnes,2017,01,1365,4128,33.07
3418,Åsnes,2017,02,600,4128,14.53
3418,Åsnes,2017,03,451,4128,10.93
3418,Åsnes,2017,04,60,4128,1.45
3418,Åsnes,2017,05,1348,4128,32.66
3418,Åsnes,2017,06,166,4128,4.02
3418,Åsnes,2017,07,50,4128,1.21
3418,Åsnes,2017,08,52,4128,1.26
3418,Åsnes,2017,55,36,4128,0.87
3418,Åsnes,2021,01,1368,3937,34.75
3418,Åsnes,2021,02,501,3937,12.73
3418,Åsnes,2021,03,295,3937,7.49
3418,Åsnes,2021,04,45,3937,1.14
3418,Åsnes,2021,05,1343,3937,34.11
3418,Åsnes,2021,06,172,3937,4.37
3418,Åsnes,2021,07,47,3937,1.19
3418,Åsnes,2021,08,37,3937,0.94
3418,Åsnes,2021,55,129,3937,3.28
3418,Åsnes,2025,01,953,4040,23.59
3418,Åsnes,2025,02,1219,4040,30.17
3418,Åsnes,2025,03,157,4040,3.89
3418,Åsnes,2025,04,58,4040,1.44
3418,Åsnes,2025,05,1278,4040,31.63
3418,Åsnes,2025,06,91,4040,2.25
3418,Åsnes,2025,07,35,4040,0.87
3418,Åsnes,2025,08,50,4040,1.24
3418,Åsnes,2025,55,199,4040,4.93
3419,Våler (Innlandet),1989,01,2690,4136,65.04
3419,Våler (Innlandet),1989,02,317,4136,7.66
3419,Våler (Innlandet),1989,03,293,4136,7.08
3419,Våler (Innlandet),1989,04,83,4136,2.01
