kom2024,navn,aar,befolkning
1573,Smøla,2001,2407
1573,Smøla,2002,2329
1573,Smøla,2003,2266
1573,Smøla,2004,2248
1573,Smøla,2005,2195
1573,Smøla,2006,2192
1573,Smøla,2007,2165
1573,Smøla,2008,2137
1573,Smøla,2009,2119
1573,Smøla,2010,2143
1573,Smøla,2011,2137
1573,Smøla,2012,2182
1573,Smøla,2013,2180
1573,Smøla,2014,2166
1573,Smøla,2015,2146
1573,Smøla,2016,2141
1573,Smøla,2017,2160
1573,Smøla,2018,2172
1573,Smøla,2019,2134
1573,Smøla,2020,2150
1573,Smøla,2021,2128
1573,Smøla,2022,2120
1573,Smøla,2023,2158
1573,Smøla,2024,2159
1573,Smøla,2025,2168
1573,Smøla,2026,2141
1576,Aure,1986,4106
1576,Aure,1987,4062
1576,Aure,1987,4062
1576,Aure,1988,4008
1576,Aure,1989,3995
1576,Aure,1990,3976
1576,Aure,1990,3976
1576,Aure,1991,3898
1576,Aure,1992,3869
1576,Aure,1993,3847
1576,Aure,1994,3860
1576,Aure,1995,3858
1576,Aure,1995,3858
1576,Aure,1996,3904
1576,Aure,1997,3959
1576,Aure,1998,3944
1576,Aure,1999,3876
1576,Aure,2000,3823
1576,Aure,2000,3823
1576,Aure,2001,3787
1576,Aure,2002,3747
1576,Aure,2003,3680
1576,Aure,2004,3676
1576,Aure,2005,3626
1576,Aure,2006,3591
1576,Aure,2007,3515
1576,Aure,2008,3530
1576,Aure,2009,3508
1576,Aure,2010,3502
1576,Aure,2011,3523
1576,Aure,2012,3511
1576,Aure,2013,3570
1576,Aure,2014,3577
1576,Aure,2015,3549
1576,Aure,2016,3536
1576,Aure,2017,3590
1576,Aure,2018,3593
1576,Aure,2019,3553
1576,Aure,2020,3507
1576,Aure,2021,3468
1576,Aure,2022,3384
1576,Aure,2023,3381
1576,Aure,2024,3408
1576,Aure,2025,3394
1576,Aure,2026,3371
1577,Volda,1986,9074
1577,Volda,1987,9072
1577,Volda,1987,9072
1577,Volda,1988,9109
1577,Volda,1989,9148
1577,Volda,1990,9223
1577,Volda,1990,9223
1577,Volda,1991,9237
1577,Volda,1992,9243
1577,Volda,1993,9338
1577,Volda,1994,9372
1577,Volda,1995,9407
1577,Volda,1995,9407
1577,Volda,1996,9491
1577,Volda,1997,9474
1577,Volda,1998,9450
1577,Volda,1999,9493
1577,Volda,2000,9549
1577,Volda,2000,9549
1577,Volda,2001,9540
1577,Volda,2002,9526
1577,Volda,2003,9530
1577,Volda,2004,9580
1577,Volda,2005,9548
1577,Volda,2006,9528
1577,Volda,2007,9518
1577,Volda,2008,9617
1577,Volda,2009,9732
1577,Volda,2010,9800
1577,Volda,2011,9862
1577,Volda,2012,9913
1577,Volda,2013,10065
1577,Volda,2014,10132
1577,Volda,2015,10198
1577,Volda,2016,10237
1577,Volda,2017,10300
1577,Volda,2018,10363
1577,Volda,2019,10349
1577,Volda,2020,10473
1577,Volda,2021,10781
1577,Volda,2022,10809
1577,Volda,2023,10960
1577,Volda,2024,11093
1577,Volda,2025,11131
1577,Volda,2026,11009
1578,Fjord,1986,3113
1578,Fjord,1987,3101
1578,Fjord,1987,3101
1578,Fjord,1988,3057
1578,Fjord,1989,3077
1578,Fjord,1990,3071
1578,Fjord,1990,3071
1578,Fjord,1991,3051
1578,Fjord,1992,3037
1578,Fjord,1993,3048
1578,Fjord,1994,3023
1578,Fjord,1995,3059
1578,Fjord,1995,3059
1578,Fjord,1996,3092
1578,Fjord,1997,3082
1578,Fjord,1998,3081
1578,Fjord,1999,3033
1578,Fjord,2000,3012
1578,Fjord,2000,3012
1578,Fjord,2001,3024
1578,Fjord,2002,2929
1578,Fjord,2003,2893
1578,Fjord,2004,2811
1578,Fjord,2005,2824
1578,Fjord,2006,2804
1578,Fjord,2007,2801
1578,Fjord,2008,2740
1578,Fjord,2009,2770
1578,Fjord,2010,2831
1578,Fjord,2011,2783
1578,Fjord,2012,2764
1578,Fjord,2013,2791
1578,Fjord,2014,2720
1578,Fjord,2015,2719
1578,Fjord,2016,2672
1578,Fjord,2017,2668
1578,Fjord,2018,2642
1578,Fjord,2019,2592
1578,Fjord,2020,2549
1578,Fjord,2021,2502
1578,Fjord,2022,2491
1578,Fjord,2023,2494
1578,Fjord,2024,2492
1578,Fjord,2025,2506
1578,Fjord,2026,2547
1579,Hustadvika,1986,11977
1579,Hustadvika,1987,12012
1579,Hustadvika,1987,12012
1579,Hustadvika,1988,12006
1579,Hustadvika,1989,11932
1579,Hustadvika,1990,11987
1579,Hustadvika,1990,11987
1579,Hustadvika,1991,11959
1579,Hustadvika,1992,12023
1579,Hustadvika,1993,12042
1579,Hustadvika,1994,12076
1579,Hustadvika,1995,12127
1579,Hustadvika,1995,12127
1579,Hustadvika,1996,12085
1579,Hustadvika,1997,12184
1579,Hustadvika,1998,12201
1579,Hustadvika,1999,12186
1579,Hustadvika,2000,12198
1579,Hustadvika,2000,12198
1579,Hustadvika,2001,12264
1579,Hustadvika,2002,12221
1579,Hustadvika,2003,12172
1579,Hustadvika,2004,12291
1579,Hustadvika,2005,12327
1579,Hustadvika,2006,12430
1579,Hustadvika,2007,12496
1579,Hustadvika,2008,12551
1579,Hustadvika,2009,12573
1579,Hustadvika,2010,12718
1579,Hustadvika,2011,12762
1579,Hustadvika,2012,12926
1579,Hustadvika,2013,13090
1579,Hustadvika,2014,13191
1579,Hustadvika,2015,13250
1579,Hustadvika,2016,13184
1579,Hustadvika,2017,13195
1579,Hustadvika,2018,13215
1579,Hustadvika,2019,13233
1579,Hustadvika,2020,13279
1579,Hustadvika,2021,13317
1579,Hustadvika,2022,13287
1579,Hustadvika,2023,13341
1579,Hustadvika,2024,13437
1579,Hustadvika,2025,13460
1579,Hustadvika,2026,13538
1580,Haram,1986,8716
1580,Haram,1987,8677
1580,Haram,1987,8677
1580,Haram,1988,8621
1580,Haram,1989,8624
1580,Haram,1990,8629
1580,Haram,1990,8629
1580,Haram,1991,8556
1580,Haram,1992,8606
1580,Haram,1993,8582
1580,Haram,1994,8605
1580,Haram,1995,8630
1580,Haram,1995,8630
1580,Haram,1996,8608
1580,Haram,1997,8634
1580,Haram,1998,8734
1580,Haram,1999,8733
1580,Haram,2000,8774
1580,Haram,2000,8774
1580,Haram,2001,8792
1580,Haram,2002,8781
1580,Haram,2003,8819
1580,Haram,2004,8781
1580,Haram,2005,8715
1580,Haram,2006,8643
1580,Haram,2007,8606
1580,Haram,2008,8617
1580,Haram,2009,8694
1580,Haram,2010,8739
1580,Haram,2011,8857
1580,Haram,2012,8973
1580,Haram,2013,9020
1580,Haram,2014,9084
1580,Haram,2015,9120
1580,Haram,2016,9200
1580,Haram,2017,9312
1580,Haram,2018,9345
1580,Haram,2019,9383
1580,Haram,2020,0
1580,Haram,2021,0
1580,Haram,2022,0
1580,Haram,2023,0
1580,Haram,2024,9357
1580,Haram,2025,9409
1580,Haram,2026,9460
1804,Bodø,1986,35792
1804,Bodø,1987,36227
1804,Bodø,1987,36227
1804,Bodø,1988,36634
1804,Bodø,1989,37108
1804,Bodø,1990,37771
1804,Bodø,1990,37771
1804,Bodø,1991,38170
1804,Bodø,1992,38605
1804,Bodø,1993,39178
1804,Bodø,1994,39763
1804,Bodø,1995,40419
1804,Bodø,1995,40419
1804,Bodø,1996,40828
1804,Bodø,1997,41050
1804,Bodø,1998,41513
1804,Bodø,1999,41878
1804,Bodø,2000,42465
1804,Bodø,2000,42465
1804,Bodø,2001,42624
1804,Bodø,2002,42840
1804,Bodø,2003,43247
1804,Bodø,2004,43775
1804,Bodø,2005,44414
1804,Bodø,2006,44992
1804,Bodø,2007,45575
1804,Bodø,2008,46049
1804,Bodø,2009,46495
1804,Bodø,2010,47282
1804,Bodø,2011,47847
1804,Bodø,2012,48422
1804,Bodø,2013,49203
1804,Bodø,2014,49731
1804,Bodø,2015,50185
1804,Bodø,2016,50488
1804,Bodø,2017,51022
1804,Bodø,2018,51558
1804,Bodø,2019,52024
1804,Bodø,2020,52357
1804,Bodø,2021,52560
1804,Bodø,2022,52803
1804,Bodø,2023,53259
1804,Bodø,2024,53712
1804,Bodø,2025,53725
1804,Bodø,2026,53638
1806,Narvik,1986,0
1806,Narvik,1987,0
1806,Narvik,1987,0
1806,Narvik,1988,0
1806,Narvik,1989,0
1806,Narvik,1990,0
1806,Narvik,1990,0
1806,Narvik,1991,0
1806,Narvik,1992,0
1806,Narvik,1993,0
1806,Narvik,1994,0
1806,Narvik,1995,0
1806,Narvik,1995,0
1806,Narvik,1996,0
1806,Narvik,1997,0
1806,Narvik,1998,0
1806,Narvik,1999,0
1806,Narvik,2000,0
1806,Narvik,2000,0
1806,Narvik,2001,0
1806,Narvik,2002,0
1806,Narvik,2003,0
1806,Narvik,2004,0
1806,Narvik,2005,0
1806,Narvik,2006,0
1806,Narvik,2007,0
1806,Narvik,2008,0
1806,Narvik,2009,0
1806,Narvik,2010,0
1806,Narvik,2011,0
1806,Narvik,2012,0
1806,Narvik,2013,0
1806,Narvik,2014,0
1806,Narvik,2015,0
1806,Narvik,2016,0
1806,Narvik,2017,0
1806,Narvik,2018,0
1806,Narvik,2019,0
1806,Narvik,2020,21845
1806,Narvik,2021,21661
1806,Narvik,2022,21530
1806,Narvik,2023,21515
1806,Narvik,2024,21580
1806,Narvik,2025,21591
1806,Narvik,2026,21647
1811,Bindal,1986,2173
1811,Bindal,1987,2162
1811,Bindal,1987,2162
1811,Bindal,1988,2141
1811,Bindal,1989,2083
1811,Bindal,1990,2095
1811,Bindal,1990,2095
1811,Bindal,1991,2097
1811,Bindal,1992,2088
1811,Bindal,1993,2064
1811,Bindal,1994,2052
1811,Bindal,1995,2042
1811,Bindal,1995,2042
1811,Bindal,1996,2022
1811,Bindal,1997,2008
1811,Bindal,1998,1969
1811,Bindal,1999,1951
1811,Bindal,2000,1921
1811,Bindal,2000,1921
1811,Bindal,2001,1911
1811,Bindal,2002,1867
1811,Bindal,2003,1822
1811,Bindal,2004,1804
1811,Bindal,2005,1778
1811,Bindal,2006,1741
1811,Bindal,2007,1692
1811,Bindal,2008,1631
1811,Bindal,2009,1616
1811,Bindal,2010,1601
1811,Bindal,2011,1592
1811,Bindal,2012,1562
1811,Bindal,2013,1545
1811,Bindal,2014,1503
1811,Bindal,2015,1482
1811,Bindal,2016,1465
1811,Bindal,2017,1473
1811,Bindal,2018,1486
1811,Bindal,2019,1450
1811,Bindal,2020,1426
1811,Bindal,2021,1397
1811,Bindal,2022,1406
1811,Bindal,2023,1391
1811,Bindal,2024,1399
1811,Bindal,2025,1374
1811,Bindal,2026,1361
1812,Sømna,1986,2176
1812,Sømna,1987,2154
1812,Sømna,1987,2154
1812,Sømna,1988,2130
1812,Sømna,1989,2112
1812,Sømna,1990,2123
1812,Sømna,1990,2123
1812,Sømna,1991,2113
1812,Sømna,1992,2111
1812,Sømna,1993,2109
1812,Sømna,1994,2090
1812,Sømna,1995,2138
1812,Sømna,1995,2138
1812,Sømna,1996,2146
1812,Sømna,1997,2119
1812,Sømna,1998,2128
1812,Sømna,1999,2135
1812,Sømna,2000,2116
1812,Sømna,2000,2116
1812,Sømna,2001,2099
1812,Sømna,2002,2111
1812,Sømna,2003,2100
1812,Sømna,2004,2077
1812,Sømna,2005,2075
1812,Sømna,2006,2048
1812,Sømna,2007,2047
1812,Sømna,2008,2056
1812,Sømna,2009,2054
1812,Sømna,2010,2041
1812,Sømna,2011,2025
1812,Sømna,2012,2038
1812,Sømna,2013,2033
1812,Sømna,2014,2047
1812,Sømna,2015,2063
1812,Sømna,2016,2031
1812,Sømna,2017,2047
1812,Sømna,2018,2020
1812,Sømna,2019,2014
1812,Sømna,2020,1975
1812,Sømna,2021,1990
1812,Sømna,2022,1981
1812,Sømna,2023,1970
1812,Sømna,2024,1976
1812,Sømna,2025,1979
1812,Sømna,2026,2006
1813,Brønnøy,1986,6832
1813,Brønnøy,1987,6819
1813,Brønnøy,1987,6819
1813,Brønnøy,1988,6843
1813,Brønnøy,1989,6879
1813,Brønnøy,1990,6936
1813,Brønnøy,1990,6936
1813,Brønnøy,1991,6924
1813,Brønnøy,1992,6941
1813,Brønnøy,1993,6996
1813,Brønnøy,1994,6971
1813,Brønnøy,1995,7025
1813,Brønnøy,1995,7025
1813,Brønnøy,1996,7132
1813,Brønnøy,1997,7206
1813,Brønnøy,1998,7266
1813,Brønnøy,1999,7408
1813,Brønnøy,2000,7433
1813,Brønnøy,2000,7433
1813,Brønnøy,2001,7469
1813,Brønnøy,2002,7532
1813,Brønnøy,2003,7519
1813,Brønnøy,2004,7565
1813,Brønnøy,2005,7585
1813,Brønnøy,2006,7565
1813,Brønnøy,2007,7548
1813,Brønnøy,2008,7535
1813,Brønnøy,2009,7597
1813,Brønnøy,2010,7660
1813,Brønnøy,2011,7719
1813,Brønnøy,2012,7778
1813,Brønnøy,2013,7859
1813,Brønnøy,2014,7897
1813,Brønnøy,2015,7934
1813,Brønnøy,2016,7962
1813,Brønnøy,2017,7956
1813,Brønnøy,2018,7948
1813,Brønnøy,2019,7916
1813,Brønnøy,2020,7917
1813,Brønnøy,2021,7803
1813,Brønnøy,2022,7777
1813,Brønnøy,2023,7787
1813,Brønnøy,2024,7826
1813,Brønnøy,2025,7838
1813,Brønnøy,2026,7841
1815,Vega,1986,1661
1815,Vega,1987,1609
1815,Vega,1987,1609
1815,Vega,1988,1580
1815,Vega,1989,1572
1815,Vega,1990,1549
1815,Vega,1990,1549
1815,Vega,1991,1546
1815,Vega,1992,1537
1815,Vega,1993,1525
1815,Vega,1994,1492
1815,Vega,1995,1488
1815,Vega,1995,1488
1815,Vega,1996,1449
1815,Vega,1997,1448
1815,Vega,1998,1428
1815,Vega,1999,1403
1815,Vega,2000,1414
1815,Vega,2000,1414
1815,Vega,2001,1412
1815,Vega,2002,1392
1815,Vega,2003,1391
1815,Vega,2004,1380
1815,Vega,2005,1356
1815,Vega,2006,1308
1815,Vega,2007,1299
1815,Vega,2008,1295
1815,Vega,2009,1288
1815,Vega,2010,1288
1815,Vega,2011,1270
1815,Vega,2012,1256
1815,Vega,2013,1238
1815,Vega,2014,1223
1815,Vega,2015,1225
1815,Vega,2016,1244
1815,Vega,2017,1234
1815,Vega,2018,1221
1815,Vega,2019,1232
1815,Vega,2020,1200
1815,Vega,2021,1182
1815,Vega,2022,1175
1815,Vega,2023,1219
1815,Vega,2024,1208
1815,Vega,2025,1207
1815,Vega,2026,1202
1816,Vevelstad,1986,749
1816,Vevelstad,1987,729
1816,Vevelstad,1987,729
1816,Vevelstad,1988,706
1816,Vevelstad,1989,684
1816,Vevelstad,1990,671
1816,Vevelstad,1990,671
1816,Vevelstad,1991,659
1816,Vevelstad,1992,670
1816,Vevelstad,1993,679
1816,Vevelstad,1994,655
1816,Vevelstad,1995,667
1816,Vevelstad,1995,667
1816,Vevelstad,1996,644
1816,Vevelstad,1997,624
1816,Vevelstad,1998,618
1816,Vevelstad,1999,601
1816,Vevelstad,2000,592
1816,Vevelstad,2000,592
1816,Vevelstad,2001,576
1816,Vevelstad,2002,557
1816,Vevelstad,2003,538
1816,Vevelstad,2004,525
1816,Vevelstad,2005,524
1816,Vevelstad,2006,516
1816,Vevelstad,2007,504
1816,Vevelstad,2008,485
1816,Vevelstad,2009,501
1816,Vevelstad,2010,510
1816,Vevelstad,2011,520
1816,Vevelstad,2012,511
1816,Vevelstad,2013,500
1816,Vevelstad,2014,495
1816,Vevelstad,2015,510
1816,Vevelstad,2016,507
1816,Vevelstad,2017,528
1816,Vevelstad,2018,506
1816,Vevelstad,2019,497
1816,Vevelstad,2020,462
1816,Vevelstad,2021,465
1816,Vevelstad,2022,462
1816,Vevelstad,2023,454
1816,Vevelstad,2024,480
1816,Vevelstad,2025,470
1816,Vevelstad,2026,477
1818,Herøy (Nordland),1986,2124
1818,Herøy (Nordland),1987,2100
1818,Herøy (Nordland),1987,2100
1818,Herøy (Nordland),1988,2077
1818,Herøy (Nordland),1989,2060
1818,Herøy (Nordland),1990,2094
1818,Herøy (Nordland),1990,2094
1818,Herøy (Nordland),1991,2058
1818,Herøy (Nordland),1992,1995
1818,Herøy (Nordland),1993,1969
1818,Herøy (Nordland),1994,1963
1818,Herøy (Nordland),1995,1933
1818,Herøy (Nordland),1995,1933
1818,Herøy (Nordland),1996,1927
1818,Herøy (Nordland),1997,1934
1818,Herøy (Nordland),1998,1921
1818,Herøy (Nordland),1999,1895
1818,Herøy (Nordland),2000,1881
1818,Herøy (Nordland),2000,1881
1818,Herøy (Nordland),2001,1874
1818,Herøy (Nordland),2002,1835
1818,Herøy (Nordland),2003,1793
1818,Herøy (Nordland),2004,1748
1818,Herøy (Nordland),2005,1739
1818,Herøy (Nordland),2006,1725
1818,Herøy (Nordland),2007,1682
1818,Herøy (Nordland),2008,1683
1818,Herøy (Nordland),2009,1652
1818,Herøy (Nordland),2010,1618
1818,Herøy (Nordland),2011,1649
1818,Herøy (Nordland),2012,1711
1818,Herøy (Nordland),2013,1759
1818,Herøy (Nordland),2014,1733
1818,Herøy (Nordland),2015,1737
1818,Herøy (Nordland),2016,1743
1818,Herøy (Nordland),2017,1788
1818,Herøy (Nordland),2018,1790
1818,Herøy (Nordland),2019,1780
1818,Herøy (Nordland),2020,1777
1818,Herøy (Nordland),2021,1793
1818,Herøy (Nordland),2022,1825
1818,Herøy (Nordland),2023,1839
1818,Herøy (Nordland),2024,1842
1818,Herøy (Nordland),2025,1888
1818,Herøy (Nordland),2026,1874
1820,Alstahaug,1986,7612
1820,Alstahaug,1987,7573
1820,Alstahaug,1987,7573
1820,Alstahaug,1988,7505
1820,Alstahaug,1989,7464
1820,Alstahaug,1990,7487
1820,Alstahaug,1990,7487
1820,Alstahaug,1991,7491
1820,Alstahaug,1992,7566
1820,Alstahaug,1993,7648
1820,Alstahaug,1994,7631
1820,Alstahaug,1995,7523
1820,Alstahaug,1995,7523
1820,Alstahaug,1996,7446
1820,Alstahaug,1997,7418
1820,Alstahaug,1998,7448
1820,Alstahaug,1999,7371
1820,Alstahaug,2000,7440
1820,Alstahaug,2000,7440
1820,Alstahaug,2001,7404
1820,Alstahaug,2002,7434
1820,Alstahaug,2003,7445
1820,Alstahaug,2004,7378
1820,Alstahaug,2005,7398
1820,Alstahaug,2006,7306
1820,Alstahaug,2007,7225
1820,Alstahaug,2008,7207
1820,Alstahaug,2009,7208
1820,Alstahaug,2010,7196
1820,Alstahaug,2011,7296
1820,Alstahaug,2012,7372
1820,Alstahaug,2013,7361
1820,Alstahaug,2014,7394
1820,Alstahaug,2015,7454
1820,Alstahaug,2016,7437
1820,Alstahaug,2017,7428
1820,Alstahaug,2018,7450
1820,Alstahaug,2019,7415
1820,Alstahaug,2020,7447
1820,Alstahaug,2021,7394
1820,Alstahaug,2022,7333
1820,Alstahaug,2023,7300
1820,Alstahaug,2024,7421
1820,Alstahaug,2025,7465
1820,Alstahaug,2026,7489
1822,Leirfjord,1986,2429
1822,Leirfjord,1987,2357
1822,Leirfjord,1987,2357
1822,Leirfjord,1988,2389
1822,Leirfjord,1989,2367
1822,Leirfjord,1990,2364
1822,Leirfjord,1990,2364
1822,Leirfjord,1991,2376
1822,Leirfjord,1992,2357
1822,Leirfjord,1993,2332
1822,Leirfjord,1994,2315
1822,Leirfjord,1995,2332
1822,Leirfjord,1995,2332
1822,Leirfjord,1996,2372
1822,Leirfjord,1997,2349
1822,Leirfjord,1998,2268
1822,Leirfjord,1999,2243
1822,Leirfjord,2000,2242
1822,Leirfjord,2000,2242
1822,Leirfjord,2001,2219
1822,Leirfjord,2002,2200
1822,Leirfjord,2003,2214
1822,Leirfjord,2004,2227
1822,Leirfjord,2005,2156
1822,Leirfjord,2006,2156
1822,Leirfjord,2007,2123
1822,Leirfjord,2008,2090
1822,Leirfjord,2009,2088
1822,Leirfjord,2010,2140
1822,Leirfjord,2011,2160
1822,Leirfjord,2012,2107
1822,Leirfjord,2013,2144
1822,Leirfjord,2014,2188
1822,Leirfjord,2015,2188
1822,Leirfjord,2016,2216
1822,Leirfjord,2017,2278
1822,Leirfjord,2018,2307
1822,Leirfjord,2019,2320
1822,Leirfjord,2020,2294
1822,Leirfjord,2021,2278
1822,Leirfjord,2022,2257
1822,Leirfjord,2023,2270
1822,Leirfjord,2024,2352
1822,Leirfjord,2025,2354
1822,Leirfjord,2026,2392
1824,Vefsn,1986,13189
1824,Vefsn,1987,13147
1824,Vefsn,1987,13147
1824,Vefsn,1988,13196
1824,Vefsn,1989,13225
1824,Vefsn,1990,13286
1824,Vefsn,1990,13286
1824,Vefsn,1991,13417
1824,Vefsn,1992,13427
1824,Vefsn,1993,13464
1824,Vefsn,1994,13565
1824,Vefsn,1995,13599
1824,Vefsn,1995,13599
1824,Vefsn,1996,13699
1824,Vefsn,1997,13635
1824,Vefsn,1998,13585
1824,Vefsn,1999,13549
1824,Vefsn,2000,13553
1824,Vefsn,2000,13553
1824,Vefsn,2001,13501
1824,Vefsn,2002,13484
1824,Vefsn,2003,13456
1824,Vefsn,2004,13473
1824,Vefsn,2005,13486
1824,Vefsn,2006,13440
1824,Vefsn,2007,13571
1824,Vefsn,2008,13424
1824,Vefsn,2009,13342
1824,Vefsn,2010,13388
1824,Vefsn,2011,13307
1824,Vefsn,2012,13258
1824,Vefsn,2013,13252
1824,Vefsn,2014,13286
1824,Vefsn,2015,13352
1824,Vefsn,2016,13427
1824,Vefsn,2017,13465
1824,Vefsn,2018,13448
1824,Vefsn,2019,13403
1824,Vefsn,2020,13278
1824,Vefsn,2021,13268
1824,Vefsn,2022,13233
1824,Vefsn,2023,13342
1824,Vefsn,2024,13469
1824,Vefsn,2025,13475
1824,Vefsn,2026,13481
1825,Grane,1986,1755
1825,Grane,1987,1761
1825,Grane,1987,1761
1825,Grane,1988,1757
1825,Grane,1989,1740
1825,Grane,1990,1734
1825,Grane,1990,1734
1825,Grane,1991,1714
1825,Grane,1992,1701
1825,Grane,1993,1698
1825,Grane,1994,1684
1825,Grane,1995,1678
1825,Grane,1995,1678
1825,Grane,1996,1657
1825,Grane,1997,1654
1825,Grane,1998,1682
1825,Grane,1999,1648
1825,Grane,2000,1652
1825,Grane,2000,1652
1825,Grane,2001,1611
1825,Grane,2002,1569
1825,Grane,2003,1542
1825,Grane,2004,1536
1825,Grane,2005,1544
1825,Grane,2006,1543
1825,Grane,2007,1540
1825,Grane,2008,1537
1825,Grane,2009,1500
1825,Grane,2010,1496
1825,Grane,2011,1487
1825,Grane,2012,1455
1825,Grane,2013,1459
1825,Grane,2014,1465
1825,Grane,2015,1458
1825,Grane,2016,1462
1825,Grane,2017,1469
1825,Grane,2018,1463
1825,Grane,2019,1493
1825,Grane,2020,1482
1825,Grane,2021,1453
1825,Grane,2022,1461
1825,Grane,2023,1454
1825,Grane,2024,1447
1825,Grane,2025,1430
1825,Grane,2026,1415
1826,Aarborte - Hattfjelldal,1986,1768
1826,Aarborte - Hattfjelldal,1987,1758
1826,Aarborte - Hattfjelldal,1987,1758
1826,Aarborte - Hattfjelldal,1988,1736
1826,Aarborte - Hattfjelldal,1989,1751
1826,Aarborte - Hattfjelldal,1990,1728
1826,Aarborte - Hattfjelldal,1990,1728
1826,Aarborte - Hattfjelldal,1991,1728
1826,Aarborte - Hattfjelldal,1992,1718
1826,Aarborte - Hattfjelldal,1993,1711
1826,Aarborte - Hattfjelldal,1994,1674
1826,Aarborte - Hattfjelldal,1995,1666
1826,Aarborte - Hattfjelldal,1995,1666
1826,Aarborte - Hattfjelldal,1996,1664
1826,Aarborte - Hattfjelldal,1997,1640
1826,Aarborte - Hattfjelldal,1998,1635
1826,Aarborte - Hattfjelldal,1999,1636
1826,Aarborte - Hattfjelldal,2000,1634
1826,Aarborte - Hattfjelldal,2000,1634
1826,Aarborte - Hattfjelldal,2001,1632
1826,Aarborte - Hattfjelldal,2002,1603
1826,Aarborte - Hattfjelldal,2003,1569
1826,Aarborte - Hattfjelldal,2004,1562
1826,Aarborte - Hattfjelldal,2005,1530
1826,Aarborte - Hattfjelldal,2006,1503
1826,Aarborte - Hattfjelldal,2007,1482
1826,Aarborte - Hattfjelldal,2008,1463
1826,Aarborte - Hattfjelldal,2009,1438
1826,Aarborte - Hattfjelldal,2010,1444
1826,Aarborte - Hattfjelldal,2011,1463
1826,Aarborte - Hattfjelldal,2012,1456
1826,Aarborte - Hattfjelldal,2013,1471
1826,Aarborte - Hattfjelldal,2014,1500
1826,Aarborte - Hattfjelldal,2015,1533
1826,Aarborte - Hattfjelldal,2016,1465
1826,Aarborte - Hattfjelldal,2017,1414
1826,Aarborte - Hattfjelldal,2018,1411
1826,Aarborte - Hattfjelldal,2019,1359
1826,Aarborte - Hattfjelldal,2020,1297
1826,Aarborte - Hattfjelldal,2021,1267
1826,Aarborte - Hattfjelldal,2022,1273
1826,Aarborte - Hattfjelldal,2023,1278
1826,Aarborte - Hattfjelldal,2024,1284
1826,Aarborte - Hattfjelldal,2025,1274
1826,Aarborte - Hattfjelldal,2026,1255
1827,Dønna,1986,1966
1827,Dønna,1987,1936
1827,Dønna,1987,1936
1827,Dønna,1988,1860
1827,Dønna,1989,1824
1827,Dønna,1990,1787
1827,Dønna,1990,1787
1827,Dønna,1991,1793
1827,Dønna,1992,1786
1827,Dønna,1993,1753
1827,Dønna,1994,1737
1827,Dønna,1995,1738
1827,Dønna,1995,1738
1827,Dønna,1996,1693
1827,Dønna,1997,1678
1827,Dønna,1998,1635
1827,Dønna,1999,1595
1827,Dønna,2000,1582
1827,Dønna,2000,1582
1827,Dønna,2001,1595
1827,Dønna,2002,1556
1827,Dønna,2003,1541
1827,Dønna,2004,1543
1827,Dønna,2005,1528
1827,Dønna,2006,1507
1827,Dønna,2007,1489
1827,Dønna,2008,1463
1827,Dønna,2009,1432
1827,Dønna,2010,1431
1827,Dønna,2011,1449
1827,Dønna,2012,1433
1827,Dønna,2013,1431
1827,Dønna,2014,1420
1827,Dønna,2015,1407
1827,Dønna,2016,1402
1827,Dønna,2017,1410
1827,Dønna,2018,1403
1827,Dønna,2019,1391
1827,Dønna,2020,1371
1827,Dønna,2021,1371
1827,Dønna,2022,1369
1827,Dønna,2023,1391
1827,Dønna,2024,1427
1827,Dønna,2025,1447
1827,Dønna,2026,1445
1828,Nesna,1986,1832
1828,Nesna,1987,1770
1828,Nesna,1987,1770
1828,Nesna,1988,1751
1828,Nesna,1989,1767
1828,Nesna,1990,1810
1828,Nesna,1990,1810
1828,Nesna,1991,1765
1828,Nesna,1992,1777
1828,Nesna,1993,1791
1828,Nesna,1994,1783
1828,Nesna,1995,1795
1828,Nesna,1995,1795
1828,Nesna,1996,1833
1828,Nesna,1997,1836
1828,Nesna,1998,1897
1828,Nesna,1999,1865
1828,Nesna,2000,1882
1828,Nesna,2000,1882
1828,Nesna,2001,1913
1828,Nesna,2002,1855
1828,Nesna,2003,1838
1828,Nesna,2004,1822
1828,Nesna,2005,1801
1828,Nesna,2006,1769
1828,Nesna,2007,1776
1828,Nesna,2008,1792
1828,Nesna,2009,1786
1828,Nesna,2010,1786
1828,Nesna,2011,1808
1828,Nesna,2012,1813
1828,Nesna,2013,1875
1828,Nesna,2014,1902
1828,Nesna,2015,1871
1828,Nesna,2016,1838
1828,Nesna,2017,1837
1828,Nesna,2018,1805
1828,Nesna,2019,1792
1828,Nesna,2020,1761
1828,Nesna,2021,1701
1828,Nesna,2022,1698
1828,Nesna,2023,1783
1828,Nesna,2024,1808
1828,Nesna,2025,1770
1828,Nesna,2026,1796
1832,Hemnes,1986,4935
1832,Hemnes,1987,4854
1832,Hemnes,1987,4854
1832,Hemnes,1988,4870
1832,Hemnes,1989,4848
1832,Hemnes,1990,4821
1832,Hemnes,1990,4821
1832,Hemnes,1991,4842
1832,Hemnes,1992,4832
1832,Hemnes,1993,4811
