kom2024,aar,stemmer_9parti,stemmer_andre,godkjente_i_alt
0301,1993,252928,24665,277593
0301,1997,278721,15947,294668
0301,2001,272435,16525,288960
0301,2005,296835,11999,308834
0301,2009,320701,1868,322569
0301,2013,344340,4202,348542
0301,2017,361753,5348,367101
0301,2021,370233,9332,379565
0301,2025,408155,13763,421918
1101,1993,6777,193,6970
1101,1997,7216,108,7324
1101,2001,7003,212,7215
1101,2005,7166,136,7302
1101,2009,7205,70,7275
1101,2013,7477,150,7627
1101,2017,7895,133,8028
1101,2021,7917,267,8184
1101,2025,8301,315,8616
1103,1993,58946,1877,60823
1103,1997,62829,1756,64585
1103,2001,62129,2236,64365
1103,2005,66242,1379,67621
1103,2009,68831,622,69453
1103,2013,70799,1050,71849
1103,2017,73462,1194,74656
1103,2021,74906,2381,77287
1103,2025,82124,2863,84987
1106,1993,15731,878,16609
1106,1997,16875,427,17302
1106,2001,16285,654,16939
1106,2005,17148,468,17616
1106,2009,17675,306,17981
1106,2013,18375,705,19080
1106,2017,19089,565,19654
1106,2021,19100,949,20049
1106,2025,20360,1141,21501
1108,1993,26679,756,27435
1108,1997,28649,790,29439
1108,2001,29272,1054,30326
1108,2005,31457,638,32095
1108,2009,34062,423,34485
1108,2013,36283,840,37123
1108,2017,38420,808,39228
1108,2021,38984,1632,40616
1108,2025,42887,1989,44876
1111,1993,2022,54,2076
1111,1997,2033,41,2074
1111,2001,1846,64,1910
1111,2005,1896,31,1927
1111,2009,1844,37,1881
1111,2013,1800,108,1908
1111,2017,1896,62,1958
1111,2021,1852,91,1943
1111,2025,1940,117,2057
1112,1993,1645,43,1688
1112,1997,1758,48,1806
1112,2001,1647,77,1724
1112,2005,1703,40,1743
1112,2009,1701,26,1727
1112,2013,1716,76,1792
1112,2017,1777,47,1824
1112,2021,1680,93,1773
1112,2025,1787,128,1915
1114,1993,1427,18,1445
1114,1997,1457,19,1476
1114,2001,1392,38,1430
1114,2005,1427,23,1450
1114,2009,1445,6,1451
1114,2013,1537,36,1573
1114,2017,1546,18,1564
1114,2021,1569,42,1611
1114,2025,1607,63,1670
1119,1993,7179,155,7334
1119,1997,7670,96,7766
1119,2001,7383,276,7659
1119,2005,7930,173,8103
1119,2009,8258,122,8380
1119,2013,8894,284,9178
1119,2017,9507,255,9762
1119,2021,9646,374,10020
1119,2025,10309,563,10872
1120,1993,6724,137,6861
1120,1997,7406,104,7510
1120,2001,7313,200,7513
1120,2005,7651,127,7778
1120,2009,8475,70,8545
1120,2013,9299,204,9503
1120,2017,9946,235,10181
1120,2021,10232,356,10588
1120,2025,11170,604,11774
1121,1993,6916,129,7045
1121,1997,7446,130,7576
1121,2001,7490,249,7739
1121,2005,8288,156,8444
1121,2009,8896,90,8986
1121,2013,9722,211,9933
1121,2017,10234,214,10448
1121,2021,10526,348,10874
1121,2025,11412,495,11907
1122,1993,4061,79,4140
1122,1997,4453,85,4538
1122,2001,4497,154,4651
1122,2005,4933,88,5021
1122,2009,5371,28,5399
1122,2013,5722,98,5820
1122,2017,6048,99,6147
1122,2021,6060,231,6291
1122,2025,6449,325,6774
1124,1993,8677,317,8994
1124,1997,9926,234,10160
1124,2001,9900,327,10227
1124,2005,10661,150,10811
1124,2009,11855,125,11980
1124,2013,12862,190,13052
1124,2017,13588,222,13810
1124,2021,13949,473,14422
1124,2025,15269,629,15898
1127,1993,4475,80,4555
1127,1997,4809,92,4901
1127,2001,4691,170,4861
1127,2005,5047,87,5134
1127,2009,5428,39,5467
1127,2013,5630,89,5719
1127,2017,5961,104,6065
1127,2021,6287,179,6466
1127,2025,6600,256,6856
1130,1993,5119,148,5267
1130,1997,5420,97,5517
1130,2001,5331,204,5535
1130,2005,5721,127,5848
1130,2009,5894,75,5969
1130,2013,6223,170,6393
1130,2017,6577,144,6721
1130,2021,6971,295,7266
1130,2025,7488,444,7932
1133,1993,1618,16,1634
1133,1997,1641,23,1664
1133,2001,1541,45,1586
1133,2005,1513,26,1539
1133,2009,1454,24,1478
1133,2013,1425,17,1442
1133,2017,1436,18,1454
1133,2021,1374,49,1423
1133,2025,1433,58,1491
1134,1993,2329,35,2364
1134,1997,2365,52,2417
1134,2001,2197,93,2290
1134,2005,2182,56,2238
1134,2009,2153,11,2164
1134,2013,2113,43,2156
1134,2017,2170,23,2193
1134,2021,2178,66,2244
1134,2025,2185,91,2276
1135,1993,3082,67,3149
1135,1997,3110,93,3203
1135,2001,2983,97,3080
1135,2005,2842,42,2884
1135,2009,2706,23,2729
1135,2013,2708,42,2750
1135,2017,2614,51,2665
1135,2021,2604,88,2692
1135,2025,2592,92,2684
1144,1993,303,5,308
1144,1997,331,5,336
1144,2001,279,27,306
1144,2005,307,9,316
1144,2009,318,3,321
1144,2013,330,12,342
1144,2017,333,4,337
1144,2021,337,4,341
1144,2025,350,17,367
1145,1993,449,9,458
1145,1997,462,7,469
1145,2001,405,47,452
1145,2005,432,29,461
1145,2009,473,7,480
1145,2013,472,12,484
1145,2017,505,9,514
1145,2021,527,21,548
1145,2025,540,21,561
1146,1993,4318,168,4486
1146,1997,4640,94,4734
1146,2001,4602,211,4813
1146,2005,4957,134,5091
1146,2009,5176,54,5230
1146,2013,5681,183,5864
1146,2017,6011,151,6162
1146,2021,6053,316,6369
1146,2025,6448,385,6833
1149,1993,17345,873,18218
1149,1997,19422,409,19831
1149,2001,18723,817,19540
1149,2005,19922,529,20451
1149,2009,20680,291,20971
1149,2013,21612,683,22295
1149,2017,22318,612,22930
1149,2021,21798,1166,22964
1149,2025,23608,1353,24961
1151,1993,126,0,126
1151,1997,133,2,135
1151,2001,118,15,133
1151,2005,123,7,130
1151,2009,148,1,149
1151,2013,136,5,141
1151,2017,134,1,135
1151,2021,129,2,131
1151,2025,141,11,152
1160,1993,4508,76,4584
1160,1997,4609,72,4681
1160,2001,4348,172,4520
1160,2005,4378,73,4451
1160,2009,4242,26,4268
1160,2013,4466,105,4571
1160,2017,4599,73,4672
1160,2021,4617,149,4766
1160,2025,4831,225,5056
1505,1993,11987,354,12341
1505,1997,12711,234,12945
1505,2001,11821,436,12257
1505,2005,12674,155,12829
1505,2009,12695,39,12734
1505,2013,13057,135,13192
1505,2017,11027,1894,12921
1505,2021,12892,460,13352
1505,2025,13354,546,13900
1506,1993,16225,450,16675
1506,1997,17322,455,17777
1506,2001,16584,621,17205
1506,2005,17579,240,17819
1506,2009,17431,73,17504
1506,2013,18015,220,18235
1506,2017,18436,349,18785
1506,2021,17797,478,18275
1506,2025,18621,723,19344
1508,1993,21959,867,22826
1508,1997,24313,866,25179
1508,2001,23696,991,24687
1508,2005,25972,418,26390
1508,2009,26740,109,26849
1508,2013,27858,455,28313
1508,2017,28948,456,29404
1508,2021,34959,1375,36334
1508,2025,32987,1188,34175
1511,1993,2111,36,2147
1511,1997,2148,23,2171
1511,2001,1676,295,1971
1511,2005,1876,256,2132
1511,2009,1995,38,2033
1511,2013,1933,42,1975
1511,2017,1943,32,1975
1511,2021,1859,113,1972
1511,2025,1819,108,1927
1514,1993,1876,33,1909
1514,1997,1882,36,1918
1514,2001,1683,122,1805
1514,2005,1454,49,1503
1514,2009,1418,14,1432
1514,2013,1405,29,1434
1514,2017,1367,15,1382
1514,2021,1262,46,1308
1514,2025,1279,57,1336
1515,1993,4432,137,4569
1515,1997,4759,67,4826
1515,2001,4413,204,4617
1515,2005,4717,78,4795
1515,2009,4672,26,4698
1515,2013,4727,128,4855
1515,2017,4877,72,4949
1515,2021,4567,259,4826
1515,2025,4936,235,5171
1516,1993,3293,71,3364
1516,1997,3622,52,3674
1516,2001,3477,128,3605
1516,2005,3711,79,3790
1516,2009,3938,26,3964
1516,2013,4148,80,4228
1516,2017,4442,58,4500
1516,2021,4567,197,4764
1516,2025,4886,239,5125
1517,1993,2394,70,2464
1517,1997,2627,59,2686
1517,2001,2437,125,2562
1517,2005,2557,65,2622
1517,2009,2610,15,2625
1517,2013,2695,66,2761
1517,2017,2737,21,2758
1517,2021,2579,152,2731
1517,2025,2690,165,2855
1520,1993,5760,136,5896
1520,1997,5925,119,6044
1520,2001,5497,266,5763
1520,2005,5778,126,5904
1520,2009,5702,35,5737
1520,2013,5813,91,5904
1520,2017,6070,77,6147
1520,2021,5960,258,6218
1520,2025,6214,316,6530
1525,1993,2596,33,2629
1525,1997,2722,28,2750
1525,2001,2452,121,2573
1525,2005,2537,42,2579
1525,2009,2441,6,2447
1525,2013,2409,38,2447
1525,2017,2426,33,2459
1525,2021,2331,53,2384
1525,2025,2273,66,2339
1528,1993,3841,85,3926
1528,1997,4094,72,4166
1528,2001,3879,207,4086
1528,2005,4162,60,4222
1528,2009,4023,31,4054
1528,2013,4046,83,4129
1528,2017,4159,77,4236
1528,2021,4042,148,4190
1528,2025,4279,165,4444
1531,1993,3680,134,3814
1531,1997,3935,103,4038
1531,2001,3788,206,3994
1531,2005,4242,71,4313
1531,2009,4240,36,4276
1531,2013,4404,131,4535
1531,2017,4707,82,4789
1531,2021,4785,182,4967
1531,2025,5226,196,5422
1532,1993,3351,54,3405
1532,1997,3478,92,3570
1532,2001,3467,131,3598
1532,2005,3686,70,3756
1532,2009,3833,31,3864
1532,2013,4009,105,4114
1532,2017,4445,53,4498
1532,2021,4468,184,4652
1532,2025,4928,165,5093
1535,1993,3437,80,3517
1535,1997,3553,71,3624
1535,2001,3288,181,3469
1535,2005,3484,52,3536
1535,2009,3504,15,3519
1535,2013,3546,81,3627
1535,2017,3539,136,3675
1535,2021,3784,124,3908
1535,2025,3938,200,4138
1539,1993,4248,89,4337
1539,1997,4395,78,4473
1539,2001,3995,188,4183
1539,2005,4170,62,4232
1539,2009,4035,6,4041
1539,2013,4026,41,4067
1539,2017,4013,78,4091
1539,2021,3801,138,3939
1539,2025,3992,139,4131
1547,1993,1595,37,1632
1547,1997,1718,37,1755
1547,2001,1582,78,1660
1547,2005,1706,22,1728
1547,2009,1670,18,1688
1547,2013,1749,31,1780
1547,2017,1840,27,1867
1547,2021,1847,62,1909
1547,2025,1915,107,2022
1554,1993,2979,59,3038
1554,1997,3224,38,3262
1554,2001,2853,132,2985
1554,2005,3058,49,3107
1554,2009,2983,8,2991
1554,2013,3068,32,3100
1554,2017,3006,143,3149
1554,2021,3016,149,3165
1554,2025,3215,171,3386
1557,1993,1616,14,1630
1557,1997,1654,27,1681
1557,2001,1510,52,1562
1557,2005,1592,22,1614
1557,2009,1510,12,1522
1557,2013,1431,15,1446
1557,2017,1444,43,1487
1557,2021,1473,49,1522
1557,2025,1505,56,1561
1560,1993,1973,28,2001
1560,1997,1929,29,1958
1560,2001,1722,58,1780
1560,2005,1765,18,1783
1560,2009,1773,9,1782
1560,2013,1740,23,1763
1560,2017,1748,49,1797
1560,2021,1739,71,1810
1560,2025,1729,92,1821
1563,1993,4390,79,4469
1563,1997,4636,75,4711
1563,2001,4092,139,4231
1563,2005,4295,50,4345
1563,2009,4294,13,4307
1563,2013,4218,27,4245
1563,2017,4183,37,4220
1563,2021,4056,135,4191
1563,2025,4020,96,4116
1566,1993,3613,35,3648
1566,1997,3574,55,3629
1566,2001,3180,95,3275
1566,2005,3378,30,3408
1566,2009,3232,9,3241
1566,2013,3300,28,3328
1566,2017,3358,29,3387
1566,2021,3342,65,3407
1566,2025,3250,116,3366
1573,1993,1468,9,1477
1573,1997,1502,7,1509
1573,2001,1222,140,1362
1573,2005,1271,39,1310
1573,2009,1250,3,1253
1573,2013,1207,32,1239
1573,2017,1170,78,1248
1573,2021,1188,46,1234
1573,2025,1176,69,1245
1576,1993,3321,42,3363
1576,1997,3446,59,3505
1576,2001,2935,179,3114
1576,2005,3012,67,3079
1576,2009,2880,4,2884
1576,2013,2893,23,2916
1576,2017,2804,132,2936
1576,2021,2028,84,2112
1576,2025,1864,107,1971
1577,1993,4798,68,4866
1577,1997,4913,63,4976
1577,2001,4499,230,4729
1577,2005,4742,130,4872
1577,2009,4894,31,4925
1577,2013,5025,86,5111
1577,2017,5313,43,5356
1577,2021,6236,235,6471
1577,2025,6407,287,6694
1578,1993,1765,28,1793
1578,1997,1773,39,1812
1578,2001,1510,94,1604
1578,2005,1483,23,1506
1578,2009,1439,8,1447
1578,2013,1403,29,1432
1578,2017,1409,24,1433
1578,2021,1385,39,1424
1578,2025,1396,51,1447
1579,1993,6418,221,6639
1579,1997,6810,165,6975
1579,2001,6453,229,6682
1579,2005,6739,107,6846
1579,2009,6743,58,6801
1579,2013,6995,112,7107
1579,2017,7028,155,7183
1579,2021,7012,333,7345
1579,2025,7478,410,7888
1580,1993,4914,126,5040
1580,1997,5073,98,5171
1580,2001,4761,255,5016
1580,2005,4930,82,5012
1580,2009,4785,37,4822
1580,2013,4688,99,4787
1580,2017,5045,74,5119
1580,2025,5118,244,5362
1804,1993,19547,573,20120
1804,1997,21239,1165,22404
1804,2001,20515,2039,22554
1804,2005,24520,708,25228
1804,2009,26243,119,26362
1804,2013,27963,504,28467
1804,2017,28907,410,29317
1804,2021,29222,758,29980
1804,2025,30218,1140,31358
1806,1993,11544,295,11839
1806,1997,11389,738,12127
1806,2001,10401,1074,11475
1806,2005,11326,375,11701
1806,2009,11456,54,11510
1806,2013,11377,185,11562
1806,2017,11262,239,11501
1806,2021,11279,308,11587
1806,2025,11411,544,11955
1811,1993,1207,16,1223
1811,1997,1152,62,1214
1811,2001,998,155,1153
1811,2005,1056,47,1103
1811,2009,996,3,999
1811,2013,965,18,983
1811,2017,982,6,988
1811,2021,913,25,938
1811,2025,820,31,851
1812,1993,1268,19,1287
1812,1997,1177,82,1259
1812,2001,1015,194,1209
1812,2005,1141,62,1203
1812,2009,1152,9,1161
1812,2013,1176,17,1193
1812,2017,1203,12,1215
1812,2021,1232,20,1252
1812,2025,1172,50,1222
1813,1993,3731,73,3804
1813,1997,3583,390,3973
1813,2001,3186,765,3951
1813,2005,3914,230,4144
1813,2009,3897,23,3920
1813,2013,4102,72,4174
1813,2017,4273,75,4348
1813,2021,4254,151,4405
1813,2025,4336,189,4525
1815,1993,891,13,904
1815,1997,789,114,903
1815,2001,646,201,847
1815,2005,746,69,815
1815,2009,758,6,764
1815,2013,752,19,771
1815,2017,766,13,779
1815,2021,736,25,761
1815,2025,707,54,761
1816,1993,382,4,386
1816,1997,326,48,374
1816,2001,234,93,327
1816,2005,274,28,302
1816,2009,293,3,296
1816,2013,276,6,282
1816,2017,281,4,285
1816,2021,287,3,290
1816,2025,262,10,272
1818,1993,973,11,984
1818,1997,897,140,1037
1818,2001,665,289,954
1818,2005,806,79,885
1818,2009,814,22,836
1818,2013,863,23,886
1818,2017,856,25,881
1818,2021,866,32,898
1818,2025,858,30,888
1820,1993,3497,99,3596
1820,1997,3528,374,3902
1820,2001,3009,745,3754
1820,2005,3682,247,3929
1820,2009,3657,62,3719
1820,2013,3804,65,3869
1820,2017,3865,61,3926
1820,2021,3840,142,3982
1820,2025,3861,169,4030
1822,1993,1214,22,1236
1822,1997,1097,110,1207
1822,2001,966,192,1158
1822,2005,1072,53,1125
1822,2009,1139,14,1153
1822,2013,1180,14,1194
1822,2017,1192,17,1209
1822,2021,1242,30,1272
1822,2025,1246,67,1313
1824,1993,7168,107,7275
1824,1997,7584,361,7945
1824,2001,6698,660,7358
1824,2005,7511,226,7737
1824,2009,7503,29,7532
1824,2013,7345,126,7471
1824,2017,7440,104,7544
1824,2021,7237,255,7492
1824,2025,7358,292,7650
1825,1993,979,9,988
1825,1997,910,54,964
1825,2001,824,78,902
1825,2005,883,29,912
1825,2009,860,8,868
1825,2013,844,14,858
1825,2017,858,6,864
1825,2021,826,24,850
1825,2025,768,50,818
1826,1993,1102,10,1112
1826,1997,1032,21,1053
1826,2001,912,53,965
1826,2005,934,9,943
1826,2009,898,3,901
1826,2013,856,11,867
1826,2017,837,9,846
1826,2021,803,22,825
1826,2025,728,28,756
1827,1993,881,27,908
1827,1997,768,151,919
1827,2001,578,277,855
1827,2005,754,62,816
1827,2009,705,34,739
1827,2013,758,28,786
1827,2017,774,27,801
1827,2021,803,23,826
1827,2025,762,55,817
1828,1993,975,20,995
1828,1997,918,125,1043
1828,2001,843,162,1005
1828,2005,918,69,987
1828,2009,939,19,958
1828,2013,972,11,983
1828,2017,1001,14,1015
1828,2021,941,39,980
1828,2025,896,44,940
1832,1993,2856,22,2878
1832,1997,2689,185,2874
1832,2001,2327,290,2617
1832,2005,2542,142,2684
1832,2009,2511,40,2551
1832,2013,2612,63,2675
1832,2017,2624,22,2646
1832,2021,2539,68,2607
1832,2025,2487,141,2628
1833,1993,12783,258,13041
1833,1997,13462,731,14193
1833,2001,12609,1185,13794
1833,2005,14261,415,14676
1833,2009,14028,78,14106
1833,2013,14405,175,14580
1833,2017,14554,182,14736
1833,2021,14227,451,14678
1833,2025,14478,776,15254
1834,1993,1197,13,1210
1834,1997,1058,205,1263
1834,2001,816,327,1143
1834,2005,971,183,1154
1834,2009,943,141,1084
1834,2013,1098,36,1134
1834,2017,1065,30,1095
1834,2021,1053,32,1085
1834,2025,1025,43,1068
1835,1993,280,2,282
1835,1997,182,108,290
1835,2001,139,120,259
1835,2005,174,64,238
1835,2009,209,22,231
1835,2013,221,2,223
1835,2017,207,8,215
1835,2021,217,5,222
1835,2025,206,6,212
1836,1993,926,13,939
1836,1997,756,138,894
1836,2001,539,278,817
1836,2005,701,73,774
1836,2009,670,25,695
1836,2013,684,42,726
1836,2017,677,20,697
1836,2021,679,30,709
1836,2025,666,37,703
1837,1993,3721,73,3794
1837,1997,3534,365,3899
1837,2001,3062,620,3682
1837,2005,3554,159,3713
1837,2009,3420,40,3460
1837,2013,3383,76,3459
1837,2017,3305,58,3363
1837,2021,3216,179,3395
1837,2025,3090,233,3323
1838,1993,1428,30,1458
1838,1997,1311,149,1460
1838,2001,1131,183,1314
1838,2005,1177,84,1261
1838,2009,1170,13,1183
1838,2013,1121,26,1147
1838,2017,1074,34,1108
1838,2021,1076,56,1132
1838,2025,1054,80,1134
1839,1993,827,15,842
1839,1997,797,39,836
1839,2001,622,106,728
1839,2005,703,16,719
1839,2009,683,2,685
1839,2013,653,3,656
1839,2017,672,7,679
1839,2021,617,24,641
1839,2025,612,41,653
1840,1993,2690,67,2757
1840,1997,2637,182,2819
1840,2001,2493,228,2721
1840,2005,2781,59,2840
1840,2009,2692,12,2704
1840,2013,2703,22,2725
1840,2017,2678,19,2697
1840,2021,2597,81,2678
1840,2025,2546,120,2666
1841,1993,6243,152,6395
1841,1997,6111,304,6415
1841,2001,5574,487,6061
1841,2005,5527,100,5627
1841,2009,5323,17,5340
1841,2013,5393,73,5466
1841,2017,5543,63,5606
1841,2021,5275,224,5499
1841,2025,5402,253,5655
1845,1993,1419,18,1437
1845,1997,1355,131,1486
1845,2001,1168,198,1366
1845,2005,1266,32,1298
1845,2009,1181,5,1186
1845,2013,1150,28,1178
1845,2017,1130,17,1147
1845,2021,1090,35,1125
1845,2025,1044,56,1100
1848,1993,1652,31,1683
1848,1997,1476,254,1730
1848,2001,1274,328,1602
1848,2005,1430,83,1513
1848,2009,1428,19,1447
1848,2013,1370,74,1444
1848,2017,1458,11,1469
1848,2021,1422,46,1468
1848,2025,1367,58,1425
1851,1993,1567,19,1586
1851,1997,1328,204,1532
1851,2001,1183,211,1394
1851,2005,1295,86,1381
1851,2009,1251,25,1276
1851,2013,1288,19,1307
1851,2017,1176,24,1200
1851,2021,1156,35,1191
1851,2025,1163,39,1202
1853,1993,956,15,971
1853,1997,878,57,935
1853,2001,753,121,874
1853,2005,790,37,827
1853,2009,778,7,785
1853,2013,782,7,789
1853,2017,793,11,804
1853,2021,791,33,824
1853,2025,805,38,843
1856,1993,358,1,359
1856,1997,299,76,375
1856,2001,236,114,350
1856,2005,288,32,320
1856,2009,314,15,329
1856,2013,288,9,297
1856,2017,291,11,302
1856,2021,275,7,282
1856,2025,277,7,284
1857,1993,419,1,420
1857,1997,323,129,452
1857,2001,271,131,402
1857,2005,365,46,411
1857,2009,359,15,374
1857,2013,339,21,360
1857,2017,360,9,369
1857,2021,332,16,348
1857,2025,292,24,316
1859,1993,879,9,888
1859,1997,681,186,867
1859,2001,592,194,786
1859,2005,691,82,773
1859,2009,679,33,712
1859,2013,674,22,696
1859,2017,670,38,708
1859,2021,647,23,670
1859,2025,626,26,652
1860,1993,5322,160,5482
1860,1997,5199,702,5901
1860,2001,4709,927,5636
1860,2005,5149,396,5545
1860,2009,5273,125,5398
1860,2013,5499,142,5641
1860,2017,5679,145,5824
1860,2021,5708,268,5976
1860,2025,6056,294,6350
1865,1993,4450,175,4625
1865,1997,3994,930,4924
1865,2001,3630,1033,4663
1865,2005,4303,357,4660
1865,2009,4599,85,4684
1865,2013,4615,99,4714
1865,2017,4659,67,4726
1865,2021,4683,157,4840
1865,2025,4877,205,5082
1866,1993,4634,96,4730
1866,1997,4234,362,4596
1866,2001,3635,740,4375
1866,2005,4147,281,4428
1866,2009,4203,48,4251
1866,2013,4257,66,4323
1866,2017,4306,91,4397
1866,2021,4269,157,4426
1866,2025,4408,224,4632
1867,1993,2133,14,2147
1867,1997,1840,289,2129
1867,2001,1503,308,1811
1867,2005,1543,128,1671
1867,2009,1547,30,1577
1867,2013,1463,37,1500
1867,2017,1478,25,1503
1867,2021,1479,41,1520
1867,2025,1402,69,1471
1868,1993,2450,49,2499
1868,1997,2118,362,2480
1868,2001,1878,454,2332
1868,2005,2156,280,2436
1868,2009,2224,60,2284
1868,2013,2169,72,2241
1868,2017,2268,53,2321
1868,2021,2120,121,2241
1868,2025,2181,145,2326
1870,1993,4396,78,4474
1870,1997,4432,358,4790
1870,2001,4144,561,4705
1870,2005,4741,264,5005
1870,2009,5086,62,5148
1870,2013,5247,93,5340
1870,2017,5443,128,5571
1870,2021,5363,200,5563
1870,2025,5488,280,5768
1871,1993,3486,49,3535
1871,1997,3250,189,3439
1871,2001,2906,352,3258
1871,2005,2911,162,3073
1871,2009,2734,51,2785
1871,2013,2729,66,2795
1871,2017,3027,25,3052
1871,2021,2695,67,2762
