kom2024,aar,stemmer_9parti,stemmer_andre,godkjente_i_alt
4016,2005,2421,24,2445
4016,2009,2345,14,2359
4016,2013,2312,56,2368
4016,2017,2304,46,2350
4016,2021,2257,59,2316
4016,2025,2282,101,2383
4018,1993,3886,49,3935
4018,1997,3904,66,3970
4018,2001,3684,87,3771
4018,2005,3750,47,3797
4018,2009,3709,15,3724
4018,2013,3802,60,3862
4018,2017,3669,39,3708
4018,2021,3473,141,3614
4018,2025,3534,213,3747
4020,1993,5197,81,5278
4020,1997,5286,122,5408
4020,2001,5098,111,5209
4020,2005,5248,75,5323
4020,2009,5427,26,5453
4020,2013,5475,82,5557
4020,2017,5580,70,5650
4020,2021,5341,194,5535
4020,2025,5879,279,6158
4022,1993,1666,27,1693
4022,1997,1760,24,1784
4022,2001,1674,42,1716
4022,2005,1596,30,1626
4022,2009,1638,7,1645
4022,2013,1668,46,1714
4022,2017,1632,24,1656
4022,2021,1598,61,1659
4022,2025,1587,90,1677
4024,1993,1046,17,1063
4024,1997,1034,20,1054
4024,2001,897,30,927
4024,2005,950,15,965
4024,2009,933,6,939
4024,2013,924,11,935
4024,2017,939,11,950
4024,2021,922,31,953
4024,2025,907,49,956
4026,1993,4106,66,4172
4026,1997,4031,76,4107
4026,2001,3574,93,3667
4026,2005,3603,42,3645
4026,2009,3329,33,3362
4026,2013,3369,19,3388
4026,2017,3236,45,3281
4026,2021,3154,102,3256
4026,2025,3135,132,3267
4028,1993,1585,19,1604
4028,1997,1590,14,1604
4028,2001,1406,38,1444
4028,2005,1383,27,1410
4028,2009,1383,9,1392
4028,2013,1381,18,1399
4028,2017,1333,9,1342
4028,2021,1410,48,1458
4028,2025,1359,69,1428
4030,1993,866,8,874
4030,1997,893,9,902
4030,2001,843,14,857
4030,2005,823,13,836
4030,2009,846,4,850
4030,2013,843,14,857
4030,2017,849,12,861
4030,2021,830,26,856
4030,2025,843,40,883
4032,1993,790,6,796
4032,1997,778,13,791
4032,2001,710,28,738
4032,2005,745,13,758
4032,2009,700,7,707
4032,2013,711,4,715
4032,2017,734,9,743
4032,2021,711,30,741
4032,2025,700,41,741
4034,1993,1603,20,1623
4034,1997,1592,21,1613
4034,2001,1394,32,1426
4034,2005,1420,12,1432
4034,2009,1390,7,1397
4034,2013,1364,16,1380
4034,2017,1321,18,1339
4034,2021,1271,37,1308
4034,2025,1273,63,1336
4036,1993,2307,13,2320
4036,1997,2226,23,2249
4036,2001,1984,45,2029
4036,2005,2022,25,2047
4036,2009,1976,11,1987
4036,2013,2124,14,2138
4036,2017,2092,25,2117
4036,2021,2164,66,2230
4036,2025,2123,135,2258
4201,1993,3773,133,3906
4201,1997,4024,86,4110
4201,2001,3860,145,4005
4201,2005,3827,137,3964
4201,2009,3967,28,3995
4201,2013,3909,70,3979
4201,2017,3960,55,4015
4201,2021,3796,133,3929
4201,2025,3924,137,4061
4202,1993,8358,284,8642
4202,1997,9447,90,9537
4202,2001,9352,263,9615
4202,2005,10197,177,10374
4202,2009,10698,73,10771
4202,2013,11320,269,11589
4202,2017,12028,278,12306
4202,2021,12220,523,12743
4202,2025,13781,625,14406
4203,1993,20490,936,21426
4203,1997,22259,281,22540
4203,2001,20929,658,21587
4203,2005,22125,549,22674
4203,2009,22762,249,23011
4203,2013,23771,616,24387
4203,2017,24107,692,24799
4203,2021,23993,1025,25018
4203,2025,26149,1127,27276
4204,1993,42173,2677,44850
4204,1997,46995,956,47951
4204,2001,45013,2768,47781
4204,2005,49904,1223,51127
4204,2009,51544,686,52230
4204,2013,54348,2080,56428
4204,2017,57207,1663,58870
4204,2021,58745,3429,62174
4204,2025,66571,2840,69411
4205,1993,11396,439,11835
4205,1997,11993,192,12185
4205,2001,11409,479,11888
4205,2005,12170,194,12364
4205,2009,12647,95,12742
4205,2013,12750,546,13296
4205,2017,13298,342,13640
4205,2021,12285,631,12916
4205,2025,13021,672,13693
4206,1993,3989,265,4254
4206,1997,5137,62,5199
4206,2001,4809,279,5088
4206,2005,5202,100,5302
4206,2009,5200,50,5250
4206,2013,5020,182,5202
4206,2017,5245,128,5373
4206,2021,5237,281,5518
4206,2025,5563,268,5831
4207,1993,4883,109,4992
4207,1997,5013,49,5062
4207,2001,4527,315,4842
4207,2005,4902,102,5004
4207,2009,4899,39,4938
4207,2013,4948,131,5079
4207,2017,4771,98,4869
4207,2021,4758,167,4925
4207,2025,5120,189,5309
4211,1993,1410,26,1436
4211,1997,1450,9,1459
4211,2001,1316,35,1351
4211,2005,1366,29,1395
4211,2009,1357,10,1367
4211,2013,1383,35,1418
4211,2017,1392,23,1415
4211,2021,1317,42,1359
4211,2025,1403,55,1458
4212,1993,1162,27,1189
4212,1997,1142,7,1149
4212,2001,1083,15,1098
4212,2005,1109,20,1129
4212,2009,1157,6,1163
4212,2013,1174,24,1198
4212,2017,1205,12,1217
4212,2021,1256,40,1296
4212,2025,1258,74,1332
4213,1993,3277,85,3362
4213,1997,3421,41,3462
4213,2001,3198,76,3274
4213,2005,3311,88,3399
4213,2009,3342,25,3367
4213,2013,3401,67,3468
4213,2017,3393,65,3458
4213,2021,3361,122,3483
4213,2025,3672,168,3840
4214,1993,2288,46,2334
4214,1997,2403,21,2424
4214,2001,2339,56,2395
4214,2005,2494,49,2543
4214,2009,2565,17,2582
4214,2013,2769,121,2890
4214,2017,2970,111,3081
4214,2021,3032,216,3248
4214,2025,3303,292,3595
4215,1993,4583,180,4763
4215,1997,4868,77,4945
4215,2001,4777,158,4935
4215,2005,5170,82,5252
4215,2009,5371,30,5401
4215,2013,5686,126,5812
4215,2017,5981,166,6147
4215,2021,6051,304,6355
4215,2025,6624,319,6943
4216,1993,2267,59,2326
4216,1997,2406,15,2421
4216,2001,2297,83,2380
4216,2005,2345,49,2394
4216,2009,2462,18,2480
4216,2013,2507,66,2573
4216,2017,2639,51,2690
4216,2021,2638,150,2788
4216,2025,2853,173,3026
4217,1993,1112,23,1135
4217,1997,1103,10,1113
4217,2001,1032,30,1062
4217,2005,1022,14,1036
4217,2009,1024,7,1031
4217,2013,984,35,1019
4217,2017,1032,25,1057
4217,2021,975,38,1013
4217,2025,960,76,1036
4218,1993,604,14,618
4218,1997,635,2,637
4218,2001,601,37,638
4218,2005,650,16,666
4218,2009,691,3,694
4218,2013,723,34,757
4218,2017,727,20,747
4218,2021,678,50,728
4218,2025,712,74,786
4219,1993,1868,45,1913
4219,1997,1881,9,1890
4219,2001,1651,74,1725
4219,2005,1831,32,1863
4219,2009,1840,12,1852
4219,2013,1825,58,1883
4219,2017,1890,41,1931
4219,2021,1888,83,1971
4219,2025,2043,115,2158
4220,1993,762,20,782
4220,1997,763,8,771
4220,2001,682,28,710
4220,2005,739,10,749
4220,2009,692,9,701
4220,2013,714,26,740
4220,2017,708,22,730
4220,2021,668,30,698
4220,2025,671,48,719
4221,1993,865,13,878
4221,1997,797,5,802
4221,2001,756,23,779
4221,2005,701,19,720
4221,2009,678,8,686
4221,2013,662,32,694
4221,2017,642,12,654
4221,2021,678,16,694
4221,2025,698,41,739
4222,1993,429,9,438
4222,1997,453,0,453
4222,2001,409,11,420
4222,2005,440,13,453
4222,2009,469,5,474
4222,2013,482,11,493
4222,2017,519,10,529
4222,2021,497,15,512
4222,2025,553,30,583
4223,1993,6325,360,6685
4223,1997,6858,83,6941
4223,2001,6297,350,6647
4223,2005,6867,130,6997
4223,2009,7079,114,7193
4223,2013,7286,447,7733
4223,2017,7585,281,7866
4223,2021,7610,446,8056
4223,2025,8415,555,8970
4224,1993,524,17,541
4224,1997,501,7,508
4224,2001,482,23,505
4224,2005,480,7,487
4224,2009,465,7,472
4224,2013,467,20,487
4224,2017,516,10,526
4224,2021,528,24,552
4224,2025,514,34,548
4225,1993,3410,132,3542
4225,1997,3815,35,3850
4225,2001,3629,150,3779
4225,2005,3861,48,3909
4225,2009,4084,21,4105
4225,2013,4071,177,4248
4225,2017,4365,91,4456
4225,2021,5388,266,5654
4225,2025,5755,312,6067
4226,1993,918,21,939
4226,1997,954,7,961
4226,2001,879,40,919
4226,2005,896,13,909
4226,2009,918,11,929
4226,2013,886,94,980
4226,2017,971,36,1007
4226,2021,971,48,1019
4226,2025,1012,66,1078
4227,1993,3068,110,3178
4227,1997,3128,45,3173
4227,2001,2859,162,3021
4227,2005,3077,62,3139
4227,2009,3041,25,3066
4227,2013,3076,98,3174
4227,2017,3272,61,3333
4227,2021,3138,192,3330
4227,2025,3312,208,3520
4228,1993,1049,10,1059
4228,1997,1073,10,1083
4228,2001,975,32,1007
4228,2005,964,17,981
4228,2009,988,4,992
4228,2013,983,30,1013
4228,2017,1001,14,1015
4228,2021,956,48,1004
4228,2025,1053,51,1104
4601,1993,117916,8105,126021
4601,1997,125192,7790,132982
4601,2001,123555,10557,134112
4601,2005,132722,8379,141101
4601,2009,144766,874,145640
4601,2013,153551,2258,155809
4601,2017,160029,2411,162440
4601,2021,159022,5298,164320
4601,2025,170374,6584,176958
4602,1993,8701,103,8804
4602,1997,9515,98,9613
4602,2001,9112,317,9429
4602,2005,9414,190,9604
4602,2009,9122,22,9144
4602,2013,9431,137,9568
4602,2017,9545,96,9641
4602,2021,9055,272,9327
4602,2025,9270,356,9626
4611,1993,2275,46,2321
4611,1997,2293,49,2342
4611,2001,2076,128,2204
4611,2005,2090,58,2148
4611,2009,2055,27,2082
4611,2013,2197,40,2237
4611,2017,2248,26,2274
4611,2021,2209,75,2284
4611,2025,2258,102,2360
4612,1993,2510,89,2599
4612,1997,2666,47,2713
4612,2001,2550,146,2696
4612,2005,2580,151,2731
4612,2009,2707,53,2760
4612,2013,2848,96,2944
4612,2017,3045,69,3114
4612,2021,3037,181,3218
4612,2025,3217,191,3408
4613,1993,5349,138,5487
4613,1997,5918,129,6047
4613,2001,5371,672,6043
4613,2005,5752,260,6012
4613,2009,6033,81,6114
4613,2013,6200,259,6459
4613,2017,6496,208,6704
4613,2021,6444,387,6831
4613,2025,6948,375,7323
4614,1993,8183,212,8395
4614,1997,8640,279,8919
4614,2001,8153,539,8692
4614,2005,8850,400,9250
4614,2009,9322,62,9384
4614,2013,9753,276,10029
4614,2017,10277,188,10465
4614,2021,10156,474,10630
4614,2025,10561,484,11045
4615,1993,1756,51,1807
4615,1997,1791,30,1821
4615,2001,1685,110,1795
4615,2005,1687,71,1758
4615,2009,1690,17,1707
4615,2013,1688,66,1754
4615,2017,1830,36,1866
4615,2021,1766,82,1848
4615,2025,1928,93,2021
4616,1993,1607,34,1641
4616,1997,1648,56,1704
4616,2001,1532,103,1635
4616,2005,1597,59,1656
4616,2009,1617,8,1625
4616,2013,1589,30,1619
4616,2017,1662,15,1677
4616,2021,1691,58,1749
4616,2025,1752,93,1845
4617,1993,6994,159,7153
4617,1997,7245,199,7444
4617,2001,6904,419,7323
4617,2005,7119,325,7444
4617,2009,7307,50,7357
4617,2013,7161,141,7302
4617,2017,7132,121,7253
4617,2021,7103,295,7398
4617,2025,7440,401,7841
4618,1993,7534,281,7815
4618,1997,7250,400,7650
4618,2001,6645,531,7176
4618,2005,6659,447,7106
4618,2009,6566,42,6608
4618,2013,6506,137,6643
4618,2017,6493,103,6596
4618,2021,6313,179,6492
4618,2025,6205,244,6449
4619,1993,602,8,610
4619,1997,550,20,570
4619,2001,509,30,539
4619,2005,528,13,541
4619,2009,544,4,548
4619,2013,544,14,558
4619,2017,564,5,569
4619,2021,518,15,533
4619,2025,529,24,553
4620,1993,767,15,782
4620,1997,700,33,733
4620,2001,645,39,684
4620,2005,638,30,668
4620,2009,646,7,653
4620,2013,636,9,645
4620,2017,648,11,659
4620,2021,621,13,634
4620,2025,615,23,638
4621,1993,8507,246,8753
4621,1997,8463,338,8801
4621,2001,7962,501,8463
4621,2005,8391,370,8761
4621,2009,8417,41,8458
4621,2013,8641,94,8735
4621,2017,8952,82,9034
4621,2021,8923,250,9173
4621,2025,9044,569,9613
4622,1993,4827,104,4931
4622,1997,4989,143,5132
4622,2001,4611,323,4934
4622,2005,4782,180,4962
4622,2009,4816,33,4849
4622,2013,4877,99,4976
4622,2017,4825,83,4908
4622,2021,4860,189,5049
4622,2025,4961,238,5199
4623,1993,1378,23,1401
4623,1997,1347,40,1387
4623,2001,1316,77,1393
4623,2005,1372,43,1415
4623,2009,1376,12,1388
4623,2013,1440,47,1487
4623,2017,1421,28,1449
4623,2021,1425,71,1496
4623,2025,1424,80,1504
4624,1993,9161,278,9439
4624,1997,9845,296,10141
4624,2001,9590,496,10086
4624,2005,10603,348,10951
4624,2009,11181,58,11239
4624,2013,12300,174,12474
4624,2017,13256,159,13415
4624,2021,13549,451,14000
4624,2025,14603,853,15456
4625,1993,2172,111,2283
4625,1997,2420,55,2475
4625,2001,2292,160,2452
4625,2005,2351,93,2444
4625,2009,2520,24,2544
4625,2013,2678,49,2727
4625,2017,2799,40,2839
4625,2021,2809,84,2893
4625,2025,2959,132,3091
4626,1993,12205,560,12765
4626,1997,14354,370,14724
4626,2001,14197,908,15105
4626,2005,15854,512,16366
4626,2009,17207,107,17314
4626,2013,18753,416,19169
4626,2017,20496,340,20836
4626,2021,20368,1136,21504
4626,2025,22289,1201,23490
4627,1993,9664,562,10226
4627,1997,10707,333,11040
4627,2001,10845,610,11455
4627,2005,12062,478,12540
4627,2009,13247,76,13323
4627,2013,14836,253,15089
4627,2017,15707,242,15949
4627,2021,15461,690,16151
4627,2025,16766,875,17641
4628,1993,2608,81,2689
4628,1997,2559,94,2653
4628,2001,2373,155,2528
4628,2005,2415,103,2518
4628,2009,2337,26,2363
4628,2013,2381,41,2422
4628,2017,2305,38,2343
4628,2021,2216,97,2313
4628,2025,2233,119,2352
4629,1993,179,1,180
4629,1997,169,10,179
4629,2001,149,21,170
4629,2005,182,12,194
4629,2009,197,3,200
4629,2013,188,2,190
4629,2017,207,5,212
4629,2021,196,12,208
4629,2025,208,12,220
4630,1993,3877,121,3998
4630,1997,4023,118,4141
4630,2001,3858,234,4092
4630,2005,4005,155,4160
4630,2009,4171,37,4208
4630,2013,4437,94,4531
4630,2017,4551,84,4635
4630,2021,4508,175,4683
4630,2025,4591,248,4839
4631,1993,11470,413,11883
4631,1997,12709,346,13055
4631,2001,12299,725,13024
4631,2005,13352,498,13850
4631,2009,14091,104,14195
4631,2013,15277,301,15578
4631,2017,16022,292,16314
4631,2021,16283,718,17001
4631,2025,16959,917,17876
4632,1993,1444,27,1471
4632,1997,1511,40,1551
4632,2001,1424,78,1502
4632,2005,1459,49,1508
4632,2009,1507,13,1520
4632,2013,1591,33,1624
4632,2017,1603,20,1623
4632,2021,1610,57,1667
4632,2025,1656,65,1721
4633,1993,461,10,471
4633,1997,407,24,431
4633,2001,376,62,438
4633,2005,363,51,414
4633,2009,365,8,373
4633,2013,361,14,375
4633,2017,346,19,365
4633,2021,341,15,356
4633,2025,317,23,340
4634,1993,1095,27,1122
4634,1997,1057,19,1076
4634,2001,1002,57,1059
4634,2005,1002,30,1032
4634,2009,1006,2,1008
4634,2013,1041,16,1057
4634,2017,1044,14,1058
4634,2021,1009,32,1041
4634,2025,1003,48,1051
4635,1993,1444,12,1456
4635,1997,1449,8,1457
4635,2001,1383,85,1468
4635,2005,1400,32,1432
4635,2009,1371,1,1372
4635,2013,1385,14,1399
4635,2017,1366,6,1372
4635,2021,1319,30,1349
4635,2025,1310,69,1379
4636,1993,589,4,593
4636,1997,564,7,571
4636,2001,435,74,509
4636,2005,439,30,469
4636,2009,466,2,468
4636,2013,480,9,489
4636,2017,448,4,452
4636,2021,423,12,435
4636,2025,442,23,465
4637,1993,986,8,994
4637,1997,953,5,958
4637,2001,808,57,865
4637,2005,813,11,824
4637,2009,756,2,758
4637,2013,770,21,791
4637,2017,793,4,797
4637,2021,769,25,794
4637,2025,729,31,760
4638,1993,2731,34,2765
4638,1997,2759,58,2817
4638,2001,2509,120,2629
4638,2005,2520,79,2599
4638,2009,2342,9,2351
4638,2013,2335,27,2362
4638,2017,2373,19,2392
4638,2021,2325,85,2410
4638,2025,2223,103,2326
4639,1993,1887,14,1901
4639,1997,1813,11,1824
4639,2001,1662,35,1697
4639,2005,1646,22,1668
4639,2009,1559,5,1564
4639,2013,1532,18,1550
4639,2017,1519,6,1525
4639,2021,1463,20,1483
4639,2025,1437,50,1487
4640,1993,4344,60,4404
4640,1997,4680,61,4741
4640,2001,4415,122,4537
4640,2005,4493,58,4551
4640,2009,4633,2,4635
4640,2013,4983,62,5045
4640,2017,5294,26,5320
4640,2021,6797,109,6906
4640,2025,7069,165,7234
4641,1993,1090,8,1098
4641,1997,1078,11,1089
4641,2001,993,24,1017
4641,2005,1003,7,1010
4641,2009,969,0,969
4641,2013,982,6,988
4641,2017,1021,6,1027
4641,2021,998,18,1016
4641,2025,956,39,995
4642,1993,2609,28,2637
4642,1997,2673,23,2696
4642,2001,2528,53,2581
4642,2005,2594,24,2618
4642,2009,2552,1,2553
4642,2013,2649,17,2666
4642,2017,2700,10,2710
4642,2021,1233,19,1252
4642,2025,1278,36,1314
4643,1993,3662,23,3685
4643,1997,3593,21,3614
4643,2001,3312,96,3408
4643,2005,3425,22,3447
4643,2009,3215,2,3217
4643,2013,3144,22,3166
4643,2017,3169,28,3197
4643,2021,3103,52,3155
4643,2025,3051,81,3132
4644,1993,2938,20,2958
4644,1997,2969,20,2989
4644,2001,2717,72,2789
4644,2005,2830,38,2868
4644,2009,2839,1,2840
4644,2013,2941,42,2983
4644,2017,3080,26,3106
4644,2021,3065,56,3121
4644,2025,3185,88,3273
4645,1993,1943,26,1969
4645,1997,1909,20,1929
4645,2001,1608,246,1854
4645,2005,1715,115,1830
4645,2009,1706,17,1723
4645,2013,1743,41,1784
4645,2017,1826,28,1854
4645,2021,1725,52,1777
4645,2025,1656,71,1727
4646,1993,3432,31,3463
4646,1997,3366,35,3401
4646,2001,3039,171,3210
4646,2005,3098,69,3167
4646,2009,3053,15,3068
4646,2013,3225,49,3274
4646,2017,3245,23,3268
4646,2021,1514,32,1546
4646,2025,1528,55,1583
4647,1993,8272,92,8364
4647,1997,8671,113,8784
4647,2001,8631,269,8900
4647,2005,9103,165,9268
4647,2009,9577,17,9594
4647,2013,10155,131,10286
4647,2017,10446,98,10544
4647,2021,12411,298,12709
4647,2025,12940,475,13415
4648,1993,2522,14,2536
4648,1997,2500,8,2508
4648,2001,2301,76,2377
4648,2005,2230,31,2261
4648,2009,2111,4,2115
4648,2013,2089,32,2121
4648,2017,2054,19,2073
4648,2021,1955,63,2018
4648,2025,1954,61,2015
4649,1993,4913,90,5003
4649,1997,5193,31,5224
4649,2001,4729,172,4901
4649,2005,4820,64,4884
4649,2009,4803,10,4813
4649,2013,4876,73,4949
4649,2017,5022,34,5056
4649,2021,5313,143,5456
4649,2025,5525,165,5690
4650,1993,4360,54,4414
4650,1997,4284,30,4314
4650,2001,4022,97,4119
4650,2005,4111,68,4179
4650,2009,4030,5,4035
4650,2013,4125,59,4184
4650,2017,4163,34,4197
4650,2021,3408,97,3505
4650,2025,3497,110,3607
4651,1993,3737,24,3761
4651,1997,3884,20,3904
4651,2001,3541,120,3661
4651,2005,3584,56,3640
4651,2009,3456,9,3465
4651,2013,3529,38,3567
4651,2017,3561,40,3601
4651,2021,3714,109,3823
4651,2025,3764,143,3907
5001,1993,80920,2729,83649
5001,1997,84443,4178,88621
5001,2001,83462,5009,88471
5001,2005,90674,2900,93574
5001,2009,98986,1019,100005
5001,2013,106678,2249,108927
5001,2017,110839,3366,114205
5001,2021,115383,4490,119873
5001,2025,126416,4851,131267
5006,1993,14641,215,14856
5006,1997,14498,229,14727
5006,2001,13620,416,14036
5006,2005,14288,144,14432
5006,2009,14111,38,14149
5006,2013,14722,86,14808
5006,2017,14835,245,15080
5006,2021,13357,435,13792
5006,2025,13526,611,14137
5007,1993,7212,106,7318
5007,1997,7260,132,7392
5007,2001,6815,267,7082
5007,2005,7196,73,7269
5007,2009,7184,17,7201
5007,2013,7407,83,7490
5007,2017,7419,124,7543
5007,2021,8220,279,8499
5007,2025,8524,356,8880
5014,1993,2180,39,2219
5014,1997,2262,52,2314
5014,2001,1965,223,2188
5014,2005,2298,89,2387
5014,2009,2015,22,2037
5014,2013,2030,46,2076
5014,2017,2136,58,2194
5014,2021,2172,116,2288
5014,2025,2357,122,2479
5020,1993,1363,8,1371
5020,1997,1307,24,1331
5020,2001,1136,144,1280
5020,2005,1197,70,1267
5020,2009,1115,22,1137
5020,2013,1140,32,1172
5020,2017,1075,29,1104
5020,2021,512,23,535
5020,2025,521,23,544
5021,1993,3477,108,3585
5021,1997,3601,30,3631
5021,2001,3343,95,3438
5021,2005,3587,50,3637
5021,2009,3612,23,3635
5021,2013,3845,45,3890
5021,2017,3926,40,3966
5021,2021,3999,117,4116
5021,2025,4123,160,4283
5022,1993,1701,17,1718
5022,1997,1648,25,1673
5022,2001,1528,47,1575
5022,2005,1531,18,1549
5022,2009,1503,8,1511
5022,2013,1518,10,1528
5022,2017,1519,10,1529
5022,2021,1457,43,1500
5022,2025,1429,54,1483
5025,1993,3350,55,3405
5025,1997,3234,149,3383
5025,2001,3020,207,3227
5025,2005,3190,121,3311
5025,2009,3265,28,3293
5025,2013,3415,45,3460
5025,2017,3521,33,3554
5025,2021,3431,90,3521
5025,2025,3356,131,3487
5026,1993,1483,23,1506
5026,1997,1425,41,1466
5026,2001,1294,69,1363
5026,2005,1336,31,1367
5026,2009,1292,13,1305
5026,2013,1298,18,1316
5026,2017,1314,23,1337
5026,2021,1283,51,1334
5026,2025,1212,103,1315
5027,1993,3553,39,3592
5027,1997,3478,58,3536
5027,2001,3103,103,3206
5027,2005,3252,36,3288
5027,2009,3122,51,3173
5027,2013,3305,69,3374
5027,2017,3280,54,3334
5027,2021,3310,138,3448
5027,2025,3247,180,3427
5028,1993,7025,89,7114
5028,1997,7449,154,7603
5028,2001,7056,343,7399
5028,2005,7858,141,7999
5028,2009,8159,65,8224
5028,2013,8937,156,9093
5028,2017,8883,199,9082
5028,2021,9211,405,9616
5028,2025,9693,576,10269
5029,1993,3171,32,3203
5029,1997,3217,64,3281
5029,2001,3036,145,3181
5029,2005,3343,54,3397
5029,2009,3663,19,3682
5029,2013,4072,79,4151
5029,2017,4450,131,4581
5029,2021,4570,162,4732
5029,2025,4802,247,5049
5031,1993,5361,117,5478
5031,1997,5924,171,6095
5031,2001,5848,285,6133
5031,2005,6490,128,6618
5031,2009,6854,48,6902
5031,2013,7372,124,7496
5031,2017,7515,258,7773
5031,2021,7738,319,8057
5031,2025,8322,371,8693
5032,1993,2419,34,2453
5032,1997,2347,62,2409
5032,2001,2140,91,2231
5032,2005,2200,49,2249
5032,2009,2151,28,2179
5032,2013,2298,28,2326
5032,2017,2301,19,2320
5032,2021,2318,70,2388
5032,2025,2415,90,2505
5033,1993,601,17,618
5033,1997,586,17,603
5033,2001,513,30,543
5033,2005,529,12,541
5033,2009,510,7,517
5033,2013,534,2,536
5033,2017,533,4,537
5033,2021,511,13,524
5033,2025,490,16,506
5034,1993,1434,24,1458
5034,1997,1430,52,1482
5034,2001,1335,39,1374
5034,2005,1389,24,1413
5034,2009,1312,2,1314
5034,2013,1359,9,1368
5034,2017,1326,20,1346
5034,2021,1293,49,1342
5034,2025,1272,68,1340
5035,1993,9578,150,9728
5035,1997,10018,231,10249
5035,2001,9868,302,10170
5035,2005,11242,134,11376
5035,2009,11633,63,11696
5035,2013,12614,161,12775
5035,2017,13326,261,13587
5035,2021,13426,478,13904
5035,2025,14144,610,14754
5036,1993,1454,12,1466
5036,1997,1445,16,1461
5036,2001,1319,45,1364
5036,2005,1388,19,1407
5036,2009,1376,7,1383
5036,2013,1485,20,1505
5036,2017,1498,22,1520
5036,2021,1503,48,1551
5036,2025,1492,80,1572
5037,1993,9432,179,9611
5037,1997,9802,162,9964
5037,2001,9444,253,9697
5037,2005,10175,134,10309
5037,2009,10277,36,10313
5037,2013,10926,108,11034
5037,2017,11299,209,11508
5037,2021,11174,336,11510
5037,2025,11680,471,12151
5038,1993,7401,162,7563
5038,1997,7487,183,7670
5038,2001,7005,210,7215
5038,2005,7552,91,7643
5038,2009,7606,18,7624
5038,2013,8098,52,8150
5038,2017,8150,149,8299
5038,2021,8218,262,8480
5038,2025,8509,379,8888
5041,1993,1490,12,1502
5041,1997,1382,33,1415
5041,2001,1282,58,1340
5041,2005,1298,12,1310
5041,2009,1295,2,1297
5041,2013,1331,4,1335
5041,2017,1306,13,1319
5041,2021,1277,34,1311
5041,2025,1218,64,1282
5042,1993,849,6,855
5042,1997,807,6,813
5042,2001,778,22,800
5042,2005,806,5,811
5042,2009,767,0,767
5042,2013,735,3,738
5042,2017,736,6,742
5042,2021,747,12,759
5042,2025,718,12,730
5043,1993,413,5,418
5043,1997,389,5,394
5043,2001,315,7,322
5043,2005,332,4,336
5043,2009,302,1,303
5043,2013,309,5,314
5043,2017,295,6,301
5043,2021,275,12,287
5043,2025,256,9,265
5044,1993,660,8,668
5044,1997,612,15,627
5044,2001,537,22,559
5044,2005,551,7,558
5044,2009,521,2,523
5044,2013,536,5,541
5044,2017,519,11,530
5044,2021,478,18,496
5044,2025,441,16,457
5045,1993,1607,11,1618
5045,1997,1557,28,1585
5045,2001,1465,32,1497
5045,2005,1477,12,1489
5045,2009,1399,1,1400
5045,2013,1464,9,1473
5045,2017,1417,27,1444
5045,2021,1363,37,1400
5045,2025,1297,61,1358
5046,1993,836,28,864
5046,1997,874,5,879
5046,2001,749,18,767
5046,2005,794,3,797
5046,2009,791,1,792
5046,2013,762,2,764
5046,2017,753,10,763
5046,2021,752,11,763
5046,2025,728,20,748
5047,1993,2218,21,2239
5047,1997,2187,23,2210
5047,2001,2056,52,2108
5047,2005,2023,10,2033
5047,2009,2038,3,2041
5047,2013,2168,18,2186
5047,2017,2146,15,2161
5047,2021,2116,36,2152
5047,2025,2116,68,2184
5049,1993,764,11,775
5049,1997,774,11,785
5049,2001,670,48,718
5049,2005,680,17,697
5049,2009,638,5,643
5049,2013,653,9,662
5049,2017,644,9,653
5049,2021,657,20,677
5049,2025,633,36,669
5052,1993,459,6,465
5052,1997,421,8,429
5052,2001,345,53,398
5052,2005,364,21,385
5052,2009,357,2,359
5052,2013,345,6,351
5052,2017,376,8,384
5052,2021,332,9,341
5052,2025,319,29,348
5053,1993,5902,63,5965
5053,1997,5957,91,6048
5053,2001,5561,184,5745
5053,2005,5927,67,5994
5053,2009,5864,24,5888
5053,2013,6020,46,6066
5053,2017,6008,141,6149
5053,2021,4062,144,4206
5053,2025,4162,168,4330
5054,1993,3526,46,3572
5054,1997,3546,62,3608
5054,2001,3242,197,3439
5054,2005,3432,66,3498
5054,2009,3460,42,3502
5054,2013,3508,143,3651
5054,2017,3447,161,3608
5054,2021,5245,395,5640
5054,2025,5307,401,5708
5055,1993,3039,31,3070
5055,1997,3112,43,3155
5055,2001,2663,139,2802
5055,2005,2903,45,2948
5055,2009,2795,22,2817
5055,2013,2920,42,2962
5055,2017,2908,40,2948
5055,2021,3353,102,3455
5055,2025,3349,146,3495
5056,1993,2213,35,2248
5056,1997,2290,51,2341
5056,2001,1991,181,2172
5056,2005,2080,77,2157
5056,2009,2042,22,2064
5056,2013,2050,142,2192
5056,2017,2115,150,2265
5056,2021,2347,175,2522
5056,2025,2521,166,2687
5057,1993,5288,194,5482
5057,1997,5436,203,5639
5057,2001,4800,393,5193
5057,2005,5165,227,5392
5057,2009,5116,99,5215
5057,2013,5379,127,5506
5057,2017,5438,159,5597
5057,2021,5315,322,5637
5057,2025,5612,391,6003
5058,1993,2101,26,2127
5058,1997,2075,31,2106
5058,2001,1859,104,1963
5058,2005,1876,42,1918
5058,2009,1800,22,1822
5058,2013,1860,41,1901
5058,2017,1884,35,1919
5058,2021,2414,82,2496
5058,2025,2408,97,2505
5059,1993,9085,138,9223
