kom2024,navn,aar,parti,stemmer,total_stemmer,prosent,sum_9parti,prosent_9parti,dekning,estimert
1825,Grane,2007,08,0,775,0.0,490,0.0,1.0,False
1825,Grane,2007,55,0,775,0.0,490,0.0,1.0,False
1825,Grane,2007,99,285,775,36.77,490,,1.0,False
1826,Aarborte - Hattfjelldal,2007,01,491,857,57.29,857,57.29,1.0,False
1826,Aarborte - Hattfjelldal,2007,02,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,03,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,04,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,05,298,857,34.77,857,34.77,1.0,False
1826,Aarborte - Hattfjelldal,2007,06,68,857,7.93,857,7.93,1.0,False
1826,Aarborte - Hattfjelldal,2007,07,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,08,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,55,0,857,0.0,857,0.0,1.0,False
1826,Aarborte - Hattfjelldal,2007,99,0,857,0.0,857,,1.0,False
1827,Dønna,2007,01,243,808,30.07,720,33.75,1.0,False
1827,Dønna,2007,02,182,808,22.52,720,25.28,1.0,False
1827,Dønna,2007,03,102,808,12.62,720,14.17,1.0,False
1827,Dønna,2007,04,0,808,0.0,720,0.0,1.0,False
1827,Dønna,2007,05,108,808,13.37,720,15.0,1.0,False
1827,Dønna,2007,06,85,808,10.52,720,11.81,1.0,False
1827,Dønna,2007,07,0,808,0.0,720,0.0,1.0,False
1827,Dønna,2007,08,0,808,0.0,720,0.0,1.0,False
1827,Dønna,2007,55,0,808,0.0,720,0.0,1.0,False
1827,Dønna,2007,99,88,808,10.89,720,,1.0,False
1828,Nesna,2007,01,203,888,22.86,888,22.86,1.0,False
1828,Nesna,2007,02,163,888,18.36,888,18.36,1.0,False
1828,Nesna,2007,03,83,888,9.35,888,9.35,1.0,False
1828,Nesna,2007,04,0,888,0.0,888,0.0,1.0,False
1828,Nesna,2007,05,158,888,17.79,888,17.79,1.0,False
1828,Nesna,2007,06,163,888,18.36,888,18.36,1.0,False
1828,Nesna,2007,07,118,888,13.29,888,13.29,1.0,False
1828,Nesna,2007,08,0,888,0.0,888,0.0,1.0,False
1828,Nesna,2007,55,0,888,0.0,888,0.0,1.0,False
1828,Nesna,2007,99,0,888,0.0,888,,1.0,False
1832,Hemnes,2007,01,1094,2387,45.83,2336,46.83,1.0,False
1832,Hemnes,2007,02,484,2387,20.28,2336,20.72,1.0,False
1832,Hemnes,2007,03,108,2387,4.52,2336,4.62,1.0,False
1832,Hemnes,2007,04,65,2387,2.72,2336,2.78,1.0,False
1832,Hemnes,2007,05,357,2387,14.96,2336,15.28,1.0,False
1832,Hemnes,2007,06,119,2387,4.99,2336,5.09,1.0,False
1832,Hemnes,2007,07,109,2387,4.57,2336,4.67,1.0,False
1832,Hemnes,2007,08,0,2387,0.0,2336,0.0,1.0,False
1832,Hemnes,2007,55,0,2387,0.0,2336,0.0,1.0,False
1832,Hemnes,2007,99,51,2387,2.14,2336,,1.0,False
1833,Rana - Raane,2007,01,3271,11203,29.2,10008,32.68,1.0,False
1833,Rana - Raane,2007,02,2101,11203,18.75,10008,20.99,1.0,False
1833,Rana - Raane,2007,03,910,11203,8.12,10008,9.09,1.0,False
1833,Rana - Raane,2007,04,240,11203,2.14,10008,2.4,1.0,False
1833,Rana - Raane,2007,05,534,11203,4.77,10008,5.34,1.0,False
1833,Rana - Raane,2007,06,2325,11203,20.75,10008,23.23,1.0,False
1833,Rana - Raane,2007,07,356,11203,3.18,10008,3.56,1.0,False
1833,Rana - Raane,2007,08,0,11203,0.0,10008,0.0,1.0,False
1833,Rana - Raane,2007,55,271,11203,2.42,10008,2.71,1.0,False
1833,Rana - Raane,2007,99,1195,11203,10.67,10008,,1.0,False
1834,Lurøy,2007,01,381,1053,36.18,775,49.16,1.0,False
1834,Lurøy,2007,02,0,1053,0.0,775,0.0,1.0,False
1834,Lurøy,2007,03,57,1053,5.41,775,7.35,1.0,False
1834,Lurøy,2007,04,59,1053,5.6,775,7.61,1.0,False
1834,Lurøy,2007,05,236,1053,22.41,775,30.45,1.0,False
1834,Lurøy,2007,06,0,1053,0.0,775,0.0,1.0,False
1834,Lurøy,2007,07,42,1053,3.99,775,5.42,1.0,False
1834,Lurøy,2007,08,0,1053,0.0,775,0.0,1.0,False
1834,Lurøy,2007,55,0,1053,0.0,775,0.0,1.0,False
1834,Lurøy,2007,99,278,1053,26.4,775,,1.0,False
1835,Træna,2007,01,110,183,60.11,110,100.0,1.0,False
1835,Træna,2007,02,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,03,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,04,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,05,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,06,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,07,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,08,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,55,0,183,0.0,110,0.0,1.0,False
1835,Træna,2007,99,73,183,39.89,110,,1.0,False
1836,Rødøy,2007,01,127,682,18.62,432,29.4,1.0,False
1836,Rødøy,2007,02,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,03,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,04,67,682,9.82,432,15.51,1.0,False
1836,Rødøy,2007,05,238,682,34.9,432,55.09,1.0,False
1836,Rødøy,2007,06,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,07,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,08,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,55,0,682,0.0,432,0.0,1.0,False
1836,Rødøy,2007,99,250,682,36.66,432,,1.0,False
1837,Meløy,2007,01,1026,3061,33.52,2807,36.55,1.0,False
1837,Meløy,2007,02,480,3061,15.68,2807,17.1,1.0,False
1837,Meløy,2007,03,572,3061,18.69,2807,20.38,1.0,False
1837,Meløy,2007,04,239,3061,7.81,2807,8.51,1.0,False
1837,Meløy,2007,05,231,3061,7.55,2807,8.23,1.0,False
1837,Meløy,2007,06,163,3061,5.33,2807,5.81,1.0,False
1837,Meløy,2007,07,96,3061,3.14,2807,3.42,1.0,False
1837,Meløy,2007,08,0,3061,0.0,2807,0.0,1.0,False
1837,Meløy,2007,55,0,3061,0.0,2807,0.0,1.0,False
1837,Meløy,2007,99,254,3061,8.3,2807,,1.0,False
1838,Gildeskål,2007,01,279,1070,26.07,1070,26.07,1.0,False
1838,Gildeskål,2007,02,188,1070,17.57,1070,17.57,1.0,False
1838,Gildeskål,2007,03,190,1070,17.76,1070,17.76,1.0,False
1838,Gildeskål,2007,04,79,1070,7.38,1070,7.38,1.0,False
1838,Gildeskål,2007,05,138,1070,12.9,1070,12.9,1.0,False
1838,Gildeskål,2007,06,106,1070,9.91,1070,9.91,1.0,False
1838,Gildeskål,2007,07,90,1070,8.41,1070,8.41,1.0,False
1838,Gildeskål,2007,08,0,1070,0.0,1070,0.0,1.0,False
1838,Gildeskål,2007,55,0,1070,0.0,1070,0.0,1.0,False
1838,Gildeskål,2007,99,0,1070,0.0,1070,,1.0,False
1839,Beiarn,2007,01,225,718,31.34,333,67.57,1.0,False
1839,Beiarn,2007,02,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,03,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,04,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,05,108,718,15.04,333,32.43,1.0,False
1839,Beiarn,2007,06,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,07,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,08,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,55,0,718,0.0,333,0.0,1.0,False
1839,Beiarn,2007,99,385,718,53.62,333,,1.0,False
1840,Saltdal,2007,01,920,2293,40.12,2293,40.12,1.0,False
1840,Saltdal,2007,02,578,2293,25.21,2293,25.21,1.0,False
1840,Saltdal,2007,03,209,2293,9.11,2293,9.11,1.0,False
1840,Saltdal,2007,04,92,2293,4.01,2293,4.01,1.0,False
1840,Saltdal,2007,05,191,2293,8.33,2293,8.33,1.0,False
1840,Saltdal,2007,06,210,2293,9.16,2293,9.16,1.0,False
1840,Saltdal,2007,07,93,2293,4.06,2293,4.06,1.0,False
1840,Saltdal,2007,08,0,2293,0.0,2293,0.0,1.0,False
1840,Saltdal,2007,55,0,2293,0.0,2293,0.0,1.0,False
1840,Saltdal,2007,99,0,2293,0.0,2293,,1.0,False
1841,Fauske - Fuossko,2007,01,1303,4570,28.51,4206,30.98,1.0,False
1841,Fauske - Fuossko,2007,02,888,4570,19.43,4206,21.11,1.0,False
1841,Fauske - Fuossko,2007,03,1014,4570,22.19,4206,24.11,1.0,False
1841,Fauske - Fuossko,2007,04,121,4570,2.65,4206,2.88,1.0,False
1841,Fauske - Fuossko,2007,05,202,4570,4.42,4206,4.8,1.0,False
1841,Fauske - Fuossko,2007,06,294,4570,6.43,4206,6.99,1.0,False
1841,Fauske - Fuossko,2007,07,384,4570,8.4,4206,9.13,1.0,False
1841,Fauske - Fuossko,2007,08,0,4570,0.0,4206,0.0,1.0,False
1841,Fauske - Fuossko,2007,55,0,4570,0.0,4206,0.0,1.0,False
1841,Fauske - Fuossko,2007,99,364,4570,7.96,4206,,1.0,False
1845,Sørfold - Fuolldá,2007,01,560,1008,55.56,1008,55.56,1.0,False
1845,Sørfold - Fuolldá,2007,02,95,1008,9.42,1008,9.42,1.0,False
1845,Sørfold - Fuolldá,2007,03,85,1008,8.43,1008,8.43,1.0,False
1845,Sørfold - Fuolldá,2007,04,0,1008,0.0,1008,0.0,1.0,False
1845,Sørfold - Fuolldá,2007,05,165,1008,16.37,1008,16.37,1.0,False
1845,Sørfold - Fuolldá,2007,06,103,1008,10.22,1008,10.22,1.0,False
1845,Sørfold - Fuolldá,2007,07,0,1008,0.0,1008,0.0,1.0,False
1845,Sørfold - Fuolldá,2007,08,0,1008,0.0,1008,0.0,1.0,False
1845,Sørfold - Fuolldá,2007,55,0,1008,0.0,1008,0.0,1.0,False
1845,Sørfold - Fuolldá,2007,99,0,1008,0.0,1008,,1.0,False
1848,Steigen,2007,01,298,1393,21.39,1393,21.39,1.0,False
1848,Steigen,2007,02,128,1393,9.19,1393,9.19,1.0,False
1848,Steigen,2007,03,86,1393,6.17,1393,6.17,1.0,False
1848,Steigen,2007,04,63,1393,4.52,1393,4.52,1.0,False
1848,Steigen,2007,05,482,1393,34.6,1393,34.6,1.0,False
1848,Steigen,2007,06,127,1393,9.12,1393,9.12,1.0,False
1848,Steigen,2007,07,209,1393,15.0,1393,15.0,1.0,False
1848,Steigen,2007,08,0,1393,0.0,1393,0.0,1.0,False
1848,Steigen,2007,55,0,1393,0.0,1393,0.0,1.0,False
1848,Steigen,2007,99,0,1393,0.0,1393,,1.0,False
1851,Lødingen,2007,01,270,1200,22.5,1200,22.5,1.0,False
1851,Lødingen,2007,02,408,1200,34.0,1200,34.0,1.0,False
1851,Lødingen,2007,03,155,1200,12.92,1200,12.92,1.0,False
1851,Lødingen,2007,04,0,1200,0.0,1200,0.0,1.0,False
1851,Lødingen,2007,05,100,1200,8.33,1200,8.33,1.0,False
1851,Lødingen,2007,06,196,1200,16.33,1200,16.33,1.0,False
1851,Lødingen,2007,07,71,1200,5.92,1200,5.92,1.0,False
1851,Lødingen,2007,08,0,1200,0.0,1200,0.0,1.0,False
1851,Lødingen,2007,55,0,1200,0.0,1200,0.0,1.0,False
1851,Lødingen,2007,99,0,1200,0.0,1200,,1.0,False
1853,Evenes - Evenássi,2007,01,192,680,28.24,680,28.24,1.0,False
1853,Evenes - Evenássi,2007,02,73,680,10.74,680,10.74,1.0,False
1853,Evenes - Evenássi,2007,03,216,680,31.76,680,31.76,1.0,False
1853,Evenes - Evenássi,2007,04,0,680,0.0,680,0.0,1.0,False
1853,Evenes - Evenássi,2007,05,135,680,19.85,680,19.85,1.0,False
1853,Evenes - Evenássi,2007,06,64,680,9.41,680,9.41,1.0,False
1853,Evenes - Evenássi,2007,07,0,680,0.0,680,0.0,1.0,False
1853,Evenes - Evenássi,2007,08,0,680,0.0,680,0.0,1.0,False
1853,Evenes - Evenássi,2007,55,0,680,0.0,680,0.0,1.0,False
1853,Evenes - Evenássi,2007,99,0,680,0.0,680,,1.0,False
1856,Røst,2007,01,0,308,0.0,0,,1.0,False
1856,Røst,2007,02,0,308,0.0,0,,1.0,False
1856,Røst,2007,03,0,308,0.0,0,,1.0,False
1856,Røst,2007,04,0,308,0.0,0,,1.0,False
1856,Røst,2007,05,0,308,0.0,0,,1.0,False
1856,Røst,2007,06,0,308,0.0,0,,1.0,False
1856,Røst,2007,07,0,308,0.0,0,,1.0,False
1856,Røst,2007,08,0,308,0.0,0,,1.0,False
1856,Røst,2007,55,0,308,0.0,0,,1.0,False
1856,Røst,2007,99,308,308,100.0,0,,1.0,False
1857,Værøy,2007,01,118,336,35.12,166,71.08,1.0,False
1857,Værøy,2007,02,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,03,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,04,48,336,14.29,166,28.92,1.0,False
1857,Værøy,2007,05,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,06,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,07,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,08,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,55,0,336,0.0,166,0.0,1.0,False
1857,Værøy,2007,99,170,336,50.6,166,,1.0,False
1859,Flakstad,2007,01,154,614,25.08,253,60.87,1.0,False
1859,Flakstad,2007,02,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,03,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,04,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,05,76,614,12.38,253,30.04,1.0,False
1859,Flakstad,2007,06,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,07,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,08,23,614,3.75,253,9.09,1.0,False
1859,Flakstad,2007,55,0,614,0.0,253,0.0,1.0,False
1859,Flakstad,2007,99,361,614,58.79,253,,1.0,False
1860,Vestvågøy,2007,01,953,4459,21.37,4175,22.83,1.0,False
1860,Vestvågøy,2007,02,691,4459,15.5,4175,16.55,1.0,False
1860,Vestvågøy,2007,03,969,4459,21.73,4175,23.21,1.0,False
1860,Vestvågøy,2007,04,473,4459,10.61,4175,11.33,1.0,False
1860,Vestvågøy,2007,05,757,4459,16.98,4175,18.13,1.0,False
1860,Vestvågøy,2007,06,269,4459,6.03,4175,6.44,1.0,False
1860,Vestvågøy,2007,07,63,4459,1.41,4175,1.51,1.0,False
1860,Vestvågøy,2007,08,0,4459,0.0,4175,0.0,1.0,False
1860,Vestvågøy,2007,55,0,4459,0.0,4175,0.0,1.0,False
1860,Vestvågøy,2007,99,284,4459,6.37,4175,,1.0,False
1865,Vågan,2007,01,1362,4121,33.05,3957,34.42,1.0,False
1865,Vågan,2007,02,599,4121,14.54,3957,15.14,1.0,False
1865,Vågan,2007,03,863,4121,20.94,3957,21.81,1.0,False
1865,Vågan,2007,04,95,4121,2.31,3957,2.4,1.0,False
1865,Vågan,2007,05,337,4121,8.18,3957,8.52,1.0,False
1865,Vågan,2007,06,226,4121,5.48,3957,5.71,1.0,False
1865,Vågan,2007,07,142,4121,3.45,3957,3.59,1.0,False
1865,Vågan,2007,08,0,4121,0.0,3957,0.0,1.0,False
1865,Vågan,2007,55,333,4121,8.08,3957,8.42,1.0,False
1865,Vågan,2007,99,164,4121,3.98,3957,,1.0,False
1866,Hadsel,2007,01,1040,3683,28.24,2730,38.1,1.0,False
1866,Hadsel,2007,02,627,3683,17.02,2730,22.97,1.0,False
1866,Hadsel,2007,03,288,3683,7.82,2730,10.55,1.0,False
1866,Hadsel,2007,04,120,3683,3.26,2730,4.4,1.0,False
1866,Hadsel,2007,05,353,3683,9.58,2730,12.93,1.0,False
1866,Hadsel,2007,06,158,3683,4.29,2730,5.79,1.0,False
1866,Hadsel,2007,07,144,3683,3.91,2730,5.27,1.0,False
1866,Hadsel,2007,08,0,3683,0.0,2730,0.0,1.0,False
1866,Hadsel,2007,55,0,3683,0.0,2730,0.0,1.0,False
1866,Hadsel,2007,99,953,3683,25.88,2730,,1.0,False
1867,Bø,2007,01,0,1596,0.0,937,0.0,1.0,False
1867,Bø,2007,02,177,1596,11.09,937,18.89,1.0,False
1867,Bø,2007,03,0,1596,0.0,937,0.0,1.0,False
1867,Bø,2007,04,43,1596,2.69,937,4.59,1.0,False
1867,Bø,2007,05,464,1596,29.07,937,49.52,1.0,False
1867,Bø,2007,06,94,1596,5.89,937,10.03,1.0,False
1867,Bø,2007,07,159,1596,9.96,937,16.97,1.0,False
1867,Bø,2007,08,0,1596,0.0,937,0.0,1.0,False
1867,Bø,2007,55,0,1596,0.0,937,0.0,1.0,False
1867,Bø,2007,99,659,1596,41.29,937,,1.0,False
1868,Øksnes,2007,01,509,2127,23.93,1368,37.21,1.0,False
1868,Øksnes,2007,02,390,2127,18.34,1368,28.51,1.0,False
1868,Øksnes,2007,03,93,2127,4.37,1368,6.8,1.0,False
1868,Øksnes,2007,04,174,2127,8.18,1368,12.72,1.0,False
1868,Øksnes,2007,05,202,2127,9.5,1368,14.77,1.0,False
1868,Øksnes,2007,06,0,2127,0.0,1368,0.0,1.0,False
1868,Øksnes,2007,07,0,2127,0.0,1368,0.0,1.0,False
1868,Øksnes,2007,08,0,2127,0.0,1368,0.0,1.0,False
1868,Øksnes,2007,55,0,2127,0.0,1368,0.0,1.0,False
1868,Øksnes,2007,99,759,2127,35.68,1368,,1.0,False
1870,Sortland - Suortá,2007,01,1272,3866,32.9,3866,32.9,1.0,False
1870,Sortland - Suortá,2007,02,757,3866,19.58,3866,19.58,1.0,False
1870,Sortland - Suortá,2007,03,821,3866,21.24,3866,21.24,1.0,False
1870,Sortland - Suortá,2007,04,139,3866,3.6,3866,3.6,1.0,False
1870,Sortland - Suortá,2007,05,367,3866,9.49,3866,9.49,1.0,False
1870,Sortland - Suortá,2007,06,279,3866,7.22,3866,7.22,1.0,False
1870,Sortland - Suortá,2007,07,58,3866,1.5,3866,1.5,1.0,False
1870,Sortland - Suortá,2007,08,0,3866,0.0,3866,0.0,1.0,False
1870,Sortland - Suortá,2007,55,173,3866,4.47,3866,4.47,1.0,False
1870,Sortland - Suortá,2007,99,0,3866,0.0,3866,,1.0,False
1871,Andøy,2007,01,600,2513,23.88,2513,23.88,1.0,False
1871,Andøy,2007,02,263,2513,10.47,2513,10.47,1.0,False
1871,Andøy,2007,03,997,2513,39.67,2513,39.67,1.0,False
1871,Andøy,2007,04,102,2513,4.06,2513,4.06,1.0,False
1871,Andøy,2007,05,309,2513,12.3,2513,12.3,1.0,False
1871,Andøy,2007,06,99,2513,3.94,2513,3.94,1.0,False
1871,Andøy,2007,07,143,2513,5.69,2513,5.69,1.0,False
1871,Andøy,2007,08,0,2513,0.0,2513,0.0,1.0,False
1871,Andøy,2007,55,0,2513,0.0,2513,0.0,1.0,False
1871,Andøy,2007,99,0,2513,0.0,2513,,1.0,False
1874,Moskenes,2007,01,156,590,26.44,243,64.2,1.0,False
1874,Moskenes,2007,02,48,590,8.14,243,19.75,1.0,False
1874,Moskenes,2007,03,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,04,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,05,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,06,39,590,6.61,243,16.05,1.0,False
1874,Moskenes,2007,07,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,08,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,55,0,590,0.0,243,0.0,1.0,False
1874,Moskenes,2007,99,347,590,58.81,243,,1.0,False
1875,Hábmer - Hamarøy,2007,01,580.98,1550.45,37.47,1135.22,51.18,1.0,True
1875,Hábmer - Hamarøy,2007,02,0.0,1550.45,0.0,1135.22,0.0,1.0,True
1875,Hábmer - Hamarøy,2007,03,202.0,1550.45,13.03,1135.22,17.79,1.0,True
1875,Hábmer - Hamarøy,2007,04,0.0,1550.45,0.0,1135.22,0.0,1.0,True
1875,Hábmer - Hamarøy,2007,05,248.18,1550.45,16.01,1135.22,21.86,1.0,True
1875,Hábmer - Hamarøy,2007,06,104.06,1550.45,6.71,1135.22,9.17,1.0,True
1875,Hábmer - Hamarøy,2007,07,0.0,1550.45,0.0,1135.22,0.0,1.0,True
1875,Hábmer - Hamarøy,2007,08,0.0,1550.45,0.0,1135.22,0.0,1.0,True
1875,Hábmer - Hamarøy,2007,55,0.0,1550.45,0.0,1135.22,0.0,1.0,True
1875,Hábmer - Hamarøy,2007,99,415.23,1550.45,26.78,1135.22,,1.0,True
3101,Halden,2007,01,5638,12924,43.62,12706,44.37,1.0,False
3101,Halden,2007,02,2057,12924,15.92,12706,16.19,1.0,False
3101,Halden,2007,03,1343,12924,10.39,12706,10.57,1.0,False
3101,Halden,2007,04,948,12924,7.34,12706,7.46,1.0,False
3101,Halden,2007,05,639,12924,4.94,12706,5.03,1.0,False
3101,Halden,2007,06,949,12924,7.34,12706,7.47,1.0,False
3101,Halden,2007,07,460,12924,3.56,12706,3.62,1.0,False
3101,Halden,2007,08,376,12924,2.91,12706,2.96,1.0,False
3101,Halden,2007,55,296,12924,2.29,12706,2.33,1.0,False
3101,Halden,2007,99,218,12924,1.69,12706,,1.0,False
3103,Moss,2007,01,7298,20114,36.28,19558,37.31,1.0,False
3103,Moss,2007,02,4639,20114,23.06,19558,23.72,1.0,False
3103,Moss,2007,03,4100,20114,20.38,19558,20.96,1.0,False
3103,Moss,2007,04,673,20114,3.35,19558,3.44,1.0,False
3103,Moss,2007,05,230,20114,1.14,19558,1.18,1.0,False
3103,Moss,2007,06,1191,20114,5.92,19558,6.09,1.0,False
3103,Moss,2007,07,935,20114,4.65,19558,4.78,1.0,False
3103,Moss,2007,08,0,20114,0.0,19558,0.0,1.0,False
3103,Moss,2007,55,492,20114,2.45,19558,2.52,1.0,False
3103,Moss,2007,99,556,20114,2.76,19558,,1.0,False
3105,Sarpsborg,2007,01,10584,21729,48.71,20918,50.6,1.0,False
3105,Sarpsborg,2007,02,4241,21729,19.52,20918,20.27,1.0,False
3105,Sarpsborg,2007,03,2456,21729,11.3,20918,11.74,1.0,False
3105,Sarpsborg,2007,04,1448,21729,6.66,20918,6.92,1.0,False
3105,Sarpsborg,2007,05,812,21729,3.74,20918,3.88,1.0,False
3105,Sarpsborg,2007,06,699,21729,3.22,20918,3.34,1.0,False
3105,Sarpsborg,2007,07,543,21729,2.5,20918,2.6,1.0,False
3105,Sarpsborg,2007,08,0,21729,0.0,20918,0.0,1.0,False
3105,Sarpsborg,2007,55,135,21729,0.62,20918,0.65,1.0,False
3105,Sarpsborg,2007,99,811,21729,3.73,20918,,1.0,False
3107,Fredrikstad,2007,01,11070,33747,32.8,31385,35.27,1.0,False
3107,Fredrikstad,2007,02,10511,33747,31.15,31385,33.49,1.0,False
3107,Fredrikstad,2007,03,4463,33747,13.22,31385,14.22,1.0,False
3107,Fredrikstad,2007,04,1618,33747,4.79,31385,5.16,1.0,False
3107,Fredrikstad,2007,05,739,33747,2.19,31385,2.35,1.0,False
3107,Fredrikstad,2007,06,1563,33747,4.63,31385,4.98,1.0,False
3107,Fredrikstad,2007,07,1115,33747,3.3,31385,3.55,1.0,False
3107,Fredrikstad,2007,08,0,33747,0.0,31385,0.0,1.0,False
3107,Fredrikstad,2007,55,306,33747,0.91,31385,0.97,1.0,False
3107,Fredrikstad,2007,99,2362,33747,7.0,31385,,1.0,False
3110,Hvaler,2007,01,704,2091,33.67,2031,34.66,1.0,False
3110,Hvaler,2007,02,573,2091,27.4,2031,28.21,1.0,False
3110,Hvaler,2007,03,450,2091,21.52,2031,22.16,1.0,False
3110,Hvaler,2007,04,0,2091,0.0,2031,0.0,1.0,False
3110,Hvaler,2007,05,92,2091,4.4,2031,4.53,1.0,False
3110,Hvaler,2007,06,132,2091,6.31,2031,6.5,1.0,False
3110,Hvaler,2007,07,80,2091,3.83,2031,3.94,1.0,False
3110,Hvaler,2007,08,0,2091,0.0,2031,0.0,1.0,False
3110,Hvaler,2007,55,0,2091,0.0,2031,0.0,1.0,False
3110,Hvaler,2007,99,60,2091,2.87,2031,,1.0,False
3112,Råde,2007,01,1213,3444,35.22,3444,35.22,1.0,False
3112,Råde,2007,02,923,3444,26.8,3444,26.8,1.0,False
3112,Råde,2007,03,473,3444,13.73,3444,13.73,1.0,False
3112,Råde,2007,04,360,3444,10.45,3444,10.45,1.0,False
3112,Råde,2007,05,318,3444,9.23,3444,9.23,1.0,False
3112,Råde,2007,06,80,3444,2.32,3444,2.32,1.0,False
3112,Råde,2007,07,77,3444,2.24,3444,2.24,1.0,False
3112,Råde,2007,08,0,3444,0.0,3444,0.0,1.0,False
3112,Råde,2007,55,0,3444,0.0,3444,0.0,1.0,False
3112,Råde,2007,99,0,3444,0.0,3444,,1.0,False
3114,Våler (Østfold),2007,01,341,1905,17.9,1905,17.9,1.0,False
3114,Våler (Østfold),2007,02,507,1905,26.61,1905,26.61,1.0,False
3114,Våler (Østfold),2007,03,318,1905,16.69,1905,16.69,1.0,False
3114,Våler (Østfold),2007,04,208,1905,10.92,1905,10.92,1.0,False
3114,Våler (Østfold),2007,05,402,1905,21.1,1905,21.1,1.0,False
3114,Våler (Østfold),2007,06,75,1905,3.94,1905,3.94,1.0,False
3114,Våler (Østfold),2007,07,54,1905,2.83,1905,2.83,1.0,False
3114,Våler (Østfold),2007,08,0,1905,0.0,1905,0.0,1.0,False
3114,Våler (Østfold),2007,55,0,1905,0.0,1905,0.0,1.0,False
3114,Våler (Østfold),2007,99,0,1905,0.0,1905,,1.0,False
3116,Skiptvet,2007,01,506,1559,32.46,1559,32.46,1.0,False
3116,Skiptvet,2007,02,171,1559,10.97,1559,10.97,1.0,False
3116,Skiptvet,2007,03,199,1559,12.76,1559,12.76,1.0,False
3116,Skiptvet,2007,04,168,1559,10.78,1559,10.78,1.0,False
3116,Skiptvet,2007,05,515,1559,33.03,1559,33.03,1.0,False
3116,Skiptvet,2007,06,0,1559,0.0,1559,0.0,1.0,False
3116,Skiptvet,2007,07,0,1559,0.0,1559,0.0,1.0,False
3116,Skiptvet,2007,08,0,1559,0.0,1559,0.0,1.0,False
3116,Skiptvet,2007,55,0,1559,0.0,1559,0.0,1.0,False
3116,Skiptvet,2007,99,0,1559,0.0,1559,,1.0,False
3118,Indre Østfold,2007,01,4731,17467,27.09,17113,27.65,1.0,False
3118,Indre Østfold,2007,02,3686,17467,21.1,17113,21.54,1.0,False
3118,Indre Østfold,2007,03,2588,17467,14.82,17113,15.12,1.0,False
3118,Indre Østfold,2007,04,1292,17467,7.4,17113,7.55,1.0,False
3118,Indre Østfold,2007,05,2823,17467,16.16,17113,16.5,1.0,False
3118,Indre Østfold,2007,06,643,17467,3.68,17113,3.76,1.0,False
3118,Indre Østfold,2007,07,1350,17467,7.73,17113,7.89,1.0,False
3118,Indre Østfold,2007,08,0,17467,0.0,17113,0.0,1.0,False
3118,Indre Østfold,2007,55,0,17467,0.0,17113,0.0,1.0,False
3118,Indre Østfold,2007,99,354,17467,2.03,17113,,1.0,False
3120,Rakkestad,2007,01,730,3348,21.8,3348,21.8,1.0,False
3120,Rakkestad,2007,02,426,3348,12.72,3348,12.72,1.0,False
3120,Rakkestad,2007,03,184,3348,5.5,3348,5.5,1.0,False
