kom2024,navn,aar,parti,stemmer,total_stemmer,prosent,sum_9parti,prosent_9parti,dekning,estimert
5014,Frøya,1987,07,259,2168,11.95,1997,12.97,1.0,False
5014,Frøya,1987,08,0,2168,0.0,1997,0.0,1.0,False
5014,Frøya,1987,55,0,2168,0.0,1997,0.0,1.0,False
5014,Frøya,1987,99,171,2168,7.89,1997,,1.0,False
5020,Osen,1987,01,251,686,36.59,564,44.5,1.0,False
5020,Osen,1987,02,0,686,0.0,564,0.0,1.0,False
5020,Osen,1987,03,90,686,13.12,564,15.96,1.0,False
5020,Osen,1987,04,106,686,15.45,564,18.79,1.0,False
5020,Osen,1987,05,117,686,17.06,564,20.74,1.0,False
5020,Osen,1987,06,0,686,0.0,564,0.0,1.0,False
5020,Osen,1987,07,0,686,0.0,564,0.0,1.0,False
5020,Osen,1987,08,0,686,0.0,564,0.0,1.0,False
5020,Osen,1987,55,0,686,0.0,564,0.0,1.0,False
5020,Osen,1987,99,122,686,17.78,564,,1.0,False
5021,Oppdal,1987,01,1244,3370,36.91,3370,36.91,1.0,False
5021,Oppdal,1987,02,0,3370,0.0,3370,0.0,1.0,False
5021,Oppdal,1987,03,771,3370,22.88,3370,22.88,1.0,False
5021,Oppdal,1987,04,310,3370,9.2,3370,9.2,1.0,False
5021,Oppdal,1987,05,660,3370,19.58,3370,19.58,1.0,False
5021,Oppdal,1987,06,110,3370,3.26,3370,3.26,1.0,False
5021,Oppdal,1987,07,275,3370,8.16,3370,8.16,1.0,False
5021,Oppdal,1987,08,0,3370,0.0,3370,0.0,1.0,False
5021,Oppdal,1987,55,0,3370,0.0,3370,0.0,1.0,False
5021,Oppdal,1987,99,0,3370,0.0,3370,,1.0,False
5022,Rennebu,1987,01,548,1523,35.98,1387,39.51,1.0,False
5022,Rennebu,1987,02,0,1523,0.0,1387,0.0,1.0,False
5022,Rennebu,1987,03,153,1523,10.05,1387,11.03,1.0,False
5022,Rennebu,1987,04,351,1523,23.05,1387,25.31,1.0,False
5022,Rennebu,1987,05,335,1523,22.0,1387,24.15,1.0,False
5022,Rennebu,1987,06,0,1523,0.0,1387,0.0,1.0,False
5022,Rennebu,1987,07,0,1523,0.0,1387,0.0,1.0,False
5022,Rennebu,1987,08,0,1523,0.0,1387,0.0,1.0,False
5022,Rennebu,1987,55,0,1523,0.0,1387,0.0,1.0,False
5022,Rennebu,1987,99,136,1523,8.93,1387,,1.0,False
5025,Røros - Rosse,1987,01,1596,3132,50.96,2620,60.92,1.0,False
5025,Røros - Rosse,1987,02,0,3132,0.0,2620,0.0,1.0,False
5025,Røros - Rosse,1987,03,547,3132,17.46,2620,20.88,1.0,False
5025,Røros - Rosse,1987,04,0,3132,0.0,2620,0.0,1.0,False
5025,Røros - Rosse,1987,05,0,3132,0.0,2620,0.0,1.0,False
5025,Røros - Rosse,1987,06,351,3132,11.21,2620,13.4,1.0,False
5025,Røros - Rosse,1987,07,0,3132,0.0,2620,0.0,1.0,False
5025,Røros - Rosse,1987,08,0,3132,0.0,2620,0.0,1.0,False
5025,Røros - Rosse,1987,55,126,3132,4.02,2620,4.81,1.0,False
5025,Røros - Rosse,1987,99,512,3132,16.35,2620,,1.0,False
5026,Holtålen,1987,01,930,1604,57.98,1209,76.92,1.0,False
5026,Holtålen,1987,02,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,03,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,04,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,05,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,06,244,1604,15.21,1209,20.18,1.0,False
5026,Holtålen,1987,07,35,1604,2.18,1209,2.89,1.0,False
5026,Holtålen,1987,08,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,55,0,1604,0.0,1209,0.0,1.0,False
5026,Holtålen,1987,99,395,1604,24.63,1209,,1.0,False
5027,Midtre Gauldal,1987,01,1431,3371,42.45,3371,42.45,1.0,False
5027,Midtre Gauldal,1987,02,0,3371,0.0,3371,0.0,1.0,False
5027,Midtre Gauldal,1987,03,434,3371,12.87,3371,12.87,1.0,False
5027,Midtre Gauldal,1987,04,376,3371,11.15,3371,11.15,1.0,False
5027,Midtre Gauldal,1987,05,801,3371,23.76,3371,23.76,1.0,False
5027,Midtre Gauldal,1987,06,134,3371,3.98,3371,3.98,1.0,False
5027,Midtre Gauldal,1987,07,195,3371,5.78,3371,5.78,1.0,False
5027,Midtre Gauldal,1987,08,0,3371,0.0,3371,0.0,1.0,False
5027,Midtre Gauldal,1987,55,0,3371,0.0,3371,0.0,1.0,False
5027,Midtre Gauldal,1987,99,0,3371,0.0,3371,,1.0,False
5028,Melhus,1987,01,2633,6293,41.84,6293,41.84,1.0,False
5028,Melhus,1987,02,467,6293,7.42,6293,7.42,1.0,False
5028,Melhus,1987,03,980,6293,15.57,6293,15.57,1.0,False
5028,Melhus,1987,04,586,6293,9.31,6293,9.31,1.0,False
5028,Melhus,1987,05,1031,6293,16.38,6293,16.38,1.0,False
5028,Melhus,1987,06,299,6293,4.75,6293,4.75,1.0,False
5028,Melhus,1987,07,297,6293,4.72,6293,4.72,1.0,False
5028,Melhus,1987,08,0,6293,0.0,6293,0.0,1.0,False
5028,Melhus,1987,55,0,6293,0.0,6293,0.0,1.0,False
5028,Melhus,1987,99,0,6293,0.0,6293,,1.0,False
5029,Skaun,1987,01,1148,2870,40.0,2870,40.0,1.0,False
5029,Skaun,1987,02,237,2870,8.26,2870,8.26,1.0,False
5029,Skaun,1987,03,401,2870,13.97,2870,13.97,1.0,False
5029,Skaun,1987,04,172,2870,5.99,2870,5.99,1.0,False
5029,Skaun,1987,05,624,2870,21.74,2870,21.74,1.0,False
5029,Skaun,1987,06,173,2870,6.03,2870,6.03,1.0,False
5029,Skaun,1987,07,115,2870,4.01,2870,4.01,1.0,False
5029,Skaun,1987,08,0,2870,0.0,2870,0.0,1.0,False
5029,Skaun,1987,55,0,2870,0.0,2870,0.0,1.0,False
5029,Skaun,1987,99,0,2870,0.0,2870,,1.0,False
5031,Malvik,1987,01,2078,4603,45.14,4603,45.14,1.0,False
5031,Malvik,1987,02,501,4603,10.88,4603,10.88,1.0,False
5031,Malvik,1987,03,886,4603,19.25,4603,19.25,1.0,False
5031,Malvik,1987,04,182,4603,3.95,4603,3.95,1.0,False
5031,Malvik,1987,05,279,4603,6.06,4603,6.06,1.0,False
5031,Malvik,1987,06,457,4603,9.93,4603,9.93,1.0,False
5031,Malvik,1987,07,220,4603,4.78,4603,4.78,1.0,False
5031,Malvik,1987,08,0,4603,0.0,4603,0.0,1.0,False
5031,Malvik,1987,55,0,4603,0.0,4603,0.0,1.0,False
5031,Malvik,1987,99,0,4603,0.0,4603,,1.0,False
5032,Selbu,1987,01,1042,2291,45.48,2106,49.48,1.0,False
5032,Selbu,1987,02,0,2291,0.0,2106,0.0,1.0,False
5032,Selbu,1987,03,393,2291,17.15,2106,18.66,1.0,False
5032,Selbu,1987,04,141,2291,6.15,2106,6.7,1.0,False
5032,Selbu,1987,05,388,2291,16.94,2106,18.42,1.0,False
5032,Selbu,1987,06,0,2291,0.0,2106,0.0,1.0,False
5032,Selbu,1987,07,129,2291,5.63,2106,6.13,1.0,False
5032,Selbu,1987,08,0,2291,0.0,2106,0.0,1.0,False
5032,Selbu,1987,55,13,2291,0.57,2106,0.62,1.0,False
5032,Selbu,1987,99,185,2291,8.08,2106,,1.0,False
5033,Tydal,1987,01,152,683,22.25,219,69.41,1.0,False
5033,Tydal,1987,02,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,03,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,04,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,05,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,06,46,683,6.73,219,21.0,1.0,False
5033,Tydal,1987,07,21,683,3.07,219,9.59,1.0,False
5033,Tydal,1987,08,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,55,0,683,0.0,219,0.0,1.0,False
5033,Tydal,1987,99,464,683,67.94,219,,1.0,False
5034,Meråker,1987,01,731,1511,48.38,1511,48.38,1.0,False
5034,Meråker,1987,02,0,1511,0.0,1511,0.0,1.0,False
5034,Meråker,1987,03,126,1511,8.34,1511,8.34,1.0,False
5034,Meråker,1987,04,0,1511,0.0,1511,0.0,1.0,False
5034,Meråker,1987,05,188,1511,12.44,1511,12.44,1.0,False
5034,Meråker,1987,06,125,1511,8.27,1511,8.27,1.0,False
5034,Meråker,1987,07,341,1511,22.57,1511,22.57,1.0,False
5034,Meråker,1987,08,0,1511,0.0,1511,0.0,1.0,False
5034,Meråker,1987,55,0,1511,0.0,1511,0.0,1.0,False
5034,Meråker,1987,99,0,1511,0.0,1511,,1.0,False
5035,Stjørdal,1987,01,3273,8321,39.33,7715,42.42,1.0,False
5035,Stjørdal,1987,02,746,8321,8.97,7715,9.67,1.0,False
5035,Stjørdal,1987,03,1078,8321,12.96,7715,13.97,1.0,False
5035,Stjørdal,1987,04,538,8321,6.47,7715,6.97,1.0,False
5035,Stjørdal,1987,05,1376,8321,16.54,7715,17.84,1.0,False
5035,Stjørdal,1987,06,638,8321,7.67,7715,8.27,1.0,False
5035,Stjørdal,1987,07,0,8321,0.0,7715,0.0,1.0,False
5035,Stjørdal,1987,08,0,8321,0.0,7715,0.0,1.0,False
5035,Stjørdal,1987,55,66,8321,0.79,7715,0.86,1.0,False
5035,Stjørdal,1987,99,606,8321,7.28,7715,,1.0,False
5036,Frosta,1987,01,511,1398,36.55,1324,38.6,1.0,False
5036,Frosta,1987,02,0,1398,0.0,1324,0.0,1.0,False
5036,Frosta,1987,03,213,1398,15.24,1324,16.09,1.0,False
5036,Frosta,1987,04,121,1398,8.66,1324,9.14,1.0,False
5036,Frosta,1987,05,364,1398,26.04,1324,27.49,1.0,False
5036,Frosta,1987,06,0,1398,0.0,1324,0.0,1.0,False
5036,Frosta,1987,07,115,1398,8.23,1324,8.69,1.0,False
5036,Frosta,1987,08,0,1398,0.0,1324,0.0,1.0,False
5036,Frosta,1987,55,0,1398,0.0,1324,0.0,1.0,False
5036,Frosta,1987,99,74,1398,5.29,1324,,1.0,False
5037,Levanger - Levangke,1987,01,3015,8424,35.79,8247,36.56,1.0,False
5037,Levanger - Levangke,1987,02,532,8424,6.32,8247,6.45,1.0,False
5037,Levanger - Levangke,1987,03,1025,8424,12.17,8247,12.43,1.0,False
5037,Levanger - Levangke,1987,04,672,8424,7.98,8247,8.15,1.0,False
5037,Levanger - Levangke,1987,05,1507,8424,17.89,8247,18.27,1.0,False
5037,Levanger - Levangke,1987,06,726,8424,8.62,8247,8.8,1.0,False
5037,Levanger - Levangke,1987,07,692,8424,8.21,8247,8.39,1.0,False
5037,Levanger - Levangke,1987,08,0,8424,0.0,8247,0.0,1.0,False
5037,Levanger - Levangke,1987,55,78,8424,0.93,8247,0.95,1.0,False
5037,Levanger - Levangke,1987,99,177,8424,2.1,8247,,1.0,False
5038,Verdal,1987,01,2848,6551,43.47,5771,49.35,1.0,False
5038,Verdal,1987,02,0,6551,0.0,5771,0.0,1.0,False
5038,Verdal,1987,03,782,6551,11.94,5771,13.55,1.0,False
5038,Verdal,1987,04,223,6551,3.4,5771,3.86,1.0,False
5038,Verdal,1987,05,1042,6551,15.91,5771,18.06,1.0,False
5038,Verdal,1987,06,296,6551,4.52,5771,5.13,1.0,False
5038,Verdal,1987,07,523,6551,7.98,5771,9.06,1.0,False
5038,Verdal,1987,08,0,6551,0.0,5771,0.0,1.0,False
5038,Verdal,1987,55,57,6551,0.87,5771,0.99,1.0,False
5038,Verdal,1987,99,780,6551,11.91,5771,,1.0,False
5041,Snåase - Snåsa,1987,01,567,1518,37.35,1518,37.35,1.0,False
5041,Snåase - Snåsa,1987,02,0,1518,0.0,1518,0.0,1.0,False
5041,Snåase - Snåsa,1987,03,134,1518,8.83,1518,8.83,1.0,False
5041,Snåase - Snåsa,1987,04,0,1518,0.0,1518,0.0,1.0,False
5041,Snåase - Snåsa,1987,05,518,1518,34.12,1518,34.12,1.0,False
5041,Snåase - Snåsa,1987,06,109,1518,7.18,1518,7.18,1.0,False
5041,Snåase - Snåsa,1987,07,190,1518,12.52,1518,12.52,1.0,False
5041,Snåase - Snåsa,1987,08,0,1518,0.0,1518,0.0,1.0,False
5041,Snåase - Snåsa,1987,55,0,1518,0.0,1518,0.0,1.0,False
5041,Snåase - Snåsa,1987,99,0,1518,0.0,1518,,1.0,False
5042,Lierne,1987,01,382,852,44.84,739,51.69,1.0,False
5042,Lierne,1987,02,0,852,0.0,739,0.0,1.0,False
5042,Lierne,1987,03,56,852,6.57,739,7.58,1.0,False
5042,Lierne,1987,04,74,852,8.69,739,10.01,1.0,False
5042,Lierne,1987,05,180,852,21.13,739,24.36,1.0,False
5042,Lierne,1987,06,0,852,0.0,739,0.0,1.0,False
5042,Lierne,1987,07,47,852,5.52,739,6.36,1.0,False
5042,Lierne,1987,08,0,852,0.0,739,0.0,1.0,False
5042,Lierne,1987,55,0,852,0.0,739,0.0,1.0,False
5042,Lierne,1987,99,113,852,13.26,739,,1.0,False
5043,Raarvihke - Røyrvik,1987,01,180,424,42.45,261,68.97,1.0,False
5043,Raarvihke - Røyrvik,1987,02,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,03,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,04,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,05,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,06,35,424,8.25,261,13.41,1.0,False
5043,Raarvihke - Røyrvik,1987,07,46,424,10.85,261,17.62,1.0,False
5043,Raarvihke - Røyrvik,1987,08,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,55,0,424,0.0,261,0.0,1.0,False
5043,Raarvihke - Røyrvik,1987,99,163,424,38.44,261,,1.0,False
5044,Namsskogan,1987,01,437,698,62.61,495,88.28,1.0,False
5044,Namsskogan,1987,02,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,03,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,04,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,05,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,06,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,07,58,698,8.31,495,11.72,1.0,False
5044,Namsskogan,1987,08,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,55,0,698,0.0,495,0.0,1.0,False
5044,Namsskogan,1987,99,203,698,29.08,495,,1.0,False
5045,Grong,1987,01,495,1552,31.89,1552,31.89,1.0,False
5045,Grong,1987,02,0,1552,0.0,1552,0.0,1.0,False
5045,Grong,1987,03,153,1552,9.86,1552,9.86,1.0,False
5045,Grong,1987,04,0,1552,0.0,1552,0.0,1.0,False
5045,Grong,1987,05,423,1552,27.26,1552,27.26,1.0,False
5045,Grong,1987,06,290,1552,18.69,1552,18.69,1.0,False
5045,Grong,1987,07,191,1552,12.31,1552,12.31,1.0,False
5045,Grong,1987,08,0,1552,0.0,1552,0.0,1.0,False
5045,Grong,1987,55,0,1552,0.0,1552,0.0,1.0,False
5045,Grong,1987,99,0,1552,0.0,1552,,1.0,False
5046,Høylandet,1987,01,276,842,32.78,545,50.64,1.0,False
5046,Høylandet,1987,02,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,03,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,04,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,05,148,842,17.58,545,27.16,1.0,False
5046,Høylandet,1987,06,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,07,121,842,14.37,545,22.2,1.0,False
5046,Høylandet,1987,08,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,55,0,842,0.0,545,0.0,1.0,False
5046,Høylandet,1987,99,297,842,35.27,545,,1.0,False
5047,Overhalla,1987,01,639,1993,32.06,1993,32.06,1.0,False
5047,Overhalla,1987,02,0,1993,0.0,1993,0.0,1.0,False
5047,Overhalla,1987,03,146,1993,7.33,1993,7.33,1.0,False
5047,Overhalla,1987,04,0,1993,0.0,1993,0.0,1.0,False
5047,Overhalla,1987,05,961,1993,48.22,1993,48.22,1.0,False
5047,Overhalla,1987,06,105,1993,5.27,1993,5.27,1.0,False
5047,Overhalla,1987,07,142,1993,7.12,1993,7.12,1.0,False
5047,Overhalla,1987,08,0,1993,0.0,1993,0.0,1.0,False
5047,Overhalla,1987,55,0,1993,0.0,1993,0.0,1.0,False
5047,Overhalla,1987,99,0,1993,0.0,1993,,1.0,False
5049,Flatanger,1987,01,253,793,31.9,485,52.16,1.0,False
5049,Flatanger,1987,02,0,793,0.0,485,0.0,1.0,False
5049,Flatanger,1987,03,140,793,17.65,485,28.87,1.0,False
5049,Flatanger,1987,04,0,793,0.0,485,0.0,1.0,False
5049,Flatanger,1987,05,0,793,0.0,485,0.0,1.0,False
5049,Flatanger,1987,06,46,793,5.8,485,9.48,1.0,False
5049,Flatanger,1987,07,46,793,5.8,485,9.48,1.0,False
5049,Flatanger,1987,08,0,793,0.0,485,0.0,1.0,False
5049,Flatanger,1987,55,0,793,0.0,485,0.0,1.0,False
5049,Flatanger,1987,99,308,793,38.84,485,,1.0,False
5052,Leka,1987,01,163,478,34.1,202,80.69,1.0,False
5052,Leka,1987,02,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,03,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,04,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,05,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,06,39,478,8.16,202,19.31,1.0,False
5052,Leka,1987,07,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,08,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,55,0,478,0.0,202,0.0,1.0,False
5052,Leka,1987,99,276,478,57.74,202,,1.0,False
5053,Inderøy,1987,01,1504,3688,40.78,3581,42.0,1.0,False
5053,Inderøy,1987,02,0,3688,0.0,3581,0.0,1.0,False
5053,Inderøy,1987,03,258,3688,7.0,3581,7.2,1.0,False
5053,Inderøy,1987,04,222,3688,6.02,3581,6.2,1.0,False
5053,Inderøy,1987,05,1134,3688,30.75,3581,31.67,1.0,False
5053,Inderøy,1987,06,202,3688,5.48,3581,5.64,1.0,False
5053,Inderøy,1987,07,246,3688,6.67,3581,6.87,1.0,False
5053,Inderøy,1987,08,0,3688,0.0,3581,0.0,1.0,False
5053,Inderøy,1987,55,15,3688,0.41,3581,0.42,1.0,False
5053,Inderøy,1987,99,107,3688,2.9,3581,,1.0,False
5054,Indre Fosen,1987,01,1851,5253,35.24,5253,35.24,1.0,False
5054,Indre Fosen,1987,02,152,5253,2.89,5253,2.89,1.0,False
5054,Indre Fosen,1987,03,697,5253,13.27,5253,13.27,1.0,False
5054,Indre Fosen,1987,04,556,5253,10.58,5253,10.58,1.0,False
5054,Indre Fosen,1987,05,1392,5253,26.5,5253,26.5,1.0,False
5054,Indre Fosen,1987,06,255,5253,4.85,5253,4.85,1.0,False
5054,Indre Fosen,1987,07,350,5253,6.66,5253,6.66,1.0,False
5054,Indre Fosen,1987,08,0,5253,0.0,5253,0.0,1.0,False
5054,Indre Fosen,1987,55,0,5253,0.0,5253,0.0,1.0,False
5054,Indre Fosen,1987,99,0,5253,0.0,5253,,1.0,False
5055,Heim,1987,01,1613.95,3551.95,45.44,3532.17,45.69,1.0,True
5055,Heim,1987,02,0.0,3551.95,0.0,3532.17,0.0,1.0,True
5055,Heim,1987,03,542.59,3551.95,15.28,3532.17,15.36,1.0,True
5055,Heim,1987,04,301.11,3551.95,8.48,3532.17,8.52,1.0,True
5055,Heim,1987,05,712.07,3551.95,20.05,3532.17,20.16,1.0,True
5055,Heim,1987,06,144.0,3551.95,4.05,3532.17,4.08,1.0,True
5055,Heim,1987,07,218.45,3551.95,6.15,3532.17,6.18,1.0,True
5055,Heim,1987,08,0.0,3551.95,0.0,3532.17,0.0,1.0,True
5055,Heim,1987,55,0.0,3551.95,0.0,3532.17,0.0,1.0,True
5055,Heim,1987,99,19.78,3551.95,0.56,3532.17,,1.0,True
5056,Hitra,1987,01,733.71,2337.69,31.39,2139.95,34.29,1.0,True
5056,Hitra,1987,02,120.0,2337.69,5.13,2139.95,5.61,1.0,True
5056,Hitra,1987,03,509.58,2337.69,21.8,2139.95,23.81,1.0,True
5056,Hitra,1987,04,209.19,2337.69,8.95,2139.95,9.78,1.0,True
5056,Hitra,1987,05,311.64,2337.69,13.33,2139.95,14.56,1.0,True
5056,Hitra,1987,06,135.0,2337.69,5.77,2139.95,6.31,1.0,True
5056,Hitra,1987,07,9.83,2337.69,0.42,2139.95,0.46,1.0,True
5056,Hitra,1987,08,0.0,2337.69,0.0,2139.95,0.0,1.0,True
5056,Hitra,1987,55,111.0,2337.69,4.75,2139.95,5.19,1.0,True
5056,Hitra,1987,99,197.74,2337.69,8.46,2139.95,,1.0,True
5057,Ørland,1987,01,1399,4821,29.02,4616,30.31,1.0,False
5057,Ørland,1987,02,294,4821,6.1,4616,6.37,1.0,False
5057,Ørland,1987,03,1148,4821,23.81,4616,24.87,1.0,False
5057,Ørland,1987,04,300,4821,6.22,4616,6.5,1.0,False
5057,Ørland,1987,05,984,4821,20.41,4616,21.32,1.0,False
5057,Ørland,1987,06,242,4821,5.02,4616,5.24,1.0,False
5057,Ørland,1987,07,238,4821,4.94,4616,5.16,1.0,False
5057,Ørland,1987,08,0,4821,0.0,4616,0.0,1.0,False
5057,Ørland,1987,55,11,4821,0.23,4616,0.24,1.0,False
5057,Ørland,1987,99,205,4821,4.25,4616,,1.0,False
5058,Åfjord,1987,01,767,2531,30.3,2531,30.3,1.0,False
5058,Åfjord,1987,02,0,2531,0.0,2531,0.0,1.0,False
5058,Åfjord,1987,03,512,2531,20.23,2531,20.23,1.0,False
5058,Åfjord,1987,04,344,2531,13.59,2531,13.59,1.0,False
5058,Åfjord,1987,05,670,2531,26.47,2531,26.47,1.0,False
5058,Åfjord,1987,06,0,2531,0.0,2531,0.0,1.0,False
5058,Åfjord,1987,07,238,2531,9.4,2531,9.4,1.0,False
5058,Åfjord,1987,08,0,2531,0.0,2531,0.0,1.0,False
5058,Åfjord,1987,55,0,2531,0.0,2531,0.0,1.0,False
5058,Åfjord,1987,99,0,2531,0.0,2531,,1.0,False
5059,Orkland,1987,01,3710.34,9062.36,40.94,8237.88,45.04,1.0,True
5059,Orkland,1987,02,290.0,9062.36,3.2,8237.88,3.52,1.0,True
5059,Orkland,1987,03,928.83,9062.36,10.25,8237.88,11.28,1.0,True
5059,Orkland,1987,04,633.7,9062.36,6.99,8237.88,7.69,1.0,True
5059,Orkland,1987,05,1557.3,9062.36,17.18,8237.88,18.9,1.0,True
5059,Orkland,1987,06,521.0,9062.36,5.75,8237.88,6.32,1.0,True
5059,Orkland,1987,07,570.72,9062.36,6.3,8237.88,6.93,1.0,True
5059,Orkland,1987,08,0.0,9062.36,0.0,8237.88,0.0,1.0,True
5059,Orkland,1987,55,26.0,9062.36,0.29,8237.88,0.32,1.0,True
5059,Orkland,1987,99,824.48,9062.36,9.1,8237.88,,1.0,True
5060,Nærøysund,1987,01,2119,4884,43.39,4884,43.39,1.0,False
5060,Nærøysund,1987,02,399,4884,8.17,4884,8.17,1.0,False
5060,Nærøysund,1987,03,514,4884,10.52,4884,10.52,1.0,False
5060,Nærøysund,1987,04,298,4884,6.1,4884,6.1,1.0,False
5060,Nærøysund,1987,05,937,4884,19.19,4884,19.19,1.0,False
5060,Nærøysund,1987,06,264,4884,5.41,4884,5.41,1.0,False
5060,Nærøysund,1987,07,339,4884,6.94,4884,6.94,1.0,False
5060,Nærøysund,1987,08,0,4884,0.0,4884,0.0,1.0,False
5060,Nærøysund,1987,55,14,4884,0.29,4884,0.29,1.0,False
5060,Nærøysund,1987,99,0,4884,0.0,4884,,1.0,False
5061,Rindal,1987,01,425,1152,36.89,1152,36.89,1.0,False
5061,Rindal,1987,02,0,1152,0.0,1152,0.0,1.0,False
5061,Rindal,1987,03,126,1152,10.94,1152,10.94,1.0,False
5061,Rindal,1987,04,123,1152,10.68,1152,10.68,1.0,False
5061,Rindal,1987,05,478,1152,41.49,1152,41.49,1.0,False
5061,Rindal,1987,06,0,1152,0.0,1152,0.0,1.0,False
5061,Rindal,1987,07,0,1152,0.0,1152,0.0,1.0,False
5061,Rindal,1987,08,0,1152,0.0,1152,0.0,1.0,False
5061,Rindal,1987,55,0,1152,0.0,1152,0.0,1.0,False
5061,Rindal,1987,99,0,1152,0.0,1152,,1.0,False
5501,Tromsø,1987,01,7266,23171,31.36,23023,31.56,1.0,False
5501,Tromsø,1987,02,1872,23171,8.08,23023,8.13,1.0,False
5501,Tromsø,1987,03,7972,23171,34.41,23023,34.63,1.0,False
5501,Tromsø,1987,04,1239,23171,5.35,23023,5.38,1.0,False
5501,Tromsø,1987,05,370,23171,1.6,23023,1.61,1.0,False
5501,Tromsø,1987,06,2033,23171,8.77,23023,8.83,1.0,False
5501,Tromsø,1987,07,827,23171,3.57,23023,3.59,1.0,False
5501,Tromsø,1987,08,0,23171,0.0,23023,0.0,1.0,False
5501,Tromsø,1987,55,1444,23171,6.23,23023,6.27,1.0,False
5501,Tromsø,1987,99,148,23171,0.64,23023,,1.0,False
5503,Harstad - Hárstták,1987,01,3722,10779,34.53,10457,35.59,1.0,False
5503,Harstad - Hárstták,1987,02,1362,10779,12.64,10457,13.02,1.0,False
5503,Harstad - Hárstták,1987,03,3250,10779,30.15,10457,31.08,1.0,False
5503,Harstad - Hárstták,1987,04,473,10779,4.39,10457,4.52,1.0,False
5503,Harstad - Hárstták,1987,05,349,10779,3.24,10457,3.34,1.0,False
5503,Harstad - Hárstták,1987,06,542,10779,5.03,10457,5.18,1.0,False
5503,Harstad - Hárstták,1987,07,542,10779,5.03,10457,5.18,1.0,False
5503,Harstad - Hárstták,1987,08,0,10779,0.0,10457,0.0,1.0,False
5503,Harstad - Hárstták,1987,55,217,10779,2.01,10457,2.08,1.0,False
5503,Harstad - Hárstták,1987,99,322,10779,2.99,10457,,1.0,False
5510,Kvæfjord,1987,01,770,1801,42.75,1801,42.75,1.0,False
5510,Kvæfjord,1987,02,0,1801,0.0,1801,0.0,1.0,False
5510,Kvæfjord,1987,03,419,1801,23.26,1801,23.26,1.0,False
5510,Kvæfjord,1987,04,69,1801,3.83,1801,3.83,1.0,False
5510,Kvæfjord,1987,05,190,1801,10.55,1801,10.55,1.0,False
5510,Kvæfjord,1987,06,125,1801,6.94,1801,6.94,1.0,False
5510,Kvæfjord,1987,07,170,1801,9.44,1801,9.44,1.0,False
5510,Kvæfjord,1987,08,0,1801,0.0,1801,0.0,1.0,False
5510,Kvæfjord,1987,55,58,1801,3.22,1801,3.22,1.0,False
5510,Kvæfjord,1987,99,0,1801,0.0,1801,,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,01,962,2640,36.44,1720,55.93,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,02,0,2640,0.0,1720,0.0,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,03,504,2640,19.09,1720,29.3,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,04,26,2640,0.98,1720,1.51,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,05,51,2640,1.93,1720,2.97,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,06,79,2640,2.99,1720,4.59,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,07,98,2640,3.71,1720,5.7,1.0,False
5512,Dielddanuorri - Tjeldsund,1987,08,0,2640,0.0,1720,0.0,1.0,False
