"Region","PolitParti","Godkjente1 1993"
"0101","01",6814
"0101","02",1083
"0101","03",1491
"0101","04",1468
"0101","08",42
"0101","05",1883
"0101","06",1127
"0101","07",246
"0101","13",28
"0101","12",4
"0101","10",304
"0101","11",82
"0101","22",123
"0101","14",31
"0103","01",7055
"0103","02",1151
"0103","03",2624
"0103","04",1198
"0103","08",50
"0103","05",877
"0103","06",1251
"0103","07",630
"0103","13",32
"0103","12",2
"0103","10",316
"0103","11",121
"0103","22",89
"0103","14",60
"0104","01",6419
"0104","02",1103
"0104","03",2870
"0104","04",538
"0104","08",17
"0104","05",759
"0104","06",943
"0104","07",374
"0104","13",52
"0104","12",4
"0104","10",801
"0104","11",177
"0104","22",76
"0104","14",38
"0105","01",12567
"0105","02",2041
"0105","03",2910
"0105","04",2218
"0105","08",39
"0105","05",3084
"0105","06",1796
"0105","07",624
"0105","13",50
"0105","12",13
"0105","10",756
"0105","11",127
"0105","22",137
"0105","14",58
"0111","01",668
"0111","02",162
"0111","03",306
"0111","04",154
"0111","08",1
"0111","05",225
"0111","06",131
"0111","07",84
"0111","13",5
"0111","10",7
"0111","11",13
"0111","22",5
"0111","14",3
"0113","01",3466
"0113","02",490
"0113","03",693
"0113","04",471
"0113","08",10
"0113","05",774
"0113","06",601
"0113","07",186
"0113","13",13
"0113","12",2
"0113","10",102
"0113","11",17
"0113","22",73
"0113","14",36
"0118","01",285
"0118","02",25
"0118","03",63
"0118","04",139
"0118","08",10
"0118","05",315
"0118","06",43
"0118","07",9
"0118","13",2
"0118","10",7
"0118","11",2
"0118","22",6
"0118","14",1
"0119","01",664
"0119","02",45
"0119","03",164
"0119","04",437
"0119","08",3
"0119","05",644
"0119","06",69
"0119","07",15
"0119","13",1
"0119","10",12
"0119","11",4
"0119","22",3
"0119","14",1
"0121","01",152
"0121","02",5
"0121","03",28
"0121","04",105
"0121","05",117
"0121","06",13
"0121","07",3
"0122","01",797
"0122","02",172
"0122","03",265
"0122","04",272
"0122","08",2
"0122","05",1033
"0122","06",99
"0122","07",63
"0122","13",9
"0122","12",1
"0122","10",18
"0122","11",2
"0122","22",7
"0122","14",9
"0123","01",755
"0123","02",148
"0123","03",341
"0123","04",222
"0123","08",5
"0123","05",637
"0123","06",152
"0123","07",76
"0123","13",5
"0123","12",1
"0123","10",27
"0123","11",6
"0123","22",4
"0123","14",9
"0124","01",2850
"0124","02",604
"0124","03",1156
"0124","04",558
"0124","08",13
"0124","05",1004
"0124","06",481
"0124","07",231
"0124","13",20
"0124","12",2
"0124","10",113
"0124","11",38
"0124","22",31
"0124","14",24
"0125","01",1681
"0125","02",343
"0125","03",637
"0125","04",520
"0125","08",4
"0125","05",1430
"0125","06",273
"0125","07",115
"0125","13",4
"0125","12",2
"0125","10",64
"0125","11",15
"0125","22",22
"0125","14",16
"0127","01",509
"0127","02",95
"0127","03",153
"0127","04",190
"0127","08",2
"0127","05",656
"0127","06",84
"0127","07",28
"0127","13",8
"0127","10",10
"0127","11",6
"0127","22",11
"0127","14",9
"0128","01",1217
"0128","02",170
"0128","03",365
"0128","04",626
"0128","08",1
"0128","05",1450
"0128","06",175
"0128","07",86
"0128","13",10
"0128","12",1
"0128","10",36
"0128","11",3
"0128","22",37
"0128","14",6
"0131","01",1703
"0131","02",256
"0131","03",296
"0131","04",285
"0131","08",3
"0131","05",468
"0131","06",263
"0131","07",73
"0131","13",7
"0131","10",51
"0131","11",20
"0131","22",20
"0131","14",7
"0133","01",2006
"0133","02",296
"0133","03",760
"0133","04",370
"0133","08",15
"0133","05",315
"0133","06",457
"0133","07",268
"0133","13",3
"0133","12",3
"0133","10",59
"0133","11",19
"0133","22",22
"0133","14",18
"0134","01",2869
"0134","02",629
"0134","03",1095
"0134","04",831
"0134","08",24
"0134","05",1000
"0134","06",505
"0134","07",310
"0134","13",19
"0134","12",2
"0134","10",76
"0134","11",24
"0134","22",55
"0134","14",19
"0135","01",1260
"0135","02",295
"0135","03",466
"0135","04",398
"0135","08",5
"0135","05",761
"0135","06",119
"0135","07",54
