kode,variabel,aar,verdi
1933,Fodselsoverskudd,2018,-29
1933,Fodselsoverskudd,2019,-36
1933,Nettoinnflytting,1980,-45
1933,Nettoinnflytting,1981,-28
1933,Nettoinnflytting,1982,-54
1933,Nettoinnflytting,1983,-4
1933,Nettoinnflytting,1984,-114
1933,Nettoinnflytting,1985,-50
1933,Nettoinnflytting,1986,-54
1933,Nettoinnflytting,1987,-120
1933,Nettoinnflytting,1988,-68
1933,Nettoinnflytting,1989,-60
1933,Nettoinnflytting,1990,-61
1933,Nettoinnflytting,1991,-47
1933,Nettoinnflytting,1992,-68
1933,Nettoinnflytting,1993,-55
1933,Nettoinnflytting,1994,-29
1933,Nettoinnflytting,1995,-101
1933,Nettoinnflytting,1996,-35
1933,Nettoinnflytting,1997,-53
1933,Nettoinnflytting,1998,-55
1933,Nettoinnflytting,1999,-56
1933,Nettoinnflytting,2000,2
1933,Nettoinnflytting,2001,-90
1933,Nettoinnflytting,2002,17
1933,Nettoinnflytting,2003,4
1933,Nettoinnflytting,2004,-42
1933,Nettoinnflytting,2005,19
1933,Nettoinnflytting,2006,1
1933,Nettoinnflytting,2007,-19
1933,Nettoinnflytting,2008,-19
1933,Nettoinnflytting,2009,19
1933,Nettoinnflytting,2010,25
1933,Nettoinnflytting,2011,-3
1933,Nettoinnflytting,2012,74
1933,Nettoinnflytting,2013,72
1933,Nettoinnflytting,2014,121
1933,Nettoinnflytting,2015,4
1933,Nettoinnflytting,2016,2
1933,Nettoinnflytting,2017,5
1933,Nettoinnflytting,2018,1
1933,Nettoinnflytting,2019,-31
1933,Folkemengde,1980,7056
1933,Folkemengde,1981,6973
1933,Folkemengde,1982,6950
1933,Folkemengde,1983,6889
1933,Folkemengde,1984,6873
1933,Folkemengde,1985,6776
1933,Folkemengde,1986,6717
1933,Folkemengde,1987,6657
1933,Folkemengde,1988,6532
1933,Folkemengde,1989,6450
1933,Folkemengde,1990,6378
1933,Folkemengde,1991,6319
1933,Folkemengde,1992,6248
1933,Folkemengde,1993,6181
1933,Folkemengde,1994,6118
1933,Folkemengde,1995,6085
1933,Folkemengde,1996,5976
1933,Folkemengde,1997,5910
1933,Folkemengde,1998,5848
1933,Folkemengde,1999,5814
1933,Folkemengde,2000,5749
1933,Folkemengde,2001,5742
1933,Folkemengde,2002,5642
1933,Folkemengde,2003,5638
1933,Folkemengde,2004,5611
1933,Folkemengde,2005,5560
1933,Folkemengde,2006,5569
1933,Folkemengde,2007,5569
1933,Folkemengde,2008,5529
1933,Folkemengde,2009,5497
1933,Folkemengde,2010,5515
1933,Folkemengde,2011,5517
1933,Folkemengde,2012,5502
1933,Folkemengde,2013,5562
1933,Folkemengde,2014,5593
1933,Folkemengde,2015,5720
1933,Folkemengde,2016,5701
1933,Folkemengde,2017,5685
1933,Folkemengde,2018,5653
1933,Folkemengde,2019,5625
1936,Fodselsoverskudd,1980,4
1936,Fodselsoverskudd,1981,20
1936,Fodselsoverskudd,1982,6
1936,Fodselsoverskudd,1983,-1
1936,Fodselsoverskudd,1984,21
1936,Fodselsoverskudd,1985,14
1936,Fodselsoverskudd,1986,5
1936,Fodselsoverskudd,1987,11
1936,Fodselsoverskudd,1988,7
1936,Fodselsoverskudd,1989,-14
1936,Fodselsoverskudd,1990,15
1936,Fodselsoverskudd,1991,0
1936,Fodselsoverskudd,1992,5
1936,Fodselsoverskudd,1993,2
1936,Fodselsoverskudd,1994,4
1936,Fodselsoverskudd,1995,9
1936,Fodselsoverskudd,1996,12
1936,Fodselsoverskudd,1997,12
1936,Fodselsoverskudd,1998,10
1936,Fodselsoverskudd,1999,-9
1936,Fodselsoverskudd,2000,1
1936,Fodselsoverskudd,2001,-2
1936,Fodselsoverskudd,2002,-2
1936,Fodselsoverskudd,2003,-11
1936,Fodselsoverskudd,2004,-13
1936,Fodselsoverskudd,2005,-1
1936,Fodselsoverskudd,2006,-4
1936,Fodselsoverskudd,2007,-8
1936,Fodselsoverskudd,2008,-10
1936,Fodselsoverskudd,2009,-6
1936,Fodselsoverskudd,2010,-7
1936,Fodselsoverskudd,2011,-6
1936,Fodselsoverskudd,2012,-11
1936,Fodselsoverskudd,2013,-10
1936,Fodselsoverskudd,2014,-9
1936,Fodselsoverskudd,2015,-6
1936,Fodselsoverskudd,2016,-15
1936,Fodselsoverskudd,2017,-7
1936,Fodselsoverskudd,2018,-7
1936,Fodselsoverskudd,2019,-11
1936,Nettoinnflytting,1980,-12
1936,Nettoinnflytting,1981,6
1936,Nettoinnflytting,1982,29
1936,Nettoinnflytting,1983,-49
1936,Nettoinnflytting,1984,-76
1936,Nettoinnflytting,1985,-75
1936,Nettoinnflytting,1986,-88
1936,Nettoinnflytting,1987,-56
1936,Nettoinnflytting,1988,-23
1936,Nettoinnflytting,1989,-32
1936,Nettoinnflytting,1990,-72
1936,Nettoinnflytting,1991,-26
1936,Nettoinnflytting,1992,-1
1936,Nettoinnflytting,1993,-96
1936,Nettoinnflytting,1994,5
1936,Nettoinnflytting,1995,-22
1936,Nettoinnflytting,1996,-58
1936,Nettoinnflytting,1997,-33
1936,Nettoinnflytting,1998,-77
1936,Nettoinnflytting,1999,43
1936,Nettoinnflytting,2000,-32
1936,Nettoinnflytting,2001,-1
1936,Nettoinnflytting,2002,4
1936,Nettoinnflytting,2003,-45
1936,Nettoinnflytting,2004,-21
1936,Nettoinnflytting,2005,-2
1936,Nettoinnflytting,2006,-22
1936,Nettoinnflytting,2007,17
1936,Nettoinnflytting,2008,-11
1936,Nettoinnflytting,2009,-7
1936,Nettoinnflytting,2010,-8
1936,Nettoinnflytting,2011,4
1936,Nettoinnflytting,2012,-26
1936,Nettoinnflytting,2013,27
1936,Nettoinnflytting,2014,-36
1936,Nettoinnflytting,2015,-1
1936,Nettoinnflytting,2016,7
1936,Nettoinnflytting,2017,-3
1936,Nettoinnflytting,2018,-4
1936,Nettoinnflytting,2019,-41
1936,Folkemengde,1980,3085
1936,Folkemengde,1981,3073
1936,Folkemengde,1982,3099
1936,Folkemengde,1983,3132
1936,Folkemengde,1984,3084
1936,Folkemengde,1985,3027
1936,Folkemengde,1986,2965
1936,Folkemengde,1987,2881
1936,Folkemengde,1988,2836
1936,Folkemengde,1989,2820
1936,Folkemengde,1990,2774
1936,Folkemengde,1991,2717
1936,Folkemengde,1992,2694
1936,Folkemengde,1993,2701
1936,Folkemengde,1994,2601
1936,Folkemengde,1995,2611
1936,Folkemengde,1996,2599
1936,Folkemengde,1997,2553
1936,Folkemengde,1998,2531
1936,Folkemengde,1999,2462
1936,Folkemengde,2000,2496
1936,Folkemengde,2001,2465
1936,Folkemengde,2002,2464
1936,Folkemengde,2003,2463
1936,Folkemengde,2004,2406
1936,Folkemengde,2005,2372
1936,Folkemengde,2006,2369
1936,Folkemengde,2007,2344
1936,Folkemengde,2008,2404
1936,Folkemengde,2009,2383
1936,Folkemengde,2010,2371
1936,Folkemengde,2011,2357
1936,Folkemengde,2012,2355
1936,Folkemengde,2013,2317
1936,Folkemengde,2014,2334
1936,Folkemengde,2015,2289
1936,Folkemengde,2016,2282
1936,Folkemengde,2017,2273
1936,Folkemengde,2018,2263
1936,Folkemengde,2019,2252
1938,Fodselsoverskudd,1980,10
1938,Fodselsoverskudd,1981,-9
1938,Fodselsoverskudd,1982,11
1938,Fodselsoverskudd,1983,5
1938,Fodselsoverskudd,1984,14
1938,Fodselsoverskudd,1985,3
1938,Fodselsoverskudd,1986,-3
1938,Fodselsoverskudd,1987,-3
1938,Fodselsoverskudd,1988,0
1938,Fodselsoverskudd,1989,-3
1938,Fodselsoverskudd,1990,4
1938,Fodselsoverskudd,1991,4
1938,Fodselsoverskudd,1992,11
1938,Fodselsoverskudd,1993,17
1938,Fodselsoverskudd,1994,14
1938,Fodselsoverskudd,1995,9
1938,Fodselsoverskudd,1996,12
1938,Fodselsoverskudd,1997,2
1938,Fodselsoverskudd,1998,2
1938,Fodselsoverskudd,1999,8
1938,Fodselsoverskudd,2000,2
1938,Fodselsoverskudd,2001,6
1938,Fodselsoverskudd,2002,-24
1938,Fodselsoverskudd,2003,-2
1938,Fodselsoverskudd,2004,-9
1938,Fodselsoverskudd,2005,-1
1938,Fodselsoverskudd,2006,2
1938,Fodselsoverskudd,2007,-6
1938,Fodselsoverskudd,2008,6
1938,Fodselsoverskudd,2009,-12
1938,Fodselsoverskudd,2010,-10
1938,Fodselsoverskudd,2011,-10
1938,Fodselsoverskudd,2012,-1
1938,Fodselsoverskudd,2013,-19
1938,Fodselsoverskudd,2014,-33
1938,Fodselsoverskudd,2015,-9
1938,Fodselsoverskudd,2016,-15
1938,Fodselsoverskudd,2017,-12
1938,Fodselsoverskudd,2018,-9
1938,Fodselsoverskudd,2019,-15
1938,Nettoinnflytting,1980,16
1938,Nettoinnflytting,1981,-39
1938,Nettoinnflytting,1982,-45
1938,Nettoinnflytting,1983,-28
1938,Nettoinnflytting,1984,-18
1938,Nettoinnflytting,1985,-68
1938,Nettoinnflytting,1986,-56
1938,Nettoinnflytting,1987,-72
1938,Nettoinnflytting,1988,-24
1938,Nettoinnflytting,1989,22
1938,Nettoinnflytting,1990,5
1938,Nettoinnflytting,1991,-39
1938,Nettoinnflytting,1992,-36
1938,Nettoinnflytting,1993,-23
1938,Nettoinnflytting,1994,-33
1938,Nettoinnflytting,1995,-54
1938,Nettoinnflytting,1996,-55
1938,Nettoinnflytting,1997,-55
1938,Nettoinnflytting,1998,-95
1938,Nettoinnflytting,1999,-28
1938,Nettoinnflytting,2000,-34
1938,Nettoinnflytting,2001,-18
1938,Nettoinnflytting,2002,20
1938,Nettoinnflytting,2003,-7
1938,Nettoinnflytting,2004,1
1938,Nettoinnflytting,2005,3
1938,Nettoinnflytting,2006,36
1938,Nettoinnflytting,2007,17
1938,Nettoinnflytting,2008,-48
1938,Nettoinnflytting,2009,-3
1938,Nettoinnflytting,2010,-55
1938,Nettoinnflytting,2011,-48
1938,Nettoinnflytting,2012,-14
1938,Nettoinnflytting,2013,-8
1938,Nettoinnflytting,2014,-37
1938,Nettoinnflytting,2015,-52
1938,Nettoinnflytting,2016,30
1938,Nettoinnflytting,2017,13
1938,Nettoinnflytting,2018,-21
1938,Nettoinnflytting,2019,-38
1938,Folkemengde,1980,3881
1938,Folkemengde,1981,3907
1938,Folkemengde,1982,3859
1938,Folkemengde,1983,3826
1938,Folkemengde,1984,3801
1938,Folkemengde,1985,3799
1938,Folkemengde,1986,3735
1938,Folkemengde,1987,3675
1938,Folkemengde,1988,3600
1938,Folkemengde,1989,3573
1938,Folkemengde,1990,3595
1938,Folkemengde,1991,3602
1938,Folkemengde,1992,3527
1938,Folkemengde,1993,3505
1938,Folkemengde,1994,3499
1938,Folkemengde,1995,3479
1938,Folkemengde,1996,3435
1938,Folkemengde,1997,3395
1938,Folkemengde,1998,3342
1938,Folkemengde,1999,3245
1938,Folkemengde,2000,3225
1938,Folkemengde,2001,3193
1938,Folkemengde,2002,3183
1938,Folkemengde,2003,3176
1938,Folkemengde,2004,3167
1938,Folkemengde,2005,3158
1938,Folkemengde,2006,3161
1938,Folkemengde,2007,3199
1938,Folkemengde,2008,3208
1938,Folkemengde,2009,3166
1938,Folkemengde,2010,3152
1938,Folkemengde,2011,3086
1938,Folkemengde,2012,3028
1938,Folkemengde,2013,3013
1938,Folkemengde,2014,2992
1938,Folkemengde,2015,2922
1938,Folkemengde,2016,2861
1938,Folkemengde,2017,2876
1938,Folkemengde,2018,2877
1938,Folkemengde,2019,2847
1939,Fodselsoverskudd,1980,9
1939,Fodselsoverskudd,1981,6
1939,Fodselsoverskudd,1982,-1
1939,Fodselsoverskudd,1983,10
1939,Fodselsoverskudd,1984,7
1939,Fodselsoverskudd,1985,-3
1939,Fodselsoverskudd,1986,-2
1939,Fodselsoverskudd,1987,7
1939,Fodselsoverskudd,1988,0
1939,Fodselsoverskudd,1989,-12
1939,Fodselsoverskudd,1990,1
1939,Fodselsoverskudd,1991,6
1939,Fodselsoverskudd,1992,7
1939,Fodselsoverskudd,1993,6
1939,Fodselsoverskudd,1994,6
1939,Fodselsoverskudd,1995,8
1939,Fodselsoverskudd,1996,9
1939,Fodselsoverskudd,1997,12
1939,Fodselsoverskudd,1998,1
1939,Fodselsoverskudd,1999,-2
1939,Fodselsoverskudd,2000,8
1939,Fodselsoverskudd,2001,-1
1939,Fodselsoverskudd,2002,6
1939,Fodselsoverskudd,2003,-1
1939,Fodselsoverskudd,2004,0
1939,Fodselsoverskudd,2005,4
1939,Fodselsoverskudd,2006,3
1939,Fodselsoverskudd,2007,-2
1939,Fodselsoverskudd,2008,-2
1939,Fodselsoverskudd,2009,-5
1939,Fodselsoverskudd,2010,2
1939,Fodselsoverskudd,2011,2
1939,Fodselsoverskudd,2012,-3
1939,Fodselsoverskudd,2013,-5
1939,Fodselsoverskudd,2014,-10
1939,Fodselsoverskudd,2015,2
1939,Fodselsoverskudd,2016,-2
1939,Fodselsoverskudd,2017,-4
1939,Fodselsoverskudd,2018,-18
1939,Fodselsoverskudd,2019,-5
1939,Nettoinnflytting,1980,-27
1939,Nettoinnflytting,1981,-9
1939,Nettoinnflytting,1982,13
1939,Nettoinnflytting,1983,29
1939,Nettoinnflytting,1984,-26
1939,Nettoinnflytting,1985,6
1939,Nettoinnflytting,1986,-65
1939,Nettoinnflytting,1987,-5
1939,Nettoinnflytting,1988,-7
1939,Nettoinnflytting,1989,-7
1939,Nettoinnflytting,1990,52
1939,Nettoinnflytting,1991,-16
1939,Nettoinnflytting,1992,20
1939,Nettoinnflytting,1993,8
1939,Nettoinnflytting,1994,14
1939,Nettoinnflytting,1995,-31
1939,Nettoinnflytting,1996,-18
1939,Nettoinnflytting,1997,-58
1939,Nettoinnflytting,1998,-4
1939,Nettoinnflytting,1999,11
1939,Nettoinnflytting,2000,-24
1939,Nettoinnflytting,2001,5
1939,Nettoinnflytting,2002,13
1939,Nettoinnflytting,2003,34
1939,Nettoinnflytting,2004,26
1939,Nettoinnflytting,2005,-7
1939,Nettoinnflytting,2006,-24
1939,Nettoinnflytting,2007,-17
1939,Nettoinnflytting,2008,-23
1939,Nettoinnflytting,2009,24
1939,Nettoinnflytting,2010,2
1939,Nettoinnflytting,2011,14
1939,Nettoinnflytting,2012,36
1939,Nettoinnflytting,2013,4
1939,Nettoinnflytting,2014,-33
1939,Nettoinnflytting,2015,-35
1939,Nettoinnflytting,2016,27
1939,Nettoinnflytting,2017,-30
1939,Nettoinnflytting,2018,1
1939,Nettoinnflytting,2019,-7
1939,Folkemengde,1980,1904
1939,Folkemengde,1981,1887
1939,Folkemengde,1982,1883
1939,Folkemengde,1983,1896
1939,Folkemengde,1984,1934
1939,Folkemengde,1985,1915
1939,Folkemengde,1986,1917
1939,Folkemengde,1987,1850
1939,Folkemengde,1988,1855
1939,Folkemengde,1989,1850
1939,Folkemengde,1990,1836
1939,Folkemengde,1991,1889
1939,Folkemengde,1992,1879
1939,Folkemengde,1993,1905
1939,Folkemengde,1994,1918
1939,Folkemengde,1995,1939
1939,Folkemengde,1996,1918
1939,Folkemengde,1997,1912
1939,Folkemengde,1998,1866
1939,Folkemengde,1999,1863
1939,Folkemengde,2000,1872
1939,Folkemengde,2001,1856
1939,Folkemengde,2002,1860
1939,Folkemengde,2003,1879
1939,Folkemengde,2004,1912
1939,Folkemengde,2005,1934
1939,Folkemengde,2006,1932
1939,Folkemengde,2007,1911
1939,Folkemengde,2008,1893
1939,Folkemengde,2009,1869
1939,Folkemengde,2010,1888
1939,Folkemengde,2011,1894
1939,Folkemengde,2012,1909
1939,Folkemengde,2013,1942
1939,Folkemengde,2014,1941
1939,Folkemengde,2015,1898
1939,Folkemengde,2016,1865
1939,Folkemengde,2017,1890
1939,Folkemengde,2018,1856
1939,Folkemengde,2019,1841
1940,Fodselsoverskudd,1980,20
1940,Fodselsoverskudd,1981,0
1940,Fodselsoverskudd,1982,-2
1940,Fodselsoverskudd,1983,-6
1940,Fodselsoverskudd,1984,9
1940,Fodselsoverskudd,1985,-2
1940,Fodselsoverskudd,1986,15
1940,Fodselsoverskudd,1987,-5
1940,Fodselsoverskudd,1988,25
1940,Fodselsoverskudd,1989,15
1940,Fodselsoverskudd,1990,3
1940,Fodselsoverskudd,1991,-2
1940,Fodselsoverskudd,1992,6
1940,Fodselsoverskudd,1993,-2
1940,Fodselsoverskudd,1994,9
1940,Fodselsoverskudd,1995,2
1940,Fodselsoverskudd,1996,-16
1940,Fodselsoverskudd,1997,-12
1940,Fodselsoverskudd,1998,-17
1940,Fodselsoverskudd,1999,-10
1940,Fodselsoverskudd,2000,2
1940,Fodselsoverskudd,2001,0
1940,Fodselsoverskudd,2002,-2
1940,Fodselsoverskudd,2003,-17
1940,Fodselsoverskudd,2004,-11
1940,Fodselsoverskudd,2005,-4
1940,Fodselsoverskudd,2006,-2
1940,Fodselsoverskudd,2007,2
1940,Fodselsoverskudd,2008,-6
1940,Fodselsoverskudd,2009,-20
1940,Fodselsoverskudd,2010,11
1940,Fodselsoverskudd,2011,-17
1940,Fodselsoverskudd,2012,-1
1940,Fodselsoverskudd,2013,0
1940,Fodselsoverskudd,2014,-12
1940,Fodselsoverskudd,2015,-8
1940,Fodselsoverskudd,2016,-19
1940,Fodselsoverskudd,2017,-10
1940,Fodselsoverskudd,2018,-16
1940,Fodselsoverskudd,2019,-7
1940,Nettoinnflytting,1980,-31
1940,Nettoinnflytting,1981,-13
1940,Nettoinnflytting,1982,-41
1940,Nettoinnflytting,1983,-36
1940,Nettoinnflytting,1984,-32
1940,Nettoinnflytting,1985,-24
1940,Nettoinnflytting,1986,-53
1940,Nettoinnflytting,1987,-32
1940,Nettoinnflytting,1988,-60
1940,Nettoinnflytting,1989,-23
1940,Nettoinnflytting,1990,-63
1940,Nettoinnflytting,1991,-20
1940,Nettoinnflytting,1992,-37
1940,Nettoinnflytting,1993,-36
1940,Nettoinnflytting,1994,-38
1940,Nettoinnflytting,1995,-56
1940,Nettoinnflytting,1996,-71
1940,Nettoinnflytting,1997,-40
1940,Nettoinnflytting,1998,-36
1940,Nettoinnflytting,1999,-50
1940,Nettoinnflytting,2000,-60
1940,Nettoinnflytting,2001,33
1940,Nettoinnflytting,2002,17
1940,Nettoinnflytting,2003,-10
1940,Nettoinnflytting,2004,-33
1940,Nettoinnflytting,2005,-23
1940,Nettoinnflytting,2006,-40
1940,Nettoinnflytting,2007,24
1940,Nettoinnflytting,2008,-6
1940,Nettoinnflytting,2009,-9
1940,Nettoinnflytting,2010,-33
1940,Nettoinnflytting,2011,44
1940,Nettoinnflytting,2012,-1
1940,Nettoinnflytting,2013,13
1940,Nettoinnflytting,2014,-31
1940,Nettoinnflytting,2015,-24
1940,Nettoinnflytting,2016,0
1940,Nettoinnflytting,2017,10
1940,Nettoinnflytting,2018,-19
1940,Nettoinnflytting,2019,-19
1940,Folkemengde,1980,3107
1940,Folkemengde,1981,3094
1940,Folkemengde,1982,3081
1940,Folkemengde,1983,3041
1940,Folkemengde,1984,2995
1940,Folkemengde,1985,2971
1940,Folkemengde,1986,2944
1940,Folkemengde,1987,2904
1940,Folkemengde,1988,2867
1940,Folkemengde,1989,2832
1940,Folkemengde,1990,2819
1940,Folkemengde,1991,2759
1940,Folkemengde,1992,2773
1940,Folkemengde,1993,2746
1940,Folkemengde,1994,2708
1940,Folkemengde,1995,2677
1940,Folkemengde,1996,2623
1940,Folkemengde,1997,2536
1940,Folkemengde,1998,2484
1940,Folkemengde,1999,2429
1940,Folkemengde,2000,2369
1940,Folkemengde,2001,2311
1940,Folkemengde,2002,2344
1940,Folkemengde,2003,2359
1940,Folkemengde,2004,2332
1940,Folkemengde,2005,2288
1940,Folkemengde,2006,2261
1940,Folkemengde,2007,2220
1940,Folkemengde,2008,2248
1940,Folkemengde,2009,2236
1940,Folkemengde,2010,2207
1940,Folkemengde,2011,2185
1940,Folkemengde,2012,2210
1940,Folkemengde,2013,2208
1940,Folkemengde,2014,2221
1940,Folkemengde,2015,2182
1940,Folkemengde,2016,2150
1940,Folkemengde,2017,2132
1940,Folkemengde,2018,2132
1940,Folkemengde,2019,2097
1941,Fodselsoverskudd,1980,19
1941,Fodselsoverskudd,1981,5
1941,Fodselsoverskudd,1982,21
1941,Fodselsoverskudd,1983,12
1941,Fodselsoverskudd,1984,19
1941,Fodselsoverskudd,1985,16
1941,Fodselsoverskudd,1986,1
1941,Fodselsoverskudd,1987,5
1941,Fodselsoverskudd,1988,26
1941,Fodselsoverskudd,1989,1
1941,Fodselsoverskudd,1990,0
1941,Fodselsoverskudd,1991,29
1941,Fodselsoverskudd,1992,8
1941,Fodselsoverskudd,1993,-3
1941,Fodselsoverskudd,1994,29
1941,Fodselsoverskudd,1995,20
1941,Fodselsoverskudd,1996,11
1941,Fodselsoverskudd,1997,-10
1941,Fodselsoverskudd,1998,13
1941,Fodselsoverskudd,1999,16
1941,Fodselsoverskudd,2000,12
1941,Fodselsoverskudd,2001,17
1941,Fodselsoverskudd,2002,12
1941,Fodselsoverskudd,2003,-2
1941,Fodselsoverskudd,2004,1
1941,Fodselsoverskudd,2005,0
1941,Fodselsoverskudd,2006,6
1941,Fodselsoverskudd,2007,-6
1941,Fodselsoverskudd,2008,-6
1941,Fodselsoverskudd,2009,-13
1941,Fodselsoverskudd,2010,13
1941,Fodselsoverskudd,2011,-5
1941,Fodselsoverskudd,2012,7
1941,Fodselsoverskudd,2013,-2
1941,Fodselsoverskudd,2014,4
1941,Fodselsoverskudd,2015,0
1941,Fodselsoverskudd,2016,11
1941,Fodselsoverskudd,2017,-17
1941,Fodselsoverskudd,2018,-8
1941,Fodselsoverskudd,2019,-5
1941,Nettoinnflytting,1980,-51
1941,Nettoinnflytting,1981,-60
1941,Nettoinnflytting,1982,-40
1941,Nettoinnflytting,1983,-29
1941,Nettoinnflytting,1984,-133
1941,Nettoinnflytting,1985,-15
1941,Nettoinnflytting,1986,-124
1941,Nettoinnflytting,1987,-67
1941,Nettoinnflytting,1988,-42
1941,Nettoinnflytting,1989,-36
1941,Nettoinnflytting,1990,-51
1941,Nettoinnflytting,1991,-5
1941,Nettoinnflytting,1992,23
1941,Nettoinnflytting,1993,-36
1941,Nettoinnflytting,1994,4
1941,Nettoinnflytting,1995,-21
1941,Nettoinnflytting,1996,-59
1941,Nettoinnflytting,1997,-48
1941,Nettoinnflytting,1998,-74
1941,Nettoinnflytting,1999,4
1941,Nettoinnflytting,2000,51
1941,Nettoinnflytting,2001,1
1941,Nettoinnflytting,2002,-5
1941,Nettoinnflytting,2003,-18
1941,Nettoinnflytting,2004,1
1941,Nettoinnflytting,2005,-32
1941,Nettoinnflytting,2006,-11
1941,Nettoinnflytting,2007,-23
1941,Nettoinnflytting,2008,-28
1941,Nettoinnflytting,2009,-6
1941,Nettoinnflytting,2010,-9
1941,Nettoinnflytting,2011,2
1941,Nettoinnflytting,2012,18
1941,Nettoinnflytting,2013,-23
1941,Nettoinnflytting,2014,13
1941,Nettoinnflytting,2015,25
1941,Nettoinnflytting,2016,-19
1941,Nettoinnflytting,2017,30
1941,Nettoinnflytting,2018,0
1941,Nettoinnflytting,2019,15
1941,Folkemengde,1980,3686
1941,Folkemengde,1981,3655
1941,Folkemengde,1982,3599
1941,Folkemengde,1983,3453
1941,Folkemengde,1984,3435
1941,Folkemengde,1985,3321
1941,Folkemengde,1986,3320
1941,Folkemengde,1987,3197
1941,Folkemengde,1988,3134
1941,Folkemengde,1989,3116
1941,Folkemengde,1990,3082
1941,Folkemengde,1991,3031
1941,Folkemengde,1992,3055
1941,Folkemengde,1993,3087
1941,Folkemengde,1994,3046
1941,Folkemengde,1995,3081
1941,Folkemengde,1996,3079
1941,Folkemengde,1997,3030
1941,Folkemengde,1998,2973
1941,Folkemengde,1999,2914
1941,Folkemengde,2000,2934
1941,Folkemengde,2001,2996
1941,Folkemengde,2002,3014
1941,Folkemengde,2003,3021
1941,Folkemengde,2004,3002
1941,Folkemengde,2005,3003
1941,Folkemengde,2006,2971
1941,Folkemengde,2007,2966
1941,Folkemengde,2008,2934
1941,Folkemengde,2009,2897
1941,Folkemengde,2010,2881
1941,Folkemengde,2011,2885
1941,Folkemengde,2012,2880
1941,Folkemengde,2013,2905
1941,Folkemengde,2014,2881
1941,Folkemengde,2015,2895
1941,Folkemengde,2016,2920
1941,Folkemengde,2017,2912
1941,Folkemengde,2018,2925
1941,Folkemengde,2019,2917
1942,Fodselsoverskudd,1980,24
1942,Fodselsoverskudd,1981,3
1942,Fodselsoverskudd,1982,10
1942,Fodselsoverskudd,1983,9
1942,Fodselsoverskudd,1984,10
1942,Fodselsoverskudd,1985,-4
1942,Fodselsoverskudd,1986,6
1942,Fodselsoverskudd,1987,13
1942,Fodselsoverskudd,1988,-7
1942,Fodselsoverskudd,1989,15
1942,Fodselsoverskudd,1990,21
1942,Fodselsoverskudd,1991,26
1942,Fodselsoverskudd,1992,16
1942,Fodselsoverskudd,1993,32
1942,Fodselsoverskudd,1994,45
1942,Fodselsoverskudd,1995,25
1942,Fodselsoverskudd,1996,6
1942,Fodselsoverskudd,1997,23
1942,Fodselsoverskudd,1998,3
1942,Fodselsoverskudd,1999,-10
1942,Fodselsoverskudd,2000,20
1942,Fodselsoverskudd,2001,-17
1942,Fodselsoverskudd,2002,-13
1942,Fodselsoverskudd,2003,-8
1942,Fodselsoverskudd,2004,16
1942,Fodselsoverskudd,2005,4
1942,Fodselsoverskudd,2006,-14
1942,Fodselsoverskudd,2007,12
1942,Fodselsoverskudd,2008,-3
1942,Fodselsoverskudd,2009,-2
1942,Fodselsoverskudd,2010,13
1942,Fodselsoverskudd,2011,11
1942,Fodselsoverskudd,2012,1
1942,Fodselsoverskudd,2013,-23
1942,Fodselsoverskudd,2014,-5
1942,Fodselsoverskudd,2015,-12
1942,Fodselsoverskudd,2016,-3
1942,Fodselsoverskudd,2017,-5
1942,Fodselsoverskudd,2018,-4
1942,Fodselsoverskudd,2019,-8
1942,Nettoinnflytting,1980,16
1942,Nettoinnflytting,1981,-5
1942,Nettoinnflytting,1982,5
1942,Nettoinnflytting,1983,-19
1942,Nettoinnflytting,1984,10
1942,Nettoinnflytting,1985,-18
1942,Nettoinnflytting,1986,-69
1942,Nettoinnflytting,1987,-17
1942,Nettoinnflytting,1988,-9
1942,Nettoinnflytting,1989,0
1942,Nettoinnflytting,1990,37
1942,Nettoinnflytting,1991,9
1942,Nettoinnflytting,1992,24
1942,Nettoinnflytting,1993,-1
1942,Nettoinnflytting,1994,-3
1942,Nettoinnflytting,1995,-16
1942,Nettoinnflytting,1996,-68
1942,Nettoinnflytting,1997,-62
1942,Nettoinnflytting,1998,-55
1942,Nettoinnflytting,1999,66
1942,Nettoinnflytting,2000,-25
1942,Nettoinnflytting,2001,-58
1942,Nettoinnflytting,2002,-1
1942,Nettoinnflytting,2003,-10
1942,Nettoinnflytting,2004,17
1942,Nettoinnflytting,2005,24
1942,Nettoinnflytting,2006,-59
1942,Nettoinnflytting,2007,-46
1942,Nettoinnflytting,2008,25
1942,Nettoinnflytting,2009,65
1942,Nettoinnflytting,2010,35
1942,Nettoinnflytting,2011,-10
1942,Nettoinnflytting,2012,40
1942,Nettoinnflytting,2013,28
1942,Nettoinnflytting,2014,31
1942,Nettoinnflytting,2015,24
1942,Nettoinnflytting,2016,26
1942,Nettoinnflytting,2017,31
1942,Nettoinnflytting,2018,-31
1942,Nettoinnflytting,2019,-40
1942,Folkemengde,1980,4595
1942,Folkemengde,1981,4636
1942,Folkemengde,1982,4636
1942,Folkemengde,1983,4782
1942,Folkemengde,1984,4768
1942,Folkemengde,1985,4788
1942,Folkemengde,1986,4768
1942,Folkemengde,1987,4703
1942,Folkemengde,1988,4698
1942,Folkemengde,1989,4682
1942,Folkemengde,1990,4697
1942,Folkemengde,1991,4753
