kode,variabel,aar,verdi
3101,Fodselsoverskudd,2024,-39
3101,Fodselsoverskudd,2025,-86
3101,Nettoinnflytting,2024,142
3101,Nettoinnflytting,2025,129
3101,Folkemengde,2024,31935
3101,Folkemengde,2025,32038
3101,Folkemengde,2026,32082
3103,Fodselsoverskudd,2024,-61
3103,Fodselsoverskudd,2025,-51
3103,Nettoinnflytting,2024,651
3103,Nettoinnflytting,2025,609
3103,Folkemengde,2024,52051
3103,Folkemengde,2025,52646
3103,Folkemengde,2026,53207
3105,Fodselsoverskudd,2024,7
3105,Fodselsoverskudd,2025,-27
3105,Nettoinnflytting,2024,363
3105,Nettoinnflytting,2025,494
3105,Folkemengde,2024,59771
3105,Folkemengde,2025,60139
3105,Folkemengde,2026,60614
3107,Fodselsoverskudd,2024,-104
3107,Fodselsoverskudd,2025,-86
3107,Nettoinnflytting,2024,738
3107,Nettoinnflytting,2025,461
3107,Folkemengde,2024,85230
3107,Folkemengde,2025,85862
3107,Folkemengde,2026,86243
3110,Fodselsoverskudd,2024,-25
3110,Fodselsoverskudd,2025,-25
3110,Nettoinnflytting,2024,15
3110,Nettoinnflytting,2025,-38
3110,Folkemengde,2024,4787
3110,Folkemengde,2025,4777
3110,Folkemengde,2026,4714
3112,Fodselsoverskudd,2024,-31
3112,Fodselsoverskudd,2025,-9
3112,Nettoinnflytting,2024,0
3112,Nettoinnflytting,2025,52
3112,Folkemengde,2024,7883
3112,Folkemengde,2025,7850
3112,Folkemengde,2026,7892
3114,Fodselsoverskudd,2024,20
3114,Fodselsoverskudd,2025,27
3114,Nettoinnflytting,2024,-3
3114,Nettoinnflytting,2025,40
3114,Folkemengde,2024,6145
3114,Folkemengde,2025,6162
3114,Folkemengde,2026,6229
3116,Fodselsoverskudd,2024,-15
3116,Fodselsoverskudd,2025,5
3116,Nettoinnflytting,2024,51
3116,Nettoinnflytting,2025,-20
3116,Folkemengde,2024,3919
3116,Folkemengde,2025,3956
3116,Folkemengde,2026,3940
3118,Fodselsoverskudd,2024,-24
3118,Fodselsoverskudd,2025,-7
3118,Nettoinnflytting,2024,462
3118,Nettoinnflytting,2025,522
3118,Folkemengde,2024,47006
3118,Folkemengde,2025,47449
3118,Folkemengde,2026,47943
3120,Fodselsoverskudd,2024,-1
3120,Fodselsoverskudd,2025,17
3120,Nettoinnflytting,2024,109
3120,Nettoinnflytting,2025,37
3120,Folkemengde,2024,8420
3120,Folkemengde,2025,8527
3120,Folkemengde,2026,8583
3122,Fodselsoverskudd,2024,-27
3122,Fodselsoverskudd,2025,-9
3122,Nettoinnflytting,2024,25
3122,Nettoinnflytting,2025,2
3122,Folkemengde,2024,3658
3122,Folkemengde,2025,3655
3122,Folkemengde,2026,3647
3124,Fodselsoverskudd,2024,-12
3124,Fodselsoverskudd,2025,-7
3124,Nettoinnflytting,2024,11
3124,Nettoinnflytting,2025,15
3124,Folkemengde,2024,1347
3124,Folkemengde,2025,1346
3124,Folkemengde,2026,1354
3201,Fodselsoverskudd,2024,452
3201,Fodselsoverskudd,2025,304
3201,Nettoinnflytting,2024,973
3201,Nettoinnflytting,2025,553
3201,Folkemengde,2024,130921
3201,Folkemengde,2025,132358
3201,Folkemengde,2026,133228
3203,Fodselsoverskudd,2024,235
3203,Fodselsoverskudd,2025,211
3203,Nettoinnflytting,2024,1435
3203,Nettoinnflytting,2025,804
3203,Folkemengde,2024,98815
3203,Folkemengde,2025,100492
3203,Folkemengde,2026,101509
3205,Fodselsoverskudd,2024,291
3205,Fodselsoverskudd,2025,395
3205,Nettoinnflytting,2024,1272
3205,Nettoinnflytting,2025,600
3205,Folkemengde,2024,94201
3205,Folkemengde,2025,95762
3205,Folkemengde,2026,96771
3207,Fodselsoverskudd,2024,230
3207,Fodselsoverskudd,2025,247
3207,Nettoinnflytting,2024,879
3207,Nettoinnflytting,2025,446
3207,Folkemengde,2024,63560
3207,Folkemengde,2025,64668
3207,Folkemengde,2026,65381
3209,Fodselsoverskudd,2024,205
3209,Fodselsoverskudd,2025,146
3209,Nettoinnflytting,2024,1046
3209,Nettoinnflytting,2025,773
3209,Folkemengde,2024,43814
3209,Folkemengde,2025,45066
3209,Folkemengde,2026,45982
3212,Fodselsoverskudd,2024,30
3212,Fodselsoverskudd,2025,49
3212,Nettoinnflytting,2024,145
3212,Nettoinnflytting,2025,256
3212,Folkemengde,2024,20521
3212,Folkemengde,2025,20698
3212,Folkemengde,2026,21005
3214,Fodselsoverskudd,2024,-48
3214,Fodselsoverskudd,2025,-29
3214,Nettoinnflytting,2024,137
3214,Nettoinnflytting,2025,120
3214,Folkemengde,2024,16244
3214,Folkemengde,2025,16337
3214,Folkemengde,2026,16429
3216,Fodselsoverskudd,2024,43
3216,Fodselsoverskudd,2025,60
3216,Nettoinnflytting,2024,315
3216,Nettoinnflytting,2025,248
3216,Folkemengde,2024,19493
3216,Folkemengde,2025,19855
3216,Folkemengde,2026,20167
3218,Fodselsoverskudd,2024,108
3218,Fodselsoverskudd,2025,113
3218,Nettoinnflytting,2024,222
3218,Nettoinnflytting,2025,263
3218,Folkemengde,2024,22005
3218,Folkemengde,2025,22344
3218,Folkemengde,2026,22725
3220,Fodselsoverskudd,2024,7
3220,Fodselsoverskudd,2025,36
3220,Nettoinnflytting,2024,57
3220,Nettoinnflytting,2025,114
3220,Folkemengde,2024,11482
3220,Folkemengde,2025,11549
3220,Folkemengde,2026,11697
3222,Fodselsoverskudd,2024,252
3222,Fodselsoverskudd,2025,345
3222,Nettoinnflytting,2024,1556
3222,Nettoinnflytting,2025,1156
3222,Folkemengde,2024,48188
3222,Folkemengde,2025,50013
3222,Folkemengde,2026,51511
3224,Fodselsoverskudd,2024,132
3224,Fodselsoverskudd,2025,92
3224,Nettoinnflytting,2024,274
3224,Nettoinnflytting,2025,300
3224,Folkemengde,2024,20099
3224,Folkemengde,2025,20509
3224,Folkemengde,2026,20904
3226,Fodselsoverskudd,2024,9
3226,Fodselsoverskudd,2025,-32
3226,Nettoinnflytting,2024,246
3226,Nettoinnflytting,2025,178
3226,Folkemengde,2024,18058
3226,Folkemengde,2025,18314
3226,Folkemengde,2026,18458
3228,Fodselsoverskudd,2024,65
3228,Fodselsoverskudd,2025,32
3228,Nettoinnflytting,2024,182
3228,Nettoinnflytting,2025,18
3228,Folkemengde,2024,24645
3228,Folkemengde,2025,24897
3228,Folkemengde,2026,24948
3230,Fodselsoverskudd,2024,8
3230,Fodselsoverskudd,2025,-2
3230,Nettoinnflytting,2024,46
3230,Nettoinnflytting,2025,24
3230,Folkemengde,2024,7398
3230,Folkemengde,2025,7453
3230,Folkemengde,2026,7478
3232,Fodselsoverskudd,2024,74
3232,Fodselsoverskudd,2025,105
3232,Nettoinnflytting,2024,70
3232,Nettoinnflytting,2025,-93
3232,Folkemengde,2024,25882
3232,Folkemengde,2025,26023
3232,Folkemengde,2026,26032
3234,Fodselsoverskudd,2024,7
3234,Fodselsoverskudd,2025,0
3234,Nettoinnflytting,2024,56
3234,Nettoinnflytting,2025,39
3234,Folkemengde,2024,9357
3234,Folkemengde,2025,9420
3234,Folkemengde,2026,9463
3236,Fodselsoverskudd,2024,2
3236,Fodselsoverskudd,2025,-17
3236,Nettoinnflytting,2024,6
3236,Nettoinnflytting,2025,9
3236,Folkemengde,2024,7037
3236,Folkemengde,2025,7043
3236,Folkemengde,2026,7040
3238,Fodselsoverskudd,2024,78
3238,Fodselsoverskudd,2025,86
3238,Nettoinnflytting,2024,300
3238,Nettoinnflytting,2025,71
3238,Folkemengde,2024,16126
3238,Folkemengde,2025,16505
3238,Folkemengde,2026,16662
3240,Fodselsoverskudd,2024,57
3240,Fodselsoverskudd,2025,78
3240,Nettoinnflytting,2024,374
3240,Nettoinnflytting,2025,299
3240,Folkemengde,2024,27916
3240,Folkemengde,2025,28352
3240,Folkemengde,2026,28739
3242,Fodselsoverskudd,2024,0
3242,Fodselsoverskudd,2025,-11
3242,Nettoinnflytting,2024,-21
3242,Nettoinnflytting,2025,65
3242,Folkemengde,2024,3041
3242,Folkemengde,2025,3022
3242,Folkemengde,2026,3078
3001,Fodselsoverskudd,2020,-30
3001,Fodselsoverskudd,2021,-51
3001,Fodselsoverskudd,2022,-72
3001,Fodselsoverskudd,2023,-27
3001,Nettoinnflytting,2020,45
3001,Nettoinnflytting,2021,113
3001,Nettoinnflytting,2022,363
3001,Nettoinnflytting,2023,231
3001,Folkemengde,2020,31373
3001,Folkemengde,2021,31387
3001,Folkemengde,2022,31444
3001,Folkemengde,2023,31730
3002,Fodselsoverskudd,2020,-53
3002,Fodselsoverskudd,2021,-19
3002,Fodselsoverskudd,2022,-49
3002,Fodselsoverskudd,2023,-98
3002,Nettoinnflytting,2020,447
3002,Nettoinnflytting,2021,638
3002,Nettoinnflytting,2022,991
3002,Nettoinnflytting,2023,909
3002,Folkemengde,2020,49273
3002,Folkemengde,2021,49668
3002,Folkemengde,2022,50290
3002,Folkemengde,2023,51240
3003,Fodselsoverskudd,2020,28
3003,Fodselsoverskudd,2021,74
3003,Fodselsoverskudd,2022,-35
3003,Fodselsoverskudd,2023,28
3003,Nettoinnflytting,2020,608
3003,Nettoinnflytting,2021,731
3003,Nettoinnflytting,2022,889
3003,Nettoinnflytting,2023,694
3003,Folkemengde,2020,56732
3003,Folkemengde,2021,57372
3003,Folkemengde,2022,58182
3003,Folkemengde,2023,59038
3004,Fodselsoverskudd,2020,3
3004,Fodselsoverskudd,2021,-12
3004,Fodselsoverskudd,2022,-157
3004,Fodselsoverskudd,2023,-78
3004,Nettoinnflytting,2020,801
3004,Nettoinnflytting,2021,683
3004,Nettoinnflytting,2022,707
3004,Nettoinnflytting,2023,850
3004,Folkemengde,2020,82385
3004,Folkemengde,2021,83193
3004,Folkemengde,2022,83892
3004,Folkemengde,2023,84444
3005,Fodselsoverskudd,2020,110
3005,Fodselsoverskudd,2021,219
3005,Fodselsoverskudd,2022,79
3005,Fodselsoverskudd,2023,118
3005,Nettoinnflytting,2020,358
3005,Nettoinnflytting,2021,219
3005,Nettoinnflytting,2022,954
3005,Nettoinnflytting,2023,1057
3005,Folkemengde,2020,101386
3005,Folkemengde,2021,101859
3005,Folkemengde,2022,102273
3005,Folkemengde,2023,103291
3006,Fodselsoverskudd,2020,28
3006,Fodselsoverskudd,2021,14
3006,Fodselsoverskudd,2022,-38
3006,Fodselsoverskudd,2023,10
3006,Nettoinnflytting,2020,-55
3006,Nettoinnflytting,2021,171
3006,Nettoinnflytting,2022,949
3006,Nettoinnflytting,2023,46
3006,Folkemengde,2020,27723
3006,Folkemengde,2021,27694
3006,Folkemengde,2022,27879
3006,Folkemengde,2023,28793
3007,Fodselsoverskudd,2020,-55
3007,Fodselsoverskudd,2021,-41
3007,Fodselsoverskudd,2022,-73
3007,Fodselsoverskudd,2023,-67
3007,Nettoinnflytting,2020,249
3007,Nettoinnflytting,2021,223
3007,Nettoinnflytting,2022,499
3007,Nettoinnflytting,2023,202
3007,Folkemengde,2020,30641
3007,Folkemengde,2021,30835
3007,Folkemengde,2022,31011
3007,Folkemengde,2023,31444
3011,Fodselsoverskudd,2020,-6
3011,Fodselsoverskudd,2021,-22
3011,Fodselsoverskudd,2022,-27
3011,Fodselsoverskudd,2023,-19
3011,Nettoinnflytting,2020,30
3011,Nettoinnflytting,2021,71
3011,Nettoinnflytting,2022,51
3011,Nettoinnflytting,2023,40
3011,Folkemengde,2020,4668
3011,Folkemengde,2021,4694
3011,Folkemengde,2022,4741
3011,Folkemengde,2023,4762
3012,Fodselsoverskudd,2020,-8
3012,Fodselsoverskudd,2021,0
3012,Fodselsoverskudd,2022,-5
3012,Fodselsoverskudd,2023,-5
3012,Nettoinnflytting,2020,10
3012,Nettoinnflytting,2021,-10
3012,Nettoinnflytting,2022,16
3012,Nettoinnflytting,2023,23
3012,Folkemengde,2020,1325
3012,Folkemengde,2021,1325
3012,Folkemengde,2022,1315
3012,Folkemengde,2023,1329
3013,Fodselsoverskudd,2020,-17
3013,Fodselsoverskudd,2021,-36
3013,Fodselsoverskudd,2022,-19
3013,Fodselsoverskudd,2023,-7
3013,Nettoinnflytting,2020,23
3013,Nettoinnflytting,2021,13
3013,Nettoinnflytting,2022,79
3013,Nettoinnflytting,2023,26
3013,Folkemengde,2020,3595
3013,Folkemengde,2021,3601
3013,Folkemengde,2022,3578
3013,Folkemengde,2023,3639
3014,Fodselsoverskudd,2020,25
3014,Fodselsoverskudd,2021,12
3014,Fodselsoverskudd,2022,-50
3014,Fodselsoverskudd,2023,-9
3014,Nettoinnflytting,2020,383
3014,Nettoinnflytting,2021,395
3014,Nettoinnflytting,2022,827
3014,Nettoinnflytting,2023,626
3014,Folkemengde,2020,44792
3014,Folkemengde,2021,45201
3014,Folkemengde,2022,45608
3014,Folkemengde,2023,46382
3015,Fodselsoverskudd,2020,-1
3015,Fodselsoverskudd,2021,0
3015,Fodselsoverskudd,2022,4
3015,Fodselsoverskudd,2023,-19
3015,Nettoinnflytting,2020,21
3015,Nettoinnflytting,2021,19
3015,Nettoinnflytting,2022,38
3015,Nettoinnflytting,2023,51
3015,Folkemengde,2020,3805
3015,Folkemengde,2021,3825
3015,Folkemengde,2022,3846
3015,Folkemengde,2023,3886
3016,Fodselsoverskudd,2020,-23
3016,Fodselsoverskudd,2021,-13
3016,Fodselsoverskudd,2022,-13
3016,Fodselsoverskudd,2023,12
3016,Nettoinnflytting,2020,-14
3016,Nettoinnflytting,2021,102
3016,Nettoinnflytting,2022,69
3016,Nettoinnflytting,2023,36
3016,Folkemengde,2020,8255
3016,Folkemengde,2021,8222
3016,Folkemengde,2022,8312
3016,Folkemengde,2023,8371
3017,Fodselsoverskudd,2020,0
3017,Fodselsoverskudd,2021,-17
3017,Fodselsoverskudd,2022,-11
3017,Fodselsoverskudd,2023,29
3017,Nettoinnflytting,2020,59
3017,Nettoinnflytting,2021,80
3017,Nettoinnflytting,2022,702
3017,Nettoinnflytting,2023,-459
3017,Folkemengde,2020,7508
3017,Folkemengde,2021,7568
3017,Folkemengde,2022,7633
3017,Folkemengde,2023,8317
3018,Fodselsoverskudd,2020,26
3018,Fodselsoverskudd,2021,32
3018,Fodselsoverskudd,2022,21
3018,Fodselsoverskudd,2023,32
3018,Nettoinnflytting,2020,43
3018,Nettoinnflytting,2021,73
3018,Nettoinnflytting,2022,90
3018,Nettoinnflytting,2023,86
3018,Folkemengde,2020,5736
3018,Folkemengde,2021,5805
3018,Folkemengde,2022,5913
3018,Folkemengde,2023,6023
3019,Fodselsoverskudd,2020,65
3019,Fodselsoverskudd,2021,84
3019,Fodselsoverskudd,2022,33
3019,Fodselsoverskudd,2023,36
3019,Nettoinnflytting,2020,182
3019,Nettoinnflytting,2021,326
3019,Nettoinnflytting,2022,359
3019,Nettoinnflytting,2023,368
3019,Folkemengde,2020,18042
3019,Folkemengde,2021,18290
3019,Folkemengde,2022,18699
3019,Folkemengde,2023,19089
3020,Fodselsoverskudd,2020,180
3020,Fodselsoverskudd,2021,158
3020,Fodselsoverskudd,2022,112
3020,Fodselsoverskudd,2023,174
3020,Nettoinnflytting,2020,560
3020,Nettoinnflytting,2021,842
3020,Nettoinnflytting,2022,1093
3020,Nettoinnflytting,2023,1144
3020,Folkemengde,2020,59288
3020,Folkemengde,2021,60034
3020,Folkemengde,2022,61032
3020,Folkemengde,2023,62245
3021,Fodselsoverskudd,2020,96
3021,Fodselsoverskudd,2021,93
3021,Fodselsoverskudd,2022,23
3021,Fodselsoverskudd,2023,62
3021,Nettoinnflytting,2020,-94
3021,Nettoinnflytting,2021,244
3021,Nettoinnflytting,2022,547
3021,Nettoinnflytting,2023,585
3021,Folkemengde,2020,20439
3021,Folkemengde,2021,20439
3021,Folkemengde,2022,20780
3021,Folkemengde,2023,21350
3022,Fodselsoverskudd,2020,-14
3022,Fodselsoverskudd,2021,-17
3022,Fodselsoverskudd,2022,-54
3022,Fodselsoverskudd,2023,-8
3022,Nettoinnflytting,2020,84
3022,Nettoinnflytting,2021,151
3022,Nettoinnflytting,2022,82
3022,Nettoinnflytting,2023,144
3022,Folkemengde,2020,15877
3022,Folkemengde,2021,15953
3022,Folkemengde,2022,16084
3022,Folkemengde,2023,16106
3023,Fodselsoverskudd,2020,26
3023,Fodselsoverskudd,2021,67
3023,Fodselsoverskudd,2022,26
3023,Fodselsoverskudd,2023,40
3023,Nettoinnflytting,2020,156
3023,Nettoinnflytting,2021,69
3023,Nettoinnflytting,2022,359
3023,Nettoinnflytting,2023,158
3023,Folkemengde,2020,19616
3023,Folkemengde,2021,19805
3023,Folkemengde,2022,19939
3023,Folkemengde,2023,20322
3024,Fodselsoverskudd,2020,421
3024,Fodselsoverskudd,2021,423
3024,Fodselsoverskudd,2022,225
3024,Fodselsoverskudd,2023,249
3024,Nettoinnflytting,2020,87
3024,Nettoinnflytting,2021,308
3024,Nettoinnflytting,2022,661
3024,Nettoinnflytting,2023,779
3024,Folkemengde,2020,127731
3024,Folkemengde,2021,128233
3024,Folkemengde,2022,128982
3024,Folkemengde,2023,129874
3025,Fodselsoverskudd,2020,203
3025,Fodselsoverskudd,2021,250
3025,Fodselsoverskudd,2022,123
3025,Fodselsoverskudd,2023,125
3025,Nettoinnflytting,2020,260
3025,Nettoinnflytting,2021,921
3025,Nettoinnflytting,2022,1567
3025,Nettoinnflytting,2023,893
3025,Folkemengde,2020,94441
3025,Folkemengde,2021,94915
3025,Folkemengde,2022,96088
3025,Folkemengde,2023,97784
3026,Fodselsoverskudd,2020,10
3026,Fodselsoverskudd,2021,-25
3026,Fodselsoverskudd,2022,-22
3026,Fodselsoverskudd,2023,-25
3026,Nettoinnflytting,2020,193
3026,Nettoinnflytting,2021,180
3026,Nettoinnflytting,2022,215
3026,Nettoinnflytting,2023,136
3026,Folkemengde,2020,17390
3026,Folkemengde,2021,17591
3026,Folkemengde,2022,17754
3026,Folkemengde,2023,17945
3027,Fodselsoverskudd,2020,120
3027,Fodselsoverskudd,2021,115
3027,Fodselsoverskudd,2022,107
3027,Fodselsoverskudd,2023,96
3027,Nettoinnflytting,2020,80
3027,Nettoinnflytting,2021,185
3027,Nettoinnflytting,2022,488
3027,Nettoinnflytting,2023,378
3027,Folkemengde,2020,18530
3027,Folkemengde,2021,18730
3027,Folkemengde,2022,19024
3027,Folkemengde,2023,19618
3028,Fodselsoverskudd,2020,29
3028,Fodselsoverskudd,2021,37
3028,Fodselsoverskudd,2022,-3
3028,Fodselsoverskudd,2023,18
3028,Nettoinnflytting,2020,-71
3028,Nettoinnflytting,2021,140
3028,Nettoinnflytting,2022,147
3028,Nettoinnflytting,2023,72
3028,Folkemengde,2020,11110
3028,Folkemengde,2021,11065
3028,Folkemengde,2022,11249
3028,Folkemengde,2023,11392
3029,Fodselsoverskudd,2020,217
3029,Fodselsoverskudd,2021,269
3029,Fodselsoverskudd,2022,234
3029,Fodselsoverskudd,2023,245
3029,Nettoinnflytting,2020,1060
3029,Nettoinnflytting,2021,1681
3029,Nettoinnflytting,2022,1871
3029,Nettoinnflytting,2023,1122
3029,Folkemengde,2020,41460
3029,Folkemengde,2021,42740
3029,Folkemengde,2022,44693
3029,Folkemengde,2023,46797
3030,Fodselsoverskudd,2020,268
3030,Fodselsoverskudd,2021,302
3030,Fodselsoverskudd,2022,200
3030,Fodselsoverskudd,2023,303
3030,Nettoinnflytting,2020,710
3030,Nettoinnflytting,2021,1820
3030,Nettoinnflytting,2022,2222
3030,Nettoinnflytting,2023,2358
3030,Folkemengde,2020,85983
3030,Folkemengde,2021,86953
3030,Folkemengde,2022,89095
3030,Folkemengde,2023,91515
3031,Fodselsoverskudd,2020,75
3031,Fodselsoverskudd,2021,105
3031,Fodselsoverskudd,2022,39
3031,Fodselsoverskudd,2023,54
3031,Nettoinnflytting,2020,126
3031,Nettoinnflytting,2021,395
3031,Nettoinnflytting,2022,459
3031,Nettoinnflytting,2023,385
3031,Folkemengde,2020,24249
3031,Folkemengde,2021,24454
3031,Folkemengde,2022,24947
3031,Folkemengde,2023,25440
3032,Fodselsoverskudd,2020,26
3032,Fodselsoverskudd,2021,14
3032,Fodselsoverskudd,2022,20
3032,Fodselsoverskudd,2023,7
3032,Nettoinnflytting,2020,125
3032,Nettoinnflytting,2021,-65
3032,Nettoinnflytting,2022,276
3032,Nettoinnflytting,2023,104
3032,Folkemengde,2020,6890
3032,Folkemengde,2021,7043
3032,Folkemengde,2022,6989
3032,Folkemengde,2023,7285
3033,Fodselsoverskudd,2020,171
3033,Fodselsoverskudd,2021,166
3033,Fodselsoverskudd,2022,164
3033,Fodselsoverskudd,2023,151
3033,Nettoinnflytting,2020,667
3033,Nettoinnflytting,2021,935
3033,Nettoinnflytting,2022,1145
3033,Nettoinnflytting,2023,789
3033,Folkemengde,2020,39625
3033,Folkemengde,2021,40459
3033,Folkemengde,2022,41565
3033,Folkemengde,2023,42866
3034,Fodselsoverskudd,2020,90
3034,Fodselsoverskudd,2021,25
3034,Fodselsoverskudd,2022,-15
3034,Fodselsoverskudd,2023,24
3034,Nettoinnflytting,2020,228
3034,Nettoinnflytting,2021,454
3034,Nettoinnflytting,2022,385
3034,Nettoinnflytting,2023,348
3034,Folkemengde,2020,23092
3034,Folkemengde,2021,23422
3034,Folkemengde,2022,23898
3034,Folkemengde,2023,24283
3035,Fodselsoverskudd,2020,34
3035,Fodselsoverskudd,2021,112
3035,Fodselsoverskudd,2022,51
3035,Fodselsoverskudd,2023,92
3035,Nettoinnflytting,2020,556
3035,Nettoinnflytting,2021,581
3035,Nettoinnflytting,2022,573
3035,Nettoinnflytting,2023,486
3035,Folkemengde,2020,25436
3035,Folkemengde,2021,26031
3035,Folkemengde,2022,26716
3035,Folkemengde,2023,27338
3036,Fodselsoverskudd,2020,88
3036,Fodselsoverskudd,2021,102
3036,Fodselsoverskudd,2022,75
3036,Fodselsoverskudd,2023,93
3036,Nettoinnflytting,2020,406
3036,Nettoinnflytting,2021,330
3036,Nettoinnflytting,2022,380
3036,Nettoinnflytting,2023,494
3036,Folkemengde,2020,14139
3036,Folkemengde,2021,14637
3036,Folkemengde,2022,15074
3036,Folkemengde,2023,15530
3037,Fodselsoverskudd,2020,5
3037,Fodselsoverskudd,2021,3
3037,Fodselsoverskudd,2022,-3
3037,Fodselsoverskudd,2023,-1
3037,Nettoinnflytting,2020,-19
3037,Nettoinnflytting,2021,62
3037,Nettoinnflytting,2022,42
3037,Nettoinnflytting,2023,98
3037,Folkemengde,2020,2854
3037,Folkemengde,2021,2838
3037,Folkemengde,2022,2905
3037,Folkemengde,2023,2944
3038,Fodselsoverskudd,2020,20
3038,Fodselsoverskudd,2021,3
3038,Fodselsoverskudd,2022,2
3038,Fodselsoverskudd,2023,-8
3038,Nettoinnflytting,2020,-12
3038,Nettoinnflytting,2021,41
3038,Nettoinnflytting,2022,27
3038,Nettoinnflytting,2023,109
3038,Folkemengde,2020,6799
3038,Folkemengde,2021,6811
3038,Folkemengde,2022,6859
3038,Folkemengde,2023,6888
3039,Fodselsoverskudd,2020,-11
3039,Fodselsoverskudd,2021,-2
3039,Fodselsoverskudd,2022,-2
3039,Fodselsoverskudd,2023,-11
3039,Nettoinnflytting,2020,10
3039,Nettoinnflytting,2021,10
3039,Nettoinnflytting,2022,41
3039,Nettoinnflytting,2023,30
3039,Folkemengde,2020,1050
3039,Folkemengde,2021,1049
3039,Folkemengde,2022,1057
3039,Folkemengde,2023,1097
3040,Fodselsoverskudd,2020,-11
3040,Fodselsoverskudd,2021,-27
3040,Fodselsoverskudd,2022,-11
3040,Fodselsoverskudd,2023,-23
3040,Nettoinnflytting,2020,-1
3040,Nettoinnflytting,2021,39
3040,Nettoinnflytting,2022,35
3040,Nettoinnflytting,2023,24
3040,Folkemengde,2020,3273
3040,Folkemengde,2021,3262
3040,Folkemengde,2022,3273
3040,Folkemengde,2023,3299
3041,Fodselsoverskudd,2020,-1
3041,Fodselsoverskudd,2021,-27
3041,Fodselsoverskudd,2022,-4
3041,Fodselsoverskudd,2023,3
3041,Nettoinnflytting,2020,30
3041,Nettoinnflytting,2021,58
3041,Nettoinnflytting,2022,103
3041,Nettoinnflytting,2023,217
3041,Folkemengde,2020,4608
3041,Folkemengde,2021,4636
3041,Folkemengde,2022,4667
3041,Folkemengde,2023,4767
3042,Fodselsoverskudd,2020,9
3042,Fodselsoverskudd,2021,10
3042,Fodselsoverskudd,2022,16
3042,Fodselsoverskudd,2023,-1
3042,Nettoinnflytting,2020,49
3042,Nettoinnflytting,2021,53
3042,Nettoinnflytting,2022,18
3042,Nettoinnflytting,2023,24
3042,Folkemengde,2020,2486
3042,Folkemengde,2021,2546
3042,Folkemengde,2022,2611
3042,Folkemengde,2023,2645
3043,Fodselsoverskudd,2020,-8
3043,Fodselsoverskudd,2021,-28
3043,Fodselsoverskudd,2022,-14
3043,Fodselsoverskudd,2023,0
3043,Nettoinnflytting,2020,-18
3043,Nettoinnflytting,2021,30
3043,Nettoinnflytting,2022,229
3043,Nettoinnflytting,2023,141
3043,Folkemengde,2020,4674
3043,Folkemengde,2021,4648
3043,Folkemengde,2022,4650
3043,Folkemengde,2023,4862
3044,Fodselsoverskudd,2020,-20
3044,Fodselsoverskudd,2021,8
3044,Fodselsoverskudd,2022,-13
3044,Fodselsoverskudd,2023,-20
3044,Nettoinnflytting,2020,12
3044,Nettoinnflytting,2021,63
3044,Nettoinnflytting,2022,15
3044,Nettoinnflytting,2023,11
3044,Folkemengde,2020,4441
3044,Folkemengde,2021,4434
3044,Folkemengde,2022,4504
3044,Folkemengde,2023,4506
3045,Fodselsoverskudd,2020,7
3045,Fodselsoverskudd,2021,-6
3045,Fodselsoverskudd,2022,-16
3045,Fodselsoverskudd,2023,-22
3045,Nettoinnflytting,2020,-8
3045,Nettoinnflytting,2021,31
3045,Nettoinnflytting,2022,3
3045,Nettoinnflytting,2023,69
3045,Folkemengde,2020,3467
3045,Folkemengde,2021,3465
3045,Folkemengde,2022,3492
3045,Folkemengde,2023,3479
3046,Fodselsoverskudd,2020,-10
3046,Fodselsoverskudd,2021,-14
3046,Fodselsoverskudd,2022,-13
3046,Fodselsoverskudd,2023,-18
3046,Nettoinnflytting,2020,17
3046,Nettoinnflytting,2021,-16
3046,Nettoinnflytting,2022,34
3046,Nettoinnflytting,2023,48
3046,Folkemengde,2020,2212
3046,Folkemengde,2021,2219
3046,Folkemengde,2022,2189
3046,Folkemengde,2023,2211
3047,Fodselsoverskudd,2020,3
3047,Fodselsoverskudd,2021,-41
3047,Fodselsoverskudd,2022,-6
3047,Fodselsoverskudd,2023,-31
3047,Nettoinnflytting,2020,47
3047,Nettoinnflytting,2021,151
3047,Nettoinnflytting,2022,262
3047,Nettoinnflytting,2023,166
3047,Folkemengde,2020,14115
3047,Folkemengde,2021,14166
3047,Folkemengde,2022,14273
3047,Folkemengde,2023,14527
3048,Fodselsoverskudd,2020,24
3048,Fodselsoverskudd,2021,61
3048,Fodselsoverskudd,2022,26
3048,Fodselsoverskudd,2023,18
3048,Nettoinnflytting,2020,264
3048,Nettoinnflytting,2021,246
3048,Nettoinnflytting,2022,429
3048,Nettoinnflytting,2023,263
3048,Folkemengde,2020,19423
3048,Folkemengde,2021,19709
3048,Folkemengde,2022,20044
3048,Folkemengde,2023,20495
3049,Fodselsoverskudd,2020,99
3049,Fodselsoverskudd,2021,88
3049,Fodselsoverskudd,2022,47
3049,Fodselsoverskudd,2023,57
3049,Nettoinnflytting,2020,203
3049,Nettoinnflytting,2021,381
3049,Nettoinnflytting,2022,534
3049,Nettoinnflytting,2023,243
3049,Folkemengde,2020,26811
3049,Folkemengde,2021,27118
3049,Folkemengde,2022,27584
3049,Folkemengde,2023,28167
3050,Fodselsoverskudd,2020,11
3050,Fodselsoverskudd,2021,8
3050,Fodselsoverskudd,2022,-1
