kode,aar,befolkning
0726,1983,7788
0726,1984,7856
0726,1985,7939
0726,1986,7980
0726,1987,8138
0727,1951,6557
0727,1952,6664
0727,1953,6834
0727,1954,6914
0727,1955,6971
0727,1956,6968
0727,1957,7093
0727,1958,7100
0727,1959,7114
0727,1960,7207
0727,1961,7334
0727,1962,7376
0727,1963,7435
0727,1964,7361
0727,1965,7361
0727,1966,7502
0727,1967,7598
0727,1968,7773
0727,1969,7985
0727,1970,8170
0727,1971,8381
0727,1972,8556
0727,1973,8709
0727,1974,8827
0727,1975,9028
0727,1976,9045
0727,1977,9135
0727,1978,9297
0727,1979,9668
0727,1980,9765
0727,1981,9850
0727,1982,9897
0727,1983,10027
0727,1984,10205
0727,1985,10355
0727,1986,10422
0727,1987,10449
0728,1951,2694
0728,1952,2672
0728,1953,2695
0728,1954,2681
0728,1955,2664
0728,1956,2666
0728,1957,2670
0728,1958,2647
0728,1959,2659
0728,1960,2633
0728,1961,2610
0728,1962,2560
0728,1963,2553
0728,1964,2474
0728,1965,2443
0728,1966,2393
0728,1967,2392
0728,1968,2328
0728,1969,2309
0728,1970,2300
0728,1971,2271
0728,1972,2260
0728,1973,2251
0728,1974,2273
0728,1975,2240
0728,1976,2266
0728,1977,2294
0728,1978,2303
0728,1979,2286
0728,1980,2301
0728,1981,2320
0728,1982,2351
0728,1983,2371
0728,1984,2372
0728,1985,2370
0728,1986,2376
0728,1987,2350
0728,1988,2363
0728,1989,2380
0728,1990,2406
0801,1951,4328
0801,1952,4372
0801,1953,4351
0801,1954,4411
0801,1955,4410
0801,1956,4547
0801,1957,4583
0801,1958,4624
0801,1959,4638
0802,1951,2150
0802,1952,2167
0802,1953,2169
0802,1954,2186
0802,1955,2190
0802,1956,2167
0802,1957,2172
0802,1958,2202
0802,1959,2203
0802,1960,2196
0802,1961,2188
0802,1962,2260
0802,1963,2290
0803,1951,745
0803,1952,743
0803,1953,758
0803,1954,747
0803,1955,725
0803,1956,755
0803,1957,762
0803,1958,755
0803,1959,766
0803,1960,751
0803,1961,733
0803,1962,740
0803,1963,725
0804,1951,2260
0804,1952,2265
0804,1953,2284
0804,1954,2309
0804,1955,2334
0804,1956,2284
0804,1957,2324
0804,1958,2318
0804,1959,2322
0804,1960,2338
0804,1961,2365
0804,1962,2378
0804,1963,2403
0805,1951,9494
0805,1952,9711
0805,1953,9902
0805,1954,10006
0805,1955,10076
0805,1956,10283
0805,1957,10320
0805,1958,10440
0805,1959,10493
0805,1960,10604
0805,1961,10692
0805,1962,10747
0805,1963,10828
0805,1964,26466
0805,1965,27165
0805,1966,27547
0805,1967,28153
0805,1968,31703
0805,1969,31613
0805,1970,31587
0805,1971,31566
0805,1972,31655
0805,1973,31648
0805,1974,31575
0805,1975,31547
0805,1976,31709
0805,1977,31710
0805,1978,31616
0805,1979,31577
0805,1980,31378
0805,1981,31243
0805,1982,31102
0805,1983,31251
0805,1984,31321
0805,1985,31402
0805,1986,31317
0805,1987,31294
0805,1988,31249
0805,1989,31238
0805,1990,31209
0806,1951,15174
0806,1952,15362
0806,1953,15482
0806,1954,15560
0806,1955,15476
0806,1956,15392
0806,1957,15537
0806,1958,15541
0806,1959,15445
0806,1960,15526
0806,1961,15509
0806,1962,15663
0806,1963,15860
0806,1964,45070
0806,1965,45478
0806,1966,46679
0806,1967,47343
0806,1968,44300
0806,1969,44865
0806,1970,45396
0806,1971,45471
0806,1972,45934
0806,1973,46037
0806,1974,46046
0806,1975,46657
0806,1976,47103
0806,1977,47345
0806,1978,47507
0806,1979,47530
0806,1980,47435
0806,1981,47287
0806,1982,47167
0806,1983,46730
0806,1984,46693
0806,1985,46656
0806,1986,47020
0806,1987,47258
0806,1988,47531
0806,1989,47553
0806,1990,47679
0807,1951,6657
0807,1952,6821
0807,1953,7008
0807,1954,7193
0807,1955,7217
0807,1956,7282
0807,1957,7281
0807,1958,7363
0807,1959,7398
0807,1960,7383
0807,1961,7552
0807,1962,7682
0807,1963,7567
0807,1964,13503
0807,1965,13633
0807,1966,13761
0807,1967,13674
0807,1968,13649
0807,1969,13570
0807,1970,13425
0807,1971,13320
0807,1972,13177
0807,1973,13137
0807,1974,13006
0807,1975,13027
0807,1976,12967
0807,1977,13016
0807,1978,12970
0807,1979,12973
0807,1980,12895
0807,1981,12855
0807,1982,12821
0807,1983,12796
0807,1984,12719
0807,1985,12622
0807,1986,12625
0807,1987,12491
0807,1988,12494
0807,1989,12514
0807,1990,12483
0811,1951,1336
0811,1952,1357
0811,1953,1381
0811,1954,1398
0811,1955,1401
0811,1956,1382
0811,1957,1392
0811,1958,1417
0811,1959,1395
0811,1960,1419
0811,1961,1420
0811,1962,1410
0811,1963,1400
0811,1964,1428
0811,1965,1422
0811,1966,1435
0811,1967,1428
0811,1968,1514
0811,1969,1570
0811,1970,1613
0811,1971,1624
0811,1972,1609
0811,1973,1611
0811,1974,1635
0811,1975,1651
0811,1976,1702
0811,1977,1705
0811,1978,1827
0811,1979,1898
0811,1980,1941
0811,1981,1987
0811,1982,2023
0811,1983,2059
0811,1984,2083
0811,1985,2096
0811,1986,2124
0811,1987,2133
0811,1988,2180
0811,1989,2200
0811,1990,2187
0812,1951,12006
0812,1952,12107
0812,1953,12408
0812,1954,12817
0812,1955,13131
0812,1956,13679
0812,1957,14085
0812,1958,14318
0812,1959,14588
0812,1960,14685
0812,1961,14802
0812,1962,15021
0812,1963,15192
0813,1951,8344
0813,1952,8634
0813,1953,9031
0813,1954,9330
0813,1955,9843
0813,1956,10605
0813,1957,11087
0813,1958,11599
0813,1959,11982
0813,1960,12156
0813,1961,12126
0813,1962,12448
0813,1963,12716
0814,1951,4620
0814,1952,4674
0814,1953,4726
0814,1954,4755
0814,1955,4748
0814,1956,4812
0814,1957,4884
0814,1958,4943
0814,1959,4949
0814,1960,5004
0814,1961,5052
0814,1962,5115
0814,1963,5151
0814,1964,8242
0814,1965,8354
0814,1966,8390
0814,1967,8575
0814,1968,8793
0814,1969,8992
0814,1970,9208
0814,1971,9393
0814,1972,9680
0814,1973,9793
0814,1974,9885
0814,1975,9947
0814,1976,10092
0814,1977,10778
0814,1978,11452
0814,1979,11675
0814,1980,12019
0814,1981,12467
0814,1982,12656
0814,1983,12828
0814,1984,12902
0814,1985,13162
0814,1986,13331
0814,1987,13384
0814,1988,13661
0814,1989,13793
0814,1990,13797
0815,1951,3243
0815,1952,3179
0815,1953,3157
0815,1954,3140
0815,1955,3109
0815,1956,3220
0815,1957,3210
0815,1958,3189
0815,1959,3184
0815,1960,10450
0815,1961,10185
0815,1962,10121
0815,1963,10117
0815,1964,10091
0815,1965,10072
0815,1966,10103
0815,1967,10133
0815,1968,10117
0815,1969,10121
0815,1970,10126
0815,1971,10108
0815,1972,10175
0815,1973,10279
0815,1974,10399
0815,1975,10515
0815,1976,10516
0815,1977,10601
0815,1978,10657
0815,1979,10751
0815,1980,10785
0815,1981,10808
0815,1982,10802
0815,1983,10796
0815,1984,10875
0815,1985,10904
0815,1986,10855
0815,1987,10855
0815,1988,10870
0815,1989,10791
0815,1990,10780
0816,1951,2601
0816,1952,2621
0816,1953,2605
0816,1954,2601
0816,1955,2630
0816,1956,2620
0816,1957,2646
0816,1958,2644
0816,1959,2615
0817,1951,4977
0817,1952,4970
0817,1953,4926
0817,1954,4881
0817,1955,4805
0817,1956,4797
0817,1957,4773
0817,1958,4752
0817,1959,4670
0817,1960,4629
0817,1961,4632
0817,1962,4594
0817,1963,4585
0817,1964,4603
0817,1965,4554
0817,1966,4476
0817,1967,4436
0817,1968,4416
0817,1969,4374
0817,1970,4462
0817,1971,4550
0817,1972,4602
0817,1973,4554
0817,1974,4512
0817,1975,4485
0817,1976,4504
0817,1977,4505
0817,1978,4494
0817,1979,4502
0817,1980,4555
0817,1981,4558
0817,1982,4556
0817,1983,4569
0817,1984,4562
0817,1985,4531
0817,1986,4521
0817,1987,4504
0817,1988,4476
0817,1989,4453
0817,1990,4463
0818,1951,9789
0818,1952,10020
0818,1953,10342
0818,1954,10661
0818,1955,11042
0818,1956,11272
0818,1957,11559
0818,1958,11941
0818,1959,12290
0818,1960,12525
0818,1961,12723
0818,1962,12993
0818,1963,13283
0819,1964,7173
0819,1965,7205
0819,1966,7193
0819,1967,7205
0819,1968,7195
0819,1969,7166
0819,1970,7126
0819,1971,7252
0819,1972,7326
0819,1973,7304
0819,1974,7206
0819,1975,7239
0819,1976,7255
0819,1977,7287
0819,1978,7303
0819,1979,7296
0819,1980,7266
0819,1981,7277
0819,1982,7210
0819,1983,7163
0819,1984,7170
0819,1985,7117
0819,1986,7104
0819,1987,7093
0819,1988,7029
0819,1989,6986
0819,1990,6954
0819u,1951,4336
0819u,1952,4291
0819u,1953,4283
0819u,1954,4303
0819u,1955,4302
0819u,1956,4392
0819u,1957,4359
0819u,1958,4379
0819u,1959,4328
0819u,1960,4320
0819u,1961,4290
0819u,1962,4324
0819u,1963,4350
0820,1951,3072
0820,1952,3094
0820,1953,3145
0820,1954,3120
0820,1955,3063
0820,1956,3082
0820,1957,3113
0820,1958,3116
0820,1959,3112
0820,1960,3107
0820,1961,3115
0820,1962,3082
0820,1963,3066
0821,1951,3867
0821,1952,3834
0821,1953,3781
0821,1954,3786
0821,1955,3738
0821,1956,3716
0821,1957,3673
0821,1958,3664
0821,1959,3698
0821,1960,3718
0821,1961,3717
0821,1962,3724
0821,1963,3765
0821,1964,3790
0821,1965,3809
0821,1966,3832
0821,1967,3861
0821,1968,3880
0821,1969,3961
0821,1970,3997
0821,1971,3963
0821,1972,3989
0821,1973,4058
0821,1974,4069
0821,1975,4121
0821,1976,4211
0821,1977,4227
0821,1978,4290
0821,1979,4358
0821,1980,4388
0821,1981,4429
0821,1982,4485
0821,1983,4484
0821,1984,4517
0821,1985,4558
0821,1986,4527
0821,1987,4575
0821,1988,4658
0821,1989,4715
0821,1990,4668
0822,1951,3959
0822,1952,4018
0822,1953,4018
0822,1954,3972
0822,1955,3949
0822,1956,3901
0822,1957,3903
0822,1958,3904
0822,1959,3898
0822,1960,3829
0822,1961,3863
0822,1962,3871
0822,1963,3839
0822,1964,3818
0822,1965,3820
0822,1966,3812
0822,1967,3768
0822,1968,3816
0822,1969,3844
0822,1970,3836
0822,1971,3826
0822,1972,3847
0822,1973,3823
0822,1974,3856
0822,1975,3877
0822,1976,3888
0822,1977,3962
0822,1978,4016
0822,1979,4025
0822,1980,4086
0822,1981,4128
0822,1982,4176
0822,1983,4249
0822,1984,4316
0822,1985,4344
0822,1986,4318
0822,1987,4346
0822,1988,4377
0822,1989,4398
0822,1990,4421
0823,1951,4067
0823,1952,4159
0823,1953,4183
0823,1954,4141
0823,1955,4209
0823,1956,4226
0823,1957,4314
0823,1958,4354
0823,1959,4406
0823,1960,4465
0823,1961,4509
0823,1962,4605
0823,1963,4750
0824,1951,1348
0824,1952,1334
0824,1953,1318
0824,1954,1319
0824,1955,1309
0824,1956,1335
0824,1957,1322
0824,1958,1301
0824,1959,1321
0824,1960,1292
0824,1961,1263
0824,1962,1255
0824,1963,1258
0825,1951,668
0825,1952,652
0825,1953,640
0825,1954,626
0825,1955,614
0825,1956,601
0825,1957,587
0825,1958,576
0825,1959,562
0825,1960,523
0825,1961,514
0825,1962,498
0825,1963,482
0826,1951,9068
0826,1952,9054
0826,1953,9080
0826,1954,9147
0826,1955,9220
0826,1956,9300
0826,1957,9468
0826,1958,9568
0826,1959,9568
0826,1960,9614
0826,1961,9631
0826,1962,9573
0826,1963,9577
0826,1964,9910
0826,1965,9718
0826,1966,9438
0826,1967,9121
0826,1968,8937
0826,1969,8758
0826,1970,8534
0826,1971,8358
0826,1972,8110
0826,1973,7935
0826,1974,7815
0826,1975,7790
0826,1976,7669
0826,1977,7639
0826,1978,7674
0826,1979,7570
0826,1980,7480
0826,1981,7496
0826,1982,7432
0826,1983,7345
0826,1984,7357
0826,1985,7270
0826,1986,7201
0826,1987,7106
0826,1988,7089
0826,1989,6961
0826,1990,6876
0827,1951,2035
0827,1952,2001
0827,1953,1953
0827,1954,1940
0827,1955,1969
0827,1956,2010
0827,1957,2018
0827,1958,2013
0827,1959,1996
0827,1960,1968
0827,1961,1892
0827,1962,1855
0827,1963,1821
0827,1964,1784
0827,1965,1785
0827,1966,1780
0827,1967,1754
0827,1968,1759
0827,1969,1736
0827,1970,1761
0827,1971,1680
0827,1972,1692
0827,1973,1708
0827,1974,1712
0827,1975,1717
0827,1976,1730
0827,1977,1736
0827,1978,1724
0827,1979,1708
0827,1980,1699
0827,1981,1706
0827,1982,1751
0827,1983,1732
0827,1984,1724
0827,1985,1711
0827,1986,1724
0827,1987,1723
0827,1988,1774
0827,1989,1756
0827,1990,1758
0828,1951,3045
0828,1952,3033
0828,1953,2992
0828,1954,2935
0828,1955,2924
0828,1956,2866
0828,1957,2842
0828,1958,2862
0828,1959,2890
0828,1960,2870
0828,1961,2813
0828,1962,2824
0828,1963,2810
0828,1964,2830
0828,1965,2794
0828,1966,2792
0828,1967,2822
0828,1968,2841
0828,1969,2887
0828,1970,2887
0828,1971,2912
0828,1972,2933
0828,1973,2955
0828,1974,2999
0828,1975,3036
0828,1976,3066
0828,1977,3067
0828,1978,3130
0828,1979,3152
0828,1980,3173
0828,1981,3180
0828,1982,3169
0828,1983,3192
0828,1984,3213
0828,1985,3217
0828,1986,3176
0828,1987,3173
0828,1988,3193
0828,1989,3153
0828,1990,3135
0829,1951,3335
0829,1952,3280
0829,1953,3306
0829,1954,3270
0829,1955,3270
0829,1956,3274
0829,1957,3281
0829,1958,3262
0829,1959,3229
0829,1960,3199
0829,1961,3215
0829,1962,3206
0829,1963,3126
0829,1964,3089
0829,1965,3109
0829,1966,3105
0829,1967,3061
0829,1968,3038
0829,1969,3029
0829,1970,3004
0829,1971,2964
0829,1972,2940
0829,1973,2946
0829,1974,2900
0829,1975,2897
0829,1976,2914
0829,1977,2948
0829,1978,2963
0829,1979,2954
0829,1980,2946
0829,1981,2962
0829,1982,3002
0829,1983,3007
0829,1984,2973
0829,1985,2921
0829,1986,2956
0829,1987,2933
0829,1988,3016
0829,1989,3038
0829,1990,2976
0830,1951,1795
0830,1952,1783
0830,1953,1794
0830,1954,1765
0830,1955,1766
0830,1956,1767
0830,1957,1723
0830,1958,1720
0830,1959,1713
0830,1960,1683
0830,1961,1697
0830,1962,1664
0830,1963,1675
0830,1964,1658
0830,1965,1657
0830,1966,1646
0830,1967,1584
0830,1968,1596
0830,1969,1595
0830,1970,1541
0830,1971,1459
0830,1972,1488
0830,1973,1468
0830,1974,1472
0830,1975,1458
0830,1976,1447
0830,1977,1439
0830,1978,1447
0830,1979,1479
0830,1980,1510
0830,1981,1512
0830,1982,1527
0830,1983,1530
0830,1984,1522
0830,1985,1527
0830,1986,1532
0830,1987,1510
0830,1988,1530
0830,1989,1537
0830,1990,1502
0831,1951,1717
0831,1952,1716
0831,1953,1709
0831,1954,1683
0831,1955,1681
0831,1956,1690
0831,1957,1682
0831,1958,1692
0831,1959,1706
0831,1960,1707
0831,1961,1678
0831,1962,1669
0831,1963,1640
0831,1964,1648
0831,1965,1634
0831,1966,1598
0831,1967,1576
0831,1968,1548
0831,1969,1536
0831,1970,1497
0831,1971,1477
0831,1972,1508
0831,1973,1524
0831,1974,1447
0831,1975,1471
0831,1976,1458
0831,1977,1456
0831,1978,1439
0831,1979,1425
0831,1980,1414
0831,1981,1440
0831,1982,1408
0831,1983,1422
0831,1984,1452
0831,1985,1466
0831,1986,1454
0831,1987,1441
0831,1988,1446
0831,1989,1433
0831,1990,1430
0832,1951,1642
0832,1952,1638
0832,1953,1626
0832,1954,1623
0832,1955,1580
0832,1956,1626
0832,1957,1620
0832,1958,1714
0832,1959,1750
0832,1960,1713
0832,1961,1739
0832,1962,1693
0832,1963,1673
0833,1964,3587
0833,1965,3560
0833,1966,3464
0833,1967,3408
0833,1968,3284
0833,1969,3156
0833,1970,3052
0833,1971,2979
0833,1972,2883
0833,1973,2821
0833,1974,2806
0833,1975,2772
0833,1976,2762
0833,1977,2768
0833,1978,2802
0833,1979,2788
0833,1980,2758
0833,1981,2765
0833,1982,2794
0833,1983,2766
0833,1984,2739
0833,1985,2770
0833,1986,2750
0833,1987,2749
0833,1988,2748
0833,1989,2727
0833,1990,2746
0833u,1951,1466
0833u,1952,1419
0833u,1953,1415
0833u,1954,1376
0833u,1955,1368
0833u,1956,1300
0833u,1957,1413
0833u,1958,1673
0833u,1959,1840
0833u,1960,1924
0833u,1961,2064
0833u,1962,2004
0833u,1963,1941
0834,1951,1891
0834,1952,1930
0834,1953,1935
0834,1954,1956
0834,1955,1947
0834,1956,1891
0834,1957,2053
0834,1958,2184
0834,1959,2333
0834,1960,2396
0834,1961,2411
0834,1962,2495
0834,1963,2556
0834,1964,4221
0834,1965,4138
0834,1966,3949
0834,1967,3885
0834,1968,3881
0834,1969,3838
0834,1970,3865
0834,1971,3876
0834,1972,3878
0834,1973,3873
0834,1974,3893
0834,1975,3862
0834,1976,3847
0834,1977,3907
0834,1978,3934
0834,1979,3944
0834,1980,3945
0834,1981,3950
0834,1982,3966
0834,1983,4020
0834,1984,4015
0834,1985,3981
0834,1986,3994
0834,1987,3950
0834,1988,3919
0834,1989,3959
0834,1990,3917
0835,1951,1484
0835,1952,1459
0835,1953,1464
0835,1954,1468
0835,1955,1475
0835,1956,1515
0835,1957,1503
0835,1958,1497
0835,1959,1504
0835,1960,1545
0835,1961,1553
0835,1962,1589
0835,1963,1624
0901,1951,2866
0901,1952,2932
0901,1953,2941
0901,1954,2900
0901,1955,2916
0901,1956,2934
0901,1957,2964
0901,1958,2952
0901,1959,3018
0901,1960,3051
0901,1961,3065
0901,1962,3077
0901,1963,3027
0901,1964,6136
0901,1965,6136
0901,1966,6126
0901,1967,6133
0901,1968,6113
0901,1969,6158
0901,1970,6150
0901,1971,6192
0901,1972,6248
0901,1973,6352
0901,1974,6448
0901,1975,6552
0901,1976,6557
0901,1977,6637
0901,1978,6746
0901,1979,6748
0901,1980,6860
0901,1981,6907
0901,1982,6918
0901,1983,6971
0901,1984,6950
0901,1985,6967
0901,1986,6953
0901,1987,6979
0901,1988,7013
0901,1989,7023
0901,1990,6995
0902,1951,1002
0902,1952,993
0902,1953,926
0902,1954,896
0902,1955,875
0902,1956,920
0902,1957,907
0902,1958,915
0902,1959,887
0904,1951,2334
0904,1952,2295
0904,1953,2294
0904,1954,2276
0904,1955,2252
0904,1956,2279
0904,1957,2282
0904,1958,2293
0904,1959,2254
0904,1960,2625
0904,1961,2586
0904,1962,2537
0904,1963,2517
0904,1964,2520
0904,1965,2539
0904,1966,2530
0904,1967,2598
0904,1968,2647
0904,1969,2716
0904,1970,2782
0904,1971,11764
0904,1972,11861
0904,1973,12345
0904,1974,12594
0904,1975,12870
0904,1976,13088
0904,1977,13295
0904,1978,13395
0904,1979,13588
0904,1980,13663
0904,1981,13839
0904,1982,14001
0904,1983,14280
0904,1984,14547
0904,1985,14631
0904,1986,14768
0904,1987,14959
0904,1988,15119
0904,1989,15343
0904,1990,15522
0905,1951,1054
0905,1952,1089
0905,1953,1079
0905,1954,1110
0905,1955,1087
0905,1956,1068
0905,1957,1075
0905,1958,1052
0905,1959,1034
0905,1960,1047
0905,1961,1061
0906,1951,11747
0906,1952,11712
0906,1953,11708
0906,1954,11696
0906,1955,11649
0906,1956,11343
0906,1957,11341
0906,1958,11251
0906,1959,11307
0906,1960,11397
0906,1961,11416
0906,1962,11441
0906,1963,11534
0906,1964,11544
0906,1965,11544
0906,1966,11539
0906,1967,11365
0906,1968,11444
0906,1969,11574
0906,1970,11831
0906,1971,11769
0906,1972,11636
0906,1973,11425
0906,1974,11377
0906,1975,11594
0906,1976,11703
0906,1977,11708
0906,1978,11623
0906,1979,11490
0906,1980,11413
0906,1981,11508
0906,1982,11585
0906,1983,11740
0906,1984,11957
0906,1985,12051
0906,1986,12160
0906,1987,12230
0906,1988,12240
0906,1989,12244
0906,1990,12305
0911,1951,2704
0911,1952,2724
0911,1953,2735
0911,1954,2669
0911,1955,2635
0911,1956,2629
0911,1957,2613
0911,1958,2612
0911,1959,2601
0911,1960,2616
0911,1961,2615
0911,1962,2562
0911,1963,2567
0911,1964,2543
0911,1965,2533
0911,1966,2545
0911,1967,2550
0911,1968,2530
0911,1969,2551
0911,1970,2565
0911,1971,2555
0911,1972,2570
0911,1973,2613
0911,1974,2587
0911,1975,2578
0911,1976,2601
0911,1977,2657
0911,1978,2679
0911,1979,2707
0911,1980,2708
0911,1981,2706
0911,1982,2726
0911,1983,2744
0911,1984,2713
0911,1985,2684
0911,1986,2687
0911,1987,2664
0911,1988,2653
0911,1989,2628
0911,1990,2604
0912,1951,1862
0912,1952,1835
0912,1953,1849
0912,1954,1847
0912,1955,1827
0912,1956,1795
0912,1957,1787
0912,1958,1783
0912,1959,1791
0912,1960,1769
0912,1961,1744
0912,1962,1746
0912,1963,1764
0912,1964,1752
0912,1965,1734
0912,1966,1733
0912,1967,1739
0912,1968,1719
0912,1969,1724
0912,1970,1689
0912,1971,1656
0912,1972,1671
0912,1973,1636
0912,1974,1643
0912,1975,1648
0912,1976,1647
0912,1977,1638
0912,1978,1638
0912,1979,1674
0912,1980,1702
0912,1981,1735
0912,1982,1752
0912,1983,1781
0912,1984,1807
0912,1985,1835
0912,1986,1825
0912,1987,1845
0912,1988,1832
0912,1989,1834
0912,1990,1839
0913,1951,3086
0913,1952,3095
0913,1953,3118
0913,1954,3149
0913,1955,3151
0913,1956,3162
0913,1957,3143
0913,1958,3184
0913,1959,3141
0913,1960,3141
0913,1961,3150
0913,1962,3120
0913,1963,3152
0914,1951,3533
0914,1952,3541
0914,1953,3612
0914,1954,3626
0914,1955,3642
0914,1956,3710
0914,1957,3680
0914,1958,3688
0914,1959,3750
0914,1960,6432
0914,1961,6384
0914,1962,5951
0914,1963,5904
0914,1964,5892
0914,1965,5814
0914,1966,5771
0914,1967,5693
0914,1968,5685
0914,1969,5655
0914,1970,5619
0914,1971,5611
0914,1972,5563
0914,1973,5479
0914,1974,5482
0914,1975,5489
0914,1976,5537
0914,1977,5577
0914,1978,5630
0914,1979,5655
0914,1980,5703
0914,1981,5714
0914,1982,5726
0914,1983,5745
0914,1984,5779
0914,1985,5813
0914,1986,5772
0914,1987,5830
0914,1988,5862
0914,1989,5869
0914,1990,5885
0915,1951,2052
0915,1952,2033
0915,1953,1994
0915,1954,1964
0915,1955,1938
0915,1956,1932
0915,1957,1890
0915,1958,1845
0915,1959,1822
0916,1951,1304
0916,1952,1274
0916,1953,1286
0916,1954,1295
0916,1955,1262
0916,1956,1258
0916,1957,1237
0916,1958,1260
0916,1959,1259
0916,1960,1233
0916,1961,1218
0917,1951,2276
0917,1952,2313
0917,1953,2378
0917,1954,2463
0917,1955,2493
0917,1956,2548
0917,1957,2594
0917,1958,2637
0917,1959,2670
0917,1960,2722
0917,1961,2747
0918,1962,5970
0918,1963,5983
0918,1964,5987
0918,1965,6012
0918,1966,6037
0918,1967,5981
0918,1968,6060
0918,1969,6121
0918,1970,6214
0918,1971,6297
0918,1972,6534
0918,1973,6694
0918,1974,6848
0918,1975,6882
0918,1976,7000
0918,1977,7018
0918,1978,7152
0918,1979,7254
0918,1980,7337
0918,1981,7387
0918,1982,7440
0918,1983,7561
0918,1984,7608
0918,1985,7707
0918,1986,7849
0918,1987,7925
0918,1988,7959
0918,1989,7998
0918,1990,8046
0918u,1951,1470
0918u,1952,1501
0918u,1953,1511
0918u,1954,1526
0918u,1955,1541
0918u,1956,1550
0918u,1957,1534
0918u,1958,1517
0918u,1959,1565
0918u,1960,1570
0918u,1961,1556
0919,1951,2703
0919,1952,2727
0919,1953,2739
0919,1954,2734
0919,1955,2747
0919,1956,2762
0919,1957,2764
0919,1958,2790
0919,1959,2773
0919,1960,2782
0919,1961,2780
0919,1962,2782
0919,1963,2796
0919,1964,2767
0919,1965,2808
0919,1966,2770
0919,1967,3372
0919,1968,3403
0919,1969,3359
0919,1970,3348
0919,1971,3344
0919,1972,3396
0919,1973,3398
0919,1974,3413
0919,1975,3411
0919,1976,3490
0919,1977,3573
0919,1978,3654
0919,1979,3666
0919,1980,3682
0919,1981,3719
0919,1982,3765
0919,1983,3819
0919,1984,3838
0919,1985,3844
0919,1986,3849
0919,1987,3910
0919,1988,3927
0919,1989,4004
0919,1990,4060
0920,1951,4826
0920,1952,4933
0920,1953,5016
0920,1954,5117
0920,1955,5234
0920,1956,5309
0920,1957,5445
0920,1958,5520
0920,1959,5641
0920,1960,5710
0920,1961,5768
0920,1962,5803
0920,1963,5786
0920,1964,5829
0920,1965,5915
0920,1966,6023
0920,1967,6116
0920,1968,6318
0920,1969,6440
0920,1970,6560
0920,1971,6758
0920,1972,6919
0920,1973,7068
0920,1974,7200
0920,1975,7303
0920,1976,7376
0920,1977,7417
0920,1978,7613
0920,1979,7806
0920,1980,7953
0920,1981,8035
0920,1982,8239
0920,1983,8280
0920,1984,8337
0920,1985,8448
0920,1986,8429
0920,1987,8562
0920,1988,8663
0920,1989,8700
0920,1990,8644
0921,1951,2916
0921,1952,2965
0921,1953,3023
0921,1954,3078
0921,1955,3131
0921,1956,3166
0921,1957,3158
0921,1958,3206
0921,1959,3233
0921,1960,3250
0921,1961,3241
0921,1962,3221
0921,1963,3231
0921,1964,3159
0921,1965,3167
0921,1966,3193
0921,1967,3228
0921,1968,3249
0921,1969,3241
0921,1970,3279
0921,1971,3340
0921,1972,3418
0921,1973,3512
0921,1974,3622
0921,1975,3811
0921,1976,3948
0921,1977,4049
0921,1978,4086
0921,1979,4108
0921,1980,4183
0921,1981,4256
0921,1982,4308
0921,1983,4402
0921,1984,4457
0921,1985,4505
0921,1986,4529
0921,1987,4530
0921,1988,4552
0921,1989,4594
0921,1990,4761
0922,1951,2271
0922,1952,2308
0922,1953,2348
0922,1954,2352
0922,1955,2387
0922,1956,2393
0922,1957,2440
0922,1958,2494
0922,1959,2542
0922,1960,2605
0922,1961,2600
0922,1962,2689
0922,1963,2762
0922,1964,2891
0922,1965,2998
0922,1966,3130
0922,1967,3269
0922,1968,3381
0922,1969,3489
0922,1970,3643
0922,1971,3754
0922,1972,3958
0922,1973,3953
0922,1974,3956
0922,1975,3998
0922,1976,3968
0922,1977,3908
0922,1978,3935
0922,1979,3870
0922,1980,3872
0922,1981,3849
0922,1982,3839
0922,1983,3854
0922,1984,3841
0922,1985,3914
0922,1986,3944
0922,1987,3955
0922,1988,4032
0922,1989,4101
0922,1990,4035
0923,1951,4968
0923,1952,5087
0923,1953,5159
0923,1954,5239
0923,1955,5303
0923,1956,5280
0923,1957,5418
0923,1958,5514
0923,1959,5520
0923,1960,5131
0923,1961,5184
0923,1962,5251
0923,1963,5345
0923,1964,5410
0923,1965,5548
0923,1966,5638
0923,1967,5760
0923,1968,5894
0923,1969,6017
0923,1970,6143
0924,1951,1969
0924,1952,1934
0924,1953,1943
0924,1954,1914
0924,1955,1903
0924,1956,1900
0924,1957,1902
0924,1958,1874
0924,1959,1899
0924,1960,1863
0924,1961,1880
0924,1962,2433
0924,1963,2381
0924,1964,2416
0924,1965,2379
0924,1966,2424
0924,1967,2447
0924,1968,2520
0924,1969,2584
0924,1970,2671
0925,1951,555
0925,1952,558
0925,1953,542
0925,1954,531
0925,1955,523
0925,1956,557
0925,1957,551
0925,1958,524
0925,1959,518
0925,1960,513
0925,1961,510
0926,1962,4847
0926,1963,4893
0926,1964,4851
0926,1965,5018
0926,1966,5128
0926,1967,5081
0926,1968,5190
0926,1969,5319
0926,1970,5385
0926,1971,5487
0926,1972,5667
0926,1973,5923
0926,1974,6098
0926,1975,6231
0926,1976,6312
0926,1977,6414
0926,1978,6573
0926,1979,6678
0926,1980,6857
0926,1981,6967
0926,1982,7104
0926,1983,7253
0926,1984,7375
0926,1985,7446
