"Region","PolitParti","Godkjente1 1983"
"0101","01",7956
"0101","02",868
"0101","03",2804
"0101","04",1511
"0101","05",866
"0101","06",822
"0101","07",348
"0101","11",175
"0102","01",4098
"0102","02",312
"0102","03",1770
"0102","04",524
"0102","06",288
"0102","07",216
"0102","11",28
"0102","91",116
"0103","01",8477
"0103","02",808
"0103","03",4372
"0103","04",1206
"0103","05",171
"0103","06",746
"0103","07",554
"0103","11",161
"0104","01",6288
"0104","02",1067
"0104","03",4529
"0104","04",588
"0104","06",610
"0104","07",389
"0104","11",318
"0104","92",141
"0111","01",538
"0111","03",551
"0111","04",156
"0111","05",64
"0111","06",106
"0111","91",149
"0113","01",3924
"0113","02",309
"0113","03",996
"0113","04",397
"0113","05",349
"0113","07",149
"0113","92",352
"0114","01",457
"0114","03",180
"0114","04",231
"0114","05",207
"0114","06",59
"0115","01",4554
"0115","03",1137
"0115","04",709
"0115","05",545
"0115","06",366
"0118","01",415
"0118","03",142
"0118","04",163
"0118","05",196
"0119","01",955
"0119","03",267
"0119","04",394
"0119","05",472
"0121","01",204
"0121","03",46
"0121","04",128
"0121","05",75
"0122","01",840
"0122","03",495
"0122","04",321
"0122","05",811
"0123","01",746
"0123","03",779
"0123","04",207
"0123","05",455
"0124","01",2786
"0124","02",413
"0124","03",1667
"0124","04",459
"0124","05",456
"0124","06",257
"0124","07",267
"0124","11",33
"0124","91",314
"0125","01",1812
"0125","03",1034
"0125","04",736
"0125","05",985
"0125","06",169
"0125","07",222
"0127","01",598
"0127","02",162
"0127","03",186
"0127","04",238
"0127","05",349
"0127","07",98
"0128","01",1345
"0128","02",156
"0128","03",486
"0128","04",727
"0128","05",992
"0128","07",158
"0128","91",73
"0128","92",159
"0130","01",5553
"0130","02",553
"0130","03",1929
"0130","04",952
"0130","05",327
"0130","06",453
"0130","07",344
"0130","12",51
"0130","11",69
"0131","01",1905
"0131","02",145
"0131","03",468
"0131","04",301
"0131","05",212
"0131","06",138
"0133","01",2339
"0133","03",1328
"0133","04",356
"0133","06",212
"0133","07",240
"0134","01",3035
"0134","02",446
"0134","03",2012
"0134","04",822
"0134","05",325
"0134","06",217
"0134","07",278
"0135","01",1200
"0135","02",208
"0135","03",713
"0135","04",489
"0135","05",410
"0135","06",105
"0136","01",1884
"0136","02",555
"0136","03",2162
"0136","04",363
"0136","05",455
"0136","06",313
"0136","07",217
"0136","12",103
"0136","11",75
"0137","01",457
"0137","02",170
"0137","03",548
"0137","04",163
"0137","05",330
"0137","06",123
"0138","01",803
"0138","03",456
"0138","04",231
"0138","05",513
"0211","01",1894
"0211","02",404
"0211","03",1695
"0211","04",222
"0211","05",464
"0211","06",248
"0211","07",218
"0213","01",3302
"0213","02",1210
"0213","03",4010
"0213","04",535
"0213","05",485
"0213","06",842
"0213","07",407
"0213","12",72
"0214","01",1682
"0214","02",400
"0214","03",1782
"0214","04",358
"0214","05",883
"0214","06",386
"0214","07",471
"0214","12",41
"0214","11",127
"0215","01",1319
"0215","02",588
"0215","03",1787
"0215","04",147
"0215","05",325
"0215","06",247
"0215","07",376
"0215","12",31
"0216","01",1528
"0216","02",508
"0216","03",1926
"0216","04",340
"0216","05",144
"0216","06",607
"0216","07",423
"0216","91",70
"0217","01",2354
"0217","02",1017
"0217","03",4605
"0217","04",474
"0217","05",70
"0217","06",674
"0217","07",473
"0217","12",148
"0219","01",8671
"0219","02",4881
"0219","03",24384
"0219","04",1718
"0219","05",731
"0219","06",2567
"0219","07",2271
"0219","12",1290
"0219","09",109
"0219","11",741
"0220","01",4116
"0220","02",2232
"0220","03",9327
"0220","04",957
"0220","05",696
"0220","06",1238
"0220","07",1523
"0220","12",196
"0220","11",458
"0221","01",3967
"0221","02",335
"0221","03",1017
"0221","04",628
"0221","05",1196
"0221","06",241
"0221","07",160
"0226","01",2638
"0226","03",1387
"0226","04",337
"0226","05",775
"0226","06",304
"0226","07",164
"0227","01",2263
"0227","03",1100
"0227","04",211
"0227","05",365
"0227","06",200
"0227","07",178
"0228","01",3770
"0228","03",2026
"0228","04",285
"0228","05",213
"0228","06",434
"0228","07",216
"0228","11",87
"0229","01",1537
"0229","02",388
"0229","03",982
"0229","04",237
"0229","05",265
"0229","06",147
"0229","07",227
"0229","11",18
"0230","01",5883
"0230","02",1000
"0230","03",3426
"0230","04",517
"0230","05",242
"0230","06",874
"0230","07",468
"0230","12",106
"0230","11",124
"0231","01",8551
"0231","02",1088
"0231","03",5453
"0231","04",746
"0231","05",408
"0231","06",978
"0231","07",684
"0231","12",117
"0231","09",273
"0231","11",179
"0233","01",2909
"0233","02",670
"0233","03",2325
"0233","04",249
"0233","05",277
"0233","06",529
"0233","07",571
"0233","12",89
"0234","01",817
"0234","03",569
"0234","04",164
"0234","05",358
"0235","01",3749
"0235","02",811
"0235","03",2569
"0235","04",370
"0235","05",761
"0235","06",256
"0235","07",347
"0235","11",95
"0236","01",4639
"0236","02",394
"0236","03",1062
"0236","04",370
"0236","05",1043
"0236","06",282
"0236","07",178
"0236","12",188
"0237","01",4674
"0237","02",557
"0237","03",1642
"0237","04",421
"0237","05",749
"0237","06",371
"0237","07",391
"0238","01",2133
"0238","03",925
"0238","04",308
"0238","05",498
"0238","06",147
"0238","07",118
"0239","01",788
"0239","03",175
"0239","04",214
"0239","05",158
"0239","07",189
"0301","01",99202
"0301","02",27037
"0301","03",105870
"0301","04",12638
"0301","05",2097
"0301","06",19151
"0301","07",8336
"0301","12",1476
"0301","09",1032
"0301","11",7577
"0301","92",282
"0401","01",5063
"0401","02",383
"0401","03",2298
"0401","04",508
"0401","05",236
"0401","06",661
"0401","07",575
"0401","11",106
"0402","01",5590
"0402","02",721
"0402","03",1278
"0402","04",280
"0402","05",582
"0402","06",667
"0402","07",286
"0402","11",47
"0412","01",10121
"0412","02",595
"0412","03",2483
"0412","04",641
"0412","05",1953
"0412","06",901
"0412","92",282
"0414","01",3465
"0414","03",878
"0414","05",530
"0414","06",427
"0415","01",2629
"0415","03",516
"0415","05",576
"0415","06",323
"0417","01",6794
"0417","02",309
"0417","03",1172
"0417","04",476
"0417","05",865
"0417","06",737
"0417","09",70
"0418","01",2362
"0418","03",287
"0418","04",114
"0418","05",204
"0418","06",280
"0419","01",3037
"0419","03",514
"0419","04",104
"0419","05",452
"0419","06",290
"0419","11",108
"0420","01",2368
"0420","03",418
"0420","04",188
"0420","05",335
"0420","06",172
"0420","07",129
"0423","01",2393
"0423","03",460
"0423","04",127
"0423","05",396
"0423","06",231
"0423","07",82
"0425","01",2227
"0425","03",400
"0425","04",247
"0425","05",436
"0425","06",1004
"0425","09",131
"0425","91",570
"0426","01",1520
"0426","03",358
"0426","04",83
"0426","05",275
"0426","06",225
"0426","91",141
"0427","01",4659
"0427","02",599
"0427","03",1738
"0427","04",270
"0427","05",871
"0427","06",692
"0427","07",278
"0427","11",144
"0427","92",46
"0428","01",2479
"0428","02",77
"0428","03",527
"0428","04",255
"0428","05",634
"0428","06",286
"0428","07",92
"0429","01",1264
"0429","02",103
"0429","03",265
"0429","05",433
"0429","06",581
"0429","09",120
"0430","01",1380
"0430","03",347
"0430","05",273
"0430","06",220
"0432","01",1058
"0432","03",174
"0432","05",391
"0432","06",139
"0432","09",20
"0434","01",604
"0434","03",149
"0434","05",271
"0434","07",58
"0434","91",79
"0436","01",268
"0436","03",86
"0436","05",450
"0436","06",144
"0436","91",150
"0437","01",1021
"0437","03",436
"0437","04",157
"0437","05",959
"0437","06",215
"0437","07",201
"0438","01",580
"0438","03",164
"0438","04",71
"0438","05",536
"0438","07",118
"0439","01",650
"0439","05",526
"0439","91",174
"0441","01",670
"0441","03",64
"0441","04",65
"0441","05",439
"0501","01",5744
"0501","02",415
"0501","03",3047
"0501","04",661
"0501","05",956
"0501","06",916
"0501","07",611
"0501","11",159
"0502","01",8397
"0502","02",658
"0502","03",2409
"0502","04",1038
"0502","05",1069
"0502","06",700
"0502","07",533
"0502","11",101
"0511","01",984
"0511","03",255
"0511","05",482
"0511","06",76
"0512","01",595
"0512","03",180
"0512","04",114
"0512","05",454
"0512","07",101
"0513","01",777
"0513","03",107
"0513","05",478
"0513","91",151
"0514","01",725
"0514","03",143
"0514","05",385
"0514","91",184
"0515","01",1361
"0515","03",229
"0515","05",427
"0515","06",147
"0515","91",235
"0516","01",2125
"0516","03",373
"0516","04",149
"0516","05",551
"0516","06",189
"0516","07",79
"0517","01",2274
"0517","03",438
"0517","04",112
"0517","05",559
"0517","06",213
"0519","01",1349
"0519","03",217
"0519","04",65
"0519","05",442
"0520","01",1868
"0520","03",418
"0520","04",136
"0520","05",588
"0520","06",73
"0520","07",98
"0521","01",1186
"0521","03",318
"0521","04",147
"0521","05",749
"0521","07",148
"0522","01",2028
"0522","02",192
"0522","03",266
"0522","04",164
"0522","05",762
"0522","06",227
"0522","07",185
"0528","01",4336
"0528","02",412
"0528","03",1096
"0528","04",579
"0528","05",1181
"0528","06",302
"0528","07",364
"0529","01",4568
"0529","02",355
"0529","03",880
"0529","04",474
"0529","05",658
"0529","06",275
"0529","07",219
"0529","11",50
"0532","01",2052
"0532","03",594
"0532","04",128
"0532","05",222
"0532","11",19
"0532","92",289
"0533","01",2366
"0533","03",733
"0533","04",204
"0533","05",584
"0533","06",201
"0533","11",34
"0534","01",3546
"0534","02",494
"0534","03",1057
"0534","04",445
"0534","05",1111
"0534","06",253
"0534","07",207
"0534","09",42
"0536","01",2494
"0536","03",396
"0536","04",105
"0536","05",276
"0536","06",288
"0536","07",169
"0538","01",2569
"0538","03",453
"0538","04",172
"0538","05",359
"0538","06",136
"0538","07",165
"0540","01",1087
"0540","03",281
"0540","04",145
"0540","05",410
"0540","07",97
"0541","01",418
"0541","03",130
"0541","04",133
"0541","05",222
"0541","06",44
"0541","07",64
"0542","01",1502
"0542","02",135
"0542","03",642
"0542","04",315
"0542","05",753
"0542","07",204
"0543","01",536
"0543","03",182
"0543","04",110
"0543","05",387
"0543","07",137
"0543","91",139
"0544","01",640
"0544","03",277
"0544","04",77
"0544","05",439
"0544","07",242
"0545","01",308
"0545","03",213
"0545","04",88
"0545","05",408
"0602","01",12772
"0602","02",2567
"0602","03",10293
"0602","04",1589
"0602","05",416
"0602","06",916
"0602","07",484
"0602","09",121
"0602","11",176
"0604","01",4817
"0604","02",796
"0604","03",2987
"0604","04",373
"0604","05",681
"0604","06",567
"0604","07",1417
"0604","11",88
"0604","91",138
"0605","01",8317
"0605","02",852
"0605","03",3637
"0605","04",585
"0605","05",724
"0605","06",953
"0605","07",406
"0605","12",56
"0605","11",196
"0612","01",858
"0612","03",957
"0612","04",110
"0612","05",303
"0612","06",95
"0612","07",74
"0615","01",412
"0615","03",154
"0615","91",170
"0615","92",128
"0616","01",828
"0616","03",431
"0616","04",193
"0616","05",408
"0616","07",133
"0617","01",696
"0617","03",616
"0617","04",187
"0617","05",433
"0617","07",201
"0618","01",204
"0618","03",239
"0618","04",130
"0618","05",256
"0618","07",79
"0619","01",810
"0619","03",605
"0619","04",337
"0619","05",554
"0619","06",112
"0619","07",250
"0620","01",936
"0620","02",102
"0620","03",749
"0620","04",167
"0620","05",279
"0620","07",187
"0620","91",92
"0621","01",863
"0621","03",578
"0621","05",771
"0621","07",81
"0622","01",697
"0622","02",117
"0622","03",296
"0622","04",57
"0622","05",209
"0622","06",129
"0623","01",3917
"0623","03",1373
"0623","04",312
"0623","05",937
"0623","06",249
"0623","92",57
"0624","01",3541
"0624","03",2236
"0624","04",383
"0624","05",912
"0624","06",353
"0624","07",196
"0624","09",56
"0625","01",4785
"0625","02",597
"0625","03",2093
"0625","04",555
"0625","05",200
"0625","06",528
"0625","07",122
"0625","11",82
"0625","91",441
"0625","92",95
"0626","01",4159
"0626","02",704
"0626","03",3404
"0626","04",357
"0626","05",893
"0626","06",395
"0626","07",243
"0627","01",3117
"0627","02",594
"0627","03",2229
"0627","04",284
"0627","05",378
"0627","06",275
"0627","07",191
"0627","11",82
"0627","91",116
"0628","01",2142
"0628","03",1132
"0628","04",242
"0628","05",156
"0628","06",331
"0628","07",173
"0628","09",48
"0631","01",508
"0631","02",65
"0631","03",365
"0631","04",64
"0631","05",380
"0631","07",77
"0632","01",381
"0632","03",144
"0632","04",72
"0632","05",188
"0632","91",135
"0633","01",845
"0633","02",55
"0633","03",253
"0633","04",110
"0633","05",411
"0633","07",26
"0633","91",76
"0702","01",2440
"0702","02",245
"0702","03",1298
"0702","04",329
"0702","05",264
"0702","06",284
"0702","92",161
"0703","01",3096
"0703","03",2874
"0703","04",338
"0703","06",271
"0703","07",262
"0703","11",301
"0705","01",1891
"0705","02",454
"0705","03",2119
"0705","04",434
"0705","06",284
"0705","07",183
"0705","11",68
"0706","01",5302
"0706","02",1995
"0706","03",6817
"0706","04",1400
"0706","05",551
"0706","06",605
"0706","07",1009
"0706","12",249
"0706","11",201
"0707","01",2347
"0707","02",196
"0707","03",1291
"0707","04",355
"0707","06",393
"0707","07",278
"0707","11",62
"0708","01",535
"0708","03",631
"0708","11",20
"0708","92",302
"0711","01",1385
"0711","03",1008
"0711","04",163
"0711","05",172
"0711","06",123
"0713","01",1707
"0713","02",302
"0713","03",826
"0713","04",133
"0713","05",456
"0713","06",121
"0713","92",99
"0714","01",692
"0714","03",329
"0714","07",94
"0714","92",370
"0716","01",571
"0716","03",740
"0716","04",221
"0716","05",445
"0717","01",1915
"0717","03",1990
"0717","04",267
"0717","05",310
"0717","06",258
"0718","01",449
"0718","03",496
"0718","04",153
"0718","05",533
"0718","07",90
"0719","01",635
"0719","02",239
"0719","03",688
"0719","04",201
"0719","05",239
"0719","07",226
"0720","01",1071
"0720","02",294
"0720","03",1417
"0720","04",472
"0720","05",435
"0720","06",219
"0720","07",181
"0721","01",3578
"0721","02",1163
"0721","03",4794
"0721","04",894
"0721","05",477
"0721","06",413
"0721","07",435
"0721","12",63
"0721","11",74
"0722","01",2372
"0722","02",1105
"0722","03",4018
"0722","04",524
"0722","05",247
"0722","06",406
"0722","07",370
"0722","12",156
"0722","11",126
"0723","01",582
"0723","02",395
"0723","03",756
"0723","04",111
"0723","92",172
"0725","01",1659
"0725","02",214
"0725","03",1251
"0725","04",306
"0725","05",322
"0725","06",201
"0725","07",351
"0726","01",1433
"0726","03",1459
"0726","04",528
"0726","05",246
"0726","06",149
"0726","07",372
"0727","01",1846
"0727","02",353
"0727","03",1509
"0727","04",670
"0727","05",481
"0727","06",183
"0727","07",269
"0728","01",706
"0728","03",201
"0728","04",64
"0728","05",448
"0728","07",42
"0805","01",8723
"0805","02",300
"0805","03",3701
"0805","04",1460
"0805","05",273
"0805","06",1139
"0805","07",624
"0805","12",274
"0805","09",155
"0805","11",86
"0805","92",254
"0806","01",11707
"0806","02",1036
"0806","03",6206
"0806","04",2687
"0806","05",684
"0806","06",1517
"0806","07",950
"0806","12",106
"0806","09",107
"0806","11",228
"0807","01",4021
"0807","03",1375
"0807","04",767
"0807","05",417
"0807","06",338
"0807","07",251
"0807","11",479
"0811","01",617
"0811","03",169
"0811","04",135
"0811","05",154
"0814","01",3051
"0814","02",216
"0814","03",1490
"0814","04",545
"0814","05",212
"0814","06",300
"0814","07",390
"0814","12",23
"0814","11",93
"0815","01",2524
"0815","03",1500
"0815","04",636
"0815","05",274
"0815","06",406
"0815","07",329
"0815","12",50
"0817","01",1316
"0817","03",373
"0817","04",390
"0817","05",183
"0817","06",112
"0817","07",221
"0819","01",1855
"0819","03",498
"0819","04",426
"0819","05",565
"0819","06",347
"0819","07",204
"0821","01",990
"0821","02",76
"0821","03",382
"0821","04",266
"0821","05",317
"0821","06",164
"0821","07",241
"0822","01",1172
"0822","03",310
"0822","04",237
"0822","05",417
"0822","06",112
"0822","07",176
"0826","01",2448
"0826","03",895
"0826","04",222
"0826","05",388
"0826","06",399
"0826","07",186
"0827","01",414
"0827","03",111
"0827","04",184
"0827","05",253
"0828","01",611
"0828","03",284
"0828","04",239
"0828","05",173
"0828","06",146
"0828","07",155
"0829","01",703
"0829","03",222
"0829","04",247
"0829","05",281
"0829","06",69
"0829","07",92
"0830","01",336
"0830","02",22
"0830","03",100
"0830","04",217
"0830","05",101
"0830","06",72
"0830","07",58
"0831","01",507
"0831","07",52
"0831","11",11
"0831","92",279
"0833","01",809
"0833","06",118
"0833","92",758
"0834","01",981
"0834","03",344
"0834","04",199
"0834","05",397
"0834","06",188
"0834","07",90
"0901","01",1247
"0901","02",214
"0901","03",832
"0901","04",595
"0901","05",165
"0901","06",147
"0901","07",323
"0901","12",79
"0901","11",76
"0903","01",2101
"0903","02",295
"0903","03",1897
"0903","04",805
"0903","05",124
"0903","06",214
"0903","07",443
"0903","12",76
"0903","11",69
"0904","01",1886
"0904","02",589
"0904","03",2089
"0904","04",1456
"0904","05",446
"0904","06",246
"0904","07",256
"0904","12",184
"0911","01",754
"0911","03",195
"0911","04",214
"0911","05",139
"0911","06",79
"0911","07",106
"0912","01",462
"0912","02",60
"0912","03",219
"0912","04",230
"0912","05",125
"0912","07",35
"0914","01",1027
"0914","02",333
"0914","03",754
"0914","04",457
"0914","05",298
"0914","07",292
"0914","12",99
"0918","01",2042
"0918","02",260
"0918","03",928
"0918","04",573
"0918","05",130
"0918","07",208
"0919","01",925
"0919","03",250
"0919","04",328
"0919","05",309
"0919","07",114
"0920","01",1825
"0920","02",273
"0920","03",752
"0920","04",511
"0920","05",451
"0920","07",172
"0921","01",777
"0921","02",134
"0921","03",696
"0921","04",305
"0921","06",102
"0921","07",182
"0922","01",684
"0922","02",107
"0922","03",812
"0922","04",196
"0922","06",91
"0922","07",252
"0926","01",827
"0926","02",390
"0926","03",1244
"0926","04",578
"0926","05",230
"0926","06",232
"0926","07",283
"0928","01",584
"0928","02",199
"0928","03",302
"0928","04",447
"0928","05",456
"0928","12",78
"0929","01",662
"0929","02",72
"0929","06",71
"0929","92",394
"0935","01",187
"0935","02",48
"0935","03",95
"0935","04",157
"0935","05",129
"0937","01",923
"0937","02",71
"0937","03",281
"0937","04",299
"0937","05",209
"0937","06",87
"0937","07",88
"0938","01",289
"0938","03",148
"0938","04",118
"0938","05",211
"0938","07",70
"0940","01",299
"0940","03",132
"0940","04",111
"0940","05",300
"0940","06",38
"0941","01",110
"0941","03",74
"0941","04",34
"0941","05",61
"0941","91",78
"1001","01",8513
"1001","02",1929
"1001","03",9797
"1001","04",5964
"1001","05",853
"1001","06",1018
"1001","07",1585
"1001","12",275
"1001","11",339
"1001","91",1125
"1002","01",1697
"1002","03",1831
"1002","04",1127
"1002","05",510
"1002","06",276
"1002","07",488
"1002","11",18
"1003","01",1156
"1003","02",401
"1003","03",1678
"1003","04",895
"1003","05",241
"1003","07",301
"1003","11",17
"1003","91",100
"1004","01",1141
"1004","02",333
"1004","03",1238
"1004","04",1094
"1004","05",329
"1004","06",110
"1004","07",235
"1004","12",158
"1014","01",2765
"1014","02",202
"1014","03",711
"1014","04",1579
"1014","05",383
"1014","06",157
"1014","07",122
"1017","01",743
"1017","03",496
"1017","04",414
"1017","05",452
"1017","07",86
"1017","12",67
"1018","01",695
"1018","03",1140
"1018","04",522
"1018","05",197
"1018","06",80
"1018","07",196
"1018","91",337
"1021","01",268
"1021","03",207
"1021","04",166
"1021","05",275
"1021","91",216
"1021","92",98
"1026","01",103
"1026","03",115
"1026","04",129
"1026","05",211
"1027","01",324
"1027","03",97
"1027","04",186
"1027","05",345
"1029","01",556
"1029","03",678
"1029","04",484
"1029","05",204
"1029","07",183
"1032","01",580
"1032","02",201
"1032","03",897
"1032","04",691
"1032","05",382
"1032","07",218
"1032","12",72
"1032","11",15
"1034","01",179
"1034","03",193
"1034","04",241
"1034","05",109
"1034","91",160
"1037","01",622
"1037","03",527
"1037","04",643
"1037","05",157
"1037","06",81
"1037","07",121
"1037","91",799
"1046","01",194
"1046","03",153
"1046","04",168
"1046","05",216
"1046","07",127
"1046","91",71
"1101","01",1811
"1101","02",337
"1101","03",1716
"1101","04",1133
"1101","05",416
"1101","06",170
"1101","07",377
"1102","01",5703
"1102","02",1878
"1102","03",5308
"1102","04",2807
"1102","05",1213
"1102","06",892
"1102","07",1333
"1102","11",118
"1103","01",16726
"1103","02",4774
"1103","03",15156
"1103","04",3940
"1103","05",1115
"1103","06",2441
"1103","07",1936
"1103","12",942
"1103","09",86
"1103","11",478
"1103","91",1462
"1106","01",4767
"1106","02",1341
"1106","03",3932
"1106","04",1885
"1106","05",249
"1106","06",473
"1106","07",706
"1106","11",54
"1111","01",587
"1111","02",158
"1111","03",432
"1111","04",391
"1111","05",194
"1111","07",128
"1111","12",26
"1112","01",404
"1112","02",116
"1112","03",339
"1112","04",447
"1112","05",250
"1112","91",70
"1114","01",145
"1114","03",179
"1114","04",358
"1114","05",376
"1114","91",115
"1119","01",533
"1119","03",368
"1119","04",923
"1119","06",153
"1119","12",162
"1119","91",4125
"1120","01",922
