"Region","PolitParti","Godkjente1 1989"
"0101","01",7759
"0101","02",1971
"0101","03",2382
"0101","04",1558
"0101","08",211
"0101","05",829
"0101","06",1522
"0101","07",216
"0101","15",82
"0101","12",9
"0101","10",66
"0102","01",3943
"0102","02",854
"0102","03",1551
"0102","04",517
"0102","08",31
"0102","05",88
"0102","06",717
"0102","07",137
"0102","15",70
"0102","12",4
"0102","10",32
"0103","01",7007
"0103","02",2146
"0103","03",4125
"0103","04",1236
"0103","08",131
"0103","05",227
"0103","06",2299
"0103","07",367
"0103","15",113
"0103","12",6
"0103","10",106
"0104","01",5866
"0104","02",2571
"0104","03",4051
"0104","04",580
"0104","08",80
"0104","05",207
"0104","06",1775
"0104","07",320
"0104","15",147
"0104","12",9
"0104","10",127
"0111","01",644
"0111","02",342
"0111","03",506
"0111","04",176
"0111","08",11
"0111","05",47
"0111","06",215
"0111","07",42
"0111","15",2
"0111","10",5
"0113","01",3680
"0113","02",889
"0113","03",1158
"0113","04",489
"0113","08",36
"0113","05",354
"0113","06",965
"0113","07",106
"0113","15",33
"0113","12",3
"0113","10",8
"0114","01",554
"0114","02",118
"0114","03",176
"0114","04",206
"0114","08",4
"0114","05",164
"0114","06",107
"0114","07",20
"0114","15",3
"0114","10",1
"0115","01",4329
"0115","02",1113
"0115","03",1079
"0115","04",703
"0115","08",29
"0115","05",543
"0115","06",880
"0115","07",101
"0115","15",39
"0115","12",1
"0115","10",22
"0118","01",382
"0118","02",68
"0118","03",128
"0118","04",171
"0118","08",7
"0118","05",165
"0118","06",45
"0118","07",9
"0118","10",2
"0119","01",870
"0119","02",171
"0119","03",254
"0119","04",399
"0119","08",9
"0119","05",344
"0119","06",107
"0119","07",18
"0119","15",2
"0119","10",11
"0121","01",199
"0121","02",30
"0121","03",41
"0121","04",124
"0121","08",2
"0121","05",48
"0121","06",11
"0121","07",3
"0121","15",1
"0121","10",1
"0122","01",821
"0122","02",498
"0122","03",433
"0122","04",343
"0122","08",4
"0122","05",606
"0122","06",165
"0122","07",55
"0122","15",5
"0122","12",1
"0122","10",24
"0123","01",751
"0123","02",387
"0123","03",588
"0123","04",216
"0123","08",9
"0123","05",411
"0123","06",208
"0123","07",60
"0123","15",9
"0123","10",11
"0124","01",2842
"0124","02",1270
"0124","03",1675
"0124","04",573
"0124","08",43
"0124","05",439
"0124","06",771
"0124","07",170
"0124","15",31
"0124","10",67
"0125","01",1863
"0125","02",848
"0125","03",978
"0125","04",699
"0125","08",14
"0125","05",821
"0125","06",429
"0125","07",136
"0125","15",8
"0125","10",34
"0127","01",603
"0127","02",246
"0127","03",273
"0127","04",237
"0127","08",6
"0127","05",339
"0127","06",124
"0127","07",48
"0127","15",14
"0127","12",1
"0127","10",3
"0128","01",1445
"0128","02",500
"0128","03",576
"0128","04",765
"0128","08",11
"0128","05",959
"0128","06",204
"0128","07",63
"0128","15",2
"0128","10",13
"0130","01",5845
"0130","02",1474
"0130","03",1903
"0130","04",951
"0130","08",47
"0130","05",343
"0130","06",1084
"0130","07",209
"0130","15",80
"0130","12",3
"0130","10",40
"0131","01",1770
"0131","02",435
"0131","03",527
"0131","04",324
"0131","08",25
"0131","05",196
"0131","06",397
"0131","07",45
"0131","15",10
"0131","10",11
"0133","01",1973
"0133","02",610
"0133","03",1196
"0133","04",379
"0133","08",19
"0133","05",42
"0133","06",667
"0133","07",144
"0133","15",27
"0133","10",19
"0134","01",3012
"0134","02",1265
"0134","03",1894
"0134","04",865
"0134","08",24
"0134","05",357
"0134","06",817
"0134","07",193
"0134","15",18
"0134","12",1
"0134","10",20
"0135","01",1208
"0135","02",681
"0135","03",692
"0135","04",468
"0135","08",12
"0135","05",478
"0135","06",247
"0135","07",43
"0135","15",7
"0135","12",1
"0135","10",14
"0136","01",2263
"0136","02",1362
"0136","03",1991
"0136","04",412
"0136","08",18
"0136","05",442
"0136","06",739
"0136","07",145
"0136","15",42
"0136","12",5
"0136","10",34
"0137","01",534
"0137","02",479
"0137","03",583
"0137","04",196
"0137","08",4
"0137","05",304
"0137","06",196
"0137","07",44
"0137","15",7
"0137","10",7
"0138","01",739
"0138","02",333
"0138","03",516
"0138","04",202
"0138","08",9
"0138","05",363
"0138","06",200
"0138","07",45
"0138","15",5
"0138","10",11
"0211","01",1898
"0211","02",1175
"0211","03",1943
"0211","04",242
"0211","08",47
"0211","05",496
"0211","06",558
"0211","07",153
"0211","24",3
"0211","15",49
"0211","14",25
"0213","01",3928
"0213","02",2260
"0213","03",4486
"0213","04",611
"0213","08",84
"0213","05",586
"0213","06",1543
"0213","07",416
"0213","24",3
"0213","15",86
"0213","12",3
"0213","14",61
"0214","01",2039
"0214","02",954
"0214","03",1975
"0214","04",372
"0214","08",48
"0214","05",925
"0214","06",863
"0214","07",286
"0214","24",2
"0214","15",68
"0214","12",3
"0214","14",34
"0215","01",1578
"0215","02",1159
"0215","03",2102
"0215","04",206
"0215","08",22
"0215","05",353
"0215","06",617
"0215","07",249
"0215","24",3
"0215","15",21
"0215","12",3
"0215","14",24
"0216","01",2052
"0216","02",1269
"0216","03",2336
"0216","04",352
"0216","08",94
"0216","05",170
"0216","06",1241
"0216","07",263
"0216","24",3
"0216","15",109
"0216","12",2
"0216","14",33
"0217","01",3176
"0217","02",2118
"0217","03",5177
"0217","04",552
"0217","08",65
"0217","05",185
"0217","06",1343
"0217","07",381
"0217","24",3
"0217","15",53
"0217","12",5
"0217","14",59
"0219","01",11196
"0219","02",8895
"0219","03",26639
"0219","04",1939
"0219","08",400
"0219","05",956
"0219","06",5017
"0219","07",2194
"0219","24",14
"0219","15",410
"0219","12",48
"0219","14",313
"0220","01",5420
"0220","02",4205
"0220","03",10928
"0220","04",1041
"0220","08",154
"0220","05",586
"0220","06",2367
"0220","07",1153
"0220","24",3
"0220","15",169
"0220","12",7
"0220","14",151
"0221","01",3829
"0221","02",934
"0221","03",970
"0221","04",646
"0221","08",21
"0221","05",1084
"0221","06",577
"0221","07",103
"0221","24",1
"0221","15",6
"0221","14",30
"0226","01",2865
"0226","02",877
"0226","03",1409
"0226","04",372
"0226","08",32
"0226","05",809
"0226","06",761
"0226","07",133
"0226","24",2
"0226","15",25
"0226","12",2
"0226","14",32
"0227","01",2310
"0227","02",785
"0227","03",1125
"0227","04",241
"0227","08",11
"0227","05",356
"0227","06",530
"0227","07",111
"0227","24",2
"0227","15",29
"0227","12",1
"0227","14",28
"0228","01",3261
"0228","02",1248
"0228","03",1931
"0228","04",363
"0228","08",38
"0228","05",245
"0228","06",1005
"0228","07",156
"0228","15",39
"0228","12",1
"0228","14",57
"0229","01",1572
"0229","02",879
"0229","03",1001
"0229","04",336
"0229","08",19
"0229","05",348
"0229","06",493
"0229","07",131
"0229","24",1
"0229","15",18
"0229","12",1
"0229","14",29
"0230","01",6109
"0230","02",2490
"0230","03",4065
"0230","04",629
"0230","08",56
"0230","05",383
"0230","06",1953
"0230","07",393
"0230","24",2
"0230","15",110
"0230","12",9
"0230","14",90
"0231","01",8976
"0231","02",2949
"0231","03",5320
"0231","04",853
"0231","08",89
"0231","05",576
"0231","06",2439
"0231","07",446
"0231","24",1
"0231","15",120
"0231","12",3
"0231","14",134
"0233","01",3399
"0233","02",1838
"0233","03",2755
"0233","04",345
"0233","08",53
"0233","05",317
"0233","06",1069
"0233","07",275
"0233","24",3
"0233","15",42
"0233","12",7
"0233","14",76
"0234","01",730
"0234","02",360
"0234","03",530
"0234","04",177
"0234","08",8
"0234","05",327
"0234","06",195
"0234","07",32
"0234","15",8
"0234","14",5
"0235","01",4076
"0235","02",2011
"0235","03",2649
"0235","04",473
"0235","08",46
"0235","05",923
"0235","06",1043
"0235","07",256
"0235","24",2
"0235","15",42
"0235","12",6
"0235","14",67
"0236","01",4880
"0236","02",1128
"0236","03",1215
"0236","04",443
"0236","08",21
"0236","05",1108
"0236","06",991
"0236","07",156
"0236","24",3
"0236","15",13
"0236","12",5
"0236","14",33
"0237","01",4774
"0237","02",1416
"0237","03",1620
"0237","04",526
"0237","08",24
"0237","05",806
"0237","06",1069
"0237","07",177
"0237","24",4
"0237","15",31
"0237","12",7
"0237","14",42
"0238","01",2072
"0238","02",751
"0238","03",768
"0238","04",310
"0238","08",18
"0238","05",487
"0238","06",480
"0238","07",93
"0238","24",2
"0238","15",12
"0238","12",3
"0238","14",17
"0239","01",722
"0239","02",150
"0239","03",196
"0239","04",200
"0239","08",3
"0239","05",161
"0239","06",141
"0239","07",77
"0239","24",2
"0239","15",4
"0239","14",2
"0602","01",12715
"0602","02",5543
"0602","03",10439
"0602","04",1718
"0602","08",175
"0602","05",404
"0602","06",2036
"0602","07",499
"0602","24",7
"0602","15",185
"0602","14",264
"0604","01",5302
"0604","02",1852
"0604","03",3268
"0604","04",517
"0604","08",31
"0604","05",731
"0604","06",1279
"0604","07",491
"0604","24",6
"0604","15",66
"0604","14",45
"0605","01",8422
"0605","02",2181
"0605","03",3556
"0605","04",627
"0605","08",56
"0605","05",849
"0605","06",1610
"0605","07",288
"0605","24",5
"0605","15",86
"0605","14",166
"0612","01",901
"0612","02",456
"0612","03",849
"0612","04",126
"0612","08",16
"0612","05",285
"0612","06",172
"0612","07",65
"0612","24",2
"0612","15",4
"0612","14",24
"0615","01",407
"0615","02",73
"0615","03",142
"0615","04",50
"0615","05",92
"0615","06",42
"0615","07",5
"0615","15",2
"0615","14",1
"0616","01",903
"0616","02",159
"0616","03",420
"0616","04",228
"0616","08",6
"0616","05",284
"0616","06",126
