"Region","PolitParti","Godkjente1 1955"
"0101","01",3340
"0101","03",1227
"0101","04",560
"0101","07",418
"0101","09",264
"0102","01",4160
"0102","03",1572
"0102","04",738
"0102","07",529
"0102","09",660
"0103","01",4024
"0103","03",2297
"0103","04",766
"0103","07",295
"0103","09",538
"0104","01",5943
"0104","03",2728
"0104","04",818
"0104","07",402
"0104","09",796
"0111","01",482
"0111","03",439
"0111","04",220
"0111","90h",156
"0112","01",416
"0112","04",48
"0112","09",63
"0112","90h",162
"0113","01",1957
"0113","04",447
"0113","09",723
"0113","90h",572
"0114","01",167
"0114","04",104
"0114","07",29
"0114","71",134
"0114","92",43
"0115","01",2613
"0115","03",380
"0115","04",678
"0115","07",179
"0115","71",411
"0115","09",452
"0116","01",2571
"0116","03",546
"0116","04",682
"0116","71",567
"0117","01",2077
"0117","03",289
"0117","04",412
"0117","71",310
"0117","09",151
"0118","01",350
"0118","04",210
"0118","90h",222
"0119","01",666
"0119","03",109
"0119","04",247
"0119","71",159
"0120","01",273
"0120","90h",371
"0121","01",162
"0121","04",91
"0121","90h",86
"0122","01",567
"0122","04",281
"0122","07",123
"0122","71",868
"0123","01",556
"0123","03",156
"0123","04",139
"0123","07",81
"0123","71",538
"0124","01",2349
"0124","03",359
"0124","04",497
"0124","09",129
"0124","90h",1418
"0125","01",1105
"0125","04",492
"0125","07",195
"0125","90h",1228
"0126","01",668
"0126","04",212
"0126","90h",537
"0127","01",438
"0127","03",67
"0127","04",181
"0127","07",162
"0127","71",362
"0128","01",1073
"0128","03",195
"0128","04",777
"0128","71",691
"0128","92",118
"0129","01",182
"0129","04",241
"0129","71",378
"0130","01",3721
"0130","03",454
"0130","04",760
"0130","07",284
"0130","71",277
"0130","09",409
"0131","01",1120
"0131","04",255
"0131","09",78
"0131","90h",256
"0132","01",4822
"0132","03",1782
"0132","04",914
"0132","07",245
"0132","09",319
"0133","01",1404
"0133","03",717
"0133","04",415
"0133","09",143
"0134","01",2245
"0134","03",986
"0134","04",806
"0134","07",114
"0134","71",396
"0134","09",166
"0135","01",860
"0135","04",360
"0135","90h",555
"0136","01",1260
"0136","04",342
"0136","07",216
"0136","90h",916
"0137","01",370
"0137","03",94
"0137","04",134
"0137","07",122
"0137","71",377
"0138","01",589
"0138","03",130
"0138","04",154
"0138","71",479
"0138","09",45
"0201","01",170
"0201","90h",106
"0203","01",687
"0203","03",464
"0203","07",120
"0211","01",1013
"0211","03",251
"0211","90h",843
"0212","01",315
"0212","03",71
"0212","07",123
"0212","71",295
"0213","01",1484
"0213","03",582
"0213","04",329
"0213","07",447
"0213","71",267
"0213","09",189
"0214","01",1119
"0214","03",331
"0214","04",209
"0214","07",229
"0214","71",668
"0215","01",564
"0215","03",263
"0215","07",102
"0215","71",422
"0216","01",1162
"0216","03",529
"0216","04",265
"0216","07",132
"0216","09",131
"0216","92",243
"0217","01",1437
"0217","03",952
"0217","04",256
"0217","07",437
"0217","09",202
"0219","01",8360
"0219","04",1093
"0219","07",2182
"0219","09",1176
"0219","90h",10613
"0220","01",2962
"0220","03",2395
"0220","04",567
"0220","07",559
"0220","71",365
"0220","09",350
"0221","01",507
"0221","04",156
"0221","90h",515
"0222","01",1105
"0222","03",161
"0222","04",280
"0222","71",460
"0223","01",284
"0223","04",63
"0223","90h",81
"0223","92",58
"0224","01",995
"0224","03",113
"0224","04",148
"0224","07",35
"0224","71",345
"0225","01",563
"0225","03",36
"0225","04",48
"0225","07",82
"0225","71",275
"0225","92",120
"0226","01",955
"0226","03",140
"0226","04",205
"0226","07",94
"0226","71",670
"0227","01",1236
"0227","03",172
"0227","04",145
"0227","07",98
"0227","71",314
"0227","09",123
"0228","01",708
"0228","03",146
"0228","04",124
"0228","07",70
"0228","71",103
"0228","09",178
"0228","92",486
"0229","01",774
"0229","03",134
"0229","04",191
"0229","07",93
"0229","71",377
