kode,nivaa,kjonn,variabel,aar,verdi
4627,04a,0,Personer,2020,1556
4627,04a,0,Personer,2021,1646
4627,04a,0,Personer,2022,1752
4627,04a,0,Personer,2023,1871
4627,04a,0,Personer,2024,1968
4627,04a,0,Personer,2025,2094
4628,00,0,Personer,2020,3220
4628,00,0,Personer,2021,3218
4628,00,0,Personer,2022,3196
4628,00,0,Personer,2023,3215
4628,00,0,Personer,2024,3225
4628,00,0,Personer,2025,3280
4628,03a,0,Personer,2020,591
4628,03a,0,Personer,2021,585
4628,03a,0,Personer,2022,597
4628,03a,0,Personer,2023,614
4628,03a,0,Personer,2024,615
4628,03a,0,Personer,2025,630
4628,04a,0,Personer,2020,131
4628,04a,0,Personer,2021,146
4628,04a,0,Personer,2022,159
4628,04a,0,Personer,2023,173
4628,04a,0,Personer,2024,190
4628,04a,0,Personer,2025,212
4629,00,0,Personer,2020,304
4629,00,0,Personer,2021,303
4629,00,0,Personer,2022,300
4629,00,0,Personer,2023,305
4629,00,0,Personer,2024,323
4629,00,0,Personer,2025,320
4629,03a,0,Personer,2020,64
4629,03a,0,Personer,2021,60
4629,03a,0,Personer,2022,60
4629,03a,0,Personer,2023,59
4629,03a,0,Personer,2024,73
4629,03a,0,Personer,2025,71
4629,04a,0,Personer,2020,13
4629,04a,0,Personer,2021,15
4629,04a,0,Personer,2022,15
4629,04a,0,Personer,2023,23
4629,04a,0,Personer,2024,20
4629,04a,0,Personer,2025,20
4630,00,0,Personer,2020,6499
4630,00,0,Personer,2021,6566
4630,00,0,Personer,2022,6584
4630,00,0,Personer,2023,6652
4630,00,0,Personer,2024,6660
4630,00,0,Personer,2025,6717
4630,03a,0,Personer,2020,1128
4630,03a,0,Personer,2021,1158
4630,03a,0,Personer,2022,1197
4630,03a,0,Personer,2023,1224
4630,03a,0,Personer,2024,1216
4630,03a,0,Personer,2025,1240
4630,04a,0,Personer,2020,269
4630,04a,0,Personer,2021,297
4630,04a,0,Personer,2022,309
4630,04a,0,Personer,2023,329
4630,04a,0,Personer,2024,362
4630,04a,0,Personer,2025,390
4631,00,0,Personer,2020,23259
4631,00,0,Personer,2021,23543
4631,00,0,Personer,2022,23938
4631,00,0,Personer,2023,24092
4631,00,0,Personer,2024,24505
4631,00,0,Personer,2025,24739
4631,03a,0,Personer,2020,4735
4631,03a,0,Personer,2021,4841
4631,03a,0,Personer,2022,5009
4631,03a,0,Personer,2023,5037
4631,03a,0,Personer,2024,5138
4631,03a,0,Personer,2025,5184
4631,04a,0,Personer,2020,1157
4631,04a,0,Personer,2021,1209
4631,04a,0,Personer,2022,1286
4631,04a,0,Personer,2023,1428
4631,04a,0,Personer,2024,1576
4631,04a,0,Personer,2025,1660
4632,00,0,Personer,2020,2364
4632,00,0,Personer,2021,2371
4632,00,0,Personer,2022,2374
4632,00,0,Personer,2023,2379
4632,00,0,Personer,2024,2422
4632,00,0,Personer,2025,2441
4632,03a,0,Personer,2020,369
4632,03a,0,Personer,2021,371
4632,03a,0,Personer,2022,365
4632,03a,0,Personer,2023,381
4632,03a,0,Personer,2024,396
4632,03a,0,Personer,2025,404
4632,04a,0,Personer,2020,87
4632,04a,0,Personer,2021,96
4632,04a,0,Personer,2022,99
4632,04a,0,Personer,2023,110
4632,04a,0,Personer,2024,114
4632,04a,0,Personer,2025,123
4633,00,0,Personer,2020,451
4633,00,0,Personer,2021,432
4633,00,0,Personer,2022,429
4633,00,0,Personer,2023,430
4633,00,0,Personer,2024,432
4633,00,0,Personer,2025,434
4633,03a,0,Personer,2020,88
4633,03a,0,Personer,2021,85
4633,03a,0,Personer,2022,84
4633,03a,0,Personer,2023,83
4633,03a,0,Personer,2024,84
4633,03a,0,Personer,2025,88
4633,04a,0,Personer,2020,22
4633,04a,0,Personer,2021,20
4633,04a,0,Personer,2022,21
4633,04a,0,Personer,2023,25
4633,04a,0,Personer,2024,24
4633,04a,0,Personer,2025,25
4634,00,0,Personer,2020,1356
4634,00,0,Personer,2021,1346
4634,00,0,Personer,2022,1348
4634,00,0,Personer,2023,1379
4634,00,0,Personer,2024,1393
4634,00,0,Personer,2025,1389
4634,03a,0,Personer,2020,216
4634,03a,0,Personer,2021,216
4634,03a,0,Personer,2022,215
4634,03a,0,Personer,2023,228
4634,03a,0,Personer,2024,236
4634,03a,0,Personer,2025,231
4634,04a,0,Personer,2020,52
4634,04a,0,Personer,2021,57
4634,04a,0,Personer,2022,59
4634,04a,0,Personer,2023,71
4634,04a,0,Personer,2024,80
4634,04a,0,Personer,2025,72
4635,00,0,Personer,2020,1910
4635,00,0,Personer,2021,1880
4635,00,0,Personer,2022,1891
4635,00,0,Personer,2023,1884
4635,00,0,Personer,2024,1938
4635,00,0,Personer,2025,1940
4635,03a,0,Personer,2020,387
4635,03a,0,Personer,2021,375
4635,03a,0,Personer,2022,380
4635,03a,0,Personer,2023,392
4635,03a,0,Personer,2024,398
4635,03a,0,Personer,2025,406
4635,04a,0,Personer,2020,77
4635,04a,0,Personer,2021,74
4635,04a,0,Personer,2022,87
4635,04a,0,Personer,2023,94
4635,04a,0,Personer,2024,108
4635,04a,0,Personer,2025,127
4636,00,0,Personer,2020,671
4636,00,0,Personer,2021,669
4636,00,0,Personer,2022,655
4636,00,0,Personer,2023,653
4636,00,0,Personer,2024,652
4636,00,0,Personer,2025,646
4636,03a,0,Personer,2020,120
4636,03a,0,Personer,2021,124
4636,03a,0,Personer,2022,121
4636,03a,0,Personer,2023,118
4636,03a,0,Personer,2024,121
4636,03a,0,Personer,2025,126
4636,04a,0,Personer,2020,28
4636,04a,0,Personer,2021,23
4636,04a,0,Personer,2022,29
4636,04a,0,Personer,2023,23
4636,04a,0,Personer,2024,28
4636,04a,0,Personer,2025,31
4637,00,0,Personer,2020,1129
4637,00,0,Personer,2021,1125
4637,00,0,Personer,2022,1113
4637,00,0,Personer,2023,1104
4637,00,0,Personer,2024,1117
4637,00,0,Personer,2025,1114
4637,03a,0,Personer,2020,198
4637,03a,0,Personer,2021,197
4637,03a,0,Personer,2022,203
4637,03a,0,Personer,2023,205
4637,03a,0,Personer,2024,211
4637,03a,0,Personer,2025,225
4637,04a,0,Personer,2020,39
4637,04a,0,Personer,2021,36
4637,04a,0,Personer,2022,43
4637,04a,0,Personer,2023,52
4637,04a,0,Personer,2024,70
4637,04a,0,Personer,2025,63
4638,00,0,Personer,2020,3444
4638,00,0,Personer,2021,3409
4638,00,0,Personer,2022,3369
4638,00,0,Personer,2023,3350
4638,00,0,Personer,2024,3335
4638,00,0,Personer,2025,3334
4638,03a,0,Personer,2020,622
4638,03a,0,Personer,2021,604
4638,03a,0,Personer,2022,615
4638,03a,0,Personer,2023,621
4638,03a,0,Personer,2024,627
4638,03a,0,Personer,2025,635
4638,04a,0,Personer,2020,158
4638,04a,0,Personer,2021,162
4638,04a,0,Personer,2022,161
4638,04a,0,Personer,2023,167
4638,04a,0,Personer,2024,180
4638,04a,0,Personer,2025,196
4639,00,0,Personer,2020,2172
4639,00,0,Personer,2021,2144
4639,00,0,Personer,2022,2143
4639,00,0,Personer,2023,2142
4639,00,0,Personer,2024,2144
4639,00,0,Personer,2025,2120
4639,03a,0,Personer,2020,413
4639,03a,0,Personer,2021,413
4639,03a,0,Personer,2022,423
4639,03a,0,Personer,2023,436
4639,03a,0,Personer,2024,432
4639,03a,0,Personer,2025,437
4639,04a,0,Personer,2020,122
4639,04a,0,Personer,2021,128
4639,04a,0,Personer,2022,128
4639,04a,0,Personer,2023,135
4639,04a,0,Personer,2024,158
4639,04a,0,Personer,2025,159
4640,00,0,Personer,2020,9688
4640,00,0,Personer,2021,9805
4640,00,0,Personer,2022,9882
4640,00,0,Personer,2023,9980
4640,00,0,Personer,2024,10065
4640,00,0,Personer,2025,10228
4640,03a,0,Personer,2020,2808
4640,03a,0,Personer,2021,2843
4640,03a,0,Personer,2022,2860
4640,03a,0,Personer,2023,2907
4640,03a,0,Personer,2024,2927
4640,03a,0,Personer,2025,2969
4640,04a,0,Personer,2020,1097
4640,04a,0,Personer,2021,1176
4640,04a,0,Personer,2022,1282
4640,04a,0,Personer,2023,1368
4640,04a,0,Personer,2024,1433
4640,04a,0,Personer,2025,1479
4641,00,0,Personer,2020,1523
4641,00,0,Personer,2021,1513
4641,00,0,Personer,2022,1512
4641,00,0,Personer,2023,1537
4641,00,0,Personer,2024,1555
4641,00,0,Personer,2025,1595
4641,03a,0,Personer,2020,337
4641,03a,0,Personer,2021,332
4641,03a,0,Personer,2022,343
4641,03a,0,Personer,2023,353
4641,03a,0,Personer,2024,353
4641,03a,0,Personer,2025,373
4641,04a,0,Personer,2020,105
4641,04a,0,Personer,2021,103
4641,04a,0,Personer,2022,113
4641,04a,0,Personer,2023,114
4641,04a,0,Personer,2024,134
4641,04a,0,Personer,2025,149
4642,00,0,Personer,2020,1810
4642,00,0,Personer,2021,1785
4642,00,0,Personer,2022,1776
4642,00,0,Personer,2023,1799
4642,00,0,Personer,2024,1826
4642,00,0,Personer,2025,1837
4642,03a,0,Personer,2020,392
4642,03a,0,Personer,2021,386
4642,03a,0,Personer,2022,381
4642,03a,0,Personer,2023,393
4642,03a,0,Personer,2024,393
4642,03a,0,Personer,2025,401
4642,04a,0,Personer,2020,134
4642,04a,0,Personer,2021,125
4642,04a,0,Personer,2022,132
4642,04a,0,Personer,2023,142
4642,04a,0,Personer,2024,163
4642,04a,0,Personer,2025,176
4643,00,0,Personer,2020,4373
4643,00,0,Personer,2021,4386
4643,00,0,Personer,2022,4394
4643,00,0,Personer,2023,4416
4643,00,0,Personer,2024,4415
4643,00,0,Personer,2025,4377
4643,03a,0,Personer,2020,772
4643,03a,0,Personer,2021,799
4643,03a,0,Personer,2022,823
4643,03a,0,Personer,2023,846
4643,03a,0,Personer,2024,847
4643,03a,0,Personer,2025,857
4643,04a,0,Personer,2020,204
4643,04a,0,Personer,2021,205
4643,04a,0,Personer,2022,228
4643,04a,0,Personer,2023,247
4643,04a,0,Personer,2024,283
4643,04a,0,Personer,2025,285
4644,00,0,Personer,2020,4207
4644,00,0,Personer,2021,4271
4644,00,0,Personer,2022,4291
4644,00,0,Personer,2023,4353
4644,00,0,Personer,2024,4428
4644,00,0,Personer,2025,4466
4644,03a,0,Personer,2020,989
4644,03a,0,Personer,2021,1023
4644,03a,0,Personer,2022,1018
4644,03a,0,Personer,2023,1033
4644,03a,0,Personer,2024,1051
4644,03a,0,Personer,2025,1089
4644,04a,0,Personer,2020,217
4644,04a,0,Personer,2021,246
4644,04a,0,Personer,2022,265
4644,04a,0,Personer,2023,296
4644,04a,0,Personer,2024,326
4644,04a,0,Personer,2025,342
4645,00,0,Personer,2020,2478
4645,00,0,Personer,2021,2452
4645,00,0,Personer,2022,2433
4645,00,0,Personer,2023,2440
4645,00,0,Personer,2024,2432
4645,00,0,Personer,2025,2446
4645,03a,0,Personer,2020,479
4645,03a,0,Personer,2021,482
4645,03a,0,Personer,2022,500
4645,03a,0,Personer,2023,507
4645,03a,0,Personer,2024,513
4645,03a,0,Personer,2025,508
4645,04a,0,Personer,2020,126
4645,04a,0,Personer,2021,133
4645,04a,0,Personer,2022,145
4645,04a,0,Personer,2023,162
4645,04a,0,Personer,2024,168
4645,04a,0,Personer,2025,176
4646,00,0,Personer,2020,2327
4646,00,0,Personer,2021,2385
4646,00,0,Personer,2022,2391
4646,00,0,Personer,2023,2350
4646,00,0,Personer,2024,2383
4646,00,0,Personer,2025,2397
4646,03a,0,Personer,2020,510
4646,03a,0,Personer,2021,512
4646,03a,0,Personer,2022,520
4646,03a,0,Personer,2023,521
4646,03a,0,Personer,2024,532
4646,03a,0,Personer,2025,563
4646,04a,0,Personer,2020,154
4646,04a,0,Personer,2021,154
4646,04a,0,Personer,2022,162
4646,04a,0,Personer,2023,178
4646,04a,0,Personer,2024,187
4646,04a,0,Personer,2025,196
4647,00,0,Personer,2020,17559
4647,00,0,Personer,2021,17634
4647,00,0,Personer,2022,17795
4647,00,0,Personer,2023,18044
4647,00,0,Personer,2024,18320
4647,00,0,Personer,2025,18500
4647,03a,0,Personer,2020,4532
4647,03a,0,Personer,2021,4631
4647,03a,0,Personer,2022,4688
4647,03a,0,Personer,2023,4742
4647,03a,0,Personer,2024,4781
4647,03a,0,Personer,2025,4802
4647,04a,0,Personer,2020,1384
4647,04a,0,Personer,2021,1403
4647,04a,0,Personer,2022,1513
4647,04a,0,Personer,2023,1611
4647,04a,0,Personer,2024,1738
4647,04a,0,Personer,2025,1845
4648,00,0,Personer,2020,3030
4648,00,0,Personer,2021,2990
4648,00,0,Personer,2022,2945
4648,00,0,Personer,2023,2907
4648,00,0,Personer,2024,2869
4648,00,0,Personer,2025,2885
4648,03a,0,Personer,2020,515
4648,03a,0,Personer,2021,528
4648,03a,0,Personer,2022,529
4648,03a,0,Personer,2023,534
4648,03a,0,Personer,2024,540
4648,03a,0,Personer,2025,547
4648,04a,0,Personer,2020,98
4648,04a,0,Personer,2021,98
4648,04a,0,Personer,2022,108
4648,04a,0,Personer,2023,110
4648,04a,0,Personer,2024,127
4648,04a,0,Personer,2025,141
4649,00,0,Personer,2020,7731
4649,00,0,Personer,2021,7742
4649,00,0,Personer,2022,7765
4649,00,0,Personer,2023,7863
4649,00,0,Personer,2024,7890
4649,00,0,Personer,2025,7888
4649,03a,0,Personer,2020,1669
4649,03a,0,Personer,2021,1730
4649,03a,0,Personer,2022,1771
4649,03a,0,Personer,2023,1816
4649,03a,0,Personer,2024,1844
4649,03a,0,Personer,2025,1861
4649,04a,0,Personer,2020,395
4649,04a,0,Personer,2021,411
4649,04a,0,Personer,2022,450
4649,04a,0,Personer,2023,485
4649,04a,0,Personer,2024,524
4649,04a,0,Personer,2025,550
4650,00,0,Personer,2020,4823
4650,00,0,Personer,2021,4809
4650,00,0,Personer,2022,4808
4650,00,0,Personer,2023,4828
4650,00,0,Personer,2024,4852
4650,00,0,Personer,2025,4890
4650,03a,0,Personer,2020,1218
4650,03a,0,Personer,2021,1213
4650,03a,0,Personer,2022,1236
4650,03a,0,Personer,2023,1230
4650,03a,0,Personer,2024,1266
4650,03a,0,Personer,2025,1285
4650,04a,0,Personer,2020,336
4650,04a,0,Personer,2021,363
4650,04a,0,Personer,2022,369
4650,04a,0,Personer,2023,414
4650,04a,0,Personer,2024,437
4650,04a,0,Personer,2025,456
4651,00,0,Personer,2020,5774
4651,00,0,Personer,2021,5814
4651,00,0,Personer,2022,5913
4651,00,0,Personer,2023,5938
4651,00,0,Personer,2024,6020
4651,00,0,Personer,2025,6101
4651,03a,0,Personer,2020,1240
4651,03a,0,Personer,2021,1268
4651,03a,0,Personer,2022,1320
4651,03a,0,Personer,2023,1330
4651,03a,0,Personer,2024,1345
4651,03a,0,Personer,2025,1373
4651,04a,0,Personer,2020,279
4651,04a,0,Personer,2021,300
4651,04a,0,Personer,2022,333
4651,04a,0,Personer,2023,369
4651,04a,0,Personer,2024,424
4651,04a,0,Personer,2025,433
1201,00,0,Personer,1986,167955
1201,00,0,Personer,1987,171483
1201,00,0,Personer,1988,172532
1201,00,0,Personer,1989,171720
1201,00,0,Personer,1990,172245
1201,00,0,Personer,1991,173953
1201,00,0,Personer,1992,175101
1201,00,0,Personer,1993,175952
1201,00,0,Personer,1994,176533
1201,00,0,Personer,1995,177376
1201,00,0,Personer,1996,177917
1201,00,0,Personer,1997,178437
1201,00,0,Personer,1998,179778
1201,00,0,Personer,1999,181230
1201,00,0,Personer,2000,182112
1201,00,0,Personer,2001,183855
1201,00,0,Personer,2002,185894
1201,00,0,Personer,2003,187669
1201,00,0,Personer,2004,189706
1201,00,0,Personer,2005,192307
1201,00,0,Personer,2006,195122
1201,00,0,Personer,2007,198559
1201,00,0,Personer,2008,202248
1201,00,0,Personer,2009,206162
1201,00,0,Personer,2010,210309
1201,00,0,Personer,2011,213517
1201,00,0,Personer,2012,217552
1201,00,0,Personer,2013,221306
1201,00,0,Personer,2014,224548
1201,00,0,Personer,2015,227514
1201,00,0,Personer,2016,229002
1201,00,0,Personer,2017,230149
1201,00,0,Personer,2018,231875
1201,00,0,Personer,2019,233536
1201,03a,0,Personer,1986,23130
1201,03a,0,Personer,1987,24265
1201,03a,0,Personer,1988,25342
1201,03a,0,Personer,1989,26451
1201,03a,0,Personer,1990,27647
1201,03a,0,Personer,1991,29016
1201,03a,0,Personer,1992,30230
1201,03a,0,Personer,1993,31464
1201,03a,0,Personer,1994,32822
1201,03a,0,Personer,1995,33968
1201,03a,0,Personer,1996,34959
1201,03a,0,Personer,1997,36099
1201,03a,0,Personer,1998,37233
1201,03a,0,Personer,1999,37826
1201,03a,0,Personer,2000,38411
1201,03a,0,Personer,2001,39305
1201,03a,0,Personer,2002,40119
1201,03a,0,Personer,2003,41109
1201,03a,0,Personer,2004,42595
1201,03a,0,Personer,2005,44004
1201,03a,0,Personer,2006,45314
1201,03a,0,Personer,2007,46585
1201,03a,0,Personer,2008,47990
1201,03a,0,Personer,2009,49622
1201,03a,0,Personer,2010,51026
1201,03a,0,Personer,2011,52457
1201,03a,0,Personer,2012,54186
1201,03a,0,Personer,2013,55577
1201,03a,0,Personer,2014,59071
1201,03a,0,Personer,2015,60456
1201,03a,0,Personer,2016,61590
1201,03a,0,Personer,2017,62918
1201,03a,0,Personer,2018,64090
1201,03a,0,Personer,2019,65286
1201,04a,0,Personer,1986,6580
1201,04a,0,Personer,1987,6949
1201,04a,0,Personer,1988,7250
1201,04a,0,Personer,1989,7387
1201,04a,0,Personer,1990,7663
1201,04a,0,Personer,1991,8036
1201,04a,0,Personer,1992,8350
1201,04a,0,Personer,1993,8809
1201,04a,0,Personer,1994,9299
1201,04a,0,Personer,1995,9838
1201,04a,0,Personer,1996,10369
1201,04a,0,Personer,1997,10855
1201,04a,0,Personer,1998,11406
1201,04a,0,Personer,1999,12152
1201,04a,0,Personer,2000,12664
1201,04a,0,Personer,2001,13333
1201,04a,0,Personer,2002,13884
1201,04a,0,Personer,2003,14668
1201,04a,0,Personer,2004,15498
1201,04a,0,Personer,2005,16390
1201,04a,0,Personer,2006,17178
1201,04a,0,Personer,2007,18319
1201,04a,0,Personer,2008,19374
1201,04a,0,Personer,2009,20463
1201,04a,0,Personer,2010,21701
1201,04a,0,Personer,2011,23073
1201,04a,0,Personer,2012,24454
1201,04a,0,Personer,2013,25384
1201,04a,0,Personer,2014,28575
1201,04a,0,Personer,2015,30462
1201,04a,0,Personer,2016,31186
1201,04a,0,Personer,2017,32013
1201,04a,0,Personer,2018,33076
1201,04a,0,Personer,2019,34149
1211,00,0,Personer,1986,3077
1211,00,0,Personer,1987,3156
1211,00,0,Personer,1988,3138
1211,00,0,Personer,1989,3113
1211,00,0,Personer,1990,3105
1211,00,0,Personer,1991,3083
1211,00,0,Personer,1992,3044
1211,00,0,Personer,1993,3038
1211,00,0,Personer,1994,3049
1211,00,0,Personer,1995,3079
1211,00,0,Personer,1996,3078
1211,00,0,Personer,1997,3071
1211,00,0,Personer,1998,3094
1211,00,0,Personer,1999,3101
1211,00,0,Personer,2000,3091
1211,00,0,Personer,2001,3120
1211,00,0,Personer,2002,3117
1211,00,0,Personer,2003,3112
1211,00,0,Personer,2004,3072
1211,00,0,Personer,2005,3080
1211,00,0,Personer,2006,3060
1211,00,0,Personer,2007,3090
1211,00,0,Personer,2008,3091
1211,00,0,Personer,2009,3086
1211,00,0,Personer,2010,3110
1211,00,0,Personer,2011,3142
1211,00,0,Personer,2012,3217
1211,00,0,Personer,2013,3226
1211,00,0,Personer,2014,3261
1211,00,0,Personer,2015,3279
1211,00,0,Personer,2016,3302
1211,00,0,Personer,2017,3274
1211,00,0,Personer,2018,3289
1211,00,0,Personer,2019,3267
1211,03a,0,Personer,1986,218
1211,03a,0,Personer,1987,219
1211,03a,0,Personer,1988,235
1211,03a,0,Personer,1989,245
1211,03a,0,Personer,1990,250
1211,03a,0,Personer,1991,253
1211,03a,0,Personer,1992,266
1211,03a,0,Personer,1993,270
1211,03a,0,Personer,1994,287
1211,03a,0,Personer,1995,306
1211,03a,0,Personer,1996,322
1211,03a,0,Personer,1997,332
1211,03a,0,Personer,1998,332
1211,03a,0,Personer,1999,332
1211,03a,0,Personer,2000,338
1211,03a,0,Personer,2001,352
1211,03a,0,Personer,2002,363
1211,03a,0,Personer,2003,381
1211,03a,0,Personer,2004,398
1211,03a,0,Personer,2005,420
1211,03a,0,Personer,2006,432
1211,03a,0,Personer,2007,455
1211,03a,0,Personer,2008,484
1211,03a,0,Personer,2009,493
1211,03a,0,Personer,2010,512
1211,03a,0,Personer,2011,538
1211,03a,0,Personer,2012,561
1211,03a,0,Personer,2013,563
1211,03a,0,Personer,2014,611
1211,03a,0,Personer,2015,607
1211,03a,0,Personer,2016,622
1211,03a,0,Personer,2017,617
1211,03a,0,Personer,2018,623
1211,03a,0,Personer,2019,621
1211,04a,0,Personer,1986,35
1211,04a,0,Personer,1987,38
1211,04a,0,Personer,1988,35
1211,04a,0,Personer,1989,38
1211,04a,0,Personer,1990,36
1211,04a,0,Personer,1991,33
1211,04a,0,Personer,1992,39
1211,04a,0,Personer,1993,41
1211,04a,0,Personer,1994,50
1211,04a,0,Personer,1995,52
1211,04a,0,Personer,1996,47
1211,04a,0,Personer,1997,48
1211,04a,0,Personer,1998,51
1211,04a,0,Personer,1999,56
1211,04a,0,Personer,2000,55
1211,04a,0,Personer,2001,60
1211,04a,0,Personer,2002,62
1211,04a,0,Personer,2003,64
1211,04a,0,Personer,2004,69
1211,04a,0,Personer,2005,71
1211,04a,0,Personer,2006,74
1211,04a,0,Personer,2007,78
1211,04a,0,Personer,2008,80
1211,04a,0,Personer,2009,78
1211,04a,0,Personer,2010,84
1211,04a,0,Personer,2011,86
1211,04a,0,Personer,2012,92
1211,04a,0,Personer,2013,94
1211,04a,0,Personer,2014,124
1211,04a,0,Personer,2015,132
1211,04a,0,Personer,2016,142
1211,04a,0,Personer,2017,133
1211,04a,0,Personer,2018,134
1211,04a,0,Personer,2019,135
1214,00,0,Personer,1986,2320
1214,00,0,Personer,1987,2368
1214,00,0,Personer,1988,2384
1214,00,0,Personer,1989,2385
1214,00,0,Personer,1990,2395
1214,00,0,Personer,1991,2403
1214,00,0,Personer,1992,2437
1214,00,0,Personer,1993,2461
1214,00,0,Personer,1994,2457
1214,00,0,Personer,1995,2493
1214,00,0,Personer,1996,2481
1214,00,0,Personer,1997,2535
1214,00,0,Personer,1998,2532
1214,00,0,Personer,1999,2518
1214,00,0,Personer,2000,2531
1214,00,0,Personer,2001,2570
1214,03a,0,Personer,1986,186
1214,03a,0,Personer,1987,179
1214,03a,0,Personer,1988,193
1214,03a,0,Personer,1989,204
1214,03a,0,Personer,1990,205
1214,03a,0,Personer,1991,213
1214,03a,0,Personer,1992,231
1214,03a,0,Personer,1993,251
1214,03a,0,Personer,1994,277
1214,03a,0,Personer,1995,294
1214,03a,0,Personer,1996,297
1214,03a,0,Personer,1997,308
1214,03a,0,Personer,1998,309
1214,03a,0,Personer,1999,304
1214,03a,0,Personer,2000,318
1214,03a,0,Personer,2001,325
1214,04a,0,Personer,1986,31
1214,04a,0,Personer,1987,31
1214,04a,0,Personer,1988,33
1214,04a,0,Personer,1989,34
1214,04a,0,Personer,1990,32
1214,04a,0,Personer,1991,34
1214,04a,0,Personer,1992,42
1214,04a,0,Personer,1993,42
1214,04a,0,Personer,1994,41
1214,04a,0,Personer,1995,44
1214,04a,0,Personer,1996,47
1214,04a,0,Personer,1997,51
1214,04a,0,Personer,1998,51
1214,04a,0,Personer,1999,54
1214,04a,0,Personer,2000,53
1214,04a,0,Personer,2001,54
1216,00,0,Personer,1986,3294
1216,00,0,Personer,1987,3347
1216,00,0,Personer,1988,3388
1216,00,0,Personer,1989,3352
1216,00,0,Personer,1990,3369
1216,00,0,Personer,1991,3360
1216,00,0,Personer,1992,3406
1216,00,0,Personer,1993,3430
1216,00,0,Personer,1994,3435
1216,00,0,Personer,1995,3441
1216,00,0,Personer,1996,3424
1216,00,0,Personer,1997,3455
1216,00,0,Personer,1998,3473
1216,00,0,Personer,1999,3514
1216,00,0,Personer,2000,3531
1216,00,0,Personer,2001,3509
1216,00,0,Personer,2002,3539
1216,00,0,Personer,2003,3539
1216,00,0,Personer,2004,3566
1216,00,0,Personer,2005,3626
1216,00,0,Personer,2006,3644
1216,00,0,Personer,2007,3684
1216,00,0,Personer,2008,3736
1216,00,0,Personer,2009,3823
1216,00,0,Personer,2010,3906
1216,00,0,Personer,2011,4035
1216,00,0,Personer,2012,4148
1216,00,0,Personer,2013,4199
1216,00,0,Personer,2014,4225
1216,00,0,Personer,2015,4264
1216,00,0,Personer,2016,4349
1216,00,0,Personer,2017,4408
1216,00,0,Personer,2018,4442
1216,00,0,Personer,2019,4485
1216,03a,0,Personer,1986,231
1216,03a,0,Personer,1987,248
1216,03a,0,Personer,1988,253
1216,03a,0,Personer,1989,270
1216,03a,0,Personer,1990,289
1216,03a,0,Personer,1991,310
1216,03a,0,Personer,1992,333
1216,03a,0,Personer,1993,350
1216,03a,0,Personer,1994,370
1216,03a,0,Personer,1995,374
1216,03a,0,Personer,1996,385
1216,03a,0,Personer,1997,391
1216,03a,0,Personer,1998,405
1216,03a,0,Personer,1999,412
1216,03a,0,Personer,2000,440
1216,03a,0,Personer,2001,453
1216,03a,0,Personer,2002,481
1216,03a,0,Personer,2003,493
1216,03a,0,Personer,2004,519
1216,03a,0,Personer,2005,548
1216,03a,0,Personer,2006,573
1216,03a,0,Personer,2007,611
1216,03a,0,Personer,2008,619
1216,03a,0,Personer,2009,641
1216,03a,0,Personer,2010,674
1216,03a,0,Personer,2011,695
1216,03a,0,Personer,2012,740
1216,03a,0,Personer,2013,777
1216,03a,0,Personer,2014,799
1216,03a,0,Personer,2015,816
1216,03a,0,Personer,2016,851
1216,03a,0,Personer,2017,869
1216,03a,0,Personer,2018,889
1216,03a,0,Personer,2019,915
1216,04a,0,Personer,1986,37
1216,04a,0,Personer,1987,38
1216,04a,0,Personer,1988,45
1216,04a,0,Personer,1989,41
1216,04a,0,Personer,1990,45
1216,04a,0,Personer,1991,48
1216,04a,0,Personer,1992,50
1216,04a,0,Personer,1993,55
1216,04a,0,Personer,1994,57
1216,04a,0,Personer,1995,57
1216,04a,0,Personer,1996,58
1216,04a,0,Personer,1997,65
1216,04a,0,Personer,1998,67
1216,04a,0,Personer,1999,70
1216,04a,0,Personer,2000,68
1216,04a,0,Personer,2001,74
1216,04a,0,Personer,2002,71
1216,04a,0,Personer,2003,73
1216,04a,0,Personer,2004,77
1216,04a,0,Personer,2005,86
1216,04a,0,Personer,2006,92
1216,04a,0,Personer,2007,92
1216,04a,0,Personer,2008,99
1216,04a,0,Personer,2009,112
1216,04a,0,Personer,2010,121
1216,04a,0,Personer,2011,131
1216,04a,0,Personer,2012,144
1216,04a,0,Personer,2013,144
1216,04a,0,Personer,2014,165
1216,04a,0,Personer,2015,183
1216,04a,0,Personer,2016,187
1216,04a,0,Personer,2017,193
1216,04a,0,Personer,2018,204
1216,04a,0,Personer,2019,212
1219,00,0,Personer,1986,6914
1219,00,0,Personer,1987,7029
1219,00,0,Personer,1988,7098
1219,00,0,Personer,1989,7097
1219,00,0,Personer,1990,7159
1219,00,0,Personer,1991,7209
1219,00,0,Personer,1992,7266
1219,00,0,Personer,1993,7349
1219,00,0,Personer,1994,7429
1219,00,0,Personer,1995,7682
1219,00,0,Personer,1996,7739
1219,00,0,Personer,1997,7800
1219,00,0,Personer,1998,7925
1219,00,0,Personer,1999,7994
1219,00,0,Personer,2000,8094
1219,00,0,Personer,2001,8122
1219,00,0,Personer,2002,8130
1219,00,0,Personer,2003,8099
1219,00,0,Personer,2004,8160
1219,00,0,Personer,2005,8184
1219,00,0,Personer,2006,8253
1219,00,0,Personer,2007,8342
1219,00,0,Personer,2008,8476
