kode,nivaa,kjonn,variabel,aar,verdi
3101,00,0,Personer,2024,26993
3101,00,0,Personer,2025,27136
3101,03a,0,Personer,2024,6274
3101,03a,0,Personer,2025,6429
3101,04a,0,Personer,2024,1920
3101,04a,0,Personer,2025,1978
3103,00,0,Personer,2024,44123
3103,00,0,Personer,2025,44618
3103,03a,0,Personer,2024,10542
3103,03a,0,Personer,2025,10718
3103,04a,0,Personer,2024,4493
3103,04a,0,Personer,2025,4799
3105,00,0,Personer,2024,49484
3105,00,0,Personer,2025,50087
3105,03a,0,Personer,2024,10854
3105,03a,0,Personer,2025,11101
3105,04a,0,Personer,2024,2754
3105,04a,0,Personer,2025,2904
3107,00,0,Personer,2024,71790
3107,00,0,Personer,2025,72474
3107,03a,0,Personer,2024,17746
3107,03a,0,Personer,2025,18086
3107,04a,0,Personer,2024,5906
3107,04a,0,Personer,2025,6180
3110,00,0,Personer,2024,4200
3110,00,0,Personer,2025,4171
3110,03a,0,Personer,2024,1005
3110,03a,0,Personer,2025,981
3110,04a,0,Personer,2024,366
3110,04a,0,Personer,2025,376
3112,00,0,Personer,2024,6551
3112,00,0,Personer,2025,6618
3112,03a,0,Personer,2024,1430
3112,03a,0,Personer,2025,1464
3112,04a,0,Personer,2024,502
3112,04a,0,Personer,2025,517
3114,00,0,Personer,2024,4840
3114,00,0,Personer,2025,4943
3114,03a,0,Personer,2024,1033
3114,03a,0,Personer,2025,1074
3114,04a,0,Personer,2024,310
3114,04a,0,Personer,2025,328
3116,00,0,Personer,2024,3257
3116,00,0,Personer,2025,3283
3116,03a,0,Personer,2024,556
3116,03a,0,Personer,2025,566
3116,04a,0,Personer,2024,141
3116,04a,0,Personer,2025,146
3118,00,0,Personer,2024,39239
3118,00,0,Personer,2025,39850
3118,03a,0,Personer,2024,7549
3118,03a,0,Personer,2025,7763
3118,04a,0,Personer,2024,2359
3118,04a,0,Personer,2025,2497
3120,00,0,Personer,2024,7111
3120,00,0,Personer,2025,7132
3120,03a,0,Personer,2024,1255
3120,03a,0,Personer,2025,1281
3120,04a,0,Personer,2024,309
3120,04a,0,Personer,2025,328
3122,00,0,Personer,2024,3095
3122,00,0,Personer,2025,3108
3122,03a,0,Personer,2024,557
3122,03a,0,Personer,2025,561
3122,04a,0,Personer,2024,163
3122,04a,0,Personer,2025,162
3124,00,0,Personer,2024,1153
3124,00,0,Personer,2025,1157
3124,03a,0,Personer,2024,217
3124,03a,0,Personer,2025,217
3124,04a,0,Personer,2024,58
3124,04a,0,Personer,2025,60
3201,00,0,Personer,2024,106491
3201,00,0,Personer,2025,107962
3201,03a,0,Personer,2024,33897
3201,03a,0,Personer,2025,34146
3201,04a,0,Personer,2024,25698
3201,04a,0,Personer,2025,26826
3203,00,0,Personer,2024,81144
3203,00,0,Personer,2025,82338
3203,03a,0,Personer,2024,24050
3203,03a,0,Personer,2025,24336
3203,04a,0,Personer,2024,15045
3203,04a,0,Personer,2025,15743
3205,00,0,Personer,2024,78153
3205,00,0,Personer,2025,79364
3205,03a,0,Personer,2024,19396
3205,03a,0,Personer,2025,19803
3205,04a,0,Personer,2024,8617
3205,04a,0,Personer,2025,9107
3207,00,0,Personer,2024,51941
3207,00,0,Personer,2025,52874
3207,03a,0,Personer,2024,15163
3207,03a,0,Personer,2025,15398
3207,04a,0,Personer,2024,7867
3207,04a,0,Personer,2025,8343
3209,00,0,Personer,2024,36132
3209,00,0,Personer,2025,37145
3209,03a,0,Personer,2024,8031
3209,03a,0,Personer,2025,8338
3209,04a,0,Personer,2024,2925
3209,04a,0,Personer,2025,3127
3212,00,0,Personer,2024,16629
3212,00,0,Personer,2025,16859
3212,03a,0,Personer,2024,5046
3212,03a,0,Personer,2025,5144
3212,04a,0,Personer,2024,3332
3212,04a,0,Personer,2025,3458
3214,00,0,Personer,2024,13808
3214,00,0,Personer,2025,13957
3214,03a,0,Personer,2024,3931
3214,03a,0,Personer,2025,3966
3214,04a,0,Personer,2024,1720
3214,04a,0,Personer,2025,1807
3216,00,0,Personer,2024,15864
3216,00,0,Personer,2025,16256
3216,03a,0,Personer,2024,4044
3216,03a,0,Personer,2025,4199
3216,04a,0,Personer,2024,1828
3216,04a,0,Personer,2025,1928
3218,00,0,Personer,2024,18266
3218,00,0,Personer,2025,18497
3218,03a,0,Personer,2024,5187
3218,03a,0,Personer,2025,5203
3218,04a,0,Personer,2024,3564
3218,04a,0,Personer,2025,3756
3220,00,0,Personer,2024,9460
3220,00,0,Personer,2025,9586
3220,03a,0,Personer,2024,1910
3220,03a,0,Personer,2025,1936
3220,04a,0,Personer,2024,602
3220,04a,0,Personer,2025,640
3222,00,0,Personer,2024,40597
3222,00,0,Personer,2025,41832
3222,03a,0,Personer,2024,10816
3222,03a,0,Personer,2025,11120
3222,04a,0,Personer,2024,4945
3222,04a,0,Personer,2025,5386
3224,00,0,Personer,2024,16431
3224,00,0,Personer,2025,16701
3224,03a,0,Personer,2024,4158
3224,03a,0,Personer,2025,4228
3224,04a,0,Personer,2024,1772
3224,04a,0,Personer,2025,1864
3226,00,0,Personer,2024,15105
3226,00,0,Personer,2025,15353
3226,03a,0,Personer,2024,2573
3226,03a,0,Personer,2025,2617
3226,04a,0,Personer,2024,811
3226,04a,0,Personer,2025,866
3228,00,0,Personer,2024,20246
3228,00,0,Personer,2025,20420
3228,03a,0,Personer,2024,4000
3228,03a,0,Personer,2025,4025
3228,04a,0,Personer,2024,1267
3228,04a,0,Personer,2025,1341
3230,00,0,Personer,2024,6117
3230,00,0,Personer,2025,6196
3230,03a,0,Personer,2024,1484
3230,03a,0,Personer,2025,1493
3230,04a,0,Personer,2024,513
3230,04a,0,Personer,2025,546
3232,00,0,Personer,2024,20808
3232,00,0,Personer,2025,20997
3232,03a,0,Personer,2024,5517
3232,03a,0,Personer,2025,5550
3232,04a,0,Personer,2024,2761
3232,04a,0,Personer,2025,2810
3234,00,0,Personer,2024,7810
3234,00,0,Personer,2025,7872
3234,03a,0,Personer,2024,1686
3234,03a,0,Personer,2025,1708
3234,04a,0,Personer,2024,599
3234,04a,0,Personer,2025,652
3236,00,0,Personer,2024,5843
3236,00,0,Personer,2025,5850
3236,03a,0,Personer,2024,1228
3236,03a,0,Personer,2025,1251
3236,04a,0,Personer,2024,353
3236,04a,0,Personer,2025,370
3238,00,0,Personer,2024,13263
3238,00,0,Personer,2025,13438
3238,03a,0,Personer,2024,2632
3238,03a,0,Personer,2025,2693
3238,04a,0,Personer,2024,877
3238,04a,0,Personer,2025,916
3240,00,0,Personer,2024,22940
3240,00,0,Personer,2025,23305
3240,03a,0,Personer,2024,4882
3240,03a,0,Personer,2025,5040
3240,04a,0,Personer,2024,1876
3240,04a,0,Personer,2025,2002
3242,00,0,Personer,2024,2488
3242,00,0,Personer,2025,2524
3242,03a,0,Personer,2024,455
3242,03a,0,Personer,2025,464
3242,04a,0,Personer,2024,173
3242,04a,0,Personer,2025,173
3001,00,0,Personer,2020,26083
3001,00,0,Personer,2021,26194
3001,00,0,Personer,2022,26503
3001,00,0,Personer,2023,26763
3001,03a,0,Personer,2020,5800
3001,03a,0,Personer,2021,5919
3001,03a,0,Personer,2022,6103
3001,03a,0,Personer,2023,6205
3001,04a,0,Personer,2020,1565
3001,04a,0,Personer,2021,1622
3001,04a,0,Personer,2022,1740
3001,04a,0,Personer,2023,1829
3002,00,0,Personer,2020,41145
3002,00,0,Personer,2021,41662
3002,00,0,Personer,2022,42524
3002,00,0,Personer,2023,43361
3002,03a,0,Personer,2020,9325
3002,03a,0,Personer,2021,9584
3002,03a,0,Personer,2022,9919
3002,03a,0,Personer,2023,10261
3002,04a,0,Personer,2020,3426
3002,04a,0,Personer,2021,3657
3002,04a,0,Personer,2022,3966
3002,04a,0,Personer,2023,4227
3003,00,0,Personer,2020,46881
3003,00,0,Personer,2021,47522
3003,00,0,Personer,2022,48364
3003,00,0,Personer,2023,49056
3003,03a,0,Personer,2020,9773
3003,03a,0,Personer,2021,10167
3003,03a,0,Personer,2022,10520
3003,03a,0,Personer,2023,10745
3003,04a,0,Personer,2020,2151
3003,04a,0,Personer,2021,2298
3003,04a,0,Personer,2022,2470
3003,04a,0,Personer,2023,2629
3004,00,0,Personer,2020,68630
3004,00,0,Personer,2021,69515
3004,00,0,Personer,2022,70301
3004,00,0,Personer,2023,70999
3004,03a,0,Personer,2020,16132
3004,03a,0,Personer,2021,16681
3004,03a,0,Personer,2022,16980
3004,03a,0,Personer,2023,17323
3004,04a,0,Personer,2020,4682
3004,04a,0,Personer,2021,4965
3004,04a,0,Personer,2022,5281
3004,04a,0,Personer,2023,5569
3005,00,0,Personer,2020,83479
3005,00,0,Personer,2021,84233
3005,00,0,Personer,2022,85172
3005,00,0,Personer,2023,86276
3005,03a,0,Personer,2020,19685
3005,03a,0,Personer,2021,20098
3005,03a,0,Personer,2022,20647
3005,03a,0,Personer,2023,20949
3005,04a,0,Personer,2020,6969
3005,04a,0,Personer,2021,7329
3005,04a,0,Personer,2022,7800
3005,04a,0,Personer,2023,8241
3006,00,0,Personer,2020,22824
3006,00,0,Personer,2021,22991
3006,00,0,Personer,2022,23846
3006,00,0,Personer,2023,24025
3006,03a,0,Personer,2020,6168
3006,03a,0,Personer,2021,6283
3006,03a,0,Personer,2022,6552
3006,03a,0,Personer,2023,6629
3006,04a,0,Personer,2020,2637
3006,04a,0,Personer,2021,2659
3006,04a,0,Personer,2022,3034
3006,04a,0,Personer,2023,2964
3007,00,0,Personer,2020,25888
3007,00,0,Personer,2021,26083
3007,00,0,Personer,2022,26429
3007,00,0,Personer,2023,26599
3007,03a,0,Personer,2020,5499
3007,03a,0,Personer,2021,5657
3007,03a,0,Personer,2022,5789
3007,03a,0,Personer,2023,5843
3007,04a,0,Personer,2020,1649
3007,04a,0,Personer,2021,1714
3007,04a,0,Personer,2022,1865
3007,04a,0,Personer,2023,1871
3011,00,0,Personer,2020,4032
3011,00,0,Personer,2021,4122
3011,00,0,Personer,2022,4164
3011,00,0,Personer,2023,4173
3011,03a,0,Personer,2020,927
3011,03a,0,Personer,2021,961
3011,03a,0,Personer,2022,984
3011,03a,0,Personer,2023,989
3011,04a,0,Personer,2020,299
3011,04a,0,Personer,2021,305
3011,04a,0,Personer,2022,326
3011,04a,0,Personer,2023,335
3012,00,0,Personer,2020,1140
3012,00,0,Personer,2021,1133
3012,00,0,Personer,2022,1137
3012,00,0,Personer,2023,1155
3012,03a,0,Personer,2020,183
3012,03a,0,Personer,2021,194
3012,03a,0,Personer,2022,198
3012,03a,0,Personer,2023,212
3012,04a,0,Personer,2020,33
3012,04a,0,Personer,2021,36
3012,04a,0,Personer,2022,39
3012,04a,0,Personer,2023,51
3013,00,0,Personer,2020,3059
3013,00,0,Personer,2021,3064
3013,00,0,Personer,2022,3079
3013,00,0,Personer,2023,3084
3013,03a,0,Personer,2020,500
3013,03a,0,Personer,2021,519
3013,03a,0,Personer,2022,534
3013,03a,0,Personer,2023,540
3013,04a,0,Personer,2020,119
3013,04a,0,Personer,2021,121
3013,04a,0,Personer,2022,134
3013,04a,0,Personer,2023,159
3014,00,0,Personer,2020,37037
3014,00,0,Personer,2021,37338
3014,00,0,Personer,2022,38066
3014,00,0,Personer,2023,38666
3014,03a,0,Personer,2020,6715
3014,03a,0,Personer,2021,6910
3014,03a,0,Personer,2022,7198
3014,03a,0,Personer,2023,7373
3014,04a,0,Personer,2020,1838
3014,04a,0,Personer,2021,1913
3014,04a,0,Personer,2022,2044
3014,04a,0,Personer,2023,2189
3015,00,0,Personer,2020,3102
3015,00,0,Personer,2021,3124
3015,00,0,Personer,2022,3155
3015,00,0,Personer,2023,3231
3015,03a,0,Personer,2020,503
3015,03a,0,Personer,2021,523
3015,03a,0,Personer,2022,532
3015,03a,0,Personer,2023,541
3015,04a,0,Personer,2020,90
3015,04a,0,Personer,2021,101
3015,04a,0,Personer,2022,113
3015,04a,0,Personer,2023,117
3016,00,0,Personer,2020,6819
3016,00,0,Personer,2021,6882
3016,00,0,Personer,2022,6984
3016,00,0,Personer,2023,7004
3016,03a,0,Personer,2020,1102
3016,03a,0,Personer,2021,1134
3016,03a,0,Personer,2022,1195
3016,03a,0,Personer,2023,1231
3016,04a,0,Personer,2020,228
3016,04a,0,Personer,2021,243
3016,04a,0,Personer,2022,277
3016,04a,0,Personer,2023,286
3017,00,0,Personer,2020,6233
3017,00,0,Personer,2021,6302
3017,00,0,Personer,2022,6992
3017,00,0,Personer,2023,6513
3017,03a,0,Personer,2020,1286
3017,03a,0,Personer,2021,1328
3017,03a,0,Personer,2022,1551
3017,03a,0,Personer,2023,1426
3017,04a,0,Personer,2020,366
3017,04a,0,Personer,2021,389
3017,04a,0,Personer,2022,675
3017,04a,0,Personer,2023,465
3018,00,0,Personer,2020,4525
3018,00,0,Personer,2021,4586
3018,00,0,Personer,2022,4675
3018,00,0,Personer,2023,4791
3018,03a,0,Personer,2020,916
3018,03a,0,Personer,2021,959
3018,03a,0,Personer,2022,999
3018,03a,0,Personer,2023,1012
3018,04a,0,Personer,2020,220
3018,04a,0,Personer,2021,246
3018,04a,0,Personer,2022,274
3018,04a,0,Personer,2023,293
3019,00,0,Personer,2020,14427
3019,00,0,Personer,2021,14796
3019,00,0,Personer,2022,15124
3019,00,0,Personer,2023,15545
3019,03a,0,Personer,2020,3553
3019,03a,0,Personer,2021,3703
3019,03a,0,Personer,2022,3814
3019,03a,0,Personer,2023,3953
3019,04a,0,Personer,2020,1417
3019,04a,0,Personer,2021,1517
3019,04a,0,Personer,2022,1611
3019,04a,0,Personer,2023,1712
3020,00,0,Personer,2020,47581
3020,00,0,Personer,2021,48445
3020,00,0,Personer,2022,49515
3020,00,0,Personer,2023,50735
3020,03a,0,Personer,2020,13611
3020,03a,0,Personer,2021,14002
3020,03a,0,Personer,2022,14460
3020,03a,0,Personer,2023,14810
3020,04a,0,Personer,2020,6145
3020,04a,0,Personer,2021,6458
3020,04a,0,Personer,2022,6932
3020,04a,0,Personer,2023,7454
3021,00,0,Personer,2020,16512
3021,00,0,Personer,2021,16710
3021,00,0,Personer,2022,17203
3021,00,0,Personer,2023,17758
3021,03a,0,Personer,2020,4615
3021,03a,0,Personer,2021,4680
3021,03a,0,Personer,2022,4858
3021,03a,0,Personer,2023,5062
3021,04a,0,Personer,2020,2914
3021,04a,0,Personer,2021,3012
3021,04a,0,Personer,2022,3181
3021,04a,0,Personer,2023,3356
3022,00,0,Personer,2020,13244
3022,00,0,Personer,2021,13382
3022,00,0,Personer,2022,13519
3022,00,0,Personer,2023,13610
3022,03a,0,Personer,2020,3637
3022,03a,0,Personer,2021,3699
3022,03a,0,Personer,2022,3731
3022,03a,0,Personer,2023,3816
3022,04a,0,Personer,2020,1456
3022,04a,0,Personer,2021,1521
3022,04a,0,Personer,2022,1600
3022,04a,0,Personer,2023,1656
3023,00,0,Personer,2020,15704
3023,00,0,Personer,2021,15827
3023,00,0,Personer,2022,16098
3023,00,0,Personer,2023,16374
3023,03a,0,Personer,2020,4728
3023,03a,0,Personer,2021,4821
3023,03a,0,Personer,2022,4909
3023,03a,0,Personer,2023,4987
3023,04a,0,Personer,2020,2725
3023,04a,0,Personer,2021,2838
3023,04a,0,Personer,2022,2976
3023,04a,0,Personer,2023,3144
3024,00,0,Personer,2020,102078
3024,00,0,Personer,2021,102917
3024,00,0,Personer,2022,104029
3024,00,0,Personer,2023,105185
3024,03a,0,Personer,2020,32283
3024,03a,0,Personer,2021,32624
3024,03a,0,Personer,2022,33169
3024,03a,0,Personer,2023,33490
3024,04a,0,Personer,2020,22556
3024,04a,0,Personer,2021,23209
3024,04a,0,Personer,2022,24024
3024,04a,0,Personer,2023,24837
3025,00,0,Personer,2020,75836
3025,00,0,Personer,2021,77001
3025,00,0,Personer,2022,78545
3025,00,0,Personer,2023,79413
3025,03a,0,Personer,2020,22035
3025,03a,0,Personer,2021,22571
3025,03a,0,Personer,2022,23205
3025,03a,0,Personer,2023,23512
3025,04a,0,Personer,2020,12143
3025,04a,0,Personer,2021,12793
3025,04a,0,Personer,2022,13591
3025,04a,0,Personer,2023,14150
3026,00,0,Personer,2020,14429
3026,00,0,Personer,2021,14647
3026,00,0,Personer,2022,14820
3026,00,0,Personer,2023,14884
3026,03a,0,Personer,2020,2373
3026,03a,0,Personer,2021,2439
3026,03a,0,Personer,2022,2498
3026,03a,0,Personer,2023,2527
3026,04a,0,Personer,2020,574
3026,04a,0,Personer,2021,632
3026,04a,0,Personer,2022,711
3026,04a,0,Personer,2023,748
3027,00,0,Personer,2020,14723
3027,00,0,Personer,2021,15003
3027,00,0,Personer,2022,15436
3027,00,0,Personer,2023,15966
3027,03a,0,Personer,2020,3598
3027,03a,0,Personer,2021,3724
3027,03a,0,Personer,2022,3881
3027,03a,0,Personer,2023,4051
3027,04a,0,Personer,2020,1325
3027,04a,0,Personer,2021,1400
3027,04a,0,Personer,2022,1535
3027,04a,0,Personer,2023,1632
3028,00,0,Personer,2020,8818
3028,00,0,Personer,2021,8928
3028,00,0,Personer,2022,9113
3028,00,0,Personer,2023,9268
3028,03a,0,Personer,2020,1708
3028,03a,0,Personer,2021,1776
3028,03a,0,Personer,2022,1816
3028,03a,0,Personer,2023,1878
3028,04a,0,Personer,2020,457
3028,04a,0,Personer,2021,502
3028,04a,0,Personer,2022,547
3028,04a,0,Personer,2023,573
3029,00,0,Personer,2020,34271
3029,00,0,Personer,2021,35776
3029,00,0,Personer,2022,37763
3029,00,0,Personer,2023,38864
3029,03a,0,Personer,2020,8858
3029,03a,0,Personer,2021,9289
3029,03a,0,Personer,2022,9956
3029,03a,0,Personer,2023,10324
3029,04a,0,Personer,2020,3456
3029,04a,0,Personer,2021,3746
3029,04a,0,Personer,2022,4232
3029,04a,0,Personer,2023,4508
3030,00,0,Personer,2020,69761
3030,00,0,Personer,2021,71541
3030,00,0,Personer,2022,73736
3030,00,0,Personer,2023,76555
3030,03a,0,Personer,2020,16535
3030,03a,0,Personer,2021,17118
3030,03a,0,Personer,2022,18006
3030,03a,0,Personer,2023,18868
3030,04a,0,Personer,2020,6301
3030,04a,0,Personer,2021,6714
3030,04a,0,Personer,2022,7326
3030,04a,0,Personer,2023,8049
3031,00,0,Personer,2020,19222
3031,00,0,Personer,2021,19624
3031,00,0,Personer,2022,20315
3031,00,0,Personer,2023,20466
3031,03a,0,Personer,2020,4946
3031,03a,0,Personer,2021,5156
3031,03a,0,Personer,2022,5398
3031,03a,0,Personer,2023,5456
3031,04a,0,Personer,2020,2152
3031,04a,0,Personer,2021,2303
3031,04a,0,Personer,2022,2584
3031,04a,0,Personer,2023,2619
3032,00,0,Personer,2020,5614
3032,00,0,Personer,2021,5621
3032,00,0,Personer,2022,5884
3032,00,0,Personer,2023,6005
3032,03a,0,Personer,2020,1345
3032,03a,0,Personer,2021,1359
3032,03a,0,Personer,2022,1412
3032,03a,0,Personer,2023,1451
3032,04a,0,Personer,2020,427
3032,04a,0,Personer,2021,440
3032,04a,0,Personer,2022,481
3032,04a,0,Personer,2023,492
3033,00,0,Personer,2020,32047
3033,00,0,Personer,2021,32825
3033,00,0,Personer,2022,33975
3033,00,0,Personer,2023,34897
3033,03a,0,Personer,2020,6922
3033,03a,0,Personer,2021,7191
3033,03a,0,Personer,2022,7491
3033,03a,0,Personer,2023,7735
3033,04a,0,Personer,2020,2221
3033,04a,0,Personer,2021,2338
3033,04a,0,Personer,2022,2575
3033,04a,0,Personer,2023,2733
3034,00,0,Personer,2020,18944
3034,00,0,Personer,2021,19309
3034,00,0,Personer,2022,19595
3034,00,0,Personer,2023,20033
3034,03a,0,Personer,2020,3479
3034,03a,0,Personer,2021,3625
3034,03a,0,Personer,2022,3811
3034,03a,0,Personer,2023,3915
3034,04a,0,Personer,2020,925
3034,04a,0,Personer,2021,993
3034,04a,0,Personer,2022,1087
3034,04a,0,Personer,2023,1185
3035,00,0,Personer,2020,20789
3035,00,0,Personer,2021,21388
3035,00,0,Personer,2022,21964
3035,00,0,Personer,2023,22502
3035,03a,0,Personer,2020,4114
3035,03a,0,Personer,2021,4330
3035,03a,0,Personer,2022,4533
3035,03a,0,Personer,2023,4720
3035,04a,0,Personer,2020,1391
3035,04a,0,Personer,2021,1517
3035,04a,0,Personer,2022,1652
3035,04a,0,Personer,2023,1761
3036,00,0,Personer,2020,11587
3036,00,0,Personer,2021,11966
3036,00,0,Personer,2022,12444
3036,00,0,Personer,2023,12859
3036,03a,0,Personer,2020,2171
3036,03a,0,Personer,2021,2255
3036,03a,0,Personer,2022,2375
3036,03a,0,Personer,2023,2516
3036,04a,0,Personer,2020,623
3036,04a,0,Personer,2021,691
3036,04a,0,Personer,2022,753
3036,04a,0,Personer,2023,773
3037,00,0,Personer,2020,2339
3037,00,0,Personer,2021,2372
3037,00,0,Personer,2022,2430
3037,00,0,Personer,2023,2482
3037,03a,0,Personer,2020,395
3037,03a,0,Personer,2021,393
3037,03a,0,Personer,2022,423
3037,03a,0,Personer,2023,441
3037,04a,0,Personer,2020,132
3037,04a,0,Personer,2021,142
3037,04a,0,Personer,2022,155
3037,04a,0,Personer,2023,173
3038,00,0,Personer,2020,5459
3038,00,0,Personer,2021,5498
3038,00,0,Personer,2022,5476
3038,00,0,Personer,2023,5595
3038,03a,0,Personer,2020,1471
3038,03a,0,Personer,2021,1523
3038,03a,0,Personer,2022,1517
3038,03a,0,Personer,2023,1549
3038,04a,0,Personer,2020,678
3038,04a,0,Personer,2021,707
3038,04a,0,Personer,2022,723
3038,04a,0,Personer,2023,757
3039,00,0,Personer,2020,901
3039,00,0,Personer,2021,894
3039,00,0,Personer,2022,941
3039,00,0,Personer,2023,947
3039,03a,0,Personer,2020,151
3039,03a,0,Personer,2021,153
3039,03a,0,Personer,2022,173
3039,03a,0,Personer,2023,174
3039,04a,0,Personer,2020,48
3039,04a,0,Personer,2021,44
3039,04a,0,Personer,2022,48
3039,04a,0,Personer,2023,58
3040,00,0,Personer,2020,2801
3040,00,0,Personer,2021,2839
3040,00,0,Personer,2022,2848
3040,00,0,Personer,2023,2847
3040,03a,0,Personer,2020,516
3040,03a,0,Personer,2021,550
3040,03a,0,Personer,2022,561
3040,03a,0,Personer,2023,581
3040,04a,0,Personer,2020,139
3040,04a,0,Personer,2021,140
3040,04a,0,Personer,2022,159
3040,04a,0,Personer,2023,156
3041,00,0,Personer,2020,3880
3041,00,0,Personer,2021,3938
3041,00,0,Personer,2022,4038
3041,00,0,Personer,2023,4101
3041,03a,0,Personer,2020,707
3041,03a,0,Personer,2021,724
3041,03a,0,Personer,2022,761
3041,03a,0,Personer,2023,751
3041,04a,0,Personer,2020,192
3041,04a,0,Personer,2021,199
3041,04a,0,Personer,2022,225
3041,04a,0,Personer,2023,228
3042,00,0,Personer,2020,2039
3042,00,0,Personer,2021,2097
3042,00,0,Personer,2022,2141
3042,00,0,Personer,2023,2176
3042,03a,0,Personer,2020,503
3042,03a,0,Personer,2021,521
3042,03a,0,Personer,2022,529
3042,03a,0,Personer,2023,561
3042,04a,0,Personer,2020,149
3042,04a,0,Personer,2021,182
3042,04a,0,Personer,2022,198
3042,04a,0,Personer,2023,207
3043,00,0,Personer,2020,3871
3043,00,0,Personer,2021,3898
3043,00,0,Personer,2022,3985
3043,00,0,Personer,2023,4146
3043,03a,0,Personer,2020,833
3043,03a,0,Personer,2021,850
3043,03a,0,Personer,2022,879
3043,03a,0,Personer,2023,945
3043,04a,0,Personer,2020,221
3043,04a,0,Personer,2021,217
3043,04a,0,Personer,2022,256
3043,04a,0,Personer,2023,286
3044,00,0,Personer,2020,3785
3044,00,0,Personer,2021,3840
3044,00,0,Personer,2022,3858
3044,00,0,Personer,2023,3859
3044,03a,0,Personer,2020,797
3044,03a,0,Personer,2021,835
3044,03a,0,Personer,2022,844
3044,03a,0,Personer,2023,859
3044,04a,0,Personer,2020,215
3044,04a,0,Personer,2021,220
3044,04a,0,Personer,2022,236
3044,04a,0,Personer,2023,252
3045,00,0,Personer,2020,2926
3045,00,0,Personer,2021,2957
3045,00,0,Personer,2022,2981
3045,00,0,Personer,2023,3019
3045,03a,0,Personer,2020,426
3045,03a,0,Personer,2021,434
3045,03a,0,Personer,2022,436
3045,03a,0,Personer,2023,465
3045,04a,0,Personer,2020,107
3045,04a,0,Personer,2021,109
3045,04a,0,Personer,2022,115
3045,04a,0,Personer,2023,143
3046,00,0,Personer,2020,1801
3046,00,0,Personer,2021,1806
3046,00,0,Personer,2022,1822
3046,00,0,Personer,2023,1865
3046,03a,0,Personer,2020,334
3046,03a,0,Personer,2021,341
3046,03a,0,Personer,2022,349
3046,03a,0,Personer,2023,357
3046,04a,0,Personer,2020,85
3046,04a,0,Personer,2021,88
3046,04a,0,Personer,2022,99
3046,04a,0,Personer,2023,121
3047,00,0,Personer,2020,11707
3047,00,0,Personer,2021,11897
3047,00,0,Personer,2022,12123
3047,00,0,Personer,2023,12247
3047,03a,0,Personer,2020,2118
3047,03a,0,Personer,2021,2185
3047,03a,0,Personer,2022,2267
3047,03a,0,Personer,2023,2304
3047,04a,0,Personer,2020,516
3047,04a,0,Personer,2021,568
3047,04a,0,Personer,2022,631
3047,04a,0,Personer,2023,669
3048,00,0,Personer,2020,16091
3048,00,0,Personer,2021,16340
3048,00,0,Personer,2022,16813
3048,00,0,Personer,2023,17006
3048,03a,0,Personer,2020,3293
3048,03a,0,Personer,2021,3434
3048,03a,0,Personer,2022,3611
3048,03a,0,Personer,2023,3628
3048,04a,0,Personer,2020,880
3048,04a,0,Personer,2021,948
3048,04a,0,Personer,2022,1010
3048,04a,0,Personer,2023,1111
3049,00,0,Personer,2020,21721
3049,00,0,Personer,2021,22078
3049,00,0,Personer,2022,22702
3049,00,0,Personer,2023,23091
3049,03a,0,Personer,2020,5667
3049,03a,0,Personer,2021,5816
3049,03a,0,Personer,2022,6058
3049,03a,0,Personer,2023,6163
3049,04a,0,Personer,2020,2309
3049,04a,0,Personer,2021,2442
3049,04a,0,Personer,2022,2649
3049,04a,0,Personer,2023,2818
3050,00,0,Personer,2020,2217
3050,00,0,Personer,2021,2222
3050,00,0,Personer,2022,2260
3050,00,0,Personer,2023,2298
3050,03a,0,Personer,2020,400
3050,03a,0,Personer,2021,415
3050,03a,0,Personer,2022,428
3050,03a,0,Personer,2023,426
3050,04a,0,Personer,2020,77
3050,04a,0,Personer,2021,88
3050,04a,0,Personer,2022,90
3050,04a,0,Personer,2023,108
3051,00,0,Personer,2020,1190
3051,00,0,Personer,2021,1174
3051,00,0,Personer,2022,1166
3051,00,0,Personer,2023,1192
3051,03a,0,Personer,2020,214
3051,03a,0,Personer,2021,213
3051,03a,0,Personer,2022,213
3051,03a,0,Personer,2023,218
3051,04a,0,Personer,2020,59
3051,04a,0,Personer,2021,63
3051,04a,0,Personer,2022,67
3051,04a,0,Personer,2023,84
3052,00,0,Personer,2020,2086
3052,00,0,Personer,2021,2106
3052,00,0,Personer,2022,2115
3052,00,0,Personer,2023,2157
3052,03a,0,Personer,2020,326
3052,03a,0,Personer,2021,328
3052,03a,0,Personer,2022,346
3052,03a,0,Personer,2023,367
3052,04a,0,Personer,2020,87
3052,04a,0,Personer,2021,95
3052,04a,0,Personer,2022,112
3052,04a,0,Personer,2023,130
3053,00,0,Personer,2020,5674
3053,00,0,Personer,2021,5720
3053,00,0,Personer,2022,5777
3053,00,0,Personer,2023,5826
3053,03a,0,Personer,2020,1125
3053,03a,0,Personer,2021,1144
3053,03a,0,Personer,2022,1201
3053,03a,0,Personer,2023,1214
3053,04a,0,Personer,2020,240
3053,04a,0,Personer,2021,265
3053,04a,0,Personer,2022,294
3053,04a,0,Personer,2023,340
3054,00,0,Personer,2020,7402
3054,00,0,Personer,2021,7507
3054,00,0,Personer,2022,7644
3054,00,0,Personer,2023,7723
3054,03a,0,Personer,2020,1498
