"code","parentCode","level","name","shortName","presentationName","validFrom","validTo","validFromInRequestedRange","validToInRequestedRange","notes"
"3015","03","2","Skiptvet","","","","","","","792"
"3016","03","2","Rakkestad","","","","","","","785"
"3017","03","2","Råde","","","","","","","836"
"3018","03","2","Våler (Viken)","","","","","","","824"
"3019","02","2","Vestby","","","","","","","877"
"3020","02","2","Nordre Follo","","","","","","","923"
"3021","02","2","Ås","","","","","","","895"
"3022","02","2","Frogn","","","","","","","891"
"3023","03","2","Nesodden","","","","","","","850"
"3024","01","2","Bærum","","","","","","","966"
"3025","02","2","Asker","","","","","","","910"
"3026","03","2","Aurskog-Høland","","","","","","","797"
"3027","01","2","Rælingen","","","","","","","948"
"3028","03","2","Enebakk","","","","","","","827"
"3029","01","2","Lørenskog","","","","","","","978"
"3030","01","2","Lillestrøm","","","","","","","940"
"3031","02","2","Nittedal","","","","","","","886"
"3032","02","2","Gjerdrum","","","","","","","880"
"3033","02","2","Ullensaker","","","","","","","920"
"3034","03","2","Nes","","","","","","","826"
"3035","03","2","Eidsvoll","","","","","","","851"
"3036","03","2","Nannestad","","","","","","","834"
"3037","04","2","Hurdal","","","","","","","736"
"3038","03","2","Hole","","","","","","","832"
"3039","05","2","Flå","","","","","","","617"
"3040","05","2","Nesbyen","","","","","","","640"
"3041","04","2","Gol","","","","","","","683"
"3042","05","2","Hemsedal","","","","","","","625"
"3043","05","2","Ål","","","","","","","635"
"3044","05","2","Hol","","","","","","","629"
"3045","05","2","Sigdal","","","","","","","663"
"3046","05","2","Krødsherad","","","","","","","656"
"3047","03","2","Modum","","","","","","","812"
"3048","03","2","Øvre Eiker","","","","","","","848"
"3049","02","2","Lier","","","","","","","887"
"3050","04","2","Flesberg","","","","","","","688"
"3051","05","2","Rollag","","","","","","","578"
"3052","06","2","Nore og Uvdal","","","","","","","530"
"3053","03","2","Jevnaker","","","","","","","793"
"3054","03","2","Lunner","","","","","","","785"
"3101","03","2","Halden","","","","","","","842"
"3103","02","2","Moss","","","","","","","900"
"3105","02","2","Sarpsborg","","","","","","","877"
"3107","02","2","Fredrikstad","","","","","","","870"
"3110","04","2","Hvaler","","","","","","","723"
"3112","03","2","Råde","","","","","","","836"
"3114","03","2","Våler (Viken)","","","","","","","824"
"3116","03","2","Skiptvet","","","","","","","792"
"3118","03","2","Indre Østfold","","","","","","","858"
"3120","03","2","Rakkestad","","","","","","","785"
"3122","04","2","Marker","","","","","","","732"
"3124","05","2","Aremark","","","","","","","662"
"3201","01","2","Bærum","","","","","","","966"
"3203","02","2","Asker","","","","","","","910"
"3205","01","2","Lillestrøm","","","","","","","940"
"3207","02","2","Nordre Follo","","","","","","","923"
"3209","02","2","Ullensaker","","","","","","","920"
"3212","03","2","Nesodden","","","","","","","850"
"3214","02","2","Frogn","","","","","","","891"
"3216","02","2","Vestby","","","","","","","877"
"3218","02","2","Ås","","","","","","","895"
"3220","03","2","Enebakk","","","","","","","827"
"3222","01","2","Lørenskog","","","","","","","978"
"3224","01","2","Rælingen","","","","","","","948"
"3226","03","2","Aurskog-Høland","","","","","","","797"
"3228","03","2","Nes","","","","","","","826"
"3230","02","2","Gjerdrum","","","","","","","880"
"3232","02","2","Nittedal","","","","","","","886"
"3234","03","2","Lunner","","","","","","","785"
"3236","03","2","Jevnaker","","","","","","","793"
"3238","03","2","Nannestad","","","","","","","834"
"3240","03","2","Eidsvoll","","","","","","","851"
"3242","04","2","Hurdal","","","","","","","736"
"3301","02","2","Drammen","","","","","","","912"
"3303","03","2","Kongsberg","","","","","","","848"
"3305","03","2","Ringerike","","","","","","","838"
"3310","03","2","Hole","","","","","","","832"
"3312","02","2","Lier","","","","","","","887"
"3314","03","2","Øvre Eiker","","","","","","","848"
"3316","03","2","Modum","","","","","","","812"
"3318","05","2","Krødsherad","","","","","","","656"
"3320","05","2","Flå","","","","","","","617"
"3322","05","2","Nesbyen","","","","","","","640"
"3324","04","2","Gol","","","","","","","683"
"3326","05","2","Hemsedal","","","","","","","625"
"3328","05","2","Ål","","","","","","","635"
"3330","05","2","Hol","","","","","","","629"
"3332","05","2","Sigdal","","","","","","","663"
"3334","04","2","Flesberg","","","","","","","688"
"3336","05","2","Rollag","","","","","","","578"
"3338","06","2","Nore og Uvdal","","","","","","","530"
"3401","03","2","Kongsvinger","","","","","","","792"
"3403","02","2","Hamar","","","","","","","873"
"3405","03","2","Lillehammer","","","","","","","818"
"3407","03","2","Gjøvik","","","","","","","805"
"3411","03","2","Ringsaker","","","","","","","797"
"3412","03","2","Løten","","","","","","","790"
"3413","03","2","Stange","","","","","","","820"
"3414","04","2","Nord-Odal","","","","","","","708"
"3415","03","2","Sør-Odal","","","","","","","777"
"3416","04","2","Eidskog","","","","","","","691"
"3417","05","2","Grue","","","","","","","662"
"3418","05","2","Åsnes","","","","","","","665"
"3419","05","2","Våler (Innlandet)","","","","","","","669"
"3420","03","2","Elverum","","","","","","","787"
"3421","05","2","Trysil","","","","","","","604"
"3422","05","2","Åmot","","","","","","","638"
"3423","06","2","Stor-Elvdal","","","","","","","538"
"3424","06","2","Rendalen","","","","","","","486"
"3425","06","2","Engerdal","","","","","","","421"
"3426","05","2","Tolga","","","","","","","567"
"3427","05","2","Tynset","","","","","","","647"
"3428","05","2","Alvdal","","","","","","","573"
"3429","06","2","Folldal","","","","","","","492"
"3430","06","2","Os","","","","","","","551"
"3431","06","2","Dovre","","","","","","","563"
"3432","06","2","Lesja","","","","","","","520"
"3433","06","2","Skjåk","","","","","","","550"
"3434","06","2","Lom","","","","","","","547"
"3435","05","2","Vågå","","","","","","","610"
"3436","05","2","Nord-Fron","","","","","","","629"
"3437","05","2","Sel","","","","","","","627"
"3438","05","2","Sør-Fron","","","","","","","615"
"3439","05","2","Ringebu","","","","","","","647"
"3440","04","2","Øyer","","","","","","","698"
"3441","04","2","Gausdal","","","","","","","673"
"3442","04","2","Østre Toten","","","","","","","747"
"3443","03","2","Vestre Toten","","","","","","","789"
"3446","03","2","Gran","","","","","","","801"
"3447","04","2","Søndre Land","","","","","","","692"
"3448","04","2","Nordre Land","","","","","","","695"
"3449","05","2","Sør-Aurdal","","","","","","","581"
"3450","05","2","Etnedal","","","","","","","587"
"3451","04","2","Nord-Aurdal","","","","","","","686"
"3452","05","2","Vestre Slidre","","","","","","","583"
"3453","05","2","Øystre Slidre","","","","","","","602"
"3454","06","2","Vang","","","","","","","541"
"3801","02","2","Horten","","","","","","","874"
"3802","03","2","Holmestrand","","","","","","","837"
"3803","02","2","Tønsberg","","","","","","","879"
"3804","03","2","Sandefjord","","","","","","","861"
"3805","03","2","Larvik","","","","","","","842"
"3806","03","2","Porsgrunn","","","","","","","855"
"3807","03","2","Skien","","","","","","","849"
"3808","04","2","Notodden","","","","","","","774"
"3811","03","2","Færder","","","","","","","846"
"3812","04","2","Siljan","","","","","","","739"
"3813","03","2","Bamble","","","","","","","786"
"3814","04","2","Kragerø","","","","","","","755"
"3815","05","2","Drangedal","","","","","","","645"
"3816","04","2","Nome","","","","","","","709"
"3817","04","2","Midt-Telemark","","","","","","","731"
"3818","05","2","Tinn","","","","","","","595"
"3819","05","2","Hjartdal","","","","","","","599"
"3820","05","2","Seljord","","","","","","","650"
"3821","05","2","Kviteseid","","","","","","","601"
"3822","06","2","Nissedal","","","","","","","543"
"3823","06","2","Fyresdal","","","","","","","491"
"3824","06","2","Tokke","","","","","","","533"
"3825","06","2","Vinje","","","","","","","550"
"3901","02","2","Horten","","","","","","","874"
"3903","03","2","Holmestrand","","","","","","","837"
"3905","02","2","Tønsberg","","","","","","","879"
"3907","03","2","Sandefjord","","","","","","","861"
"3909","03","2","Larvik","","","","","","","842"
"3911","03","2","Færder","","","","","","","846"
"4001","03","2","Porsgrunn","","","","","","","855"
"4003","03","2","Skien","","","","","","","849"
"4005","04","2","Notodden","","","","","","","774"
"4010","04","2","Siljan","","","","","","","739"
"4012","03","2","Bamble","","","","","","","786"
"4014","04","2","Kragerø","","","","","","","755"
"4016","05","2","Drangedal","","","","","","","645"
"4018","04","2","Nome","","","","","","","709"
"4020","04","2","Midt-Telemark","","","","","","","731"
"4022","05","2","Seljord","","","","","","","650"
"4024","05","2","Hjartdal","","","","","","","599"
"4026","05","2","Tinn","","","","","","","595"
"4028","05","2","Kviteseid","","","","","","","601"
"4030","06","2","Nissedal","","","","","","","543"
"4032","06","2","Fyresdal","","","","","","","491"
"4034","06","2","Tokke","","","","","","","533"
"4036","06","2","Vinje","","","","","","","550"
"4201","04","2","Risør","","","","","","","709"
"4202","03","2","Grimstad","","","","","","","809"
"4203","03","2","Arendal","","","","","","","805"
"4204","03","2","Kristiansand","","","","","","","832"
"4205","04","2","Lindesnes","","","","","","","733"
"4206","04","2","Farsund","","","","","","","686"
"4207","04","2","Flekkefjord","","","","","","","689"
"4211","05","2","Gjerstad","","","","","","","661"
"4212","05","2","Vegårshei","","","","","","","653"
"4213","04","2","Tvedestrand","","","","","","","729"
"4214","04","2","Froland","","","","","","","726"
"4215","03","2","Lillesand","","","","","","","788"
"4216","04","2","Birkenes","","","","","","","705"
"4217","05","2","Åmli","","","","","","","591"
"4218","05","2","Iveland","","","","","","","624"
"4219","04","2","Evje og Hornnes","","","","","","","691"
"4220","06","2","Bygland","","","","","","","551"
"4221","06","2","Valle","","","","","","","466"
"4222","06","2","Bykle","","","","","","","467"
"4223","03","2","Vennesla","","","","","","","775"
"4224","06","2","Åseral","","","","","","","536"
"4225","04","2","Lyngdal","","","","","","","695"
"4226","05","2","Hægebostad","","","","","","","575"
"4227","05","2","Kvinesdal","","","","","","","650"
"4228","05","2","Sirdal","","","","","","","575"
"4601","02","2","Bergen","","","","","","","895"
"4602","05","2","Kinn","","","","","","","663"
"4611","05","2","Etne","","","","","","","604"
"4612","04","2","Sveio","","","","","","","673"
"4613","05","2","Bømlo","","","","","","","644"
"4614","04","2","Stord","","","","","","","746"
"4615","05","2","Fitjar","","","","","","","603"
"4616","05","2","Tysnes","","","","","","","578"
"4617","05","2","Kvinnherad","","","","","","","587"
"4618","05","2","Ullensvang","","","","","","","583"
"4619","06","2","Eidfjord","","","","","","","531"
"4620","06","2","Ulvik","","","","","","","529"
"4621","04","2","Voss","","","","","","","720"
"4622","04","2","Kvam","","","","","","","674"
"4623","04","2","Samnanger","","","","","","","683"
"4624","04","2","Bjørnafjorden","","","","","","","766"
"4625","05","2","Austevoll","","","","","","","598"
"4626","04","2","Øygarden","","","","","","","769"
"4627","03","2","Askøy","","","","","","","810"
"4628","05","2","Vaksdal","","","","","","","644"
"4629","06","2","Modalen","","","","","","","530"
"4630","04","2","Osterøy","","","","","","","717"
"4631","04","2","Alver","","","","","","","731"
"4632","05","2","Austrheim","","","","","","","641"
"4633","06","2","Fedje","","","","","","","436"
"4634","06","2","Masfjorden","","","","","","","552"
"4635","06","2","Gulen","","","","","","","483"
"4636","06","2","Solund","","","","","","","350"
"4637","06","2","Hyllestad","","","","","","","481"
"4638","06","2","Høyanger","","","","","","","547"
"4639","06","2","Vik","","","","","","","532"
"4640","05","2","Sogndal","","","","","","","659"
"4641","06","2","Aurland","","","","","","","528"
"4642","05","2","Lærdal","","","","","","","570"
"4643","05","2","Årdal","","","","","","","592"
"4644","05","2","Luster","","","","","","","567"
"4645","06","2","Askvoll","","","","","","","504"
"4646","06","2","Fjaler","","","","","","","562"
"4647","05","2","Sunnfjord","","","","","","","667"
"4648","06","2","Bremanger","","","","","","","476"
"4649","05","2","Stad","","","","","","","607"
"4650","05","2","Gloppen","","","","","","","617"
"4651","05","2","Stryn","","","","","","","603"
"5001","02","2","Trondheim","","","","","","","885"
"5004","04","2","Steinkjer (2018-2019)","","","","","","","721"
"5005","04","2","Namsos (2018-2019)","","","","","","","690"
"5006","04","2","Steinkjer","","","","","","","721"
"5007","04","2","Namsos","","","","","","","690"
"5011","05","2","Hemne (2018-2019)","","","","","","","588"
"5012","04","2","Snillfjord (2018-2019)","","","","","","","728"
"5013","06","2","Hitra (2018-2019)","","","","","","","551"
"5014","06","2","Frøya","","","","","","","531"
"5015","05","2","Ørland (2018-2019)","","","","","","","603"
"5016","04","2","Agdenes (2018-2019)","","","","","","","728"
"5017","05","2","Bjugn (2018-2019)","","","","","","","603"
"5018","06","2","Åfjord (2018-2019)","","","","","","","512"
"5019","06","2","Roan (2018-2019)","","","","","","","512"
"5020","06","2","Osen","","","","","","","459"
"5021","05","2","Oppdal","","","","","","","666"
"5022","05","2","Rennebu","","","","","","","602"
"5023","04","2","Meldal (2018-2019)","","","","","","","728"
"5024","04","2","Orkdal (2018-2019)","","","","","","","728"
"5025","05","2","Røros","","","","","","","644"
"5026","06","2","Holtålen","","","","","","","524"
"5027","05","2","Midtre Gauldal","","","","","","","657"
"5028","03","2","Melhus","","","","","","","776"
"5029","04","2","Skaun","","","","","","","746"
"5030","02","2","Klæbu (2018-2019)","","","","","","","885"
"5031","03","2","Malvik","","","","","","","807"
"5032","05","2","Selbu","","","","","","","643"
"5033","06","2","Tydal","","","","","","","519"
"5034","05","2","Meråker","","","","","","","626"
"5035","03","2","Stjørdal","","","","","","","802"
"5036","05","2","Frosta","","","","","","","657"
"5037","04","2","Levanger","","","","","","","752"
"5038","04","2","Verdal","","","","","","","747"
"5039","04","2","Verran (2018-2019)","","","","","","","721"
"5040","04","2","Namdalseid (2018-2019)","","","","","","","690"
"5041","06","2","Snåase - Snåsa","","","","","","","561"
"5042","06","2","Lierne","","","","","","","398"
"5043","06","2","Raarvihke - Røyrvik","","","","","","","389"
"5044","06","2","Namsskogan","","","","","","","427"
"5045","05","2","Grong","","","","","","","593"
"5046","06","2","Høylandet","","","","","","","525"
"5047","05","2","Overhalla","","","","","","","611"
"5048","04","2","Fosnes (2018-2019)","","","","","","","690"
"5049","06","2","Flatanger","","","","","","","475"
"5050","05","2","Vikna (2018-2019)","","","","","","","581"
"5051","05","2","Nærøy (2018-2019)","","","","","","","581"
"5052","06","2","Leka","","","","","","","386"
"5053","04","2","Inderøy","","","","","","","670"
"5054","05","2","Indre Fosen","","","","","","","621"
"5055","05","2","Heim","","","","","","","588"
"5056","06","2","Hitra","","","","","","","551"
"5057","05","2","Ørland","","","","","","","603"
"5058","06","2","Åfjord","","","","","","","512"
"5059","04","2","Orkland","","","","","","","728"
"5060","05","2","Nærøysund","","","","","","","581"
"5061","05","2","Rindal","","","","","","","607"
"5401","03","2","Tromsø","","","","","","","803"
"5402","04","2","Harstad","","","","","","","738"
"5403","04","2","Alta","","","","","","","713"
"5404","06","2","Vardø","","","","","","","515"
"5405","05","2","Vadsø","","","","","","","641"
"5406","04","2","Hammerfest","","","","","","","682"
"5411","05","2","Kvæfjord","","","","","","","587"
"5412","06","2","Tjeldsund","","","","","","","542"
"5413","06","2","Ibestad","","","","","","","447"
"5414","06","2","Gratangen","","","","","","","509"
"5415","06","2","Loabák - Lavangen","","","","","","","517"
"5416","05","2","Bardu","","","","","","","597"
"5417","06","2","Salangen","","","","","","","552"
"5418","05","2","Målselv","","","","","","","576"
"5419","05","2","Sørreisa","","","","","","","610"
"5420","06","2","Dyrøy","","","","","","","496"
"5421","05","2","Senja","","","","","","","611"
"5422","06","2","Balsfjord","","","","","","","557"
"5423","06","2","Karlsøy","","","","","","","452"
"5424","06","2","Lyngen","","","","","","","486"
"5425","06","2","Storfjord - Omasvuotna - Omasvuono","","","","","","","516"
"5426","06","2","Gáivuotna - Kåfjord - Kaivuono","","","","","","","431"
"5427","06","2","Skjervøy","","","","","","","556"
"5428","05","2","Nordreisa","","","","","","","570"
"5429","06","2","Kvænangen","","","","","","","438"
"5430","06","2","Guovdageaidnu - Kautokeino","","","","","","","495"
"5432","06","2","Loppa","","","","","","","351"
"5433","06","2","Hasvik","","","","","","","351"
"5434","06","2","Måsøy","","","","","","","397"
"5435","06","2","Nordkapp","","","","","","","525"
"5436","06","2","Porsanger - Porsángu - Porsanki ","","","","","","","543"
"5437","06","2","Kárásjohka - Karasjok","","","","","","","554"
"5438","06","2","Lebesby","","","","","","","430"
"5439","06","2","Gamvik","","","","","","","407"
"5440","06","2","Berlevåg","","","","","","","426"
"5441","06","2","Deatnu-Tana","","","","","","","490"
"5442","06","2","Unjárga-Nesseby","","","","","","","476"
"5443","06","2","Båtsfjord","","","","","","","538"
"5444","05","2","Sør-Varanger","","","","","","","634"
"5501","03","2","Tromsø","","","","","","","803"
"5503","04","2","Harstad","","","","","","","738"
"5510","05","2","Kvæfjord","","","","","","","587"
"5512","06","2","Tjeldsund","","","","","","","542"
"5514","06","2","Ibestad","","","","","","","447"
"5516","06","2","Gratangen","","","","","","","509"
"5518","06","2","Loabák - Lavangen","","","","","","","517"
"5520","05","2","Bardu","","","","","","","597"
"5522","06","2","Salangen","","","","","","","552"
"5524","05","2","Målselv","","","","","","","576"
"5526","05","2","Sørreisa","","","","","","","610"
"5528","06","2","Dyrøy","","","","","","","496"
"5530","05","2","Senja","","","","","","","611"
"5532","06","2","Balsfjord","","","","","","","557"
"5534","06","2","Karlsøy","","","","","","","452"
"5536","06","2","Lyngen","","","","","","","486"
"5538","06","2","Storfjord - Omasvuotna - Omasvuono","","","","","","","516"
"5540","06","2","Gáivuotna - Kåfjord - Kaivuono","","","","","","","431"
"5542","06","2","Skjervøy","","","","","","","556"
"5544","05","2","Nordreisa","","","","","","","570"
"5546","06","2","Kvænangen","","","","","","","438"
"5601","04","2","Alta","","","","","","","713"
"5603","04","2","Hammerfest","","","","","","","682"
"5605","05","2","Sør-Varanger","","","","","","","634"
"5607","05","2","Vadsø","","","","","","","641"
"5610","06","2","Kárásjohka - Karasjok","","","","","","","554"
"5612","06","2","Guovdageaidnu - Kautokeino","","","","","","","495"
"5614","06","2","Loppa","","","","","","","351"
"5616","06","2","Hasvik","","","","","","","351"
"5618","06","2","Måsøy","","","","","","","397"
"5620","06","2","Nordkapp","","","","","","","525"
"5622","06","2","Porsanger - Porsángu - Porsanki ","","","","","","","543"
"5624","06","2","Lebesby","","","","","","","430"
"5626","06","2","Gamvik","","","","","","","407"
"5628","06","2","Deatnu - Tana","","","","","","","490"
"5630","06","2","Berlevåg","","","","","","","426"
"5632","06","2","Båtsfjord","","","","","","","538"
"5634","06","2","Vardø","","","","","","","515"
"5636","06","2","Unjárga - Nesseby","","","","","","","476"
