kom2024,aar,befolkning
K-4625,1992,4199
K-4625,1993,4195
K-4625,1994,4209
K-4625,1995,4257
K-4625,1996,4289
K-4625,1997,4274
K-4625,1998,4305
K-4625,1999,4378
K-4625,2000,4406
K-4625,2001,4446
K-4625,2002,4460
K-4625,2003,4439
K-4625,2004,4487
K-4625,2005,4451
K-4625,2006,4391
K-4625,2007,4389
K-4625,2008,4390
K-4625,2009,4417
K-4625,2010,4571
K-4625,2011,4680
K-4625,2012,4792
K-4625,2013,4838
K-4625,2014,4924
K-4625,2015,5012
K-4625,2016,5118
K-4625,2017,5156
K-4625,2018,5189
K-4625,2019,5212
K-4625,2020,5236
K-4625,2021,5276
K-4625,2022,5283
K-4625,2023,5297
K-4625,2024,5300
K-4625,2025,5437
K-4625,2026,5515
K-4626,1986,20087
K-4626,1987,20955
K-4626,1988,21721
K-4626,1989,22393
K-4626,1990,22869
K-4626,1991,23047
K-4626,1992,23332
K-4626,1993,23651
K-4626,1994,24313
K-4626,1995,24860
K-4626,1996,25384
K-4626,1997,25836
K-4626,1998,26140
K-4626,1999,26510
K-4626,2000,26961
K-4626,2001,27432
K-4626,2002,27963
K-4626,2003,28514
K-4626,2004,28979
K-4626,2005,29555
K-4626,2006,30053
K-4626,2007,30595
K-4626,2008,31170
K-4626,2009,31629
K-4626,2010,32169
K-4626,2011,32785
K-4626,2012,33548
K-4626,2013,34354
K-4626,2014,35191
K-4626,2015,35912
K-4626,2016,36697
K-4626,2017,37175
K-4626,2018,37687
K-4626,2019,38117
K-4626,2020,38316
K-4626,2021,38664
K-4626,2022,39032
K-4626,2023,39368
K-4626,2024,39768
K-4626,2025,40105
K-4626,2026,40641
K-4627,1986,18163
K-4627,1987,18399
K-4627,1988,18504
K-4627,1989,18682
K-4627,1990,18631
K-4627,1991,18580
K-4627,1992,18510
K-4627,1993,18490
K-4627,1994,18529
K-4627,1995,18638
K-4627,1996,18860
K-4627,1997,19064
K-4627,1998,19215
K-4627,1999,19465
K-4627,2000,19727
K-4627,2001,20096
K-4627,2002,20575
K-4627,2003,21018
K-4627,2004,21522
K-4627,2005,22020
K-4627,2006,22496
K-4627,2007,23018
K-4627,2008,23705
K-4627,2009,24432
K-4627,2010,24993
K-4627,2011,25602
K-4627,2012,26210
K-4627,2013,26831
K-4627,2014,27346
K-4627,2015,27858
K-4627,2016,28380
K-4627,2017,28821
K-4627,2018,29071
K-4627,2019,29275
K-4627,2020,29553
K-4627,2021,29594
K-4627,2022,29816
K-4627,2023,29989
K-4627,2024,30145
K-4627,2025,30377
K-4627,2026,30600
K-4628,1986,4650
K-4628,1987,4626
K-4628,1988,4577
K-4628,1989,4566
K-4628,1990,4519
K-4628,1991,4480
K-4628,1992,4439
K-4628,1993,4380
K-4628,1994,4406
K-4628,1995,4378
K-4628,1996,4306
K-4628,1997,4286
K-4628,1998,4262
K-4628,1999,4208
K-4628,2000,4192
K-4628,2001,4203
K-4628,2002,4187
K-4628,2003,4151
K-4628,2004,4173
K-4628,2005,4154
K-4628,2006,4118
K-4628,2007,4094
K-4628,2008,4106
K-4628,2009,4110
K-4628,2010,4107
K-4628,2011,4153
K-4628,2012,4138
K-4628,2013,4132
K-4628,2014,4140
K-4628,2015,4096
K-4628,2016,4125
K-4628,2017,4123
K-4628,2018,4127
K-4628,2019,4045
K-4628,2020,3977
K-4628,2021,3918
K-4628,2022,3867
K-4628,2023,3875
K-4628,2024,3852
K-4628,2025,3875
K-4628,2026,3899
K-4629,1986,378
K-4629,1987,382
K-4629,1988,355
K-4629,1989,348
K-4629,1990,340
K-4629,1991,328
K-4629,1992,331
K-4629,1993,344
K-4629,1994,343
K-4629,1995,336
K-4629,1996,343
K-4629,1997,345
K-4629,1998,342
K-4629,1999,346
K-4629,2000,354
K-4629,2001,355
K-4629,2002,345
K-4629,2003,346
K-4629,2004,366
K-4629,2005,361
K-4629,2006,354
K-4629,2007,356
K-4629,2008,360
K-4629,2009,351
K-4629,2010,344
K-4629,2011,370
K-4629,2012,370
K-4629,2013,383
K-4629,2014,372
K-4629,2015,378
K-4629,2016,381
K-4629,2017,383
K-4629,2018,380
K-4629,2019,380
K-4629,2020,388
K-4629,2021,376
K-4629,2022,378
K-4629,2023,380
K-4629,2024,384
K-4629,2025,392
K-4629,2026,397
K-4630,1986,6897
K-4630,1987,6908
K-4630,1988,6950
K-4630,1989,6969
K-4630,1990,7016
K-4630,1991,7031
K-4630,1992,7040
K-4630,1993,6973
K-4630,1994,6976
K-4630,1995,6985
K-4630,1996,7018
K-4630,1997,7009
K-4630,1998,7021
K-4630,1999,7048
K-4630,2000,7006
K-4630,2001,7063
K-4630,2002,7104
K-4630,2003,7140
K-4630,2004,7174
K-4630,2005,7207
K-4630,2006,7224
K-4630,2007,7186
K-4630,2008,7305
K-4630,2009,7352
K-4630,2010,7421
K-4630,2011,7465
K-4630,2012,7521
K-4630,2013,7674
K-4630,2014,7786
K-4630,2015,7842
K-4630,2016,7957
K-4630,2017,8026
K-4630,2018,8125
K-4630,2019,8120
K-4630,2020,8098
K-4630,2021,8080
K-4630,2022,8131
K-4630,2023,8152
K-4630,2024,8200
K-4630,2025,8172
K-4630,2026,8231
K-4631,1986,19729
K-4631,1987,20194
K-4631,1988,20697
K-4631,1989,21000
K-4631,1990,20955
K-4631,1991,21069
K-4631,1992,21093
K-4631,1993,21196
K-4631,1994,21422
K-4631,1995,21586
K-4631,1996,21889
K-4631,1997,22001
K-4631,1998,22149
K-4631,1999,22331
K-4631,2000,22430
K-4631,2001,22628
K-4631,2002,22807
K-4631,2003,23074
K-4631,2004,23324
K-4631,2005,23560
K-4631,2006,23851
K-4631,2007,24268
K-4631,2008,24805
K-4631,2009,25339
K-4631,2010,25742
K-4631,2011,26236
K-4631,2012,26656
K-4631,2013,27170
K-4631,2014,27652
K-4631,2015,28152
K-4631,2016,28496
K-4631,2017,28880
K-4631,2018,28997
K-4631,2019,29090
K-4631,2020,29224
K-4631,2021,29337
K-4631,2022,29593
K-4631,2023,29920
K-4631,2024,29986
K-4631,2025,30169
K-4631,2026,30285
K-4632,1986,2585
K-4632,1987,2622
K-4632,1988,2722
K-4632,1989,2732
K-4632,1990,2684
K-4632,1991,2671
K-4632,1992,2658
K-4632,1993,2573
K-4632,1994,2576
K-4632,1995,2567
K-4632,1996,2588
K-4632,1997,2602
K-4632,1998,2542
K-4632,1999,2547
K-4632,2000,2527
K-4632,2001,2522
K-4632,2002,2515
K-4632,2003,2519
K-4632,2004,2533
K-4632,2005,2527
K-4632,2006,2485
K-4632,2007,2520
K-4632,2008,2569
K-4632,2009,2576
K-4632,2010,2738
K-4632,2011,2789
K-4632,2012,2776
K-4632,2013,2833
K-4632,2014,2833
K-4632,2015,2856
K-4632,2016,2858
K-4632,2017,2884
K-4632,2018,2902
K-4632,2019,2887
K-4632,2020,2870
K-4632,2021,2860
K-4632,2022,2889
K-4632,2023,2856
K-4632,2024,2881
K-4632,2025,2915
K-4632,2026,2947
K-4633,1986,795
K-4633,1987,775
K-4633,1988,761
K-4633,1989,746
K-4633,1990,730
K-4633,1991,721
K-4633,1992,705
K-4633,1993,709
K-4633,1994,711
K-4633,1995,698
K-4633,1996,689
K-4633,1997,670
K-4633,1998,672
K-4633,1999,665
K-4633,2000,682
K-4633,2001,688
K-4633,2002,685
K-4633,2003,672
K-4633,2004,659
K-4633,2005,661
K-4633,2006,638
K-4633,2007,620
K-4633,2008,596
K-4633,2009,596
K-4633,2010,594
K-4633,2011,587
K-4633,2012,576
K-4633,2013,569
K-4633,2014,561
K-4633,2015,563
K-4633,2016,576
K-4633,2017,587
K-4633,2018,561
K-4633,2019,562
K-4633,2020,548
K-4633,2021,525
K-4633,2022,502
K-4633,2023,513
K-4633,2024,519
K-4633,2025,521
K-4633,2026,529
K-4634,1986,1926
K-4634,1987,1927
K-4634,1988,1917
K-4634,1989,1900
K-4634,1990,1891
K-4634,1991,1873
K-4634,1992,1858
K-4634,1993,1863
K-4634,1994,1841
K-4634,1995,1845
K-4634,1996,1828
K-4634,1997,1821
K-4634,1998,1785
K-4634,1999,1781
K-4634,2000,1774
K-4634,2001,1761
K-4634,2002,1763
K-4634,2003,1738
K-4634,2004,1712
K-4634,2005,1693
K-4634,2006,1693
K-4634,2007,1631
K-4634,2008,1646
K-4634,2009,1652
K-4634,2010,1635
K-4634,2011,1672
K-4634,2012,1683
K-4634,2013,1696
K-4634,2014,1693
K-4634,2015,1704
K-4634,2016,1701
K-4634,2017,1710
K-4634,2018,1730
K-4634,2019,1711
K-4634,2020,1691
K-4634,2021,1660
K-4634,2022,1629
K-4634,2023,1654
K-4634,2024,1694
K-4634,2025,1687
K-4634,2026,1672
K-4635,1986,2664
K-4635,1987,2650
K-4635,1988,2635
K-4635,1989,2609
K-4635,1990,2606
K-4635,1991,2585
K-4635,1992,2531
K-4635,1993,2527
K-4635,1994,2502
K-4635,1995,2489
K-4635,1996,2503
K-4635,1997,2475
K-4635,1998,2501
K-4635,1999,2503
K-4635,2000,2489
K-4635,2001,2473
K-4635,2002,2473
K-4635,2003,2450
K-4635,2004,2462
K-4635,2005,2459
K-4635,2006,2417
K-4635,2007,2406
K-4635,2008,2356
K-4635,2009,2283
K-4635,2010,2302
K-4635,2011,2299
K-4635,2012,2310
K-4635,2013,2305
K-4635,2014,2315
K-4635,2015,2335
K-4635,2016,2370
K-4635,2017,2371
K-4635,2018,2345
K-4635,2019,2322
K-4635,2020,2297
K-4635,2021,2272
K-4635,2022,2230
K-4635,2023,2228
K-4635,2024,2234
K-4635,2025,2260
K-4635,2026,2301
K-4636,1986,1170
K-4636,1987,1154
K-4636,1988,1144
K-4636,1989,1158
K-4636,1990,1144
K-4636,1991,1133
K-4636,1992,1135
K-4636,1993,1124
K-4636,1994,1117
K-4636,1995,1103
K-4636,1996,1060
K-4636,1997,1039
K-4636,1998,1024
K-4636,1999,985
K-4636,2000,959
K-4636,2001,937
K-4636,2002,921
K-4636,2003,904
K-4636,2004,899
K-4636,2005,875
K-4636,2006,877
K-4636,2007,871
K-4636,2008,874
K-4636,2009,876
K-4636,2010,867
K-4636,2011,862
K-4636,2012,851
K-4636,2013,842
K-4636,2014,815
K-4636,2015,800
K-4636,2016,785
K-4636,2017,794
K-4636,2018,807
K-4636,2019,820
K-4636,2020,802
K-4636,2021,786
K-4636,2022,768
K-4636,2023,756
K-4636,2024,750
K-4636,2025,740
K-4636,2026,742
K-4637,1986,1786
K-4637,1987,1771
K-4637,1988,1768
K-4637,1989,1738
K-4637,1990,1751
K-4637,1991,1722
K-4637,1992,1707
K-4637,1993,1717
K-4637,1994,1696
K-4637,1995,1707
K-4637,1996,1677
K-4637,1997,1663
K-4637,1998,1631
K-4637,1999,1586
K-4637,2000,1554
K-4637,2001,1558
K-4637,2002,1528
K-4637,2003,1537
K-4637,2004,1557
K-4637,2005,1526
K-4637,2006,1502
K-4637,2007,1492
K-4637,2008,1505
K-4637,2009,1474
K-4637,2010,1502
K-4637,2011,1483
K-4637,2012,1461
K-4637,2013,1428
K-4637,2014,1391
K-4637,2015,1405
K-4637,2016,1395
K-4637,2017,1438
K-4637,2018,1378
K-4637,2019,1366
K-4637,2020,1328
K-4637,2021,1294
K-4637,2022,1290
K-4637,2023,1268
K-4637,2024,1268
K-4637,2025,1281
K-4637,2026,1275
K-4638,1986,4909
K-4638,1987,4866
K-4638,1988,4816
K-4638,1989,4823
K-4638,1990,4864
K-4638,1991,4835
K-4638,1992,4854
K-4638,1993,4845
K-4638,1994,4810
K-4638,1995,4818
K-4638,1996,4822
K-4638,1997,4799
K-4638,1998,4778
K-4638,1999,4693
K-4638,2000,4677
K-4638,2001,4653
K-4638,2002,4632
K-4638,2003,4579
K-4638,2004,4550
K-4638,2005,4502
K-4638,2006,4448
K-4638,2007,4420
K-4638,2008,4374
K-4638,2009,4327
K-4638,2010,4256
K-4638,2011,4280
K-4638,2012,4216
K-4638,2013,4222
K-4638,2014,4183
K-4638,2015,4169
K-4638,2016,4161
K-4638,2017,4190
K-4638,2018,4154
K-4638,2019,4091
K-4638,2020,4101
K-4638,2021,4049
K-4638,2022,3965
K-4638,2023,3949
K-4638,2024,3879
K-4638,2025,3894
K-4638,2026,3883
K-4639,1986,2528
K-4639,1987,2541
K-4639,1988,2515
K-4639,1989,2512
K-4639,1990,2507
K-4639,1991,2521
K-4639,1992,3084
K-4639,1993,3094
K-4639,1994,3102
K-4639,1995,3073
K-4639,1996,3072
K-4639,1997,3073
K-4639,1998,3023
K-4639,1999,2983
K-4639,2000,2965
K-4639,2001,2943
K-4639,2002,2915
K-4639,2003,2901
K-4639,2004,2899
K-4639,2005,2881
K-4639,2006,2847
K-4639,2007,2835
K-4639,2008,2809
K-4639,2009,2780
K-4639,2010,2768
K-4639,2011,2758
K-4639,2012,2748
K-4639,2013,2731
K-4639,2014,2688
K-4639,2015,2678
K-4639,2016,2689
K-4639,2017,2722
K-4639,2018,2674
K-4639,2019,2672
K-4639,2020,2635
K-4639,2021,2611
K-4639,2022,2560
K-4639,2023,2561
K-4639,2024,2551
K-4639,2025,2550
K-4639,2026,2532
K-4640,1986,10462
K-4640,1987,10441
K-4640,1988,10527
K-4640,1989,10536
K-4640,1990,10689
K-4640,1991,10673
K-4640,1992,10054
K-4640,1993,10177
K-4640,1994,10265
K-4640,1995,10320
K-4640,1996,10350
K-4640,1997,10379
K-4640,1998,10345
K-4640,1999,10291
K-4640,2000,10362
K-4640,2001,10365
K-4640,2002,10309
K-4640,2003,10378
K-4640,2004,10354
K-4640,2005,10434
K-4640,2006,10441
K-4640,2007,10420
K-4640,2008,10443
K-4640,2009,10472
K-4640,2010,10561
K-4640,2011,10728
K-4640,2012,10922
K-4640,2013,11069
K-4640,2014,11197
K-4640,2015,11257
K-4640,2016,11431
K-4640,2017,11561
K-4640,2018,11666
K-4640,2019,11801
K-4640,2020,11847
K-4640,2021,11938
K-4640,2022,12097
K-4640,2023,12198
K-4640,2024,12319
K-4640,2025,12496
K-4640,2026,12552
K-4641,1986,1933
K-4641,1987,1896
K-4641,1988,1880
K-4641,1989,1873
K-4641,1990,1834
K-4641,1991,1862
K-4641,1992,1876
K-4641,1993,1892
K-4641,1994,1901
K-4641,1995,1896
K-4641,1996,1901
K-4641,1997,1885
K-4641,1998,1822
K-4641,1999,1819
K-4641,2000,1833
K-4641,2001,1827
K-4641,2002,1807
K-4641,2003,1781
K-4641,2004,1803
K-4641,2005,1783
K-4641,2006,1733
K-4641,2007,1715
K-4641,2008,1695
K-4641,2009,1687
K-4641,2010,1682
K-4641,2011,1689
K-4641,2012,1712
K-4641,2013,1714
K-4641,2014,1715
K-4641,2015,1738
K-4641,2016,1764
K-4641,2017,1787
K-4641,2018,1778
K-4641,2019,1764
K-4641,2020,1781
K-4641,2021,1777
K-4641,2022,1766
K-4641,2023,1775
K-4641,2024,1800
K-4641,2025,1836
K-4641,2026,1866
K-4642,1986,2263
K-4642,1987,2249
K-4642,1988,2208
K-4642,1989,2268
K-4642,1990,2172
K-4642,1991,2205
K-4642,1992,2222
K-4642,1993,2232
K-4642,1994,2251
K-4642,1995,2251
K-4642,1996,2261
K-4642,1997,2250
K-4642,1998,2224
K-4642,1999,2218
K-4642,2000,2202
K-4642,2001,2201
K-4642,2002,2178
K-4642,2003,2180
K-4642,2004,2169
K-4642,2005,2158
K-4642,2006,2155
K-4642,2007,2153
K-4642,2008,2169
K-4642,2009,2199
K-4642,2010,2199
K-4642,2011,2224
K-4642,2012,2205
K-4642,2013,2176
K-4642,2014,2174
K-4642,2015,2146
K-4642,2016,2172
K-4642,2017,2159
K-4642,2018,2153
K-4642,2019,2151
K-4642,2020,2126
K-4642,2021,2129
K-4642,2022,2117
K-4642,2023,2129
K-4642,2024,2160
K-4642,2025,2188
K-4642,2026,2223
K-4643,1986,6305
K-4643,1987,6246
K-4643,1988,6311
K-4643,1989,6280
K-4643,1990,6257
K-4643,1991,6222
K-4643,1992,6153
K-4643,1993,6070
K-4643,1994,5994
K-4643,1995,5936
K-4643,1996,5870
K-4643,1997,5884
K-4643,1998,5815
K-4643,1999,5802
K-4643,2000,5797
K-4643,2001,5760
K-4643,2002,5709
K-4643,2003,5661
K-4643,2004,5631
K-4643,2005,5631
K-4643,2006,5549
K-4643,2007,5491
K-4643,2008,5562
K-4643,2009,5600
K-4643,2010,5634
K-4643,2011,5601
K-4643,2012,5572
K-4643,2013,5521
K-4643,2014,5496
K-4643,2015,5429
K-4643,2016,5359
K-4643,2017,5363
K-4643,2018,5277
K-4643,2019,5245
K-4643,2020,5193
K-4643,2021,5170
K-4643,2022,5204
K-4643,2023,5172
K-4643,2024,5239
K-4643,2025,5213
K-4643,2026,5178
K-4644,1986,5130
K-4644,1987,5167
K-4644,1988,5159
K-4644,1989,5185
K-4644,1990,5172
K-4644,1991,5118
K-4644,1992,5090
K-4644,1993,5166
K-4644,1994,5363
K-4644,1995,5087
K-4644,1996,5104
K-4644,1997,5115
K-4644,1998,5095
K-4644,1999,5035
K-4644,2000,5003
K-4644,2001,4954
K-4644,2002,4968
K-4644,2003,4926
K-4644,2004,4926
K-4644,2005,4927
K-4644,2006,4889
K-4644,2007,4884
K-4644,2008,4870
K-4644,2009,4879
K-4644,2010,4945
K-4644,2011,5023
K-4644,2012,5026
K-4644,2013,5041
K-4644,2014,5089
K-4644,2015,5118
K-4644,2016,5093
K-4644,2017,5151
K-4644,2018,5223
K-4644,2019,5195
K-4644,2020,5174
K-4644,2021,5189
K-4644,2022,5246
K-4644,2023,5302
K-4644,2024,5371
K-4644,2025,5432
K-4644,2026,5478
K-4645,1986,3412
K-4645,1987,3403
K-4645,1988,3363
K-4645,1989,3341
K-4645,1990,3289
K-4645,1991,3533
K-4645,1992,3551
K-4645,1993,3485
K-4645,1994,3481
K-4645,1995,3471
K-4645,1996,3465
K-4645,1997,3442
K-4645,1998,3424
K-4645,1999,3393
K-4645,2000,3349
K-4645,2001,3379
K-4645,2002,3344
K-4645,2003,3314
K-4645,2004,3260
K-4645,2005,3229
K-4645,2006,3182
K-4645,2007,3143
K-4645,2008,3065
K-4645,2009,3031
K-4645,2010,2999
K-4645,2011,3000
K-4645,2012,3010
K-4645,2013,3018
K-4645,2014,3011
K-4645,2015,3008
K-4645,2016,3023
K-4645,2017,3065
K-4645,2018,3052
K-4645,2019,3038
K-4645,2020,3011
K-4645,2021,2991
K-4645,2022,2951
K-4645,2023,2949
K-4645,2024,2986
K-4645,2025,2930
K-4645,2026,2924
K-4646,1986,3390
K-4646,1987,3352
K-4646,1988,3368
K-4646,1989,3321
K-4646,1990,3267
K-4646,1991,2895
K-4646,1992,2887
K-4646,1993,2883
K-4646,1994,2906
K-4646,1995,2915
K-4646,1996,3006
K-4646,1997,3047
K-4646,1998,3032
K-4646,1999,2993
K-4646,2000,2964
K-4646,2001,2936
K-4646,2002,2935
K-4646,2003,2927
K-4646,2004,2910
K-4646,2005,2916
K-4646,2006,2881
K-4646,2007,2870
K-4646,2008,2849
K-4646,2009,2838
K-4646,2010,2846
K-4646,2011,2909
K-4646,2012,2832
K-4646,2013,2871
K-4646,2014,2853
K-4646,2015,2823
K-4646,2016,2830
K-4646,2017,2862
K-4646,2018,2846
K-4646,2019,2770
K-4646,2020,2802
K-4646,2021,2885
K-4646,2022,2901
K-4646,2023,2913
K-4646,2024,2869
K-4646,2025,2924
K-4646,2026,2948
K-4647,1986,16588
K-4647,1987,16600
K-4647,1988,16730
K-4647,1989,16886
K-4647,1990,17099
K-4647,1991,17363
K-4647,1992,17640
K-4647,1993,17868
K-4647,1994,17978
K-4647,1995,18114
K-4647,1996,18291
K-4647,1997,18481
K-4647,1998,18668
K-4647,1999,18909
K-4647,2000,19052
K-4647,2001,19200
K-4647,2002,19318
K-4647,2003,19408
K-4647,2004,19490
K-4647,2005,19500
K-4647,2006,19715
K-4647,2007,19770
K-4647,2008,19995
K-4647,2009,20200
K-4647,2010,20469
K-4647,2011,20713
K-4647,2012,20917
K-4647,2013,21273
K-4647,2014,21459
K-4647,2015,21564
K-4647,2016,21702
K-4647,2017,21872
K-4647,2018,21963
K-4647,2019,21959
K-4647,2020,22030
K-4647,2021,22020
K-4647,2022,22116
K-4647,2023,22215
K-4647,2024,22450
K-4647,2025,22662
K-4647,2026,22804
K-4648,1986,4802
K-4648,1987,4744
K-4648,1988,4674
K-4648,1989,4605
K-4648,1990,4568
K-4648,1991,4541
K-4648,1992,4440
K-4648,1993,4402
K-4648,1994,4372
K-4648,1995,4326
K-4648,1996,4264
K-4648,1997,4246
K-4648,1998,4192
K-4648,1999,4173
K-4648,2000,4170
K-4648,2001,4139
K-4648,2002,4093
K-4648,2003,4077
K-4648,2004,4065
K-4648,2005,4031
K-4648,2006,3968
K-4648,2007,3930
K-4648,2008,3894
K-4648,2009,3899
K-4648,2010,3908
K-4648,2011,3910
K-4648,2012,3891
K-4648,2013,3945
K-4648,2014,3950
K-4648,2015,3890
K-4648,2016,3846
K-4648,2017,3847
K-4648,2018,3767
K-4648,2019,3705
K-4648,2020,3629
K-4648,2021,3597
K-4648,2022,3521
K-4648,2023,3482
K-4648,2024,3392
K-4648,2025,3361
K-4648,2026,3381
K-4649,1986,8699
K-4649,1987,8728
K-4649,1988,8726
K-4649,1989,8756
K-4649,1990,8822
K-4649,1991,8747
K-4649,1992,8958
K-4649,1993,9009
K-4649,1994,8991
K-4649,1995,8980
K-4649,1996,8996
K-4649,1997,8995
K-4649,1998,8973
K-4649,1999,8914
K-4649,2000,8846
K-4649,2001,8864
K-4649,2002,8795
K-4649,2003,8808
K-4649,2004,8829
K-4649,2005,8765
K-4649,2006,8759
K-4649,2007,8759
K-4649,2008,8726
K-4649,2009,8735
K-4649,2010,8670
K-4649,2011,8715
K-4649,2012,8781
K-4649,2013,8709
K-4649,2014,8708
K-4649,2015,8739
K-4649,2016,8789
K-4649,2017,8855
K-4649,2018,8914
K-4649,2019,8898
K-4649,2020,9457
K-4649,2021,9517
K-4649,2022,9527
K-4649,2023,9543
K-4649,2024,9610
K-4649,2025,9655
K-4649,2026,9616
K-4650,1986,6298
K-4650,1987,6273
K-4650,1988,6368
K-4650,1989,6332
K-4650,1990,6299
K-4650,1991,6233
K-4650,1992,6021
K-4650,1993,6002
K-4650,1994,5967
K-4650,1995,5938
K-4650,1996,5906
K-4650,1997,5893
K-4650,1998,5826
K-4650,1999,5774
K-4650,2000,5769
K-4650,2001,5694
K-4650,2002,5716
K-4650,2003,5739
K-4650,2004,5741
K-4650,2005,5793
K-4650,2006,5769
K-4650,2007,5723
K-4650,2008,5687
K-4650,2009,5673
K-4650,2010,5696
K-4650,2011,5705
K-4650,2012,5679
K-4650,2013,5676
K-4650,2014,5694
K-4650,2015,5751
K-4650,2016,5784
K-4650,2017,5783
K-4650,2018,5874
K-4650,2019,5836
K-4650,2020,5854
K-4650,2021,5885
K-4650,2022,5875
K-4650,2023,5892
K-4650,2024,5926
K-4650,2025,5936
K-4650,2026,5976
K-4651,1986,6629
K-4651,1987,6612
K-4651,1988,6621
K-4651,1989,6748
K-4651,1990,6754
K-4651,1991,6759
K-4651,1992,6687
K-4651,1993,6656
K-4651,1994,6663
K-4651,1995,6666
K-4651,1996,6627
K-4651,1997,6682
K-4651,1998,6685
K-4651,1999,6710
K-4651,2000,6666
K-4651,2001,6774
K-4651,2002,6734
K-4651,2003,6768
K-4651,2004,6855
K-4651,2005,6843
K-4651,2006,6779
K-4651,2007,6706
K-4651,2008,6769
K-4651,2009,6844
K-4651,2010,6967
K-4651,2011,7018
K-4651,2012,7065
K-4651,2013,7105
K-4651,2014,7134
K-4651,2015,7155
K-4651,2016,7168
K-4651,2017,7218
K-4651,2018,7195
K-4651,2019,7167
K-4651,2020,7130
K-4651,2021,7118
K-4651,2022,7207
K-4651,2023,7244
K-4651,2024,7271
K-4651,2025,7311
K-4651,2026,7319
K-1505,1986,22164
K-1505,1987,22198
K-1505,1988,22256
K-1505,1989,22171
K-1505,1990,22017
K-1505,1991,22073
K-1505,1992,22044
K-1505,1993,22163
K-1505,1994,22055
K-1505,1995,22092
K-1505,1996,22126
K-1505,1997,22076
K-1505,1998,22018
K-1505,1999,22074
K-1505,2000,22124
K-1505,2001,22319
K-1505,2002,22225
K-1505,2003,22368
K-1505,2004,22379
K-1505,2005,22327
K-1505,2006,22447
K-1505,2007,22522
K-1505,2008,22661
K-1505,2009,22937
K-1505,2010,23238
K-1505,2011,23570
K-1505,2012,23813
K-1505,2013,24131
K-1505,2014,24395
K-1505,2015,24507
K-1505,2016,24526
K-1505,2017,24442
K-1505,2018,24300
K-1505,2019,24274
K-1505,2020,24179
K-1505,2021,24099
K-1505,2022,24013
K-1505,2023,24159
K-1505,2024,24404
K-1505,2025,24578
K-1505,2026,24479
K-1506,1986,26928
K-1506,1987,27077
K-1506,1988,27240
K-1506,1989,27452
K-1506,1990,27555
K-1506,1991,27658
K-1506,1992,27746
K-1506,1993,27917
K-1506,1994,28045
K-1506,1995,28214
K-1506,1996,28521
K-1506,1997,28586
K-1506,1998,28657
K-1506,1999,28872
K-1506,2000,28977
K-1506,2001,29008
K-1506,2002,29080
K-1506,2003,29158
K-1506,2004,29167
K-1506,2005,29244
K-1506,2006,29208
K-1506,2007,29252
K-1506,2008,29256
K-1506,2009,29552
K-1506,2010,29821
K-1506,2011,30045
K-1506,2012,30480
K-1506,2013,30941
K-1506,2014,31085
K-1506,2015,31435
K-1506,2016,31790
K-1506,2017,31870
K-1506,2018,31895
K-1506,2019,31976
K-1506,2020,31967
K-1506,2021,31870
K-1506,2022,32002
K-1506,2023,32446
K-1506,2024,32816
K-1506,2025,33163
K-1506,2026,33291
K-1508,1986,41883
K-1508,1987,42073
K-1508,1988,42343
K-1508,1989,42443
K-1508,1990,42610
K-1508,1991,42712
K-1508,1992,42891
K-1508,1993,42975
K-1508,1994,43297
K-1508,1995,43568
K-1508,1996,44014
K-1508,1997,44425
K-1508,1998,44830
K-1508,1999,45185
K-1508,2000,45776
K-1508,2001,46139
K-1508,2002,46344
K-1508,2003,46655
K-1508,2004,46931
K-1508,2005,47287
K-1508,2006,47802
K-1508,2007,48417
K-1508,2008,48983
K-1508,2009,49667
K-1508,2010,50384
K-1508,2011,51201
K-1508,2012,52117
K-1508,2013,52873
K-1508,2014,53720
K-1508,2015,54337
K-1508,2016,54947
K-1508,2017,55408
K-1508,2018,55720
K-1508,2019,56250
K-1508,2020,66258
K-1508,2021,66670
K-1508,2022,67114
K-1508,2023,67520
K-1508,2024,58509
K-1508,2025,59198
K-1508,2026,59663
K-1511,1986,3939
K-1511,1987,3909
K-1511,1988,3887
K-1511,1989,3908
K-1511,1990,3924
K-1511,1991,3937
K-1511,1992,3887
K-1511,1993,3866
K-1511,1994,3816
K-1511,1995,3785
K-1511,1996,3736
K-1511,1997,3704
K-1511,1998,3637
K-1511,1999,3607
K-1511,2000,3584
K-1511,2001,3532
K-1511,2002,3899
K-1511,2003,3820
K-1511,2004,3754
K-1511,2005,3693
K-1511,2006,3589
K-1511,2007,3536
K-1511,2008,3530
K-1511,2009,3494
K-1511,2010,3471
K-1511,2011,3417
K-1511,2012,3388
K-1511,2013,3336
K-1511,2014,3302
K-1511,2015,3258
K-1511,2016,3256
K-1511,2017,3203
K-1511,2018,3187
K-1511,2019,3163
K-1511,2020,3117
K-1511,2021,3083
K-1511,2022,3045
K-1511,2023,3013
K-1511,2024,3026
K-1511,2025,3048
K-1511,2026,3029
K-1514,1986,3415
K-1514,1987,3437
K-1514,1988,3389
K-1514,1989,3371
K-1514,1990,3337
K-1514,1991,3301
K-1514,1992,3293
K-1514,1993,3267
K-1514,1994,3249
K-1514,1995,3199
K-1514,1996,3190
K-1514,1997,3136
K-1514,1998,3108
K-1514,1999,3092
K-1514,2000,3081
K-1514,2001,3038
