kom2024,aar,befolkning
K-3101,1986,25844
K-3101,1987,25807
K-3101,1988,25848
K-3101,1989,25841
K-3101,1990,25816
K-3101,1991,25852
K-3101,1992,25831
K-3101,1993,25896
K-3101,1994,25908
K-3101,1995,25953
K-3101,1996,26021
K-3101,1997,26162
K-3101,1998,26417
K-3101,1999,26523
K-3101,2000,26733
K-3101,2001,27133
K-3101,2002,27204
K-3101,2003,27438
K-3101,2004,27464
K-3101,2005,27582
K-3101,2006,27722
K-3101,2007,27835
K-3101,2008,28092
K-3101,2009,28389
K-3101,2010,28776
K-3101,2011,29220
K-3101,2012,29543
K-3101,2013,29880
K-3101,2014,30132
K-3101,2015,30328
K-3101,2016,30544
K-3101,2017,30790
K-3101,2018,31037
K-3101,2019,31177
K-3101,2020,31373
K-3101,2021,31387
K-3101,2022,31444
K-3101,2023,31730
K-3101,2024,31935
K-3101,2025,32038
K-3101,2026,32082
K-3103,1986,36154
K-3103,1987,36260
K-3103,1988,36631
K-3103,1989,36797
K-3103,1990,36648
K-3103,1991,36786
K-3103,1992,36902
K-3103,1993,37155
K-3103,1994,37260
K-3103,1995,37542
K-3103,1996,37851
K-3103,1997,38132
K-3103,1998,38747
K-3103,1999,39352
K-3103,2000,39921
K-3103,2001,40608
K-3103,2002,40877
K-3103,2003,41309
K-3103,2004,41485
K-3103,2005,41752
K-3103,2006,42044
K-3103,2007,42472
K-3103,2008,42987
K-3103,2009,43693
K-3103,2010,44323
K-3103,2011,44691
K-3103,2012,45414
K-3103,2013,45955
K-3103,2014,46409
K-3103,2015,47044
K-3103,2016,47640
K-3103,2017,48154
K-3103,2018,48671
K-3103,2019,48871
K-3103,2020,49273
K-3103,2021,49668
K-3103,2022,50290
K-3103,2023,51240
K-3103,2024,52051
K-3103,2025,52646
K-3103,2026,53207
K-3105,1986,46274
K-3105,1987,46499
K-3105,1988,46651
K-3105,1989,46875
K-3105,1990,46671
K-3105,1991,46608
K-3105,1992,46611
K-3105,1993,46543
K-3105,1994,46381
K-3105,1995,46449
K-3105,1996,46424
K-3105,1997,46440
K-3105,1998,46692
K-3105,1999,47122
K-3105,2000,47447
K-3105,2001,47993
K-3105,2002,48555
K-3105,2003,49044
K-3105,2004,49423
K-3105,2005,49753
K-3105,2006,50115
K-3105,2007,50593
K-3105,2008,51053
K-3105,2009,51723
K-3105,2010,52159
K-3105,2011,52805
K-3105,2012,53333
K-3105,2013,53696
K-3105,2014,54059
K-3105,2015,54192
K-3105,2016,54678
K-3105,2017,55127
K-3105,2018,55543
K-3105,2019,55997
K-3105,2020,56732
K-3105,2021,57372
K-3105,2022,58182
K-3105,2023,59038
K-3105,2024,59771
K-3105,2025,60139
K-3105,2026,60614
K-3107,1986,63962
K-3107,1987,63991
K-3107,1988,64248
K-3107,1989,64392
K-3107,1990,64448
K-3107,1991,64651
K-3107,1992,64706
K-3107,1993,64813
K-3107,1994,64843
K-3107,1995,65214
K-3107,1996,65711
K-3107,1997,66034
K-3107,1998,66746
K-3107,1999,67415
K-3107,2000,67761
K-3107,2001,68143
K-3107,2002,68505
K-3107,2003,69288
K-3107,2004,69867
K-3107,2005,70418
K-3107,2006,70791
K-3107,2007,71297
K-3107,2008,71976
K-3107,2009,72760
K-3107,2010,73638
K-3107,2011,74579
K-3107,2012,75583
K-3107,2013,76807
K-3107,2014,77591
K-3107,2015,78159
K-3107,2016,78967
K-3107,2017,80121
K-3107,2018,80977
K-3107,2019,81772
K-3107,2020,82385
K-3107,2021,83193
K-3107,2022,83892
K-3107,2023,84444
K-3107,2024,85230
K-3107,2025,85862
K-3107,2026,86243
K-3110,1986,2921
K-3110,1987,2968
K-3110,1988,3090
K-3110,1989,3181
K-3110,1990,3213
K-3110,1991,3222
K-3110,1992,3266
K-3110,1993,3273
K-3110,1994,3364
K-3110,1995,3407
K-3110,1996,3430
K-3110,1997,3462
K-3110,1998,3460
K-3110,1999,3487
K-3110,2000,3494
K-3110,2001,3504
K-3110,2002,3588
K-3110,2003,3617
K-3110,2004,3694
K-3110,2005,3773
K-3110,2006,3821
K-3110,2007,3880
K-3110,2008,3961
K-3110,2009,3998
K-3110,2010,4085
K-3110,2011,4160
K-3110,2012,4206
K-3110,2013,4284
K-3110,2014,4386
K-3110,2015,4480
K-3110,2016,4511
K-3110,2017,4517
K-3110,2018,4540
K-3110,2019,4599
K-3110,2020,4668
K-3110,2021,4694
K-3110,2022,4741
K-3110,2023,4762
K-3110,2024,4787
K-3110,2025,4777
K-3110,2026,4714
K-3112,1986,5819
K-3112,1987,5864
K-3112,1988,5924
K-3112,1989,5930
K-3112,1990,5995
K-3112,1991,6000
K-3112,1992,5960
K-3112,1993,6051
K-3112,1994,6044
K-3112,1995,5993
K-3112,1996,6018
K-3112,1997,6045
K-3112,1998,6073
K-3112,1999,6117
K-3112,2000,6217
K-3112,2001,6275
K-3112,2002,6388
K-3112,2003,6380
K-3112,2004,6380
K-3112,2005,6465
K-3112,2006,6544
K-3112,2007,6654
K-3112,2008,6825
K-3112,2009,6790
K-3112,2010,6882
K-3112,2011,6946
K-3112,2012,6987
K-3112,2013,7053
K-3112,2014,7104
K-3112,2015,7206
K-3112,2016,7357
K-3112,2017,7398
K-3112,2018,7465
K-3112,2019,7542
K-3112,2020,7508
K-3112,2021,7568
K-3112,2022,7633
K-3112,2023,8317
K-3112,2024,7883
K-3112,2025,7850
K-3112,2026,7892
K-3114,1986,3594
K-3114,1987,3742
K-3114,1988,3847
K-3114,1989,3883
K-3114,1990,4070
K-3114,1991,4092
K-3114,1992,4101
K-3114,1993,4148
K-3114,1994,4298
K-3114,1995,4015
K-3114,1996,3884
K-3114,1997,3900
K-3114,1998,3898
K-3114,1999,3933
K-3114,2000,4059
K-3114,2001,4113
K-3114,2002,4126
K-3114,2003,4002
K-3114,2004,4003
K-3114,2005,4020
K-3114,2006,4071
K-3114,2007,4152
K-3114,2008,4268
K-3114,2009,4437
K-3114,2010,4472
K-3114,2011,4573
K-3114,2012,4705
K-3114,2013,4857
K-3114,2014,4978
K-3114,2015,5100
K-3114,2016,5186
K-3114,2017,5335
K-3114,2018,5471
K-3114,2019,5593
K-3114,2020,5736
K-3114,2021,5805
K-3114,2022,5913
K-3114,2023,6023
K-3114,2024,6145
K-3114,2025,6162
K-3114,2026,6229
K-3116,1986,3124
K-3116,1987,3140
K-3116,1988,3160
K-3116,1989,3168
K-3116,1990,3156
K-3116,1991,3128
K-3116,1992,3097
K-3116,1993,3127
K-3116,1994,3069
K-3116,1995,3149
K-3116,1996,3150
K-3116,1997,3120
K-3116,1998,3125
K-3116,1999,3141
K-3116,2000,3140
K-3116,2001,3213
K-3116,2002,3258
K-3116,2003,3327
K-3116,2004,3336
K-3116,2005,3355
K-3116,2006,3400
K-3116,2007,3413
K-3116,2008,3525
K-3116,2009,3492
K-3116,2010,3541
K-3116,2011,3576
K-3116,2012,3631
K-3116,2013,3668
K-3116,2014,3727
K-3116,2015,3731
K-3116,2016,3742
K-3116,2017,3783
K-3116,2018,3831
K-3116,2019,3797
K-3116,2020,3805
K-3116,2021,3825
K-3116,2022,3846
K-3116,2023,3886
K-3116,2024,3919
K-3116,2025,3956
K-3116,2026,3940
K-3118,1986,34500
K-3118,1987,34681
K-3118,1988,34880
K-3118,1989,35103
K-3118,1990,35212
K-3118,1991,35266
K-3118,1992,35142
K-3118,1993,35002
K-3118,1994,35030
K-3118,1995,35150
K-3118,1996,35312
K-3118,1997,35455
K-3118,1998,35969
K-3118,1999,36431
K-3118,2000,36944
K-3118,2001,37436
K-3118,2002,37669
K-3118,2003,37976
K-3118,2004,38270
K-3118,2005,38609
K-3118,2006,38884
K-3118,2007,39206
K-3118,2008,39715
K-3118,2009,40260
K-3118,2010,40686
K-3118,2011,41108
K-3118,2012,41623
K-3118,2013,42237
K-3118,2014,42926
K-3118,2015,43247
K-3118,2016,43472
K-3118,2017,43815
K-3118,2018,44035
K-3118,2019,44320
K-3118,2020,44792
K-3118,2021,45201
K-3118,2022,45608
K-3118,2023,46382
K-3118,2024,47006
K-3118,2025,47449
K-3118,2026,47943
K-3120,1986,7159
K-3120,1987,7139
K-3120,1988,7125
K-3120,1989,7238
K-3120,1990,7182
K-3120,1991,7161
K-3120,1992,7126
K-3120,1993,7127
K-3120,1994,7078
K-3120,1995,7048
K-3120,1996,7020
K-3120,1997,7034
K-3120,1998,7049
K-3120,1999,7080
K-3120,2000,7076
K-3120,2001,7158
K-3120,2002,7159
K-3120,2003,7217
K-3120,2004,7232
K-3120,2005,7284
K-3120,2006,7366
K-3120,2007,7428
K-3120,2008,7515
K-3120,2009,7496
K-3120,2010,7517
K-3120,2011,7601
K-3120,2012,7698
K-3120,2013,7860
K-3120,2014,7974
K-3120,2015,8020
K-3120,2016,8084
K-3120,2017,8173
K-3120,2018,8202
K-3120,2019,8230
K-3120,2020,8255
K-3120,2021,8222
K-3120,2022,8312
K-3120,2023,8371
K-3120,2024,8420
K-3120,2025,8527
K-3120,2026,8583
K-3122,1986,3430
K-3122,1987,3435
K-3122,1988,3474
K-3122,1989,3425
K-3122,1990,3424
K-3122,1991,3435
K-3122,1992,3427
K-3122,1993,3390
K-3122,1994,3342
K-3122,1995,3344
K-3122,1996,3301
K-3122,1997,3244
K-3122,1998,3279
K-3122,1999,3290
K-3122,2000,3300
K-3122,2001,3356
K-3122,2002,3319
K-3122,2003,3408
K-3122,2004,3409
K-3122,2005,3439
K-3122,2006,3505
K-3122,2007,3517
K-3122,2008,3463
K-3122,2009,3455
K-3122,2010,3471
K-3122,2011,3476
K-3122,2012,3518
K-3122,2013,3587
K-3122,2014,3596
K-3122,2015,3613
K-3122,2016,3610
K-3122,2017,3597
K-3122,2018,3567
K-3122,2019,3592
K-3122,2020,3595
K-3122,2021,3601
K-3122,2022,3578
K-3122,2023,3639
K-3122,2024,3658
K-3122,2025,3655
K-3122,2026,3647
K-3124,1986,1506
K-3124,1987,1509
K-3124,1988,1491
K-3124,1989,1493
K-3124,1990,1493
K-3124,1991,1488
K-3124,1992,1489
K-3124,1993,1474
K-3124,1994,1456
K-3124,1995,1466
K-3124,1996,1470
K-3124,1997,1465
K-3124,1998,1461
K-3124,1999,1458
K-3124,2000,1451
K-3124,2001,1419
K-3124,2002,1441
K-3124,2003,1458
K-3124,2004,1437
K-3124,2005,1425
K-3124,2006,1456
K-3124,2007,1417
K-3124,2008,1429
K-3124,2009,1420
K-3124,2010,1424
K-3124,2011,1414
K-3124,2012,1423
K-3124,2013,1425
K-3124,2014,1408
K-3124,2015,1406
K-3124,2016,1404
K-3124,2017,1398
K-3124,2018,1399
K-3124,2019,1357
K-3124,2020,1325
K-3124,2021,1325
K-3124,2022,1315
K-3124,2023,1329
K-3124,2024,1347
K-3124,2025,1346
K-3124,2026,1354
K-3201,1986,84724
K-3201,1987,86541
K-3201,1988,87773
K-3201,1989,88594
K-3201,1990,89221
K-3201,1991,90579
K-3201,1992,91692
K-3201,1993,92748
K-3201,1994,94098
K-3201,1995,95548
K-3201,1996,97034
K-3201,1997,98298
K-3201,1998,99590
K-3201,1999,100773
K-3201,2000,101494
K-3201,2001,101340
K-3201,2002,101497
K-3201,2003,102529
K-3201,2004,103313
K-3201,2005,104690
K-3201,2006,105928
K-3201,2007,106932
K-3201,2008,108144
K-3201,2009,109700
K-3201,2010,111213
K-3201,2011,112789
K-3201,2012,114489
K-3201,2013,116677
K-3201,2014,118588
K-3201,2015,120685
K-3201,2016,122348
K-3201,2017,124008
K-3201,2018,125454
K-3201,2019,126841
K-3201,2020,127731
K-3201,2021,128233
K-3201,2022,128982
K-3201,2023,129874
K-3201,2024,130921
K-3201,2025,132358
K-3201,2026,133228
K-3203,1986,60394
K-3203,1987,61322
K-3203,1988,62250
K-3203,1989,63007
K-3203,1990,63577
K-3203,1991,64329
K-3203,1992,65066
K-3203,1993,65643
K-3203,1994,66502
K-3203,1995,67309
K-3203,1996,68387
K-3203,1997,69751
K-3203,1998,71561
K-3203,1999,72718
K-3203,2000,73892
K-3203,2001,74695
K-3203,2002,75338
K-3203,2003,75946
K-3203,2004,76514
K-3203,2005,76937
K-3203,2006,77991
K-3203,2007,78964
K-3203,2008,80176
K-3203,2009,81505
K-3203,2010,82562
K-3203,2011,83703
K-3203,2012,85226
K-3203,2013,86817
K-3203,2014,88289
K-3203,2015,89974
K-3203,2016,91011
K-3203,2017,92174
K-3203,2018,92828
K-3203,2019,93679
K-3203,2020,94441
K-3203,2021,94915
K-3203,2022,96088
K-3203,2023,97784
K-3203,2024,98815
K-3203,2025,100492
K-3203,2026,101509
K-3205,1986,50810
K-3205,1987,51589
K-3205,1988,52472
K-3205,1989,53029
K-3205,1990,53536
K-3205,1991,54055
K-3205,1992,54341
K-3205,1993,54576
K-3205,1994,55047
K-3205,1995,55807
K-3205,1996,56258
K-3205,1997,56846
K-3205,1998,57876
K-3205,1999,59196
K-3205,2000,60105
K-3205,2001,60788
K-3205,2002,61747
K-3205,2003,62608
K-3205,2004,63612
K-3205,2005,64586
K-3205,2006,66302
K-3205,2007,68183
K-3205,2008,70388
K-3205,2009,71749
K-3205,2010,73330
K-3205,2011,74869
K-3205,2012,76415
K-3205,2013,77705
K-3205,2014,79154
K-3205,2015,80013
K-3205,2016,81339
K-3205,2017,82496
K-3205,2018,83821
K-3205,2019,85757
K-3205,2020,85983
K-3205,2021,86953
K-3205,2022,89095
K-3205,2023,91515
K-3205,2024,94201
K-3205,2025,95762
K-3205,2026,96771
K-3207,1986,40570
K-3207,1987,41089
K-3207,1988,41704
K-3207,1989,42145
K-3207,1990,42613
K-3207,1991,43050
K-3207,1992,43531
K-3207,1993,44300
K-3207,1994,45013
K-3207,1995,45421
K-3207,1996,46065
K-3207,1997,46810
K-3207,1998,47377
K-3207,1999,48022
K-3207,2000,48347
K-3207,2001,48542
K-3207,2002,48915
K-3207,2003,49398
K-3207,2004,49931
K-3207,2005,50386
K-3207,2006,50907
K-3207,2007,51240
K-3207,2008,51680
K-3207,2009,52311
K-3207,2010,52905
K-3207,2011,53659
K-3207,2012,54490
K-3207,2013,55270
K-3207,2014,55797
K-3207,2015,56355
K-3207,2016,57053
K-3207,2017,57686
K-3207,2018,58058
K-3207,2019,58237
K-3207,2020,59288
K-3207,2021,60034
K-3207,2022,61032
K-3207,2023,62245
K-3207,2024,63560
K-3207,2025,64668
K-3207,2026,65381
K-3209,1986,17529
K-3209,1987,17671
K-3209,1988,17934
K-3209,1989,17998
K-3209,1990,18121
K-3209,1991,18116
K-3209,1992,18179
K-3209,1993,18363
K-3209,1994,18548
K-3209,1995,18605
K-3209,1996,18621
K-3209,1997,18779
K-3209,1998,19120
K-3209,1999,19603
K-3209,2000,20160
K-3209,2001,20987
K-3209,2002,21942
K-3209,2003,22931
K-3209,2004,23784
K-3209,2005,24556
K-3209,2006,25269
K-3209,2007,25966
K-3209,2008,26934
K-3209,2009,28138
K-3209,2010,29088
K-3209,2011,30081
K-3209,2012,31044
K-3209,2013,31743
K-3209,2014,32438
K-3209,2015,33310
K-3209,2016,34189
K-3209,2017,35102
K-3209,2018,36576
K-3209,2019,38234
K-3209,2020,39625
K-3209,2021,40459
K-3209,2022,41565
K-3209,2023,42866
K-3209,2024,43814
K-3209,2025,45066
K-3209,2026,45982
K-3212,1986,11567
K-3212,1987,11998
K-3212,1988,12458
K-3212,1989,12866
K-3212,1990,13063
K-3212,1991,13222
K-3212,1992,13300
K-3212,1993,13508
K-3212,1994,13845
K-3212,1995,13987
K-3212,1996,14184
K-3212,1997,14350
K-3212,1998,14691
K-3212,1999,15097
K-3212,2000,15448
K-3212,2001,15534
K-3212,2002,15777
K-3212,2003,15943
K-3212,2004,16074
K-3212,2005,16231
K-3212,2006,16541
K-3212,2007,16791
K-3212,2008,16868
K-3212,2009,17129
K-3212,2010,17348
K-3212,2011,17515
K-3212,2012,17809
K-3212,2013,17998
K-3212,2014,18297
K-3212,2015,18372
K-3212,2016,18623
K-3212,2017,18869
K-3212,2018,19287
K-3212,2019,19488
K-3212,2020,19616
K-3212,2021,19805
K-3212,2022,19939
K-3212,2023,20322
K-3212,2024,20521
K-3212,2025,20698
K-3212,2026,21005
K-3214,1986,9502
K-3214,1987,9740
K-3214,1988,9888
K-3214,1989,9959
K-3214,1990,10113
K-3214,1991,10297
K-3214,1992,10465
K-3214,1993,10673
K-3214,1994,10863
K-3214,1995,11347
K-3214,1996,11804
K-3214,1997,12165
K-3214,1998,12517
K-3214,1999,12748
K-3214,2000,12972
K-3214,2001,13020
K-3214,2002,12962
K-3214,2003,13116
K-3214,2004,13153
K-3214,2005,13358
K-3214,2006,13585
K-3214,2007,13890
K-3214,2008,14245
K-3214,2009,14435
K-3214,2010,14622
K-3214,2011,14814
K-3214,2012,15154
K-3214,2013,15469
K-3214,2014,15671
K-3214,2015,15656
K-3214,2016,15695
K-3214,2017,15743
K-3214,2018,15735
K-3214,2019,15761
K-3214,2020,15877
K-3214,2021,15953
K-3214,2022,16084
K-3214,2023,16106
K-3214,2024,16244
K-3214,2025,16337
K-3214,2026,16429
K-3216,1986,10952
K-3216,1987,11220
K-3216,1988,11226
K-3216,1989,11318
K-3216,1990,11286
K-3216,1991,11217
K-3216,1992,11273
K-3216,1993,11223
K-3216,1994,11272
K-3216,1995,11341
K-3216,1996,11362
K-3216,1997,11431
K-3216,1998,11549
K-3216,1999,11597
K-3216,2000,11815
K-3216,2001,12241
K-3216,2002,12515
K-3216,2003,12724
K-3216,2004,12834
K-3216,2005,12990
K-3216,2006,13159
K-3216,2007,13414
K-3216,2008,13825
K-3216,2009,14095
K-3216,2010,14373
K-3216,2011,14708
K-3216,2012,15143
K-3216,2013,15605
K-3216,2014,15944
K-3216,2015,16310
K-3216,2016,16732
K-3216,2017,17188
K-3216,2018,17486
K-3216,2019,17824
K-3216,2020,18042
K-3216,2021,18290
K-3216,2022,18699
K-3216,2023,19089
K-3216,2024,19493
K-3216,2025,19855
K-3216,2026,20167
K-3218,1986,11351
K-3218,1987,11403
K-3218,1988,11597
K-3218,1989,11765
K-3218,1990,11917
K-3218,1991,11935
K-3218,1992,11909
K-3218,1993,12086
K-3218,1994,12206
K-3218,1995,12354
K-3218,1996,12516
K-3218,1997,12734
K-3218,1998,13090
K-3218,1999,13260
K-3218,2000,13568
K-3218,2001,13838
K-3218,2002,14037
K-3218,2003,14227
K-3218,2004,14323
K-3218,2005,14472
K-3218,2006,14530
K-3218,2007,14873
K-3218,2008,15324
K-3218,2009,15863
K-3218,2010,16386
K-3218,2011,16733
K-3218,2012,17284
K-3218,2013,17568
K-3218,2014,17969
K-3218,2015,18503
K-3218,2016,18992
K-3218,2017,19288
K-3218,2018,20084
K-3218,2019,20335
K-3218,2020,20439
K-3218,2021,20439
K-3218,2022,20780
K-3218,2023,21350
K-3218,2024,22005
K-3218,2025,22344
K-3218,2026,22725
K-3220,1986,7592
K-3220,1987,7729
K-3220,1988,7888
K-3220,1989,7999
K-3220,1990,8060
K-3220,1991,8050
K-3220,1992,8035
K-3220,1993,8085
K-3220,1994,8065
K-3220,1995,8111
K-3220,1996,8165
K-3220,1997,8291
K-3220,1998,8393
K-3220,1999,8505
K-3220,2000,8680
K-3220,2001,8931
K-3220,2002,8965
K-3220,2003,9111
K-3220,2004,9233
K-3220,2005,9297
K-3220,2006,9442
K-3220,2007,9660
K-3220,2008,9893
K-3220,2009,10153
K-3220,2010,10176
K-3220,2011,10262
K-3220,2012,10487
K-3220,2013,10560
K-3220,2014,10626
K-3220,2015,10760
K-3220,2016,10870
K-3220,2017,10927
K-3220,2018,10945
K-3220,2019,11026
K-3220,2020,11110
K-3220,2021,11065
K-3220,2022,11249
K-3220,2023,11392
K-3220,2024,11482
K-3220,2025,11549
K-3220,2026,11697
K-3222,1986,24125
K-3222,1987,24364
K-3222,1988,24874
K-3222,1989,25723
K-3222,1990,26066
K-3222,1991,26560
K-3222,1992,26974
K-3222,1993,27114
K-3222,1994,27356
K-3222,1995,27545
K-3222,1996,28152
K-3222,1997,28799
K-3222,1998,28905
K-3222,1999,29207
K-3222,2000,29505
K-3222,2001,29656
K-3222,2002,29834
K-3222,2003,30220
K-3222,2004,30496
K-3222,2005,30675
K-3222,2006,30929
K-3222,2007,31365
K-3222,2008,31853
K-3222,2009,32300
K-3222,2010,32730
K-3222,2011,33308
K-3222,2012,33709
K-3222,2013,34320
K-3222,2014,34697
K-3222,2015,35139
K-3222,2016,36368
K-3222,2017,37406
K-3222,2018,38670
K-3222,2019,40106
K-3222,2020,41460
K-3222,2021,42740
K-3222,2022,44693
K-3222,2023,46797
K-3222,2024,48188
K-3222,2025,50013
K-3222,2026,51511
K-3224,1986,13510
K-3224,1987,13514
K-3224,1988,13695
K-3224,1989,13591
K-3224,1990,13696
K-3224,1991,13836
K-3224,1992,13856
K-3224,1993,13917
K-3224,1994,13972
K-3224,1995,13994
K-3224,1996,14019
K-3224,1997,14196
K-3224,1998,14296
K-3224,1999,14373
K-3224,2000,14493
K-3224,2001,14659
K-3224,2002,14631
K-3224,2003,14679
K-3224,2004,14720
K-3224,2005,14797
K-3224,2006,14857
K-3224,2007,15062
K-3224,2008,15112
K-3224,2009,15345
K-3224,2010,15591
K-3224,2011,15920
K-3224,2012,16170
K-3224,2013,16420
K-3224,2014,16806
K-3224,2015,17185
K-3224,2016,17426
K-3224,2017,17730
K-3224,2018,17874
K-3224,2019,18161
K-3224,2020,18530
K-3224,2021,18730
K-3224,2022,19024
K-3224,2023,19618
K-3224,2024,20099
K-3224,2025,20509
K-3224,2026,20904
K-3226,1986,13167
K-3226,1987,13230
K-3226,1988,13228
K-3226,1989,13248
K-3226,1990,13249
K-3226,1991,13218
K-3226,1992,13150
K-3226,1993,13072
K-3226,1994,12940
K-3226,1995,12944
K-3226,1996,12996
K-3226,1997,13006
K-3226,1998,13053
K-3226,1999,13111
K-3226,2000,13235
K-3226,2001,13382
K-3226,2002,13654
K-3226,2003,13725
K-3226,2004,13867
K-3226,2005,13942
K-3226,2006,14049
K-3226,2007,14246
K-3226,2008,14644
K-3226,2009,14829
K-3226,2010,14982
K-3226,2011,15310
K-3226,2012,15593
K-3226,2013,15951
K-3226,2014,16172
K-3226,2015,16398
K-3226,2016,16586
K-3226,2017,16847
K-3226,2018,17072
K-3226,2019,17173
K-3226,2020,17390
K-3226,2021,17591
K-3226,2022,17754
K-3226,2023,17945
K-3226,2024,18058
K-3226,2025,18314
K-3226,2026,18458
K-3228,1986,14917
K-3228,1987,15132
K-3228,1988,15441
K-3228,1989,15649
K-3228,1990,15729
K-3228,1991,15686
K-3228,1992,15712
K-3228,1993,15626
K-3228,1994,15654
K-3228,1995,15641
K-3228,1996,15687
K-3228,1997,15771
K-3228,1998,15873
K-3228,1999,16146
K-3228,2000,16288
K-3228,2001,16938
K-3228,2002,17458
K-3228,2003,17765
K-3228,2004,17931
K-3228,2005,18025
K-3228,2006,18022
K-3228,2007,18219
K-3228,2008,18510
K-3228,2009,18629
K-3228,2010,18827
K-3228,2011,19049
K-3228,2012,19462
K-3228,2013,19819
K-3228,2014,20164
K-3228,2015,20410
K-3228,2016,20783
K-3228,2017,21241
K-3228,2018,21681
K-3228,2019,21885
K-3228,2020,23092
K-3228,2021,23422
K-3228,2022,23898
K-3228,2023,24283
K-3228,2024,24645
K-3228,2025,24897
K-3228,2026,24948
K-3230,1986,3501
K-3230,1987,3578
K-3230,1988,3644
K-3230,1989,3712
K-3230,1990,3778
K-3230,1991,3760
K-3230,1992,3753
K-3230,1993,3745
K-3230,1994,3771
K-3230,1995,3906
K-3230,1996,3954
K-3230,1997,4144
K-3230,1998,4304
K-3230,1999,4452
K-3230,2000,4554
K-3230,2001,4656
K-3230,2002,4778
K-3230,2003,4877
K-3230,2004,4964
K-3230,2005,5064
K-3230,2006,5214
K-3230,2007,5353
K-3230,2008,5464
K-3230,2009,5567
K-3230,2010,5821
K-3230,2011,5990
K-3230,2012,6152
K-3230,2013,6264
K-3230,2014,6292
K-3230,2015,6326
K-3230,2016,6323
K-3230,2017,6546
K-3230,2018,6704
K-3230,2019,6823
K-3230,2020,6890
K-3230,2021,7043
K-3230,2022,6989
K-3230,2023,7285
K-3230,2024,7398
K-3230,2025,7453
K-3230,2026,7478
K-3232,1986,15187
K-3232,1987,15411
K-3232,1988,15742
K-3232,1989,16002
K-3232,1990,16114
K-3232,1991,16165
K-3232,1992,16220
K-3232,1993,16350
K-3232,1994,16468
K-3232,1995,16639
K-3232,1996,16902
K-3232,1997,17378
K-3232,1998,17892
K-3232,1999,18254
K-3232,2000,18639
K-3232,2001,18942
K-3232,2002,19185
K-3232,2003,19300
K-3232,2004,19440
K-3232,2005,19578
K-3232,2006,19722
K-3232,2007,19968
K-3232,2008,20256
K-3232,2009,20555
K-3232,2010,20939
K-3232,2011,21165
K-3232,2012,21454
K-3232,2013,21971
K-3232,2014,22385
K-3232,2015,22706
K-3232,2016,22857
K-3232,2017,23213
K-3232,2018,23545
K-3232,2019,24089
K-3232,2020,24249
K-3232,2021,24454
K-3232,2022,24947
K-3232,2023,25440
K-3232,2024,25882
K-3232,2025,26023
K-3232,2026,26032
K-3234,1986,7616
K-3234,1987,7676
K-3234,1988,7741
K-3234,1989,7845
K-3234,1990,7869
K-3234,1991,7976
K-3234,1992,7968
K-3234,1993,7984
K-3234,1994,8088
K-3234,1995,8049
K-3234,1996,8062
K-3234,1997,8087
K-3234,1998,8148
K-3234,1999,8220
K-3234,2000,8264
K-3234,2001,8429
K-3234,2002,8455
K-3234,2003,8461
K-3234,2004,8463
K-3234,2005,8505
K-3234,2006,8518
K-3234,2007,8522
K-3234,2008,8598
K-3234,2009,8552
K-3234,2010,8600
K-3234,2011,8654
K-3234,2012,8776
K-3234,2013,8880
K-3234,2014,8952
K-3234,2015,9003
K-3234,2016,9044
K-3234,2017,9080
K-3234,2018,9065
K-3234,2019,9051
K-3234,2020,9048
K-3234,2021,9062
K-3234,2022,9144
K-3234,2023,9307
K-3234,2024,9357
K-3234,2025,9420
K-3234,2026,9463
K-3236,1986,5704
K-3236,1987,5735
K-3236,1988,5757
K-3236,1989,5811
K-3236,1990,5835
K-3236,1991,5836
K-3236,1992,5829
K-3236,1993,5856
K-3236,1994,5864
K-3236,1995,5905
K-3236,1996,5901
K-3236,1997,5907
K-3236,1998,5983
K-3236,1999,6003
K-3236,2000,5995
K-3236,2001,6065
K-3236,2002,6227
K-3236,2003,6299
K-3236,2004,6334
K-3236,2005,6335
K-3236,2006,6312
K-3236,2007,6238
K-3236,2008,6256
K-3236,2009,6251
K-3236,2010,6268
K-3236,2011,6359
K-3236,2012,6483
K-3236,2013,6444
K-3236,2014,6516
K-3236,2015,6599
K-3236,2016,6629
K-3236,2017,6696
K-3236,2018,6777
K-3236,2019,6846
K-3236,2020,6852
K-3236,2021,6867
K-3236,2022,6908
K-3236,2023,6990
K-3236,2024,7037
K-3236,2025,7043
K-3236,2026,7040
K-3238,1986,7812
K-3238,1987,7858
K-3238,1988,7955
K-3238,1989,7984
K-3238,1990,7992
K-3238,1991,7933
K-3238,1992,8062
K-3238,1993,8001
K-3238,1994,8084
K-3238,1995,8173
K-3238,1996,8147
K-3238,1997,8283
K-3238,1998,8451
K-3238,1999,8653
K-3238,2000,8967
K-3238,2001,9191
K-3238,2002,9436
K-3238,2003,9751
K-3238,2004,9943
K-3238,2005,10141
K-3238,2006,10321
K-3238,2007,10536
K-3238,2008,10657
K-3238,2009,10800
K-3238,2010,10927
K-3238,2011,11128
K-3238,2012,11362
K-3238,2013,11505
K-3238,2014,11707
K-3238,2015,11882
K-3238,2016,12267
K-3238,2017,12657
K-3238,2018,13240
K-3238,2019,13682
K-3238,2020,14139
K-3238,2021,14637
K-3238,2022,15074
K-3238,2023,15530
K-3238,2024,16126
K-3238,2025,16505
K-3238,2026,16662
