kode,naering,kjonn,alder,variabel,aar,verdi
0412,00-99,0,15-74,Sysselsatte,2009,16094
0412,00-99,0,15-74,Sysselsatte,2010,16118
0412,00-99,0,15-74,Sysselsatte,2011,16395
0412,00-99,0,15-74,Sysselsatte,2012,16552
0412,00-99,0,15-74,Sysselsatte,2013,16562
0412,00-99,0,15-74,Sysselsatte,2014,16859
0412,00-99,0,15-74,Sysselsatte,2015,16702
0412,00-99,0,15-74,Sysselsatte,2016,16865
0412,00-99,0,15-74,Sysselsatte,2017,16954
0412,00-99,0,15-74,Sysselsatte,2018,17359
0412,00-99,0,15-74,Sysselsatte,2019,17507
0412,01-03,0,15-74,Sysselsatte,2008,934
0412,01-03,0,15-74,Sysselsatte,2009,923
0412,01-03,0,15-74,Sysselsatte,2010,866
0412,01-03,0,15-74,Sysselsatte,2011,836
0412,01-03,0,15-74,Sysselsatte,2012,817
0412,01-03,0,15-74,Sysselsatte,2013,788
0412,01-03,0,15-74,Sysselsatte,2014,794
0412,01-03,0,15-74,Sysselsatte,2015,797
0412,01-03,0,15-74,Sysselsatte,2016,777
0412,01-03,0,15-74,Sysselsatte,2017,782
0412,01-03,0,15-74,Sysselsatte,2018,750
0412,01-03,0,15-74,Sysselsatte,2019,726
0412,10-33,0,15-74,Sysselsatte,2008,2366
0412,10-33,0,15-74,Sysselsatte,2009,2186
0412,10-33,0,15-74,Sysselsatte,2010,2138
0412,10-33,0,15-74,Sysselsatte,2011,2103
0412,10-33,0,15-74,Sysselsatte,2012,2134
0412,10-33,0,15-74,Sysselsatte,2013,2137
0412,10-33,0,15-74,Sysselsatte,2014,2163
0412,10-33,0,15-74,Sysselsatte,2015,2069
0412,10-33,0,15-74,Sysselsatte,2016,2080
0412,10-33,0,15-74,Sysselsatte,2017,2053
0412,10-33,0,15-74,Sysselsatte,2018,2031
0412,10-33,0,15-74,Sysselsatte,2019,2047
0412,84,0,15-74,Sysselsatte,2008,791
0412,84,0,15-74,Sysselsatte,2009,882
0412,84,0,15-74,Sysselsatte,2010,885
0412,84,0,15-74,Sysselsatte,2011,899
0412,84,0,15-74,Sysselsatte,2012,921
0412,84,0,15-74,Sysselsatte,2013,890
0412,84,0,15-74,Sysselsatte,2014,925
0412,84,0,15-74,Sysselsatte,2015,870
0412,84,0,15-74,Sysselsatte,2016,854
0412,84,0,15-74,Sysselsatte,2017,858
0412,84,0,15-74,Sysselsatte,2018,896
0412,84,0,15-74,Sysselsatte,2019,901
0412,85,0,15-74,Sysselsatte,2008,937
0412,85,0,15-74,Sysselsatte,2009,927
0412,85,0,15-74,Sysselsatte,2010,973
0412,85,0,15-74,Sysselsatte,2011,1031
0412,85,0,15-74,Sysselsatte,2012,1034
0412,85,0,15-74,Sysselsatte,2013,1047
0412,85,0,15-74,Sysselsatte,2014,1033
0412,85,0,15-74,Sysselsatte,2015,1008
0412,85,0,15-74,Sysselsatte,2016,1054
0412,85,0,15-74,Sysselsatte,2017,1047
0412,85,0,15-74,Sysselsatte,2018,1057
0412,85,0,15-74,Sysselsatte,2019,1093
0412,86-88,0,15-74,Sysselsatte,2008,3326
0412,86-88,0,15-74,Sysselsatte,2009,3388
0412,86-88,0,15-74,Sysselsatte,2010,3461
0412,86-88,0,15-74,Sysselsatte,2011,3577
0412,86-88,0,15-74,Sysselsatte,2012,3625
0412,86-88,0,15-74,Sysselsatte,2013,3631
0412,86-88,0,15-74,Sysselsatte,2014,3698
0412,86-88,0,15-74,Sysselsatte,2015,3752
0412,86-88,0,15-74,Sysselsatte,2016,3817
0412,86-88,0,15-74,Sysselsatte,2017,3869
0412,86-88,0,15-74,Sysselsatte,2018,3988
0412,86-88,0,15-74,Sysselsatte,2019,4055
0415,00-99,0,15-74,Sysselsatte,2008,3630
0415,00-99,0,15-74,Sysselsatte,2009,3602
0415,00-99,0,15-74,Sysselsatte,2010,3638
0415,00-99,0,15-74,Sysselsatte,2011,3693
0415,00-99,0,15-74,Sysselsatte,2012,3673
0415,00-99,0,15-74,Sysselsatte,2013,3711
0415,00-99,0,15-74,Sysselsatte,2014,3713
0415,00-99,0,15-74,Sysselsatte,2015,3664
0415,00-99,0,15-74,Sysselsatte,2016,3697
0415,00-99,0,15-74,Sysselsatte,2017,3709
0415,00-99,0,15-74,Sysselsatte,2018,3730
0415,00-99,0,15-74,Sysselsatte,2019,3723
0415,01-03,0,15-74,Sysselsatte,2008,222
0415,01-03,0,15-74,Sysselsatte,2009,223
0415,01-03,0,15-74,Sysselsatte,2010,210
0415,01-03,0,15-74,Sysselsatte,2011,196
0415,01-03,0,15-74,Sysselsatte,2012,186
0415,01-03,0,15-74,Sysselsatte,2013,185
0415,01-03,0,15-74,Sysselsatte,2014,193
0415,01-03,0,15-74,Sysselsatte,2015,193
0415,01-03,0,15-74,Sysselsatte,2016,196
0415,01-03,0,15-74,Sysselsatte,2017,196
0415,01-03,0,15-74,Sysselsatte,2018,181
0415,01-03,0,15-74,Sysselsatte,2019,174
0415,10-33,0,15-74,Sysselsatte,2008,391
0415,10-33,0,15-74,Sysselsatte,2009,355
0415,10-33,0,15-74,Sysselsatte,2010,332
0415,10-33,0,15-74,Sysselsatte,2011,329
0415,10-33,0,15-74,Sysselsatte,2012,332
0415,10-33,0,15-74,Sysselsatte,2013,310
0415,10-33,0,15-74,Sysselsatte,2014,315
0415,10-33,0,15-74,Sysselsatte,2015,279
0415,10-33,0,15-74,Sysselsatte,2016,285
0415,10-33,0,15-74,Sysselsatte,2017,294
0415,10-33,0,15-74,Sysselsatte,2018,303
0415,10-33,0,15-74,Sysselsatte,2019,297
0415,84,0,15-74,Sysselsatte,2008,236
0415,84,0,15-74,Sysselsatte,2009,251
0415,84,0,15-74,Sysselsatte,2010,248
0415,84,0,15-74,Sysselsatte,2011,251
0415,84,0,15-74,Sysselsatte,2012,259
0415,84,0,15-74,Sysselsatte,2013,280
0415,84,0,15-74,Sysselsatte,2014,274
0415,84,0,15-74,Sysselsatte,2015,270
0415,84,0,15-74,Sysselsatte,2016,256
0415,84,0,15-74,Sysselsatte,2017,246
0415,84,0,15-74,Sysselsatte,2018,243
0415,84,0,15-74,Sysselsatte,2019,249
0415,85,0,15-74,Sysselsatte,2008,225
0415,85,0,15-74,Sysselsatte,2009,229
0415,85,0,15-74,Sysselsatte,2010,220
0415,85,0,15-74,Sysselsatte,2011,222
0415,85,0,15-74,Sysselsatte,2012,234
0415,85,0,15-74,Sysselsatte,2013,244
0415,85,0,15-74,Sysselsatte,2014,239
0415,85,0,15-74,Sysselsatte,2015,250
0415,85,0,15-74,Sysselsatte,2016,262
0415,85,0,15-74,Sysselsatte,2017,258
0415,85,0,15-74,Sysselsatte,2018,251
0415,85,0,15-74,Sysselsatte,2019,252
0415,86-88,0,15-74,Sysselsatte,2008,758
0415,86-88,0,15-74,Sysselsatte,2009,819
0415,86-88,0,15-74,Sysselsatte,2010,852
0415,86-88,0,15-74,Sysselsatte,2011,877
0415,86-88,0,15-74,Sysselsatte,2012,880
0415,86-88,0,15-74,Sysselsatte,2013,878
0415,86-88,0,15-74,Sysselsatte,2014,884
0415,86-88,0,15-74,Sysselsatte,2015,889
0415,86-88,0,15-74,Sysselsatte,2016,914
0415,86-88,0,15-74,Sysselsatte,2017,892
0415,86-88,0,15-74,Sysselsatte,2018,922
0415,86-88,0,15-74,Sysselsatte,2019,906
0417,00-99,0,15-74,Sysselsatte,2008,9481
0417,00-99,0,15-74,Sysselsatte,2009,9365
0417,00-99,0,15-74,Sysselsatte,2010,9314
0417,00-99,0,15-74,Sysselsatte,2011,9333
0417,00-99,0,15-74,Sysselsatte,2012,9444
0417,00-99,0,15-74,Sysselsatte,2013,9605
0417,00-99,0,15-74,Sysselsatte,2014,9779
0417,00-99,0,15-74,Sysselsatte,2015,9766
0417,00-99,0,15-74,Sysselsatte,2016,9829
0417,00-99,0,15-74,Sysselsatte,2017,10052
0417,00-99,0,15-74,Sysselsatte,2018,10173
0417,00-99,0,15-74,Sysselsatte,2019,10252
0417,01-03,0,15-74,Sysselsatte,2008,472
0417,01-03,0,15-74,Sysselsatte,2009,448
0417,01-03,0,15-74,Sysselsatte,2010,433
0417,01-03,0,15-74,Sysselsatte,2011,425
0417,01-03,0,15-74,Sysselsatte,2012,384
0417,01-03,0,15-74,Sysselsatte,2013,388
0417,01-03,0,15-74,Sysselsatte,2014,382
0417,01-03,0,15-74,Sysselsatte,2015,367
0417,01-03,0,15-74,Sysselsatte,2016,360
0417,01-03,0,15-74,Sysselsatte,2017,364
0417,01-03,0,15-74,Sysselsatte,2018,361
0417,01-03,0,15-74,Sysselsatte,2019,350
0417,10-33,0,15-74,Sysselsatte,2008,890
0417,10-33,0,15-74,Sysselsatte,2009,826
0417,10-33,0,15-74,Sysselsatte,2010,786
0417,10-33,0,15-74,Sysselsatte,2011,763
0417,10-33,0,15-74,Sysselsatte,2012,786
0417,10-33,0,15-74,Sysselsatte,2013,776
0417,10-33,0,15-74,Sysselsatte,2014,793
0417,10-33,0,15-74,Sysselsatte,2015,760
0417,10-33,0,15-74,Sysselsatte,2016,764
0417,10-33,0,15-74,Sysselsatte,2017,791
0417,10-33,0,15-74,Sysselsatte,2018,806
0417,10-33,0,15-74,Sysselsatte,2019,771
0417,84,0,15-74,Sysselsatte,2008,646
0417,84,0,15-74,Sysselsatte,2009,634
0417,84,0,15-74,Sysselsatte,2010,643
0417,84,0,15-74,Sysselsatte,2011,669
0417,84,0,15-74,Sysselsatte,2012,724
0417,84,0,15-74,Sysselsatte,2013,768
0417,84,0,15-74,Sysselsatte,2014,777
0417,84,0,15-74,Sysselsatte,2015,753
0417,84,0,15-74,Sysselsatte,2016,759
0417,84,0,15-74,Sysselsatte,2017,759
0417,84,0,15-74,Sysselsatte,2018,768
0417,84,0,15-74,Sysselsatte,2019,777
0417,85,0,15-74,Sysselsatte,2008,743
0417,85,0,15-74,Sysselsatte,2009,749
0417,85,0,15-74,Sysselsatte,2010,765
0417,85,0,15-74,Sysselsatte,2011,734
0417,85,0,15-74,Sysselsatte,2012,756
0417,85,0,15-74,Sysselsatte,2013,771
0417,85,0,15-74,Sysselsatte,2014,797
0417,85,0,15-74,Sysselsatte,2015,807
0417,85,0,15-74,Sysselsatte,2016,793
0417,85,0,15-74,Sysselsatte,2017,839
0417,85,0,15-74,Sysselsatte,2018,853
0417,85,0,15-74,Sysselsatte,2019,885
0417,86-88,0,15-74,Sysselsatte,2008,2052
0417,86-88,0,15-74,Sysselsatte,2009,2196
0417,86-88,0,15-74,Sysselsatte,2010,2216
0417,86-88,0,15-74,Sysselsatte,2011,2286
0417,86-88,0,15-74,Sysselsatte,2012,2304
0417,86-88,0,15-74,Sysselsatte,2013,2363
0417,86-88,0,15-74,Sysselsatte,2014,2358
0417,86-88,0,15-74,Sysselsatte,2015,2422
0417,86-88,0,15-74,Sysselsatte,2016,2439
0417,86-88,0,15-74,Sysselsatte,2017,2446
0417,86-88,0,15-74,Sysselsatte,2018,2496
0417,86-88,0,15-74,Sysselsatte,2019,2505
0418,00-99,0,15-74,Sysselsatte,2008,2460
0418,00-99,0,15-74,Sysselsatte,2009,2372
0418,00-99,0,15-74,Sysselsatte,2010,2357
0418,00-99,0,15-74,Sysselsatte,2011,2374
0418,00-99,0,15-74,Sysselsatte,2012,2372
0418,00-99,0,15-74,Sysselsatte,2013,2328
0418,00-99,0,15-74,Sysselsatte,2014,2332
0418,00-99,0,15-74,Sysselsatte,2015,2306
0418,00-99,0,15-74,Sysselsatte,2016,2303
0418,00-99,0,15-74,Sysselsatte,2017,2312
0418,00-99,0,15-74,Sysselsatte,2018,2314
0418,00-99,0,15-74,Sysselsatte,2019,2325
0418,01-03,0,15-74,Sysselsatte,2008,110
0418,01-03,0,15-74,Sysselsatte,2009,106
0418,01-03,0,15-74,Sysselsatte,2010,93
0418,01-03,0,15-74,Sysselsatte,2011,103
0418,01-03,0,15-74,Sysselsatte,2012,104
0418,01-03,0,15-74,Sysselsatte,2013,108
0418,01-03,0,15-74,Sysselsatte,2014,105
0418,01-03,0,15-74,Sysselsatte,2015,96
0418,01-03,0,15-74,Sysselsatte,2016,100
0418,01-03,0,15-74,Sysselsatte,2017,98
0418,01-03,0,15-74,Sysselsatte,2018,95
0418,01-03,0,15-74,Sysselsatte,2019,93
0418,10-33,0,15-74,Sysselsatte,2008,288
0418,10-33,0,15-74,Sysselsatte,2009,267
0418,10-33,0,15-74,Sysselsatte,2010,253
0418,10-33,0,15-74,Sysselsatte,2011,253
0418,10-33,0,15-74,Sysselsatte,2012,262
0418,10-33,0,15-74,Sysselsatte,2013,253
0418,10-33,0,15-74,Sysselsatte,2014,250
0418,10-33,0,15-74,Sysselsatte,2015,227
0418,10-33,0,15-74,Sysselsatte,2016,218
0418,10-33,0,15-74,Sysselsatte,2017,225
0418,10-33,0,15-74,Sysselsatte,2018,228
0418,10-33,0,15-74,Sysselsatte,2019,252
0418,84,0,15-74,Sysselsatte,2008,143
0418,84,0,15-74,Sysselsatte,2009,133
0418,84,0,15-74,Sysselsatte,2010,122
0418,84,0,15-74,Sysselsatte,2011,129
0418,84,0,15-74,Sysselsatte,2012,146
0418,84,0,15-74,Sysselsatte,2013,129
0418,84,0,15-74,Sysselsatte,2014,145
0418,84,0,15-74,Sysselsatte,2015,132
0418,84,0,15-74,Sysselsatte,2016,144
0418,84,0,15-74,Sysselsatte,2017,121
0418,84,0,15-74,Sysselsatte,2018,122
0418,84,0,15-74,Sysselsatte,2019,125
0418,85,0,15-74,Sysselsatte,2008,178
0418,85,0,15-74,Sysselsatte,2009,170
0418,85,0,15-74,Sysselsatte,2010,176
0418,85,0,15-74,Sysselsatte,2011,183
0418,85,0,15-74,Sysselsatte,2012,185
0418,85,0,15-74,Sysselsatte,2013,184
0418,85,0,15-74,Sysselsatte,2014,169
0418,85,0,15-74,Sysselsatte,2015,179
0418,85,0,15-74,Sysselsatte,2016,175
0418,85,0,15-74,Sysselsatte,2017,185
0418,85,0,15-74,Sysselsatte,2018,184
0418,85,0,15-74,Sysselsatte,2019,185
0418,86-88,0,15-74,Sysselsatte,2008,492
0418,86-88,0,15-74,Sysselsatte,2009,513
0418,86-88,0,15-74,Sysselsatte,2010,527
0418,86-88,0,15-74,Sysselsatte,2011,517
0418,86-88,0,15-74,Sysselsatte,2012,504
0418,86-88,0,15-74,Sysselsatte,2013,489
0418,86-88,0,15-74,Sysselsatte,2014,517
0418,86-88,0,15-74,Sysselsatte,2015,542
0418,86-88,0,15-74,Sysselsatte,2016,549
0418,86-88,0,15-74,Sysselsatte,2017,562
0418,86-88,0,15-74,Sysselsatte,2018,576
0418,86-88,0,15-74,Sysselsatte,2019,582
0419,00-99,0,15-74,Sysselsatte,2008,3971
0419,00-99,0,15-74,Sysselsatte,2009,3848
0419,00-99,0,15-74,Sysselsatte,2010,3842
0419,00-99,0,15-74,Sysselsatte,2011,3859
0419,00-99,0,15-74,Sysselsatte,2012,3838
0419,00-99,0,15-74,Sysselsatte,2013,3840
0419,00-99,0,15-74,Sysselsatte,2014,3894
0419,00-99,0,15-74,Sysselsatte,2015,3855
0419,00-99,0,15-74,Sysselsatte,2016,3871
0419,00-99,0,15-74,Sysselsatte,2017,3882
0419,00-99,0,15-74,Sysselsatte,2018,3873
0419,00-99,0,15-74,Sysselsatte,2019,3922
0419,01-03,0,15-74,Sysselsatte,2008,167
0419,01-03,0,15-74,Sysselsatte,2009,166
0419,01-03,0,15-74,Sysselsatte,2010,153
0419,01-03,0,15-74,Sysselsatte,2011,134
0419,01-03,0,15-74,Sysselsatte,2012,156
0419,01-03,0,15-74,Sysselsatte,2013,153
0419,01-03,0,15-74,Sysselsatte,2014,151
0419,01-03,0,15-74,Sysselsatte,2015,155
0419,01-03,0,15-74,Sysselsatte,2016,156
0419,01-03,0,15-74,Sysselsatte,2017,147
0419,01-03,0,15-74,Sysselsatte,2018,133
0419,01-03,0,15-74,Sysselsatte,2019,136
0419,10-33,0,15-74,Sysselsatte,2008,493
0419,10-33,0,15-74,Sysselsatte,2009,464
0419,10-33,0,15-74,Sysselsatte,2010,418
0419,10-33,0,15-74,Sysselsatte,2011,423
0419,10-33,0,15-74,Sysselsatte,2012,416
0419,10-33,0,15-74,Sysselsatte,2013,404
0419,10-33,0,15-74,Sysselsatte,2014,387
0419,10-33,0,15-74,Sysselsatte,2015,373
0419,10-33,0,15-74,Sysselsatte,2016,355
0419,10-33,0,15-74,Sysselsatte,2017,369
0419,10-33,0,15-74,Sysselsatte,2018,363
0419,10-33,0,15-74,Sysselsatte,2019,362
0419,84,0,15-74,Sysselsatte,2008,232
0419,84,0,15-74,Sysselsatte,2009,243
0419,84,0,15-74,Sysselsatte,2010,247
0419,84,0,15-74,Sysselsatte,2011,248
0419,84,0,15-74,Sysselsatte,2012,232
0419,84,0,15-74,Sysselsatte,2013,233
0419,84,0,15-74,Sysselsatte,2014,254
0419,84,0,15-74,Sysselsatte,2015,237
0419,84,0,15-74,Sysselsatte,2016,253
0419,84,0,15-74,Sysselsatte,2017,255
0419,84,0,15-74,Sysselsatte,2018,244
0419,84,0,15-74,Sysselsatte,2019,237
0419,85,0,15-74,Sysselsatte,2008,233
0419,85,0,15-74,Sysselsatte,2009,242
0419,85,0,15-74,Sysselsatte,2010,241
0419,85,0,15-74,Sysselsatte,2011,232
0419,85,0,15-74,Sysselsatte,2012,229
0419,85,0,15-74,Sysselsatte,2013,236
0419,85,0,15-74,Sysselsatte,2014,249
0419,85,0,15-74,Sysselsatte,2015,238
0419,85,0,15-74,Sysselsatte,2016,248
0419,85,0,15-74,Sysselsatte,2017,240
0419,85,0,15-74,Sysselsatte,2018,244
0419,85,0,15-74,Sysselsatte,2019,244
0419,86-88,0,15-74,Sysselsatte,2008,705
0419,86-88,0,15-74,Sysselsatte,2009,701
0419,86-88,0,15-74,Sysselsatte,2010,721
0419,86-88,0,15-74,Sysselsatte,2011,707
0419,86-88,0,15-74,Sysselsatte,2012,692
0419,86-88,0,15-74,Sysselsatte,2013,719
0419,86-88,0,15-74,Sysselsatte,2014,725
0419,86-88,0,15-74,Sysselsatte,2015,723
0419,86-88,0,15-74,Sysselsatte,2016,744
0419,86-88,0,15-74,Sysselsatte,2017,761
0419,86-88,0,15-74,Sysselsatte,2018,779
0419,86-88,0,15-74,Sysselsatte,2019,814
0420,00-99,0,15-74,Sysselsatte,2008,2939
0420,00-99,0,15-74,Sysselsatte,2009,2825
0420,00-99,0,15-74,Sysselsatte,2010,2789
0420,00-99,0,15-74,Sysselsatte,2011,2772
0420,00-99,0,15-74,Sysselsatte,2012,2831
0420,00-99,0,15-74,Sysselsatte,2013,2822
0420,00-99,0,15-74,Sysselsatte,2014,2791
0420,00-99,0,15-74,Sysselsatte,2015,2758
0420,00-99,0,15-74,Sysselsatte,2016,2789
0420,00-99,0,15-74,Sysselsatte,2017,2819
0420,00-99,0,15-74,Sysselsatte,2018,2754
0420,00-99,0,15-74,Sysselsatte,2019,2749
0420,01-03,0,15-74,Sysselsatte,2008,170
0420,01-03,0,15-74,Sysselsatte,2009,178
0420,01-03,0,15-74,Sysselsatte,2010,148
0420,01-03,0,15-74,Sysselsatte,2011,139
0420,01-03,0,15-74,Sysselsatte,2012,183
0420,01-03,0,15-74,Sysselsatte,2013,175
0420,01-03,0,15-74,Sysselsatte,2014,163
0420,01-03,0,15-74,Sysselsatte,2015,163
0420,01-03,0,15-74,Sysselsatte,2016,155
0420,01-03,0,15-74,Sysselsatte,2017,161
0420,01-03,0,15-74,Sysselsatte,2018,148
0420,01-03,0,15-74,Sysselsatte,2019,131
0420,10-33,0,15-74,Sysselsatte,2008,468
0420,10-33,0,15-74,Sysselsatte,2009,398
0420,10-33,0,15-74,Sysselsatte,2010,381
0420,10-33,0,15-74,Sysselsatte,2011,368
0420,10-33,0,15-74,Sysselsatte,2012,361
0420,10-33,0,15-74,Sysselsatte,2013,346
0420,10-33,0,15-74,Sysselsatte,2014,332
0420,10-33,0,15-74,Sysselsatte,2015,319
0420,10-33,0,15-74,Sysselsatte,2016,332
0420,10-33,0,15-74,Sysselsatte,2017,321
0420,10-33,0,15-74,Sysselsatte,2018,301
0420,10-33,0,15-74,Sysselsatte,2019,318
0420,84,0,15-74,Sysselsatte,2008,154
0420,84,0,15-74,Sysselsatte,2009,160
0420,84,0,15-74,Sysselsatte,2010,160
0420,84,0,15-74,Sysselsatte,2011,162
0420,84,0,15-74,Sysselsatte,2012,176
0420,84,0,15-74,Sysselsatte,2013,185
0420,84,0,15-74,Sysselsatte,2014,183
0420,84,0,15-74,Sysselsatte,2015,170
0420,84,0,15-74,Sysselsatte,2016,182
0420,84,0,15-74,Sysselsatte,2017,186
0420,84,0,15-74,Sysselsatte,2018,183
0420,84,0,15-74,Sysselsatte,2019,175
0420,85,0,15-74,Sysselsatte,2008,177
0420,85,0,15-74,Sysselsatte,2009,159
0420,85,0,15-74,Sysselsatte,2010,176
0420,85,0,15-74,Sysselsatte,2011,172
0420,85,0,15-74,Sysselsatte,2012,154
0420,85,0,15-74,Sysselsatte,2013,158
0420,85,0,15-74,Sysselsatte,2014,149
0420,85,0,15-74,Sysselsatte,2015,152
0420,85,0,15-74,Sysselsatte,2016,160
0420,85,0,15-74,Sysselsatte,2017,160
0420,85,0,15-74,Sysselsatte,2018,154
0420,85,0,15-74,Sysselsatte,2019,164
0420,86-88,0,15-74,Sysselsatte,2008,575
0420,86-88,0,15-74,Sysselsatte,2009,574
0420,86-88,0,15-74,Sysselsatte,2010,584
0420,86-88,0,15-74,Sysselsatte,2011,598
0420,86-88,0,15-74,Sysselsatte,2012,596
0420,86-88,0,15-74,Sysselsatte,2013,603
0420,86-88,0,15-74,Sysselsatte,2014,620
0420,86-88,0,15-74,Sysselsatte,2015,642
0420,86-88,0,15-74,Sysselsatte,2016,656
0420,86-88,0,15-74,Sysselsatte,2017,684
0420,86-88,0,15-74,Sysselsatte,2018,687
0420,86-88,0,15-74,Sysselsatte,2019,684
0423,00-99,0,15-74,Sysselsatte,2008,2425
0423,00-99,0,15-74,Sysselsatte,2009,2342
0423,00-99,0,15-74,Sysselsatte,2010,2325
0423,00-99,0,15-74,Sysselsatte,2011,2303
0423,00-99,0,15-74,Sysselsatte,2012,2269
0423,00-99,0,15-74,Sysselsatte,2013,2242
0423,00-99,0,15-74,Sysselsatte,2014,2206
0423,00-99,0,15-74,Sysselsatte,2015,2125
0423,00-99,0,15-74,Sysselsatte,2016,2133
0423,00-99,0,15-74,Sysselsatte,2017,2133
0423,00-99,0,15-74,Sysselsatte,2018,2084
0423,00-99,0,15-74,Sysselsatte,2019,2052
0423,01-03,0,15-74,Sysselsatte,2008,276
0423,01-03,0,15-74,Sysselsatte,2009,269
0423,01-03,0,15-74,Sysselsatte,2010,259
0423,01-03,0,15-74,Sysselsatte,2011,241
0423,01-03,0,15-74,Sysselsatte,2012,221
0423,01-03,0,15-74,Sysselsatte,2013,216
0423,01-03,0,15-74,Sysselsatte,2014,215
0423,01-03,0,15-74,Sysselsatte,2015,217
0423,01-03,0,15-74,Sysselsatte,2016,220
0423,01-03,0,15-74,Sysselsatte,2017,217
0423,01-03,0,15-74,Sysselsatte,2018,191
0423,01-03,0,15-74,Sysselsatte,2019,192
0423,10-33,0,15-74,Sysselsatte,2008,355
0423,10-33,0,15-74,Sysselsatte,2009,346
0423,10-33,0,15-74,Sysselsatte,2010,331
0423,10-33,0,15-74,Sysselsatte,2011,332
0423,10-33,0,15-74,Sysselsatte,2012,311
0423,10-33,0,15-74,Sysselsatte,2013,294
0423,10-33,0,15-74,Sysselsatte,2014,280
0423,10-33,0,15-74,Sysselsatte,2015,255
0423,10-33,0,15-74,Sysselsatte,2016,262
0423,10-33,0,15-74,Sysselsatte,2017,277
0423,10-33,0,15-74,Sysselsatte,2018,278
0423,10-33,0,15-74,Sysselsatte,2019,258
0423,84,0,15-74,Sysselsatte,2008,130
0423,84,0,15-74,Sysselsatte,2009,128
0423,84,0,15-74,Sysselsatte,2010,120
0423,84,0,15-74,Sysselsatte,2011,116
0423,84,0,15-74,Sysselsatte,2012,114
0423,84,0,15-74,Sysselsatte,2013,123
0423,84,0,15-74,Sysselsatte,2014,122
0423,84,0,15-74,Sysselsatte,2015,113
0423,84,0,15-74,Sysselsatte,2016,124
0423,84,0,15-74,Sysselsatte,2017,117
0423,84,0,15-74,Sysselsatte,2018,110
0423,84,0,15-74,Sysselsatte,2019,107
0423,85,0,15-74,Sysselsatte,2008,136
0423,85,0,15-74,Sysselsatte,2009,141
0423,85,0,15-74,Sysselsatte,2010,151
0423,85,0,15-74,Sysselsatte,2011,140
0423,85,0,15-74,Sysselsatte,2012,143
0423,85,0,15-74,Sysselsatte,2013,143
0423,85,0,15-74,Sysselsatte,2014,139
0423,85,0,15-74,Sysselsatte,2015,125
0423,85,0,15-74,Sysselsatte,2016,125
0423,85,0,15-74,Sysselsatte,2017,137
0423,85,0,15-74,Sysselsatte,2018,133
0423,85,0,15-74,Sysselsatte,2019,135
0423,86-88,0,15-74,Sysselsatte,2008,449
0423,86-88,0,15-74,Sysselsatte,2009,441
0423,86-88,0,15-74,Sysselsatte,2010,460
0423,86-88,0,15-74,Sysselsatte,2011,476
0423,86-88,0,15-74,Sysselsatte,2012,481
0423,86-88,0,15-74,Sysselsatte,2013,489
0423,86-88,0,15-74,Sysselsatte,2014,490
0423,86-88,0,15-74,Sysselsatte,2015,464
0423,86-88,0,15-74,Sysselsatte,2016,494
0423,86-88,0,15-74,Sysselsatte,2017,483
0423,86-88,0,15-74,Sysselsatte,2018,460
0423,86-88,0,15-74,Sysselsatte,2019,464
0425,00-99,0,15-74,Sysselsatte,2008,3646
0425,00-99,0,15-74,Sysselsatte,2009,3565
0425,00-99,0,15-74,Sysselsatte,2010,3446
0425,00-99,0,15-74,Sysselsatte,2011,3422
0425,00-99,0,15-74,Sysselsatte,2012,3417
0425,00-99,0,15-74,Sysselsatte,2013,3353
0425,00-99,0,15-74,Sysselsatte,2014,3350
0425,00-99,0,15-74,Sysselsatte,2015,3319
0425,00-99,0,15-74,Sysselsatte,2016,3317
0425,00-99,0,15-74,Sysselsatte,2017,3281
0425,00-99,0,15-74,Sysselsatte,2018,3305
0425,00-99,0,15-74,Sysselsatte,2019,3265
0425,01-03,0,15-74,Sysselsatte,2008,372
0425,01-03,0,15-74,Sysselsatte,2009,349
0425,01-03,0,15-74,Sysselsatte,2010,325
0425,01-03,0,15-74,Sysselsatte,2011,313
0425,01-03,0,15-74,Sysselsatte,2012,317
0425,01-03,0,15-74,Sysselsatte,2013,328
0425,01-03,0,15-74,Sysselsatte,2014,340
0425,01-03,0,15-74,Sysselsatte,2015,326
0425,01-03,0,15-74,Sysselsatte,2016,322
0425,01-03,0,15-74,Sysselsatte,2017,325
0425,01-03,0,15-74,Sysselsatte,2018,318
0425,01-03,0,15-74,Sysselsatte,2019,300
0425,10-33,0,15-74,Sysselsatte,2008,498
0425,10-33,0,15-74,Sysselsatte,2009,464
0425,10-33,0,15-74,Sysselsatte,2010,406
0425,10-33,0,15-74,Sysselsatte,2011,399
0425,10-33,0,15-74,Sysselsatte,2012,384
0425,10-33,0,15-74,Sysselsatte,2013,367
0425,10-33,0,15-74,Sysselsatte,2014,365
0425,10-33,0,15-74,Sysselsatte,2015,318
0425,10-33,0,15-74,Sysselsatte,2016,319
0425,10-33,0,15-74,Sysselsatte,2017,311
0425,10-33,0,15-74,Sysselsatte,2018,318
0425,10-33,0,15-74,Sysselsatte,2019,313
0425,84,0,15-74,Sysselsatte,2008,161
0425,84,0,15-74,Sysselsatte,2009,153
0425,84,0,15-74,Sysselsatte,2010,170
0425,84,0,15-74,Sysselsatte,2011,169
0425,84,0,15-74,Sysselsatte,2012,161
0425,84,0,15-74,Sysselsatte,2013,163
