kode,naering,kjonn,alder,variabel,aar,verdi
3101,00-99,0,15-74,Sysselsatte,2024,14295
3101,00-99,0,15-74,Sysselsatte,2025,14261
3101,01-03,0,15-74,Sysselsatte,2024,219
3101,01-03,0,15-74,Sysselsatte,2025,221
3101,10-33,0,15-74,Sysselsatte,2024,2283
3101,10-33,0,15-74,Sysselsatte,2025,2285
3101,84,0,15-74,Sysselsatte,2024,892
3101,84,0,15-74,Sysselsatte,2025,1027
3101,85,0,15-74,Sysselsatte,2024,1420
3101,85,0,15-74,Sysselsatte,2025,1394
3101,86-88,0,15-74,Sysselsatte,2024,3132
3101,86-88,0,15-74,Sysselsatte,2025,3192
3103,00-99,0,15-74,Sysselsatte,2024,25152
3103,00-99,0,15-74,Sysselsatte,2025,25062
3103,01-03,0,15-74,Sysselsatte,2024,262
3103,01-03,0,15-74,Sysselsatte,2025,268
3103,10-33,0,15-74,Sysselsatte,2024,1455
3103,10-33,0,15-74,Sysselsatte,2025,1578
3103,84,0,15-74,Sysselsatte,2024,1999
3103,84,0,15-74,Sysselsatte,2025,2041
3103,85,0,15-74,Sysselsatte,2024,1906
3103,85,0,15-74,Sysselsatte,2025,1853
3103,86-88,0,15-74,Sysselsatte,2024,5546
3103,86-88,0,15-74,Sysselsatte,2025,5464
3105,00-99,0,15-74,Sysselsatte,2024,27612
3105,00-99,0,15-74,Sysselsatte,2025,27659
3105,01-03,0,15-74,Sysselsatte,2024,274
3105,01-03,0,15-74,Sysselsatte,2025,264
3105,10-33,0,15-74,Sysselsatte,2024,2972
3105,10-33,0,15-74,Sysselsatte,2025,3034
3105,84,0,15-74,Sysselsatte,2024,1516
3105,84,0,15-74,Sysselsatte,2025,1559
3105,85,0,15-74,Sysselsatte,2024,2056
3105,85,0,15-74,Sysselsatte,2025,2096
3105,86-88,0,15-74,Sysselsatte,2024,6624
3105,86-88,0,15-74,Sysselsatte,2025,6669
3107,00-99,0,15-74,Sysselsatte,2024,40283
3107,00-99,0,15-74,Sysselsatte,2025,40006
3107,01-03,0,15-74,Sysselsatte,2024,228
3107,01-03,0,15-74,Sysselsatte,2025,234
3107,10-33,0,15-74,Sysselsatte,2024,3634
3107,10-33,0,15-74,Sysselsatte,2025,3655
3107,84,0,15-74,Sysselsatte,2024,2201
3107,84,0,15-74,Sysselsatte,2025,2352
3107,85,0,15-74,Sysselsatte,2024,3289
3107,85,0,15-74,Sysselsatte,2025,3314
3107,86-88,0,15-74,Sysselsatte,2024,10241
3107,86-88,0,15-74,Sysselsatte,2025,10062
3110,00-99,0,15-74,Sysselsatte,2024,2146
3110,00-99,0,15-74,Sysselsatte,2025,2061
3110,01-03,0,15-74,Sysselsatte,2024,54
3110,01-03,0,15-74,Sysselsatte,2025,52
3110,10-33,0,15-74,Sysselsatte,2024,158
3110,10-33,0,15-74,Sysselsatte,2025,154
3110,84,0,15-74,Sysselsatte,2024,171
3110,84,0,15-74,Sysselsatte,2025,176
3110,85,0,15-74,Sysselsatte,2024,189
3110,85,0,15-74,Sysselsatte,2025,174
3110,86-88,0,15-74,Sysselsatte,2024,467
3110,86-88,0,15-74,Sysselsatte,2025,432
3112,00-99,0,15-74,Sysselsatte,2024,3831
3112,00-99,0,15-74,Sysselsatte,2025,3827
3112,01-03,0,15-74,Sysselsatte,2024,130
3112,01-03,0,15-74,Sysselsatte,2025,131
3112,10-33,0,15-74,Sysselsatte,2024,294
3112,10-33,0,15-74,Sysselsatte,2025,310
3112,84,0,15-74,Sysselsatte,2024,207
3112,84,0,15-74,Sysselsatte,2025,212
3112,85,0,15-74,Sysselsatte,2024,297
3112,85,0,15-74,Sysselsatte,2025,287
3112,86-88,0,15-74,Sysselsatte,2024,815
3112,86-88,0,15-74,Sysselsatte,2025,809
3114,00-99,0,15-74,Sysselsatte,2024,3094
3114,00-99,0,15-74,Sysselsatte,2025,3161
3114,01-03,0,15-74,Sysselsatte,2024,82
3114,01-03,0,15-74,Sysselsatte,2025,88
3114,10-33,0,15-74,Sysselsatte,2024,204
3114,10-33,0,15-74,Sysselsatte,2025,211
3114,84,0,15-74,Sysselsatte,2024,161
3114,84,0,15-74,Sysselsatte,2025,177
3114,85,0,15-74,Sysselsatte,2024,214
3114,85,0,15-74,Sysselsatte,2025,213
3114,86-88,0,15-74,Sysselsatte,2024,632
3114,86-88,0,15-74,Sysselsatte,2025,623
3116,00-99,0,15-74,Sysselsatte,2024,1964
3116,00-99,0,15-74,Sysselsatte,2025,1969
3116,01-03,0,15-74,Sysselsatte,2024,79
3116,01-03,0,15-74,Sysselsatte,2025,77
3116,10-33,0,15-74,Sysselsatte,2024,141
3116,10-33,0,15-74,Sysselsatte,2025,154
3116,84,0,15-74,Sysselsatte,2024,86
3116,84,0,15-74,Sysselsatte,2025,91
3116,85,0,15-74,Sysselsatte,2024,147
3116,85,0,15-74,Sysselsatte,2025,143
3116,86-88,0,15-74,Sysselsatte,2024,375
3116,86-88,0,15-74,Sysselsatte,2025,377
3118,00-99,0,15-74,Sysselsatte,2024,22818
3118,00-99,0,15-74,Sysselsatte,2025,22818
3118,01-03,0,15-74,Sysselsatte,2024,576
3118,01-03,0,15-74,Sysselsatte,2025,569
3118,10-33,0,15-74,Sysselsatte,2024,1747
3118,10-33,0,15-74,Sysselsatte,2025,1729
3118,84,0,15-74,Sysselsatte,2024,1196
3118,84,0,15-74,Sysselsatte,2025,1181
3118,85,0,15-74,Sysselsatte,2024,1711
3118,85,0,15-74,Sysselsatte,2025,1702
3118,86-88,0,15-74,Sysselsatte,2024,4272
3118,86-88,0,15-74,Sysselsatte,2025,4308
3120,00-99,0,15-74,Sysselsatte,2024,4117
3120,00-99,0,15-74,Sysselsatte,2025,4161
3120,01-03,0,15-74,Sysselsatte,2024,230
3120,01-03,0,15-74,Sysselsatte,2025,229
3120,10-33,0,15-74,Sysselsatte,2024,544
3120,10-33,0,15-74,Sysselsatte,2025,549
3120,84,0,15-74,Sysselsatte,2024,185
3120,84,0,15-74,Sysselsatte,2025,201
3120,85,0,15-74,Sysselsatte,2024,288
3120,85,0,15-74,Sysselsatte,2025,280
3120,86-88,0,15-74,Sysselsatte,2024,830
3120,86-88,0,15-74,Sysselsatte,2025,829
3122,00-99,0,15-74,Sysselsatte,2024,1675
3122,00-99,0,15-74,Sysselsatte,2025,1664
3122,01-03,0,15-74,Sysselsatte,2024,127
3122,01-03,0,15-74,Sysselsatte,2025,138
3122,10-33,0,15-74,Sysselsatte,2024,140
3122,10-33,0,15-74,Sysselsatte,2025,135
3122,84,0,15-74,Sysselsatte,2024,100
3122,84,0,15-74,Sysselsatte,2025,89
3122,85,0,15-74,Sysselsatte,2024,141
3122,85,0,15-74,Sysselsatte,2025,138
3122,86-88,0,15-74,Sysselsatte,2024,308
3122,86-88,0,15-74,Sysselsatte,2025,291
3124,00-99,0,15-74,Sysselsatte,2024,642
3124,00-99,0,15-74,Sysselsatte,2025,648
3124,01-03,0,15-74,Sysselsatte,2024,48
3124,01-03,0,15-74,Sysselsatte,2025,56
3124,10-33,0,15-74,Sysselsatte,2024,96
3124,10-33,0,15-74,Sysselsatte,2025,93
3124,84,0,15-74,Sysselsatte,2024,37
3124,84,0,15-74,Sysselsatte,2025,40
3124,85,0,15-74,Sysselsatte,2024,47
3124,85,0,15-74,Sysselsatte,2025,51
3124,86-88,0,15-74,Sysselsatte,2024,133
3124,86-88,0,15-74,Sysselsatte,2025,124
3201,00-99,0,15-74,Sysselsatte,2024,68243
3201,00-99,0,15-74,Sysselsatte,2025,68597
3201,01-03,0,15-74,Sysselsatte,2024,213
3201,01-03,0,15-74,Sysselsatte,2025,196
3201,10-33,0,15-74,Sysselsatte,2024,2299
3201,10-33,0,15-74,Sysselsatte,2025,2298
3201,84,0,15-74,Sysselsatte,2024,5037
3201,84,0,15-74,Sysselsatte,2025,5177
3201,85,0,15-74,Sysselsatte,2024,4594
3201,85,0,15-74,Sysselsatte,2025,4619
3201,86-88,0,15-74,Sysselsatte,2024,11725
3201,86-88,0,15-74,Sysselsatte,2025,11812
3203,00-99,0,15-74,Sysselsatte,2024,51704
3203,00-99,0,15-74,Sysselsatte,2025,52138
3203,01-03,0,15-74,Sysselsatte,2024,313
3203,01-03,0,15-74,Sysselsatte,2025,287
3203,10-33,0,15-74,Sysselsatte,2024,2417
3203,10-33,0,15-74,Sysselsatte,2025,2544
3203,84,0,15-74,Sysselsatte,2024,3547
3203,84,0,15-74,Sysselsatte,2025,3645
3203,85,0,15-74,Sysselsatte,2024,3581
3203,85,0,15-74,Sysselsatte,2025,3513
3203,86-88,0,15-74,Sysselsatte,2024,9630
3203,86-88,0,15-74,Sysselsatte,2025,9710
3205,00-99,0,15-74,Sysselsatte,2024,50697
3205,00-99,0,15-74,Sysselsatte,2025,50938
3205,01-03,0,15-74,Sysselsatte,2024,273
3205,01-03,0,15-74,Sysselsatte,2025,304
3205,10-33,0,15-74,Sysselsatte,2024,2282
3205,10-33,0,15-74,Sysselsatte,2025,2290
3205,84,0,15-74,Sysselsatte,2024,3703
3205,84,0,15-74,Sysselsatte,2025,3723
3205,85,0,15-74,Sysselsatte,2024,3114
3205,85,0,15-74,Sysselsatte,2025,3109
3205,86-88,0,15-74,Sysselsatte,2024,9077
3205,86-88,0,15-74,Sysselsatte,2025,9309
3207,00-99,0,15-74,Sysselsatte,2024,33008
3207,00-99,0,15-74,Sysselsatte,2025,33193
3207,01-03,0,15-74,Sysselsatte,2024,119
3207,01-03,0,15-74,Sysselsatte,2025,134
3207,10-33,0,15-74,Sysselsatte,2024,1072
3207,10-33,0,15-74,Sysselsatte,2025,1100
3207,84,0,15-74,Sysselsatte,2024,2820
3207,84,0,15-74,Sysselsatte,2025,2875
3207,85,0,15-74,Sysselsatte,2024,2532
3207,85,0,15-74,Sysselsatte,2025,2462
3207,86-88,0,15-74,Sysselsatte,2024,5498
3207,86-88,0,15-74,Sysselsatte,2025,5517
3209,00-99,0,15-74,Sysselsatte,2024,23360
3209,00-99,0,15-74,Sysselsatte,2025,23789
3209,01-03,0,15-74,Sysselsatte,2024,210
3209,01-03,0,15-74,Sysselsatte,2025,207
3209,10-33,0,15-74,Sysselsatte,2024,966
3209,10-33,0,15-74,Sysselsatte,2025,1025
3209,84,0,15-74,Sysselsatte,2024,1804
3209,84,0,15-74,Sysselsatte,2025,1857
3209,85,0,15-74,Sysselsatte,2024,1299
3209,85,0,15-74,Sysselsatte,2025,1347
3209,86-88,0,15-74,Sysselsatte,2024,3728
3209,86-88,0,15-74,Sysselsatte,2025,3750
3212,00-99,0,15-74,Sysselsatte,2024,10487
3212,00-99,0,15-74,Sysselsatte,2025,10554
3212,01-03,0,15-74,Sysselsatte,2024,57
3212,01-03,0,15-74,Sysselsatte,2025,51
3212,10-33,0,15-74,Sysselsatte,2024,218
3212,10-33,0,15-74,Sysselsatte,2025,219
3212,84,0,15-74,Sysselsatte,2024,927
3212,84,0,15-74,Sysselsatte,2025,961
3212,85,0,15-74,Sysselsatte,2024,1117
3212,85,0,15-74,Sysselsatte,2025,1106
3212,86-88,0,15-74,Sysselsatte,2024,2147
3212,86-88,0,15-74,Sysselsatte,2025,2165
3214,00-99,0,15-74,Sysselsatte,2024,8350
3214,00-99,0,15-74,Sysselsatte,2025,8341
3214,01-03,0,15-74,Sysselsatte,2024,76
3214,01-03,0,15-74,Sysselsatte,2025,97
3214,10-33,0,15-74,Sysselsatte,2024,247
3214,10-33,0,15-74,Sysselsatte,2025,238
3214,84,0,15-74,Sysselsatte,2024,654
3214,84,0,15-74,Sysselsatte,2025,630
3214,85,0,15-74,Sysselsatte,2024,728
3214,85,0,15-74,Sysselsatte,2025,714
3214,86-88,0,15-74,Sysselsatte,2024,1397
3214,86-88,0,15-74,Sysselsatte,2025,1410
3216,00-99,0,15-74,Sysselsatte,2024,9909
3216,00-99,0,15-74,Sysselsatte,2025,10026
3216,01-03,0,15-74,Sysselsatte,2024,91
3216,01-03,0,15-74,Sysselsatte,2025,91
3216,10-33,0,15-74,Sysselsatte,2024,405
3216,10-33,0,15-74,Sysselsatte,2025,441
3216,84,0,15-74,Sysselsatte,2024,671
3216,84,0,15-74,Sysselsatte,2025,677
3216,85,0,15-74,Sysselsatte,2024,752
3216,85,0,15-74,Sysselsatte,2025,755
3216,86-88,0,15-74,Sysselsatte,2024,1754
3216,86-88,0,15-74,Sysselsatte,2025,1759
3218,00-99,0,15-74,Sysselsatte,2024,11616
3218,00-99,0,15-74,Sysselsatte,2025,11761
3218,01-03,0,15-74,Sysselsatte,2024,155
3218,01-03,0,15-74,Sysselsatte,2025,152
3218,10-33,0,15-74,Sysselsatte,2024,359
3218,10-33,0,15-74,Sysselsatte,2025,365
3218,84,0,15-74,Sysselsatte,2024,820
3218,84,0,15-74,Sysselsatte,2025,898
3218,85,0,15-74,Sysselsatte,2024,1409
3218,85,0,15-74,Sysselsatte,2025,1423
3218,86-88,0,15-74,Sysselsatte,2024,1773
3218,86-88,0,15-74,Sysselsatte,2025,1813
3220,00-99,0,15-74,Sysselsatte,2024,5970
3220,00-99,0,15-74,Sysselsatte,2025,6028
3220,01-03,0,15-74,Sysselsatte,2024,81
3220,01-03,0,15-74,Sysselsatte,2025,77
3220,10-33,0,15-74,Sysselsatte,2024,212
3220,10-33,0,15-74,Sysselsatte,2025,216
3220,84,0,15-74,Sysselsatte,2024,343
3220,84,0,15-74,Sysselsatte,2025,360
3220,85,0,15-74,Sysselsatte,2024,411
3220,85,0,15-74,Sysselsatte,2025,414
3220,86-88,0,15-74,Sysselsatte,2024,1087
3220,86-88,0,15-74,Sysselsatte,2025,1099
3222,00-99,0,15-74,Sysselsatte,2024,26252
3222,00-99,0,15-74,Sysselsatte,2025,26778
3222,01-03,0,15-74,Sysselsatte,2024,52
3222,01-03,0,15-74,Sysselsatte,2025,57
3222,10-33,0,15-74,Sysselsatte,2024,968
3222,10-33,0,15-74,Sysselsatte,2025,1003
3222,84,0,15-74,Sysselsatte,2024,1518
3222,84,0,15-74,Sysselsatte,2025,1627
3222,85,0,15-74,Sysselsatte,2024,1578
3222,85,0,15-74,Sysselsatte,2025,1603
3222,86-88,0,15-74,Sysselsatte,2024,5595
3222,86-88,0,15-74,Sysselsatte,2025,5783
3224,00-99,0,15-74,Sysselsatte,2024,10934
3224,00-99,0,15-74,Sysselsatte,2025,11063
3224,01-03,0,15-74,Sysselsatte,2024,23
3224,01-03,0,15-74,Sysselsatte,2025,23
3224,10-33,0,15-74,Sysselsatte,2024,445
3224,10-33,0,15-74,Sysselsatte,2025,445
3224,84,0,15-74,Sysselsatte,2024,738
3224,84,0,15-74,Sysselsatte,2025,747
3224,85,0,15-74,Sysselsatte,2024,737
3224,85,0,15-74,Sysselsatte,2025,732
3224,86-88,0,15-74,Sysselsatte,2024,2172
3224,86-88,0,15-74,Sysselsatte,2025,2217
3226,00-99,0,15-74,Sysselsatte,2024,8919
3226,00-99,0,15-74,Sysselsatte,2025,8915
3226,01-03,0,15-74,Sysselsatte,2024,224
3226,01-03,0,15-74,Sysselsatte,2025,234
3226,10-33,0,15-74,Sysselsatte,2024,695
3226,10-33,0,15-74,Sysselsatte,2025,672
3226,84,0,15-74,Sysselsatte,2024,388
3226,84,0,15-74,Sysselsatte,2025,387
3226,85,0,15-74,Sysselsatte,2024,661
3226,85,0,15-74,Sysselsatte,2025,674
3226,86-88,0,15-74,Sysselsatte,2024,1720
3226,86-88,0,15-74,Sysselsatte,2025,1731
3228,00-99,0,15-74,Sysselsatte,2024,12536
3228,00-99,0,15-74,Sysselsatte,2025,12497
3228,01-03,0,15-74,Sysselsatte,2024,271
3228,01-03,0,15-74,Sysselsatte,2025,269
3228,10-33,0,15-74,Sysselsatte,2024,591
3228,10-33,0,15-74,Sysselsatte,2025,591
3228,84,0,15-74,Sysselsatte,2024,757
3228,84,0,15-74,Sysselsatte,2025,795
3228,85,0,15-74,Sysselsatte,2024,903
3228,85,0,15-74,Sysselsatte,2025,904
3228,86-88,0,15-74,Sysselsatte,2024,2375
3228,86-88,0,15-74,Sysselsatte,2025,2373
3230,00-99,0,15-74,Sysselsatte,2024,3996
3230,00-99,0,15-74,Sysselsatte,2025,3954
3230,01-03,0,15-74,Sysselsatte,2024,44
3230,01-03,0,15-74,Sysselsatte,2025,48
3230,10-33,0,15-74,Sysselsatte,2024,181
3230,10-33,0,15-74,Sysselsatte,2025,179
3230,84,0,15-74,Sysselsatte,2024,294
3230,84,0,15-74,Sysselsatte,2025,290
3230,85,0,15-74,Sysselsatte,2024,255
3230,85,0,15-74,Sysselsatte,2025,261
3230,86-88,0,15-74,Sysselsatte,2024,691
3230,86-88,0,15-74,Sysselsatte,2025,697
3232,00-99,0,15-74,Sysselsatte,2024,13747
3232,00-99,0,15-74,Sysselsatte,2025,13706
3232,01-03,0,15-74,Sysselsatte,2024,77
3232,01-03,0,15-74,Sysselsatte,2025,83
3232,10-33,0,15-74,Sysselsatte,2024,682
3232,10-33,0,15-74,Sysselsatte,2025,714
3232,84,0,15-74,Sysselsatte,2024,1140
3232,84,0,15-74,Sysselsatte,2025,1166
3232,85,0,15-74,Sysselsatte,2024,1041
3232,85,0,15-74,Sysselsatte,2025,1003
3232,86-88,0,15-74,Sysselsatte,2024,2776
3232,86-88,0,15-74,Sysselsatte,2025,2762
3234,00-99,0,15-74,Sysselsatte,2024,4801
3234,00-99,0,15-74,Sysselsatte,2025,4792
3234,01-03,0,15-74,Sysselsatte,2024,98
3234,01-03,0,15-74,Sysselsatte,2025,104
3234,10-33,0,15-74,Sysselsatte,2024,289
3234,10-33,0,15-74,Sysselsatte,2025,287
3234,84,0,15-74,Sysselsatte,2024,326
3234,84,0,15-74,Sysselsatte,2025,335
3234,85,0,15-74,Sysselsatte,2024,356
3234,85,0,15-74,Sysselsatte,2025,337
3234,86-88,0,15-74,Sysselsatte,2024,1052
3234,86-88,0,15-74,Sysselsatte,2025,1092
3236,00-99,0,15-74,Sysselsatte,2024,3501
3236,00-99,0,15-74,Sysselsatte,2025,3473
3236,01-03,0,15-74,Sysselsatte,2024,66
3236,01-03,0,15-74,Sysselsatte,2025,67
3236,10-33,0,15-74,Sysselsatte,2024,384
3236,10-33,0,15-74,Sysselsatte,2025,383
3236,84,0,15-74,Sysselsatte,2024,220
3236,84,0,15-74,Sysselsatte,2025,222
3236,85,0,15-74,Sysselsatte,2024,243
3236,85,0,15-74,Sysselsatte,2025,258
3236,86-88,0,15-74,Sysselsatte,2024,758
3236,86-88,0,15-74,Sysselsatte,2025,762
3238,00-99,0,15-74,Sysselsatte,2024,8859
3238,00-99,0,15-74,Sysselsatte,2025,8847
3238,01-03,0,15-74,Sysselsatte,2024,140
3238,01-03,0,15-74,Sysselsatte,2025,135
3238,10-33,0,15-74,Sysselsatte,2024,387
3238,10-33,0,15-74,Sysselsatte,2025,387
3238,84,0,15-74,Sysselsatte,2024,565
3238,84,0,15-74,Sysselsatte,2025,567
3238,85,0,15-74,Sysselsatte,2024,488
3238,85,0,15-74,Sysselsatte,2025,514
3238,86-88,0,15-74,Sysselsatte,2024,1416
3238,86-88,0,15-74,Sysselsatte,2025,1409
3240,00-99,0,15-74,Sysselsatte,2024,14203
3240,00-99,0,15-74,Sysselsatte,2025,14291
3240,01-03,0,15-74,Sysselsatte,2024,199
3240,01-03,0,15-74,Sysselsatte,2025,194
3240,10-33,0,15-74,Sysselsatte,2024,719
3240,10-33,0,15-74,Sysselsatte,2025,709
3240,84,0,15-74,Sysselsatte,2024,1053
3240,84,0,15-74,Sysselsatte,2025,1075
3240,85,0,15-74,Sysselsatte,2024,1153
3240,85,0,15-74,Sysselsatte,2025,1130
3240,86-88,0,15-74,Sysselsatte,2024,2733
3240,86-88,0,15-74,Sysselsatte,2025,2734
3242,00-99,0,15-74,Sysselsatte,2024,1404
3242,00-99,0,15-74,Sysselsatte,2025,1457
3242,01-03,0,15-74,Sysselsatte,2024,49
3242,01-03,0,15-74,Sysselsatte,2025,58
3242,10-33,0,15-74,Sysselsatte,2024,73
3242,10-33,0,15-74,Sysselsatte,2025,72
3242,84,0,15-74,Sysselsatte,2024,86
3242,84,0,15-74,Sysselsatte,2025,82
3242,85,0,15-74,Sysselsatte,2024,117
3242,85,0,15-74,Sysselsatte,2025,113
3242,86-88,0,15-74,Sysselsatte,2024,305
3242,86-88,0,15-74,Sysselsatte,2025,300
3001,00-99,0,15-74,Sysselsatte,2020,13718
3001,00-99,0,15-74,Sysselsatte,2021,14188
3001,00-99,0,15-74,Sysselsatte,2022,14227
3001,00-99,0,15-74,Sysselsatte,2023,14262
3001,01-03,0,15-74,Sysselsatte,2020,221
3001,01-03,0,15-74,Sysselsatte,2021,218
3001,01-03,0,15-74,Sysselsatte,2022,214
3001,01-03,0,15-74,Sysselsatte,2023,214
3001,10-33,0,15-74,Sysselsatte,2020,2144
3001,10-33,0,15-74,Sysselsatte,2021,2159
3001,10-33,0,15-74,Sysselsatte,2022,2209
3001,10-33,0,15-74,Sysselsatte,2023,2252
3001,84,0,15-74,Sysselsatte,2020,928
3001,84,0,15-74,Sysselsatte,2021,923
3001,84,0,15-74,Sysselsatte,2022,924
3001,84,0,15-74,Sysselsatte,2023,911
3001,85,0,15-74,Sysselsatte,2020,1408
3001,85,0,15-74,Sysselsatte,2021,1427
3001,85,0,15-74,Sysselsatte,2022,1395
3001,85,0,15-74,Sysselsatte,2023,1460
3001,86-88,0,15-74,Sysselsatte,2020,2998
3001,86-88,0,15-74,Sysselsatte,2021,3169
3001,86-88,0,15-74,Sysselsatte,2022,3128
3001,86-88,0,15-74,Sysselsatte,2023,3111
3002,00-99,0,15-74,Sysselsatte,2020,22875
3002,00-99,0,15-74,Sysselsatte,2021,23878
3002,00-99,0,15-74,Sysselsatte,2022,24446
3002,00-99,0,15-74,Sysselsatte,2023,24988
3002,01-03,0,15-74,Sysselsatte,2020,214
3002,01-03,0,15-74,Sysselsatte,2021,211
3002,01-03,0,15-74,Sysselsatte,2022,224
3002,01-03,0,15-74,Sysselsatte,2023,244
3002,10-33,0,15-74,Sysselsatte,2020,1422
3002,10-33,0,15-74,Sysselsatte,2021,1423
3002,10-33,0,15-74,Sysselsatte,2022,1441
3002,10-33,0,15-74,Sysselsatte,2023,1432
3002,84,0,15-74,Sysselsatte,2020,1853
3002,84,0,15-74,Sysselsatte,2021,1874
3002,84,0,15-74,Sysselsatte,2022,1936
3002,84,0,15-74,Sysselsatte,2023,2014
3002,85,0,15-74,Sysselsatte,2020,1805
3002,85,0,15-74,Sysselsatte,2021,1867
3002,85,0,15-74,Sysselsatte,2022,1898
3002,85,0,15-74,Sysselsatte,2023,1921
3002,86-88,0,15-74,Sysselsatte,2020,5040
3002,86-88,0,15-74,Sysselsatte,2021,5195
3002,86-88,0,15-74,Sysselsatte,2022,5250
3002,86-88,0,15-74,Sysselsatte,2023,5368
3003,00-99,0,15-74,Sysselsatte,2020,25756
3003,00-99,0,15-74,Sysselsatte,2021,26717
3003,00-99,0,15-74,Sysselsatte,2022,27431
3003,00-99,0,15-74,Sysselsatte,2023,27656
3003,01-03,0,15-74,Sysselsatte,2020,286
3003,01-03,0,15-74,Sysselsatte,2021,286
3003,01-03,0,15-74,Sysselsatte,2022,284
3003,01-03,0,15-74,Sysselsatte,2023,270
3003,10-33,0,15-74,Sysselsatte,2020,2827
3003,10-33,0,15-74,Sysselsatte,2021,2881
3003,10-33,0,15-74,Sysselsatte,2022,2937
3003,10-33,0,15-74,Sysselsatte,2023,2966
3003,84,0,15-74,Sysselsatte,2020,1424
3003,84,0,15-74,Sysselsatte,2021,1445
3003,84,0,15-74,Sysselsatte,2022,1495
3003,84,0,15-74,Sysselsatte,2023,1485
3003,85,0,15-74,Sysselsatte,2020,1951
3003,85,0,15-74,Sysselsatte,2021,2019
3003,85,0,15-74,Sysselsatte,2022,2055
3003,85,0,15-74,Sysselsatte,2023,2094
3003,86-88,0,15-74,Sysselsatte,2020,6085
3003,86-88,0,15-74,Sysselsatte,2021,6294
3003,86-88,0,15-74,Sysselsatte,2022,6393
3003,86-88,0,15-74,Sysselsatte,2023,6533
3004,00-99,0,15-74,Sysselsatte,2020,38209
3004,00-99,0,15-74,Sysselsatte,2021,39472
3004,00-99,0,15-74,Sysselsatte,2022,39957
3004,00-99,0,15-74,Sysselsatte,2023,40066
3004,01-03,0,15-74,Sysselsatte,2020,301
3004,01-03,0,15-74,Sysselsatte,2021,279
3004,01-03,0,15-74,Sysselsatte,2022,283
3004,01-03,0,15-74,Sysselsatte,2023,280
3004,10-33,0,15-74,Sysselsatte,2020,3593
3004,10-33,0,15-74,Sysselsatte,2021,3665
3004,10-33,0,15-74,Sysselsatte,2022,3700
3004,10-33,0,15-74,Sysselsatte,2023,3611
3004,84,0,15-74,Sysselsatte,2020,2205
3004,84,0,15-74,Sysselsatte,2021,2194
3004,84,0,15-74,Sysselsatte,2022,2233
3004,84,0,15-74,Sysselsatte,2023,2200
3004,85,0,15-74,Sysselsatte,2020,3120
3004,85,0,15-74,Sysselsatte,2021,3181
3004,85,0,15-74,Sysselsatte,2022,3160
3004,85,0,15-74,Sysselsatte,2023,3313
3004,86-88,0,15-74,Sysselsatte,2020,9702
3004,86-88,0,15-74,Sysselsatte,2021,9919
3004,86-88,0,15-74,Sysselsatte,2022,9905
3004,86-88,0,15-74,Sysselsatte,2023,10079
3005,00-99,0,15-74,Sysselsatte,2020,48992
3005,00-99,0,15-74,Sysselsatte,2021,50635
3005,00-99,0,15-74,Sysselsatte,2022,51572
3005,00-99,0,15-74,Sysselsatte,2023,52094
3005,01-03,0,15-74,Sysselsatte,2020,191
3005,01-03,0,15-74,Sysselsatte,2021,186
3005,01-03,0,15-74,Sysselsatte,2022,185
3005,01-03,0,15-74,Sysselsatte,2023,190
3005,10-33,0,15-74,Sysselsatte,2020,3609
3005,10-33,0,15-74,Sysselsatte,2021,3679
3005,10-33,0,15-74,Sysselsatte,2022,3691
3005,10-33,0,15-74,Sysselsatte,2023,3679
3005,84,0,15-74,Sysselsatte,2020,3045
3005,84,0,15-74,Sysselsatte,2021,2896
3005,84,0,15-74,Sysselsatte,2022,2834
3005,84,0,15-74,Sysselsatte,2023,2814
3005,85,0,15-74,Sysselsatte,2020,3291
3005,85,0,15-74,Sysselsatte,2021,3294
3005,85,0,15-74,Sysselsatte,2022,3346
3005,85,0,15-74,Sysselsatte,2023,3408
3005,86-88,0,15-74,Sysselsatte,2020,10216
3005,86-88,0,15-74,Sysselsatte,2021,10744
3005,86-88,0,15-74,Sysselsatte,2022,10872
3005,86-88,0,15-74,Sysselsatte,2023,11117
3006,00-99,0,15-74,Sysselsatte,2020,13583
3006,00-99,0,15-74,Sysselsatte,2021,13914
3006,00-99,0,15-74,Sysselsatte,2022,14226
3006,00-99,0,15-74,Sysselsatte,2023,14518
3006,01-03,0,15-74,Sysselsatte,2020,191
3006,01-03,0,15-74,Sysselsatte,2021,194
3006,01-03,0,15-74,Sysselsatte,2022,178
3006,01-03,0,15-74,Sysselsatte,2023,177
3006,10-33,0,15-74,Sysselsatte,2020,3686
3006,10-33,0,15-74,Sysselsatte,2021,3658
3006,10-33,0,15-74,Sysselsatte,2022,3767
3006,10-33,0,15-74,Sysselsatte,2023,3922
3006,84,0,15-74,Sysselsatte,2020,557
3006,84,0,15-74,Sysselsatte,2021,563
3006,84,0,15-74,Sysselsatte,2022,555
3006,84,0,15-74,Sysselsatte,2023,558
3006,85,0,15-74,Sysselsatte,2020,1108
3006,85,0,15-74,Sysselsatte,2021,1212
3006,85,0,15-74,Sysselsatte,2022,1206
3006,85,0,15-74,Sysselsatte,2023,1225
3006,86-88,0,15-74,Sysselsatte,2020,2608
3006,86-88,0,15-74,Sysselsatte,2021,2673
3006,86-88,0,15-74,Sysselsatte,2022,2725
