kode,husholdtype,variabel,aar,verdi
1149,0000,AntallHushold,2013,16979
1149,0000,AntallHushold,2014,17219
1149,0000,AntallHushold,2015,17373
1149,0000,AntallHushold,2016,17500
1149,0000,AntallHushold,2017,17629
1149,0000,AntallHushold,2018,17738
1149,0000,AntallHushold,2019,17909
1149,0000,AntallHushold,2020,18114
1149,0000,AntallHushold,2021,18275
1149,0000,AntallHushold,2022,18589
1149,0000,AntallHushold,2023,18832
1149,0000,AntallHushold,2024,19089
1151,0000,InntSkatt,2005,391000
1151,0000,InntSkatt,2006,397000
1151,0000,InntSkatt,2007,402000
1151,0000,InntSkatt,2008,459000
1151,0000,InntSkatt,2009,452000
1151,0000,InntSkatt,2010,421000
1151,0000,InntSkatt,2011,538000
1151,0000,InntSkatt,2012,543000
1151,0000,InntSkatt,2013,581000
1151,0000,InntSkatt,2014,612000
1151,0000,InntSkatt,2015,553000
1151,0000,InntSkatt,2016,552000
1151,0000,InntSkatt,2017,576000
1151,0000,InntSkatt,2018,608000
1151,0000,InntSkatt,2019,577000
1151,0000,InntSkatt,2020,607000
1151,0000,InntSkatt,2021,643000
1151,0000,InntSkatt,2022,592000
1151,0000,InntSkatt,2023,712000
1151,0000,InntSkatt,2024,732700
1151,0000,AntallHushold,2005,77
1151,0000,AntallHushold,2006,86
1151,0000,AntallHushold,2007,88
1151,0000,AntallHushold,2008,88
1151,0000,AntallHushold,2009,88
1151,0000,AntallHushold,2010,90
1151,0000,AntallHushold,2011,93
1151,0000,AntallHushold,2012,87
1151,0000,AntallHushold,2013,86
1151,0000,AntallHushold,2014,82
1151,0000,AntallHushold,2015,82
1151,0000,AntallHushold,2016,84
1151,0000,AntallHushold,2017,85
1151,0000,AntallHushold,2018,83
1151,0000,AntallHushold,2019,88
1151,0000,AntallHushold,2020,89
1151,0000,AntallHushold,2021,91
1151,0000,AntallHushold,2022,101
1151,0000,AntallHushold,2023,102
1151,0000,AntallHushold,2024,106
1160,0000,InntSkatt,2005,369000
1160,0000,InntSkatt,2006,369000
1160,0000,InntSkatt,2007,405000
1160,0000,InntSkatt,2008,433000
1160,0000,InntSkatt,2009,446000
1160,0000,InntSkatt,2010,452000
1160,0000,InntSkatt,2011,477000
1160,0000,InntSkatt,2012,486000
1160,0000,InntSkatt,2013,495000
1160,0000,InntSkatt,2014,510000
1160,0000,InntSkatt,2015,529000
1160,0000,InntSkatt,2016,524000
1160,0000,InntSkatt,2017,530000
1160,0000,InntSkatt,2018,550000
1160,0000,InntSkatt,2019,578000
1160,0000,InntSkatt,2020,582000
1160,0000,InntSkatt,2021,602000
1160,0000,InntSkatt,2022,630000
1160,0000,InntSkatt,2023,672000
1160,0000,InntSkatt,2024,715400
1160,0000,AntallHushold,2005,3018
1160,0000,AntallHushold,2006,3128
1160,0000,AntallHushold,2007,3128
1160,0000,AntallHushold,2008,3147
1160,0000,AntallHushold,2009,3179
1160,0000,AntallHushold,2010,3229
1160,0000,AntallHushold,2011,3322
1160,0000,AntallHushold,2012,3401
1160,0000,AntallHushold,2013,3502
1160,0000,AntallHushold,2014,3579
1160,0000,AntallHushold,2015,3610
1160,0000,AntallHushold,2016,3645
1160,0000,AntallHushold,2017,3673
1160,0000,AntallHushold,2018,3661
1160,0000,AntallHushold,2019,3679
1160,0000,AntallHushold,2020,3717
1160,0000,AntallHushold,2021,3822
1160,0000,AntallHushold,2022,3836
1160,0000,AntallHushold,2023,3917
1160,0000,AntallHushold,2024,4044
4601,0000,InntSkatt,2020,532000
4601,0000,InntSkatt,2021,553000
4601,0000,InntSkatt,2022,581000
4601,0000,InntSkatt,2023,628000
4601,0000,InntSkatt,2024,671700
4601,0000,AntallHushold,2020,133178
4601,0000,AntallHushold,2021,134564
4601,0000,AntallHushold,2022,136517
4601,0000,AntallHushold,2023,138659
4601,0000,AntallHushold,2024,140396
4602,0000,InntSkatt,2020,583000
4602,0000,InntSkatt,2021,601000
4602,0000,InntSkatt,2022,616000
4602,0000,InntSkatt,2023,661000
4602,0000,InntSkatt,2024,706500
4602,0000,AntallHushold,2020,7424
4602,0000,AntallHushold,2021,7474
4602,0000,AntallHushold,2022,7557
4602,0000,AntallHushold,2023,7666
4602,0000,AntallHushold,2024,7709
4611,0000,InntSkatt,2020,562000
4611,0000,InntSkatt,2021,586000
4611,0000,InntSkatt,2022,632000
4611,0000,InntSkatt,2023,668000
4611,0000,InntSkatt,2024,717600
4611,0000,AntallHushold,2020,1791
4611,0000,AntallHushold,2021,1786
4611,0000,AntallHushold,2022,1794
4611,0000,AntallHushold,2023,1818
4611,0000,AntallHushold,2024,1830
4612,0000,InntSkatt,2020,605000
4612,0000,InntSkatt,2021,625000
4612,0000,InntSkatt,2022,655000
4612,0000,InntSkatt,2023,698000
4612,0000,InntSkatt,2024,742900
4612,0000,AntallHushold,2020,2363
4612,0000,AntallHushold,2021,2384
4612,0000,AntallHushold,2022,2407
4612,0000,AntallHushold,2023,2453
4612,0000,AntallHushold,2024,2489
4613,0000,InntSkatt,2020,619000
4613,0000,InntSkatt,2021,645000
4613,0000,InntSkatt,2022,663000
4613,0000,InntSkatt,2023,714000
4613,0000,InntSkatt,2024,755900
4613,0000,AntallHushold,2020,4901
4613,0000,AntallHushold,2021,4955
4613,0000,AntallHushold,2022,5038
4613,0000,AntallHushold,2023,5131
4613,0000,AntallHushold,2024,5222
4614,0000,InntSkatt,2020,578000
4614,0000,InntSkatt,2021,606000
4614,0000,InntSkatt,2022,637000
4614,0000,InntSkatt,2023,684000
4614,0000,InntSkatt,2024,736800
4614,0000,AntallHushold,2020,8121
4614,0000,AntallHushold,2021,8193
4614,0000,AntallHushold,2022,8327
4614,0000,AntallHushold,2023,8462
4614,0000,AntallHushold,2024,8548
4615,0000,InntSkatt,2020,628000
4615,0000,InntSkatt,2021,645000
4615,0000,InntSkatt,2022,660000
4615,0000,InntSkatt,2023,719000
4615,0000,InntSkatt,2024,774700
4615,0000,AntallHushold,2020,1276
4615,0000,AntallHushold,2021,1312
4615,0000,AntallHushold,2022,1357
4615,0000,AntallHushold,2023,1365
4615,0000,AntallHushold,2024,1372
4616,0000,InntSkatt,2020,537000
4616,0000,InntSkatt,2021,568000
4616,0000,InntSkatt,2022,585000
4616,0000,InntSkatt,2023,622000
4616,0000,InntSkatt,2024,665600
4616,0000,AntallHushold,2020,1334
4616,0000,AntallHushold,2021,1338
4616,0000,AntallHushold,2022,1349
4616,0000,AntallHushold,2023,1373
4616,0000,AntallHushold,2024,1389
4617,0000,InntSkatt,2020,563000
4617,0000,InntSkatt,2021,605000
4617,0000,InntSkatt,2022,615000
4617,0000,InntSkatt,2023,665000
4617,0000,InntSkatt,2024,708500
4617,0000,AntallHushold,2020,5786
4617,0000,AntallHushold,2021,5817
4617,0000,AntallHushold,2022,5874
4617,0000,AntallHushold,2023,5929
4617,0000,AntallHushold,2024,6020
4618,0000,InntSkatt,2020,541000
4618,0000,InntSkatt,2021,560000
4618,0000,InntSkatt,2022,589000
4618,0000,InntSkatt,2023,645000
4618,0000,InntSkatt,2024,685300
4618,0000,AntallHushold,2020,5100
4618,0000,AntallHushold,2021,5096
4618,0000,AntallHushold,2022,5192
4618,0000,AntallHushold,2023,5201
4618,0000,AntallHushold,2024,5226
4619,0000,InntSkatt,2020,548000
4619,0000,InntSkatt,2021,591000
4619,0000,InntSkatt,2022,624000
4619,0000,InntSkatt,2023,663000
4619,0000,InntSkatt,2024,708000
4619,0000,AntallHushold,2020,430
4619,0000,AntallHushold,2021,439
4619,0000,AntallHushold,2022,449
4619,0000,AntallHushold,2023,459
4619,0000,AntallHushold,2024,455
4620,0000,InntSkatt,2020,544000
4620,0000,InntSkatt,2021,568000
4620,0000,InntSkatt,2022,598000
4620,0000,InntSkatt,2023,653000
4620,0000,InntSkatt,2024,700300
4620,0000,AntallHushold,2020,463
4620,0000,AntallHushold,2021,470
4620,0000,AntallHushold,2022,472
4620,0000,AntallHushold,2023,495
4620,0000,AntallHushold,2024,491
4621,0000,InntSkatt,2020,561000
4621,0000,InntSkatt,2021,575000
4621,0000,InntSkatt,2022,610000
4621,0000,InntSkatt,2023,662000
4621,0000,InntSkatt,2024,708700
4621,0000,AntallHushold,2020,6988
4621,0000,AntallHushold,2021,7096
4621,0000,AntallHushold,2022,7250
4621,0000,AntallHushold,2023,7339
4621,0000,AntallHushold,2024,7384
4622,0000,InntSkatt,2020,582000
4622,0000,InntSkatt,2021,600000
4622,0000,InntSkatt,2022,633000
4622,0000,InntSkatt,2023,681000
4622,0000,InntSkatt,2024,720100
4622,0000,AntallHushold,2020,3609
4622,0000,AntallHushold,2021,3671
4622,0000,AntallHushold,2022,3696
4622,0000,AntallHushold,2023,3727
4622,0000,AntallHushold,2024,3738
4623,0000,InntSkatt,2020,584000
4623,0000,InntSkatt,2021,612000
4623,0000,InntSkatt,2022,634000
4623,0000,InntSkatt,2023,683000
4623,0000,InntSkatt,2024,744000
4623,0000,AntallHushold,2020,1080
4623,0000,AntallHushold,2021,1091
4623,0000,AntallHushold,2022,1092
4623,0000,AntallHushold,2023,1110
4623,0000,AntallHushold,2024,1105
4624,0000,InntSkatt,2020,625000
4624,0000,InntSkatt,2021,648000
4624,0000,InntSkatt,2022,675000
4624,0000,InntSkatt,2023,726000
4624,0000,InntSkatt,2024,771700
4624,0000,AntallHushold,2020,10355
4624,0000,AntallHushold,2021,10535
4624,0000,AntallHushold,2022,10813
4624,0000,AntallHushold,2023,11096
4624,0000,AntallHushold,2024,11276
4625,0000,InntSkatt,2020,675000
4625,0000,InntSkatt,2021,699000
4625,0000,InntSkatt,2022,724000
4625,0000,InntSkatt,2023,761000
4625,0000,InntSkatt,2024,822100
4625,0000,AntallHushold,2020,2132
4625,0000,AntallHushold,2021,2150
4625,0000,AntallHushold,2022,2188
4625,0000,AntallHushold,2023,2216
4625,0000,AntallHushold,2024,2282
4626,0000,InntSkatt,2020,630000
4626,0000,InntSkatt,2021,658000
4626,0000,InntSkatt,2022,684000
4626,0000,InntSkatt,2023,726000
4626,0000,InntSkatt,2024,778200
4626,0000,AntallHushold,2020,15797
4626,0000,AntallHushold,2021,16083
4626,0000,AntallHushold,2022,16392
4626,0000,AntallHushold,2023,16744
4626,0000,AntallHushold,2024,17005
4627,0000,InntSkatt,2020,657000
4627,0000,InntSkatt,2021,687000
4627,0000,InntSkatt,2022,718000
4627,0000,InntSkatt,2023,772000
4627,0000,InntSkatt,2024,826600
4627,0000,AntallHushold,2020,11672
4627,0000,AntallHushold,2021,11801
4627,0000,AntallHushold,2022,11956
4627,0000,AntallHushold,2023,12113
4627,0000,AntallHushold,2024,12279
4628,0000,InntSkatt,2020,543000
4628,0000,InntSkatt,2021,556000
4628,0000,InntSkatt,2022,592000
4628,0000,InntSkatt,2023,631000
4628,0000,InntSkatt,2024,655500
4628,0000,AntallHushold,2020,1752
4628,0000,AntallHushold,2021,1771
4628,0000,AntallHushold,2022,1779
4628,0000,AntallHushold,2023,1782
4628,0000,AntallHushold,2024,1807
4629,0000,InntSkatt,2020,608000
4629,0000,InntSkatt,2021,615000
4629,0000,InntSkatt,2022,594000
4629,0000,InntSkatt,2023,602000
4629,0000,InntSkatt,2024,628400
4629,0000,AntallHushold,2020,153
4629,0000,AntallHushold,2021,154
4629,0000,AntallHushold,2022,159
4629,0000,AntallHushold,2023,160
4629,0000,AntallHushold,2024,168
4630,0000,InntSkatt,2020,579000
4630,0000,InntSkatt,2021,597000
4630,0000,InntSkatt,2022,623000
4630,0000,InntSkatt,2023,665000
4630,0000,InntSkatt,2024,710700
4630,0000,AntallHushold,2020,3440
4630,0000,AntallHushold,2021,3504
4630,0000,AntallHushold,2022,3545
4630,0000,AntallHushold,2023,3586
4630,0000,AntallHushold,2024,3589
4631,0000,InntSkatt,2020,612000
4631,0000,InntSkatt,2021,629000
4631,0000,InntSkatt,2022,660000
4631,0000,InntSkatt,2023,705000
4631,0000,InntSkatt,2024,754100
4631,0000,AntallHushold,2020,12320
4631,0000,AntallHushold,2021,12529
4631,0000,AntallHushold,2022,12749
4631,0000,AntallHushold,2023,12874
4631,0000,AntallHushold,2024,13048
4632,0000,InntSkatt,2020,584000
4632,0000,InntSkatt,2021,614000
4632,0000,InntSkatt,2022,646000
4632,0000,InntSkatt,2023,708000
4632,0000,InntSkatt,2024,740200
4632,0000,AntallHushold,2020,1298
4632,0000,AntallHushold,2021,1311
4632,0000,AntallHushold,2022,1312
4632,0000,AntallHushold,2023,1330
4632,0000,AntallHushold,2024,1363
4633,0000,InntSkatt,2020,539000
4633,0000,InntSkatt,2021,545000
4633,0000,InntSkatt,2022,593000
4633,0000,InntSkatt,2023,631000
4633,0000,InntSkatt,2024,685200
4633,0000,AntallHushold,2020,243
4633,0000,AntallHushold,2021,238
4633,0000,AntallHushold,2022,236
4633,0000,AntallHushold,2023,237
4633,0000,AntallHushold,2024,233
4634,0000,InntSkatt,2020,601000
4634,0000,InntSkatt,2021,629000
4634,0000,InntSkatt,2022,659000
4634,0000,InntSkatt,2023,710000
4634,0000,InntSkatt,2024,743500
4634,0000,AntallHushold,2020,727
4634,0000,AntallHushold,2021,725
4634,0000,AntallHushold,2022,726
4634,0000,AntallHushold,2023,746
4634,0000,AntallHushold,2024,751
4635,0000,InntSkatt,2020,562000
4635,0000,InntSkatt,2021,568000
4635,0000,InntSkatt,2022,599000
4635,0000,InntSkatt,2023,648000
4635,0000,InntSkatt,2024,682200
4635,0000,AntallHushold,2020,1025
4635,0000,AntallHushold,2021,1033
4635,0000,AntallHushold,2022,1028
4635,0000,AntallHushold,2023,1037
4635,0000,AntallHushold,2024,1054
4636,0000,InntSkatt,2020,578000
4636,0000,InntSkatt,2021,606000
4636,0000,InntSkatt,2022,632000
4636,0000,InntSkatt,2023,666000
4636,0000,InntSkatt,2024,720900
4636,0000,AntallHushold,2020,365
4636,0000,AntallHushold,2021,356
4636,0000,AntallHushold,2022,345
4636,0000,AntallHushold,2023,343
4636,0000,AntallHushold,2024,348
4637,0000,InntSkatt,2020,478000
4637,0000,InntSkatt,2021,512000
4637,0000,InntSkatt,2022,519000
4637,0000,InntSkatt,2023,566000
4637,0000,InntSkatt,2024,604200
4637,0000,AntallHushold,2020,628
4637,0000,AntallHushold,2021,622
4637,0000,AntallHushold,2022,617
4637,0000,AntallHushold,2023,618
4637,0000,AntallHushold,2024,625
4638,0000,InntSkatt,2020,533000
4638,0000,InntSkatt,2021,559000
4638,0000,InntSkatt,2022,576000
4638,0000,InntSkatt,2023,609000
4638,0000,InntSkatt,2024,651100
4638,0000,AntallHushold,2020,1886
4638,0000,AntallHushold,2021,1879
4638,0000,AntallHushold,2022,1893
4638,0000,AntallHushold,2023,1892
4638,0000,AntallHushold,2024,1910
4639,0000,InntSkatt,2020,560000
4639,0000,InntSkatt,2021,582000
4639,0000,InntSkatt,2022,609000
4639,0000,InntSkatt,2023,650000
4639,0000,InntSkatt,2024,687200
4639,0000,AntallHushold,2020,1151
4639,0000,AntallHushold,2021,1148
4639,0000,AntallHushold,2022,1151
4639,0000,AntallHushold,2023,1161
4639,0000,AntallHushold,2024,1178
4640,0000,InntSkatt,2020,587000
4640,0000,InntSkatt,2021,608000
4640,0000,InntSkatt,2022,642000
4640,0000,InntSkatt,2023,689000
4640,0000,InntSkatt,2024,715100
4640,0000,AntallHushold,2020,5114
4640,0000,AntallHushold,2021,5187
4640,0000,AntallHushold,2022,5279
4640,0000,AntallHushold,2023,5355
4640,0000,AntallHushold,2024,5494
4641,0000,InntSkatt,2020,524000
4641,0000,InntSkatt,2021,557000
4641,0000,InntSkatt,2022,594000
4641,0000,InntSkatt,2023,637000
4641,0000,InntSkatt,2024,638800
4641,0000,AntallHushold,2020,817
4641,0000,AntallHushold,2021,810
4641,0000,AntallHushold,2022,821
4641,0000,AntallHushold,2023,845
4641,0000,AntallHushold,2024,886
4642,0000,InntSkatt,2020,570000
4642,0000,InntSkatt,2021,576000
4642,0000,InntSkatt,2022,621000
4642,0000,InntSkatt,2023,661000
4642,0000,InntSkatt,2024,703200
4642,0000,AntallHushold,2020,971
4642,0000,AntallHushold,2021,967
4642,0000,AntallHushold,2022,974
4642,0000,AntallHushold,2023,1003
4642,0000,AntallHushold,2024,1012
4643,0000,InntSkatt,2020,555000
4643,0000,InntSkatt,2021,577000
4643,0000,InntSkatt,2022,598000
4643,0000,InntSkatt,2023,645000
4643,0000,InntSkatt,2024,685200
4643,0000,AntallHushold,2020,2496
4643,0000,AntallHushold,2021,2520
4643,0000,AntallHushold,2022,2524
4643,0000,AntallHushold,2023,2549
4643,0000,AntallHushold,2024,2547
4644,0000,InntSkatt,2020,561000
4644,0000,InntSkatt,2021,586000
4644,0000,InntSkatt,2022,610000
4644,0000,InntSkatt,2023,660000
4644,0000,InntSkatt,2024,694600
4644,0000,AntallHushold,2020,2228
4644,0000,AntallHushold,2021,2269
4644,0000,AntallHushold,2022,2309
4644,0000,AntallHushold,2023,2354
4644,0000,AntallHushold,2024,2386
4645,0000,InntSkatt,2020,563000
4645,0000,InntSkatt,2021,575000
4645,0000,InntSkatt,2022,608000
4645,0000,InntSkatt,2023,651000
4645,0000,InntSkatt,2024,683200
4645,0000,AntallHushold,2020,1297
4645,0000,AntallHushold,2021,1289
4645,0000,AntallHushold,2022,1299
4645,0000,AntallHushold,2023,1319
4645,0000,AntallHushold,2024,1310
4646,0000,InntSkatt,2020,471000
4646,0000,InntSkatt,2021,495000
4646,0000,InntSkatt,2022,506000
4646,0000,InntSkatt,2023,562000
4646,0000,InntSkatt,2024,597600
4646,0000,AntallHushold,2020,1307
4646,0000,AntallHushold,2021,1314
4646,0000,AntallHushold,2022,1322
4646,0000,AntallHushold,2023,1303
4646,0000,AntallHushold,2024,1309
4647,0000,InntSkatt,2020,600000
4647,0000,InntSkatt,2021,623000
4647,0000,InntSkatt,2022,646000
4647,0000,InntSkatt,2023,687000
4647,0000,InntSkatt,2024,735300
4647,0000,AntallHushold,2020,9291
4647,0000,AntallHushold,2021,9385
4647,0000,AntallHushold,2022,9512
4647,0000,AntallHushold,2023,9732
4647,0000,AntallHushold,2024,9878
4648,0000,InntSkatt,2020,544000
4648,0000,InntSkatt,2021,566000
4648,0000,InntSkatt,2022,590000
4648,0000,InntSkatt,2023,634000
4648,0000,InntSkatt,2024,676900
4648,0000,AntallHushold,2020,1583
4648,0000,AntallHushold,2021,1546
4648,0000,AntallHushold,2022,1557
4648,0000,AntallHushold,2023,1542
4648,0000,AntallHushold,2024,1539
4649,0000,InntSkatt,2020,572000
4649,0000,InntSkatt,2021,604000
4649,0000,InntSkatt,2022,617000
4649,0000,InntSkatt,2023,669000
4649,0000,InntSkatt,2024,707800
4649,0000,AntallHushold,2020,4038
4649,0000,AntallHushold,2021,4064
4649,0000,AntallHushold,2022,4113
4649,0000,AntallHushold,2023,4154
4649,0000,AntallHushold,2024,4210
4650,0000,InntSkatt,2020,585000
4650,0000,InntSkatt,2021,595000
4650,0000,InntSkatt,2022,616000
4650,0000,InntSkatt,2023,667000
4650,0000,InntSkatt,2024,712700
4650,0000,AntallHushold,2020,2455
4650,0000,AntallHushold,2021,2482
4650,0000,AntallHushold,2022,2500
4650,0000,AntallHushold,2023,2541
4650,0000,AntallHushold,2024,2550
4651,0000,InntSkatt,2020,539000
4651,0000,InntSkatt,2021,566000
4651,0000,InntSkatt,2022,586000
4651,0000,InntSkatt,2023,643000
4651,0000,InntSkatt,2024,666000
4651,0000,AntallHushold,2020,3074
4651,0000,AntallHushold,2021,3138
4651,0000,AntallHushold,2022,3155
4651,0000,AntallHushold,2023,3181
4651,0000,AntallHushold,2024,3255
1201,0000,InntSkatt,2005,313000
1201,0000,InntSkatt,2006,325000
1201,0000,InntSkatt,2007,347000
1201,0000,InntSkatt,2008,376000
1201,0000,InntSkatt,2009,385000
1201,0000,InntSkatt,2010,398000
1201,0000,InntSkatt,2011,419000
1201,0000,InntSkatt,2012,433000
1201,0000,InntSkatt,2013,458000
1201,0000,InntSkatt,2014,472000
1201,0000,InntSkatt,2015,483000
1201,0000,InntSkatt,2016,487000
1201,0000,InntSkatt,2017,498000
1201,0000,InntSkatt,2018,510000
1201,0000,InntSkatt,2019,528000
1201,0000,AntallHushold,2005,111777
1201,0000,AntallHushold,2006,113639
1201,0000,AntallHushold,2007,116466
1201,0000,AntallHushold,2008,118462
1201,0000,AntallHushold,2009,119402
1201,0000,AntallHushold,2010,119546
1201,0000,AntallHushold,2011,121091
1201,0000,AntallHushold,2012,124156
1201,0000,AntallHushold,2013,124375
1201,0000,AntallHushold,2014,125929
1201,0000,AntallHushold,2015,126573
1201,0000,AntallHushold,2016,127221
1201,0000,AntallHushold,2017,127915
1201,0000,AntallHushold,2018,129233
1201,0000,AntallHushold,2019,131617
1211,0000,InntSkatt,2005,340000
1211,0000,InntSkatt,2006,345000
1211,0000,InntSkatt,2007,387000
1211,0000,InntSkatt,2008,430000
1211,0000,InntSkatt,2009,430000
1211,0000,InntSkatt,2010,430000
1211,0000,InntSkatt,2011,463000
1211,0000,InntSkatt,2012,487000
1211,0000,InntSkatt,2013,499000
1211,0000,InntSkatt,2014,529000
1211,0000,InntSkatt,2015,530000
1211,0000,InntSkatt,2016,523000
1211,0000,InntSkatt,2017,547000
1211,0000,InntSkatt,2018,554000
1211,0000,InntSkatt,2019,574000
1211,0000,AntallHushold,2005,1490
1211,0000,AntallHushold,2006,1535
1211,0000,AntallHushold,2007,1535
1211,0000,AntallHushold,2008,1543
1211,0000,AntallHushold,2009,1560
1211,0000,AntallHushold,2010,1595
1211,0000,AntallHushold,2011,1608
1211,0000,AntallHushold,2012,1650
1211,0000,AntallHushold,2013,1653
1211,0000,AntallHushold,2014,1666
1211,0000,AntallHushold,2015,1673
1211,0000,AntallHushold,2016,1731
1211,0000,AntallHushold,2017,1711
1211,0000,AntallHushold,2018,1732
1211,0000,AntallHushold,2019,1759
1216,0000,InntSkatt,2005,367000
1216,0000,InntSkatt,2006,391000
1216,0000,InntSkatt,2007,435000
1216,0000,InntSkatt,2008,469000
1216,0000,InntSkatt,2009,457000
1216,0000,InntSkatt,2010,461000
1216,0000,InntSkatt,2011,478000
1216,0000,InntSkatt,2012,506000
1216,0000,InntSkatt,2013,534000
1216,0000,InntSkatt,2014,548000
1216,0000,InntSkatt,2015,549000
1216,0000,InntSkatt,2016,566000
1216,0000,InntSkatt,2017,569000
1216,0000,InntSkatt,2018,585000
1216,0000,InntSkatt,2019,592000
1216,0000,AntallHushold,2005,1739
1216,0000,AntallHushold,2006,1794
1216,0000,AntallHushold,2007,1810
1216,0000,AntallHushold,2008,1865
1216,0000,AntallHushold,2009,1958
1216,0000,AntallHushold,2010,2018
1216,0000,AntallHushold,2011,2071
1216,0000,AntallHushold,2012,2126
1216,0000,AntallHushold,2013,2154
1216,0000,AntallHushold,2014,2201
1216,0000,AntallHushold,2015,2239
1216,0000,AntallHushold,2016,2247
1216,0000,AntallHushold,2017,2284
1216,0000,AntallHushold,2018,2298
1216,0000,AntallHushold,2019,2351
1219,0000,InntSkatt,2005,370000
1219,0000,InntSkatt,2006,394000
1219,0000,InntSkatt,2007,425000
1219,0000,InntSkatt,2008,449000
1219,0000,InntSkatt,2009,462000
1219,0000,InntSkatt,2010,480000
1219,0000,InntSkatt,2011,500000
1219,0000,InntSkatt,2012,507000
1219,0000,InntSkatt,2013,536000
1219,0000,InntSkatt,2014,552000
1219,0000,InntSkatt,2015,557000
1219,0000,InntSkatt,2016,551000
1219,0000,InntSkatt,2017,564000
1219,0000,InntSkatt,2018,584000
1219,0000,InntSkatt,2019,604000
1219,0000,AntallHushold,2005,3991
1219,0000,AntallHushold,2006,4130
1219,0000,AntallHushold,2007,4192
1219,0000,AntallHushold,2008,4278
1219,0000,AntallHushold,2009,4376
1219,0000,AntallHushold,2010,4427
1219,0000,AntallHushold,2011,4514
1219,0000,AntallHushold,2012,4660
1219,0000,AntallHushold,2013,4631
1219,0000,AntallHushold,2014,4691
1219,0000,AntallHushold,2015,4712
1219,0000,AntallHushold,2016,4739
1219,0000,AntallHushold,2017,4803
1219,0000,AntallHushold,2018,4840
1219,0000,AntallHushold,2019,4857
1221,0000,InntSkatt,2005,363000
1221,0000,InntSkatt,2006,385000
1221,0000,InntSkatt,2007,417000
1221,0000,InntSkatt,2008,454000
1221,0000,InntSkatt,2009,456000
1221,0000,InntSkatt,2010,460000
1221,0000,InntSkatt,2011,482000
1221,0000,InntSkatt,2012,499000
1221,0000,InntSkatt,2013,526000
1221,0000,InntSkatt,2014,536000
1221,0000,InntSkatt,2015,538000
1221,0000,InntSkatt,2016,544000
1221,0000,InntSkatt,2017,555000
1221,0000,InntSkatt,2018,568000
1221,0000,InntSkatt,2019,584000
1221,0000,AntallHushold,2005,6494
1221,0000,AntallHushold,2006,6692
1221,0000,AntallHushold,2007,6854
1221,0000,AntallHushold,2008,6955
1221,0000,AntallHushold,2009,7119
1221,0000,AntallHushold,2010,7251
1221,0000,AntallHushold,2011,7343
1221,0000,AntallHushold,2012,7353
1221,0000,AntallHushold,2013,7483
1221,0000,AntallHushold,2014,7683
1221,0000,AntallHushold,2015,7740
1221,0000,AntallHushold,2016,7788
1221,0000,AntallHushold,2017,7799
1221,0000,AntallHushold,2018,7850
1221,0000,AntallHushold,2019,7972
1222,0000,InntSkatt,2005,379000
1222,0000,InntSkatt,2006,402000
1222,0000,InntSkatt,2007,444000
1222,0000,InntSkatt,2008,469000
1222,0000,InntSkatt,2009,484000
1222,0000,InntSkatt,2010,485000
1222,0000,InntSkatt,2011,506000
1222,0000,InntSkatt,2012,531000
1222,0000,InntSkatt,2013,546000
1222,0000,InntSkatt,2014,562000
1222,0000,InntSkatt,2015,575000
1222,0000,InntSkatt,2016,581000
1222,0000,InntSkatt,2017,573000
1222,0000,InntSkatt,2018,604000
1222,0000,InntSkatt,2019,633000
1222,0000,AntallHushold,2005,1068
1222,0000,AntallHushold,2006,1072
1222,0000,AntallHushold,2007,1076
1222,0000,AntallHushold,2008,1090
1222,0000,AntallHushold,2009,1102
1222,0000,AntallHushold,2010,1123
1222,0000,AntallHushold,2011,1135
1222,0000,AntallHushold,2012,1154
1222,0000,AntallHushold,2013,1179
1222,0000,AntallHushold,2014,1216
1222,0000,AntallHushold,2015,1238
1222,0000,AntallHushold,2016,1240
1222,0000,AntallHushold,2017,1247
1222,0000,AntallHushold,2018,1252
1222,0000,AntallHushold,2019,1269
1223,0000,InntSkatt,2005,301000
1223,0000,InntSkatt,2006,327000
1223,0000,InntSkatt,2007,356000
1223,0000,InntSkatt,2008,385000
1223,0000,InntSkatt,2009,376000
1223,0000,InntSkatt,2010,393000
1223,0000,InntSkatt,2011,413000
1223,0000,InntSkatt,2012,428000
1223,0000,InntSkatt,2013,446000
1223,0000,InntSkatt,2014,457000
1223,0000,InntSkatt,2015,485000
1223,0000,InntSkatt,2016,497000
1223,0000,InntSkatt,2017,510000
1223,0000,InntSkatt,2018,527000
1223,0000,InntSkatt,2019,541000
1223,0000,AntallHushold,2005,1085
1223,0000,AntallHushold,2006,1096
1223,0000,AntallHushold,2007,1120
1223,0000,AntallHushold,2008,1129
1223,0000,AntallHushold,2009,1172
1223,0000,AntallHushold,2010,1170
1223,0000,AntallHushold,2011,1181
1223,0000,AntallHushold,2012,1174
1223,0000,AntallHushold,2013,1178
1223,0000,AntallHushold,2014,1240
1223,0000,AntallHushold,2015,1239
1223,0000,AntallHushold,2016,1263
1223,0000,AntallHushold,2017,1283
1223,0000,AntallHushold,2018,1281
1223,0000,AntallHushold,2019,1307
1224,0000,InntSkatt,2005,347000
1224,0000,InntSkatt,2006,365000
1224,0000,InntSkatt,2007,391000
1224,0000,InntSkatt,2008,425000
1224,0000,InntSkatt,2009,423000
1224,0000,InntSkatt,2010,437000
1224,0000,InntSkatt,2011,455000
