kode,husholdtype,variabel,aar,verdi
0415,0000,AntallHushold,2007,3131
0415,0000,AntallHushold,2008,3162
0415,0000,AntallHushold,2009,3185
0415,0000,AntallHushold,2010,3218
0415,0000,AntallHushold,2011,3304
0415,0000,AntallHushold,2012,3325
0415,0000,AntallHushold,2013,3386
0415,0000,AntallHushold,2014,3384
0415,0000,AntallHushold,2015,3395
0415,0000,AntallHushold,2016,3394
0415,0000,AntallHushold,2017,3422
0415,0000,AntallHushold,2018,3466
0415,0000,AntallHushold,2019,3497
0417,0000,InntSkatt,2005,321000
0417,0000,InntSkatt,2006,336000
0417,0000,InntSkatt,2007,361000
0417,0000,InntSkatt,2008,389000
0417,0000,InntSkatt,2009,392000
0417,0000,InntSkatt,2010,405000
0417,0000,InntSkatt,2011,426000
0417,0000,InntSkatt,2012,438000
0417,0000,InntSkatt,2013,453000
0417,0000,InntSkatt,2014,465000
0417,0000,InntSkatt,2015,481000
0417,0000,InntSkatt,2016,489000
0417,0000,InntSkatt,2017,500000
0417,0000,InntSkatt,2018,515000
0417,0000,InntSkatt,2019,536000
0417,0000,AntallHushold,2005,7742
0417,0000,AntallHushold,2006,7957
0417,0000,AntallHushold,2007,8132
0417,0000,AntallHushold,2008,8261
0417,0000,AntallHushold,2009,8383
0417,0000,AntallHushold,2010,8416
0417,0000,AntallHushold,2011,8454
0417,0000,AntallHushold,2012,8596
0417,0000,AntallHushold,2013,8772
0417,0000,AntallHushold,2014,8943
0417,0000,AntallHushold,2015,8990
0417,0000,AntallHushold,2016,9072
0417,0000,AntallHushold,2017,9300
0417,0000,AntallHushold,2018,9488
0417,0000,AntallHushold,2019,9587
0418,0000,InntSkatt,2005,304000
0418,0000,InntSkatt,2006,313000
0418,0000,InntSkatt,2007,340000
0418,0000,InntSkatt,2008,363000
0418,0000,InntSkatt,2009,369000
0418,0000,InntSkatt,2010,379000
0418,0000,InntSkatt,2011,400000
0418,0000,InntSkatt,2012,412000
0418,0000,InntSkatt,2013,424000
0418,0000,InntSkatt,2014,445000
0418,0000,InntSkatt,2015,448000
0418,0000,InntSkatt,2016,455000
0418,0000,InntSkatt,2017,470000
0418,0000,InntSkatt,2018,485000
0418,0000,InntSkatt,2019,501000
0418,0000,AntallHushold,2005,2186
0418,0000,AntallHushold,2006,2238
0418,0000,AntallHushold,2007,2262
0418,0000,AntallHushold,2008,2283
0418,0000,AntallHushold,2009,2288
0418,0000,AntallHushold,2010,2305
0418,0000,AntallHushold,2011,2324
0418,0000,AntallHushold,2012,2373
0418,0000,AntallHushold,2013,2360
0418,0000,AntallHushold,2014,2353
0418,0000,AntallHushold,2015,2382
0418,0000,AntallHushold,2016,2373
0418,0000,AntallHushold,2017,2374
0418,0000,AntallHushold,2018,2369
0418,0000,AntallHushold,2019,2388
0419,0000,InntSkatt,2005,322000
0419,0000,InntSkatt,2006,335000
0419,0000,InntSkatt,2007,370000
0419,0000,InntSkatt,2008,395000
0419,0000,InntSkatt,2009,394000
0419,0000,InntSkatt,2010,409000
0419,0000,InntSkatt,2011,427000
0419,0000,InntSkatt,2012,439000
0419,0000,InntSkatt,2013,452000
0419,0000,InntSkatt,2014,468000
0419,0000,InntSkatt,2015,481000
0419,0000,InntSkatt,2016,492000
0419,0000,InntSkatt,2017,507000
0419,0000,InntSkatt,2018,524000
0419,0000,InntSkatt,2019,541000
0419,0000,AntallHushold,2005,3273
0419,0000,AntallHushold,2006,3354
0419,0000,AntallHushold,2007,3371
0419,0000,AntallHushold,2008,3382
0419,0000,AntallHushold,2009,3424
0419,0000,AntallHushold,2010,3448
0419,0000,AntallHushold,2011,3491
0419,0000,AntallHushold,2012,3498
0419,0000,AntallHushold,2013,3544
0419,0000,AntallHushold,2014,3563
0419,0000,AntallHushold,2015,3596
0419,0000,AntallHushold,2016,3611
0419,0000,AntallHushold,2017,3635
0419,0000,AntallHushold,2018,3675
0419,0000,AntallHushold,2019,3694
0420,0000,InntSkatt,2005,282000
0420,0000,InntSkatt,2006,292000
0420,0000,InntSkatt,2007,313000
0420,0000,InntSkatt,2008,336000
0420,0000,InntSkatt,2009,332000
0420,0000,InntSkatt,2010,353000
0420,0000,InntSkatt,2011,369000
0420,0000,InntSkatt,2012,376000
0420,0000,InntSkatt,2013,390000
0420,0000,InntSkatt,2014,403000
0420,0000,InntSkatt,2015,414000
0420,0000,InntSkatt,2016,424000
0420,0000,InntSkatt,2017,438000
0420,0000,InntSkatt,2018,446000
0420,0000,InntSkatt,2019,465000
0420,0000,AntallHushold,2005,2797
0420,0000,AntallHushold,2006,2830
0420,0000,AntallHushold,2007,2861
0420,0000,AntallHushold,2008,2871
0420,0000,AntallHushold,2009,2881
0420,0000,AntallHushold,2010,2868
0420,0000,AntallHushold,2011,2873
0420,0000,AntallHushold,2012,2924
0420,0000,AntallHushold,2013,2922
0420,0000,AntallHushold,2014,2940
0420,0000,AntallHushold,2015,2925
0420,0000,AntallHushold,2016,2920
0420,0000,AntallHushold,2017,2970
0420,0000,AntallHushold,2018,3017
0420,0000,AntallHushold,2019,3021
0423,0000,InntSkatt,2005,272000
0423,0000,InntSkatt,2006,282000
0423,0000,InntSkatt,2007,312000
0423,0000,InntSkatt,2008,332000
0423,0000,InntSkatt,2009,333000
0423,0000,InntSkatt,2010,345000
0423,0000,InntSkatt,2011,369000
0423,0000,InntSkatt,2012,379000
0423,0000,InntSkatt,2013,392000
0423,0000,InntSkatt,2014,398000
0423,0000,InntSkatt,2015,399000
0423,0000,InntSkatt,2016,416000
0423,0000,InntSkatt,2017,429000
0423,0000,InntSkatt,2018,439000
0423,0000,InntSkatt,2019,452000
0423,0000,AntallHushold,2005,2378
0423,0000,AntallHushold,2006,2376
0423,0000,AntallHushold,2007,2364
0423,0000,AntallHushold,2008,2346
0423,0000,AntallHushold,2009,2349
0423,0000,AntallHushold,2010,2327
0423,0000,AntallHushold,2011,2330
0423,0000,AntallHushold,2012,2352
0423,0000,AntallHushold,2013,2350
0423,0000,AntallHushold,2014,2325
0423,0000,AntallHushold,2015,2376
0423,0000,AntallHushold,2016,2375
0423,0000,AntallHushold,2017,2390
0423,0000,AntallHushold,2018,2388
0423,0000,AntallHushold,2019,2380
0425,0000,InntSkatt,2005,280000
0425,0000,InntSkatt,2006,294000
0425,0000,InntSkatt,2007,312000
0425,0000,InntSkatt,2008,340000
0425,0000,InntSkatt,2009,345000
0425,0000,InntSkatt,2010,350000
0425,0000,InntSkatt,2011,373000
0425,0000,InntSkatt,2012,384000
0425,0000,InntSkatt,2013,395000
0425,0000,InntSkatt,2014,401000
0425,0000,InntSkatt,2015,415000
0425,0000,InntSkatt,2016,432000
0425,0000,InntSkatt,2017,438000
0425,0000,InntSkatt,2018,452000
0425,0000,InntSkatt,2019,458000
0425,0000,AntallHushold,2005,3385
0425,0000,AntallHushold,2006,3421
0425,0000,AntallHushold,2007,3457
0425,0000,AntallHushold,2008,3462
0425,0000,AntallHushold,2009,3486
0425,0000,AntallHushold,2010,3532
0425,0000,AntallHushold,2011,3548
0425,0000,AntallHushold,2012,3588
0425,0000,AntallHushold,2013,3614
0425,0000,AntallHushold,2014,3673
0425,0000,AntallHushold,2015,3625
0425,0000,AntallHushold,2016,3554
0425,0000,AntallHushold,2017,3573
0425,0000,AntallHushold,2018,3572
0425,0000,AntallHushold,2019,3621
0426,0000,InntSkatt,2005,283000
0426,0000,InntSkatt,2006,299000
0426,0000,InntSkatt,2007,322000
0426,0000,InntSkatt,2008,351000
0426,0000,InntSkatt,2009,355000
0426,0000,InntSkatt,2010,369000
0426,0000,InntSkatt,2011,390000
0426,0000,InntSkatt,2012,403000
0426,0000,InntSkatt,2013,408000
0426,0000,InntSkatt,2014,420000
0426,0000,InntSkatt,2015,429000
0426,0000,InntSkatt,2016,440000
0426,0000,InntSkatt,2017,449000
0426,0000,InntSkatt,2018,454000
0426,0000,InntSkatt,2019,469000
0426,0000,AntallHushold,2005,1753
0426,0000,AntallHushold,2006,1775
0426,0000,AntallHushold,2007,1775
0426,0000,AntallHushold,2008,1775
0426,0000,AntallHushold,2009,1773
0426,0000,AntallHushold,2010,1775
0426,0000,AntallHushold,2011,1783
0426,0000,AntallHushold,2012,1797
0426,0000,AntallHushold,2013,1837
0426,0000,AntallHushold,2014,1818
0426,0000,AntallHushold,2015,1818
0426,0000,AntallHushold,2016,1804
0426,0000,AntallHushold,2017,1801
0426,0000,AntallHushold,2018,1818
0426,0000,AntallHushold,2019,1816
0427,0000,InntSkatt,2005,304000
0427,0000,InntSkatt,2006,322000
0427,0000,InntSkatt,2007,343000
0427,0000,InntSkatt,2008,373000
0427,0000,InntSkatt,2009,379000
0427,0000,InntSkatt,2010,388000
0427,0000,InntSkatt,2011,410000
0427,0000,InntSkatt,2012,428000
0427,0000,InntSkatt,2013,449000
0427,0000,InntSkatt,2014,460000
0427,0000,InntSkatt,2015,467000
0427,0000,InntSkatt,2016,474000
0427,0000,InntSkatt,2017,487000
0427,0000,InntSkatt,2018,499000
0427,0000,InntSkatt,2019,514000
0427,0000,AntallHushold,2005,8674
0427,0000,AntallHushold,2006,8581
0427,0000,AntallHushold,2007,8794
0427,0000,AntallHushold,2008,8898
0427,0000,AntallHushold,2009,8984
0427,0000,AntallHushold,2010,9138
0427,0000,AntallHushold,2011,9161
0427,0000,AntallHushold,2012,9245
0427,0000,AntallHushold,2013,9290
0427,0000,AntallHushold,2014,9396
0427,0000,AntallHushold,2015,9492
0427,0000,AntallHushold,2016,9523
0427,0000,AntallHushold,2017,9611
0427,0000,AntallHushold,2018,9736
0427,0000,AntallHushold,2019,9812
0428,0000,InntSkatt,2005,279000
0428,0000,InntSkatt,2006,295000
0428,0000,InntSkatt,2007,315000
0428,0000,InntSkatt,2008,337000
0428,0000,InntSkatt,2009,344000
0428,0000,InntSkatt,2010,357000
0428,0000,InntSkatt,2011,365000
0428,0000,InntSkatt,2012,374000
0428,0000,InntSkatt,2013,391000
0428,0000,InntSkatt,2014,402000
0428,0000,InntSkatt,2015,416000
0428,0000,InntSkatt,2016,427000
0428,0000,InntSkatt,2017,442000
0428,0000,InntSkatt,2018,459000
0428,0000,InntSkatt,2019,471000
0428,0000,AntallHushold,2005,2970
0428,0000,AntallHushold,2006,3005
0428,0000,AntallHushold,2007,3003
0428,0000,AntallHushold,2008,3014
0428,0000,AntallHushold,2009,3009
0428,0000,AntallHushold,2010,3043
0428,0000,AntallHushold,2011,3086
0428,0000,AntallHushold,2012,3099
0428,0000,AntallHushold,2013,3098
0428,0000,AntallHushold,2014,3103
0428,0000,AntallHushold,2015,3079
0428,0000,AntallHushold,2016,3110
0428,0000,AntallHushold,2017,3125
0428,0000,AntallHushold,2018,3150
0428,0000,AntallHushold,2019,3194
0429,0000,InntSkatt,2005,288000
0429,0000,InntSkatt,2006,288000
0429,0000,InntSkatt,2007,308000
0429,0000,InntSkatt,2008,328000
0429,0000,InntSkatt,2009,342000
0429,0000,InntSkatt,2010,350000
0429,0000,InntSkatt,2011,367000
0429,0000,InntSkatt,2012,387000
0429,0000,InntSkatt,2013,418000
0429,0000,InntSkatt,2014,421000
0429,0000,InntSkatt,2015,436000
0429,0000,InntSkatt,2016,439000
0429,0000,InntSkatt,2017,437000
0429,0000,InntSkatt,2018,451000
0429,0000,InntSkatt,2019,465000
0429,0000,AntallHushold,2005,2635
0429,0000,AntallHushold,2006,2042
0429,0000,AntallHushold,2007,2080
0429,0000,AntallHushold,2008,2045
0429,0000,AntallHushold,2009,2025
0429,0000,AntallHushold,2010,2029
0429,0000,AntallHushold,2011,2069
0429,0000,AntallHushold,2012,2109
0429,0000,AntallHushold,2013,2141
0429,0000,AntallHushold,2014,2108
0429,0000,AntallHushold,2015,2096
0429,0000,AntallHushold,2016,2104
0429,0000,AntallHushold,2017,2117
0429,0000,AntallHushold,2018,2107
0429,0000,AntallHushold,2019,2100
0430,0000,InntSkatt,2005,265000
0430,0000,InntSkatt,2006,283000
0430,0000,InntSkatt,2007,300000
0430,0000,InntSkatt,2008,315000
0430,0000,InntSkatt,2009,312000
0430,0000,InntSkatt,2010,327000
0430,0000,InntSkatt,2011,338000
0430,0000,InntSkatt,2012,349000
0430,0000,InntSkatt,2013,358000
0430,0000,InntSkatt,2014,375000
0430,0000,InntSkatt,2015,376000
0430,0000,InntSkatt,2016,397000
0430,0000,InntSkatt,2017,403000
0430,0000,InntSkatt,2018,418000
0430,0000,InntSkatt,2019,431000
0430,0000,AntallHushold,2005,1306
0430,0000,AntallHushold,2006,1280
0430,0000,AntallHushold,2007,1266
0430,0000,AntallHushold,2008,1280
0430,0000,AntallHushold,2009,1285
0430,0000,AntallHushold,2010,1299
0430,0000,AntallHushold,2011,1308
0430,0000,AntallHushold,2012,1297
0430,0000,AntallHushold,2013,1336
0430,0000,AntallHushold,2014,1316
0430,0000,AntallHushold,2015,1331
0430,0000,AntallHushold,2016,1280
0430,0000,AntallHushold,2017,1266
0430,0000,AntallHushold,2018,1252
0430,0000,AntallHushold,2019,1250
0432,0000,InntSkatt,2005,249000
0432,0000,InntSkatt,2006,266000
0432,0000,InntSkatt,2007,290000
0432,0000,InntSkatt,2008,309000
0432,0000,InntSkatt,2009,322000
0432,0000,InntSkatt,2010,340000
0432,0000,InntSkatt,2011,361000
0432,0000,InntSkatt,2012,372000
0432,0000,InntSkatt,2013,375000
0432,0000,InntSkatt,2014,371000
0432,0000,InntSkatt,2015,397000
0432,0000,InntSkatt,2016,401000
0432,0000,InntSkatt,2017,405000
0432,0000,InntSkatt,2018,420000
0432,0000,InntSkatt,2019,434000
0432,0000,AntallHushold,2005,939
0432,0000,AntallHushold,2006,957
0432,0000,AntallHushold,2007,952
0432,0000,AntallHushold,2008,947
0432,0000,AntallHushold,2009,963
0432,0000,AntallHushold,2010,921
0432,0000,AntallHushold,2011,921
0432,0000,AntallHushold,2012,904
0432,0000,AntallHushold,2013,914
0432,0000,AntallHushold,2014,954
0432,0000,AntallHushold,2015,949
0432,0000,AntallHushold,2016,928
0432,0000,AntallHushold,2017,918
0432,0000,AntallHushold,2018,899
0432,0000,AntallHushold,2019,907
0434,0000,InntSkatt,2005,286000
0434,0000,InntSkatt,2006,303000
0434,0000,InntSkatt,2007,329000
0434,0000,InntSkatt,2008,351000
0434,0000,InntSkatt,2009,351000
0434,0000,InntSkatt,2010,369000
0434,0000,InntSkatt,2011,394000
0434,0000,InntSkatt,2012,382000
0434,0000,InntSkatt,2013,395000
0434,0000,InntSkatt,2014,403000
0434,0000,InntSkatt,2015,423000
0434,0000,InntSkatt,2016,447000
0434,0000,InntSkatt,2017,457000
0434,0000,InntSkatt,2018,479000
0434,0000,InntSkatt,2019,488000
0434,0000,AntallHushold,2005,624
0434,0000,AntallHushold,2006,611
0434,0000,AntallHushold,2007,603
0434,0000,AntallHushold,2008,598
0434,0000,AntallHushold,2009,589
0434,0000,AntallHushold,2010,608
0434,0000,AntallHushold,2011,594
0434,0000,AntallHushold,2012,601
0434,0000,AntallHushold,2013,610
0434,0000,AntallHushold,2014,610
0434,0000,AntallHushold,2015,597
0434,0000,AntallHushold,2016,579
0434,0000,AntallHushold,2017,593
0434,0000,AntallHushold,2018,596
0434,0000,AntallHushold,2019,592
0436,0000,InntSkatt,2005,288000
0436,0000,InntSkatt,2006,308000
0436,0000,InntSkatt,2007,335000
0436,0000,InntSkatt,2008,374000
0436,0000,InntSkatt,2009,359000
0436,0000,InntSkatt,2010,368000
0436,0000,InntSkatt,2011,399000
0436,0000,InntSkatt,2012,402000
0436,0000,InntSkatt,2013,434000
0436,0000,InntSkatt,2014,453000
0436,0000,InntSkatt,2015,446000
0436,0000,InntSkatt,2016,466000
0436,0000,InntSkatt,2017,480000
0436,0000,InntSkatt,2018,502000
0436,0000,InntSkatt,2019,515000
0436,0000,AntallHushold,2005,661
0436,0000,AntallHushold,2006,658
0436,0000,AntallHushold,2007,652
0436,0000,AntallHushold,2008,651
0436,0000,AntallHushold,2009,656
0436,0000,AntallHushold,2010,671
0436,0000,AntallHushold,2011,665
0436,0000,AntallHushold,2012,677
0436,0000,AntallHushold,2013,670
0436,0000,AntallHushold,2014,659
0436,0000,AntallHushold,2015,654
0436,0000,AntallHushold,2016,648
0436,0000,AntallHushold,2017,624
0436,0000,AntallHushold,2018,649
0436,0000,AntallHushold,2019,648
0437,0000,InntSkatt,2005,319000
0437,0000,InntSkatt,2006,326000
0437,0000,InntSkatt,2007,356000
0437,0000,InntSkatt,2008,384000
0437,0000,InntSkatt,2009,386000
0437,0000,InntSkatt,2010,405000
0437,0000,InntSkatt,2011,420000
0437,0000,InntSkatt,2012,428000
0437,0000,InntSkatt,2013,440000
0437,0000,InntSkatt,2014,453000
0437,0000,InntSkatt,2015,472000
0437,0000,InntSkatt,2016,480000
0437,0000,InntSkatt,2017,502000
0437,0000,InntSkatt,2018,515000
0437,0000,InntSkatt,2019,525000
0437,0000,AntallHushold,2005,2132
0437,0000,AntallHushold,2006,2212
0437,0000,AntallHushold,2007,2226
0437,0000,AntallHushold,2008,2234
0437,0000,AntallHushold,2009,2288
0437,0000,AntallHushold,2010,2292
0437,0000,AntallHushold,2011,2327
0437,0000,AntallHushold,2012,2354
0437,0000,AntallHushold,2013,2344
0437,0000,AntallHushold,2014,2374
0437,0000,AntallHushold,2015,2385
0437,0000,AntallHushold,2016,2430
0437,0000,AntallHushold,2017,2430
0437,0000,AntallHushold,2018,2454
0437,0000,AntallHushold,2019,2483
0438,0000,InntSkatt,2005,312000
0438,0000,InntSkatt,2006,321000
0438,0000,InntSkatt,2007,345000
0438,0000,InntSkatt,2008,386000
0438,0000,InntSkatt,2009,380000
0438,0000,InntSkatt,2010,394000
0438,0000,InntSkatt,2011,414000
0438,0000,InntSkatt,2012,423000
0438,0000,InntSkatt,2013,454000
0438,0000,InntSkatt,2014,458000
0438,0000,InntSkatt,2015,470000
0438,0000,InntSkatt,2016,476000
0438,0000,InntSkatt,2017,486000
0438,0000,InntSkatt,2018,513000
0438,0000,InntSkatt,2019,549000
0438,0000,AntallHushold,2005,961
0438,0000,AntallHushold,2006,989
0438,0000,AntallHushold,2007,993
0438,0000,AntallHushold,2008,990
0438,0000,AntallHushold,2009,1000
0438,0000,AntallHushold,2010,1004
0438,0000,AntallHushold,2011,1006
0438,0000,AntallHushold,2012,1008
0438,0000,AntallHushold,2013,1006
0438,0000,AntallHushold,2014,1011
0438,0000,AntallHushold,2015,1032
0438,0000,AntallHushold,2016,1046
0438,0000,AntallHushold,2017,1061
0438,0000,AntallHushold,2018,1053
0438,0000,AntallHushold,2019,1058
0439,0000,InntSkatt,2005,286000
0439,0000,InntSkatt,2006,306000
0439,0000,InntSkatt,2007,331000
0439,0000,InntSkatt,2008,358000
0439,0000,InntSkatt,2009,343000
0439,0000,InntSkatt,2010,368000
0439,0000,InntSkatt,2011,400000
0439,0000,InntSkatt,2012,411000
0439,0000,InntSkatt,2013,445000
0439,0000,InntSkatt,2014,459000
0439,0000,InntSkatt,2015,435000
0439,0000,InntSkatt,2016,437000
0439,0000,InntSkatt,2017,445000
0439,0000,InntSkatt,2018,471000
0439,0000,InntSkatt,2019,491000
0439,0000,AntallHushold,2005,692
0439,0000,AntallHushold,2006,701
0439,0000,AntallHushold,2007,700
0439,0000,AntallHushold,2008,702
0439,0000,AntallHushold,2009,709
0439,0000,AntallHushold,2010,706
0439,0000,AntallHushold,2011,698
0439,0000,AntallHushold,2012,702
0439,0000,AntallHushold,2013,690
0439,0000,AntallHushold,2014,682
0439,0000,AntallHushold,2015,715
0439,0000,AntallHushold,2016,719
0439,0000,AntallHushold,2017,724
0439,0000,AntallHushold,2018,736
0439,0000,AntallHushold,2019,721
0441,0000,InntSkatt,2005,304000
0441,0000,InntSkatt,2006,328000
0441,0000,InntSkatt,2007,349000
0441,0000,InntSkatt,2008,390000
0441,0000,InntSkatt,2009,382000
0441,0000,InntSkatt,2010,386000
0441,0000,InntSkatt,2011,414000
0441,0000,InntSkatt,2012,444000
0441,0000,InntSkatt,2013,450000
0441,0000,InntSkatt,2014,456000
0441,0000,InntSkatt,2015,460000
0441,0000,InntSkatt,2016,467000
0441,0000,InntSkatt,2017,474000
0441,0000,InntSkatt,2018,485000
0441,0000,InntSkatt,2019,521000
0441,0000,AntallHushold,2005,794
0441,0000,AntallHushold,2006,805
0441,0000,AntallHushold,2007,811
0441,0000,AntallHushold,2008,806
0441,0000,AntallHushold,2009,801
0441,0000,AntallHushold,2010,823
0441,0000,AntallHushold,2011,827
0441,0000,AntallHushold,2012,820
0441,0000,AntallHushold,2013,838
0441,0000,AntallHushold,2014,844
0441,0000,AntallHushold,2015,841
0441,0000,AntallHushold,2016,850
0441,0000,AntallHushold,2017,847
0441,0000,AntallHushold,2018,854
0441,0000,AntallHushold,2019,846
0501,0000,InntSkatt,2005,312000
0501,0000,InntSkatt,2006,321000
0501,0000,InntSkatt,2007,343000
0501,0000,InntSkatt,2008,366000
0501,0000,InntSkatt,2009,374000
0501,0000,InntSkatt,2010,389000
0501,0000,InntSkatt,2011,409000
0501,0000,InntSkatt,2012,425000
0501,0000,InntSkatt,2013,457000
0501,0000,InntSkatt,2014,469000
0501,0000,InntSkatt,2015,483000
0501,0000,InntSkatt,2016,490000
0501,0000,InntSkatt,2017,499000
0501,0000,InntSkatt,2018,514000
0501,0000,InntSkatt,2019,533000
0501,0000,AntallHushold,2005,12151
0501,0000,AntallHushold,2006,11690
0501,0000,AntallHushold,2007,11914
0501,0000,AntallHushold,2008,12095
0501,0000,AntallHushold,2009,12103
0501,0000,AntallHushold,2010,12170
0501,0000,AntallHushold,2011,12274
0501,0000,AntallHushold,2012,12357
0501,0000,AntallHushold,2013,12246
0501,0000,AntallHushold,2014,12425
0501,0000,AntallHushold,2015,12468
0501,0000,AntallHushold,2016,12623
0501,0000,AntallHushold,2017,12773
0501,0000,AntallHushold,2018,12924
0501,0000,AntallHushold,2019,13088
0502,0000,InntSkatt,2005,303000
0502,0000,InntSkatt,2006,313000
0502,0000,InntSkatt,2007,338000
0502,0000,InntSkatt,2008,362000
0502,0000,InntSkatt,2009,366000
0502,0000,InntSkatt,2010,378000
0502,0000,InntSkatt,2011,397000
0502,0000,InntSkatt,2012,411000
0502,0000,InntSkatt,2013,429000
0502,0000,InntSkatt,2014,446000
0502,0000,InntSkatt,2015,455000
0502,0000,InntSkatt,2016,464000
0502,0000,InntSkatt,2017,474000
0502,0000,InntSkatt,2018,490000
0502,0000,InntSkatt,2019,504000
0502,0000,AntallHushold,2005,13070
0502,0000,AntallHushold,2006,12849
0502,0000,AntallHushold,2007,13079
0502,0000,AntallHushold,2008,13229
0502,0000,AntallHushold,2009,13310
0502,0000,AntallHushold,2010,13352
0502,0000,AntallHushold,2011,13523
0502,0000,AntallHushold,2012,13617
0502,0000,AntallHushold,2013,13714
0502,0000,AntallHushold,2014,13844
0502,0000,AntallHushold,2015,13856
0502,0000,AntallHushold,2016,13939
0502,0000,AntallHushold,2017,14053
0502,0000,AntallHushold,2018,14099
0502,0000,AntallHushold,2019,14229
0511,0000,InntSkatt,2005,297000
0511,0000,InntSkatt,2006,308000
0511,0000,InntSkatt,2007,334000
0511,0000,InntSkatt,2008,361000
0511,0000,InntSkatt,2009,356000
0511,0000,InntSkatt,2010,364000
0511,0000,InntSkatt,2011,386000
0511,0000,InntSkatt,2012,407000
0511,0000,InntSkatt,2013,421000
0511,0000,InntSkatt,2014,427000
0511,0000,InntSkatt,2015,446000
0511,0000,InntSkatt,2016,453000
0511,0000,InntSkatt,2017,466000
0511,0000,InntSkatt,2018,472000
0511,0000,InntSkatt,2019,491000
0511,0000,AntallHushold,2005,1190
0511,0000,AntallHushold,2006,1201
0511,0000,AntallHushold,2007,1195
0511,0000,AntallHushold,2008,1204
0511,0000,AntallHushold,2009,1225
0511,0000,AntallHushold,2010,1230
0511,0000,AntallHushold,2011,1242
0511,0000,AntallHushold,2012,1242
0511,0000,AntallHushold,2013,1244
0511,0000,AntallHushold,2014,1277
0511,0000,AntallHushold,2015,1265
0511,0000,AntallHushold,2016,1241
0511,0000,AntallHushold,2017,1234
0511,0000,AntallHushold,2018,1236
0511,0000,AntallHushold,2019,1203
0512,0000,InntSkatt,2005,304000
0512,0000,InntSkatt,2006,319000
0512,0000,InntSkatt,2007,344000
0512,0000,InntSkatt,2008,370000
0512,0000,InntSkatt,2009,373000
0512,0000,InntSkatt,2010,386000
0512,0000,InntSkatt,2011,406000
0512,0000,InntSkatt,2012,417000
0512,0000,InntSkatt,2013,441000
0512,0000,InntSkatt,2014,454000
0512,0000,InntSkatt,2015,471000
0512,0000,InntSkatt,2016,463000
0512,0000,InntSkatt,2017,481000
0512,0000,InntSkatt,2018,490000
0512,0000,InntSkatt,2019,520000
0512,0000,AntallHushold,2005,849
0512,0000,AntallHushold,2006,852
0512,0000,AntallHushold,2007,868
0512,0000,AntallHushold,2008,868
0512,0000,AntallHushold,2009,880
0512,0000,AntallHushold,2010,883
0512,0000,AntallHushold,2011,886
0512,0000,AntallHushold,2012,874
0512,0000,AntallHushold,2013,857
0512,0000,AntallHushold,2014,881
0512,0000,AntallHushold,2015,889
0512,0000,AntallHushold,2016,889
0512,0000,AntallHushold,2017,883
0512,0000,AntallHushold,2018,888
0512,0000,AntallHushold,2019,869
0513,0000,InntSkatt,2005,297000
0513,0000,InntSkatt,2006,307000
0513,0000,InntSkatt,2007,333000
0513,0000,InntSkatt,2008,345000
0513,0000,InntSkatt,2009,362000
0513,0000,InntSkatt,2010,380000
0513,0000,InntSkatt,2011,401000
0513,0000,InntSkatt,2012,408000
0513,0000,InntSkatt,2013,410000
0513,0000,InntSkatt,2014,428000
0513,0000,InntSkatt,2015,442000
0513,0000,InntSkatt,2016,447000
0513,0000,InntSkatt,2017,460000
0513,0000,InntSkatt,2018,489000
0513,0000,InntSkatt,2019,497000
0513,0000,AntallHushold,2005,957
0513,0000,AntallHushold,2006,966
0513,0000,AntallHushold,2007,969
0513,0000,AntallHushold,2008,957
0513,0000,AntallHushold,2009,950
0513,0000,AntallHushold,2010,967
0513,0000,AntallHushold,2011,980
0513,0000,AntallHushold,2012,979
0513,0000,AntallHushold,2013,1009
0513,0000,AntallHushold,2014,1003
0513,0000,AntallHushold,2015,991
0513,0000,AntallHushold,2016,1003
0513,0000,AntallHushold,2017,1007
0513,0000,AntallHushold,2018,1021
0513,0000,AntallHushold,2019,1024
0514,0000,InntSkatt,2005,299000
0514,0000,InntSkatt,2006,317000
0514,0000,InntSkatt,2007,347000
0514,0000,InntSkatt,2008,370000
0514,0000,InntSkatt,2009,378000
0514,0000,InntSkatt,2010,393000
0514,0000,InntSkatt,2011,404000
0514,0000,InntSkatt,2012,405000
0514,0000,InntSkatt,2013,444000
0514,0000,InntSkatt,2014,473000
0514,0000,InntSkatt,2015,493000
0514,0000,InntSkatt,2016,500000
0514,0000,InntSkatt,2017,499000
0514,0000,InntSkatt,2018,511000
0514,0000,InntSkatt,2019,512000
0514,0000,AntallHushold,2005,1008
0514,0000,AntallHushold,2006,997
0514,0000,AntallHushold,2007,993
0514,0000,AntallHushold,2008,993
0514,0000,AntallHushold,2009,990
0514,0000,AntallHushold,2010,994
0514,0000,AntallHushold,2011,1005
0514,0000,AntallHushold,2012,1023
0514,0000,AntallHushold,2013,1006
0514,0000,AntallHushold,2014,999
0514,0000,AntallHushold,2015,1002
0514,0000,AntallHushold,2016,1019
0514,0000,AntallHushold,2017,1026
0514,0000,AntallHushold,2018,1038
0514,0000,AntallHushold,2019,1028
0515,0000,InntSkatt,2005,290000
0515,0000,InntSkatt,2006,311000
0515,0000,InntSkatt,2007,331000
0515,0000,InntSkatt,2008,356000
0515,0000,InntSkatt,2009,365000
0515,0000,InntSkatt,2010,386000
0515,0000,InntSkatt,2011,403000
0515,0000,InntSkatt,2012,409000
