"Region","PolitParti","Godkjente1 2005"
"0101","01",6256
"0101","02",3660
"0101","03",1679
"0101","04",1167
"0101","08",29
"0101","05",687
"0101","06",1343
"0101","07",636
"0101","100",34
"0101","122",8
"0101","48",32
"0101","44",31
"0101","09",35
"0101","10",105
"0101","11",139
"0101","92",9
"0104","01",5755
"0104","02",4095
"0104","03",2527
"0104","04",595
"0104","08",25
"0104","05",181
"0104","06",1518
"0104","07",748
"0104","100",25
"0104","122",10
"0104","48",12
"0104","44",29
"0104","09",8
"0104","10",201
"0104","11",178
"0104","92",3
"0105","01",12164
"0105","02",7450
"0105","03",2799
"0105","04",1963
"0105","08",31
"0105","05",971
"0105","06",1749
"0105","07",821
"0105","100",33
"0105","122",21
"0105","48",44
"0105","44",79
"0105","09",15
"0105","10",316
"0105","11",118
"0105","92",9
"0106","01",14584
"0106","02",11363
"0106","03",4905
"0106","04",2427
"0106","08",52
"0106","05",938
"0106","06",3395
"0106","07",1602
"0106","100",88
"0106","122",55
"0106","48",56
"0106","44",136
"0106","09",30
"0106","10",460
"0106","11",289
"0106","92",19
"0111","01",803
"0111","02",673
"0111","03",357
"0111","04",108
"0111","05",61
"0111","06",177
"0111","07",119
"0111","100",2
"0111","122",3
"0111","48",1
"0111","44",13
"0111","09",2
"0111","10",16
"0111","11",23
"0118","01",276
"0118","02",156
"0118","03",85
"0118","04",130
"0118","08",1
"0118","05",141
"0118","06",42
"0118","07",26
"0118","100",6
"0118","48",2
"0118","44",1
"0118","10",7
"0118","11",2
"0119","01",703
"0119","02",369
"0119","03",166
"0119","04",307
"0119","08",3
"0119","05",298
"0119","06",71
"0119","07",79
"0119","100",3
"0119","122",1
"0119","48",9
"0119","44",3
"0119","10",4
"0119","11",5
"0121","01",148
"0121","02",74
"0121","03",17
"0121","04",119
"0121","05",57
"0121","06",7
"0121","07",8
"0121","10",1
"0121","11",3
"0122","01",707
"0122","02",843
"0122","03",279
"0122","04",237
"0122","08",3
"0122","05",474
"0122","06",120
"0122","07",134
"0122","100",2
"0122","122",1
"0122","48",4
"0122","44",6
"0122","09",1
"0122","10",9
"0122","11",12
"0122","92",1
"0123","01",765
"0123","02",758
"0123","03",409
"0123","04",248
"0123","08",5
"0123","05",312
"0123","06",189
"0123","07",132
"0123","100",4
"0123","48",4
"0123","44",5
"0123","09",2
"0123","10",13
"0123","11",18
"0123","92",2
"0124","01",2594
"0124","02",2313
"0124","03",1012
"0124","04",500
"0124","08",8
"0124","05",340
"0124","06",512
"0124","07",343
"0124","100",7
"0124","122",10
"0124","48",11
"0124","44",22
"0124","09",4
"0124","10",40
"0124","11",65
"0124","92",3
"0125","01",1602
"0125","02",1656
"0125","03",565
"0125","04",438
"0125","08",5
"0125","05",737
"0125","06",312
"0125","07",301
"0125","100",5
"0125","122",3
"0125","48",18
"0125","44",11
"0125","09",2
"0125","10",25
"0125","11",17
"0125","92",3
"0127","01",483
"0127","02",549
"0127","03",166
"0127","04",175
"0127","08",2
"0127","05",303
"0127","06",82
"0127","07",59
"0127","100",3
"0127","122",2
"0127","48",3
"0127","44",5
"0127","09",3
"0127","10",5
"0127","11",4
"0127","92",1
"0128","01",1103
"0128","02",955
"0128","03",345
"0128","04",592
"0128","08",1
"0128","05",706
"0128","06",158
"0128","07",182
"0128","100",7
"0128","122",8
"0128","48",7
"0128","44",11
"0128","10",13
"0128","11",11
"0135","01",1139
"0135","02",1199
"0135","03",447
"0135","04",463
"0135","08",1
"0135","05",285
"0135","06",185
"0135","07",154
"0135","100",9
"0135","48",10
"0135","44",13
"0135","09",1
