"Region","PolitParti","Godkjente1 2007"
"0101","01",5638
"0101","02",2057
"0101","03",1343
"0101","04",948
"0101","08",376
"0101","05",639
"0101","06",949
"0101","07",460
"0101","10",191
"0101","11",296
"0101","92",27
"0104","01",5420
"0104","02",2607
"0104","03",2915
"0104","04",406
"0104","06",784
"0104","07",608
"0104","10",322
"0104","11",492
"0105","01",10584
"0105","02",4241
"0105","03",2456
"0105","04",1448
"0105","05",812
"0105","06",699
"0105","07",543
"0105","10",764
"0105","11",135
"0105","92",47
"0106","01",11070
"0106","02",10511
"0106","03",4463
"0106","04",1618
"0106","05",739
"0106","06",1563
"0106","07",1115
"0106","10",893
"0106","11",306
"0106","91",1381
"0106","92",88
"0111","01",704
"0111","02",573
"0111","03",450
"0111","05",92
"0111","06",132
"0111","07",80
"0111","10",60
"0118","01",249
"0118","02",57
"0118","03",72
"0118","04",193
"0118","05",176
"0119","01",969
"0119","03",164
"0119","04",307
"0119","05",318
"0121","01",175
"0121","02",31
"0121","04",126
"0121","05",111
"0122","01",579
"0122","02",476
"0122","03",233
"0122","04",167
"0122","05",625
"0122","06",69
"0122","07",187
"0123","01",457
"0123","02",452
"0123","03",346
"0123","04",201
"0123","05",630
"0123","06",105
"0123","07",196
"0124","01",2084
"0124","02",1167
"0124","03",1170
"0124","04",392
"0124","05",286
"0124","06",250
"0124","07",326
"0124","91",354
"0125","01",1082
"0125","02",858
"0125","03",569
"0125","04",331
"0125","05",1060
"0125","06",219
"0125","07",345
"0127","01",506
"0127","02",171
"0127","03",199
"0127","04",168
"0127","05",515
"0128","01",730
"0128","02",426
"0128","03",184
"0128","04",711
"0128","05",756
"0128","06",41
"0128","07",500
"0135","01",1213
"0135","02",923
"0135","03",473
"0135","04",360
"0135","05",318
"0135","06",80
"0135","07",77
"0136","01",1878
"0136","02",2032
"0136","03",1185
"0136","04",267
"0136","05",230
"0136","06",407
"0136","07",327
"0136","10",210
"0136","92",24
"0137","01",341
"0137","02",507
"0137","03",318
"0137","04",208
"0137","05",402
"0137","06",75
"0137","07",54
"0138","01",529
"0138","02",733
"0138","03",270
"0138","04",201
"0138","05",222
"0138","07",296
"0211","01",2111
"0211","02",1197
"0211","03",1745
"0211","04",219
"0211","06",422
"0211","07",467
"0211","11",121
"0213","01",3821
"0213","02",2308
"0213","03",3604
"0213","04",526
"0213","05",475
"0213","06",897
"0213","07",719
"0213","10",425
"0213","11",234
"0214","01",2143
"0214","02",1040
"0214","03",1077
"0214","04",316
"0214","05",859
"0214","06",813
"0214","07",536
"0214","11",135
"0215","01",1295
"0215","02",979
"0215","03",2238
"0215","04",368
"0215","05",227
"0215","06",561
"0215","07",1203
"0215","10",223
"0215","11",51
"0216","01",1588
"0216","02",908
"0216","03",1628
"0216","04",525
"0216","08",253
"0216","05",111
"0216","06",1943
"0216","07",497
"0216","11",464
"0216","92",34
"0217","01",2683
"0217","02",1607
"0217","03",5669
"0217","04",557
"0217","05",101
"0217","06",765
"0217","07",899
"0217","11",137
"0219","01",10460
"0219","02",8195
"0219","03",21639
"0219","04",1502
"0219","08",400
"0219","05",664
"0219","06",3026
"0219","07",5819
"0219","10",814
"0219","11",711
"0219","91",230
"0219","92",83
"0220","01",5187
"0220","02",4095
"0220","03",10242
"0220","04",849
"0220","05",312
"0220","06",1159
"0220","07",2250
"0220","10",338
"0220","11",282
"0220","91",1138
"0221","01",2214
"0221","02",2172
"0221","03",375
"0221","04",668
"0221","05",788
"0221","06",232
"0221","07",261
"0226","01",2181
"0226","02",1405
"0226","03",1711
"0226","04",296
"0226","05",724
"0226","06",374
"0226","07",211
"0227","01",2161
"0227","02",991
"0227","03",700
"0227","04",169
"0227","05",374
"0227","06",201
"0227","07",139
"0227","11",46
"0228","01",3008
"0228","02",1313
"0228","03",1114
"0228","04",255
"0228","05",144
"0228","06",310
"0228","07",221
"0228","10",111
"0228","11",81
"0228","91",203
"0229","01",1049
"0229","02",974
"0229","03",1436
"0229","04",208
"0229","05",453
"0229","06",298
"0230","01",6023
"0230","02",2994
"0230","03",2618
"0230","04",543
"0230","05",261
"0230","06",756
"0230","07",600
"0230","11",182
"0230","91",732
"0230","92",24
"0231","01",7883
"0231","02",4611
"0231","03",4665
"0231","04",714
"0231","05",539
"0231","06",1117
"0231","07",805
"0231","10",345
"0231","11",225
"0233","01",2388
"0233","02",2370
"0233","03",2301
"0233","04",277
"0233","05",523
"0233","06",460
"0233","07",712
"0233","10",265
"0233","11",192
"0234","01",777
"0234","02",368
"0234","03",555
"0234","04",167
"0234","05",268
"0234","06",128
"0234","07",290
"0235","01",3325
"0235","02",4856
"0235","03",1478
"0235","04",288
"0235","05",703
"0235","06",326
"0235","07",350
"0235","10",298
"0235","11",85
"0235","92",14
"0236","01",3277
"0236","02",1973
"0236","03",668
"0236","04",337
"0236","05",923
"0236","06",394
"0236","07",452
"0237","01",2095
"0237","02",1740
"0237","03",1624
"0237","04",346
"0237","05",1048
"0237","06",558
"0237","07",165
"0237","10",282
"0237","11",96
"0237","91",622
"0238","01",1585
"0238","02",1180
"0238","03",578
"0238","04",223
"0238","05",483
"0238","06",179
"0238","07",396
"0239","01",303
"0239","02",267
"0239","03",145
"0239","04",136
"0239","05",124
"0239","06",115
"0239","07",220
"0301","01",81265
"0301","02",38873
"0301","03",68475
"0301","04",8368
"0301","08",1687
"0301","05",2189
"0301","06",28701
"0301","07",23703
"0301","12",127
"0301","09",203
"0301","10",1414
"0301","11",14131
"0301","91",1986
"0301","92",713
"0402","01",2354
"0402","02",1286
"0402","03",1251
"0402","04",162
"0402","05",353
"0402","06",614
"0402","07",231
"0402","10",1205
"0403","01",3545
"0403","02",952
"0403","03",996
"0403","04",558
"0403","05",220
"0403","06",817
"0403","07",604
"0403","10",461
"0403","91",5901
"0412","01",4926
"0412","02",1299
"0412","03",1171
"0412","04",377
