"Region","PolitParti","Godkjente1 1951"
"0101","01",3475
"0101","03",1294
"0101","04",621
"0101","07",276
"0101","09",277
"0102","01",4121
"0102","03",1508
"0102","04",793
"0102","07",599
"0102","09",777
"0103","01",3821
"0103","03",2279
"0103","04",937
"0103","07",335
"0103","09",607
"0104","01",5862
"0104","03",2435
"0104","04",826
"0104","07",453
"0104","09",794
"0111","01",482
"0111","03",407
"0111","04",295
"0111","07",170
"0112","01",346
"0112","03",39
"0112","04",66
"0112","71",102
"0112","09",97
"0113","01",1969
"0113","03",280
"0113","04",411
"0113","71",227
"0113","09",667
"0114","01",157
"0114","04",105
"0114","07",35
"0114","71",119
"0114","92",57
"0115","01",2286
"0115","03",385
"0115","04",674
"0115","07",166
"0115","71",331
"0115","09",336
"0116","01",2381
"0116","03",516
"0116","04",711
"0116","71",576
"0116","09",123
"0117","01",1908
"0117","04",365
"0117","07",53
"0117","90h",568
"0118","01",404
"0118","04",210
"0118","90h",223
"0119","01",648
"0119","04",235
"0119","90h",306
"0120","01",231
"0120","90h",343
"0122","01",555
"0122","04",279
"0122","07",124
"0122","71",819
"0123","01",614
"0123","04",134
"0123","07",106
"0123","90h",631
"0124","01",2388
"0124","04",516
"0124","09",166
"0124","90h",1680
"0125","01",1117
"0125","03",161
"0125","04",561
"0125","07",186
"0125","71",1004
"0126","01",578
"0126","04",228
"0126","90h",530
"0127","01",447
"0127","03",65
"0127","04",203
"0127","90h",518
"0128","01",1034
"0128","04",751
"0128","71",614
"0128","90h",219
"0128","92",114
"0129","01",205
"0129","04",198
"0129","71",372
"0130","01",3083
"0130","03",424
"0130","04",872
"0130","07",182
"0130","71",240
"0130","09",515
"0131","01",952
"0131","04",228
"0131","09",91
"0131","90h",221
"0132","01",4276
"0132","03",1440
"0132","04",1044
"0132","07",339
"0132","09",416
"0133","01",1437
"0133","04",431
"0133","09",93
"0133","90h",539
"0134","01",1908
"0134","04",815
"0134","09",183
"0134","90h",1364
"0135","01",675
"0135","04",362
"0135","90h",581
"0136","01",1023
"0136","04",369
"0136","90h",931
"0137","01",316
"0137","03",97
"0137","04",127
"0137","07",106
"0137","71",339
"0138","01",543
"0138","03",93
"0138","04",158
"0138","71",462
"0138","09",60
"0138","92",50
"0201","01",196
"0201","90h",93
"0203","01",589
"0203","03",530
"0203","07",114
"0211","01",925
"0211","03",256
"0211","90h",823
"0212","01",311
"0212","07",111
"0212","90h",314
"0213","01",1226
"0213","03",558
"0213","04",288
"0213","07",355
"0213","71",253
"0213","09",199
"0214","01",1032
"0214","03",291
"0214","04",160
"0214","07",142
"0214","71",592
"0215","01",449
"0215","03",233
"0215","71",384
"0215","92",78
"0216","01",918
"0216","04",231
"0216","09",146
"0216","90h",708
"0217","01",1275
"0217","03",859
"0217","04",243
"0217","07",422
"0217","09",243
"0219","01",7275
"0219","04",999
"0219","07",1556
"0219","09",1384
"0219","90h",8620
"0220","01",2834
"0220","03",2327
"0220","04",555
"0220","07",474
"0220","71",278
"0220","09",492
"0221","01",490
"0221","04",166
"0221","90h",522
"0222","01",1021
"0222","03",137
"0222","04",289
"0222","71",481
"0223","01",238
"0223","04",43
"0223","07",33
"0223","90h",120
"0224","01",944
"0224","03",102
"0224","04",186
"0224","09",112
"0224","90h",331
"0225","01",505
"0225","07",69
"0225","71",218
"0225","90h",320
"0226","01",748
"0226","03",197
"0226","04",222
"0226","07",107
"0226","71",602
"0227","01",1133
"0227","03",150
"0227","04",162
"0227","07",89
"0227","71",342
"0227","09",159
"0227","92",2
"0228","01",696
"0228","03",195
"0228","04",141
"0228","71",119
"0228","09",272
"0228","92",226
"0229","01",762
"0229","03",110
"0229","04",202
"0229","07",79
"0229","71",385
"0230","01",2070
"0230","03",317
"0230","04",278
"0230","07",250
"0230","71",168
"0230","09",636
"0231","01",2285
"0231","03",523
"0231","04",441
"0231","07",451
"0231","71",306
"0231","09",516
"0231","92",555
"0232","01",2628
"0232","03",732
"0232","04",359
"0232","07",498
"0232","09",717
"0233","01",1604
"0233","03",462
"0233","71",384
"0233","09",242
"0234","01",288
"0234","04",141
"0234","71",400
"0235","01",2108
"0235","03",447
"0235","04",347
"0235","07",181
"0235","71",1155
"0235","09",161
"0236","01",2977
"0236","03",442
"0236","04",414
"0236","07",210
"0236","71",1108
"0236","09",432
"0237","01",3157
"0237","03",473
"0237","04",450
"0237","07",157
"0237","71",923
"0237","09",500
"0237","92",300
"0238","01",1191
"0238","04",297
"0238","71",820
"0238","09",135
"0239","01",557
"0239","04",279
"0239","07",163
"0239","71",114
"0240","01",302
"0240","04",80
"0240","90h",202
"0601","01",1175
"0601","09",158
"0601","90h",944
"0611","01",530
"0611","09",131
"0611","90h",232
"0613","01",4165
"0613","03",885
"0613","71",725
"0613","09",845
"0614","01",1167
"0614","09",320
"0614","90h",333
"0629","01",1000
"0629","71",313
"0629","09",49
"0629","90h",377
"0630","01",666
"0630","03",98
"0630","04",87
"0630","71",265
"0630","09",30
"0634","01",280
"0634","90h",308
"0301","01",107249
"0301","03",100649
"0301","04",16780
"0301","07",16523
"0301","09",20467
"0401","01",3808
"0401","03",1548
"0401","04",544
"0401","07",528
"0401","09",628
"0402","01",600
"0402","03",330
"0402","07",245
"0402","09",59
"0411","01",1343
"0411","90h",817
"0412","01",4684
"0412","03",1007
"0412","71",1248
"0412","09",396
"0413","01",1847
"0413","71",477
"0413","09",110
"0413","90h",723
"0414","01",2289
"0414","03",276
"0414","07",115
"0414","71",495
"0414","09",340
"0415","01",2067
"0415","03",319
"0415","71",470
"0415","09",495
"0416","01",1788
"0416","04",198
"0416","71",283
"0416","09",510
"0416","90h",302
"0417","01",2922
"0417","03",458
"0417","71",590
"0417","09",221
"0417","92",265
"0418","01",1578
"0418","04",187
"0418","09",675
"0418","90h",339
"0419","01",2345
"0419","03",216
"0419","04",201
"0419","07",91
"0419","71",483
"0419","09",549
"0420","01",1845
"0420","71",404
"0420","09",477
"0420","90h",474
"0421","01",1605
"0421","03",158
"0421","07",237
"0421","71",217
"0421","09",436
"0422","01",1268
"0422","03",96
"0422","07",108
"0422","71",297
"0422","09",401
"0422","92",102
"0423","01",2166
"0423","03",302
"0423","04",1
"0423","71",462
"0423","09",424
"0424","01",830
"0424","04",201
"0424","71",341
"0424","09",230
"0425","01",1571
"0425","03",223
"0425","71",409
"0425","09",1103
"0426","01",829
"0426","03",122
"0426","04",106
"0426","71",378
"0426","09",734
"0427","01",1846
"0427","03",812
"0427","07",282
"0427","71",764
"0427","09",945
"0427","90",1779
"0428","01",2185
"0428","03",221
"0428","07",416
"0428","71",637
"0428","09",407
"0429","01",1167
"0429","71",360
"0429","09",983
"0429","90h",8
"0430","01",1258
"0430","03",172
"0430","71",303
"0430","09",503
"0431","01",144
"0431","90h",135
"0432","01",743
"0432","71",210
"0432","09",93
"0433","01",461
"0433","07",39
"0433","71",328
"0433","09",62
"0433","90h",102
"0434","01",431
"0434","03",59
"0434","07",138
