Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Antall stemmeberettigede;Godkjente stemmegivninger — Forhånd;Godkjente stemmegivninger - Valgting;Godkjente stemmegivninger - Totalt;Forkastede stemmegivninger - Forhånd;Forkastede stemmegivninger - Totalt;Godkjente stemmesedler - Forhånd;Godkjente stemmesedler - Valgting;Godkjente stemmesedler - Totalt;Forkastede stemmesedler - Forhånd;Forkastede stemmesedler - Totalt;Blanke stemmesedler - Forhånd;Blanke stemmesedler - Totalt;
02;Akershus;0237;Eidsvoll;0006;Minnesund;1373;196;840;1036;0;0;0;830;830;0;0;0;14;
02;Akershus;0237;Eidsvoll;0007;Feiring;704;89;498;587;1;1;0;494;494;0;0;0;2;
02;Akershus;0238;Nannestad;0000;Uoppgitt krets;15;4;1;5;1;1;1606;0;1606;3;3;15;15;
02;Akershus;0238;Nannestad;0001;Preståsen;2633;558;1392;1950;1;1;0;1396;1396;0;1;0;17;
02;Akershus;0238;Nannestad;0002;Maura;3174;633;1804;2437;0;0;0;1807;1807;0;1;0;11;
02;Akershus;0238;Nannestad;0003;Kringler/Slattum;1048;178;645;823;0;0;0;639;639;0;1;0;1;
02;Akershus;0238;Nannestad;0004;Eltonåsen;1631;217;1096;1313;0;0;0;1096;1096;0;2;0;8;
02;Akershus;0238;Nannestad;0005;Sandsnesseter;124;19;69;88;0;0;0;68;68;0;0;0;0;
02;Akershus;0239;Hurdal;0000;Hele kommunen;2151;630;998;1628;1;1;628;1000;1628;5;8;3;11;
03;Oslo;0301;Oslo;0000;Uoppgitt krets;0;43;37;80;117;117;178520;75;178595;192;192;734;734;
03;Oslo;0301;Oslo;0101;Vahl skole;4818;2137;1290;3427;1;1;0;1517;1517;0;0;0;6;
03;Oslo;0301;Oslo;0102;Tøyen skole;5753;2536;1689;4225;0;0;0;2200;2200;0;2;0;16;
03;Oslo;0301;Oslo;0103;Kampen skole;3759;1534;1574;3108;0;0;0;1917;1917;0;1;0;8;
03;Oslo;0301;Oslo;0104;Gamlebyen skole;8180;3589;2726;6315;0;0;0;2399;2399;0;0;0;25;
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;6267;2361;2721;5082;0;0;0;2614;2614;0;0;0;14;
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;8368;3320;3310;6630;2;2;0;2218;2218;0;1;0;10;
03;Oslo;0301;Oslo;0201;Teglverket skole;5000;1644;2510;4154;0;0;0;2581;2581;0;2;0;13;
03;Oslo;0301;Oslo;0202;Sinsen skole;9847;4140;3536;7676;0;0;0;3060;3060;0;0;0;28;
03;Oslo;0301;Oslo;0203;Sofienberg skole;8955;3819;3443;7262;1;1;0;3218;3218;0;0;0;25;
03;Oslo;0301;Oslo;0204;Grünerløkka skole;4995;2008;1809;3817;2;2;0;2548;2548;0;2;0;19;
03;Oslo;0301;Oslo;0205;Foss videregående skole;4980;1933;2071;4004;0;0;0;1917;1917;0;0;0;15;
03;Oslo;0301;Oslo;0206;Anker Hotel;6656;2753;2170;4923;1;2;0;2075;2075;0;1;0;21;
03;Oslo;0301;Oslo;0301;Sagene samfunnshus;5256;2489;1802;4291;0;0;0;2083;2083;0;1;0;9;
03;Oslo;0301;Oslo;0302;Bjølsen skole;4494;2088;1575;3663;0;0;0;1814;1814;0;0;0;17;
03;Oslo;0301;Oslo;0303;Nordpolen skole;4560;2021;1672;3693;0;0;0;1964;1964;0;5;0;19;
03;Oslo;0301;Oslo;0304;Lilleborg skole;4666;1885;1976;3861;0;0;0;1996;1996;0;2;0;7;
03;Oslo;0301;Oslo;0305;Sagene festivitetshus;6232;2631;2491;5122;0;0;0;1627;1627;0;0;0;11;
03;Oslo;0301;Oslo;0306;Fernanda Nissen skole;6975;3209;2566;5775;0;0;0;2348;2348;0;0;0;17;
03;Oslo;0301;Oslo;0401;Fagerborg skole;6133;2367;2633;5000;0;0;0;2371;2371;0;1;0;7;
03;Oslo;0301;Oslo;0402;Bolteløkka skole;6130;2633;2630;5263;1;1;0;2591;2591;0;1;0;16;
03;Oslo;0301;Oslo;0403;Ila skole;5359;2383;1965;4348;0;0;0;1957;1957;0;4;0;12;
03;Oslo;0301;Oslo;0404;Oslo katedralskole;6943;3202;2487;5689;0;0;0;2357;2357;0;0;0;17;
03;Oslo;0301;Oslo;0405;Møllergata skole;2962;1067;1131;2198;0;0;0;1459;1459;0;1;0;8;
03;Oslo;0301;Oslo;0501;Politihøgskolen;6402;2776;2361;5137;0;0;0;1977;1977;0;1;0;10;
03;Oslo;0301;Oslo;0502;Majorstuen skole;4201;1694;1607;3301;0;0;0;2766;2766;0;0;0;19;
03;Oslo;0301;Oslo;0503;Kristelig Gymnasium;5218;2128;1908;4036;0;0;0;1759;1759;0;0;0;1;
03;Oslo;0301;Oslo;0504;Uranienborg menighetshus;3110;1277;1280;2557;0;0;0;1425;1425;0;0;0;9;
03;Oslo;0301;Oslo;0505;Hartvig Nissens skole;4016;1571;1806;3377;0;0;0;2078;2078;0;0;0;8;
03;Oslo;0301;Oslo;0506;Bymuseet;5278;2065;2225;4290;1;2;0;2058;2058;0;2;0;10;
03;Oslo;0301;Oslo;0507;Oslo handelsgymnasium;11161;4769;4296;9065;2;2;0;3761;3761;0;3;0;17;
03;Oslo;0301;Oslo;0508;Bygdøy skole;2476;785;1441;2226;0;0;0;1480;1480;0;0;0;6;
03;Oslo;0301;Oslo;0601;Lysejordet skole;3973;1763;1685;3448;0;0;0;1788;1788;0;1;0;5;
03;Oslo;0301;Oslo;0602;Øraker skole;4914;2235;2045;4280;0;1;0;1891;1891;0;0;0;6;
03;Oslo;0301;Oslo;0603;Bestum skole;3700;1575;1699;3274;0;0;0;1762;1762;0;0;0;2;
03;Oslo;0301;Oslo;0604;Ullern videregående skole;2812;1306;1086;2392;0;0;0;1074;1074;0;2;0;4;
03;Oslo;0301;Oslo;0605;Smestad skole;3330;1266;1620;2886;1;1;0;1674;1674;0;1;0;4;
03;Oslo;0301;Oslo;0606;Skøyen skole;4519;1738;2220;3958;0;0;0;2142;2142;0;0;0;7;
03;Oslo;0301;Oslo;0701;Vinderen skole;2865;1337;1095;2432;0;0;0;1263;1263;0;0;0;3;
03;Oslo;0301;Oslo;0702;Ris skole;4762;2588;1719;4307;0;0;0;1410;1410;0;0;0;2;
03;Oslo;0301;Oslo;0703;Svendstuen skole;7280;3569;3016;6585;0;0;0;2691;2691;0;0;0;5;
03;Oslo;0301;Oslo;0704;Grindbakken skole;3421;1361;1667;3028;0;0;0;1606;1606;0;2;0;5;
03;Oslo;0301;Oslo;0705;Bogstad skole;3347;1247;1739;2986;0;0;0;1698;1698;0;0;0;5;
03;Oslo;0301;Oslo;0706;Hovseter skole;5493;2235;2469;4704;0;0;0;2290;2290;0;0;0;4;
03;Oslo;0301;Oslo;0707;Persbråten videregående skole;5385;2321;2540;4861;0;0;0;2485;2485;0;3;0;7;
03;Oslo;0301;Oslo;0801;Ullevål skole;4144;1472;2207;3679;0;1;0;2215;2215;0;0;0;4;
03;Oslo;0301;Oslo;0802;Blindern videregående skole;2602;971;1261;2232;0;0;0;1171;1171;0;0;0;4;
03;Oslo;0301;Oslo;0803;Kringsjå skole;2407;834;1204;2038;0;0;0;1204;1204;0;0;0;16;
03;Oslo;0301;Oslo;0804;Korsvoll skole;3471;1123;1977;3100;0;0;0;1917;1917;0;0;0;4;
03;Oslo;0301;Oslo;0805;Tåsen skole;4876;1815;2546;4361;2;2;0;2614;2614;0;2;0;5;
03;Oslo;0301;Oslo;0806;Kjelsås skole;4277;1498;2338;3836;0;0;0;2385;2385;0;2;0;5;
03;Oslo;0301;Oslo;0807;Engebråten skole;2387;868;1293;2161;0;0;0;1312;1312;0;0;0;8;
03;Oslo;0301;Oslo;0808;Morellbakken skole;5033;2137;1979;4116;0;0;0;1634;1634;0;1;0;11;
03;Oslo;0301;Oslo;0809;Disen skole;2979;1131;1531;2662;0;0;0;1511;1511;0;4;0;8;
03;Oslo;0301;Oslo;0810;Skeidhuset;2189;738;1191;1929;0;0;0;1185;1185;0;0;0;2;
03;Oslo;0301;Oslo;0901;Refstad skole;6291;2147;2580;4727;2;2;0;2321;2321;0;0;0;11;
03;Oslo;0301;Oslo;0902;Årvoll skole;4693;1635;2217;3852;0;0;0;2026;2026;0;0;0;11;
03;Oslo;0301;Oslo;0903;Tonsenhagen skole;2609;937;1302;2239;0;0;0;1414;1414;0;2;0;7;
03;Oslo;0301;Oslo;0904;Linderud skole;2444;868;784;1652;0;0;0;991;991;0;0;0;7;
03;Oslo;0301;Oslo;0905;Veitvet skole;3940;1255;1389;2644;0;0;0;1296;1296;0;0;0;10;
03;Oslo;0301;Oslo;1001;Rødtvet skole;2682;610;1269;1879;0;0;0;1306;1306;0;0;0;2;
03;Oslo;0301;Oslo;1002;Nordtvet skole;4992;1412;2256;3668;0;0;0;2254;2254;0;1;0;23;
03;Oslo;0301;Oslo;1003;Ammerud skole;6350;2079;2467;4546;0;0;0;2393;2393;0;0;0;12;
03;Oslo;0301;Oslo;1004;Tiurleiken skole;4881;1620;1619;3239;0;0;0;1586;1586;0;1;0;10;
03;Oslo;0301;Oslo;1101;Vestli skole;4417;1384;1606;2990;0;0;0;1510;1510;0;0;0;4;
03;Oslo;0301;Oslo;1102;Stovner videregående skole;3593;1310;1008;2318;0;0;0;1494;1494;0;3;0;6;
03;Oslo;0301;Oslo;1103;Stovner skole;6196;2397;2080;4477;0;1;0;1735;1735;0;0;0;10;
03;Oslo;0301;Oslo;1104;Stasjonsfjellet skole;2590;963;702;1665;1;1;0;593;593;0;0;0;3;
03;Oslo;0301;Oslo;1105;Folkvang Høybråten;4914;1362;2560;3922;0;0;0;2508;2508;0;2;0;9;
03;Oslo;0301;Oslo;1201;Ellingsrudåsen skole;4624;1392;1868;3260;0;0;0;1853;1853;0;0;0;14;
03;Oslo;0301;Oslo;1202;Furuset idrettshall;5390;2227;1315;3542;0;0;0;1159;1159;0;0;0;6;
03;Oslo;0301;Oslo;1203;Furuset skole;1820;756;587;1343;0;0;0;722;722;0;0;0;5;
03;Oslo;0301;Oslo;1204;Lindeberg skole;5132;1420;2196;3616;0;0;0;2075;2075;0;0;0;12;
03;Oslo;0301;Oslo;1205;Haukåsen skole;6002;2059;2093;4152;0;0;0;1919;1919;0;0;0;7;
03;Oslo;0301;Oslo;1206;Hellerud videregående skole;6271;2822;2122;4944;0;0;0;2210;2210;0;1;0;19;
03;Oslo;0301;Oslo;1207;Bryn skole;3848;1173;1594;2767;0;0;0;1542;1542;0;0;0;12;
03;Oslo;0301;Oslo;1301;Godlia skole;3128;1234;1294;2528;0;0;0;1036;1036;0;0;0;7;
03;Oslo;0301;Oslo;1302;Trasop skole;2080;662;1105;1767;1;1;0;1193;1193;0;0;0;8;
03;Oslo;0301;Oslo;1303;Oppsal skole;5072;1905;2375;4280;0;0;0;2381;2381;0;2;0;20;
03;Oslo;0301;Oslo;1304;Skullerud skole;5310;1978;2084;4062;1;1;0;2026;2026;0;2;0;7;
03;Oslo;0301;Oslo;1305;Østensjø skole;2437;1003;1020;2023;0;0;0;1051;1051;0;0;0;5;
03;Oslo;0301;Oslo;1306;Manglerud skole;4423;1372;2130;3502;1;1;0;2044;2044;0;0;0;17;
03;Oslo;0301;Oslo;1307;Høyenhall skole;3260;995;1749;2744;1;1;0;1870;1870;0;0;0;8;
03;Oslo;0301;Oslo;1308;Abildsø skole;2488;727;1340;2067;0;0;0;1352;1352;0;0;0;3;
03;Oslo;0301;Oslo;1309;Ulsrud videregående skole;6711;3290;2305;5595;0;0;0;2169;2169;0;0;0;15;
03;Oslo;0301;Oslo;1401;Ekeberg skole;4182;1196;2262;3458;0;0;0;2290;2290;0;0;0;14;
03;Oslo;0301;Oslo;1402;Bekkelaget skole;6587;2188;3659;5847;0;0;0;3404;3404;0;0;0;9;
03;Oslo;0301;Oslo;1403;Nedre Bekkelaget skole;1709;452;995;1447;0;0;0;967;967;0;0;0;4;
03;Oslo;0301;Oslo;1404;Lambertseter videregående skole;3013;1194;1299;2493;0;0;0;1564;1564;0;0;0;10;
03;Oslo;0301;Oslo;1405;Lambertseter skole;5545;2001;2391;4392;1;1;0;2403;2403;0;4;0;18;
03;Oslo;0301;Oslo;1406;Kastellet skole;4913;1739;2548;4287;0;1;0;2433;2433;0;5;0;9;
03;Oslo;0301;Oslo;1407;Nordstrand skole;3108;970;1766;2736;0;0;0;1788;1788;0;0;0;3;
03;Oslo;0301;Oslo;1408;Munkerud skole;4014;1281;2236;3517;0;0;0;2192;2192;0;0;0;12;
03;Oslo;0301;Oslo;1409;Ljan skole;2558;705;1540;2245;0;0;0;1489;1489;0;1;0;7;
03;Oslo;0301;Oslo;1501;Hallagerbakken skole;3534;1445;1276;2721;0;0;0;1255;1255;0;0;0;9;
03;Oslo;0301;Oslo;1502;Rosenholm skole;3022;1075;1183;2258;0;0;0;1161;1161;0;1;0;9;
03;Oslo;0301;Oslo;1503;Toppåsen skole;3015;1178;1006;2184;0;0;0;890;890;0;0;0;4;
03;Oslo;0301;Oslo;1504;Prinsdal skole;3008;793;1420;2213;1;1;0;1414;1414;0;0;0;7;
03;Oslo;0301;Oslo;1505;Mortensrud skole;5474;2526;1426;3952;0;0;0;1440;1440;0;3;0;4;
03;Oslo;0301;Oslo;1506;Klemetsrud skole;1801;742;669;1411;0;0;0;628;628;0;1;0;4;
03;Oslo;0301;Oslo;1507;Bjørndal skole;5032;1498;1910;3408;0;0;0;1797;1797;0;0;0;6;
03;Oslo;0301;Oslo;1601;Oslo rådhus;720;320;193;513;0;0;0;3398;3398;0;4;0;24;
03;Oslo;0301;Oslo;1701;Sørkedalen skole;509;116;309;425;0;0;0;329;329;0;0;0;2;
03;Oslo;0301;Oslo;1702;Maridalen skole;460;120;283;403;0;0;0;305;305;0;0;0;2;
04;Hedmark;0402;Kongsvinger;0000;Uoppgitt krets;55;30;0;30;0;0;3639;135;3774;4;4;33;36;
04;Hedmark;0402;Kongsvinger;0001;Sentrum Vest;3177;953;1433;2386;0;0;0;1411;1411;0;2;0;6;
04;Hedmark;0402;Kongsvinger;0002;Sentrum Nord;1226;450;480;930;0;0;0;456;456;0;2;0;5;
04;Hedmark;0402;Kongsvinger;0003;Sentrum Øst;2818;654;1300;1954;3;3;0;1277;1277;0;0;0;11;
04;Hedmark;0402;Kongsvinger;0004;Sentrum Syd;3110;929;1384;2313;1;1;0;1357;1357;0;0;0;10;
04;Hedmark;0402;Kongsvinger;0005;Austmarka;759;147;402;549;0;0;0;396;396;0;0;0;1;
04;Hedmark;0402;Kongsvinger;0006;Lundersæter;312;53;181;234;0;0;0;177;177;0;1;0;1;
04;Hedmark;0402;Kongsvinger;0007;Roverud;1370;259;766;1025;1;1;0;756;756;0;1;0;6;
04;Hedmark;0402;Kongsvinger;0008;Brandval;948;149;540;689;0;0;0;522;522;0;1;0;7;
04;Hedmark;0403;Hamar;0000;Uoppgitt krets;60;21;4;25;4;4;6783;5;6788;25;25;42;42;
04;Hedmark;0403;Hamar;0001;Hamar Vest;5676;1647;2975;4622;1;1;0;2878;2878;0;3;0;20;
04;Hedmark;0403;Hamar;0002;Ajer;3847;1177;1995;3172;0;0;0;1934;1934;0;2;0;16;
04;Hedmark;0403;Hamar;0003;Børstad;3832;1091;1964;3055;0;0;0;1919;1919;0;2;0;12;
04;Hedmark;0403;Hamar;0004;Midtbyen;3444;1341;1362;2703;2;2;0;1629;1629;0;3;0;26;
04;Hedmark;0403;Hamar;0005;Nedre Vang;3566;872;1833;2705;3;3;0;1823;1823;0;1;0;13;
04;Hedmark;0403;Hamar;0006;Øvre Vang;2846;634;1643;2277;0;0;0;1588;1588;0;5;0;8;
04;Hedmark;0412;Ringsaker;0000;Uoppgitt krets;49;16;0;16;0;0;6801;0;6801;1;1;51;51;
04;Hedmark;0412;Ringsaker;0001;Brøttum;2473;479;1392;1871;0;0;0;1372;1372;0;0;0;7;
04;Hedmark;0412;Ringsaker;0002;Moelv;5140;1560;2292;3852;0;0;0;2380;2380;0;7;0;19;
04;Hedmark;0412;Ringsaker;0003;Nes;4245;971;2027;2998;1;1;0;1835;1835;0;1;0;17;
04;Hedmark;0412;Ringsaker;0004;Fagerlund;6177;1707;2807;4514;0;0;0;2957;2957;0;4;0;26;
04;Hedmark;0412;Ringsaker;0005;Mørkved;4001;1430;1614;3044;2;2;0;1581;1581;0;0;0;16;
04;Hedmark;0412;Ringsaker;0006;Furnes;3391;637;1935;2572;1;1;0;1948;1948;0;0;0;12;
04;Hedmark;0415;Løten;0000;Hele kommunen;5794;1185;3333;4518;5;5;1185;3331;4516;4;9;9;36;
04;Hedmark;0417;Stange;0000;Uoppgitt krets;29;11;3;14;0;0;3099;2;3101;7;7;18;18;
04;Hedmark;0417;Stange;0001;Arstad;2172;469;1373;1842;0;1;0;1468;1468;0;4;0;7;
04;Hedmark;0417;Stange;0002;Hoberg;3789;799;2185;2984;0;0;0;2079;2079;0;7;0;23;
04;Hedmark;0417;Stange;0003;Stange;3220;813;1698;2511;0;0;0;1757;1757;0;3;0;11;
04;Hedmark;0417;Stange;0004;Tangen;962;194;598;792;0;0;0;592;592;0;0;0;3;
04;Hedmark;0417;Stange;0005;Espa;419;80;262;342;0;0;0;255;255;0;0;0;1;
04;Hedmark;0417;Stange;0006;Ilseng;1133;175;743;918;0;0;0;733;733;0;3;0;7;
04;Hedmark;0417;Stange;0007;Solvin;1426;244;883;1127;0;0;0;866;866;0;0;0;6;
04;Hedmark;0417;Stange;0008;Åsbygda;719;82;484;566;0;0;0;478;478;0;0;0;3;
04;Hedmark;0417;Stange;0009;Vallset;1484;235;950;1185;0;0;0;955;955;0;4;0;9;
04;Hedmark;0418;Nord-Odal;0000;Uoppgitt krets;19;1;1;2;0;0;961;0;961;3;3;13;13;
04;Hedmark;0418;Nord-Odal;0001;Gardvik;1889;413;997;1410;2;2;0;982;982;0;0;0;11;
04;Hedmark;0418;Nord-Odal;0002;Sagstua;2147;549;1079;1628;1;1;0;1096;1096;0;2;0;7;
04;Hedmark;0419;Sør-Odal;0000;Uoppgitt krets;19;5;2;7;0;0;1525;0;1525;6;6;8;8;
04;Hedmark;0419;Sør-Odal;0001;Slåstad;1029;287;482;769;0;0;0;451;451;0;0;0;6;
04;Hedmark;0419;Sør-Odal;0002;Skarnes;2187;685;973;1658;0;0;0;1031;1031;0;1;0;13;
04;Hedmark;0419;Sør-Odal;0003;Sander;1537;294;810;1104;0;0;0;789;789;0;0;0;9;
04;Hedmark;0419;Sør-Odal;0004;Disenå;787;166;459;625;0;0;0;455;455;0;0;0;2;
04;Hedmark;0419;Sør-Odal;0005;Ullern;567;90;337;427;0;0;0;337;337;0;0;0;2;
04;Hedmark;0420;Eidskog;0000;Uoppgitt krets;35;12;0;12;0;0;1440;0;1440;0;0;5;5;
04;Hedmark;0420;Eidskog;0010;Skotterud;3464;1057;1480;2537;0;0;0;1508;1508;0;0;0;13;
04;Hedmark;0420;Eidskog;0011;Magnor;1413;373;654;1027;0;0;0;628;628;0;0;0;4;
04;Hedmark;0423;Grue;0000;Hele kommunen;3846;758;2050;2808;0;0;669;2142;2811;0;0;6;17;
04;Hedmark;0425;Åsnes;0000;Hele kommunen;5864;1590;2685;4275;1;1;1589;2685;4274;6;11;5;25;
04;Hedmark;0426;Våler;0000;Uoppgitt krets;13;3;1;4;0;0;868;0;868;5;5;2;2;
04;Hedmark;0426;Våler;0001;Våler;1843;623;774;1397;1;1;0;540;540;0;0;0;4;
04;Hedmark;0426;Våler;0010;Brask/Risb/Gravb;1104;244;584;828;2;2;0;823;823;0;0;0;7;
04;Hedmark;0427;Elverum;0000;Uoppgitt krets;36;17;7;24;1;1;3694;36;3730;19;20;30;30;
04;Hedmark;0427;Elverum;0002;Vestad;1888;415;959;1374;0;0;0;931;931;0;2;0;12;
04;Hedmark;0427;Elverum;0005;Leiret;9559;2535;4821;7356;0;0;0;4949;4949;0;3;0;36;
04;Hedmark;0427;Elverum;0500;Bygdene;4431;734;2623;3357;0;0;0;2491;2491;0;8;0;34;
04;Hedmark;0428;Trysil;0000;Hele kommunen;5019;1170;2751;3921;1;1;1169;2752;3921;3;6;6;19;
04;Hedmark;0429;Åmot;0000;Hele kommunen;3409;925;1616;2541;3;3;921;1617;2538;10;12;13;35;
04;Hedmark;0430;Stor-Elvdal;0000;Hele kommunen;1941;546;958;1504;0;0;546;958;1504;0;0;4;15;
04;Hedmark;0432;Rendalen;0000;Hele kommunen;1459;331;867;1198;1;1;331;867;1198;1;1;2;6;
04;Hedmark;0434;Engerdal;0000;Hele kommunen;997;253;574;827;0;0;253;574;827;0;0;0;1;
04;Hedmark;0436;Tolga;0000;Hele kommunen;1186;228;758;986;0;0;228;758;986;0;0;1;1;
04;Hedmark;0437;Tynset;0000;Hele kommunen;4037;949;2343;3292;0;2;951;2341;3292;0;0;4;10;
04;Hedmark;0438;Alvdal;0000;Hele kommunen;1780;381;1065;1446;0;0;381;1065;1446;0;0;2;6;
04;Hedmark;0439;Folldal;0000;Hele kommunen;1241;316;734;1050;0;0;316;734;1050;0;0;1;7;
04;Hedmark;0441;Os;0000;Hele kommunen;1505;331;865;1196;0;0;331;865;1196;0;0;0;5;
05;Oppland;0501;Lillehammer;0000;Uoppgitt krets;52;29;3;32;0;0;6375;8;6383;8;8;27;27;
05;Oppland;0501;Lillehammer;0001;Sentrum;16732;5586;7520;13106;0;1;0;7402;7402;0;7;0;51;
05;Oppland;0501;Lillehammer;0002;Jørstadmoen;2012;320;1206;1526;0;0;0;1286;1286;0;4;0;13;
05;Oppland;0501;Lillehammer;0003;Vingar;2174;449;1231;1680;0;1;0;1276;1276;0;0;0;20;
05;Oppland;0502;Gjøvik;0000;Uoppgitt krets;47;16;1;17;2;2;4535;0;4535;19;19;20;20;
05;Oppland;0502;Gjøvik;0001;Sentrum;4781;1346;2152;3498;0;0;0;2382;2382;0;16;0;26;
05;Oppland;0502;Gjøvik;0002;Vardal;1482;190;903;1093;0;0;0;885;885;0;2;0;3;
05;Oppland;0502;Gjøvik;0003;Hunndalen;3257;546;1796;2342;0;0;0;1751;1751;0;1;0;15;
05;Oppland;0502;Gjøvik;0004;Sørbyen;5110;1051;2917;3968;0;0;0;2867;2867;0;3;0;24;
05;Oppland;0502;Gjøvik;0005;Nordbyen;3514;911;1834;2745;0;0;0;1763;1763;0;4;0;15;
05;Oppland;0502;Gjøvik;0006;Biri;3147;365;1987;2352;0;0;0;1916;1916;0;1;0;10;
05;Oppland;0502;Gjøvik;0007;Snertingdal;1335;117;864;981;0;0;0;905;905;0;0;0;3;
05;Oppland;0511;Dovre;0000;Hele kommunen;2059;531;972;1503;0;0;529;972;1501;3;3;6;9;
05;Oppland;0512;Lesja;0000;Hele kommunen;1511;514;661;1175;0;0;512;661;1173;4;4;5;8;
05;Oppland;0513;Skjåk;0000;Hele kommunen;1702;717;619;1336;1;1;717;619;1336;3;4;2;8;
05;Oppland;0514;Lom;0000;Hele kommunen;1792;534;812;1346;0;0;532;810;1342;7;9;4;11;
05;Oppland;0515;Vågå;0000;Hele kommunen;2812;808;1357;2165;0;0;808;1357;2165;0;0;3;14;
05;Oppland;0516;Nord-Fron;0000;Hele kommunen;4409;1036;2239;3275;0;0;1035;2239;3274;1;1;5;16;
05;Oppland;0517;Sel;0000;Hele kommunen;4587;1356;2038;3394;0;2;1356;2039;3395;5;8;7;15;
05;Oppland;0519;Sør-Fron;0000;Hele kommunen;2334;447;1331;1778;0;0;447;1331;1778;0;0;1;8;
05;Oppland;0520;Ringebu;0000;Hele kommunen;3360;762;1752;2514;0;0;761;1754;2515;2;2;3;10;
05;Oppland;0521;Øyer;0000;Hele kommunen;3796;931;2054;2985;0;0;930;2054;2984;3;3;4;17;
05;Oppland;0522;Gausdal;0000;Hele kommunen;4779;1478;2188;3666;0;0;1475;2188;3663;3;3;7;24;
05;Oppland;0528;Østre Toten;0000;Hele kommunen;11316;2039;6627;8666;0;0;2034;6630;8664;5;17;13;71;
05;Oppland;0529;Vestre Toten;0000;Hele kommunen;10174;1501;6120;7621;3;3;1501;6120;7621;4;23;9;73;
05;Oppland;0532;Jevnaker;0000;Hele kommunen;4992;1258;2652;3910;2;2;1258;2654;3912;2;3;5;25;
05;Oppland;0533;Lunner;0000;Uoppgitt krets;15;9;2;11;0;0;1408;0;1408;3;3;5;5;
05;Oppland;0533;Lunner;0001;Harestua;1979;367;1314;1681;0;0;0;1310;1310;0;1;0;6;
05;Oppland;0533;Lunner;0002;Grua;1180;191;745;936;0;0;0;754;754;0;2;0;5;
05;Oppland;0533;Lunner;0003;Roa;1567;362;894;1256;0;0;0;958;958;0;0;0;6;
05;Oppland;0533;Lunner;0004;Lunner;1863;481;1012;1493;0;0;0;956;956;0;1;0;7;
05;Oppland;0534;Gran;0000;Uoppgitt krets;18;9;0;9;0;0;2898;0;2898;17;17;10;10;
05;Oppland;0534;Gran;0001;Jaren;2487;775;1137;1912;0;0;0;1253;1253;0;4;0;5;
05;Oppland;0534;Gran;0002;Gran;2021;543;1043;1586;0;1;0;1051;1051;0;4;0;11;
05;Oppland;0534;Gran;0003;Vestre Gran;1586;359;886;1245;0;0;0;872;872;0;9;0;8;
05;Oppland;0534;Gran;0004;Brandbu;3888;1174;1820;2994;0;0;0;1712;1712;0;4;0;11;
05;Oppland;0534;Gran;0005;Bjoneroa;308;40;191;231;0;0;0;190;190;0;0;0;0;
05;Oppland;0536;Søndre Land;0000;Hele kommunen;4418;1046;2219;3265;1;1;1046;2219;3265;3;3;5;16;
05;Oppland;0538;Nordre Land;0000;Uoppgitt krets;6;2;1;3;0;0;1057;0;1057;0;0;4;4;
05;Oppland;0538;Nordre Land;0001;Dokka;3786;794;1905;2699;0;0;0;1930;1930;0;0;0;10;
05;Oppland;0538;Nordre Land;0002;Torpa;1428;261;800;1061;0;0;0;778;778;0;0;0;4;
05;Oppland;0540;Sør-Aurdal;0000;Hele kommunen;2326;431;1336;1767;1;1;432;1337;1769;4;4;5;15;
05;Oppland;0541;Etnedal;0000;Hele kommunen;1005;337;445;782;0;0;336;445;781;2;2;2;5;
05;Oppland;0542;Nord-Aurdal;0000;Hele kommunen;4932;1048;2595;3643;1;1;1047;2595;3642;7;10;2;15;
05;Oppland;0543;Vestre Slidre;0000;Hele kommunen;1632;375;879;1254;0;0;374;880;1254;3;3;1;3;
05;Oppland;0544;Øystre Slidre;0000;Hele kommunen;2378;491;1294;1785;0;0;491;1294;1785;1;3;3;11;
05;Oppland;0545;Vang;0000;Hele kommunen;1132;382;517;899;0;0;383;517;900;0;0;0;4;
06;Buskerud;0602;Drammen;0000;Uoppgitt krets;257;83;16;99;10;10;17288;1;17289;63;63;89;89;
06;Buskerud;0602;Drammen;0001;Åssiden;7329;3147;2567;5714;2;2;0;2611;2611;0;6;0;25;
06;Buskerud;0602;Drammen;0002;Øren;3752;1274;1567;2841;1;2;0;1564;1564;0;2;0;7;
06;Buskerud;0602;Drammen;0003;Bragernes;7203;3101;2640;5741;1;1;0;2673;2673;0;7;0;24;
06;Buskerud;0602;Drammen;0004;Strømsø;10489;3872;3810;7682;4;4;0;3708;3708;0;0;0;24;
06;Buskerud;0602;Drammen;0005;Gulskogen;3205;990;1347;2337;0;0;0;1426;1426;0;0;0;14;
06;Buskerud;0602;Drammen;0006;Åskollen;3128;735;1804;2539;3;3;0;1823;1823;0;1;0;8;
06;Buskerud;0602;Drammen;0007;Skoger;1400;285;807;1092;0;0;0;824;824;0;0;0;4;
06;Buskerud;0602;Drammen;0008;Konnerud;7489;3037;3153;6190;0;0;0;3077;3077;0;12;0;13;
06;Buskerud;0602;Drammen;0009;Fjell;3564;768;1283;2051;0;0;0;1288;1288;0;2;0;7;
