Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Antall stemmeberettigede;Godkjente stemmegivninger — Forhånd;Godkjente stemmegivninger - Valgting;Godkjente stemmegivninger - Totalt;Forkastede stemmegivninger - Forhånd;Forkastede stemmegivninger - Totalt;Godkjente stemmesedler - Forhånd;Godkjente stemmesedler - Valgting;Godkjente stemmesedler - Totalt;Forkastede stemmesedler - Forhånd;Forkastede stemmesedler - Totalt;Blanke stemmesedler - Forhånd;Blanke stemmesedler - Totalt;
07;Vestfold;0711;Svelvik;0000;Hele kommunen;4855;863;2805;3668;0;0;839;2839;3678;2;2;4;18;
07;Vestfold;0713;Sande;0000;Hele kommunen;6360;1090;4004;5094;0;8;1088;4004;5092;2;2;5;36;
07;Vestfold;0714;Hof;0000;Hele kommunen;2260;372;1390;1762;9;9;371;1390;1761;0;0;5;10;
07;Vestfold;0716;Re;0000;Hele kommunen;6495;2103;3082;5185;0;4;2105;3083;5188;0;3;19;44;
07;Vestfold;0719;Andebu;0000;Hele kommunen;4102;521;2598;3119;2;7;523;2594;3117;0;1;2;12;
07;Vestfold;0720;Stokke;0000;Hele kommunen;8209;1742;4760;6502;14;16;1742;4757;6499;0;3;1;37;
07;Vestfold;0722;Nøtterøy;0000;Hele kommunen;15750;3583;9309;12892;0;7;3576;9278;12854;8;11;18;31;
07;Vestfold;0723;Tjøme;0000;Hele kommunen;3730;1237;1759;2996;0;0;1244;1760;3004;1;2;2;14;
07;Vestfold;0728;Lardal;0000;Hele kommunen;1849;311;1142;1453;0;0;312;1142;1454;0;0;0;9;
08;Telemark;0805;Porsgrunn;0000;Hele kommunen;26605;4283;16278;20561;15;49;4284;16264;20548;4;9;20;105;
08;Telemark;0806;Skien;0000;Hele kommunen;39656;6572;23526;30098;14;50;6576;23523;30099;9;55;30;140;
08;Telemark;0807;Notodden;0000;Hele kommunen;9460;1557;5552;7109;0;0;1557;5554;7111;0;2;5;23;
08;Telemark;0811;Siljan;0000;Hele kommunen;1796;286;1169;1455;0;0;286;1169;1455;0;0;2;8;
08;Telemark;0814;Bamble;0000;Hele kommunen;10751;1780;6584;8364;4;17;1777;6580;8357;5;11;4;40;
08;Telemark;0815;Kragerø;0000;Hele kommunen;8171;1820;4517;6337;2;9;1822;4516;6338;0;1;8;27;
08;Telemark;0817;Drangedal;0000;Hele kommunen;3082;472;1912;2384;0;1;472;1912;2384;1;1;0;16;
08;Telemark;0819;Nome;0000;Hele kommunen;4974;693;3199;3892;0;0;690;3196;3886;3;4;3;24;
08;Telemark;0821;Bø;0000;Hele kommunen;4180;904;2235;3139;1;10;902;2234;3136;4;4;2;14;
08;Telemark;0822;Sauherad;0000;Hele kommunen;3252;401;2042;2443;0;9;403;2043;2446;4;6;2;11;
08;Telemark;0826;Tinn;0000;Hele kommunen;4473;1031;2376;3407;0;0;1029;2376;3405;3;3;4;17;
08;Telemark;0827;Hjartdal;0000;Hele kommunen;1252;173;764;937;2;2;172;764;936;1;1;0;1;
08;Telemark;0828;Seljord;0000;Hele kommunen;2227;361;1365;1726;0;0;353;1365;1718;8;8;3;4;
08;Telemark;0829;Kviteseid;0000;Hele kommunen;1911;337;1064;1401;0;0;337;1064;1401;0;0;0;2;
08;Telemark;0830;Nissedal;0000;Hele kommunen;1078;203;655;858;1;1;203;656;859;1;1;0;2;
08;Telemark;0831;Fyresdal;0000;Hele kommunen;948;192;528;720;0;1;192;528;720;0;0;1;5;
08;Telemark;0833;Tokke;0000;Hele kommunen;1730;333;1056;1389;0;0;333;1056;1389;0;0;4;9;
08;Telemark;0834;Vinje;0000;Hele kommunen;2806;513;1628;2141;1;6;514;1631;2145;4;6;0;7;
09;Aust-Agder;0901;Risør;0000;Hele kommunen;5202;983;3028;4011;0;4;980;3028;4008;10;17;8;29;
09;Aust-Agder;0904;Grimstad;0000;Hele kommunen;15176;4137;7505;11642;4;63;4132;7510;11642;4;6;18;53;
09;Aust-Agder;0906;Arendal;0000;Hele kommunen;31832;7566;16937;24503;6;49;7575;16942;24517;14;68;20;130;
09;Aust-Agder;0911;Gjerstad;0000;Hele kommunen;1856;368;1056;1424;2;5;369;1055;1424;0;3;0;6;
09;Aust-Agder;0912;Vegårshei;0000;Hele kommunen;1461;307;896;1203;0;1;307;896;1203;0;0;0;5;
09;Aust-Agder;0914;Tvedestrand;0000;Hele kommunen;4514;982;2508;3490;0;11;982;2508;3490;3;3;4;22;
09;Aust-Agder;0919;Froland;0000;Hele kommunen;3869;807;2095;2902;0;7;808;2096;2904;2;2;3;14;
09;Aust-Agder;0926;Lillesand;0000;Hele kommunen;7245;1555;4258;5813;10;11;1555;4265;5820;1;3;4;8;
09;Aust-Agder;0928;Birkenes;0000;Hele kommunen;3444;788;1807;2595;0;3;788;1803;2591;5;5;8;18;
09;Aust-Agder;0929;Åmli;0000;Hele kommunen;1306;199;917;1116;0;3;198;827;1025;0;1;2;6;
09;Aust-Agder;0935;Iveland;0000;Hele kommunen;928;132;630;762;1;1;132;630;762;0;0;2;5;
09;Aust-Agder;0937;Evje og Hornnes;0000;Hele kommunen;2526;405;1489;1894;0;0;405;1489;1894;0;0;5;11;
09;Aust-Agder;0938;Bygland;0000;Hele kommunen;922;157;584;741;0;1;157;584;741;0;0;0;1;
09;Aust-Agder;0940;Valle;0000;Hele kommunen;946;175;521;696;0;3;191;506;697;0;0;0;3;
09;Aust-Agder;0941;Bykle;0000;Hele kommunen;637;157;342;499;0;2;155;342;497;2;2;1;4;
10;Vest-Agder;1001;Kristiansand;0000;Hele kommunen;60894;12710;34651;47361;12;41;12721;34504;47225;37;76;58;175;
10;Vest-Agder;1002;Mandal;0000;Hele kommunen;10978;3527;4960;8487;1;2;3528;4963;8491;3;10;10;28;
10;Vest-Agder;1003;Farsund;0000;Hele kommunen;6891;1728;3498;5226;0;0;1725;3502;5227;6;10;8;25;
10;Vest-Agder;1004;Flekkefjord;0000;Hele kommunen;6560;1530;3566;5096;0;2;1530;3567;5097;2;7;5;18;
10;Vest-Agder;1014;Vennesla;0000;Hele kommunen;9941;1267;6491;7758;0;8;1267;6495;7762;0;1;5;29;
10;Vest-Agder;1017;Songdalen;0000;Hele kommunen;4342;632;2688;3320;0;0;630;2697;3327;2;5;2;12;
10;Vest-Agder;1018;Søgne;0000;Hele kommunen;7758;2301;3766;6067;0;0;2305;3765;6070;6;7;4;7;
10;Vest-Agder;1021;Marnardal;0000;Hele kommunen;1611;270;998;1268;0;4;270;995;1265;0;3;1;8;
10;Vest-Agder;1026;Åseral;0000;Hele kommunen;623;83;405;488;0;2;83;405;488;0;0;1;1;
10;Vest-Agder;1027;Audnedal;0000;Hele kommunen;1205;126;879;1005;0;0;126;879;1005;0;3;1;1;
10;Vest-Agder;1029;Lindesnes;0000;Hele kommunen;3372;610;1959;2569;0;0;594;1985;2579;14;18;0;7;
10;Vest-Agder;1032;Lyngdal;0000;Hele kommunen;5462;1103;3152;4255;2;10;1105;3151;4256;0;3;1;8;
10;Vest-Agder;1034;Hægebostad;0000;Hele kommunen;1205;127;854;981;0;3;128;854;982;1;1;0;2;
10;Vest-Agder;1037;Kvinesdal;0000;Hele kommunen;4196;1026;2178;3204;0;5;1018;2178;3196;7;18;6;22;
10;Vest-Agder;1046;Sirdal;0000;Hele kommunen;1279;306;705;1011;0;2;309;705;1014;0;1;0;1;
11;Rogaland;1101;Eigersund;0000;Hele kommunen;10357;2143;5512;7655;0;5;2146;5509;7655;8;19;9;28;
11;Rogaland;1102;Sandnes;0000;Hele kommunen;46925;16255;20372;36627;1;41;16252;20377;36629;14;41;79;180;
11;Rogaland;1103;Stavanger;0000;Uoppgitt krets;1789;12196;899;13095;0;0;12180;887;13067;42;42;54;63;
11;Rogaland;1103;Stavanger;0001;Buøy/Hundvåg;7853;0;5168;5168;0;0;0;5155;5155;0;0;0;0;
11;Rogaland;1103;Stavanger;0004;Varden;4580;0;2765;2765;0;0;0;2767;2767;0;2;0;16;
11;Rogaland;1103;Stavanger;0005;Storhaug;4831;0;2583;2583;0;0;0;2584;2584;0;1;0;15;
11;Rogaland;1103;Stavanger;0006;Våland;3212;0;2060;2060;0;0;0;2056;2056;0;0;0;0;
11;Rogaland;1103;Stavanger;0007;Ullandhaug;4338;0;2841;2841;0;0;0;2832;2832;0;1;0;0;
11;Rogaland;1103;Stavanger;0008;Eiganes;4623;0;2440;2440;0;0;0;2438;2438;0;0;0;9;
11;Rogaland;1103;Stavanger;0009;Kampen;3609;0;2201;2201;0;0;0;2196;2196;0;0;0;0;
11;Rogaland;1103;Stavanger;0011;Austre Åmøy;187;0;131;131;0;0;0;129;129;0;0;0;0;
11;Rogaland;1103;Stavanger;0013;Roaldsøy;852;0;534;534;0;0;0;534;534;0;0;0;0;
11;Rogaland;1103;Stavanger;0014;Vassøy;524;0;365;365;0;0;0;365;365;0;0;0;2;
11;Rogaland;1103;Stavanger;0016;Gausel;6291;0;4218;4218;0;0;0;4220;4220;0;4;0;20;
11;Rogaland;1103;Stavanger;0017;Hinna;4424;0;2885;2885;0;0;0;2875;2875;0;5;0;12;
11;Rogaland;1103;Stavanger;0018;Vaulen;4111;0;2812;2812;0;0;0;2804;2804;0;0;0;8;
11;Rogaland;1103;Stavanger;0019;Kvaleberg;4397;0;2689;2689;0;0;0;2685;2685;0;0;0;0;
11;Rogaland;1103;Stavanger;0020;Tjensvoll;4247;0;2869;2869;0;0;0;2868;2868;0;1;0;0;
11;Rogaland;1103;Stavanger;0021;Stokka;3630;0;2442;2442;0;0;0;2442;2442;0;0;0;0;
11;Rogaland;1103;Stavanger;0022;Madlamark;4886;0;3329;3329;0;0;0;3323;3323;0;0;0;0;
11;Rogaland;1103;Stavanger;0023;Hafrsfjord;2780;0;1906;1906;0;0;0;1899;1899;0;0;0;0;
11;Rogaland;1103;Stavanger;0024;Kvernavik;3229;0;2086;2086;0;0;0;2081;2081;0;0;0;0;
11;Rogaland;1103;Stavanger;0025;Sunde;3101;0;2085;2085;0;0;0;2078;2078;0;0;0;0;
11;Rogaland;1103;Stavanger;0026;Indre Tasta;3899;0;2524;2524;0;0;0;2515;2515;0;0;0;0;
11;Rogaland;1103;Stavanger;0027;Ytre Tasta;5787;0;3884;3884;0;0;0;3891;3891;0;0;0;20;
11;Rogaland;1106;Haugesund;0000;Hele kommunen;25003;5835;13326;19161;2;21;5832;13331;19163;2;8;16;83;
11;Rogaland;1111;Sokndal;0000;Hele kommunen;2445;404;1509;1913;0;0;404;1509;1913;0;0;0;5;
11;Rogaland;1112;Lund;0000;Hele kommunen;2282;460;1334;1794;0;3;460;1334;1794;0;0;1;2;
11;Rogaland;1114;Bjerkreim;0000;Hele kommunen;1903;282;1290;1572;0;3;283;1291;1574;0;0;0;1;
11;Rogaland;1119;Hå;0000;Hele kommunen;11592;1822;7388;9210;0;2;1826;7388;9214;1;12;5;36;
11;Rogaland;1120;Klepp;0000;Hele kommunen;12141;2374;7172;9546;0;4;2374;7170;9544;2;7;10;41;
11;Rogaland;1121;Time;0000;Hele kommunen;12233;2137;7829;9966;0;5;2136;7836;9972;1;1;12;39;
11;Rogaland;1122;Gjesdal;0000;Hele kommunen;7384;1402;4430;5832;1;10;1400;4438;5838;2;2;3;18;
11;Rogaland;1124;Sola;0000;Hele kommunen;16339;3101;9990;13091;2;23;3101;9995;13096;4;10;10;44;
11;Rogaland;1127;Randaberg;0000;Hele kommunen;7065;1510;4227;5737;4;4;1509;4236;5745;3;4;7;26;
11;Rogaland;1129;Forsand;0000;Hele kommunen;844;165;510;675;0;1;165;510;675;0;0;0;1;
11;Rogaland;1130;Strand;0000;Hele kommunen;8306;1310;5072;6382;0;0;1309;5104;6413;0;0;4;20;
11;Rogaland;1133;Hjelmeland;0000;Hele kommunen;1828;327;1100;1427;0;0;330;1117;1447;0;0;0;5;
11;Rogaland;1134;Suldal;0000;Hele kommunen;2773;524;1650;2174;0;0;514;1649;2163;0;1;3;7;
11;Rogaland;1135;Sauda;0000;Hele kommunen;3565;861;1906;2767;2;3;861;1905;2766;0;4;5;16;
11;Rogaland;1141;Finnøy;0000;Hele kommunen;2054;354;1323;1677;1;2;354;1349;1703;0;0;1;5;
11;Rogaland;1142;Rennesøy;0000;Hele kommunen;3060;437;2083;2520;0;0;438;2087;2525;0;0;2;13;
11;Rogaland;1144;Kvitsøy;0000;Hele kommunen;392;56;286;342;0;2;56;286;342;0;0;0;0;
11;Rogaland;1145;Bokn;0000;Hele kommunen;614;128;359;487;0;0;128;359;487;0;0;0;3;
11;Rogaland;1146;Tysvær;0000;Hele kommunen;7273;1793;4089;5882;4;12;1797;4091;5888;8;11;7;24;
11;Rogaland;1149;Karmøy;0000;Hele kommunen;29354;6860;15493;22353;1;70;6861;15507;22368;0;19;19;73;
11;Rogaland;1151;Utsira;0000;Hele kommunen;157;64;79;143;0;0;64;79;143;0;0;1;2;
11;Rogaland;1160;Vindafjord;0000;Hele kommunen;5919;943;3636;4579;0;5;943;3637;4580;0;0;4;9;
12;Hordaland;1201;Bergen;0000;Uoppgitt krets;2983;58433;63;58496;19;308;58534;13;58547;105;105;239;239;
12;Hordaland;1201;Bergen;0001;Bergen rådhus;6182;0;5179;5179;0;0;0;5179;5179;0;6;0;46;
12;Hordaland;1201;Bergen;0002;Møhlenpris valgkrets;3798;0;1527;1527;0;0;0;1473;1473;0;1;0;9;
12;Hordaland;1201;Bergen;0003;Nordnes valgkrets;3863;0;1755;1755;0;0;0;1758;1758;0;2;0;10;
12;Hordaland;1201;Bergen;0004;Haukeland valgkrets;3916;0;1881;1881;0;0;0;1882;1882;0;0;0;5;
12;Hordaland;1201;Bergen;0007;Ny Krohnborg valgkrets;7878;0;3004;3004;0;0;0;3003;3003;0;6;0;28;
12;Hordaland;1201;Bergen;0009;Bønes valgkrets;4523;0;2935;2935;0;0;0;2935;2935;0;0;0;6;
12;Hordaland;1201;Bergen;0013;Landås valgkrets;6874;0;2870;2870;0;0;0;2870;2870;0;1;0;12;
12;Hordaland;1201;Bergen;0014;Slettebakken valgkrets;5286;0;3778;3778;0;0;0;3796;3796;0;7;0;18;
12;Hordaland;1201;Bergen;0015;Gimle valgkrets;7110;0;2768;2768;0;0;0;2769;2769;0;4;0;18;
12;Hordaland;1201;Bergen;0018;Hellen valgkrets;4692;0;2530;2530;0;0;0;2530;2530;0;6;0;8;
12;Hordaland;1201;Bergen;0019;Rothaugen valgkrets;7229;0;2945;2945;0;0;0;2950;2950;0;7;0;19;
12;Hordaland;1201;Bergen;0022;Eidsvåg valgkrets;3374;0;1635;1635;0;0;0;1637;1637;0;5;0;4;
12;Hordaland;1201;Bergen;0023;Tertnes valgkrets;4803;0;2665;2665;0;0;0;2666;2666;0;6;0;6;
12;Hordaland;1201;Bergen;0024;Mjølkeråen valgkrets;2709;0;1447;1447;0;0;0;1447;1447;0;1;0;8;
12;Hordaland;1201;Bergen;0025;Salhus valgkrets;566;0;357;357;0;0;0;356;356;0;0;0;2;
12;Hordaland;1201;Bergen;0028;Haukedalen valgkrets;4744;0;2151;2151;0;0;0;2151;2151;0;6;0;6;
12;Hordaland;1201;Bergen;0029;Hordvik valgkrets;1671;0;960;960;0;0;0;960;960;0;1;0;5;
12;Hordaland;1201;Bergen;0030;Haukås valgkrets;1619;0;902;902;0;0;0;903;903;0;0;0;14;
12;Hordaland;1201;Bergen;0031;Nyborg valgkrets;6679;0;3338;3338;0;0;0;3339;3339;0;2;0;12;
12;Hordaland;1201;Bergen;0032;Rolland valgkrets;2671;0;1420;1420;0;0;0;1475;1475;0;2;0;7;
12;Hordaland;1201;Bergen;0035;Ytre Arna valgkrets;1941;0;1081;1081;0;0;0;1081;1081;0;0;0;7;
12;Hordaland;1201;Bergen;0036;Indre Arna valgkrets;2806;0;1603;1603;0;0;0;1605;1605;0;2;0;12;
12;Hordaland;1201;Bergen;0037;Garnes valgkrets;2624;0;1474;1474;0;0;0;1474;1474;0;0;0;6;
12;Hordaland;1201;Bergen;0039;Lone valgkrets;2152;0;1234;1234;0;0;0;1234;1234;0;8;0;6;
12;Hordaland;1201;Bergen;0040;Kringlebotn valgkrets;2783;0;1318;1318;0;0;0;1320;1320;0;0;0;5;
12;Hordaland;1201;Bergen;0044;Kaland valgkrets;2326;0;1247;1247;0;0;0;1248;1248;0;0;0;7;
12;Hordaland;1201;Bergen;0045;Kirkevoll valgkrets;3675;0;2177;2177;0;0;0;2176;2176;0;2;0;8;
12;Hordaland;1201;Bergen;0048;Skjold valgkrets;5764;0;2207;2207;0;0;0;2405;2405;0;2;0;8;
12;Hordaland;1201;Bergen;0049;Nesttun valgkrets;6455;0;3957;3957;0;0;0;3963;3963;0;7;0;19;
12;Hordaland;1201;Bergen;0051;Hop valgkrets;2179;0;1031;1031;0;0;0;1031;1031;0;3;0;2;
12;Hordaland;1201;Bergen;0052;Paradis valgkrets;1681;0;1062;1062;0;0;0;1062;1062;0;0;0;2;
12;Hordaland;1201;Bergen;0054;Sandsli valgkrets;3639;0;2167;2167;0;0;0;2167;2167;0;1;0;9;
12;Hordaland;1201;Bergen;0055;Rå valgkrets;4834;0;2240;2240;0;0;0;2241;2241;0;3;0;5;
12;Hordaland;1201;Bergen;0056;Hjellestad valgkrets;1830;0;1077;1077;0;0;0;1078;1078;0;0;0;2;
12;Hordaland;1201;Bergen;0057;Skeie valgkrets;1519;0;1301;1301;0;0;0;1103;1103;0;0;0;1;
12;Hordaland;1201;Bergen;0058;Liland valgkrets;2213;0;1400;1400;0;0;0;1401;1401;0;0;0;8;
12;Hordaland;1201;Bergen;0059;Søreide valgkrets;4090;0;2105;2105;0;0;0;2108;2108;0;2;0;11;
12;Hordaland;1201;Bergen;0061;Lyshovden valgkrets;3305;0;1497;1497;0;0;0;1497;1497;0;2;0;5;
12;Hordaland;1201;Bergen;0062;Lynghaug valgkrets;5446;0;2391;2391;0;0;0;2392;2392;0;4;0;10;
12;Hordaland;1201;Bergen;0063;Ortun valgkrets;8343;0;4091;4091;0;0;0;4092;4092;0;4;0;16;
12;Hordaland;1201;Bergen;0067;Olsvik valgkrets;5954;0;2797;2797;0;0;0;2800;2800;0;9;0;20;
12;Hordaland;1201;Bergen;0068;Vadmyra valgkrets;4905;0;2615;2615;0;0;0;2616;2616;0;7;0;23;
12;Hordaland;1201;Bergen;0069;Mathopen valgkrets;2091;0;1222;1222;0;0;0;1222;1222;0;1;0;3;
12;Hordaland;1201;Bergen;0070;Alvøen valgkrets;3701;0;1820;1820;0;0;0;1821;1821;0;2;0;9;
12;Hordaland;1201;Bergen;0071;Bjørndalsskogen valgkrets;1818;0;916;916;0;0;0;917;917;0;0;0;7;
12;Hordaland;1201;Bergen;0074;Damsgård valgkrets;5027;0;2173;2173;0;0;0;2174;2174;0;0;0;24;
12;Hordaland;1201;Bergen;0076;Nygårdslien valgkrets;4726;0;2379;2379;0;0;0;2383;2383;0;4;0;7;
12;Hordaland;1201;Bergen;0077;Sædalen valgkrets;2351;0;1304;1304;0;0;0;1304;1304;0;0;0;8;
12;Hordaland;1211;Etne;0000;Hele kommunen;2857;641;1605;2246;0;1;642;1605;2247;1;2;3;10;
12;Hordaland;1216;Sveio;0000;Hele kommunen;3729;908;2046;2954;1;2;909;2046;2955;0;0;3;11;
12;Hordaland;1219;Bømlo;0000;Hele kommunen;8069;1975;4502;6477;0;0;1975;4502;6477;2;2;9;18;
12;Hordaland;1221;Stord;0000;Hele kommunen;12817;3214;6918;10132;2;34;3210;6883;10093;6;22;13;64;
12;Hordaland;1222;Fitjar;0000;Hele kommunen;2133;330;1428;1758;1;4;331;1428;1759;0;2;1;5;
12;Hordaland;1223;Tysnes;0000;Hele kommunen;2062;493;1131;1624;3;6;494;1131;1625;0;1;0;6;
12;Hordaland;1224;Kvinnherad;0000;Hele kommunen;9678;1893;5465;7358;7;7;1881;5465;7346;27;35;9;44;
12;Hordaland;1227;Jondal;0000;Hele kommunen;828;206;463;669;0;0;204;477;681;0;3;0;1;
12;Hordaland;1228;Odda;0000;Hele kommunen;5321;1641;2384;4025;0;6;1645;2388;4033;8;9;14;21;
12;Hordaland;1231;Ullensvang;0000;Hele kommunen;2465;873;1082;1955;0;1;875;1082;1957;1;3;1;6;
12;Hordaland;1232;Eidfjord;0000;Hele kommunen;719;194;366;560;0;0;194;366;560;0;1;0;2;
12;Hordaland;1233;Ulvik;0000;Hele kommunen;809;246;405;651;0;0;245;404;649;1;2;0;4;
12;Hordaland;1234;Granvin;0000;Hele kommunen;705;182;380;562;0;1;184;380;564;0;0;0;0;
12;Hordaland;1235;Voss;0000;Hele kommunen;10525;2523;5702;8225;0;26;2506;5701;8207;17;19;9;36;
12;Hordaland;1238;Kvam;0000;Hele kommunen;6221;1621;3398;5019;2;12;1622;3378;5000;15;18;12;24;
12;Hordaland;1241;Fusa;0000;Hele kommunen;2776;625;1635;2260;0;2;625;1635;2260;0;1;4;9;
12;Hordaland;1242;Samnanger;0000;Hele kommunen;1828;353;1126;1479;0;0;353;1137;1490;0;0;1;3;
12;Hordaland;1243;Os;0000;Hele kommunen;12633;3175;7104;10279;8;32;3174;7108;10282;6;12;9;59;
12;Hordaland;1244;Austevoll;0000;Hele kommunen;3312;784;1905;2689;2;16;827;1908;2735;3;3;2;8;
12;Hordaland;1245;Sund;0000;Hele kommunen;4557;879;2765;3644;1;3;879;2765;3644;0;1;3;14;
12;Hordaland;1246;Fjell;0000;Hele kommunen;16277;4032;8917;12949;0;22;4030;8920;12950;9;11;18;68;
12;Hordaland;1247;Askøy;0000;Hele kommunen;18709;4169;11002;15171;1;24;4169;10999;15168;10;19;14;79;
12;Hordaland;1251;Vaksdal;0000;Hele kommunen;3096;576;1873;2449;0;2;569;1873;2442;13;16;3;20;
12;Hordaland;1252;Modalen;0000;Hele kommunen;276;42;150;192;0;0;42;150;192;0;0;1;2;
12;Hordaland;1253;Osterøy;0000;Hele kommunen;5528;1064;3485;4549;0;3;1064;3486;4550;1;1;4;19;
12;Hordaland;1256;Meland;0000;Hele kommunen;5104;1106;3021;4127;0;7;1109;3022;4131;0;0;8;25;
12;Hordaland;1259;Øygarden;0000;Hele kommunen;3272;953;1720;2673;0;4;952;1719;2671;1;1;6;14;
12;Hordaland;1260;Radøy;0000;Hele kommunen;3553;1456;1443;2899;0;2;1454;1447;2901;0;2;3;8;
12;Hordaland;1263;Lindås;0000;Hele kommunen;10620;2392;6070;8462;0;0;2436;6183;8619;4;6;18;40;
12;Hordaland;1264;Austrheim;0000;Hele kommunen;1962;524;1070;1594;0;5;546;1082;1628;0;1;2;4;
12;Hordaland;1265;Fedje;0000;Hele kommunen;421;165;211;376;0;1;165;211;376;0;0;1;1;
12;Hordaland;1266;Masfjorden;0000;Hele kommunen;1286;222;820;1042;0;0;221;839;1060;1;1;0;3;
14;Sogn og Fjordane;1401;Flora;0000;Hele kommunen;8221;1953;4293;6246;0;0;1967;4295;6262;0;0;8;28;
14;Sogn og Fjordane;1411;Gulen;0000;Hele kommunen;1719;429;959;1388;3;3;430;975;1405;3;5;1;6;
14;Sogn og Fjordane;1412;Solund;0000;Hele kommunen;623;229;262;491;0;0;229;260;489;0;0;0;0;
14;Sogn og Fjordane;1413;Hyllestad;0000;Hele kommunen;1030;329;467;796;0;0;329;467;796;0;0;2;5;
14;Sogn og Fjordane;1416;Høyanger;0000;Hele kommunen;3110;563;1811;2374;0;4;563;1810;2373;0;1;3;11;
14;Sogn og Fjordane;1417;Vik;0000;Hele kommunen;2029;404;1155;1559;0;4;405;1155;1560;1;1;3;10;
14;Sogn og Fjordane;1418;Balestrand;0000;Hele kommunen;951;224;524;748;0;2;224;524;748;0;0;4;5;
14;Sogn og Fjordane;1419;Leikanger;0000;Hele kommunen;1668;349;1037;1386;0;0;349;1037;1386;0;0;0;2;
14;Sogn og Fjordane;1420;Sogndal;0000;Hele kommunen;5389;1195;3127;4322;5;9;1193;3127;4320;3;4;7;18;
14;Sogn og Fjordane;1421;Aurland;0000;Hele kommunen;1291;240;753;993;0;0;241;753;994;0;0;1;6;
14;Sogn og Fjordane;1422;Lærdal;0000;Hele kommunen;1634;340;947;1287;0;0;340;947;1287;0;0;2;5;
14;Sogn og Fjordane;1424;Årdal;0000;Hele kommunen;4126;769;2415;3184;0;0;761;2416;3177;7;16;6;11;
14;Sogn og Fjordane;1426;Luster;0000;Hele kommunen;3728;802;2191;2993;0;3;802;2191;2993;0;0;5;10;
14;Sogn og Fjordane;1428;Askvoll;0000;Hele kommunen;2296;466;1326;1792;0;1;466;1325;1791;3;4;3;7;
14;Sogn og Fjordane;1429;Fjaler;0000;Hele kommunen;1972;396;1175;1571;0;4;397;1174;1571;0;2;0;3;
14;Sogn og Fjordane;1430;Gaular;0000;Hele kommunen;2101;512;1199;1711;0;1;511;1199;1710;4;4;2;4;
14;Sogn og Fjordane;1431;Jølster;0000;Hele kommunen;2149;364;1349;1713;0;2;361;1347;1708;1;2;1;9;
14;Sogn og Fjordane;1432;Førde;0000;Hele kommunen;8830;2039;4974;7013;0;2;2043;4977;7020;0;0;9;33;
14;Sogn og Fjordane;1433;Naustdal;0000;Hele kommunen;2028;373;1235;1608;0;2;370;1235;1605;3;3;0;5;
14;Sogn og Fjordane;1438;Bremanger;0000;Hele kommunen;2767;1054;1075;2129;0;1;1054;1075;2129;0;0;2;8;
14;Sogn og Fjordane;1439;Vågsøy;0000;Hele kommunen;4385;1176;2159;3335;2;4;1185;2160;3345;5;7;3;11;
14;Sogn og Fjordane;1441;Selje;0000;Hele kommunen;2113;433;1185;1618;0;1;432;1186;1618;1;1;1;4;
14;Sogn og Fjordane;1443;Eid;0000;Hele kommunen;4284;908;2449;3357;33;39;905;2449;3354;1;2;7;19;
14;Sogn og Fjordane;1444;Hornindal;0000;Hele kommunen;897;191;561;752;0;1;190;561;751;1;1;4;8;
14;Sogn og Fjordane;1445;Gloppen;0000;Hele kommunen;4203;879;2577;3456;1;9;875;2577;3452;4;4;4;11;
14;Sogn og Fjordane;1449;Stryn;0000;Hele kommunen;4736;720;2861;3581;2;13;719;2862;3581;3;4;4;14;
15;Møre og Romsdal;1502;Molde;0000;Hele kommunen;19019;4156;10678;14834;0;19;4156;10675;14831;1;2;18;44;
15;Møre og Romsdal;1504;Ålesund;0000;Hele kommunen;32320;12945;11832;24777;2;74;12941;11836;24777;14;19;59;107;
15;Møre og Romsdal;1505;Kristiansund;0000;Hele kommunen;17755;4001;9260;13261;2;46;4001;9262;13263;7;22;18;71;
15;Møre og Romsdal;1511;Vanylven;0000;Hele kommunen;2574;512;1472;1984;0;4;511;1471;1982;1;2;2;7;
15;Møre og Romsdal;1514;Sande;0000;Hele kommunen;1819;352;1092;1444;0;0;351;1091;1442;1;1;0;8;
15;Møre og Romsdal;1515;Herøy;0000;Hele kommunen;6309;1423;3440;4863;0;0;1422;3441;4863;2;3;1;8;
15;Møre og Romsdal;1516;Ulstein;0000;Hele kommunen;5280;1018;3225;4243;1;10;1016;3227;4243;4;5;5;15;
15;Møre og Romsdal;1517;Hareid;0000;Hele kommunen;3520;701;2065;2766;0;0;705;2065;2770;0;1;2;9;
15;Møre og Romsdal;1519;Volda;0000;Hele kommunen;6435;1318;3823;5141;5;34;1319;3821;5140;1;3;8;29;
15;Møre og Romsdal;1520;Ørsta;0000;Hele kommunen;7745;1283;4660;5943;0;10;1286;4659;5945;1;2;6;41;
15;Møre og Romsdal;1523;Ørskog;0000;Hele kommunen;1617;256;1023;1279;0;1;258;1023;1281;0;0;1;9;
15;Møre og Romsdal;1524;Norddal;0000;Hele kommunen;1228;225;712;937;0;1;228;712;940;0;0;0;3;
15;Møre og Romsdal;1525;Stranda;0000;Hele kommunen;3214;671;1785;2456;0;4;673;1786;2459;1;1;5;12;
