Tid,GodkjenteProsent,PolitParti,Region
2017 2017,32.4,01 Arbeiderpartiet,1736 Snåase - Snåsa (-2017)
2013 2013,5.9,02 Fremskrittspartiet,1736 Snåase - Snåsa (-2017)
2017 2017,4.7,02 Fremskrittspartiet,1736 Snåase - Snåsa (-2017)
2013 2013,8.5,03 Høyre,1736 Snåase - Snåsa (-2017)
2017 2017,8.1,03 Høyre,1736 Snåase - Snåsa (-2017)
2013 2013,1.3,04 Kristelig Folkeparti,1736 Snåase - Snåsa (-2017)
2017 2017,0.3,04 Kristelig Folkeparti,1736 Snåase - Snåsa (-2017)
2013 2013,35.6,05 Senterpartiet,1736 Snåase - Snåsa (-2017)
2017 2017,44.7,05 Senterpartiet,1736 Snåase - Snåsa (-2017)
2013 2013,4.9,06 Sosialistisk Venstreparti,1736 Snåase - Snåsa (-2017)
2017 2017,4.6,06 Sosialistisk Venstreparti,1736 Snåase - Snåsa (-2017)
2013 2013,3.3,07 Venstre,1736 Snåase - Snåsa (-2017)
2017 2017,1.3,07 Venstre,1736 Snåase - Snåsa (-2017)
2013 2013,1.7,08 Miljøpartiet de Grønne,1736 Snåase - Snåsa (-2017)
2017 2017,1.5,08 Miljøpartiet de Grønne,1736 Snåase - Snåsa (-2017)
2013 2013,0.8,55 Rødt,1736 Snåase - Snåsa (-2017)
2017 2017,1.5,55 Rødt,1736 Snåase - Snåsa (-2017)
2013 2013,41.1,01 Arbeiderpartiet,1738 Lierne (1964-2017)
2017 2017,30.2,01 Arbeiderpartiet,1738 Lierne (1964-2017)
2013 2013,11.5,02 Fremskrittspartiet,1738 Lierne (1964-2017)
2017 2017,8.2,02 Fremskrittspartiet,1738 Lierne (1964-2017)
2013 2013,9.2,03 Høyre,1738 Lierne (1964-2017)
2017 2017,7.1,03 Høyre,1738 Lierne (1964-2017)
2013 2013,3.5,04 Kristelig Folkeparti,1738 Lierne (1964-2017)
2017 2017,2.8,04 Kristelig Folkeparti,1738 Lierne (1964-2017)
2013 2013,28.7,05 Senterpartiet,1738 Lierne (1964-2017)
2017 2017,47.2,05 Senterpartiet,1738 Lierne (1964-2017)
2013 2013,0.8,06 Sosialistisk Venstreparti,1738 Lierne (1964-2017)
2017 2017,1.9,06 Sosialistisk Venstreparti,1738 Lierne (1964-2017)
2013 2013,3.5,07 Venstre,1738 Lierne (1964-2017)
2017 2017,0.5,07 Venstre,1738 Lierne (1964-2017)
2013 2013,0.5,08 Miljøpartiet de Grønne,1738 Lierne (1964-2017)
2017 2017,0.7,08 Miljøpartiet de Grønne,1738 Lierne (1964-2017)
2013 2013,0.7,55 Rødt,1738 Lierne (1964-2017)
2017 2017,0.5,55 Rødt,1738 Lierne (1964-2017)
2013 2013,45.5,01 Arbeiderpartiet,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,33.2,01 Arbeiderpartiet,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,8.3,02 Fremskrittspartiet,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,9.0,02 Fremskrittspartiet,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,8.9,03 Høyre,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,9.6,03 Høyre,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,4.8,04 Kristelig Folkeparti,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,3.6,04 Kristelig Folkeparti,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,22.9,05 Senterpartiet,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,38.2,05 Senterpartiet,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,2.2,06 Sosialistisk Venstreparti,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,1.7,06 Sosialistisk Venstreparti,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,4.8,07 Venstre,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,1.3,07 Venstre,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,1.0,08 Miljøpartiet de Grønne,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,1.0,08 Miljøpartiet de Grønne,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,,55 Rødt,1739 Raarvihke - Røyrvik (1923-2017)
2017 2017,0.3,55 Rødt,1739 Raarvihke - Røyrvik (1923-2017)
2013 2013,46.4,01 Arbeiderpartiet,1740 Namsskogan (1923-2017)
2017 2017,36.6,01 Arbeiderpartiet,1740 Namsskogan (1923-2017)
2013 2013,12.8,02 Fremskrittspartiet,1740 Namsskogan (1923-2017)
2017 2017,11.1,02 Fremskrittspartiet,1740 Namsskogan (1923-2017)
2013 2013,10.4,03 Høyre,1740 Namsskogan (1923-2017)
2017 2017,10.6,03 Høyre,1740 Namsskogan (1923-2017)
2013 2013,3.1,04 Kristelig Folkeparti,1740 Namsskogan (1923-2017)
2017 2017,0.8,04 Kristelig Folkeparti,1740 Namsskogan (1923-2017)
2013 2013,16.4,05 Senterpartiet,1740 Namsskogan (1923-2017)
2017 2017,30.2,05 Senterpartiet,1740 Namsskogan (1923-2017)
2013 2013,5.4,06 Sosialistisk Venstreparti,1740 Namsskogan (1923-2017)
2017 2017,5.5,06 Sosialistisk Venstreparti,1740 Namsskogan (1923-2017)
2013 2013,2.6,07 Venstre,1740 Namsskogan (1923-2017)
2017 2017,1.3,07 Venstre,1740 Namsskogan (1923-2017)
2013 2013,1.1,08 Miljøpartiet de Grønne,1740 Namsskogan (1923-2017)
2017 2017,1.3,08 Miljøpartiet de Grønne,1740 Namsskogan (1923-2017)
2013 2013,0.9,55 Rødt,1740 Namsskogan (1923-2017)
2017 2017,0.6,55 Rødt,1740 Namsskogan (1923-2017)
2013 2013,40.9,01 Arbeiderpartiet,1742 Grong (-2017)
2017 2017,31.9,01 Arbeiderpartiet,1742 Grong (-2017)
2013 2013,9.2,02 Fremskrittspartiet,1742 Grong (-2017)
2017 2017,8.4,02 Fremskrittspartiet,1742 Grong (-2017)
2013 2013,10.8,03 Høyre,1742 Grong (-2017)
2017 2017,11.4,03 Høyre,1742 Grong (-2017)
2013 2013,1.2,04 Kristelig Folkeparti,1742 Grong (-2017)
2017 2017,0.7,04 Kristelig Folkeparti,1742 Grong (-2017)
2013 2013,26.4,05 Senterpartiet,1742 Grong (-2017)
2017 2017,34.9,05 Senterpartiet,1742 Grong (-2017)
2013 2013,4.9,06 Sosialistisk Venstreparti,1742 Grong (-2017)
2017 2017,7.4,06 Sosialistisk Venstreparti,1742 Grong (-2017)
2013 2013,3.1,07 Venstre,1742 Grong (-2017)
2017 2017,1.0,07 Venstre,1742 Grong (-2017)
2013 2013,2.0,08 Miljøpartiet de Grønne,1742 Grong (-2017)
2017 2017,1.4,08 Miljøpartiet de Grønne,1742 Grong (-2017)
2013 2013,1.0,55 Rødt,1742 Grong (-2017)
2017 2017,1.0,55 Rødt,1742 Grong (-2017)
2013 2013,44.2,01 Arbeiderpartiet,1743 Høylandet (-2017)
2017 2017,35.8,01 Arbeiderpartiet,1743 Høylandet (-2017)
2013 2013,6.3,02 Fremskrittspartiet,1743 Høylandet (-2017)
2017 2017,4.5,02 Fremskrittspartiet,1743 Høylandet (-2017)
2013 2013,5.8,03 Høyre,1743 Høylandet (-2017)
2017 2017,5.1,03 Høyre,1743 Høylandet (-2017)
2013 2013,2.0,04 Kristelig Folkeparti,1743 Høylandet (-2017)
2017 2017,1.3,04 Kristelig Folkeparti,1743 Høylandet (-2017)
2013 2013,35.2,05 Senterpartiet,1743 Høylandet (-2017)
2017 2017,47.7,05 Senterpartiet,1743 Høylandet (-2017)
2013 2013,1.6,06 Sosialistisk Venstreparti,1743 Høylandet (-2017)
2017 2017,2.1,06 Sosialistisk Venstreparti,1743 Høylandet (-2017)
2013 2013,3.7,07 Venstre,1743 Høylandet (-2017)
2017 2017,1.7,07 Venstre,1743 Høylandet (-2017)
2013 2013,0.9,08 Miljøpartiet de Grønne,1743 Høylandet (-2017)
2017 2017,0.5,08 Miljøpartiet de Grønne,1743 Høylandet (-2017)
2013 2013,0.1,55 Rødt,1743 Høylandet (-2017)
2017 2017,,55 Rødt,1743 Høylandet (-2017)
2013 2013,41.9,01 Arbeiderpartiet,1744 Overhalla (-2017)
2017 2017,30.9,01 Arbeiderpartiet,1744 Overhalla (-2017)
2013 2013,12.8,02 Fremskrittspartiet,1744 Overhalla (-2017)
2017 2017,11.3,02 Fremskrittspartiet,1744 Overhalla (-2017)
2013 2013,10.2,03 Høyre,1744 Overhalla (-2017)
2017 2017,11.0,03 Høyre,1744 Overhalla (-2017)
2013 2013,1.0,04 Kristelig Folkeparti,1744 Overhalla (-2017)
2017 2017,1.1,04 Kristelig Folkeparti,1744 Overhalla (-2017)
2013 2013,24.4,05 Senterpartiet,1744 Overhalla (-2017)
2017 2017,37.9,05 Senterpartiet,1744 Overhalla (-2017)
2013 2013,3.2,06 Sosialistisk Venstreparti,1744 Overhalla (-2017)
2017 2017,4.1,06 Sosialistisk Venstreparti,1744 Overhalla (-2017)
2013 2013,4.3,07 Venstre,1744 Overhalla (-2017)
2017 2017,1.4,07 Venstre,1744 Overhalla (-2017)
2013 2013,0.9,08 Miljøpartiet de Grønne,1744 Overhalla (-2017)
2017 2017,1.0,08 Miljøpartiet de Grønne,1744 Overhalla (-2017)
2013 2013,0.3,55 Rødt,1744 Overhalla (-2017)
2017 2017,0.6,55 Rødt,1744 Overhalla (-2017)
2013 2013,33.4,01 Arbeiderpartiet,1748 Fosnes (-2017)
2017 2017,18.6,01 Arbeiderpartiet,1748 Fosnes (-2017)
2013 2013,10.2,02 Fremskrittspartiet,1748 Fosnes (-2017)
2017 2017,13.6,02 Fremskrittspartiet,1748 Fosnes (-2017)
2013 2013,8.2,03 Høyre,1748 Fosnes (-2017)
2017 2017,8.1,03 Høyre,1748 Fosnes (-2017)
2013 2013,5.9,04 Kristelig Folkeparti,1748 Fosnes (-2017)
2017 2017,3.1,04 Kristelig Folkeparti,1748 Fosnes (-2017)
2013 2013,35.0,05 Senterpartiet,1748 Fosnes (-2017)
2017 2017,34.4,05 Senterpartiet,1748 Fosnes (-2017)
2013 2013,2.8,06 Sosialistisk Venstreparti,1748 Fosnes (-2017)
2017 2017,20.0,06 Sosialistisk Venstreparti,1748 Fosnes (-2017)
2013 2013,1.3,07 Venstre,1748 Fosnes (-2017)
2017 2017,0.6,07 Venstre,1748 Fosnes (-2017)
2013 2013,1.8,08 Miljøpartiet de Grønne,1748 Fosnes (-2017)
2017 2017,0.3,08 Miljøpartiet de Grønne,1748 Fosnes (-2017)
2013 2013,0.8,55 Rødt,1748 Fosnes (-2017)
2017 2017,0.6,55 Rødt,1748 Fosnes (-2017)
2013 2013,34.0,01 Arbeiderpartiet,1749 Flatanger (-2017)
2017 2017,23.9,01 Arbeiderpartiet,1749 Flatanger (-2017)
2013 2013,17.1,02 Fremskrittspartiet,1749 Flatanger (-2017)
2017 2017,16.1,02 Fremskrittspartiet,1749 Flatanger (-2017)
2013 2013,15.6,03 Høyre,1749 Flatanger (-2017)
2017 2017,18.1,03 Høyre,1749 Flatanger (-2017)
2013 2013,4.5,04 Kristelig Folkeparti,1749 Flatanger (-2017)
2017 2017,2.4,04 Kristelig Folkeparti,1749 Flatanger (-2017)
2013 2013,15.3,05 Senterpartiet,1749 Flatanger (-2017)
2017 2017,25.0,05 Senterpartiet,1749 Flatanger (-2017)
2013 2013,4.2,06 Sosialistisk Venstreparti,1749 Flatanger (-2017)
2017 2017,8.1,06 Sosialistisk Venstreparti,1749 Flatanger (-2017)
2013 2013,6.5,07 Venstre,1749 Flatanger (-2017)
2017 2017,1.8,07 Venstre,1749 Flatanger (-2017)
2013 2013,0.8,08 Miljøpartiet de Grønne,1749 Flatanger (-2017)
2017 2017,2.1,08 Miljøpartiet de Grønne,1749 Flatanger (-2017)
2013 2013,0.8,55 Rødt,1749 Flatanger (-2017)
2017 2017,1.1,55 Rødt,1749 Flatanger (-2017)
2013 2013,36.3,01 Arbeiderpartiet,1750 Vikna (-2017)
2017 2017,27.9,01 Arbeiderpartiet,1750 Vikna (-2017)
2013 2013,17.6,02 Fremskrittspartiet,1750 Vikna (-2017)
2017 2017,20.0,02 Fremskrittspartiet,1750 Vikna (-2017)
2013 2013,17.8,03 Høyre,1750 Vikna (-2017)
2017 2017,19.2,03 Høyre,1750 Vikna (-2017)
2013 2013,4.6,04 Kristelig Folkeparti,1750 Vikna (-2017)
2017 2017,3.1,04 Kristelig Folkeparti,1750 Vikna (-2017)
2013 2013,11.2,05 Senterpartiet,1750 Vikna (-2017)
2017 2017,18.1,05 Senterpartiet,1750 Vikna (-2017)
2013 2013,2.6,06 Sosialistisk Venstreparti,1750 Vikna (-2017)
2017 2017,3.9,06 Sosialistisk Venstreparti,1750 Vikna (-2017)
2013 2013,5.9,07 Venstre,1750 Vikna (-2017)
2017 2017,4.2,07 Venstre,1750 Vikna (-2017)
2013 2013,1.1,08 Miljøpartiet de Grønne,1750 Vikna (-2017)
2017 2017,1.4,08 Miljøpartiet de Grønne,1750 Vikna (-2017)
2013 2013,0.3,55 Rødt,1750 Vikna (-2017)
2017 2017,0.5,55 Rødt,1750 Vikna (-2017)
2013 2013,34.8,01 Arbeiderpartiet,1751 Nærøy (-2017)
2017 2017,25.2,01 Arbeiderpartiet,1751 Nærøy (-2017)
2013 2013,16.6,02 Fremskrittspartiet,1751 Nærøy (-2017)
2017 2017,16.5,02 Fremskrittspartiet,1751 Nærøy (-2017)
2013 2013,14.3,03 Høyre,1751 Nærøy (-2017)
2017 2017,15.9,03 Høyre,1751 Nærøy (-2017)
2013 2013,5.0,04 Kristelig Folkeparti,1751 Nærøy (-2017)
2017 2017,3.0,04 Kristelig Folkeparti,1751 Nærøy (-2017)
2013 2013,19.7,05 Senterpartiet,1751 Nærøy (-2017)
2017 2017,28.2,05 Senterpartiet,1751 Nærøy (-2017)
2013 2013,3.4,06 Sosialistisk Venstreparti,1751 Nærøy (-2017)
2017 2017,4.1,06 Sosialistisk Venstreparti,1751 Nærøy (-2017)
2013 2013,3.7,07 Venstre,1751 Nærøy (-2017)
2017 2017,2.8,07 Venstre,1751 Nærøy (-2017)
2013 2013,0.8,08 Miljøpartiet de Grønne,1751 Nærøy (-2017)
2017 2017,1.3,08 Miljøpartiet de Grønne,1751 Nærøy (-2017)
2013 2013,0.5,55 Rødt,1751 Nærøy (-2017)
2017 2017,1.2,55 Rødt,1751 Nærøy (-2017)
2013 2013,30.5,01 Arbeiderpartiet,1755 Leka (-2017)
2017 2017,25.3,01 Arbeiderpartiet,1755 Leka (-2017)
2013 2013,11.1,02 Fremskrittspartiet,1755 Leka (-2017)
2017 2017,6.5,02 Fremskrittspartiet,1755 Leka (-2017)
2013 2013,7.4,03 Høyre,1755 Leka (-2017)
2017 2017,6.5,03 Høyre,1755 Leka (-2017)
2013 2013,0.3,04 Kristelig Folkeparti,1755 Leka (-2017)
2017 2017,0.5,04 Kristelig Folkeparti,1755 Leka (-2017)
2013 2013,41.3,05 Senterpartiet,1755 Leka (-2017)
2017 2017,53.6,05 Senterpartiet,1755 Leka (-2017)
2013 2013,4.0,06 Sosialistisk Venstreparti,1755 Leka (-2017)
2017 2017,3.4,06 Sosialistisk Venstreparti,1755 Leka (-2017)
2013 2013,3.1,07 Venstre,1755 Leka (-2017)
2017 2017,1.6,07 Venstre,1755 Leka (-2017)
2013 2013,0.3,08 Miljøpartiet de Grønne,1755 Leka (-2017)
2017 2017,0.3,08 Miljøpartiet de Grønne,1755 Leka (-2017)
2013 2013,0.3,55 Rødt,1755 Leka (-2017)
2017 2017,0.3,55 Rødt,1755 Leka (-2017)
2013 2013,41.8,01 Arbeiderpartiet,1756 Inderøy (2012-2017)
2017 2017,32.2,01 Arbeiderpartiet,1756 Inderøy (2012-2017)
2013 2013,8.8,02 Fremskrittspartiet,1756 Inderøy (2012-2017)
2017 2017,8.0,02 Fremskrittspartiet,1756 Inderøy (2012-2017)
2013 2013,11.3,03 Høyre,1756 Inderøy (2012-2017)
2017 2017,12.3,03 Høyre,1756 Inderøy (2012-2017)
2013 2013,4.1,04 Kristelig Folkeparti,1756 Inderøy (2012-2017)
2017 2017,3.4,04 Kristelig Folkeparti,1756 Inderøy (2012-2017)
2013 2013,23.9,05 Senterpartiet,1756 Inderøy (2012-2017)
2017 2017,30.0,05 Senterpartiet,1756 Inderøy (2012-2017)
2013 2013,3.6,06 Sosialistisk Venstreparti,1756 Inderøy (2012-2017)
2017 2017,6.8,06 Sosialistisk Venstreparti,1756 Inderøy (2012-2017)
2013 2013,3.1,07 Venstre,1756 Inderøy (2012-2017)
2017 2017,2.0,07 Venstre,1756 Inderøy (2012-2017)
2013 2013,2.2,08 Miljøpartiet de Grønne,1756 Inderøy (2012-2017)
2017 2017,2.1,08 Miljøpartiet de Grønne,1756 Inderøy (2012-2017)
2013 2013,0.5,55 Rødt,1756 Inderøy (2012-2017)
2017 2017,1.5,55 Rødt,1756 Inderøy (2012-2017)
2013 2013,29.9,01 Arbeiderpartiet,1804 Bodø
2017 2017,22.9,01 Arbeiderpartiet,1804 Bodø
2013 2013,20.2,02 Fremskrittspartiet,1804 Bodø
2017 2017,17.6,02 Fremskrittspartiet,1804 Bodø
2013 2013,26.9,03 Høyre,1804 Bodø
2017 2017,27.8,03 Høyre,1804 Bodø
2013 2013,3.5,04 Kristelig Folkeparti,1804 Bodø
2017 2017,2.6,04 Kristelig Folkeparti,1804 Bodø
2013 2013,3.2,05 Senterpartiet,1804 Bodø
2017 2017,9.1,05 Senterpartiet,1804 Bodø
2013 2013,5.7,06 Sosialistisk Venstreparti,1804 Bodø
2017 2017,7.8,06 Sosialistisk Venstreparti,1804 Bodø
2013 2013,4.1,07 Venstre,1804 Bodø
2017 2017,4.1,07 Venstre,1804 Bodø
2013 2013,2.7,08 Miljøpartiet de Grønne,1804 Bodø
2017 2017,3.1,08 Miljøpartiet de Grønne,1804 Bodø
2013 2013,2.0,55 Rødt,1804 Bodø
2017 2017,3.5,55 Rødt,1804 Bodø
2013 2013,36.4,01 Arbeiderpartiet,1805 Narvik (-2019)
2017 2017,31.6,01 Arbeiderpartiet,1805 Narvik (-2019)
2013 2013,20.0,02 Fremskrittspartiet,1805 Narvik (-2019)
2017 2017,16.9,02 Fremskrittspartiet,1805 Narvik (-2019)
2013 2013,25.2,03 Høyre,1805 Narvik (-2019)
2017 2017,24.4,03 Høyre,1805 Narvik (-2019)
2013 2013,3.5,04 Kristelig Folkeparti,1805 Narvik (-2019)
2017 2017,2.5,04 Kristelig Folkeparti,1805 Narvik (-2019)
2013 2013,2.6,05 Senterpartiet,1805 Narvik (-2019)
2017 2017,8.9,05 Senterpartiet,1805 Narvik (-2019)
2013 2013,4.3,06 Sosialistisk Venstreparti,1805 Narvik (-2019)
2017 2017,7.6,06 Sosialistisk Venstreparti,1805 Narvik (-2019)
2013 2013,3.1,07 Venstre,1805 Narvik (-2019)
2017 2017,2.0,07 Venstre,1805 Narvik (-2019)
2013 2013,1.6,08 Miljøpartiet de Grønne,1805 Narvik (-2019)
2017 2017,2.1,08 Miljøpartiet de Grønne,1805 Narvik (-2019)
2013 2013,1.8,55 Rødt,1805 Narvik (-2019)
2017 2017,2.0,55 Rødt,1805 Narvik (-2019)
2013 2013,47.2,01 Arbeiderpartiet,1811 Bindal
2017 2017,33.3,01 Arbeiderpartiet,1811 Bindal
2013 2013,12.4,02 Fremskrittspartiet,1811 Bindal
2017 2017,8.7,02 Fremskrittspartiet,1811 Bindal
2013 2013,10.1,03 Høyre,1811 Bindal
2017 2017,11.7,03 Høyre,1811 Bindal
2013 2013,3.6,04 Kristelig Folkeparti,1811 Bindal
2017 2017,1.8,04 Kristelig Folkeparti,1811 Bindal
2013 2013,15.0,05 Senterpartiet,1811 Bindal
2017 2017,35.0,05 Senterpartiet,1811 Bindal
2013 2013,5.0,06 Sosialistisk Venstreparti,1811 Bindal
2017 2017,3.6,06 Sosialistisk Venstreparti,1811 Bindal
2013 2013,2.6,07 Venstre,1811 Bindal
2017 2017,2.2,07 Venstre,1811 Bindal
2013 2013,1.7,08 Miljøpartiet de Grønne,1811 Bindal
2017 2017,1.9,08 Miljøpartiet de Grønne,1811 Bindal
2013 2013,0.6,55 Rødt,1811 Bindal
2017 2017,1.0,55 Rødt,1811 Bindal
2013 2013,33.4,01 Arbeiderpartiet,1812 Sømna
2017 2017,23.1,01 Arbeiderpartiet,1812 Sømna
2013 2013,13.9,02 Fremskrittspartiet,1812 Sømna
2017 2017,12.3,02 Fremskrittspartiet,1812 Sømna
2013 2013,10.8,03 Høyre,1812 Sømna
2017 2017,8.8,03 Høyre,1812 Sømna
2013 2013,5.3,04 Kristelig Folkeparti,1812 Sømna
2017 2017,2.1,04 Kristelig Folkeparti,1812 Sømna
2013 2013,26.7,05 Senterpartiet,1812 Sømna
2017 2017,44.4,05 Senterpartiet,1812 Sømna
2013 2013,3.5,06 Sosialistisk Venstreparti,1812 Sømna
2017 2017,3.9,06 Sosialistisk Venstreparti,1812 Sømna
2013 2013,2.4,07 Venstre,1812 Sømna
2017 2017,0.7,07 Venstre,1812 Sømna
2013 2013,1.4,08 Miljøpartiet de Grønne,1812 Sømna
2017 2017,1.6,08 Miljøpartiet de Grønne,1812 Sømna
2013 2013,1.1,55 Rødt,1812 Sømna
2017 2017,2.1,55 Rødt,1812 Sømna
2013 2013,39.3,01 Arbeiderpartiet,1813 Brønnøy
2017 2017,29.1,01 Arbeiderpartiet,1813 Brønnøy
2013 2013,16.0,02 Fremskrittspartiet,1813 Brønnøy
2017 2017,16.0,02 Fremskrittspartiet,1813 Brønnøy
2013 2013,19.3,03 Høyre,1813 Brønnøy
2017 2017,17.6,03 Høyre,1813 Brønnøy
2013 2013,2.7,04 Kristelig Folkeparti,1813 Brønnøy
2017 2017,1.5,04 Kristelig Folkeparti,1813 Brønnøy
2013 2013,9.7,05 Senterpartiet,1813 Brønnøy
2017 2017,20.9,05 Senterpartiet,1813 Brønnøy
2013 2013,4.6,06 Sosialistisk Venstreparti,1813 Brønnøy
2017 2017,6.1,06 Sosialistisk Venstreparti,1813 Brønnøy
2013 2013,3.6,07 Venstre,1813 Brønnøy
2017 2017,1.9,07 Venstre,1813 Brønnøy
2013 2013,1.9,08 Miljøpartiet de Grønne,1813 Brønnøy
2017 2017,2.4,08 Miljøpartiet de Grønne,1813 Brønnøy
2013 2013,1.2,55 Rødt,1813 Brønnøy
2017 2017,2.7,55 Rødt,1813 Brønnøy
2013 2013,38.8,01 Arbeiderpartiet,1815 Vega
2017 2017,29.1,01 Arbeiderpartiet,1815 Vega
2013 2013,12.1,02 Fremskrittspartiet,1815 Vega
2017 2017,10.5,02 Fremskrittspartiet,1815 Vega
2013 2013,11.9,03 Høyre,1815 Vega
2017 2017,13.7,03 Høyre,1815 Vega
2013 2013,2.6,04 Kristelig Folkeparti,1815 Vega
2017 2017,1.2,04 Kristelig Folkeparti,1815 Vega
2013 2013,17.8,05 Senterpartiet,1815 Vega
2017 2017,32.5,05 Senterpartiet,1815 Vega
2013 2013,6.5,06 Sosialistisk Venstreparti,1815 Vega
2017 2017,4.5,06 Sosialistisk Venstreparti,1815 Vega
2013 2013,4.3,07 Venstre,1815 Vega
2017 2017,1.7,07 Venstre,1815 Vega
2013 2013,2.1,08 Miljøpartiet de Grønne,1815 Vega
2017 2017,1.4,08 Miljøpartiet de Grønne,1815 Vega
2013 2013,1.6,55 Rødt,1815 Vega
2017 2017,3.7,55 Rødt,1815 Vega
2013 2013,37.2,01 Arbeiderpartiet,1816 Vevelstad
2017 2017,28.4,01 Arbeiderpartiet,1816 Vevelstad
2013 2013,12.4,02 Fremskrittspartiet,1816 Vevelstad
2017 2017,8.4,02 Fremskrittspartiet,1816 Vevelstad
2013 2013,8.9,03 Høyre,1816 Vevelstad
2017 2017,9.1,03 Høyre,1816 Vevelstad
2013 2013,2.8,04 Kristelig Folkeparti,1816 Vevelstad
2017 2017,1.8,04 Kristelig Folkeparti,1816 Vevelstad
2013 2013,25.5,05 Senterpartiet,1816 Vevelstad
2017 2017,43.2,05 Senterpartiet,1816 Vevelstad
2013 2013,4.3,06 Sosialistisk Venstreparti,1816 Vevelstad
2017 2017,2.5,06 Sosialistisk Venstreparti,1816 Vevelstad
2013 2013,2.8,07 Venstre,1816 Vevelstad
2017 2017,1.0,07 Venstre,1816 Vevelstad
2013 2013,2.1,08 Miljøpartiet de Grønne,1816 Vevelstad
2017 2017,1.0,08 Miljøpartiet de Grønne,1816 Vevelstad
2013 2013,1.8,55 Rødt,1816 Vevelstad
2017 2017,3.2,55 Rødt,1816 Vevelstad
2013 2013,42.0,01 Arbeiderpartiet,1818 Herøy (Nordland)
2017 2017,35.8,01 Arbeiderpartiet,1818 Herøy (Nordland)
2013 2013,18.5,02 Fremskrittspartiet,1818 Herøy (Nordland)
2017 2017,13.4,02 Fremskrittspartiet,1818 Herøy (Nordland)
2013 2013,17.3,03 Høyre,1818 Herøy (Nordland)
2017 2017,17.5,03 Høyre,1818 Herøy (Nordland)
2013 2013,2.5,04 Kristelig Folkeparti,1818 Herøy (Nordland)
2017 2017,1.8,04 Kristelig Folkeparti,1818 Herøy (Nordland)
2013 2013,8.6,05 Senterpartiet,1818 Herøy (Nordland)
2017 2017,20.9,05 Senterpartiet,1818 Herøy (Nordland)
2013 2013,2.9,06 Sosialistisk Venstreparti,1818 Herøy (Nordland)
2017 2017,4.5,06 Sosialistisk Venstreparti,1818 Herøy (Nordland)
2013 2013,2.1,07 Venstre,1818 Herøy (Nordland)
2017 2017,1.0,07 Venstre,1818 Herøy (Nordland)
2013 2013,2.6,08 Miljøpartiet de Grønne,1818 Herøy (Nordland)
2017 2017,0.9,08 Miljøpartiet de Grønne,1818 Herøy (Nordland)
2013 2013,0.9,55 Rødt,1818 Herøy (Nordland)
2017 2017,1.4,55 Rødt,1818 Herøy (Nordland)
2013 2013,38.7,01 Arbeiderpartiet,1820 Alstahaug
2017 2017,27.9,01 Arbeiderpartiet,1820 Alstahaug
2013 2013,18.1,02 Fremskrittspartiet,1820 Alstahaug
2017 2017,16.2,02 Fremskrittspartiet,1820 Alstahaug
2013 2013,19.6,03 Høyre,1820 Alstahaug
2017 2017,17.4,03 Høyre,1820 Alstahaug
2013 2013,2.5,04 Kristelig Folkeparti,1820 Alstahaug
2017 2017,1.6,04 Kristelig Folkeparti,1820 Alstahaug
2013 2013,8.8,05 Senterpartiet,1820 Alstahaug
2017 2017,21.0,05 Senterpartiet,1820 Alstahaug
2013 2013,3.8,06 Sosialistisk Venstreparti,1820 Alstahaug
2017 2017,6.1,06 Sosialistisk Venstreparti,1820 Alstahaug
2013 2013,3.4,07 Venstre,1820 Alstahaug
2017 2017,1.9,07 Venstre,1820 Alstahaug
2013 2013,1.4,08 Miljøpartiet de Grønne,1820 Alstahaug
2017 2017,1.9,08 Miljøpartiet de Grønne,1820 Alstahaug
2013 2013,2.2,55 Rødt,1820 Alstahaug
2017 2017,4.3,55 Rødt,1820 Alstahaug
2013 2013,36.3,01 Arbeiderpartiet,1822 Leirfjord
2017 2017,29.6,01 Arbeiderpartiet,1822 Leirfjord
2013 2013,17.0,02 Fremskrittspartiet,1822 Leirfjord
2017 2017,17.2,02 Fremskrittspartiet,1822 Leirfjord
2013 2013,13.2,03 Høyre,1822 Leirfjord
2017 2017,11.8,03 Høyre,1822 Leirfjord
2013 2013,2.9,04 Kristelig Folkeparti,1822 Leirfjord
2017 2017,1.8,04 Kristelig Folkeparti,1822 Leirfjord
2013 2013,17.1,05 Senterpartiet,1822 Leirfjord
2017 2017,25.1,05 Senterpartiet,1822 Leirfjord
2013 2013,6.8,06 Sosialistisk Venstreparti,1822 Leirfjord
